4968be2285e3f368b62da6156b936bd679cc0d87fa6b9bc02badcc992ffb7d95,600d8866707675b3231bdc0ed7ad777fc57cba3ab6ce88ac8ceb265cb8037be2,11d84fbaf22aa9790d3861be77c7e2e878cf9eb7d067cfbd783131ab049aba10,24eb46cbce4011b6cd6766afb35d341929516edf5a47f1be1a83de6edf1cce0c,7f577c35775d5e741628cf2ede611198d59f53d17750537aece1fee0b7f34737,62761071c66b07d9d7fd6a2e472b3f14427134b0ea62a263e13a739b95a857c4,ee466df6c8efa8eb94fae328f8eed6e0f9fd0233634d6e78a957774ebe9c61f6,8230e3acea565ef706035b17e80b749bb007bba21f9a00bd5664ce1f022949d5,371eb10bf163746fdeb1e0618328ca96513af5dc8934c15ec4c1b78b824ea16d,43d3a533b865b28b5985b7e3d4e7255d8fb46a5239f46202335cf630b1e59984,18bea6260adfef9416ccef4542c3c13f757e9547b83b8031893b0bc17486a317,d0ed6eb491a56ad9cb64ea69432dda7e375d49f6e04176f14cead54e6dfbcf0f
"1","0","99999999","3","【美食殿】のセレクトサイン","1","0","【美食殿】のキャラから3人選んで仲間にできる。","0","0","13000001","1"
"2","0","99999999","3","【トゥインクルウィッシュ】のセレクトサイン","1","0","【トゥインクルウィッシュ】のキャラから3人選んで仲間にできる。","0","0","13000002","1"
"3","0","99999999","3","【ラビリンス】のセレクトサイン","1","0","【ラビリンス】のキャラから3人選んで仲間にできる。","0","0","13000003","1"
"4","0","99999999","3","【カルミナ】のセレクトサイン","1","0","【カルミナ】のキャラから3人選んで仲間にできる。","0","0","13000004","1"
"7","0","99999999","3","【悪魔偽王国軍（ディアボロス）】のセレクトサイン","1","0","【悪魔偽王国軍（ディアボロス）】のキャラから3人選んで仲間にできる。","0","0","13000007","1"
"8","0","99999999","3","【王宮騎士団（NIGHTMARE）】のセレクトサイン","1","0","【王宮騎士団（NIGHTMARE）】のキャラから3人選んで仲間にできる。","0","0","13000008","1"
"9","0","99999999","3","【サレンディア救護院】のセレクトサイン","1","0","【サレンディア救護院】のキャラから3人選んで仲間にできる。","0","0","13000009","1"
"11","0","99999999","3","【牧場（エリザベスパーク）】のセレクトサイン","1","0","【牧場（エリザベスパーク）】のキャラから3人選んで仲間にできる。","0","0","13000011","1"
"12","0","99999999","3","【メルクリウス財団】のセレクトサイン","1","0","【メルクリウス財団】のキャラから3人選んで仲間にできる。","0","0","13000012","1"
"13","0","99999999","3","【トワイライトキャラバン】のセレクトサイン","1","0","【トワイライトキャラバン】のキャラから3人選んで仲間にできる。","0","0","13000013","1"
"0","0","99999999","1","バトル報酬ランダムサイン","2","0","","0","0","21000000","0"
"0","0","99999999","1","全対象のランダムサイン","3","0","全対象のキャラからランダムに1人仲間にできる。","0","0","31000000","0"
"0","0","1800","1","プリンセスフェスのランダムサイン","3","999","プリンセスフェスのキャラからランダムに1人仲間にできる。","0","0","31000999","0"
"0","0","1200","1","アタッカーロールのランダムサイン","3","0","アタッカーロールのキャラからランダムに1人仲間にできる。","1","0","31001000","0"
"0","0","1200","1","ブレイカーロールのランダムサイン","3","0","ブレイカーロールのキャラからランダムに1人仲間にできる。","2","0","31002000","0"
"0","0","1200","1","バッファーロールのランダムサイン","3","0","バッファーロールのキャラからランダムに1人仲間にできる。","3","0","31003000","0"
"0","0","1200","1","デバッファーロールのランダムサイン","3","0","デバッファーロールのキャラからランダムに1人仲間にできる。","4","0","31004000","0"
"0","0","1200","1","ブースターロールのランダムサイン","3","0","ブースターロールのキャラからランダムに1人仲間にできる。","5","0","31005000","0"
"0","0","1200","1","ヒーラーロールのランダムサイン","3","0","ヒーラーロールのキャラからランダムに1人仲間にできる。","6","0","31006000","0"
"0","0","1200","1","タンクロールのランダムサイン","3","0","タンクロールのキャラからランダムに1人仲間にできる。","7","0","31007000","0"
"0","0","1200","1","ジャマーロールのランダムサイン","3","0","ジャマーロールのキャラからランダムに1人仲間にできる。","8","0","31008000","0"
"0","0","99999999","1","ラビリスタサイン","3","40005","ラビリスタを仲間にできる。","0","0","31040005","0"
"0","0","99999999","1","ジュンサイン","3","40006","ジュンを仲間にできる。","0","0","31040006","0"
"0","1","1200","1","火属性のランダムサイン","3","0","火属性のキャラからランダムに1人仲間にできる。","0","0","31100000","0"
"0","2","1200","1","水属性のランダムサイン","3","0","水属性のキャラからランダムに1人仲間にできる。","0","0","31200000","0"
"0","3","1200","1","風属性のランダムサイン","3","0","風属性のキャラからランダムに1人仲間にできる。","0","0","31300000","0"
"0","4","1200","1","光属性のランダムサイン","3","0","光属性のキャラからランダムに1人仲間にできる。","0","0","31400000","0"
"0","5","1200","1","闇属性のランダムサイン","3","0","闇属性のキャラからランダムに1人仲間にできる。","0","0","31500000","0"
