ba268edf83a2a704bde10924aec14ef242a0ee930e0323efdacc7e14ed9dba22,1b22e8cbe0a3e17c7f2da524997f80546b0f958d0de872aa2e1a4592179cf935,a230b65b153cefa9861e3e33a045e2ae3979b7736429a64e89c51f4e44060c15,56d7776bd11e712d9d9a40b9d2ccd037f9d3314c18960704644c3e6ba4f67c2d,5deadca5fac477d2e318a788da7b98d8b73fe533578e7b1cce8bb8b158fd38d8,b956e6d8cb71211ad69d7500af1021efdad6ac60e1c870905fb77dcfbbbe0035,63a25459d32b7d2c2483829223c6592ab72b9bc6b4a9a3b2bc587c9cdb96d732,3e6555ee6088321f6ea15d3909218660722b027f2e8bd4a66c53c16daa4e89ad,300b273027c345352c3976bb4e7cc52927d642721126d2db07ee82868a861a3a,73cff3a51c125904a9fab849f46c123ce4fae97e46d93cc3b1e5c47c535798c9,92ead37a470edf92bba01f0caa3054db2a469f0f8c6578b22f4c36c71365d1bf,03b334f2e1616629eb4d7002d0b414a8e0c7b0bafc880cd5382af4741914d4a2,2d323ce85cb896d3598e0c4f5284395c333281af2c33d4e7763181435fce3d63,1b981f31848b322afbcb9667265f3a85da53059d6e940317178faa899572aea4,10b82a7b02b814242c568ed269909a556ff33cb805b6d5d0aa1bf25478b2c145,fef3f6721a071fd4aa63838273df4e0e86e5216ad98bc54b2531929acc5ec73d,15ff23ed0b44049615cb3f6475605a124875f48d01cd473c0e1b484f3da651e2,35395bfbf9684f914a359ed39384e71070ccc3e7f5d344675ddc5b88795fdd21,07083d810d3ccb4ebc3e799e75b87f7485a712b77968b38e2a78d6d3b7e38bfa,819b796a0c7d3dfbe9f902135fbb8d3a3ad00f646be98542b196cdf37cc613b0,702a7cf3cd97f4164e3daa1ed0df0caf09b433b33d5ece9dc2960d53f816f9bb
"0","0","0","1","0","15","1","0","15","魔法攻撃力アップ+{0}","0","0","1","自分の魔法攻撃力を{0}アップ","0","4","100250101","90","0","0","0"
"0","0","0","1","0","15","1","0","15","魔法攻撃力アップ+{0}","0","0","1","自分の魔法攻撃力を{0}アップ","0","4","100251101","90","0","0","0"
"0","0","0","1","0","0","1","0","30","","0","0","1","自分の魔法防御力を{0}アップ","0","5","100251102","90","0","0","0"
"-1","3","0","0","1","4.8","60","0","60","物理ダメージ+{0}","1","0","1","敵単体に{0}の物理ダメージ","1","1","100300101","1","0","0","0"
"-1","3","0","0","1","1.6","20","0","20","物理ダメージ+{0}","1","0","1","敵単体に{0}の物理ダメージ","1","1","100300201","1","0","0","0"
"0","7","0","0","1","0","0","0","0","","2","0","1","","1","677","100300301","28","100300303","100300302","0"
"4320","3","0","0","1","1.8","0.5","0","0","","1","0","1","","1","1","100300302","18","100300305","0","0"
"4320","3","0","0","1","1.8","1","0","0","","1","0","1","","1","1","100300303","18","100300306","0","0"
"0","7","0","0","1","0","0","0","0","","2","0","1","","1","677","100300304","28","100300306","100300305","0"
"-1","3","0","0","1","1.6","20","0","20","物理ダメージ+{0}","1","0","1","敵単体に{0}の物理ダメージ","1","1","100300305","1","0","0","0"
"-1","3","0","0","1","3.2","40","0","40","","1","0","1","","1","1","100300306","1","0","0","0"
"-1","3","0","0","1","9.6","120","0","120","物理ダメージ+{0}","1","0","1","敵単体に{0}の物理ダメージ","1","1","100301101","1","0","0","0"
"0","7","0","1","1","18","1","0","77","","2","0","1","一定時間風の刃を纏う","1","0","100301102","35","0","0","0"
"0","7","0","0","1","1","1","0","2","","2","0","1","","1","677","100301201","28","100301203","100301202","0"
"-1","3","0","0","1","1.6","20","0","20","物理ダメージ+{0}","1","0","1","敵単体に{0}の物理ダメージ","1","1","100301202","1","0","0","0"
"-1","3","0","0","1","3.2","40","0","40","","1","0","1","","1","1","100301203","1","0","0","0"
"-1","3","0","12","1","0.6","1","0","0.6","物理防御力ダウン+{0}","1","1","1","敵単体の物理防御力を{0}ダウン","1","21","100301204","10","1","0","0"
"-1","3","0","24","1","1.2","1","0","1.2","","1","1","1","","1","21","100301205","10","1","0","0"
"0","7","0","0","1","0","0","0","0","","2","0","1","","1","677","100301301","28","100301303","100301302","0"
"-1","3","0","0","1","3.2","40","0","40","物理ダメージ+{0}","1","0","1","敵単体に{0}の物理ダメージ","1","1","100301302","1","0","0","0"
"-1","3","0","0","1","6.4","80","0","80","","1","0","1","","1","1","100301303","1","0","0","0"
"0","7","0","0","1","0","0","0","0","","2","0","1","","1","677","100301304","28","100301306","100301305","0"
"-1","3","0","0","1","3.2","40","0","40","物理ダメージ+{0}","1","0","1","敵単体に{0}の物理ダメージ","1","1","100301305","1","0","0","0"
"-1","3","0","0","1","6.4","80","0","80","","1","0","1","","1","1","100301306","1","0","0","0"
"0","7","0","0","1","0","0","0","0","","2","0","1","","1","677","100301307","28","100301309","100301308","0"
"-1","7","0","0","1","12","1","0","0","","2","0","1","自分の受ける行動不能を１回まで無効化する","1","1","100301308","100","0","0","0"
"-1","7","0","0","1","24","2","0","0","","2","0","1","","1","1","100301309","100","0","0","0"
"-1","7","0","0","1","0","-1","0","0","","2","0","1","","1","1","100301310","22","10030102","0","0"
"0","0","0","1","0","15","1","0","15","物理攻撃力アップ+{0}","0","0","1","自分の物理攻撃力を{0}アップ","0","2","100350101","90","0","0","0"
"0","0","0","1","0","15","1","0","15","物理攻撃力アップ+{0}","0","0","1","自分の物理攻撃力を{0}アップ","0","2","100351101","90","0","0","0"
"0","0","0","1","0","0","1","0","1125","","0","0","1","自分の最大ＨＰを{0}アップさせる","0","1","100351102","90","0","0","0"
"2160","3","0","0","1","0","0","1","0","","1","0","1","","2","1","100400101","7","0","0","0"
"300","1","0","0","99","1.62","20.4","0","20.4","物理ダメージ+{0}","1","0","1","範囲内の敵に{0}の物理ダメージ","2","1","100400102","1","0","0","0"
"2160","3","0","0","1","0.6","8","1","8","物理ダメージ+{0}","1","0","1","敵単体に{0}の物理ダメージ","3","1","100400201","1","0","0","0"
"2160","3","0","0","1","100","8","1","0","暗闇の確定成功Ｌｖ+{0}","1","0","1","敵単体を暗闇状態にする","3","70","100400202","12","0","0","0"
"2160","14","0","0","1","0.8","10","0","10","物理ダメージ+{0}","1","0","1","敵単体に{0}の物理ダメージ","2","1","100400301","1","0","0","0"
"2160","1","0","180","1","20","1","0","20","物理攻撃力ダウン+{0}","1","1","1","敵単体の物理攻撃力を{0}ダウン","2","11","100400302","10","1","0","0"
"2160","1","0","180","1","0","1","0","25","","1","1","1","敵単体の物理クリダメを{0}％ダウン","2","111","100400303","10","1","0","0"
"0","7","0","180","1","20","1","0","20","物理攻撃力アップ+{0}","2","1","1","自分の物理攻撃力を{0}アップ","1","10","100400304","10","1","0","0"
"2160","3","0","0","1","0","1","0","0","","1","0","1","目の前の敵がマルチターゲットの場合、以下の効果が発動する","1","1800","100400305","28","100400306","0","0"
"2160","1","0","180","1","20","1","0","20","魔法攻撃力ダウン+{0}","1","1","1","敵単体の魔法攻撃力を{0}ダウン","2","31","100400306","10","1","0","0"
"2160","1","0","180","1","0","1","0","25","","1","1","1","敵単体の魔法クリダメを{0}％ダウン","2","121","100400307","10","1","0","0"
"2160","3","0","0","99","2.4","30","0","30","物理ダメージ+{0}","1","0","1","敵全体に{0}の物理ダメージ","3","1","100401101","1","0","0","0"
"2160","3","0","18","99","30","1","0","30","物理攻撃力ダウン+{0}","1","0","1","敵全体の物理攻撃力を{0}ダウン","3","11","100401102","10","1","0","0"
"2160","3","0","18","99","0","1","0","600","物理クリティカルダウン+{0}","1","0","1","敵全体の物理クリティカルを{0}ダウン","3","61","100401103","10","0","0","0"
"2160","3","0","18","99","0","2","0","25","","1","0","1","敵全体の物理クリダメを{0}％ダウン","3","111","100401104","10","0","0","0"
"2160","3","0","0","1","0","1","0","0","","1","0","1","目の前の敵がマルチターゲットの場合、以下の効果が発動する","1","1800","100401105","28","100401106","0","0"
"2160","3","0","0","99","2.4","30","0","30","物理ダメージ+{0}","1","0","1","敵全体に{0}の物理ダメージ","3","1","100401106","1","0","0","0"
"2160","3","0","18","99","0.7","1","0","0.7","物理防御力ダウン+{0}","1","0","1","敵全体の物理防御力を{0}ダウン","3","21","100401107","10","1","0","0"
"2160","3","0","0","1","1.6","20","1","20","物理ダメージ+{0}","1","0","1","敵単体に{0}の物理ダメージ","3","1","100401201","1","0","0","0"
"2160","3","0","0","1","100","10","1","0","暗闇の確定成功Ｌｖ+{0}","1","0","1","敵単体を暗闇状態にする","3","80","100401202","12","0","0","0"
"2160","3","0","0","1","0","0","1","0","","1","0","1","","3","1","100401203","7","0","0","0"
"200","1","0","12","99","20","1","0","20","物理攻撃力ダウン+{0}","1","0","1","範囲内の敵の物理攻撃力を{0}ダウン","2","11","100401204","10","1","0","0"
"2160","3","0","0","1","0","0","1","0","","1","0","1","","2","1","100402201","7","0","0","0"
"300","3","0","0","99","1.6","20","0","20","物理ダメージ+{0}","1","0","1","範囲内の敵に{0}の物理ダメージ","2","1","100402202","1","0","0","0"
"300","3","0","0","99","100","10","0","0","暗闇の確定成功Ｌｖ+{0}","1","0","1","範囲内の敵を暗闇状態にする","2","80","100402203","12","0","0","0"
"300","3","0","12","99","20","1","0","20","物理攻撃力ダウン+{0}","1","0","1","範囲内の敵の物理攻撃力を{0}ダウン","2","11","100402204","10","1","0","0"
"300","3","0","0","99","1","75","0","0","","1","0","1","範囲内の敵のＴＰを{0}失わせる","2","2","100402205","16","0","0","0"
"2160","3","0","0","1","0","1","0","0","","1","0","1","目の前の敵がマルチターゲットの場合、以下の効果が発動する","1","1800","100402206","28","100402207","0","0"
"300","3","0","0","99","1.6","20","0","20","物理ダメージ+{0}","1","0","1","範囲内の敵に{0}の物理ダメージ","2","1","100402207","1","0","0","0"
"300","3","0","12","99","0.3","1","0","0.3","物理防御力ダウン+{0}","1","0","1","範囲内の敵の物理防御力を{0}ダウン","2","21","100402208","10","1","0","0"
"0","0","0","1","0","2","1","0","2","物理防御力アップ+{0}","0","0","1","自分の物理防御力を{0}アップ","0","3","100450101","90","0","0","0"
"0","0","0","1","0","2","1","0","2","物理防御力アップ+{0}","0","0","1","自分の物理防御力を{0}アップ","0","3","100451101","90","0","0","0"
"0","0","0","1","0","0","1","0","225","","0","0","1","自分の物理攻撃力を{0}アップ","0","2","100451102","90","0","0","0"
"2160","3","0","0","1","0","100","2","0","","1","0","1","","1","3","100500101","2","0","0","0"
"2160","3","0","0","1","0","100","2","0","","1","0","1","","1","1","100500102","7","0","0","0"
"300","3","0","0","99","2.4","30","0","30","物理ダメージ+{0}","1","0","1","範囲内の敵に{0}の物理ダメージ","2","1","100500103","1","0","0","0"
"300","3","0","0","99","0.27","3.4","0","3.4","物理ダメージ+{0}","1","0","1","範囲内の敵に{0}の物理ダメージ","2","1","100500201","1","0","0","0"
"300","3","0","0","99","2","0","0","0","スタンの確定成功Ｌｖ+{0}","1","0","1","範囲内の敵を一定時間行動不能にする","2","7","100500202","8","0","0","0"
"300","3","0","0","99","0.8","10","0","10","物理ダメージ+{0}","1","0","1","範囲内の敵に{0}の物理ダメージ","2","1","100500301","1","0","0","0"
"2160","3","0","0","1","0","100","2","0","","1","0","1","","1","3","100501101","2","0","0","0"
"2160","3","0","0","1","0","100","2","0","","1","0","1","","1","1","100501102","7","0","0","0"
"450","3","0","0","99","2.4","30","0","30","物理ダメージ+{0}","1","0","1","範囲内の敵に{0}の物理ダメージ","2","1","100501103","1","0","0","0"
"0","7","0","0","1","0","1","0","0.00005","","2","0","1","","1","100501103","100501104","26","3","0","0"
"0","7","0","0","1","0","1","0","1","","2","0","1","","1","100501106","100501105","26","1","0","0"
"0","7","0","0","1","18","45","0","45","無効ダメージ量+{0}","2","0","1","{0}ダメージ分の物理魔法無効バリアを展開する","1","5","100501106","6","0","0","0"
"300","3","0","0","99","0.54","3.4","0","3.4","物理ダメージ+{0}","1","0","1","範囲内の敵に{0}の物理ダメージ","2","1","100501201","1","0","0","0"
"300","3","0","0","99","2","0","0","0","スタンの確定成功Ｌｖ+{0}","1","0","1","範囲内の敵を一定時間行動不能にする","2","7","100501202","8","0","0","0"
"0","7","0","12","1","2.24","1","0","2.24","物理防御力アップ+{0}","2","0","1","自分の物理防御力を{0}アップ","1","20","100501203","10","1","0","0"
"0","7","0","12","1","2.24","1","0","2.24","魔法防御力アップ+{0}","2","0","1","自分の魔法防御力を{0}アップ","1","40","100501204","10","1","0","0"
"0","0","0","1","0","15","1","0","15","物理攻撃力アップ+{0}","0","0","1","自分の物理攻撃力を{0}アップ","0","2","100550101","90","0","0","0"
"0","0","0","1","0","15","1","0","15","物理攻撃力アップ+{0}","0","0","1","自分の物理攻撃力を{0}アップ","0","2","100551101","90","0","0","0"
"0","0","0","1","0","0","1","0","30","","0","0","1","自分の物理防御力を{0}アップ","0","3","100551102","90","0","0","0"
"2160","3","0","18","99","8.5","1","0","8.5","魔法攻撃力アップ+{0}","2","0","1","味方全体の魔法攻撃力を{0}アップ","3","30","100600101","10","1","0","0"
"2160","3","0","18","99","0","1","0","1","","2","0","1","味方全体のＨＰ吸収を{0}アップ","3","90","100600102","10","1","0","0"
"2160","34","8.5","8.5","1","9.5","13","0","9.5","","2","0","1","","3","100600101","100600103","26","2","0","0"
"2160","34","0","1","1","0","13","0","1.12","","2","0","1","","3","100600102","100600104","26","2","0","0"
"0","7","0","0","1","0","0","0","1","","2","0","1","","1","1211","100600105","28","100600103","0","0"
"-1","3","0","0","1","1.6","20","0","20","魔法ダメージ+{0}","1","0","1","敵単体に{0}の魔法ダメージ","1","2","100600201","1","0","0","0"
"2160","3","0","0","1","0","0","0","0","","1","0","1","","3","1","100600301","7","0","0","0"
"300","3","0","18","99","1","1","0","1","魔法防御力ダウン+{0}","1","1","1","範囲内の敵の魔法防御力を{0}ダウン","2","41","100600302","10","1","0","0"
"300","3","0","18","99","0","1","0","8","","1","1","1","範囲内の敵の被クリダメを{0}％アップ","2","141","100600303","10","1","0","0"
"2160","3","0","18","99","45","1","0","45","魔法攻撃力アップ+{0}","2","0","1","味方全体の魔法攻撃力を{0}アップ","3","30","100601101","10","1","0","0"
"2160","3","0","18","99","0","1","0","150","","2","0","1","味方全体の魔法クリティカルを{0}アップ","3","70","100601102","10","1","0","0"
"2160","3","0","18","99","0","1","0","2","","2","0","1","味方全体のＨＰ吸収を{0}アップ","3","90","100601103","10","1","0","0"
"2160","3","0","0","99","18","24","0","24","吸収ダメージ量+{0}","2","0","1","{0}ダメージ分の物理吸収バリアを展開する","3","3","100601104","6","0","0","0"
"2160","3","0","0","99","18","24","0","24","吸収ダメージ量+{0}","2","0","1","{0}ダメージ分の魔法吸収バリアを展開する","3","4","100601105","6","0","0","0"
"2160","3","0","18","99","0.55","1","0","0.55","魔法防御力ダウン+{0}","1","0","1","敵全体の魔法防御力を{0}ダウン","3","41","100601106","10","1","0","0"
"2160","34","45","45","1","50","13","0","50","","2","0","1","","3","100601101","100601107","26","2","0","0"
"2160","34","0","150","1","0","13","0","167","","2","0","1","","3","100601102","100601108","26","2","0","0"
"2160","34","0","2","1","0","13","0","2.5","","2","0","1","","3","100601103","100601109","26","2","0","0"
"2160","34","24","24","1","27","13","0","27","","2","0","1","","3","100601104","100601110","26","1","0","0"
"2160","34","24","24","1","27","13","0","27","","2","0","1","","3","100601105","100601111","26","1","0","0"
"2160","34","0.55","0.55","1","0.62","13","0","0.62","","2","0","1","","3","100601106","100601112","26","2","0","0"
"0","7","0","0","1","0","0","0","1","","2","0","1","","1","1211","100601113","28","100601107","0","0"
"-1","3","0","0","1","2","25","0","25","魔法ダメージ+{0}","1","0","1","敵単体に{0}の魔法ダメージ","1","2","100601201","1","0","0","0"
"-1","3","0","12","1","0.2","1","0","0.2","魔法防御力ダウン+{0}","1","1","1","敵単体の魔法防御力を{0}ダウン","1","41","100601202","10","1","0","0"
"2160","3","0","0","1","0","0","0","0","","1","0","1","","3","1","100602201","7","0","0","0"
"300","3","0","0","99","2","25","0","25","魔法ダメージ+{0}","1","0","1","範囲内の敵に{0}の魔法ダメージ","2","2","100602202","1","0","0","0"
"-1","3","0","12","1","0.2","1","0","0.2","魔法防御力ダウン+{0}","1","1","1","範囲内の敵の魔法防御力を{0}ダウン","1","41","100602203","10","1","0","0"
"0","7","0","0","1","0","1","0","0","","2","0","1","","1","1","100602204","45","0","0","0"
"300","3","0","0","99","180","8","0","8","呪いの1秒当たりのダメージ量+{0}","1","0","1","{0}ダメージを与える呪い状態にする","2","3","100602205","9","0","0","0"
"-1","3","0","0","1","2","25","0","25","魔法ダメージ+{0}","1","0","1","敵単体に{0}の魔法ダメージ","1","2","100610101","1","0","0","0"
"550","3","0","0","99","1.25","15","0","15","魔法ダメージ+{0}","1","0","1","敵単体に{0}の魔法ダメージ","1","2","100610201","1","0","0","0"
"0","0","0","1","0","15","1","0","15","魔法攻撃力アップ+{0}","0","0","1","自分の魔法攻撃力を{0}アップ","0","4","100650101","90","0","0","0"
"0","0","0","1","0","15","1","0","240","魔法攻撃力アップ+{0}","0","0","1","自分の魔法攻撃力を{0}アップ","0","4","100651101","90","0","0","0"
"-1","3","0","0","1","3.6","45","0","45","物理ダメージ+{0}","1","0","1","敵単体に{0}の物理ダメージ","1","1","100700101","1","0","0","0"
"0","7","0","1","1","12","1","0","12","ＨＰ回復量+{0}","2","0","1","自分のＨＰを{0}回復","3","1","100700102","4","0","0","0"
"0","7","0","0","1","0","6","0","0","","2","0","1","一定時間無敵状態になる","1","1","100700201","21","0","0","0"
"0","7","0","12","1","0.2","1","0","0.2","物理防御力アップ+{0}","2","1","1","自分の物理防御力を{0}アップ","2","20","100700202","10","1","0","0"
"0","7","0","1","1","7.5","1","0","7.5","ＨＰ回復量+{0}","2","0","1","自分のＨＰを{0}回復","1","1","100700301","4","0","0","0"
"-1","3","0","0","1","5.2","65","0","65","物理ダメージ+{0}","1","0","1","敵単体に{0}の物理ダメージ","1","1","100701101","1","0","0","0"
"-1","3","0","18","1","1","1","0","1","物理防御力ダウン+{0}","1","1","1","敵単体の物理防御力を{0}ダウン","1","21","100701102","10","1","0","0"
"0","7","0","1","1","12","1","0","12","ＨＰ回復量+{0}","2","0","1","自分のＨＰを{0}回復","3","1","100701103","4","0","0","0"
"0","7","0","180","1","0","1","0","30.1","","2","1","1","自分の回避を{0}アップ","2","50","100701104","10","1","0","0"
"0","7","0","0","1","0","6","0","0","","2","0","1","一定時間無敵状態になる","1","1","100701201","21","0","0","0"
"0","7","0","12","1","0","1","0","30.1","","2","1","1","自分の回避を{0}アップ","2","50","100701202","10","1","0","0"
"0","7","0","12","1","1.4","1","0","1.4","物理防御力アップ+{0}","2","1","1","自分の物理防御力を{0}アップ","2","20","100701203","10","1","0","0"
"0","7","0","0","1","0","6","0","0","","2","0","1","一定時間無敵状態になる","1","1","100702201","21","0","0","0"
"0","7","0","12","1","0","1","0","30.1","","2","1","1","自分の回避を{0}アップ","2","50","100702202","10","1","0","0"
"0","7","0","12","1","1.4","1","0","1.4","物理防御力アップ+{0}","2","1","1","自分の物理防御力を{0}アップ","2","20","100702203","10","1","0","0"
"-1","3","0","0","1","0","1","0","2","","1","0","1","","1","501","100702204","28","100702206","100702205","0"
"2160","3","0","0","1","180","8","0","8","呪いの1秒当たりのダメージ量+{0}","1","0","1","敵が呪い状態でない場合、{0}ダメージを与える呪い状態にする","3","3","100702205","9","0","0","0"
"-1","3","0","0","1","0","1","0","2","","1","0","1","","1","504","100702206","28","0","100702207","0"
"2160","3","150","0","1","180","3.36","0","3.36","呪詛の初期ダメージ量+{0}","1","0","1","敵が呪い状態であり呪詛状態でない場合、毎秒ダメージが初期値{0}の150％ずつアップするダメージを与える呪詛状態にする","3","5","100702207","9","0","0","0"
"0","0","0","1","0","2","1","0","2","物理防御力アップ+{0}","0","0","1","自分の物理防御力を{0}アップ","0","3","100750101","90","0","0","0"
"0","0","0","1","0","2","1","0","32","物理防御力アップ+{0}","0","0","1","自分の物理防御力を{0}アップ","0","3","100751101","90","0","0","0"
"2160","3","0","0","99","0.405","4.5","0","4.5","魔法ダメージ+{0}","1","0","1","敵全体に{0}の魔法ダメージ","3","2","100800101","1","0","0","0"
"2160","3","0","18","99","0.345","1","0","0.345","物理防御力ダウン+{0}","1","1","1","敵全体の物理防御力を{0}ダウン","3","21","100800102","10","1","0","0"
"2160","3","0","0","1","1.2","15","1","15","魔法ダメージ+{0}","1","0","1","敵単体に{0}の魔法ダメージ","3","2","100800201","1","0","0","0"
"2160","1","0","0","1","100","8","0","0","暗闇の確定成功Ｌｖ+{0}","1","0","1","敵単体を暗闇状態にする","3","40","100800202","12","0","0","0"
"2160","12","0","0","1","0","75","0","2.5","ＴＰ回復量+{0}","2","0","1","味方単体のＴＰを{0}回復","3","1","100800301","16","0","0","0"
"2160","3","0","0","99","1.62","20.25","0","20.25","魔法ダメージ+{0}","1","0","1","敵全体に{0}の低い側の防御力で防御する魔法ダメージ","3","2","100801101","1","1","0","0"
"2160","3","0","18","99","0.7","1","0","0.7","物理防御力ダウン+{0}","1","1","1","敵全体の物理防御力を{0}ダウン","3","21","100801102","10","1","0","0"
"2160","3","0","0","99","100","4","0","0","誘惑の確定成功Ｌｖ+{0}","1","0","1","敵全体を誘惑する","3","0","100801103","11","0","0","0"
"2160","3","0","0","1","1.2","15","1","15","魔法ダメージ+{0}","1","0","1","敵単体に{0}の魔法ダメージ","3","2","100801201","1","0","0","0"
"2160","3","0","0","1","100","8","1","0","暗闇の確定成功Ｌｖ+{0}","1","0","1","敵単体を暗闇状態にする","3","40","100801202","12","0","0","0"
"2160","3","0","0","1","100","8","1","0","誘惑の確定成功Ｌｖ+{0}","1","0","1","敵単体を誘惑する","3","0","100801203","11","0","0","0"
