d9fcb96c0b353e9f37693260e84a5d3bb26926d474582d61c87b24820c9828cd,942ad116343e9e9dbde9f23c3a62e012382b7c93519cb0abe790e9aac92f6087,3b27241b382efa041842716d92299dd4ecaac40124d7a2df84ce3da322749f45,150cc8b86e3c1393eccc1b52c48e581f03fbb24de88d118cfcd609eae1706e9a,ccd8b4ebc311ef3794808703e821cf5cf30f69366f4d2ccab500c83958ea1a28,68937c239cf65bc885850b93f7b941d63e85571fc311b3f7ebd20af0c1802e34,a1b9b1d48d049cf5bd2461bf4ba4b84b9b8ad0cc1060c3777b27e695e2ebf5e3,6611de7f8afcd9faab4df237f6a99d64c8da26ba9e321878a2ccae24f3462cc0,31a1c9100d4aacea3dd42e5d60b152e75a69f4b11f777f4ea199fa3fac998115
"10","212","0.75","1","1","0","320050209","-10","0"
"-25","213","1","1","1","0","320050210","20","0"
"40","214","0.7","1","2","0","320050306","-74","502005301"
"67","215","1","2","3","0","320050306","13","502005303"
"11","216","0.65","3","1","0","320050306","43.5","0"
"50","217","0.7","1","2","0","320050307","59","502005306"
"62","218","0.9","2","3","0","320050307","30","502005308"
"13","219","0.65","3","1","0","320050307","-49","0"
"10","220","0.75","1","1","0","320050308","5","0"
"10","221","0.75","1","1","0","320050309","-10","0"
"-25","222","1","1","1","0","320050310","20","0"
"40","223","0.7","1","2","0","320050406","-74","502005401"
"67","224","1","2","3","0","320050406","13","502005403"
"11","225","0.65","3","1","0","320050406","43.5","0"
"50","226","0.7","1","2","0","320050407","59","502005406"
"62","227","0.9","2","3","0","320050407","30","502005408"
"13","228","0.65","3","1","0","320050407","-49","0"
"10","229","0.75","1","1","0","320050408","5","0"
"10","230","0.75","1","1","0","320050409","-10","0"
"-25","231","1","1","1","0","320050410","20","0"
"40","232","0.7","1","2","0","320050506","-74","502005501"
"67","233","1","2","3","0","320050506","13","502005503"
"11","234","0.65","3","1","0","320050506","43.5","0"
"50","235","0.7","1","2","0","320050507","59","502005506"
"62","236","0.9","2","3","0","320050507","30","502005508"
"13","237","0.65","3","1","0","320050507","-49","0"
"10","238","0.75","1","1","0","320050508","5","0"
"10","239","0.75","1","1","0","320050509","-10","0"
"-25","240","1","1","1","0","320050510","20","0"
"40","241","0.7","1","2","0","320060106","-74","502006101"
"67","242","0.7","2","3","0","320060106","13","502006103"
"11","243","0.65","3","1","0","320060106","43.5","0"
"50","244","0.7","1","2","0","320060107","59","502006106"
"62","245","0.9","2","3","0","320060107","30","502006108"
"13","246","0.65","3","1","0","320060107","-49","0"
"10","247","1","1","1","0","320060108","5","0"
"10","248","1.2","1","1","0","320060109","-10","0"
"-25","249","1","1","1","0","320060110","20","0"
"40","250","0.7","1","2","0","320060206","-74","502006201"
"67","251","0.7","2","3","0","320060206","13","502006203"
"11","252","0.65","3","1","0","320060206","43.5","0"
"50","253","0.7","1","2","0","320060207","59","502006206"
"62","254","0.9","2","3","0","320060207","30","502006208"
"13","255","0.65","3","1","0","320060207","-49","0"
"10","256","1","1","1","0","320060208","5","0"
"10","257","1.2","1","1","0","320060209","-10","0"
"-25","258","1","1","1","0","320060210","20","0"
"40","259","0.7","1","2","0","320060306","-74","502006301"
"67","260","0.7","2","3","0","320060306","13","502006303"
"11","261","0.65","3","1","0","320060306","43.5","0"
"50","262","0.7","1","2","0","320060307","59","502006306"
"62","263","0.9","2","3","0","320060307","30","502006308"
"13","264","0.65","3","1","0","320060307","-49","0"
"10","265","1","1","1","0","320060308","5","0"
"10","266","1.2","1","1","0","320060309","-10","0"
"-25","267","1","1","1","0","320060310","20","0"
"40","268","0.7","1","2","0","320060406","-74","502006401"
"67","269","0.7","2","3","0","320060406","13","502006403"
"11","270","0.65","3","1","0","320060406","43.5","0"
"50","271","0.7","1","2","0","320060407","59","502006406"
"62","272","0.9","2","3","0","320060407","30","502006408"
"13","273","0.65","3","1","0","320060407","-49","0"
"10","274","1","1","1","0","320060408","5","0"
"10","275","1.2","1","1","0","320060409","-10","0"
"-25","276","1","1","1","0","320060410","20","0"
"40","277","0.7","1","2","0","320060506","-74","502006501"
"67","278","0.7","2","3","0","320060506","13","502006503"
"11","279","0.65","3","1","0","320060506","43.5","0"
"50","280","0.7","1","2","0","320060507","59","502006506"
"62","281","0.9","2","3","0","320060507","30","502006508"
"13","282","0.65","3","1","0","320060507","-49","0"
"10","283","1","1","1","0","320060508","5","0"
"10","284","1.2","1","1","0","320060509","-10","0"
"-25","285","1","1","1","0","320060510","20","0"
"40","286","0.7","1","2","0","320070106","-74","502007101"
"67","287","0.7","2","3","0","320070106","43","502007103"
"11","288","0.65","3","1","0","320070106","43.5","0"
"50","289","0.7","1","2","0","320070107","59","502007106"
"62","290","0.9","2","3","0","320070107","30","502007108"
"13","291","0.65","3","1","0","320070107","-49","0"
"20","292","0.9","1","1","0","320070108","5","0"
"20","293","0.9","1","1","0","320070109","0","0"
"-20","294","1","1","1","0","320070110","-20","0"
"40","295","0.7","1","2","0","320070206","-74","502007201"
"67","296","0.7","2","3","0","320070206","43","502007203"
"11","297","0.65","3","1","0","320070206","43.5","0"
"50","298","0.7","1","2","0","320070207","59","502007206"
"62","299","0.9","2","3","0","320070207","30","502007208"
"13","300","0.65","3","1","0","320070207","-49","0"
"20","301","0.9","1","1","0","320070208","5","0"
"20","302","0.9","1","1","0","320070209","0","0"
"-20","303","1","1","1","0","320070210","-20","0"
"40","304","0.7","1","2","0","320070306","-74","502007301"
"67","305","0.7","2","3","0","320070306","43","502007303"
"11","306","0.65","3","1","0","320070306","43.5","0"
"50","307","0.7","1","2","0","320070307","59","502007306"
"62","308","0.9","2","3","0","320070307","30","502007308"
"13","309","0.65","3","1","0","320070307","-49","0"
"20","310","0.9","1","1","0","320070308","5","0"
"20","311","0.9","1","1","0","320070309","0","0"
"-20","312","1","1","1","0","320070310","-20","0"
"40","313","0.7","1","2","0","320070406","-74","502007401"
"67","314","0.7","2","3","0","320070406","43","502007403"
"11","315","0.65","3","1","0","320070406","43.5","0"
"50","316","0.7","1","2","0","320070407","59","502007406"
"62","317","0.9","2","3","0","320070407","30","502007408"
"13","318","0.65","3","1","0","320070407","-49","0"
"20","319","0.9","1","1","0","320070408","5","0"
"20","320","0.9","1","1","0","320070409","0","0"
"-20","321","1","1","1","0","320070410","-20","0"
"40","322","0.7","1","2","0","320070506","-74","502007501"
"67","323","0.7","2","3","0","320070506","43","502007503"
"11","324","0.65","3","1","0","320070506","43.5","0"
"50","325","0.7","1","2","0","320070507","59","502007506"
"62","326","0.9","2","3","0","320070507","30","502007508"
"13","327","0.65","3","1","0","320070507","-49","0"
"20","328","0.9","1","1","0","320070508","5","0"
"20","329","0.9","1","1","0","320070509","0","0"
"-20","330","1","1","1","0","320070510","-20","0"
"40","331","0.7","1","2","0","320080106","-74","502008101"
"67","332","0.9","2","3","0","320080106","43","502008103"
"11","333","0.65","3","1","0","320080106","43.5","0"
"50","334","0.7","1","2","0","320080107","59","502008106"
"62","335","0.9","2","3","0","320080107","30","502008108"
"13","336","0.65","3","1","0","320080107","-49","0"
"20","337","0.8","1","1","0","320080108","5","0"
"20","338","1.1","1","1","0","320080109","0","0"
"-20","339","1","1","1","0","320080110","-20","0"
"40","340","0.7","1","2","0","320080206","-74","502008201"
"67","341","0.9","2","3","0","320080206","43","502008203"
"11","342","0.65","3","1","0","320080206","43.5","0"
"50","343","0.7","1","2","0","320080207","59","502008206"
"62","344","0.9","2","3","0","320080207","30","502008208"
"13","345","0.65","3","1","0","320080207","-49","0"
"20","346","0.8","1","1","0","320080208","5","0"
"20","347","1.1","1","1","0","320080209","0","0"
"-20","348","1","1","1","0","320080210","-20","0"
"40","349","0.7","1","2","0","320080306","-74","502008301"
"67","350","0.9","2","3","0","320080306","43","502008303"
"11","351","0.65","3","1","0","320080306","43.5","0"
"50","352","0.7","1","2","0","320080307","59","502008306"
"62","353","0.9","2","3","0","320080307","30","502008308"
"13","354","0.65","3","1","0","320080307","-49","0"
"20","355","0.8","1","1","0","320080308","5","0"
"20","356","1.1","1","1","0","320080309","0","0"
"-20","357","1","1","1","0","320080310","-20","0"
"40","358","0.7","1","2","0","320080406","-74","502008401"
"67","359","0.9","2","3","0","320080406","43","502008403"
"11","360","0.65","3","1","0","320080406","43.5","0"
"50","361","0.7","1","2","0","320080407","59","502008406"
"62","362","0.9","2","3","0","320080407","30","502008408"
"13","363","0.65","3","1","0","320080407","-49","0"
"20","364","0.8","1","1","0","320080408","5","0"
"20","365","1.1","1","1","0","320080409","0","0"
"-20","366","1","1","1","0","320080410","-20","0"
"40","367","0.7","1","2","0","320080506","-74","502008501"
"67","368","0.9","2","3","0","320080506","43","502008503"
"11","369","0.65","3","1","0","320080506","43.5","0"
"50","370","0.7","1","2","0","320080507","59","502008506"
"62","371","0.9","2","3","0","320080507","30","502008508"
"13","372","0.65","3","1","0","320080507","-49","0"
"20","373","0.8","1","1","0","320080508","5","0"
"20","374","1.1","1","1","0","320080509","0","0"
"-20","375","1","1","1","0","320080510","-20","0"
"40","376","0.7","1","2","0","320090106","-74","502009101"
"67","377","1","2","3","0","320090106","13","502009103"
"11","378","0.65","3","1","0","320090106","43.5","0"
"50","379","0.7","1","2","0","320090107","-68","502009106"
"62","380","0.9","2","3","0","320090107","30","502009108"
"13","381","0.65","3","1","0","320090107","29","0"
"10","382","0.75","1","1","0","320090108","5","0"
"10","383","1","1","1","0","320090109","0","0"
"-20","384","1","1","1","0","320090110","-20","0"
"40","385","0.7","1","2","0","320090206","-74","502009201"
"67","386","1","2","3","0","320090206","13","502009203"
"11","387","0.65","3","1","0","320090206","43.5","0"
"50","388","0.7","1","2","0","320090207","-68","502009206"
"62","389","0.9","2","3","0","320090207","30","502009208"
"13","390","0.65","3","1","0","320090207","29","0"
"10","391","0.75","1","1","0","320090208","5","0"
"10","392","1","1","1","0","320090209","0","0"
"-20","393","1","1","1","0","320090210","-20","0"
"40","394","0.7","1","2","0","320090306","-74","502009301"
"67","395","1","2","3","0","320090306","13","502009303"
"11","396","0.65","3","1","0","320090306","43.5","0"
"50","397","0.7","1","2","0","320090307","-68","502009306"
"62","398","0.9","2","3","0","320090307","30","502009308"
"13","399","0.65","3","1","0","320090307","29","0"
"10","400","0.75","1","1","0","320090308","5","0"
"10","401","1","1","1","0","320090309","0","0"
"-20","402","1","1","1","0","320090310","-20","0"
"40","403","0.7","1","2","0","320090406","-74","502009401"
"67","404","1","2","3","0","320090406","13","502009403"
"11","405","0.65","3","1","0","320090406","43.5","0"
"50","406","0.7","1","2","0","320090407","-68","502009406"
"62","407","0.9","2","3","0","320090407","30","502009408"
"13","408","0.65","3","1","0","320090407","29","0"
"10","409","0.75","1","1","0","320090408","5","0"
"10","410","1","1","1","0","320090409","0","0"
"-20","411","1","1","1","0","320090410","-20","0"
"40","412","0.7","1","2","0","320090506","-74","502009501"
"67","413","1","2","3","0","320090506","13","502009503"
"11","414","0.65","3","1","0","320090506","43.5","0"
"50","415","0.7","1","2","0","320090507","-68","502009506"
"62","416","0.9","2","3","0","320090507","30","502009508"
"13","417","0.65","3","1","0","320090507","29","0"
"10","418","0.75","1","1","0","320090508","5","0"
"10","419","1","1","1","0","320090509","0","0"
"-20","420","1","1","1","0","320090510","-20","0"
"40","421","0.7","1","2","0","320100106","-74","502010101"
"67","422","1","2","3","0","320100106","13","502010103"
"11","423","0.65","3","1","0","320100106","43.5","0"
"50","424","0.7","1","2","0","320100107","-68","502010106"
"62","425","0.9","2","3","0","320100107","30","502010108"
"13","426","0.65","3","1","0","320100107","29","0"
"60","427","0.9","1","1","0","320100108","40","0"
"10","428","1","1","1","0","320100109","0","0"
"-35","429","1","1","1","0","320100110","-20","0"
"40","430","0.7","1","2","0","320100206","-74","502010201"
"67","431","1","2","3","0","320100206","13","502010203"
"11","432","0.65","3","1","0","320100206","43.5","0"
"50","433","0.7","1","2","0","320100207","-68","502010206"
"62","434","0.9","2","3","0","320100207","30","502010208"
"13","435","0.65","3","1","0","320100207","29","0"
"60","436","0.9","1","1","0","320100208","40","0"
"10","437","1","1","1","0","320100209","0","0"
"-35","438","1","1","1","0","320100210","-20","0"
"40","439","0.7","1","2","0","320100306","-74","502010301"
"67","440","1","2","3","0","320100306","13","502010303"
"11","441","0.65","3","1","0","320100306","43.5","0"
"50","442","0.7","1","2","0","320100307","-68","502010306"
"62","443","0.9","2","3","0","320100307","30","502010308"
"13","444","0.65","3","1","0","320100307","29","0"
"60","445","0.9","1","1","0","320100308","40","0"
"10","446","1","1","1","0","320100309","0","0"
"-35","447","1","1","1","0","320100310","-20","0"
"40","448","0.7","1","2","0","320100406","-74","502010401"
"67","449","1","2","3","0","320100406","13","502010403"
"11","450","0.65","3","1","0","320100406","43.5","0"
"50","451","0.7","1","2","0","320100407","-68","502010406"
"62","452","0.9","2","3","0","320100407","30","502010408"
"13","453","0.65","3","1","0","320100407","29","0"
"60","454","0.9","1","1","0","320100408","40","0"
"10","455","1","1","1","0","320100409","0","0"
"-35","456","1","1","1","0","320100410","-20","0"
"40","457","0.7","1","2","0","320100506","-74","502010501"
"67","458","1","2","3","0","320100506","13","502010503"
"11","459","0.65","3","1","0","320100506","43.5","0"
"50","460","0.7","1","2","0","320100507","-68","502010506"
"62","461","0.9","2","3","0","320100507","30","502010508"
"13","462","0.65","3","1","0","320100507","29","0"
"60","463","0.9","1","1","0","320100508","40","0"
"10","464","1","1","1","0","320100509","0","0"
"-35","465","1","1","1","0","320100510","-20","0"
"40","466","0.7","1","2","0","320110106","-74","502011101"
"67","467","1","2","3","0","320110106","13","502011103"
"11","468","0.65","3","1","0","320110106","43.5","0"
"50","469","0.7","1","2","0","320110107","-98","502011106"
"72","470","1.1","2","3","0","320110107","0","502011108"
"13","471","0.65","3","1","0","320110107","49","0"
"30","472","0.75","1","1","0","320110108","-40","0"
"50","473","1.2","1","1","0","320110109","20","0"
"-35","474","1.1","1","1","0","320110110","-20","0"
"40","475","0.7","1","2","0","320110206","-74","502011201"
"67","476","1","2","3","0","320110206","13","502011203"
"11","477","0.65","3","1","0","320110206","43.5","0"
"50","478","0.7","1","2","0","320110207","-98","502011206"
"72","479","1.1","2","3","0","320110207","0","502011208"
"13","480","0.65","3","1","0","320110207","49","0"
"30","481","0.75","1","1","0","320110208","-40","0"
"50","482","1.2","1","1","0","320110209","20","0"
"-35","483","1.1","1","1","0","320110210","-20","0"
"40","484","0.7","1","2","0","320110306","-74","502011301"
"67","485","1","2","3","0","320110306","13","502011303"
"11","486","0.65","3","1","0","320110306","43.5","0"
"50","487","0.7","1","2","0","320110307","-98","502011306"
"72","488","1.1","2","3","0","320110307","0","502011308"
"13","489","0.65","3","1","0","320110307","49","0"
"30","490","0.75","1","1","0","320110308","-40","0"
"50","491","1.2","1","1","0","320110309","20","0"
"-35","492","1.1","1","1","0","320110310","-20","0"
"40","493","0.7","1","2","0","320110406","-74","502011401"
"67","494","1","2","3","0","320110406","13","502011403"
"11","495","0.65","3","1","0","320110406","43.5","0"
"50","496","0.7","1","2","0","320110407","-98","502011406"
"72","497","1.1","2","3","0","320110407","0","502011408"
"13","498","0.65","3","1","0","320110407","49","0"
"30","499","0.75","1","1","0","320110408","-40","0"
"50","500","1.2","1","1","0","320110409","20","0"
"-35","501","1.1","1","1","0","320110410","-20","0"
"40","502","0.7","1","2","0","320110506","-74","502011501"
"67","503","1","2","3","0","320110506","13","502011503"
"11","504","0.65","3","1","0","320110506","43.5","0"
"50","505","0.7","1","2","0","320110507","-98","502011506"
"72","506","1.1","2","3","0","320110507","0","502011508"
"13","507","0.65","3","1","0","320110507","49","0"
"30","508","0.75","1","1","0","320110508","-40","0"
"50","509","1.2","1","1","0","320110509","20","0"
"-35","510","1.1","1","1","0","320110510","-20","0"
