90cec81f948ad38f73411f16d0b49ad667e74f9b71b56125e1f371fdf7cea602,0cbe89560d8215c4c957eee4ccc7e5d694f01a3354794da6012e0926e5013290,eca2d8e795a39e64cb502cf5e196f0a811abc8aae288f0f3876409ecd60a7c94,f2dcfc469c1738814308d1a3bd8ce46b2ff12cf7079ed991900fa135b483fbf9,00df3a288d0d7e31a02c45fe644933456a987697f5edd8078859baad04ee3cf5,6fd2790184afe84d6be9443b74975b2de65c2260e6051485623a37d9285e5e2e,75e7872d40779ddec76e0ae070c17a258c13f7ecbf0ce448fa4a8b6b141e8823,42bd94a3f4dae59de93d3713cb14f3e195f14d7fbfed22042375b517f3ccf4a0,8feb3ffb333e47c0347495ff898948f98fbcf0d962dea06da2dcce86e8e2ff7a,d85c09a07597d267aaf3b6bcf942515b3de6180e9ccc195d9fcd8fa5c7546a53,c8e57bdc4e8af0018cad50fea2897f7a722396edde7995f0acb8f81455123d1d,56fe0ce881bf15a28fc4a7d63a7f3458c3133d13cd5e2795ac01a32e37f78d9f
"280","0","0","1","1005801","11","1.817","100580147","52","0","47","0"
"0","0","1","4","1005801","0","0","100580148","0","0","48","3.312"
"372","0","0","1","1005801","11","0.666","100580149","280","0","49","0"
"0","0","1","4","1005801","0","0","100580150","0","0","50","1.17"
"217","0","0","1","1005801","12","1.616","100580151","0","0","51","0"
"0","0","1","4","1005801","0","0","100580152","0","0","52","4.15"
"0","vo_ske","0","2","1005801","0","0","100580153","0","vo_ske_0108","53","0"
"142","0","0","1","1005801","13","1.198","100580154","0","0","54","0"
"0","0","1","4","1005801","0","0","100580155","0","0","55","2.442"
"267","0","0","1","1005801","14","1.934","100580156","0","0","56","0"
"0","0","1","4","1005801","0","0","100580157","0","0","57","4.434"
"0","0","1","4","1005802","0","0","100580201","0","0","1","0.8"
"0","vo_ske","0","2","1005802","0","0","100580202","0","vo_ske_0201","2","0"
"130","0","0","1","1005802","1","1.122","100580203","0","0","3","0"
"0","0","1","4","1005802","0","0","100580204","0","0","4","1.689"
"327","0","0","1","1005802","1","1.13","100580205","130","0","5","0"
"0","0","1","4","1005802","0","0","100580206","0","0","6","2.883"
"0","vo_ske","0","2","1005802","0","0","100580207","0","vo_ske_0202","7","0"
"119","0","0","1","1005802","2","1.057","100580208","0","0","8","0"
"0","0","1","4","1005802","0","0","100580209","0","0","9","1.962"
"266","0","0","1","1005802","2","1.166","100580210","119","0","10","0"
"0","0","1","4","1005802","0","0","100580211","0","0","11","1.747"
"389","0","0","1","1005802","2","1.216","100580212","266","0","12","0"
"0","0","1","4","1005802","0","0","100580213","0","0","13","1.216"
"272","0","0","1","1005802","3","1.868","100580214","0","0","14","0"
"0","0","1","4","1005802","0","0","100580215","0","0","15","3.78"
"0","vo_ske","0","2","1005802","0","0","100580216","0","vo_ske_0203","16","0"
"90","0","0","1","1005802","4","0.655","100580217","0","0","17","0"
"0","0","1","4","1005802","0","0","100580218","0","0","18","1.632"
"270","0","0","1","1005802","4","1.586","100580219","90","0","19","0"
"0","0","1","4","1005802","0","0","100580220","0","0","20","2.357"
"336","0","0","1","1005802","4","0.386","100580221","270","0","21","0"
"0","0","1","4","1005802","0","0","100580222","0","0","22","0.386"
"110","0","0","1","1005802","5","0.872","100580223","0","0","23","0"
"0","0","1","4","1005802","0","0","100580224","0","0","24","3.189"
"0","vo_ske","0","2","1005802","0","0","100580225","0","vo_ske_0204","25","0"
"241","0","0","1","1005802","5","1.065","100580226","110","0","26","0"
"0","0","1","4","1005802","0","0","100580227","0","0","27","1.882"
"359","0","0","1","1005802","5","0.888","100580228","241","0","28","0"
"0","0","1","4","1005802","0","0","100580229","0","0","29","0.888"
"66","0","0","1","1005802","6","0.607","100580230","0","0","30","0"
"0","0","1","4","1005802","0","0","100580231","0","0","31","1.21"
"158","0","0","1","1005802","6","0.933","100580232","66","0","32","0"
"0","0","1","4","1005802","0","0","100580233","0","0","33","2.332"
"360","0","0","1","1005802","6","1.649","100580234","158","0","34","0"
"0","0","1","4","1005802","0","0","100580235","0","0","35","4.223"
"0","vo_ske","0","2","1005802","0","0","100580236","0","vo_ske_0205","36","0"
"102","0","0","1","1005802","7","0.349","100580237","0","0","37","0"
"0","0","1","4","1005802","0","0","100580238","0","0","38","1.46"
"285","0","0","1","1005802","7","1.532","100580239","102","0","39","0"
"0","0","1","4","1005802","0","0","100580240","0","0","40","2.11"
"336","0","0","1","1005802","7","0.341","100580241","285","0","41","0"
"0","0","1","4","1005802","0","0","100580242","0","0","42","0.341"
"176","0","0","1","1005802","8","1.202","100580243","0","0","43","0"
"0","0","1","4","1005802","0","0","100580244","0","0","44","3.101"
"0","vo_ske","0","2","1005802","0","0","100580245","0","vo_ske_0206","45","0"
"85","0","0","1","1005802","9","0.706","100580246","0","0","46","0"
"0","0","1","4","1005802","0","0","100580247","0","0","47","1.796"
"331","0","0","1","1005802","9","1.854","100580248","85","0","48","0"
"0","0","1","4","1005802","0","0","100580249","0","0","49","2.709"
"139","0","0","1","1005802","10","1.202","100580250","0","0","50","0"
"0","0","1","4","1005802","0","0","100580251","0","0","51","3.52"
"0","vo_ske","0","2","1005802","0","0","100580252","0","vo_ske_0207","52","0"
"228","0","0","1","1005802","10","0.754","100580253","139","0","53","0"
"0","0","1","4","1005802","0","0","100580254","0","0","54","1.291"
"293","0","0","1","1005802","10","0.505","100580255","228","0","55","0"
"0","0","1","4","1005802","0","0","100580256","0","0","56","2.624"
"0","vo_ske","0","2","1005802","0","0","100580257","0","vo_ske_0208","57","0"
"130","0","0","1","1005802","11","1.061","100580258","0","0","58","0"
"0","0","1","4","1005802","0","0","100580259","0","0","59","1.6"
"310","0","0","1","1005802","11","1.645","100580260","130","0","60","0"
"0","0","1","4","1005802","0","0","100580261","0","0","61","2.3"
"240","0","0","1","1005802","12","1.616","100580262","0","0","62","0"
"0","0","1","4","1005802","0","0","100580263","0","0","63","3.913"
"0","vo_ske","0","2","1005802","0","0","100580264","0","vo_ske_0209","64","0"
"128","0","0","1","1005802","13","1.258","100580265","0","0","65","0"
"0","0","1","4","1005802","0","0","100580266","0","0","66","3.579"
"0","vo_ske","0","2","1005802","0","0","100580267","0","vo_ske_0210","67","0"
"250","0","0","1","1005802","14","1.496","100580268","0","0","68","0"
"0","0","1","4","1005802","0","0","100580269","0","0","69","3.996"
"0","0","1","4","1005803","0","0","100580301","0","0","1","0.8"
"0","vo_ske","0","2","1005803","0","0","100580302","0","vo_ske_0301","2","0"
"200","0","0","1","1005803","1","1.797","100580303","0","0","3","0"
"0","0","1","4","1005803","0","0","100580304","0","0","4","2.514"
"304","0","0","1","1005803","1","0.612","100580305","200","0","5","0"
"0","0","1","4","1005803","0","0","100580306","0","0","6","0.612"
"56","0","0","1","1005803","2","0.464","100580307","0","0","7","0"
"0","0","1","4","1005803","0","0","100580308","0","0","8","0.889"
"179","0","0","1","1005803","2","1.164","100580309","56","0","9","0"
"0","0","1","4","1005803","0","0","100580310","0","0","10","2.59"
"0","vo_ske","0","2","1005803","0","0","100580311","0","vo_ske_0302","11","0"
"316","0","0","1","1005803","2","1.185","100580312","179","0","12","0"
"0","0","1","4","1005803","0","0","100580313","0","0","13","1.185"
"137","0","0","1","1005803","3","0.952","100580314","0","0","14","0"
"0","0","1","4","1005803","0","0","100580315","0","0","15","1.747"
"219","0","0","1","1005803","3","0.961","100580316","137","0","16","0"
"0","0","1","4","1005803","0","0","100580317","0","0","17","2.398"
"0","vo_ske","0","2","1005803","0","0","100580318","0","vo_ske_0303","18","0"
"188","0","0","1","1005803","4","1.401","100580319","0","0","19","0"
"0","0","1","4","1005803","0","0","100580320","0","0","20","1.935"
"356","0","0","1","1005803","4","1.288","100580321","188","0","21","0"
"0","0","1","4","1005803","0","0","100580322","0","0","22","2.418"
"0","vo_ske","0","2","1005803","0","0","100580323","0","vo_ske_0304","23","0"
"55","0","0","1","1005803","5","0.619","100580324","0","0","24","0"
"0","0","1","4","1005803","0","0","100580325","0","0","25","1.407"
"333","0","0","1","1005803","5","2.1","100580326","55","0","26","0"
"0","0","1","4","1005803","0","0","100580327","0","0","27","4.561"
"0","vo_ske","0","2","1005803","0","0","100580328","0","vo_ske_0305","28","0"
"280","0","0","1","1005803","6","2.309","100580329","0","0","29","0"
"0","0","1","4","1005803","0","0","100580330","0","0","30","3.378"
"79","0","0","1","1005803","7","0.664","100580331","0","0","31","0"
"0","0","1","4","1005803","0","0","100580332","0","0","32","1.555"
"328","0","0","1","1005803","7","1.706","100580333","79","0","33","0"
"0","0","1","4","1005803","0","0","100580334","0","0","34","4.399"
"0","vo_ske","0","2","1005803","0","0","100580335","0","vo_ske_0306","35","0"
"212","0","0","1","1005803","8","2.137","100580336","0","0","36","0"
"0","0","1","4","1005803","0","0","100580337","0","0","37","3.014"
"340","0","0","1","1005803","8","0.788","100580338","212","0","38","0"
"0","0","1","4","1005803","0","0","100580339","0","0","39","2.288"
"0","vo_ske","0","2","1005803","0","0","100580340","0","vo_ske_0307","40","0"
"267","0","0","1","1005803","9","2.054","100580341","0","0","41","0"
"0","0","1","4","1005803","0","0","100580342","0","0","42","2.931"
"358","0","0","1","1005803","9","0.801","100580343","267","0","43","0"
"0","0","1","4","1005803","0","0","100580344","0","0","44","1.48"
"347","0","0","1","1005803","10","2.75","100580345","0","0","45","0"
"0","0","1","4","1005803","0","0","100580346","0","0","46","5.052"
"0","vo_ske","0","2","1005803","0","0","100580347","0","vo_ske_0308","47","0"
"71","0","0","1","1005803","11","0.527","100580348","0","0","48","0"
"0","0","1","4","1005803","0","0","100580349","0","0","49","1.38"
"247","0","0","1","1005803","11","1.473","100580350","71","0","50","0"
"0","0","1","4","1005803","0","0","100580351","0","0","51","1.759"
"354","0","0","1","1005803","11","0.68","100580352","247","0","52","0"
"0","0","1","4","1005803","0","0","100580353","0","0","53","1.838"
"0","vo_ske","0","2","1005803","0","0","100580354","0","vo_ske_0309","54","0"
"63","0","0","1","1005803","12","0.477","100580355","0","0","55","0"
"0","0","1","4","1005803","0","0","100580356","0","0","56","1.108"
"323","0","0","1","1005803","12","2.144","100580357","63","0","57","0"
"0","0","1","4","1005803","0","0","100580358","0","0","58","3.802"
"0","vo_ske","0","2","1005803","0","0","100580359","0","vo_ske_0310","59","0"
"113","0","0","1","1005803","13","1.251","100580360","0","0","60","0"
"0","0","1","4","1005803","0","0","100580361","0","0","61","2.672"
"197","0","0","1","1005803","13","0.65","100580362","113","0","62","0"
"0","0","1","4","1005803","0","0","100580363","0","0","63","1.349"
"290","0","0","1","1005803","13","0.589","100580364","197","0","64","0"
"0","0","1","4","1005803","0","0","100580365","0","0","65","3.089"
"0","0","1","4","1005804","0","0","100580401","0","0","1","0.8"
"0","vo_ske","0","2","1005804","0","0","100580402","0","vo_ske_0401","2","0"
"186","0","0","1","1005804","1","1.769","100580403","0","0","3","0"
"0","0","1","4","1005804","0","0","100580404","0","0","4","3.723"
"0","vo_ske","0","2","1005804","0","0","100580405","0","vo_ske_0402","5","0"
"70","0","0","1","1005804","2","0.818","100580406","0","0","6","0"
"0","0","1","4","1005804","0","0","100580407","0","0","7","1.553"
"289","0","0","1","1005804","2","1.87","100580408","70","0","8","0"
"0","0","1","4","1005804","0","0","100580409","0","0","9","2.537"
"347","0","0","1","1005804","2","0.487","100580410","289","0","10","0"
"0","0","1","4","1005804","0","0","100580411","0","0","11","0.487"
"101","0","0","1","1005804","3","0.822","100580412","0","0","12","0"
"0","0","1","4","1005804","0","0","100580413","0","0","13","2.459"
"268","0","0","1","1005804","3","1.696","100580414","101","0","14","0"
"0","0","1","4","1005804","0","0","100580415","0","0","15","2.551"
"356","0","0","1","1005804","3","0.688","100580416","268","0","16","0"
"0","0","1","4","1005804","0","0","100580417","0","0","17","1.121"
"221","0","0","1","1005804","4","1.807","100580418","0","0","18","0"
"0","0","1","4","1005804","0","0","100580419","0","0","19","4.87"
"0","vo_ske","0","2","1005804","0","0","100580420","0","vo_ske_0403","20","0"
"101","0","0","1","1005804","5","0.78","100580421","0","0","21","0"
"0","0","1","4","1005804","0","0","100580422","0","0","22","2.288"
"324","0","0","1","1005804","5","1.497","100580423","101","0","23","0"
"0","0","1","4","1005804","0","0","100580424","0","0","24","3.177"
"0","vo_ske","0","2","1005804","0","0","100580425","0","vo_ske_0404","25","0"
"102","0","0","1","1005804","6","0.729","100580426","0","0","26","0"
"0","0","1","4","1005804","0","0","100580427","0","0","27","1.799"
"177","0","0","1","1005804","6","0.823","100580428","102","0","28","0"
"0","0","1","4","1005804","0","0","100580429","0","0","29","1.447"
"275","0","0","1","1005804","6","0.982","100580430","177","0","30","0"
"0","0","1","4","1005804","0","0","100580431","0","0","31","1.587"
"325","0","0","1","1005804","6","0.639","100580432","275","0","32","0"
"0","0","1","4","1005804","0","0","100580433","0","0","33","0.639"
"266","0","0","1","1005804","7","1.712","100580434","0","0","34","0"
"0","0","1","4","1005804","0","0","100580435","0","0","35","3.735"
"0","vo_ske","0","2","1005804","0","0","100580436","0","vo_ske_0405","36","0"
"58","0","0","1","1005804","8","0.793","100580437","0","0","37","0"
"0","0","1","4","1005804","0","0","100580438","0","0","38","2.073"
"80","0","0","1","1005804","8","0.405","100580439","58","0","39","0"
"0","0","1","4","1005804","0","0","100580440","0","0","40","1.081"
"228","0","0","1","1005804","8","0.962","100580441","80","0","41","0"
"0","0","1","4","1005804","0","0","100580442","0","0","42","3.994"
"0","vo_ske","0","2","1005804","0","0","100580443","0","vo_ske_0406","43","0"
"117","0","0","1","1005804","9","0.869","100580444","0","0","44","0"
"0","0","1","4","1005804","0","0","100580445","0","0","45","2.298"
"0","vo_ske","0","2","1005804","0","0","100580446","0","vo_ske_0407","46","0"
"242","0","0","1","1005804","9","1.07","100580447","117","0","47","0"
"0","0","1","4","1005804","0","0","100580448","0","0","48","2.401"
"0","vo_ske","0","2","1005804","0","0","100580449","0","vo_ske_0408","49","0"
"368","0","0","1","1005804","9","0.939","100580450","242","0","50","0"
"0","0","1","4","1005804","0","0","100580451","0","0","51","0.939"
"124","0","0","1","1005804","10","0.816","100580452","0","0","52","0"
"0","0","1","4","1005804","0","0","100580453","0","0","53","2.428"
"0","vo_ske","0","2","1005804","0","0","100580454","0","vo_ske_0409","54","0"
"172","0","0","1","1005804","10","0.626","100580455","124","0","55","0"
"0","0","1","4","1005804","0","0","100580456","0","0","56","1.776"
"360","0","0","1","1005804","10","1.439","100580457","172","0","57","0"
"0","0","1","4","1005804","0","0","100580458","0","0","58","1.439"
"71","0","0","1","1005804","11","0.447","100580459","0","0","59","0"
"0","0","1","4","1005804","0","0","100580460","0","0","60","2.012"
"0","vo_ske","0","2","1005804","0","0","100580461","0","vo_ske_0410","61","0"
"130","0","0","1","1005804","11","0.504","100580462","71","0","62","0"
"0","0","1","4","1005804","0","0","100580463","0","0","63","1.659"
"235","0","0","1","1005804","11","0.488","100580464","130","0","64","0"
"0","0","1","4","1005804","0","0","100580465","0","0","65","3.099"
"0","vo_ske","0","2","1005804","0","0","100580466","0","vo_ske_0411","66","0"
"89","0","0","1","1005804","12","0.743","100580467","0","0","67","0"
"0","0","1","4","1005804","0","0","100580468","0","0","68","1.683"
"319","0","0","1","1005804","12","2.16","100580469","89","0","69","0"
"0","0","1","4","1005804","0","0","100580470","0","0","70","3.689"
"220","0","0","1","1005804","13","1.846","100580471","0","0","71","0"
"0","0","1","4","1005804","0","0","100580472","0","0","72","4.239"
"0","vo_ske","0","2","1005804","0","0","100580473","0","vo_ske_0412","73","0"
"80","0","0","1","1005804","14","0.584","100580474","0","0","74","0"
"0","0","1","4","1005804","0","0","100580475","0","0","75","1.837"
"275","0","0","1","1005804","14","1.393","100580476","80","0","76","0"
"0","0","1","4","1005804","0","0","100580477","0","0","77","3.893"
"0","0","1","4","1005805","0","0","100580501","0","0","1","0.8"
"0","vo_ske","0","2","1005805","0","0","100580502","0","vo_ske_0501","2","0"
"123","0","0","1","1005805","1","1.013","100580503","0","0","3","0"
"0","0","1","4","1005805","0","0","100580504","0","0","4","1.598"
"271","0","0","1","1005805","1","1.062","100580505","123","0","5","0"
"0","0","1","4","1005805","0","0","100580506","0","0","6","2.428"
"0","vo_ske","0","2","1005805","0","0","100580507","0","vo_ske_0502","7","0"
"107","0","0","1","1005805","2","1.244","100580508","0","0","8","0"
"0","0","1","4","1005805","0","0","100580509","0","0","9","1.839"
"357","0","0","1","1005805","2","1.989","100580510","107","0","10","0"
"0","0","1","4","1005805","0","0","100580511","0","0","11","3.898"
"0","vo_ske","0","2","1005805","0","0","100580512","0","vo_ske_0503","12","0"
"188","0","0","1","1005805","3","1.43","100580513","0","0","13","0"
"0","0","1","4","1005805","0","0","100580514","0","0","14","1.915"
"309","0","0","1","1005805","3","0.906","100580515","188","0","15","0"
"0","0","1","4","1005805","0","0","100580516","0","0","16","2.75"
"0","vo_ske","0","2","1005805","0","0","100580517","0","vo_ske_0504","17","0"
"103","0","0","1","1005805","4","1.11","100580518","0","0","18","0"
"0","0","1","4","1005805","0","0","100580519","0","0","19","1.656"
"235","0","0","1","1005805","4","1.445","100580520","103","0","20","0"
"0","0","1","4","1005805","0","0","100580521","0","0","21","1.899"
"326","0","0","1","1005805","4","0.574","100580522","235","0","22","0"
"0","0","1","4","1005805","0","0","100580523","0","0","23","2.491"
"0","vo_ske","0","2","1005805","0","0","100580524","0","vo_ske_0505","24","0"
"167","0","0","1","1005805","5","1.192","100580525","0","0","25","0"
"0","0","1","4","1005805","0","0","100580526","0","0","26","1.943"
"279","0","0","1","1005805","5","0.864","100580527","167","0","27","0"
"0","0","1","4","1005805","0","0","100580528","0","0","28","1.47"
"340","0","0","1","1005805","5","0.713","100580529","279","0","29","0"
"0","0","1","4","1005805","0","0","100580530","0","0","30","3.073"
"0","vo_ske","0","2","1005805","0","0","100580531","0","vo_ske_0506","31","0"
"153","0","0","1","1005805","6","1.159","100580532","0","0","32","0"
"0","0","1","4","1005805","0","0","100580533","0","0","33","1.779"
"391","0","0","1","1005805","6","1.634","100580534","153","0","34","0"
"0","0","1","4","1005805","0","0","100580535","0","0","35","5.206"
"0","vo_ske","0","2","1005805","0","0","100580536","0","vo_ske_0507","36","0"
"183","0","0","1","1005805","7","1.363","100580537","0","0","37","0"
"0","0","1","4","1005805","0","0","100580538","0","0","38","2.334"
"343","0","0","1","1005805","7","1.128","100580539","183","0","39","0"
"0","0","1","4","1005805","0","0","100580540","0","0","40","3.267"
"0","vo_ske","0","2","1005805","0","0","100580541","0","vo_ske_0508","41","0"
"305","0","0","1","1005805","8","2.341","100580542","0","0","42","0"
"0","0","1","4","1005805","0","0","100580543","0","0","43","3.817"
"360","0","0","1","1005805","8","0.614","100580544","305","0","44","0"
"0","0","1","4","1005805","0","0","100580545","0","0","45","1.798"
"286","0","0","1","1005805","9","1.942","100580546","0","0","46","0"
"0","0","1","4","1005805","0","0","100580547","0","0","47","4.447"
"0","vo_ske","0","2","1005805","0","0","100580548","0","vo_ske_0509","48","0"
"108","0","0","1","1005805","10","0.441","100580549","0","0","49","0"
"0","0","1","4","1005805","0","0","100580550","0","0","50","1.691"
"382","0","0","1","1005805","10","2.177","100580551","108","0","51","0"
"0","0","1","4","1005805","0","0","100580552","0","0","52","4.215"
"0","vo_ske","0","2","1005805","0","0","100580553","0","vo_ske_0510","53","0"
"118","0","0","1","1005805","11","1.116","100580554","0","0","54","0"
"0","0","1","4","1005805","0","0","100580555","0","0","55","2.252"
"380","0","0","1","1005805","11","2.025","100580556","118","0","56","0"
"0","0","1","4","1005805","0","0","100580557","0","0","57","4.486"
"0","vo_ske","0","2","1005805","0","0","100580558","0","vo_ske_0511","58","0"
"64","0","0","1","1005805","12","0.473","100580559","0","0","59","0"
"0","0","1","4","1005805","0","0","100580560","0","0","60","1.015"
"164","0","0","1","1005805","12","0.759","100580561","64","0","61","0"
"0","0","1","4","1005805","0","0","100580562","0","0","62","2.172"
"362","0","0","1","1005805","13","2.606","100580563","0","0","63","0"
"0","0","1","4","1005805","0","0","100580564","0","0","64","5.313"
"0","vo_ske","0","2","1005805","0","0","100580565","0","vo_ske_0512","65","0"
"197","0","0","1","1005805","14","1.072","100580566","0","0","66","0"
"0","0","1","4","1005805","0","0","100580567","0","0","67","2.416"
"362","0","0","1","1005805","14","1.331","100580568","197","0","68","0"
"0","0","1","4","1005805","0","0","100580569","0","0","69","3.831"
"0","0","1","4","1005901","0","0","100590101","0","0","1","0.8"
"0","vo_ske","0","2","1005901","0","0","100590102","0","vo_ske_0601","2","0"
"198","0","0","1","1005901","1","1.86","100590103","0","0","3","0"
"0","0","1","4","1005901","0","0","100590104","0","0","4","2.5"
"365","0","0","1","1005901","1","1.2","100590105","198","0","5","0"
"0","0","1","4","1005901","0","0","100590106","0","0","6","3.1"
"0","vo_ske","0","2","1005901","0","0","100590107","0","vo_ske_0602","7","0"
"268","0","0","1","1005901","2","2.2","100590108","0","0","8","0"
"0","0","1","4","1005901","0","0","100590109","0","0","9","3.3"
"356","0","0","1","1005901","2","0.9","100590110","268","0","10","0"
"0","0","1","4","1005901","0","0","100590111","0","0","11","1.5"
"186","0","0","1","1005901","3","1.5","100590112","0","0","12","0"
"0","0","1","4","1005901","0","0","100590113","0","0","13","3.7"
"0","vo_ske","0","2","1005901","0","0","100590114","0","vo_ske_0603","14","0"
"381","0","0","1","1005901","3","1.5","100590115","186","0","15","0"
"0","0","1","4","1005901","0","0","100590116","0","0","16","1.5"
"50","0","0","1","1005901","4","0.3","100590117","0","0","17","0"
"0","0","1","4","1005901","0","0","100590118","0","0","18","1.5"
"132","0","0","1","1005901","4","0.8","100590119","50","0","19","0"
"0","0","1","4","1005901","0","0","100590120","0","0","20","1.5"
"378","0","0","1","1005901","4","1.9","100590121","132","0","21","0"
"0","0","1","4","1005901","0","0","100590122","0","0","22","4.5"
"0","vo_ske","0","2","1005901","0","0","100590123","0","vo_ske_0604","23","0"
"273","0","0","1","1005901","5","2.3","100590124","0","0","24","0"
"0","0","1","4","1005901","0","0","100590125","0","0","25","3.3"
"385","0","0","1","1005901","5","1.1","100590126","273","0","26","0"
"0","0","1","4","1005901","0","0","100590127","0","0","27","1.1"
"223","0","0","1","1005901","6","1.1","100590128","0","0","28","0"
"0","0","1","4","1005901","0","0","100590129","0","0","29","3.9"
"0","vo_ske","0","2","1005901","0","0","100590130","0","vo_ske_0605","30","0"
"76","0","0","1","1005901","7","0.5","100590131","0","0","31","0"
"0","0","1","4","1005901","0","0","100590132","0","0","32","1.7"
"210","0","0","1","1005901","7","1.2","100590133","76","0","33","0"
"0","0","1","4","1005901","0","0","100590134","0","0","34","1.9"
"292","0","0","1","1005901","7","0.9","100590135","210","0","35","0"
"0","0","1","4","1005901","0","0","100590136","0","0","36","2.6"
"0","vo_ske","0","2","1005901","0","0","100590137","0","vo_ske_0606","37","0"
"217","0","0","1","1005901","8","1.6","100590138","0","0","38","0"
"0","0","1","4","1005901","0","0","100590139","0","0","39","2"
"340","0","0","1","1005901","8","1","100590140","217","0","40","0"
"0","0","1","4","1005901","0","0","100590141","0","0","41","1"
"166","0","0","1","1005901","9","1.3","100590142","0","0","42","0"
"0","0","1","4","1005901","0","0","100590143","0","0","43","2.2"
"372","0","0","1","1005901","9","1.4","100590144","166","0","44","0"
"0","0","1","4","1005901","0","0","100590145","0","0","45","4"
"0","vo_ske","0","2","1005901","0","0","100590146","0","vo_ske_0607","46","0"
"115","0","0","1","1005901","10","1.1","100590147","0","0","47","0"
"0","0","1","4","1005901","0","0","100590148","0","0","48","1.8"
"220","0","0","1","1005901","10","1","100590149","115","0","49","0"
"0","0","1","4","1005901","0","0","100590150","0","0","50","2.3"
"366","0","0","1","1005901","10","1.4","100590151","220","0","51","0"
