8b104bdfe60de3ff0b873b557ea1eee2f62246eca3fb99dd596cfe8e9326734d,aa01ee53a14b6593e854cae9dcab8ce870208e672f97c9a5af77b8ceb6f374ab,ac82ec0a3b18bdc14899355f73015b5ee14914d5c9b3420a677a2d6984ed2fcc,34817b5f81e81a90f530e5d34ca84dce8f3e00310bcf5ef4f7e49d718076648d,504c9470799b524231f6f434cedfd95ed386638c7203115b2101ff87dfea335f,70160d4668ed2e238f86104d92085d043548ee472850748c966c671643cf16cd,1849d742849674848da9fea376624a896005db11f000e227336581d4ea0ea771,66cd1e130746c8878163d43b63d38e53756c8a3949e1cfb032cfd869d2608907,e8429c121da99dc09ab07677284ebd26fb2236a71225563692945d25feac7207,119f16b03d9dbff971eee24d21d7a5c330bea3df2c659d5240d0e69805c4b665,24083b95bcafd0ea6cbb6ba0935b220d86e7c7be741225dd1e07d1b7525a6257,3283367deb647fbb7ea52205762909109061192b555fe032bd1f92ff1b6807c5
"0","1010033","271","33","0","1","0","0","1","8","0","2.09"
"2.512","1010034","0","34","0","1","0","0","4","0","1","0"
"0","1010035","400","35","0","1","271","0","1","8","0","0.868"
"0.907","1010036","0","36","0","1","0","0","4","0","1","0"
"0","1010037","315","37","0","1","0","0","1","9","0","2.214"
"2.562","1010038","0","38","0","1","0","0","4","0","1","0"
"0","1010039","242","39","0","1","0","0","1","10","0","1.65"
"2.654","1010040","0","40","0","1","0","0","4","0","1","0"
"0","1010041","0","41","vo_minigame_1005","1","0","vo_minigame_1005_nikki01_003","2","0","0","0"
"0","1010042","345","42","0","1","242","0","1","10","0","0.685"
"1.036","1010043","0","43","0","1","0","0","4","0","1","0"
"0","1010044","397","44","0","1","345","0","1","10","0","0.378"
"0.378","1010045","0","45","0","1","0","0","4","0","1","0"
"0","1010046","377","46","0","1","0","0","1","11","0","2.438"
"3.395","1010047","0","47","0","1","0","0","4","0","1","0"
"0","1010048","0","48","vo_minigame_1005","1","0","vo_minigame_1005_nikki01_004","2","0","0","0"
"0","1010049","83","49","0","1","0","0","1","12","0","0.642"
"1.061","1010050","0","50","0","1","0","0","4","0","1","0"
"0","1010051","159","51","0","1","83","0","1","12","0","0.539"
"0.877","1010052","0","52","0","1","0","0","4","0","1","0"
"0","1010053","316","53","0","1","159","0","1","12","0","1.135"
"2.635","1010054","0","54","0","1","0","0","4","0","1","0"
"1","1020001","0","1","0","2","0","0","4","0","3","0"
"0","1020002","0","2","vo_minigame_1005","2","0","vo_minigame_1005_nikki02_000","2","0","0","0"
"0","1020003","345","3","0","2","0","0","1","1","0","2.91"
"3.814","1020004","0","4","0","2","0","0","4","0","1","0"
"0","1020005","0","5","vo_minigame_1005","2","0","vo_minigame_1005_nikki02_001","2","0","0","0"
"0","1020006","239","6","0","2","0","0","1","2","0","1.67"
"2.19","1020007","0","7","0","2","0","0","4","0","1","0"
"0","1020008","314","8","0","2","0","0","1","3","0","2.455"
"3.527","1020009","0","9","0","2","0","0","4","0","1","0"
"0","1020010","0","10","vo_minigame_1005","2","0","vo_minigame_1005_nikki02_002","2","0","0","0"
"0","1020011","70","11","0","2","0","0","1","4","0","0.454"
"0.874","1020012","0","12","0","2","0","0","4","0","1","0"
"0","1020013","392","13","0","2","70","0","1","4","0","2.154"
"3.373","1020014","0","14","0","2","0","0","4","0","1","0"
"0","1020015","0","15","vo_minigame_1005","2","0","vo_minigame_1005_nikki02_003","2","0","0","0"
"0","1020016","125","16","0","2","0","0","1","5","0","0.895"
"1.311","1020017","0","17","0","2","0","0","4","0","1","0"
"0","1020018","265","18","0","2","125","0","1","5","0","1.114"
"1.181","1020019","0","19","0","2","0","0","4","0","1","0"
"0","1020020","340","20","0","2","265","0","1","5","0","0.497"
"0.497","1020021","0","21","0","2","0","0","4","0","1","0"
"0","1020022","189","22","0","2","0","0","1","6","0","1.37"
"2.407","1020023","0","23","0","2","0","0","4","0","1","0"
"0","1020024","0","24","vo_minigame_1005","2","0","vo_minigame_1005_nikki02_004","2","0","0","0"
"0","1020025","195","25","0","2","0","0","1","7","0","1.616"
"2.035","1020026","0","26","0","2","0","0","4","0","1","0"
"0","1020027","295","27","0","2","195","0","1","7","0","0.951"
"1.322","1020028","0","28","0","2","0","0","4","0","1","0"
"0","1020029","258","29","0","2","0","0","1","8","0","1.924"
"2.98","1020030","0","30","0","2","0","0","4","0","1","0"
"0","1020031","0","31","vo_minigame_1005","2","0","vo_minigame_1005_nikki02_005","2","0","0","0"
"0","1020032","114","32","0","2","0","0","1","9","0","0.93"
"1.24","1020033","0","33","0","2","0","0","4","0","1","0"
"0","1020034","257","34","0","2","114","0","1","9","0","0.879"
"1.877","1020035","0","35","0","2","0","0","4","0","1","0"
"0","1020036","0","36","vo_minigame_1005","2","0","vo_minigame_1005_nikki02_006","2","0","0","0"
"0","1020037","144","37","0","2","0","0","1","10","0","1.148"
"1.541","1020038","0","38","0","2","0","0","4","0","1","0"
"0","1020039","307","39","0","2","144","0","1","10","0","1.145"
"2.645","1020040","0","40","0","2","0","0","4","0","1","0"
"1","1030001","0","1","0","3","0","0","4","0","3","0"
"0","1030002","0","2","vo_minigame_1005","3","0","vo_minigame_1005_nikki03_000","2","0","0","0"
"0","1030003","332","3","0","3","0","0","1","1","0","2.61"
"3.007","1030004","0","4","0","3","0","0","4","0","1","0"
"0","1030005","233","5","0","3","0","0","1","2","0","1.47"
"2.171","1030006","0","6","0","3","0","0","4","0","1","0"
"0","1030007","0","7","vo_minigame_1005","3","0","vo_minigame_1005_nikki03_001","2","0","0","0"
"0","1030008","322","8","0","3","0","0","1","3","0","2.1"
"2.579","1030009","0","9","0","3","0","0","4","0","1","0"
"0","1030010","349","10","0","3","0","0","1","4","0","2.298"
"3.18","1030011","0","11","0","3","0","0","4","0","1","0"
"0","1030012","0","12","vo_minigame_1005","3","0","vo_minigame_1005_nikki03_002","2","0","0","0"
"0","1030013","173","13","0","3","0","0","1","5","0","1.262"
"1.993","1030014","0","14","0","3","0","0","4","0","1","0"
"0","1030015","0","15","vo_minigame_1005","3","0","vo_minigame_1005_nikki03_003","2","0","0","0"
"0","1030016","243","16","0","3","173","0","1","5","0","0.373"
"0.69","1030017","0","17","0","3","0","0","4","0","1","0"
"0","1030018","362","18","0","3","243","0","1","5","0","1.045"
"2.131","1030019","0","19","0","3","0","0","4","0","1","0"
"0","1030020","0","20","vo_minigame_1005","3","0","vo_minigame_1005_nikki03_004","2","0","0","0"
"0","1030021","289","21","0","3","0","0","1","6","0","2.147"
"2.618","1030022","0","22","0","3","0","0","4","0","1","0"
"0","1030023","202","23","0","3","0","0","1","7","0","1.445"
"2.552","1030024","0","24","0","3","0","0","4","0","1","0"
"0","1030025","0","25","vo_minigame_1005","3","0","vo_minigame_1005_nikki03_005","2","0","0","0"
"0","1030026","123","26","0","3","0","0","1","8","0","0.876"
"1.252","1030027","0","27","0","3","0","0","4","0","1","0"
"0","1030028","324","28","0","3","123","0","1","8","0","1.306"
"1.507","1030029","0","29","0","3","0","0","4","0","1","0"
"0","1030030","186","30","0","3","0","0","1","9","0","1.319"
"2.549","1030031","0","31","0","3","0","0","4","0","1","0"
"0","1030032","0","32","vo_minigame_1005","3","0","vo_minigame_1005_nikki03_006","2","0","0","0"
"0","1030033","383","33","0","3","0","0","1","10","0","2.728"
"3.023","1030034","0","34","0","3","0","0","4","0","1","0"
"0","1030035","123","35","0","3","0","0","1","11","0","0.91"
"1.977","1030036","0","36","0","3","0","0","4","0","1","0"
"0","1030037","0","37","vo_minigame_1005","3","0","vo_minigame_1005_nikki03_007","2","0","0","0"
"0","1030038","208","38","0","3","123","0","1","11","0","0.558"
"0.973","1030039","0","39","0","3","0","0","4","0","1","0"
"0","1030040","392","40","0","3","208","0","1","11","0","1.35"
"2.103","1030041","0","41","0","3","0","0","4","0","1","0"
"0","1030042","0","42","vo_minigame_1005","3","0","vo_minigame_1005_nikki03_008","2","0","0","0"
"0","1030043","150","43","0","3","0","0","1","12","0","0.935"
"2.435","1030044","0","44","0","3","0","0","4","0","1","0"
"1","1040001","0","1","0","4","0","0","4","0","3","0"
"0","1040002","0","2","vo_minigame_1005","4","0","vo_minigame_1005_nikki04_000","2","0","0","0"
"0","1040003","222","3","0","4","0","0","1","1","0","1.597"
"1.881","1040004","0","4","0","4","0","0","4","0","1","0"
"0","1040005","239","5","0","4","0","0","1","2","0","1.46"
"2.457","1040006","0","6","0","4","0","0","4","0","1","0"
"0","1040007","0","7","vo_minigame_1005","4","0","vo_minigame_1005_nikki04_001","2","0","0","0"
"0","1040008","171","8","0","4","0","0","1","3","0","1.208"
"1.578","1040009","0","9","0","4","0","0","4","0","1","0"
"0","1040010","270","10","0","4","171","0","1","3","0","0.673"
"1.009","1040011","0","11","0","4","0","0","4","0","1","0"
"0","1040012","352","12","0","4","270","0","1","3","0","0.65"
"0.729","1040013","0","13","0","4","0","0","4","0","1","0"
"0","1040014","166","14","0","4","0","0","1","4","0","0.976"
"1.993","1040015","0","15","0","4","0","0","4","0","1","0"
"0","1040016","0","16","vo_minigame_1005","4","0","vo_minigame_1005_nikki04_002","2","0","0","0"
"0","1040017","220","17","0","4","166","0","1","4","0","0.396"
"0.864","1040018","0","18","0","4","0","0","4","0","1","0"
"0","1040019","352","19","0","4","220","0","1","4","0","0.74"
"1.855","1040020","0","20","0","4","0","0","4","0","1","0"
"0","1040021","0","21","vo_minigame_1005","4","0","vo_minigame_1005_nikki04_003","2","0","0","0"
"0","1040022","52","22","0","4","0","0","1","5","0","0.437"
"0.497","1040023","0","23","0","4","0","0","4","0","1","0"
"0","1040024","289","24","0","4","52","0","1","5","0","1.776"
"2.233","1040025","0","25","0","4","0","0","4","0","1","0"
"0","1040026","153","26","0","4","0","0","1","6","0","1.29"
"1.638","1040027","0","27","0","4","0","0","4","0","1","0"
"0","1040028","329","28","0","4","153","0","1","6","0","1.137"
"2.3","1040029","0","29","0","4","0","0","4","0","1","0"
"0","1040030","0","30","vo_minigame_1005","4","0","vo_minigame_1005_nikki04_004","2","0","0","0"
"0","1040031","55","31","0","4","0","0","1","7","0","0.336"
"0.826","1040032","0","32","0","4","0","0","4","0","1","0"
"0","1040033","252","33","0","4","55","0","1","7","0","1.223"
"1.223","1040034","0","34","0","4","0","0","4","0","1","0"
"0","1040035","179","35","0","4","0","0","1","8","0","0.994"
"1.487","1040036","0","36","0","4","0","0","4","0","1","0"
"0","1040037","312","37","0","4","179","0","1","8","0","0.89"
"1.567","1040038","0","38","0","4","0","0","4","0","1","0"
"0","1040039","0","39","vo_minigame_1005","4","0","vo_minigame_1005_nikki04_005","2","0","0","0"
"0","1040040","151","40","0","4","0","0","1","9","0","0.74"
"1.731","1040041","0","41","0","4","0","0","4","0","1","0"
"0","1040042","0","42","vo_minigame_1005","4","0","vo_minigame_1005_nikki04_006","2","0","0","0"
"0","1040043","278","43","0","4","0","0","1","10","0","1.937"
"2.435","1040044","0","44","0","4","0","0","4","0","1","0"
"0","1040045","126","45","0","4","0","0","1","11","0","0.822"
"1.376","1040046","0","46","0","4","0","0","4","0","1","0"
"0","1040047","199","47","0","4","126","0","1","11","0","0.576"
"0.923","1040048","0","48","0","4","0","0","4","0","1","0"
"0","1040049","353","49","0","4","199","0","1","11","0","0.785"
"2.285","1040050","0","50","0","4","0","0","4","0","1","0"
"1","1050001","0","1","0","5","0","0","4","0","3","0"
"0","1050002","0","2","vo_minigame_1005","5","0","vo_minigame_1005_nikki05_000","2","0","0","0"
"0","1050003","183","3","0","5","0","0","1","1","0","1.419"
"1.662","1050004","0","4","0","5","0","0","4","0","1","0"
"0","1050005","265","5","0","5","0","0","1","2","0","1.614"
"2.394","1050006","0","6","0","5","0","0","4","0","1","0"
"0","1050007","0","7","vo_minigame_1005","5","0","vo_minigame_1005_nikki05_001","2","0","0","0"
"0","1050008","394","8","0","5","0","0","1","3","0","2.658"
"3.202","1050009","0","9","0","5","0","0","4","0","1","0"
"0","1050010","0","10","vo_minigame_1005","5","0","vo_minigame_1005_nikki05_002","2","0","0","0"
"0","1050011","298","11","0","5","0","0","1","4","0","1.745"
"2.545","1050012","0","12","0","5","0","0","4","0","1","0"
"0","1050013","0","13","vo_minigame_1005","5","0","vo_minigame_1005_nikki05_003","2","0","0","0"
"0","1050014","115","14","0","5","0","0","1","5","0","0.964"
"1.34","1050015","0","15","0","5","0","0","4","0","1","0"
"0","1050016","394","16","0","5","115","0","1","5","0","1.919"
"2.719","1050017","0","17","0","5","0","0","4","0","1","0"
"0","1050018","0","18","vo_minigame_1005","5","0","vo_minigame_1005_nikki05_004","2","0","0","0"
"0","1050019","60","19","0","5","0","0","1","6","0","0.434"
"0.903","1050020","0","20","0","5","0","0","4","0","1","0"
"0","1050021","250","21","0","5","60","0","1","6","0","1.262"
"1.758","1050022","0","22","0","5","0","0","4","0","1","0"
"0","1050023","309","23","0","5","0","0","1","7","0","2.473"
"3.315","1050024","0","24","0","5","0","0","4","0","1","0"
"0","1050025","0","25","vo_minigame_1005","5","0","vo_minigame_1005_nikki05_005","2","0","0","0"
"0","1050026","82","26","0","5","0","0","1","8","0","0.509"
"0.988","1050027","0","27","0","5","0","0","4","0","1","0"
"0","1050028","364","28","0","5","82","0","1","8","0","1.775"
"2.507","1050029","0","29","0","5","0","0","4","0","1","0"
"0","1050030","0","30","vo_minigame_1005","5","0","vo_minigame_1005_nikki05_006","2","0","0","0"
"0","1050031","201","31","0","5","0","0","1","9","0","1.139"
"2.066","1050032","0","32","0","5","0","0","4","0","1","0"
"0","1050033","0","33","vo_minigame_1005","5","0","vo_minigame_1005_nikki05_007","2","0","0","0"
"0","1050034","94","34","0","5","0","0","1","10","0","0.665"
"1.144","1050035","0","35","0","5","0","0","4","0","1","0"
"0","1050036","271","36","0","5","94","0","1","10","0","1.389"
"1.789","1050037","0","37","0","5","0","0","4","0","1","0"
"0","1050038","376","38","0","5","271","0","1","10","0","0.823"
"2.023","1050039","0","39","0","5","0","0","4","0","1","0"
