f697527117a96cf2261698e7dc37145eceaf583dee01a6eb818629507e544d2d,726a7985d8ddb81e69f54b8f5fc38d9364658ac02a1d642c1f80c8a088d2672a,5616beee588d65392733b19859cafcbd728f5d1904986f0d8d4acb7bf38c948e,5144f8e1f2b9095ef4edffc1296056abcd007c603f6224d2965b9b2a4ea59315,8ad684c8fa55a858b87a921b26e684fb006e1aa1531ba9c337346ddb1816a284,66712e6178b55461ddc23ecb7b4d3c6b7e92637f42016c889f21f6cc69c1064d,5830f9a6fbb1cc06fb5f33352ba05f97bcee38b609956628feacc3f1eed3e23f,3fa1375a5e0fefa67001c344f20334336852c5af1f812dddc18876895f4ab745,4a5cb43b35fc0a03ebe25ae021c6b73da04b82dba0b80802016d24bfcbc1911f,a4e1c6736b231e01b87474e48be6ae43ab8ee1a0eb41fb145492110896f64eed,30506df76df50bf028a0ad013b76079c5d351689e63698246c0a6d9a1b243ea3,095ffc8a07cd2135fe73784ba920b54e7a02e54b79b499c539e6ee074ece79fc,63896d3308942f8bcda4bebb48219f9dddac1a1a66f2b96249d3d60ea0a04c2f,eea22641cbe350d57b3b1a6af83553bfb6527c0e31aa69641b2e9f0add70a9ac,80dcb1f8faa5147081989164dc9fded05a048c2db5f8384c1bc77d3303e7c93d,9697f99b3205ba0ef4e902fa14e519869a859450ecdd92aae3f5a915ff2aaa49,29e2f2ae4df9d83ab70c10ba5ab991c0b8a7cc11ba623918ba8d94de6cf378ce,2851a34193707b14603e1edd8891f3aa2ba6ecb2b8736faa8e7449715182d042,d7779b7977f92b5520136b246aec9f1a9451ed01d09ef327b93499990e88159b,791a8ac8d8dc14b764c5624b7edccc125a728b86d62348b762df6d878beb674d,bc398b01993243c84fad800d8ce9bb42e6d7e9600d595fac4330d2e0ca8a9496,e382c0c954322b344d38610e6c96eb4cb59c064cb41e9586a819513e9cffcc33,02348d4e3f37efcf56abc1e7059decb2f6a14a22e1e64de2696744c0384f5e2b,328faf18121f646fe838fd41af5d339144f0bc59bb1164c6f2229a6013a4c7fa,347f79cbc3dc535e4d90c8a3bc2d6acc18df10058de58f979b9a69cbbce96867,dd643dd5a3971950fb63b3c12cb75360c97af12a8299d284c9ea4e157a8843c7,96ed13a6d6a2b7aa0becbe6b9f36b653a53f8a229172637cee5314cd9e0e91ad,8b7329325f69fccb526e69e01d7ede080f28a281a7529fcf7a935fecdef41eab,1bc378ca6433f6d3e7a4c36d06b26236cda890c95a454db24debd8c140416be2,877563d2c4a9eef8b6a174150e4ece5944b9951e1916efb80c9e1b017c78ddc9,3b345a03b091a56551269e1341010b8311222accf94c18f2fca16eb879a62c37,90efb1488758fae636083280bab53b788ab9b2ce2f28c1f07004b88cd8639165
"31088","0","0","0","0","0","0","130881","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31089","0","0","0","0","0","0","130891","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31090","0","0","0","0","0","0","130901","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31091","0","0","0","0","0","0","130911","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31092","0","0","0","0","0","0","130921","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31093","0","0","0","0","0","0","130931","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31094","0","0","0","0","0","0","130941","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31095","0","0","0","0","0","0","130951","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31096","0","0","0","0","0","0","130961","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31097","0","0","0","0","0","0","130971","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31098","0","0","0","0","0","0","130981","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31099","0","0","0","0","0","0","130991","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31100","0","0","0","0","0","0","131001","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31101","0","0","0","0","0","0","131011","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31103","0","0","0","0","0","0","131031","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31104","0","0","0","0","0","0","131041","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31105","0","0","0","0","0","0","131051","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31106","0","0","0","0","0","0","131061","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31107","0","0","0","0","0","0","131071","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31108","0","0","0","0","0","0","131081","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31109","0","0","0","0","0","0","131091","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31110","0","0","0","0","0","0","131101","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31111","0","0","0","0","0","0","131111","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31112","0","0","0","0","0","0","131121","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31113","0","0","0","0","0","0","131131","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31114","0","0","0","0","0","0","131141","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31115","0","0","0","0","0","0","131151","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31116","0","0","0","0","0","0","131161","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31117","0","0","0","0","0","0","131171","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31118","0","0","0","0","0","0","131181","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31119","0","0","0","0","0","0","131191","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31120","0","0","0","0","0","0","131201","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31121","0","0","0","0","0","0","131211","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31122","0","0","0","0","0","0","131221","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31123","0","0","0","0","0","0","131231","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31124","0","0","0","0","0","0","131241","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31125","0","0","0","0","0","0","131251","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31126","0","0","0","0","0","0","131261","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31127","0","0","0","0","0","0","131271","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31128","0","0","0","0","0","0","131281","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31129","0","0","0","0","0","0","131291","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31130","0","0","0","0","0","0","131301","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31131","0","0","0","0","0","0","131311","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31132","0","0","0","0","0","0","131321","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31133","0","0","0","0","0","0","131331","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31134","0","0","0","0","0","0","131341","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31135","0","0","0","0","0","0","131351","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31136","0","0","0","0","0","0","131361","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31137","0","0","0","0","0","0","131371","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31138","0","0","0","0","0","0","131381","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31139","0","0","0","0","0","0","131391","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31140","0","0","0","0","0","0","131401","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31141","0","0","0","0","0","0","131411","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31142","0","0","0","0","0","0","131421","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31143","0","0","0","0","0","0","131431","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31144","0","0","0","0","0","0","131441","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31145","0","0","0","0","0","0","131451","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31146","0","0","0","0","0","0","131461","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31147","0","0","0","0","0","0","131471","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31150","0","0","0","0","0","0","131501","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31155","0","0","0","0","0","0","131551","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31156","0","0","0","0","0","0","131561","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31157","0","0","0","0","0","0","131571","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31158","0","0","0","0","0","0","131581","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31159","0","0","0","0","0","0","131591","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31160","0","0","0","0","0","0","131601","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31162","0","0","0","0","0","0","131621","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31163","0","0","0","0","0","0","131631","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31164","0","0","0","0","0","0","131641","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31165","0","0","0","0","0","0","131651","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31166","0","0","0","0","0","0","131661","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31167","0","0","0","0","0","0","131671","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31168","0","0","0","0","0","0","131681","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31169","0","0","0","0","0","0","131691","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31170","0","0","0","0","0","0","131701","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31171","0","0","0","0","0","0","131711","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31172","0","0","0","0","0","0","131721","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31173","0","0","0","0","0","0","131731","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31174","0","0","0","0","0","0","131741","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31175","0","0","0","0","0","0","131751","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31176","0","0","0","0","0","0","131761","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
"31177","0","0","0","0","0","0","131771","4","140000","0","0","0","0","0","1000000","0","0","0","50","0","0","0","0","0","0","0","0","3","0","2","0"
