28f5fefaafb02bde46d90f7af5dc53e3a52ad5b167c76c2809a6042afe8cd2ff,f7b7a291878ffeb691cfed9e505e30347e010a515860882c030451d4a37d2537,2388b073dd26f3f0056a9de86a5347d3c1d9b5a72529cbe95703664aecca01c3
"326","261812","6520"
"327","263428","6540"
"328","265049","6560"
"329","266675","6580"
"330","268306","6600"
"331","269942","6620"
"332","271583","6640"
"333","273228","6660"
"334","274879","6680"
"335","276535","6700"
"336","278196","6720"
"337","279862","6740"
"338","281533","6760"
"339","283208","6780"
"340","284889","6800"
"341","286575","6820"
"342","288265","6840"
"343","289961","6860"
"344","291661","6880"
"345","293367","6900"
"346","295078","6920"
"347","296793","6940"
"348","298514","6960"
"349","300239","6980"
"350","301969","7000"
"351","303705","7020"
"352","305445","7040"
"353","307191","7060"
"354","308941","7080"
"355","310696","7100"
"356","312456","7120"
"357","314222","7140"
"358","315992","7160"
"359","317767","7180"
"360","319547","7200"
"361","321332","7220"
"362","323122","7240"
"363","324918","7260"
"364","326718","7280"
"365","328523","7300"
"366","330333","7320"
"367","332148","7340"
"368","333968","7360"
"369","335792","7380"
"370","337622","7400"
"371","339457","7420"
"372","341297","7440"
"373","343142","7460"
"374","344992","7480"
"375","346846","7500"
"376","348706","7520"
"377","350571","7540"
"378","352440","7560"
"379","354315","7580"
"380","356195","7600"
"381","358079","7620"
"382","359969","7640"
"383","361863","7660"
"384","363763","7680"
"385","365667","7700"
"386","367577","7720"
"387","369491","7740"
"388","371410","7760"
"389","373335","7780"
"390","375264","7800"
"391","377198","7820"
"392","379138","7840"
"393","381082","7860"
"394","383031","7880"
"395","384985","7900"
"396","386945","7920"
"397","388909","7940"
"398","390878","7960"
"399","392852","7980"
"400","394831","8000"
"401","396815","8020"
"402","398804","8040"
"403","400798","8060"
"404","402797","8080"
"405","404801","8100"
"406","406810","8120"
"407","408824","8140"
"408","410842","8160"
"409","412866","8180"
"410","414895","8200"
"411","416929","8220"
"412","418967","8240"
"413","421011","8260"
"414","423060","8280"
"415","425113","8300"
"416","427172","8320"
"417","429236","8340"
"418","431304","8360"
"419","433378","8380"
"420","435456","8400"
"421","437540","8420"
"422","439628","8440"
"423","441722","8460"
"424","443820","8480"
"425","445923","8500"
"426","448032","8520"
"427","450145","8540"
"428","452263","8560"
"429","454387","8580"
"430","456515","8600"
"431","458648","8620"
"432","460786","8640"
"433","462929","8660"
"434","465077","8680"
"435","467231","8700"
"436","469389","8720"
"437","471552","8740"
"438","473720","8760"
"439","475893","8780"
"440","478071","8800"
"441","480253","8820"
"442","482441","8840"
"443","484634","8860"
"444","486832","8880"
"445","489035","8900"
"446","491243","8920"
"447","493455","8940"
"448","495673","8960"
"449","497896","8980"
"450","500124","9000"
"451","502356","9020"
"452","504594","9040"
"453","506836","9060"
"454","509084","9080"
"455","511337","9100"
"456","513594","9120"
"457","515857","9140"
"458","518124","9160"
"459","520396","9180"
"460","522674","9200"
"461","524956","9220"
"462","527244","9240"
"463","529536","9260"
"464","531833","9280"
"465","534136","9300"
"466","536443","9320"
"467","538755","9340"
"468","541072","9360"
"469","543394","9380"
"470","545721","9400"
"471","548054","9420"
"472","550391","9440"
"473","552733","9460"
"474","555080","9480"
"475","557432","9500"
"476","559789","9520"
"477","562151","9540"
"478","564517","9560"
"479","566889","9580"
"480","569266","9600"
"481","571648","9620"
"482","574035","9640"
"483","576427","9660"
"484","578823","9680"
"485","581225","9700"
"486","583632","9720"
"487","586043","9740"
"488","588460","9760"
"489","590882","9780"
"490","593308","9800"
"491","595740","9820"
"492","598176","9840"
"493","600618","9860"
"494","603064","9880"
"495","605516","9900"
"496","607972","9920"
"497","610434","9940"
"498","612900","9960"
"499","615371","9980"
"500","617848","10000"
"501","620329","10020"
"502","622815","10040"
"503","625306","10060"
"504","627803","10080"
"505","630304","10100"
"506","632810","10120"
"507","635321","10140"
"508","637837","10160"
"509","640358","10180"
"510","642884","10200"
"511","645415","10220"
"512","647951","10240"
"513","650492","10260"
"514","653038","10280"
"515","655589","10300"
"516","658145","10320"
"517","660706","10340"
"518","663271","10360"
"519","665842","10380"
"520","668418","10400"
"521","670999","10420"
"522","673584","10440"
"523","676175","10460"
"524","678771","10480"
"525","681371","10500"
"526","683977","10520"
"527","686587","10540"
"528","689203","10560"
"529","691824","10580"
"530","694449","10600"
"531","697079","10620"
"532","699715","10640"
"533","702355","10660"
"534","705001","10680"
"535","707651","10700"
"536","710306","10720"
"537","712967","10740"
"538","715632","10760"
"539","718302","10780"
"540","720977","10800"
"541","723657","10820"
"542","726343","10840"
"543","729033","10860"
"544","731728","10880"
"545","734428","10900"
"546","737133","10920"
"547","739843","10940"
"548","742558","10960"
"549","745278","10980"
"550","748003","11000"
"551","750733","11020"
"552","753468","11040"
"553","756207","11060"
"554","758952","11080"
"555","761702","11100"
"556","764457","11120"
"557","767217","11140"
"558","769981","11160"
"559","772751","11180"
"560","775526","11200"
"561","778305","11220"
"562","781090","11240"
"563","783879","11260"
"564","786674","11280"
"565","789473","11300"
"566","792278","11320"
"567","795087","11340"
"568","797902","11360"
"569","800721","11380"
"570","803546","11400"
"571","806375","11420"
"572","809209","11440"
"573","812049","11460"
"574","814893","11480"
"575","817742","11500"
"576","820596","11520"
"577","823456","11540"
"578","826320","11560"
"579","829189","11580"
"580","832063","11600"
"581","834942","11620"
"582","837826","11640"
"583","840715","11660"
"584","843609","11680"
"585","846508","11700"
"586","849412","11720"
"587","852321","11740"
"588","855235","11760"
"589","858154","11780"
"590","861077","11800"
"591","864006","11820"
"592","866940","11840"
"593","869879","11860"
"594","872823","11880"
"595","875771","11900"
"596","878725","11920"
"597","881684","11940"
"598","884647","11960"
"599","887616","11980"
"600","890589","12000"
"601","893568","12020"
"602","896551","12040"
"603","899540","12060"
"604","902533","12080"
"605","905532","12100"
"606","908535","12120"
"607","911543","12140"
"608","914557","12160"
"609","917575","12180"
"610","920598","12200"
"611","923627","12220"
"612","926660","12240"
"613","929698","12260"
"614","932741","12280"
"615","935789","12300"
"616","938842","12320"
"617","941901","12340"
"618","944964","12360"
"619","948032","12380"
"620","951105","12400"
"621","954183","12420"
"622","957266","12440"
"623","960353","12460"
"624","963446","12480"
"625","966544","12500"
"626","969647","12520"
"627","972755","12540"
"628","975868","12560"
"629","978985","12580"
"630","982108","12600"
"631","985236","12620"
"632","988369","12640"
"633","991506","12660"
"634","994649","12680"
"635","997796","12700"
"636","1000949","12720"
"637","1004106","12740"
"638","1007269","12760"
"639","1010436","12780"
"640","1013609","12800"
"641","1016786","12820"
"642","1019969","12840"
"643","1023156","12860"
"644","1026348","12880"
"645","1029546","12900"
"646","1032748","12920"
"647","1035955","12940"
"648","1039168","12960"
"649","1042385","12980"
"650","1045607","13000"
"651","1048834","13020"
"652","1052066","13040"
"653","1055303","13060"
"654","1058545","13080"
"655","1061792","13100"
"656","1065044","13120"
"657","1068301","13140"
"658","1071563","13160"
"659","1074830","13180"
"660","1078102","13200"
"661","1081379","13220"
"662","1084661","13240"
"663","1087948","13260"
"664","1091240","13280"
"665","1094536","13300"
"666","1097838","13320"
"667","1101145","13340"
"668","1104457","13360"
"669","1107773","13380"
"670","1111095","13400"
"671","1114421","13420"
"672","1117753","13440"
"673","1121090","13460"
"674","1124431","13480"
"675","1127778","13500"
"676","1131129","13520"
"677","1134485","13540"
"678","1137847","13560"
"679","1141213","13580"
"680","1144585","13600"
"681","1147961","13620"
"682","1151342","13640"
"683","1154728","13660"
"684","1158120","13680"
"685","1161516","13700"
"686","1164917","13720"
"687","1168323","13740"
"688","1171734","13760"
"689","1175151","13780"
"690","1178572","13800"
"691","1181998","13820"
"692","1185429","13840"
"693","1188865","13860"
"694","1192306","13880"
"695","1195752","13900"
"696","1199203","13920"
"697","1202658","13940"
"698","1206119","13960"
"699","1209585","13980"
"700","1213056","14000"
"701","1216532","14020"
"702","1220012","14040"
"703","1223498","14060"
"704","1226989","14080"
"705","1230485","14100"
"706","1233985","14120"
"707","1237491","14140"
"708","1241001","14160"
"709","1244517","14180"
"710","1248037","14200"
"711","1251563","14220"
"712","1255093","14240"
"713","1258629","14260"
"714","1262169","14280"
"715","1265715","14300"
"716","1269265","14320"
"717","1272820","14340"
"718","1276381","14360"
"719","1279946","14380"
"720","1283516","14400"
"721","1287091","14420"
"722","1290672","14440"
"723","1294257","14460"
"724","1297847","14480"
"725","1301442","14500"
"726","1305042","14520"
"727","1308647","14540"
"728","1312257","14560"
"729","1315872","14580"
"730","1319492","14600"
"731","1323117","14620"
"732","1326747","14640"
"733","1330382","14660"
"734","1334022","14680"
"735","1337667","14700"
"736","1341317","14720"
"737","1344971","14740"
"738","1348631","14760"
"739","1352296","14780"
"740","1355966","14800"
"741","1359640","14820"
"742","1363320","14840"
"743","1367005","14860"
"744","1370694","14880"
"745","1374389","14900"
"746","1378088","14920"
"747","1381793","14940"
"748","1385502","14960"
"749","1389217","14980"
"750","1392936","15000"
