e08cee81aa20e15b055eb264c368109db9635d643253035d7aeed4478724ba7c,23432e091d86d309d5c965748c5e29964a389a31a351a01f6cbfcc7ab356d722,55397b8beab6664c278f560747b252f2aca0c78944e26b12e315ac1ae9d46db5,0e7accde19f6c930342bc498aedadb14e413a970245c3a16315befdc3c74a214,d07b96f8e46ed06a6180cfd68e80ba403940cf9304022e9eac1895883735119e,b8c9a79d6bc6882c3879481fef740ee1e51f45ba49dfa48392e0daea6ce2183e
"59","56011042","50","8","0","91002"
"60","56011043","1","15","1001","10201043"
"61","56011044","1","15","1002","10201044"
"62","56011045","1","15","1003","10201045"
"63","56011045","50","8","0","91002"
"64","56011046","1","15","1001","10201046"
"65","56011047","1","15","1002","10201047"
"66","56011048","1","15","1003","10201048"
"67","56011048","50","8","0","91002"
"68","56011049","1","15","1001","10201049"
"69","56011050","1","15","1002","10201050"
"70","56011051","1","15","1003","10201051"
"71","56011051","50","8","0","91002"
"72","56011052","1","15","1001","10201052"
"73","56011053","1","15","1002","10201053"
"74","56011054","1","15","1003","10201054"
"75","56011054","50","8","0","91002"
"76","56011055","1","15","1001","10201055"
"77","56011056","1","15","1002","10201056"
"78","56011057","1","15","1003","10201057"
"79","56011057","50","8","0","91002"
"80","56011058","1","15","1001","10201058"
"81","56011059","1","15","1002","10201059"
"82","56011060","1","15","1003","10201060"
"83","56011060","50","8","0","91002"
"84","56011061","1","15","1001","10201061"
"85","56011062","1","15","1002","10201062"
"86","56011063","1","15","1003","10201063"
"87","56011063","50","8","0","91002"
"88","56011064","1","15","1001","10201064"
"89","56011065","1","15","1002","10201065"
"90","56011066","1","15","1003","10201066"
"91","56011066","50","8","0","91002"
"92","56011067","1","15","1001","10201067"
"93","56011068","1","15","1002","10201068"
"94","56011069","1","15","1003","10201069"
"95","56011069","50","8","0","91002"
"96","56011070","1","15","1001","10201070"
"97","56011071","1","15","1002","10201071"
"98","56011072","1","15","1003","10201072"
"99","56011072","50","8","0","91002"
"100","56011073","1","15","1001","10201073"
"101","56011074","1","15","1002","10201074"
"102","56011075","1","15","1003","10201075"
"103","56011075","50","8","0","91002"
"104","56011076","1","15","1001","10201076"
"105","56011077","1","15","1002","10201077"
"106","56011078","1","15","1003","10201078"
"107","56011078","50","8","0","91002"
"108","56011079","1","15","1001","10201079"
"109","56011080","1","15","1002","10201080"
"110","56011081","1","15","1003","10201081"
"111","56011081","50","8","0","91002"
"112","56011082","1","15","1001","10201082"
"113","56011083","1","15","1002","10201083"
"114","56011084","1","15","1003","10201084"
"115","56011084","50","8","0","91002"
"116","56011085","1","15","1001","10201085"
"117","56011086","1","15","1002","10201086"
"118","56011087","1","15","1003","10201087"
"119","56011087","50","8","0","91002"
"120","56011088","1","15","1001","10201088"
"121","56011089","1","15","1002","10201089"
"122","56011090","1","15","1003","10201090"
"123","56011090","50","8","0","91002"
"124","56011091","1","15","1001","10201091"
"125","56011092","1","15","1002","10201092"
"126","56011093","1","15","1003","10201093"
"127","56011093","50","8","0","91002"
"128","56011094","1","15","1001","10201094"
"129","56011095","1","15","1002","10201095"
"130","56011096","1","15","1003","10201096"
"131","56011096","50","8","0","91002"
"132","56011097","1","15","1001","10201097"
"133","56011098","1","15","1002","10201098"
"134","56011099","1","15","1003","10201099"
"135","56011099","50","8","0","91002"
"136","56011100","1","15","1001","10201100"
"137","56011101","1","15","1002","10201101"
"138","56011102","1","15","1003","10201102"
"139","56011102","50","8","0","91002"
"140","56011103","1","15","1001","10201103"
"141","56011104","1","15","1002","10201104"
"142","56011105","1","15","1003","10201105"
"143","56011105","50","8","0","91002"
"144","56011106","1","15","1001","10201106"
"145","56011107","1","15","1002","10201107"
"146","56011108","1","15","1003","10201108"
"147","56011108","50","8","0","91002"
"148","56011109","1","15","1001","10201109"
"149","56011110","1","15","1002","10201110"
"150","56011111","1","15","1003","10201111"
"151","56011111","50","8","0","91002"
"152","56011112","1","15","1001","10201112"
"153","56011113","1","15","1002","10201113"
"154","56011114","1","15","1003","10201114"
"155","56011114","50","8","0","91002"
"156","56011115","1","15","1001","10201115"
"157","56011116","1","15","1002","10201116"
"158","56011117","1","15","1003","10201117"
"159","56011117","50","8","0","91002"
"160","56011118","1","15","1001","10201118"
"161","56011119","1","15","1002","10201119"
"162","56011120","1","15","1003","10201120"
"163","56011120","50","8","0","91002"
"164","56011121","1","15","1001","10201121"
"165","56011122","1","15","1002","10201122"
"166","56011123","1","15","1003","10201123"
"167","56011123","50","8","0","91002"
"168","56011124","1","15","1001","10201124"
"169","56011125","1","15","1002","10201125"
"170","56011126","1","15","1003","10201126"
"171","56011126","50","8","0","91002"
"172","56011127","1","15","1001","10201127"
"173","56011128","1","15","1002","10201128"
"174","56011129","1","15","1003","10201129"
"175","56011129","50","8","0","91002"
"176","56011130","1","15","1001","10201130"
"177","56011131","1","15","1002","10201131"
"178","56011132","1","15","1003","10201132"
"179","56011132","50","8","0","91002"
"180","56011133","1","15","1001","10201133"
"181","56011134","1","15","1002","10201134"
"182","56011135","1","15","1003","10201135"
"183","56011135","50","8","0","91002"
"184","56011136","1","15","1001","10201136"
"185","56011137","1","15","1002","10201137"
"186","56011138","1","15","1003","10201138"
"187","56011138","50","8","0","91002"
"188","56011139","1","15","1001","10201139"
"189","56011140","1","15","1002","10201140"
"190","56011141","1","15","1003","10201141"
"191","56011141","50","8","0","91002"
"192","56011142","1","15","1001","10201142"
"193","56011143","1","15","1002","10201143"
"194","56011144","1","15","1003","10201144"
"195","56011144","50","8","0","91002"
"196","56011145","1","15","1001","10201145"
"197","56011146","1","15","1002","10201146"
"198","56011147","1","15","1003","10201147"
"199","56011147","50","8","0","91002"
"200","56011148","1","15","1001","10201148"
"201","56011149","1","15","1002","10201149"
"202","56011150","1","15","1003","10201150"
"203","56011150","50","8","0","91002"
"204","56011151","1","15","1001","10201151"
"205","56011152","1","15","1002","10201152"
"206","56011153","1","15","1003","10201153"
"207","56011153","50","8","0","91002"
"208","56011154","1","15","1001","10201154"
"209","56011155","1","15","1002","10201155"
"210","56011156","1","15","1003","10201156"
"211","56011156","50","8","0","91002"
"212","56011157","1","15","1001","10201157"
"213","56011158","1","15","1002","10201158"
"214","56011159","1","15","1003","10201159"
"215","56011159","50","8","0","91002"
"216","56011160","1","15","1001","10201160"
"217","56011161","1","15","1002","10201161"
"218","56011162","1","15","1003","10201162"
"219","56011162","50","8","0","91002"
"220","56011163","1","15","1001","10201163"
"221","56011164","1","15","1002","10201164"
"222","56011165","1","15","1003","10201165"
"223","56011165","50","8","0","91002"
"224","56011166","1","15","1001","10201166"
"225","56011167","1","15","1002","10201167"
"226","56011168","1","15","1003","10201168"
"227","56011168","50","8","0","91002"
"228","56011169","1","15","1001","10201169"
"229","56011170","1","15","1002","10201170"
"230","56011171","1","15","1003","10201171"
"231","56011171","50","8","0","91002"
"232","56011172","1","15","1001","10201172"
"233","56011173","1","15","1002","10201173"
"234","56011174","1","15","1003","10201174"
"235","56011174","50","8","0","91002"
"236","56011175","1","15","1001","10201175"
"237","56011176","1","15","1002","10201176"
"238","56011177","1","15","1003","10201177"
"239","56011177","50","8","0","91002"
"240","56011178","1","15","1001","10201178"
"241","56011179","1","15","1002","10201179"
"242","56011180","1","15","1003","10201180"
"243","56011180","50","8","0","91002"
"244","56011181","1","15","1001","10201181"
"245","56011182","1","15","1002","10201182"
"246","56011183","1","15","1003","10201183"
"247","56011183","50","8","0","91002"
"248","56011184","1","15","1001","10201184"
"249","56011185","1","15","1002","10201185"
"250","56011186","1","15","1003","10201186"
"251","56011186","50","8","0","91002"
"252","56011187","1","15","1001","10201187"
"253","56011188","1","15","1002","10201188"
"254","56011189","1","15","1003","10201189"
"255","56011189","50","8","0","91002"
"256","56011190","1","15","1001","10201190"
"257","56011191","1","15","1002","10201191"
"258","56011192","1","15","1003","10201192"
"259","56011192","50","8","0","91002"
"260","56011193","1","15","1001","10201193"
"261","56011194","1","15","1002","10201194"
"262","56011195","1","15","1003","10201195"
"263","56011195","50","8","0","91002"
"264","56011196","1","15","1001","10201196"
"265","56011197","1","15","1002","10201197"
"266","56011198","1","15","1003","10201198"
"267","56011198","50","8","0","91002"
"268","56011199","1","15","1001","10201199"
"269","56011200","1","15","1002","10201200"
"270","56011201","1","15","1003","10201201"
"271","56011201","50","8","0","91002"
"272","56011202","1","15","1001","10201202"
"273","56011203","1","15","1002","10201203"
"274","56011204","1","15","1003","10201204"
"275","56011204","50","8","0","91002"
"276","56011205","1","15","1001","10201205"
"277","56011206","1","15","1002","10201206"
"278","56011207","1","15","1003","10201207"
"279","56011207","50","8","0","91002"
"280","56011208","1","15","1001","10201208"
"281","56011209","1","15","1002","10201209"
"282","56011210","1","15","1003","10201210"
"283","56011210","50","8","0","91002"
"284","56011211","1","15","1001","10201211"
"285","56011212","1","15","1002","10201212"
"286","56011213","1","15","1003","10201213"
"287","56011213","50","8","0","91002"
"288","56011214","1","15","1001","10201214"
"289","56011215","1","15","1002","10201215"
"290","56011216","1","15","1003","10201216"
"291","56011216","50","8","0","91002"
"292","56011217","1","15","1001","10201217"
"293","56011218","1","15","1002","10201218"
"294","56011219","1","15","1003","10201219"
"295","56011219","50","8","0","91002"
"296","56011220","1","15","1001","10201220"
"297","56011221","1","15","1002","10201221"
"298","56011222","1","15","1003","10201222"
"299","56011222","50","8","0","91002"
"300","56011223","1","15","1001","10201223"
"301","56011224","1","15","1002","10201224"
"302","56011225","1","15","1003","10201225"
"303","56011225","50","8","0","91002"
"304","56011226","1","15","1001","10201226"
"305","56011227","1","15","1002","10201227"
"306","56011228","1","15","1003","10201228"
"307","56011228","50","8","0","91002"
"308","56011229","1","15","1001","10201229"
"309","56011230","1","15","1002","10201230"
"310","56011231","1","15","1003","10201231"
"311","56011231","50","8","0","91002"
"312","56011232","1","15","1001","10201232"
"313","56011233","1","15","1002","10201233"
"314","56011234","1","15","1003","10201234"
"315","56011234","50","8","0","91002"
"316","56012001","1","15","1003","10202001"
"317","56012002","1","15","1003","10202002"
"318","56012003","1","15","1003","10202003"
"319","56012004","1","15","1003","10202004"
"320","56012005","1","15","1003","10202005"
"321","56012006","1","15","1003","10202006"
"322","56012007","1","15","1003","10202007"
"323","56012008","1","15","1003","10202008"
"324","56012009","1","15","1003","10202009"
"325","56012010","1","15","1003","10202010"
"326","56012011","1","15","1003","10202011"
"327","56012012","1","15","1003","10202012"
"328","56012013","1","15","1003","10202013"
"329","56012014","1","15","1003","10202014"
"330","56012015","1","15","1003","10202015"
"447","54002001","1","15","1001","10501001"
"448","54002001","50","8","0","91002"
"449","54002002","1","15","1002","10501002"
"450","54002002","50","8","0","91002"
"451","54002003","1","15","1003","10501003"
"452","54002003","50","8","0","91002"
"453","54004001","1","15","1001","10502001"
"454","54004001","50","8","0","91002"
"455","54004002","1","15","1002","10502002"
"456","54004002","50","8","0","91002"
"457","54004003","1","15","1003","10502003"
"458","54004003","50","8","0","91002"
"459","55006001","1","15","1001","10601001"
"460","55006001","10","8","0","91002"
"461","55006002","1","15","1002","10601002"
"462","55006002","30","8","0","91002"
"463","55006003","1","15","1003","10601003"
"464","55006003","50","8","0","91002"
"465","56011235","1","15","1001","10201235"
"466","56011236","1","15","1002","10201236"
"467","56011237","1","15","1003","10201237"
"468","56011237","50","8","0","91002"
"469","56011238","1","15","1001","10201238"
"470","56011239","1","15","1002","10201239"
"471","56011240","1","15","1003","10201240"
"472","56011240","50","8","0","91002"
"473","56011241","1","15","1001","10201241"
"474","56011242","1","15","1002","10201242"
"475","56011243","1","15","1003","10201243"
"476","56011243","50","8","0","91002"
"477","56011244","1","15","1001","10201244"
"478","56011245","1","15","1002","10201245"
"479","56011246","1","15","1003","10201246"
"480","56011246","50","8","0","91002"
"481","56011247","1","15","1001","10201247"
"482","56011248","1","15","1002","10201248"
"483","56011249","1","15","1003","10201249"
"484","56011249","50","8","0","91002"
"485","56011250","1","15","1001","10201250"
"486","56011251","1","15","1002","10201251"
"487","56011252","1","15","1003","10201252"
"488","56011252","50","8","0","91002"
"489","56011253","1","15","1001","10201253"
"490","56011254","1","15","1002","10201254"
"491","56011255","1","15","1003","10201255"
"492","56011255","50","8","0","91002"
"493","56011256","1","15","1001","10201256"
"494","56011257","1","15","1002","10201257"
"495","56011258","1","15","1003","10201258"
"496","56011258","50","8","0","91002"
"497","56011259","1","15","1001","10201259"
"498","56011260","1","15","1002","10201260"
"499","56011261","1","15","1003","10201261"
"500","56011261","50","8","0","91002"
"501","56011262","1","15","1001","10201262"
"502","56011263","1","15","1002","10201263"
"503","56011264","1","15","1003","10201264"
"504","56011264","50","8","0","91002"
"505","56011265","1","15","1001","10201265"
"506","56011266","1","15","1002","10201266"
"507","56011267","1","15","1003","10201267"
"508","56011267","50","8","0","91002"
"509","56011268","1","15","1001","10201268"
"510","56011269","1","15","1002","10201269"
"511","56011270","1","15","1003","10201270"
"512","56011270","50","8","0","91002"
"513","56011271","1","15","1003","10201271"
"514","56011271","100","8","0","91002"
"515","56011272","1","15","1003","10201272"
"516","56011272","100","8","0","91002"
"517","56011273","1","15","1003","10201273"
"518","56011273","100","8","0","91002"
"519","56011274","1","15","1001","10201274"
"520","56011275","1","15","1002","10201275"
"521","56011276","1","15","1003","10201276"
"522","56011276","50","8","0","91002"
"523","56011277","1","15","1001","10201277"
"524","56011278","1","15","1002","10201278"
"525","56011279","1","15","1003","10201279"
"526","56011279","50","8","0","91002"
"527","56011280","1","15","1001","10201280"
"528","56011281","1","15","1002","10201281"
"529","56011282","1","15","1003","10201282"
"530","56011282","50","8","0","91002"
"531","56011283","1","15","1001","10201283"
"532","56011284","1","15","1002","10201284"
"533","56011285","1","15","1003","10201285"
"534","56011285","50","8","0","91002"
"535","56011286","1","15","1003","10201286"
"536","56011286","100","8","0","91002"
"537","56014001","1","15","1001","11101001"
"538","56014001","10","8","0","91002"
"539","56014002","1","15","1002","11101002"
"540","56014002","20","8","0","91002"
"541","56014003","1","15","1003","11101003"
"542","56014003","50","8","0","91002"
"543","56015001","1","15","1001","11201001"
"544","56015001","50","8","0","91002"
"545","56015002","1","15","1002","11201002"
"546","56015002","50","8","0","91002"
"547","56015003","1","15","1003","11201003"
"548","56015003","50","8","0","91002"
"549","56011287","1","15","1001","10201287"
"550","56011288","1","15","1002","10201288"
"551","56011289","1","15","1003","10201289"
"552","56011289","50","8","0","91002"
"553","56011290","1","15","1001","10201290"
"554","56011291","1","15","1002","10201291"
"555","56011292","1","15","1003","10201292"
"556","56011292","50","8","0","91002"
"557","56011293","1","15","1003","10201293"
"558","56011293","100","8","0","91002"
"559","56011294","1","15","1001","10201294"
"560","56011295","1","15","1002","10201295"
"561","56011296","1","15","1003","10201296"
"562","56011296","50","8","0","91002"
"563","56011297","1","15","1001","10201297"
"564","56011298","1","15","1002","10201298"
"565","56011299","1","15","1003","10201299"
"566","56011299","50","8","0","91002"
"567","56011300","1","15","1001","10201300"
"568","56011301","1","15","1002","10201301"
"569","56011302","1","15","1003","10201302"
"570","56011302","50","8","0","91002"
"571","56011303","1","15","1003","10201303"
"572","56011303","100","8","0","91002"
"573","56011304","1","15","1001","10201304"
"574","56011305","1","15","1002","10201305"
"575","56011306","1","15","1003","10201306"
"576","56011306","50","8","0","91002"
"577","58008015","1","15","1003","10301015"
"578","58008015","50","8","0","91002"
"579","56011307","1","15","1001","10201307"
"580","56011308","1","15","1002","10201308"
"581","56011309","1","15","1003","10201309"
"582","56011309","50","8","0","91002"
"583","56011310","1","15","1001","10201310"
"584","56011311","1","15","1002","10201311"
"585","56011312","1","15","1003","10201312"
"586","56011312","50","8","0","91002"
"587","56011313","1","15","1003","10201313"
"588","56011313","100","8","0","91002"
"589","56011314","1","15","1001","10201314"
"590","56011315","1","15","1002","10201315"
"591","56011316","1","15","1003","10201316"
"592","56011316","50","8","0","91002"
"593","56011317","1","15","1001","10201317"
"594","56011318","1","15","1002","10201318"
"595","56011319","1","15","1003","10201319"
"596","56011319","50","8","0","91002"
"597","56011320","1","15","1001","10201320"
"598","56011321","1","15","1002","10201321"
"599","56011322","1","15","1003","10201322"
"600","56011322","50","8","0","91002"
"601","56011323","1","15","1003","10201323"
"602","56011323","100","8","0","91002"
"603","56011324","1","15","1001","10201324"
"604","56011325","1","15","1002","10201325"
"605","56011326","1","15","1003","10201326"
"606","56011326","50","8","0","91002"
"607","56011327","1","15","1001","10201327"
"608","56011328","1","15","1002","10201328"
"609","56011329","1","15","1003","10201329"
"610","56011329","50","8","0","91002"
"611","56011330","1","15","1001","10201330"
"612","56011331","1","15","1002","10201331"
"613","56011332","1","15","1003","10201332"
"614","56011332","50","8","0","91002"
"615","56011333","1","15","1003","10201333"
"616","56011333","100","8","0","91002"
"617","56011334","1","15","1003","10201334"
"618","56011334","100","8","0","91002"
"619","56011335","1","15","1003","10201335"
"620","56011335","100","8","0","91002"
"621","56012100","1","15","1003","10202100"
"622","56011336","1","15","1001","10201336"
"623","56011337","1","15","1002","10201337"
"624","56011338","1","15","1003","10201338"
"625","56011338","50","8","0","91002"
"626","56011339","1","15","1001","10201339"
"627","56011340","1","15","1002","10201340"
"628","56011341","1","15","1003","10201341"
"629","56011341","50","8","0","91002"
"630","56012016","1","15","1003","10202016"
"631","56011342","1","15","1003","10201342"
"632","56011342","100","8","0","91002"
"633","56011343","1","15","1001","10201343"
"634","56011344","1","15","1002","10201344"
"635","56011345","1","15","1003","10201345"
"636","56011345","50","8","0","91002"
"637","56011346","1","15","1001","10201346"
"638","56011347","1","15","1002","10201347"
"639","56011348","1","15","1003","10201348"
"640","56011348","50","8","0","91002"
"641","56011349","1","15","1003","10201349"
"642","56011349","100","8","0","91002"
"643","55008001","1","15","1001","10603001"
"644","55008001","50","8","0","91002"
"645","55008002","1","15","1001","10603002"
"646","55008002","50","8","0","91002"
"647","55008003","1","15","1002","10603003"
"648","55008003","50","8","0","91002"
"649","55008004","1","15","1002","10603004"
"650","55008004","50","8","0","91002"
"651","55008005","1","15","1003","10603005"
"652","55008005","50","8","0","91002"
"653","55008006","1","15","1003","10603006"
"654","55008006","50","8","0","91002"
"655","56011350","1","15","1001","10201350"
"656","56011351","1","15","1002","10201351"
"657","56011352","1","15","1003","10201352"
"658","56011352","50","8","0","91002"
"659","56011353","1","15","1001","10201353"
"660","56011354","1","15","1002","10201354"
"661","56011355","1","15","1003","10201355"
"662","56011355","50","8","0","91002"
"663","56011356","1","15","1001","10201356"
"664","56011357","1","15","1002","10201357"
"665","56011358","1","15","1003","10201358"
"666","56011358","50","8","0","91002"
"667","56011359","1","15","1003","10201359"
"668","56011359","100","8","0","91002"
"669","56011360","1","15","1001","10201360"
"670","56011361","1","15","1002","10201361"
"671","56011362","1","15","1003","10201362"
"672","56011362","50","8","0","91002"
"673","56011363","1","15","1001","10201363"
"674","56011364","1","15","1002","10201364"
"675","56011365","1","15","1003","10201365"
"676","56011365","50","8","0","91002"
"677","56012017","1","15","1003","10202017"
"678","56011366","1","15","1001","10201366"
"679","56011367","1","15","1002","10201367"
"680","56011368","1","15","1003","10201368"
"681","56011368","50","8","0","91002"
"682","56011369","1","15","1001","10201369"
"683","56011370","1","15","1002","10201370"
"684","56011371","1","15","1003","10201371"
"685","56011371","50","8","0","91002"
"686","56011372","1","15","1003","10201372"
"687","56011372","100","8","0","91002"
"688","56011373","1","15","1001","10201373"
"689","56011374","1","15","1002","10201374"
"690","56011375","1","15","1003","10201375"
"691","56011375","50","8","0","91002"
"692","56011376","1","15","1001","10201376"
"693","56011377","1","15","1002","10201377"
"694","56011378","1","15","1003","10201378"
"695","56011378","50","8","0","91002"
"696","56011379","1","15","1001","10201379"
"697","56011380","1","15","1002","10201380"
"698","56011381","1","15","1003","10201381"
"699","56011381","50","8","0","91002"
"700","56011382","1","15","1001","10201382"
"701","56011383","1","15","1002","10201383"
"702","56011384","1","15","1003","10201384"
"703","56011384","50","8","0","91002"
"704","56011385","1","15","1003","10201385"
"705","56011385","100","8","0","91002"
"706","56011386","1","15","1001","10201386"
"707","56011387","1","15","1002","10201387"
"708","56011388","1","15","1003","10201388"
"709","56011388","50","8","0","91002"
"710","56011389","1","15","1001","10201389"
"711","56011390","1","15","1002","10201390"
"712","56011391","1","15","1003","10201391"
"713","56011391","50","8","0","91002"
"714","56011392","1","15","1001","10201392"
"715","56011393","1","15","1002","10201393"
"716","56011394","1","15","1003","10201394"
"717","56011394","50","8","0","91002"
"718","56011395","1","15","1003","10201395"
"719","56011395","100","8","0","91002"
"720","56011396","1","15","1003","10201396"
"721","56011396","100","8","0","91002"
"722","56011397","1","15","1001","10201397"
"723","56011398","1","15","1002","10201398"
"724","56011399","1","15","1003","10201399"
"725","56011399","50","8","0","91002"
"726","56011400","1","15","1001","10201400"
"727","56011401","1","15","1002","10201401"
"728","56011402","1","15","1003","10201402"
"729","56011402","50","8","0","91002"
"730","56011403","1","15","1001","10201403"
"731","56011404","1","15","1002","10201404"
"732","56011405","1","15","1003","10201405"
"733","56011405","50","8","0","91002"
"734","56011406","1","15","1003","10201406"
"735","56011406","100","8","0","91002"
"736","56011407","1","15","1001","10201407"
"737","56011408","1","15","1002","10201408"
"738","56011409","1","15","1003","10201409"
"739","56011409","50","8","0","91002"
"740","56011410","1","15","1001","10201410"
"741","56011411","1","15","1002","10201411"
"742","56011412","1","15","1003","10201412"
"743","56011412","50","8","0","91002"
"744","56011413","1","15","1003","10201413"
"745","56011413","100","8","0","91002"
"746","56011414","1","15","1001","10201414"
"747","56011415","1","15","1002","10201415"
"748","56011416","1","15","1003","10201416"
"749","56011416","50","8","0","91002"
"750","56011417","1","15","1001","10201417"
"751","56011418","1","15","1002","10201418"
"752","56011419","1","15","1003","10201419"
"753","56011419","50","8","0","91002"
"754","56011420","1","15","1001","10201420"
"755","56011421","1","15","1002","10201421"
"756","56011422","1","15","1003","10201422"
"757","56011422","50","8","0","91002"
"758","56011423","1","15","1003","10201423"
"759","56011423","100","8","0","91002"
"760","56011424","1","15","1001","10201424"
"761","56011425","1","15","1002","10201425"
"762","56011426","1","15","1003","10201426"
"763","56011426","50","8","0","91002"
"764","56011427","1","15","1001","10201427"
"765","56011428","1","15","1002","10201428"
"766","56011429","1","15","1003","10201429"
"767","56011429","50","8","0","91002"
"768","56011430","1","15","1001","10201430"
"769","56011431","1","15","1002","10201431"
"770","56011432","1","15","1003","10201432"
"771","56011432","50","8","0","91002"
"772","56011433","1","15","1001","10201433"
"773","56011434","1","15","1002","10201434"
"774","56011435","1","15","1003","10201435"
"775","56011435","50","8","0","91002"
"776","56011436","1","15","1003","10201436"
"777","56011436","100","8","0","91002"
"778","56011437","1","15","1001","10201437"
"779","56011438","1","15","1002","10201438"
"780","56011439","1","15","1003","10201439"
"781","56011439","50","8","0","91002"
"782","56011440","1","15","1001","10201440"
"783","56011441","1","15","1002","10201441"
"784","56011442","1","15","1003","10201442"
"785","56011442","50","8","0","91002"
"786","56011443","1","15","1001","10201443"
"787","56011444","1","15","1002","10201444"
"788","56011445","1","15","1003","10201445"
"789","56011445","50","8","0","91002"
"790","56011446","1","15","1003","10201446"
"791","56011446","100","8","0","91002"
"792","56011447","1","15","1001","10201447"
"793","56011448","1","15","1002","10201448"
"794","56011449","1","15","1003","10201449"
"795","56011449","50","8","0","91002"
"796","56011450","1","15","1001","10201450"
"797","56011451","1","15","1002","10201451"
"798","56011452","1","15","1003","10201452"
"799","56011452","50","8","0","91002"
"800","56011453","1","15","1001","10201453"
"801","56011454","1","15","1002","10201454"
"802","56011455","1","15","1003","10201455"
"803","56011455","50","8","0","91002"
"804","56011456","1","15","1001","10201456"
"805","56011457","1","15","1002","10201457"
"806","56011458","1","15","1003","10201458"
"807","56011458","50","8","0","91002"
"808","56011459","1","15","1001","10201459"
"809","56011460","1","15","1002","10201460"
"810","56011461","1","15","1003","10201461"
"811","56011461","50","8","0","91002"
"812","56011462","1","15","1003","10201462"
"813","56011462","100","8","0","91002"
"814","56011463","1","15","1003","10201463"
"815","56011463","100","8","0","91002"
"816","56011464","1","15","1003","10201464"
"817","56011464","100","8","0","91002"
"818","56011465","1","15","1001","10201465"
"819","56011466","1","15","1002","10201466"
"820","56011467","1","15","1003","10201467"
"821","56011467","50","8","0","91002"
"822","56011468","1","15","1001","10201468"
"823","56011469","1","15","1002","10201469"
"824","56011470","1","15","1003","10201470"
"825","56011470","50","8","0","91002"
"826","56011471","1","15","1003","10201471"
"827","56011471","100","8","0","91002"
"828","56011472","1","15","1001","10201472"
"829","56011473","1","15","1002","10201473"
"830","56011474","1","15","1003","10201474"
"831","56011474","50","8","0","91002"
"832","56011475","1","15","1001","10201475"
"833","56011476","1","15","1002","10201476"
"834","56011477","1","15","1003","10201477"
"835","56011477","50","8","0","91002"
"836","56011484","1","15","1003","10201484"
"837","56011484","100","8","0","91002"
"838","56011485","1","15","1001","10201485"
"839","56011486","1","15","1002","10201486"
"840","56011487","1","15","1003","10201487"
"841","56011487","50","8","0","91002"
"842","56011488","1","15","1001","10201488"
"843","56011489","1","15","1002","10201489"
"844","56011490","1","15","1003","10201490"
"845","56011490","50","8","0","91002"
"846","56011491","1","15","1001","10201491"
"847","56011492","1","15","1002","10201492"
"848","56011493","1","15","1003","10201493"
