0a87fada9ed3b84f1d8a42de1c44a78efea3fc94d8ab85f384e1da9b7399eead,e055dd16b7f239b327e9b9f1cf704e9dec9be79d7bcf1dca0204dba0a3a46170,0fcdcde5789023e573edf751e81d943fac2105c7d13969dc77dea7937f4ba5ba,8628a4e2174da79185bca2e70b728757054b00c0edbfc96d0cd090309ec64ace,876c983bc0468a8bab7ae8209000a5976249633addeb9ccbfbc90fe2b1d72701,323c0918340daafcdfa6b0c49e8cd3b78118f8baf22005b5a98cf5cd4bd0bd37,1b5197eee26fe93357dda5d036f152d5f35e19838195d88b7d6ba6682e6ca480,a4f6a5e3f6cf16b8dac44919afe612d1e1ca5d9fa6f402b7bee0f23756463791,a7cf6adc0bb3b28f9d19760878fb06f7a99747f4024cbe5378741c59c9c5b80d,5fdcde11d85c8f97a267409e8fb3d0ba51016b60d9f9d765e247d9170d6451f2,37f614716038de4250039034f287e6c9bf95b6824c5bc8954638ed07e91a4b3c,71aa3726c9bcefcc84df4a57e781ae4a130bd63a3ba937615634525f3f161195,1e8b803e63ba8a5ce0d1673b76e44a30cd604e5fb0d5f9e3551368632fd9d021,ec24265638288367cc9480abc85b16f9b7b9d614f91ded80914205b209dd0c42,0c3bf6d6f339faa50b419ede4bec9cb8464966902545437172ec3f6d9124949f,bc25e8737c5a28850e1232b0fb2f0ed5ceb0a529857009608464e4c10e26a994,d74b8b9bed5030db416fee9939e16c4d3b1ce8bfc332b93e6b28d53e4838216a,d27cb4b0823e4f3e14c699697a91d80212e28921df80c84ee94c97d5ab881dd3,bf61250fa538e7e7a5d8cd292c870d8667dc41a65f3463441660fd03aaf2a8c3
"10023","0","610023006","3","0","0","-50","1","1","0","5","0","1.5","","0","135","0","1.25","0"
"10025","5025321","610025004","1","5025322","0","-50","1","2","0","5","610025401","5.5","","0","140","3","1.25","600"
"10025","0","610025005","2","5025323","0","-50","1","1","50","5","0","1.5","","0","140","0","1.25","0"
"10025","0","610025006","3","0","0","-50","1","1","0","5","0","1.5","","0","140","0","1.25","0"
"10027","5027321","610027004","1","5027322","0","-50","1","1","60","5","0","5.5","","0","145","3","1.25","600"
"10027","0","610027005","2","5027323","0","-50","1","2","0","5","610027501","1.5","","0","145","0","1.25","600"
"10027","0","610027006","3","0","0","-50","1","1","0","5","0","1.5","","0","145","0","1.25","0"
"10029","5029321","610029004","1","5029322","0","0","1","2","0","5","610029401","5.5","","0","145","3","1.5","600"
"10029","0","610029005","2","5029323","0","0","1","1","60","5","0","1.5","","0","145","0","1.5","0"
"10029","0","610029006","3","0","0","0","1","1","0","5","0","1.5","","0","145","0","1.5","0"
"10031","5031321","610031004","1","5031322","0","-50","1","2","0","5","610031401","5.5","","0","150","3","1.25","600"
"10031","0","610031005","2","5031323","0","-50","1","1","50","5","0","1.5","","0","150","0","1.25","0"
"10031","0","610031006","3","0","0","-50","1","1","0","5","0","1.5","","0","150","0","1.25","0"
"10033","5033321","610033004","1","5033322","0","-50","1","1","50","5","0","5.5","","0","150","3","1.25","600"
"10033","0","610033005","2","5033323","0","-50","1","2","0","5","610033402","1.5","","0","150","0","1.25","600"
"10033","0","610033006","3","0","0","-50","1","1","0","5","0","1.5","","0","150","0","1.25","0"
"10034","5011321","610034004","1","5011322","0","0","1","1","70","5","0","1.5","","0","90","0","1.4","0"
"10034","0","610034005","2","5011323","0","0","1","1","40","5","0","1.5","","0","90","0","1.4","0"
"10034","0","610034006","3","0","0","0","1","1","0","5","0","1.5","","0","90","0","1.4","0"
"10035","5035321","610035004","1","5035322","0","5","1","2","0","5","610035401","5.5","","0","155","3","2.5","600"
"10035","0","610035005","2","5035323","0","5","1","2","0","5","610035402","1.5","","0","155","0","2.5","600"
"10035","0","610035006","3","0","0","5","1","1","0","5","0","1.5","","0","155","0","2.5","0"
"10036","5036321","610036004","1","5036322","0","-50","1","1","75","5","0","5.5","","0","155","3","0.4","600"
"10036","0","610036005","2","5036323","0","-50","1","1","20","5","0","1.5","","0","155","0","0.4","600"
"10036","0","610036006","3","0","0","-50","1","1","0","5","0","1.5","","0","155","0","0.4","0"
"10037","0","610037004","1","5012321","0","-50","1","2","0","5","610037401","1.5","","0","90","3","1.5","600"
"10037","0","610037005","2","5012322","0","-50","1","1","53","5","0","1.5","","0","90","0","1.5","0"
"10037","0","610037006","3","0","0","-50","1","1","0","5","0","1.5","","0","90","0","1.5","0"
"10038","5038321","610038004","1","5038322","0","-20","1","2","0","5","610038401","5.5","","0","155","3","1.8","600"
"10038","0","610038005","2","5038323","0","-20","1","1","55","5","0","1.5","310700_detail_idle","0","155","0","2","0"
"10038","0","610038006","3","0","0","-20","1","1","0","5","0","1.5","","0","155","0","1.8","0"
"10039","0","610039004","1","5013321","0","50","1","2","0","5","610039401","1.5","","0","90","3","0.9","600"
"10039","0","610039005","2","5013322","0","84","1","1","50","5","0","1.5","","0","90","0","1","0"
"10039","0","610039006","3","0","0","84","1","1","0","5","0","1.5","","0","90","0","1","0"
"10040","5040321","610040004","1","5040322","0","-20","1","2","0","5","610040401","5.5","","0","160","3","1.5","600"
"10040","0","610040005","2","5040323","0","-35","1","1","60","5","0","1.5","","0","160","0","1.7","0"
"10040","0","610040006","3","0","0","-35","1","1","0","5","0","1.5","","0","160","0","1.7","0"
"10041","0","610041004","1","5015321","0","1","1","2","0","5","610041401","1.5","","0","90","3","0.9","600"
"10041","0","610041005","2","5015322","0","-50","1","1","42","5","0","1.5","","0","90","0","1.3","0"
"10041","0","610041006","3","0","0","-50","1","1","0","5","0","1.5","","0","90","0","1.3","0"
"10042","5042321","610042004","1","5042322","0","-20","1","5","60","5","0","5.5","","6500000","160","0","1.7","0"
"10042","0","610042005","2","5042323","0","-20","1","2","0","5","610042402","1.5","311100_detail_idle","0","160","3","1.61","600"
"10042","0","610042006","3","0","0","-20","1","1","0","5","0","1.5","","0","160","0","1.7","0"
"10043","5019321","610043004","1","5019322","0","-50","1","4","0","5","610043401","1.5","","200","90","0","1.25","0"
"10043","0","610043005","2","5019323","0","-50","1","1","67","5","0","1.5","","0","90","0","1.25","0"
"10043","0","610043006","3","0","0","-50","1","1","0","5","0","1.5","","0","90","0","1.25","0"
"10044","5044321","610044004","1","5044322","0","-54","1","1","70","5","0","1.5","","0","166","3","1.8","600"
"10044","0","610044005","2","5044323","0","-54","1","1","30","5","0","1.5","","0","166","0","1.8","0"
"10044","0","610044006","3","0","0","-54","1","1","0","5","0","1.5","","0","166","0","1.8","0"
"10045","5021321","610045004","1","5021322","0","0","1","1","65","5","0","1.5","","0","90","0","1","0"
"10045","0","610045005","2","5021323","0","0","1","3","0","5","0","1.5","","30","90","0","1","0"
"10045","0","610045006","3","0","0","0","1","1","0","5","0","1.5","","0","90","0","1","0"
"10046","5046321","610046004","1","5046322","0","-35","1","1","30","5","0","5.5","","0","169","0","1.7","0"
"10046","0","610046005","2","5046323","0","-15","1","2","0","5","610046402","1.5","","0","169","3","1.7","600"
"10046","0","610046006","3","0","0","-35","1","1","0","5","0","1.5","","0","169","0","1.7","0"
"10047","5023321","610047004","1","5023322","0","-50","1","1","75","5","0","1.5","","0","90","0","1.25","0"
"10047","0","610047005","2","5023323","0","-50","1","1","40","5","0","1.5","","0","90","0","1.25","0"
"10047","0","610047006","3","0","0","-50","1","1","0","5","0","1.5","","0","90","0","1.25","0"
"10048","5048321","610048004","1","5048322","0","-35","1","1","35","5","0","5.5","","0","172","0","1.25","0"
"10048","0","610048005","2","5048323","0","-35","1","2","0","5","610048402","1.5","","0","172","3","1.25","600"
"10048","0","610048006","3","0","0","-35","1","1","0","5","0","1.5","","0","172","0","1.25","0"
"10049","5025321","610049004","1","5025322","0","-50","1","2","0","5","610049401","5.5","","0","90","3","1.25","600"
"10049","0","610049005","2","5025323","0","-50","1","1","63","5","0","1.5","","0","90","0","1.25","0"
"10049","0","610049006","3","0","0","-50","1","1","0","5","0","1.5","","0","90","0","1.25","0"
"10050","5050321","610050004","1","5050322","0","-35","1","3","0","5","610050401","5.5","","35","175","0","1.25","0"
"10050","0","610050005","2","5050323","0","-35","1","1","75","5","0","1.5","","0","175","0","1.25","0"
"10050","0","610050006","3","0","0","-35","1","1","0","5","0","1.5","","0","175","0","1.25","0"
"10051","5027321","610051004","1","5027322","0","-50","1","1","80","5","0","5.5","","0","130","3","1.25","600"
"10051","0","610051005","2","5027323","0","-50","1","2","0","5","610051501","1.5","","0","130","0","1.25","600"
"10051","0","610051006","3","0","0","-50","1","1","0","5","0","1.5","","0","130","0","1.25","0"
"10052","5052321","610052004","1","5052322","0","-75","1","1","79","5","0","5.5","","0","178","0","1.7","0"
"10052","0","610052005","2","5052323","0","-75","1","1","36","5","0","1.5","","0","178","0","1.7","0"
"10052","0","610052006","3","0","0","-75","1","1","0","5","0","1.5","","0","178","0","1.7","0"
"10053","0","610053004","1","5017321","0","50","1","2","0","5","610053401","1.5","","0","133","3","0.9","600"
"10053","0","610053005","2","5017322","0","84","1","1","69","5","0","1.5","","0","133","0","1","0"
"10053","0","610053006","3","0","0","84","1","1","0","5","0","1.5","","0","133","0","1","0"
"10054","5054321","610054004","1","5054322","0","-75","1","1","28","5","0","5.5","","0","181","0","1.7","0"
"10054","0","610054005","2","5054323","0","-40","1","2","0","5","610054402","1.5","","0","181","0","1.3","600"
"10054","0","610054006","3","0","0","-75","1","1","0","5","0","1.5","","0","181","0","1.7","0"
"10055","5029321","610055004","1","5029322","0","0","1","2","0","5","610055401","5.5","","0","136","3","1.5","600"
"10055","0","610055005","2","5029323","0","0","1","1","73","5","0","1.5","","0","136","0","1.5","0"
"10055","0","610055006","3","0","0","0","1","1","0","5","0","1.5","","0","136","0","1.5","0"
"10056","5056321","610056004","1","5056322","0","-20","1","1","80","5","0","5.5","","0","175","3","2","600"
"10056","0","610056005","2","5056323","0","-20","1","1","55","5","0","1.5","","0","175","0","2","0"
"10056","0","610056006","3","0","0","-20","1","1","0","5","0","1.5","","0","175","0","2","0"
"10057","5031321","610057004","1","5031322","0","-50","1","2","0","5","610057401","5.5","","0","139","3","1.25","600"
"10057","0","610057005","2","5031323","0","-50","1","1","60","5","0","1.5","","0","139","0","1.25","0"
"10057","0","610057006","3","0","0","-50","1","1","0","5","0","1.5","","0","139","0","1.25","0"
"10058","5058321","610058004","1","5058322","0","5","1","3","0","5","610058401","5.5","","35","178","3","1.75","600"
"10058","0","610058005","2","5058323","0","5","1","1","68","5","0","1.5","","0","178","0","1.75","600"
"10058","0","610058006","3","0","0","5","1","1","0","5","0","1.5","","0","178","0","1.75","0"
"10059","5059321","610059004","1","5059322","0","-20","1","1","75","5","0","5.5","","0","178","3","1.55","600"
"10059","0","610059005","2","5059323","0","0","1","2","0","5","610059402","1.5","","0","178","0","1.15","600"
"10059","0","610059006","3","0","0","-20","1","1","0","5","0","1.5","","0","178","0","1.55","0"
"10060","5033321","610060004","1","5033322","0","-50","1","1","56","5","0","5.5","","0","142","3","1.25","600"
"10060","0","610060005","2","5033323","0","-50","1","2","0","5","610060402","1.5","","0","142","0","1.25","600"
"10060","0","610060006","3","0","0","-50","1","1","0","5","0","1.5","","0","142","0","1.25","0"
"10061","5061321","610061004","1","5061322","0","-47","1","2","0","5","610061401","5.5","","0","181","3","0.83","600"
"10061","0","610061005","2","5061323","0","-47","1","1","80","5","0","1.5","","0","181","0","0.83","600"
"10061","0","610061006","3","0","0","-47","1","1","0","5","0","1.5","","0","181","0","0.83","0"
"10062","5035321","610062004","1","5035322","0","5","1","2","0","5","610062401","5.5","","0","145","3","2.5","600"
"10062","0","610062005","2","5035323","0","5","1","2","0","5","610062402","1.5","","0","145","0","2.5","600"
"10062","0","610062006","3","0","0","5","1","1","0","5","0","1.5","","0","145","0","2.5","0"
"10063","5036321","610063004","1","5036322","0","-50","1","1","73","5","0","5.5","","0","145","3","0.4","600"
"10063","0","610063005","2","5036323","0","-50","1","1","37","5","0","1.5","","0","145","0","0.4","600"
"10063","0","610063006","3","0","0","-50","1","1","0","5","0","1.5","","0","145","0","0.4","0"
"10064","5064321","610064004","1","5064322","0","-50","1","1","67","5","0","5.5","","0","184","3","1.25","600"
"10064","0","610064005","2","5064323","0","-50","1","1","40","5","0","1.5","","0","184","0","1.25","600"
"10064","0","610064006","3","0","0","-50","1","1","0","5","0","1.5","","0","184","0","1.25","0"
"10065","5038321","610065004","1","5038322","0","-20","1","2","0","5","610065401","5.5","","0","148","3","1.5","600"
"10065","0","610065005","2","5038323","0","-20","1","1","67","5","0","1.5","310700_detail_idle","0","148","0","2","0"
"10065","0","610065006","3","0","0","-20","1","1","0","5","0","1.5","","0","148","0","1.8","0"
"10066","5066321","610066004","1","5066322","0","-50","1","5","94","5","610066401","5.5","","9000000","186","3","1","600"
"10066","0","610066005","2","5066323","0","-50","1","2","0","5","610066402","1.5","","0","186","0","1","600"
"10066","0","610066006","3","0","0","-50","1","1","0","5","0","1.5","","0","186","0","1","0"
"10067","5040321","610067004","1","5040322","0","-20","1","2","0","5","610067401","5.5","","0","151","3","1.5","600"
"10067","0","610067005","2","5040323","0","-35","1","1","68","5","0","1.5","","0","151","0","1.7","0"
"10067","0","610067006","3","0","0","-35","1","1","0","5","0","1.5","","0","151","0","1.7","0"
"10068","5068321","610068004","1","5068322","0","-47","1","1","56","5","0","5.5","","0","189","3","1.7","600"
"10068","0","610068005","2","5068323","0","-47","1","2","0","5","610068402","1.5","","0","189","0","1.5","600"
"10068","0","610068006","3","0","0","-47","1","1","0","5","0","1.5","","0","189","0","1.7","0"
"10069","5042321","610069004","1","5042322","0","-20","1","5","72","5","0","5.5","","2400000","154","0","1.7","0"
"10069","0","610069005","2","5042323","0","-20","1","2","0","5","610069402","1.5","311100_detail_idle","0","154","3","1.7","600"
"10069","0","610069006","3","0","0","-20","1","1","0","5","0","1.5","","0","154","0","1.7","0"
"10070","5070321","610070004","1","5070322","1","-50","1","2","0","5","610070401","5.5","","0","192","3","2","600"
"10070","0","610070005","2","5070323","1","-50","1","2","0","5","610070402","1.5","","0","192","0","2","600"
"10070","0","610070006","3","0","0","-50","1","1","0","0","0","1.5","","0","192","0","2","0"
"10071","5044321","610071004","1","5044322","0","-54","1","1","72","5","0","1.5","","0","157","3","1.8","600"
"10071","0","610071005","2","5044323","0","-54","1","1","44","5","0","1.5","","0","157","0","1.8","0"
"10071","0","610071006","3","0","0","-54","1","1","0","5","0","1.5","","0","157","0","1.8","0"
"10072","5072321","610072004","1","5072322","0","-120","1","3","0","5","610072401","5.5","","30","195","3","1.3","600"
"10072","0","610072005","2","5072323","0","-80","1","2","0","5","610072402","1.5","","0","195","0","1","600"
"10072","0","610072006","3","0","0","-120","1","1","0","5","0","1.5","","0","195","0","1.3","0"
"10073","5046321","610073004","1","5046322","0","-35","1","1","60","5","0","5.5","","0","160","0","1.7","0"
"10073","0","610073005","2","5046323","0","-15","1","2","0","5","610073402","1.5","","0","160","3","1.7","600"
"10073","0","610073006","3","0","0","-35","1","1","0","5","0","1.5","","0","160","0","1.7","0"
"10074","5074321","610074004","1","5074322","0","-30","1","2","0","5","610074401","5.5","","0","198","3","1.18","600"
"10074","0","610074005","2","5074323","0","-30","1","3","0","5","610074402","1.5","","40","198","0","1.55","600"
"10074","0","610074006","3","0","0","-45","1","1","0","5","0","1.5","","0","198","0","1.55","0"
"10075","5048321","610075004","1","5048322","0","-35","1","1","71","5","0","5.5","","0","163","0","1.25","0"
"10075","0","610075005","2","5048323","0","-35","1","2","0","5","610075402","1.5","","0","163","3","1.25","600"
"10075","0","610075006","3","0","0","-35","1","1","0","5","0","1.5","","0","163","0","1.25","0"
"10076","5076321","610076004","1","5076322","0","-40","1","2","0","5","610076401","5.5","","0","200","3","2.2","600"
"10076","0","610076005","2","5076323","0","-40","1","1","97","5","610076402","1.5","","0","200","0","2.4","0"
"10076","0","610076006","3","0","0","-55","1","1","0","5","0","1.5","","0","200","0","2.4","0"
"10077","5050321","610077004","1","5050322","0","-35","1","3","0","5","610077401","5.5","","35","166","0","1.25","0"
"10077","0","610077005","2","5050323","0","-35","1","1","49","5","0","1.5","","0","166","0","1.25","0"
"10077","0","610077006","3","0","0","-35","1","1","0","5","0","1.5","","0","166","0","1.25","0"
"10078","5078321","610078004","1","5078322","0","-45","1","1","79","5","0","1.5","","0","203","0","1.55","0"
"10078","0","610078005","2","5078323","0","-45","1","4","0","5","0","1.5","","490","203","0","1.55","0"
"10078","0","610078006","3","0","0","-45","1","1","0","5","0","1.5","","0","203","0","1.55","0"
"10079","5052321","610079004","1","5052322","0","-75","1","1","77","5","0","5.5","","0","169","0","1.7","0"
"10079","0","610079005","2","5052323","0","-75","1","1","47","5","0","1.5","","0","169","0","1.7","0"
"10079","0","610079006","3","0","0","-75","1","1","0","5","0","1.5","","0","169","0","1.7","0"
"10080","5080321","610080004","1","5080322","0","-70","1","2","0","5","610080401","5.5","","0","206","3","1.4","600"
"10080","0","610080005","2","5080323","0","-70","1","1","67","5","610080402","1.5","","0","206","0","1.5","0"
"10080","0","610080006","3","0","0","-70","1","1","0","5","0","1.5","","0","206","0","1.5","0"
"10081","5054321","610081004","1","5054322","0","-75","1","1","48","5","0","5.5","","0","172","0","1.7","0"
"10081","0","610081005","2","5054323","0","-40","1","2","0","5","610081402","1.5","","0","172","0","1.3","600"
"10081","0","610081006","3","0","0","-75","1","1","0","5","0","1.5","","0","172","0","1.7","0"
"10082","5082321","610082004","1","5082322","0","-20","1","3","0","5","610082401","5.5","","20","209","3","2","600"
"10082","0","610082005","2","5082323","0","-20","1","1","49","5","0","1.5","","0","209","0","2","0"
"10082","0","610082006","3","0","0","-20","1","1","0","5","0","1.5","","0","209","0","2","0"
"10083","5056321","610083004","1","5056322","0","-20","1","1","77","5","0","5.5","","0","172","3","2","600"
"10083","0","610083005","2","5056323","0","-20","1","1","45","5","0","1.5","","0","172","0","2","0"
"10083","0","610083006","3","0","0","-20","1","1","0","5","0","1.5","","0","172","0","2","0"
"10084","5084321","610084004","1","5084322","0","5","1","2","0","5","610084401","5.5","","0","212","3","1.35","600"
"10084","0","610084005","2","5084323","0","5","1","3","0","5","0","1.5","","10","212","0","1.35","600"
"10084","0","610084006","3","0","0","5","1","1","0","5","0","1.5","","0","212","0","1.35","0"
"10085","5085321","610085004","1","5085322","0","-20","1","2","0","5","610085401","5.5","","0","212","3","0.95","600"
"10085","0","610085005","2","5085323","0","-20","1","1","75","5","0","1.5","","0","212","0","1.2","600"
"10085","0","610085006","3","0","0","-20","1","1","0","5","0","1.5","","0","212","0","1.2","0"
"10086","5058321","610086004","1","5058322","0","5","1","3","0","5","610086401","5.5","","20","172","3","1.75","600"
"10086","0","610086005","2","5058323","0","5","1","1","70","5","0","1.5","","0","172","0","1.75","600"
"10086","0","610086006","3","0","0","5","1","1","0","5","0","1.5","","0","172","0","1.75","0"
"10087","5059321","610087004","1","5059322","0","-20","1","1","71","5","0","5.5","","0","172","3","1.55","600"
"10087","0","610087005","2","5059323","0","0","1","2","0","5","610087402","1.5","","0","172","0","1.15","600"
"10087","0","610087006","3","0","0","-20","1","1","0","5","0","1.5","","0","172","0","1.55","0"
"10088","5088321","610088004","1","5088322","0","-70","1","3","0","5","610088401","5.5","","15","215","3","1.4","600"
"10088","0","610088005","2","5088323","0","-70","1","1","75","5","610088402","1.5","","0","215","0","1.5","0"
"10088","0","610088006","3","0","0","-70","1","1","0","5","0","1.5","","0","215","0","1.5","0"
"10089","5061321","610089004","1","5061322","0","-47","1","2","0","5","610089401","5.5","","0","172","3","0.83","600"
"10089","0","610089005","2","5061323","0","-47","1","1","60","5","0","1.5","","0","172","0","0.83","600"
"10089","0","610089006","3","0","0","-47","1","1","0","5","0","1.5","","0","172","0","0.83","0"
"10090","5090321","610090004","1","5090322","0","-45","1","1","78","5","0","5.5","","0","218","3","1.18","600"
"10090","0","610090005","2","5090323","0","-45","1","4","0","5","0","1.5","","550","218","0","1.18","0"
"10090","0","610090006","3","0","0","-45","1","1","0","5","0","1.5","","0","218","0","1.18","0"
"10091","5064321","610091004","1","5064322","0","-50","1","1","76","5","0","5.5","","0","172","3","1.25","600"
"10091","0","610091005","2","5064323","0","-50","1","1","50","5","0","1.5","","0","172","0","1.25","600"
"10091","0","610091006","3","0","0","-50","1","1","0","5","0","1.5","","0","172","0","1.25","0"
"10092","5092321","610092004","1","5092322","0","-50","1","1","60","5","0","5.5","","0","220","3","1.4","600"
"10092","0","610092005","2","5092323","0","-20","1","2","0","5","610092402","1.5","","0","220","0","1.15","600"
"10092","0","610092006","3","0","0","-50","1","1","0","5","0","1.5","","0","220","0","1.4","0"
"10093","5066321","610093004","1","5066322","0","-50","1","5","75","5","610093401","5.5","","2500000","172","3","1","600"
"10093","0","610093005","2","5066323","0","-50","1","2","0","5","610093402","1.5","","0","172","0","1","600"
"10093","0","610093006","3","0","0","-50","1","1","0","5","0","1.5","","0","172","0","1","0"
"10094","5094321","610094004","1","5094322","0","-50","1","3","0","5","610094401","5.5","","10","223","3","2.2","600"
"10094","0","610094005","2","5094323","0","-50","1","1","84","5","0","1.5","","0","223","0","2.2","0"
"10094","0","610094006","3","0","0","-50","1","1","0","5","0","1.5","","0","223","0","2.2","0"
"10095","5068321","610095004","1","5068322","0","-47","1","1","66","5","0","5.5","","0","172","3","1.7","600"
"10095","0","610095005","2","5068323","0","-47","1","2","0","5","610095402","1.5","","0","172","0","1.5","600"
"10095","0","610095006","3","0","0","-47","1","1","0","5","0","1.5","","0","172","0","1.7","0"
"10096","5096321","610096004","1","5096322","0","-120","1","1","76","5","0","5.5","","0","226","3","1.3","600"
"10096","0","610096005","2","5096323","0","-80","1","2","0","5","610096402","1.5","","0","226","0","1","600"
"10096","0","610096006","3","0","0","-120","1","1","0","5","0","1.5","","0","226","0","1.3","0"
"10097","5070321","610097004","1","5070322","1","-50","1","2","0","5","610097401","5.5","","0","172","3","2","600"
"10097","0","610097005","2","5070323","1","-50","1","2","0","5","610097402","1.5","","0","172","0","2","600"
"10097","0","610097006","3","0","0","-50","1","1","0","0","0","1.5","","0","172","0","2","0"
"10098","5098321","610098004","1","5098322","0","-120","1","2","0","5","610098401","5.5","","0","229","3","1.3","600"
"10098","0","610098005","2","5098323","0","-80","1","2","0","5","610098402","1.5","","0","229","0","1.1","600"
"10098","0","610098006","3","0","0","-85","1","1","0","5","0","1.5","","0","229","0","1.3","0"
"10099","5072321","610099004","1","5072322","0","-100","1","3","0","5","610099401","5.5","","25","172","3","1.3","600"
"10099","0","610099005","2","5072323","0","-80","1","2","0","5","610099402","1.5","","0","172","0","1","600"
"10099","0","610099006","3","0","0","-120","1","1","0","5","0","1.5","","0","172","0","1.3","0"
"10100","5100321","610100004","1","5100322","0","-50","1","2","0","5","610100401","5.5","","0","232","3","1.1","600"
"10100","0","610100005","2","5100323","0","-70","1","1","70","5","0","1.5","","0","232","0","1.5","600"
"10100","0","610100006","3","0","0","-70","1","1","0","5","610100110","1.5","","0","232","0","1.5","0"
"10101","5074321","610101004","1","5074322","0","-30","1","2","0","5","610101401","5.5","","0","175","3","1.18","600"
"10101","0","610101005","2","5074323","0","-30","1","3","0","5","610101402","1.5","","25","175","0","1.55","600"
"10101","0","610101006","3","0","0","-45","1","1","0","5","0","1.5","","0","175","0","1.55","0"
"10102","5102321","610102004","1","5102322","0","-85","1","1","32","5","0","5.5","","0","235","3","1.25","600"
"10102","0","610102005","2","5102323","0","-80","1","2","0","5","610102402","1.5","","0","235","0","1.1","600"
"10102","0","610102006","3","0","0","-85","1","1","0","5","0","1.5","","0","235","0","1.25","0"
"10103","5076321","610103004","1","5076322","0","-40","1","2","0","5","610103401","5.5","","0","178","3","2.2","600"
"10103","0","610103005","2","5076323","0","-40","1","1","97","5","610103402","1.5","","0","178","0","2.4","0"
