f4feaa71e46f4a3bb5ab39757ba8d7284c7ffd8a4f5bb0c329544c3091d42ebf,3f8d7b0b1c48e956915db059c280aeb9ba7b1a52d7c4c1e55a7bca727631266c,c2fad029c8326f8db0a00119de936e69ec7c819c662d079df1d3c34b4ef5c08a,cd9b8f6c61c42fa6c327b8b8145cf3f5d0f4d077540694902418be64075f6a72,061ba7f2149e87452724ca3e2957200b0dec66ded6e9b3495a1db3e2b255da6c,a0754edac4c9a5d63bc638a64e7fb8faf47571ae198e574680fac358ce290ca8,ea5c01e02a094877ffe9368570f3daedece18e56e869b13eb41a4b532f07d9c8,ba3662633c3c0d9ab6e9afc93a2e0f3663d3b58e867010e491bf7f3a2cc5b1d5,5e76570d40e88ddb3f79fd3a3306c6e79bb48be139e872091771b4ff878c842a,b413d3298188770114131c93c95b8452f8afb6d40a5c6c482e9c15b15b96c9c4,3f2363b58e58ba57babe3204cf707b519c980987518695b9fb4fb48538c3ff97,33cba9b3d4858b10da5e9b62c04191ae559d56017a159b2a906ab93f7db50edb,cea4086805db13c08de37c79d362f264f5fa723e839946ff7f6042f36d403f4b
"100301","vo_empress_100301_004","5","12","vo_empress_100301_004","感じるよ、キミからの愛\nこれがあれば、私はどんな\n敵にだって打ち勝てる！\n見せてやろう、一緒に！","","","3","4","100302","1","レイ"
"0","vo_empress_100401_001","5","13","vo_empress_100401_001","ミソギとにいちゃんはこれからも\n世界中を冒険して、ワクワクする\nお宝をたくさん見つけるんだ！\nワルモノなんかに邪魔させないよ！","","","1","4","100401","1","ミソギ"
"0","vo_empress_100401_002","5","14","vo_empress_100401_002","わわ、なんかヤバそうな雰囲気…\nこういう時こそミソギの出番だね！\nとっておきのイタズラ決めて、\nピンチもひっくり返しちゃうよ！","","","1","4","100401","1","ミソギ"
"0","vo_empress_100401_003","5","15","vo_empress_100401_003","うぅ…あの悪者、すごい迫力だよ…\nもしミソギたちが負けちゃったら、\nミソギもにいちゃんもこの世界も…\n全部おしまい、なんだよね…？","","","2","4","100403","1","ミソギ"
"100401","vo_empress_100401_004","5","16","vo_empress_100401_004","ミソギたちが世界を救っちゃったら\nきっとみんなびっくりするよね！\nどんな顔して驚いてくれるかな…\nにひひ、なんかワクワクしてきた！","","","3","4","100402","1","ミソギ"
"0","vo_empress_100501_001","5","17","vo_empress_100501_001","歴代オールヒーロー大進撃ッス～！\n自分は新世代のエースってとこッス\nかね？　さあ、ついてくるッス……\nあれ？　みんなどこ？　待って～","","","1","4","100501","1","マツリ"
"0","vo_empress_100501_002","5","18","vo_empress_100501_002","敵は圧倒的な力で、こっちを絶望\nさせる気ッスかね？　だとしたら\n大誤算ッスよ！　むしろ自分の\n正義の魂に火をつけたんスから！","","","1","4","100501","1","マツリ"
"0","vo_empress_100501_003","5","19","vo_empress_100501_003","足が……震えるッス……けど！\nこれは武者震いッス……！　だって\nヒーローは絶対に絶対にっ！\n敗北なんてしないんスから……っ！","","","2","4","100503","1","マツリ"
"100501","vo_empress_100501_004","5","20","vo_empress_100501_004","さあ、手と手をつないで、\n二人で教えてやるッスよ！\nどんな物語でも、悪は必ずヒーロー\nに打ち倒されるってことを！","","","3","4","100502","1","マツリ"
"0","vo_empress_100601_001","5","21","vo_empress_100601_001","ひゃぁんっ！\nもう、敵さんが脅かしてくるから\nアカリ、ヘンな声出ちゃいました…\nこういうの、よくないですよっ","","","1","4","100603","1","アカリ"
"0","vo_empress_100601_002","5","22","vo_empress_100601_002","アカリ、お兄ちゃんとシタイコトが\nまだまだいっぱいあるんです！\nだから、私たちの大事な世界も…\n本気で守り抜いてみせますっ！","","","1","4","100601","1","アカリ"
"0","vo_empress_100601_003","5","23","vo_empress_100601_003","うぅ…こんなに激しく攻められたら\nアカリ、もう壊れちゃいそうです…\nだけどまだまだ…戦えますっ！\nお兄ちゃんが一緒なんですからっ…","","","2","4","100603","1","アカリ"
"100601","vo_empress_100601_004","5","24","vo_empress_100601_004","お兄ちゃんの愛を注いでもらって\nアカリ超絶パワーアップです！\nアカリらしく世界一かわいく、\n世界を救ってみせちゃいますよ！","","","3","4","100602","1","アカリ"
"0","vo_empress_100701_001","5","25","vo_empress_100701_001","アイツらが野放しだと、ミヤコは\n安心してプリンを食べられないの\n今日のプリンと明日のプリンの\nためにも、絶対負けないの！","","","1","4","100701","1","ミヤコ"
"0","vo_empress_100701_002","5","26","vo_empress_100701_002","前はミヤコ、悪いヤツに捕まって\n消されそうになって怖かったの…\nでも今度は全然怖くないの！\nオマエが一緒なら平気なの！","","","1","4","100702","1","ミヤコ"
"0","vo_empress_100701_003","5","27","vo_empress_100701_003","むうぅ～っ、アイツしつこいの！\nこうなったら、オマエにも\nミヤコのプリン分けてやるの！\nダブルプリンパワーで頑張るの！","","","2","4","100703","1","ミヤコ"
"100701","vo_empress_100701_004","5","28","vo_empress_100701_004","アイツはどんなに強くたって、\n独りぼっちのさびしいヤツなの\nでもオマエにはミヤコがいるの！\nミヤコたちなら絶対に勝てるの！","","","3","4","100702","1","ミヤコ"
"0","vo_empress_100801_001","5","29","vo_empress_100801_001","相手が誰であれ、やることは同じ…\nそう…ボクの美しさを見せてあげる\nことさ！　予言しよう…絶世の美の\n前にはどんな敵もひれ伏すと、ね！","","","1","4","100801","1","ユキ"
"0","vo_empress_100801_002","5","30","vo_empress_100801_002","少し待っていてくれる？　メイクを\n直さないと。避けられない戦いなら\nせめて美しいボクと戦えることを\n彼らには誇りに思ってほしいからね","","","1","4","100801","1","ユキ"
"0","vo_empress_100801_003","5","31","vo_empress_100801_003","どうせ倒れるなら美しいままで散り\nたいな。ふふ、難しい望みかな…？\nそれでもボクは、最後まで美しく\nあがいてみせるよ、キミと一緒にね","","","2","4","100801","1","ユキ"
"100801","vo_empress_100801_004","5","32","vo_empress_100801_004","ボクがいて、キミがいる。ボクたち\nが勝つのに、これ以上の理由はない\nよね。だって美しい者が勝つ未来の\nほうが、美しいエンディングだもの","","","3","4","100802","1","ユキ"
"0","vo_empress_100901_001","5","33","vo_empress_100901_001","災厄の嵐が吹き荒れ、世界の命運は\n風前の灯が如く儚い。だが絶望には\nまだ早い！　希望はここに在り！\n灯火を掲げよう、盟友シグルドよ！","","","1","4","100901","1","アンナ"
"0","vo_empress_100901_002","5","34","vo_empress_100901_002","終焉の日、滅びの刻来たれり、か…\nだが、幾度も転生を繰り返しながら\n戦いつづけた我らの宿命を思えば、\nこの程度取るに足らない…はずだ！","","","1","4","100903","1","アンナ"
"0","vo_empress_100901_003","5","35","vo_empress_100901_003","くっ…なんという禍々しい魔力…！\nもはや世界の滅びも間近…しかし\n疾風の冥姫がここで退くわけには\nいかぬ！　しぶとく抗ってみせるぞ","","","2","4","100903","1","アンナ"
"100901","vo_empress_100901_004","5","36","vo_empress_100901_004","永遠の盟約で結ばれし魂の伴侶…\n世界を滅ぼさんとする災禍の剣も\nこの絆を断ち切ることはできない！\n覚悟するがいい、幻境竜后！！","","","3","4","100902","1","アンナ"
"0","vo_empress_101001_001","5","37","vo_empress_101001_001","【自警団】のギルドマスターとして\nしゃんとして恥ずかしない姿を\n見せなあきまへんなぁ…王子はん\nしゃなりしゃなり、いきまひょ！","","","1","4","101001","1","マホ"
"0","vo_empress_101001_002","5","38","vo_empress_101001_002","王子はん、服が破れてますえ？\nこれでよし…うん、完璧や♪\n戦いの中でも、王子はんには\n格好良う居てもらいたいさかいに♪","","","1","4","101001","1","マホ"
"0","vo_empress_101001_003","5","39","vo_empress_101001_003","幻境竜后…大層なお名前してはる\nお后さまが勝負を挑んできはるなら\nうちも、マホマホ王国の姫として…\n正々堂々受けて立ちますえ！","","","2","4","101003","1","マホ"
"101001","vo_empress_101001_004","5","40","vo_empress_101001_004","強い愛で結ばれた王子と姫を\n引き裂くことは誰にもできまへん\n王子はん…ふたりで一緒に！\nハッピーエンドを迎えまひょ！","","","3","4","101002","1","マホ"
"0","vo_empress_101101_001","5","41","vo_empress_101101_001","お兄ちゃんがいれば百人力士っ！\n妹パワーも全開でいきますよ～♪\nどんな敵でもドンドンこいですっ！\nあれ？　ちょっと違いました？","","","1","4","101101","1","リノ"
"0","vo_empress_101101_002","5","42","vo_empress_101101_002","これぞまさに『四面そば』…\n敵多すぎでもう大盛りですけど\n秘密結社の一員として、妹として\nこの世界の平和は守り通しますっ！","","","1","4","101101","1","リノ"
"0","vo_empress_101101_003","5","43","vo_empress_101101_003","あれが幻境竜后…不思議な服…\nじゃなくて、空気がピリピリです…\nちょっとだけ怖いけど…妹として\n絶対に降参なんてしませんよ！","","","2","4","101103","1","リノ"
"101101","vo_empress_101101_004","5","44","vo_empress_101101_004","私、もう迷いません！\nお兄ちゃんと一緒なら\nどんな敵だって倒しちゃいます！\n妹のポテンシャルは無限大ですよ！","","","3","4","101102","1","リノ"
"0","vo_empress_101201_001","5","45","vo_empress_101201_001","どんなに大変な時でもキミと一緒に\nず～っと乗り越えてきたんだもん！\nだからっ、今回もきっと大丈夫！\n私の魔法できらーん☆　だよっ！","","","1","4","101201","1","ハツネ"
"0","vo_empress_101201_002","5","46","vo_empress_101201_002","力を使いすぎると眠く…スヤァ…\nはっ、いけないいけない！\nキミ、私が寝ちゃったら起こして！\n…お、王子様のキスとかで…","","","1","4","101202","1","ハツネ"
"0","vo_empress_101201_003","5","47","vo_empress_101201_003","も～！　容赦なさすぎだよぉ！\nそっ、それにさっきまでの戦いの\nせいで、ね、眠気がぁ～っ…\nハ、ハツネちゃん、ピ～ンチ…","","","2","4","101203","1","ハツネ"
"101201","vo_empress_101201_004","5","48","vo_empress_101201_004","幻境竜后さんがどんなに強くても\n今のハツネちゃんは無敵なのだ～！\n大好きなキミと！　シオリンと！\nみんながいる世界を守っちゃうよ！","","","3","4","101202","1","ハツネ"
"0","vo_empress_101301_001","5","49","vo_empress_101301_001","この世界にはね、たくさんの人の\n『好き』が詰まってるんだよ\nそれをぶち壊すなんて鬼畜の所業\nナナカちゃんが許しはしないぜ！","","","1","4","101301","1","ナナカ"
"0","vo_empress_101301_002","5","50","vo_empress_101301_002","見るからにヤバい奴らが勢ぞろい！\nでもみんなの世界が狙われてんのに\n日和ってる奴いる？いねえよなぁ！\n全員ぶっ飛ばして世界を救うぞ！！","","","1","4","101301","1","ナナカ"
"0","vo_empress_101301_003","5","51","vo_empress_101301_003","あとはラスボスを倒せば勝利ッ！\n第３部完！　…とはいかない感じ？\nていうか逆にピンチな気配？\nどっどうしよう、どうすれば！？","","","2","4","101303","1","ナナカ"
"101301","vo_empress_101301_004","5","52","vo_empress_101301_004","幻境竜后…確かに強敵だったね\nでも今はもう負ける気がしないかな\nだって私は、ただのナナカじゃない\n超ナナカちゃんだから…！","","","3","4","101302","1","ナナカ"
"0","vo_empress_101401_001","5","53","vo_empress_101401_001","あちらにもなかなかの陰謀家がいる\nようだね。彼女らの最大の誤算は\nここに希代の名探偵がいることさ！\nさあ助手くん。真実を勝ち取ろう！","","","1","4","101401","1","カスミ"
"0","vo_empress_101401_002","5","54","vo_empress_101401_002","仕方ない、こうなったら奥の手だ\nミスティ！　セオリー！　…って\nこらぁっ！　変身の最中は待って\nくれるのがお約束だよ！？","","","1","4","101401","1","カスミ"
"0","vo_empress_101401_003","5","55","vo_empress_101401_003","なっ…なんだい、この悪寒は…\n触れてはならない何か…いいや！\n名探偵たるもの巨悪に恐れをなす\nわけにはいかない。絶対に…！","","","2","4","101403","1","カスミ"
"101401","vo_empress_101401_004","5","56","vo_empress_101401_004","どんな哀しみでさえ、道理を穢す\n理由にしてはならない。さあ、\nお縄につくんだ。史上最大の迷宮\n事件…終わらせるのは…この私だ！","","","3","4","101402","1","カスミ"
"0","vo_empress_101501_001","5","57","vo_empress_101501_001","先生は…ううん、先生たちは。\n絶対に負けません。みんなに傷一つ\nつけさせたりはしないわ…！","","","1","4","101501","1","ミサト"
"0","vo_empress_101501_002","5","58","vo_empress_101501_002","とっても強大な敵ばかりね…\nでも、大丈夫。焦らず落ち着いて\n戦いましょう。先生がついてるわ\n長引いても、あきらめないで…！","","","1","4","101501","1","ミサト"
"0","vo_empress_101501_003","5","59","vo_empress_101501_003","幻境竜后さんの力…すごいわ…\nううん、怖がってる暇なんてないの\n森のみんなを守るためにも…！\n好き勝手したら「めっ」ですからね","","","2","4","101501","1","ミサト"
"101501","vo_empress_101501_004","5","60","vo_empress_101501_004","あなたと一緒なら\n負けたりなんか絶対にしないわ\n最後の一撃まで、\nがんばりましょうね♪","","","3","4","101502","1","ミサト"
"0","vo_empress_101601_001","5","61","vo_empress_101601_001","ツヨそーな敵ばっかりで\nテン下げってカンジだけど\nとりま、うちとヒデサイが\n一緒なら乗り越えられるっしょ！","","","1","4","101601","1","スズナ"
"0","vo_empress_101601_002","5","62","vo_empress_101601_002","あっ、まってヒデサイ\nマントずれてるから直してあげる\n…よし！　こーゆう時こそ\nおしゃれでテン上げしなきゃね♪","","","1","4","101601","1","スズナ"
"0","vo_empress_101601_003","5","63","vo_empress_101601_003","おにヤバすぎて超わろ～…でもでも\nどうにかやるしかないっしょ～\n勝利のランウェイ遠すぎだけど\nうちら諦めんのはダメだよね～！","","","2","4","101601","1","スズナ"
"101601","vo_empress_101601_004","5","64","vo_empress_101601_004","アオハルでバイブス爆上げ♪\n今のうちらは、ムテキだよ～\nハッピーで、もにカワな未来だって\n一緒にゲットするしかないっしょ♪","","","3","4","101602","1","スズナ"
"0","vo_empress_101701_001","5","65","vo_empress_101701_001","歌ったり踊ったり、\nキミと一緒にやりたいことが\nばんないあるからね～！\n絶対に負けられないさ～！","","","1","4","101701","1","カオリ"
"0","vo_empress_101701_002","5","66","vo_empress_101701_002","ううっ強そうな敵ばっかりさ～！\n長丁場の戦いにはやっぱりこれよ～\nサーターアンダギー！\n栄養付けて平和を守るさ～♪","","","1","4","101701","1","カオリ"
"0","vo_empress_101701_003","5","67","vo_empress_101701_003","うぅ～、幻境竜后、でーじ強いね～\n私たちも引き下がる気はないよ～！\nどんなに時間がかかっても、絶対に\n諦めたりしないさ～！　だよね～？","","","2","4","101703","1","カオリ"
"101701","vo_empress_101701_004","5","68","vo_empress_101701_004","キミのくれた情熱が、\n私の中で熱く燃え滾ってるよ！\n最高の一撃、キミに見せるさ～！","","","3","4","101702","1","カオリ"
"0","vo_empress_101801_001","5","69","vo_empress_101801_001","学校生活の邪魔はさせないわ\nだって私、みんなの先生だもの\n明日の授業も世界のことも\n全部守ってみせるんだから！","","","1","4","101801","1","イオ"
"0","vo_empress_101801_002","5","70","vo_empress_101801_002","やん！　なんて手ごわい人たちなの\nでも諦めないわ。難しい問題だって\n落ち着いてやればちゃんと解けるの\n戦いも同じよ…いきましょう！","","","1","4","101801","1","イオ"
"0","vo_empress_101801_003","5","71","vo_empress_101801_003","これが、幻境竜后さんの力…圧倒\nされちゃいそう。でも、怖がってる\n場合じゃないわ。先生は絶対に、\nここから退かないわ！","","","2","4","101803","1","イオ"
"101801","vo_empress_101801_004","5","72","vo_empress_101801_004","二人の絆があれば、\n怖いものなんてないわ\n先生と力を合わせて─\nいきましょう♪","","","3","4","101802","1","イオ"
"0","vo_empress_102001_001","5","73","vo_empress_102001_001","す、すごく強そうな人がいっぱい…\nミミ、怖くてぶるぶるしちゃうけど\nでも泣いちゃったりはしないよっ\nおにいちゃんがいっしょだもん…！","","","1","4","102003","1","ミミ"
"0","vo_empress_102001_002","5","74","vo_empress_102001_002","プチグリフォンさんもハナちゃんも\nみゅ～ちゃんも…きっとみんな、\nミミのこと応援してくれてるよね\nだからミミも、がんばるよっ…！","","","1","4","102003","1","ミミ"
"0","vo_empress_102001_003","5","75","vo_empress_102001_003","あ、あの竜の人…本気になったら、\nすごく強そうだよ…！このままじゃ\nみんなもミミたちも負けちゃう…？\nやだ、ミミそんなのいやだよっ…","","","2","4","102003","1","ミミ"
"102001","vo_empress_102001_004","5","76","vo_empress_102001_004","おにいちゃんがくれた元気、\n今度はミミたちから届けようね\nもう大丈夫、心配しないでって…\n世界中の、大切なお友だちに…！","","","3","4","102002","1","ミミ"
"0","vo_empress_102101_001","5","77","vo_empress_102101_001","怖い人たちがいっぱいですぅ…！\n…でも、みんな頑張ってる…私も\nベルルちゃんみたいに勇気を出して\n…祝福の音を鳴らしましょう！","","","1","4","102101","1","クルミ"
"0","vo_empress_102101_002","5","78","vo_empress_102101_002","お兄ちゃん、私、がんばりますぅ\n『ロスト』したお父さんたちの\nためにも…！　怖い時こそ前を見て\n戦ってみせますからっ…！","","","1","4","102101","1","クルミ"
"0","vo_empress_102101_003","5","79","vo_empress_102101_003","っ…すごい迫力ですぅ…！\nでも…絶望は必ず乗り越えられる\n胸の中の、希望の音色を信じて…\n逃げたりなんか、しませんよぅ…っ","","","2","4","102101","1","クルミ"
"102101","vo_empress_102101_004","5","80","vo_empress_102101_004","みんなに勇気を与えるために\n主役にも英雄にもなってみせますぅ\nお兄ちゃんがいてくれるなら\n私はなんでもできるんです…！","","","3","4","102102","1","クルミ"
"0","vo_empress_102201_001","5","81","vo_empress_102201_001","こ、これくらいの敵、問題ないわ！\nほんとはちょっと怖いけど…\nゲームの世界を救うことくらい\nこっちは慣れっこなんだから…！","","","1","4","102201","1","ヨリ"
"0","vo_empress_102201_002","5","82","vo_empress_102201_002","ここで私たちが負けたら、\n世界が終わっちゃうなんて…\n絶対に認めるわけにはいかないわ！\nアンタも覚悟決めなさいよっ！","","","1","4","102201","1","ヨリ"
"0","vo_empress_102201_003","5","83","vo_empress_102201_003","ここからが本当の戦いってこと？\nならもう、とことんやってやるわ！\nゲーマーってのは、敵が手強いほど\n燃えてくる生き物なのよ！","","","2","4","102203","1","ヨリ"
"102201","vo_empress_102201_004","5","84","vo_empress_102201_004","絶対に帰りたい理由ができた…\nそう思うだけで、いくらでも力が\n湧いてくるの。これならもう、\n文句なしの勝ち確よねっ！","","","3","4","102202","1","ヨリ"
"0","vo_empress_102301_001","5","85","vo_empress_102301_001","私もみんなと一緒に戦うよ！\n悪い人たちはフルスイングで\nあっという間に倒しちゃうから！\n『おうっ！　全員かかってこい！』","","","1","4","102301","1","アヤネ"
"0","vo_empress_102301_002","5","86","vo_empress_102301_002","本当はちょっとだけ怖いけど…\nぷうきちもお兄ちゃんも一緒だもん\n力を合わせて世界を守っちゃうよ\n絶対に負けないんだから！","","","1","4","102303","1","アヤネ"
"0","vo_empress_102301_003","5","87","vo_empress_102301_003","ううっあの人、すごく怖いけど\n逃げないよ、戦うって決めたもん\nね、お兄ちゃん、ぷうきち！\n『ここが踏ん張りどころだぞ！』","","","2","4","102303","1","アヤネ"
"102301","vo_empress_102301_004","5","88","vo_empress_102301_004","お兄ちゃんが約束してくれたもん\n今の私ならどんな悪いやつにも\n負けないよ！　宇宙人でもなんでも\n一撃で追い返しちゃうんだから♪","","","3","4","102302","1","アヤネ"
"0","vo_empress_102501_001","5","89","vo_empress_102501_001","大変なことになっちゃいましたね…\nで、でも怖がっていられません！\nお嬢さまのことも、あなたのことも\n私が精一杯お支えします！","","","1","4","102503","1","スズメ"
"0","vo_empress_102501_002","5","90","vo_empress_102501_002","世界の命運がかかってますから\nドジなんてしてられません！\n…って、ああっ！　言ったそばから\nまた魔法が暴走しちゃいましたっ！","","","1","4","102503","1","スズメ"
"0","vo_empress_102501_003","5","91","vo_empress_102501_003","す、すごい力です…！\nでもお嬢さまや大切な人をおいて\n逃げるわけにはいきません！\nどこまでもお供します…！","","","2","4","102503","1","スズメ"
"102501","vo_empress_102501_004","5","92","vo_empress_102501_004","大切な人と力を合わせれば、\nドジな私でも世界を救えるんです！\n世界規模…いえ、宇宙規模の大掃除\n始めちゃいますよ～っ！","","","3","4","102502","1","スズメ"
"0","vo_empress_102601_001","5","93","vo_empress_102601_001","ええー？　こんだけ人数いるならさ\n一人ぐらいいなくても…\n…って空気じゃないわけね\nはいはい、あたしも働きますよー","","","1","4","102603","1","リン"
"0","vo_empress_102601_002","5","94","vo_empress_102601_002","うぅ…あんなのもうバグでしょ！？\nこんな無理ゲーに参戦したんだもん\n終わったらしばらく働かないから！\nダラダラゴロゴロするからね～！","","","1","4","102603","1","リン"
"0","vo_empress_102601_003","5","95","vo_empress_102601_003","見てよあのビジュアルさー\nまさにラスボスって感じじゃん…\nでも、どんなゲームでもボスは\n倒せるわけだし…はぁ、やるかー","","","2","4","102603","1","リン"
"102601","vo_empress_102601_004","5","96","vo_empress_102601_004","ここまで来たら後には退けないし\n正真正銘のラスボス戦ってんなら\nあたしも─気合い入れて\n少しぐらいイイとこ見せないとね！","","","3","4","102602","1","リン"
"0","vo_empress_102701_001","5","97","vo_empress_102701_001","有象無象のクズ虫が、私たちの\n幸せを阻もうとしているようですね\nあぁ、なんて忌々しいのでしょう…\n残らずすり潰しますわ、クスクス…","","","1","4","102701","1","エリコ"
"0","vo_empress_102701_002","5","98","vo_empress_102701_002","クスクス…あら、失礼しましたわ\nこの連中を駆逐すれば、私たちの\n絆はより強く…そんな想像をしたら\n思わず…クスクスクス、クスクス","","","1","4","102701","1","エリコ"
"0","vo_empress_102701_003","5","99","vo_empress_102701_003","あの女…下らない言葉であなた様を\n誑かそうとしたとか。万死に値する\n罪…身の程を思い知らせてやるまで\n決して退きはしませんわ…","","","2","4","102703","1","エリコ"
"102701","vo_empress_102701_004","5","100","vo_empress_102701_004","『壊し屋』と呼ばれる私ですが…\n今はこの力、創るために振るいます\nあなた様との愛、未来…\nクスクス…さあ参りましょう…♪","","","3","4","102702","1","エリコ"
"0","vo_empress_102801_001","5","101","vo_empress_102801_001","しっかり頭数揃えてきたわね…\nでもこの程度の力に屈するような\nあたしたちじゃないんだから\nあんたも、サポート頼んだわよ！","","","1","4","102801","1","サレン"
"0","vo_empress_102801_002","3","102","vo_empress_102801_002","ちょっと！　なんか向こうに\n教育に悪そうなのがいるんだけど！\nあいつは子どもたちの目に入る前に\nあたしたちで倒すわよ。いい？","10000","1","4002","4","102801","1","サレン"
"0","vo_empress_102801_003","5","103","vo_empress_102801_003","もう、強すぎて参っちゃうわね…\nでも諦めるわけにはいかないわ\nこっちだって守らなきゃいけない\nものがたくさんあるんだから！","","","2","4","102803","1","サレン"
"102801","vo_empress_102801_004","5","104","vo_empress_102801_004","いつも以上に負ける気がしないわ\nこれもあんたと気持ちが通じた\nおかげね。あんたが側にいる限り、\nあたしはずっと無敵なんだから！","","","3","4","102802","1","サレン"
"0","vo_empress_102901_001","5","105","vo_empress_102901_001","この世界が終わっちゃうって…\nアイドル活動も卒業ってコト！？\nファンのみんなが黙ってないよ！\nもちろん私だって…！","","","1","4","102903","1","ノゾミ"
"0","vo_empress_102901_002","5","106","vo_empress_102901_002","どんな強い敵にだって屈しない…\n歌って踊って戦うアイドルになる！\nあの日に誓った願い、私の希望！\n今こそ、果たして見せるんだから！","","","1","4","102903","1","ノゾミ"
"0","vo_empress_102901_003","5","107","vo_empress_102901_003","幻境竜后…ダンスも歌も、あなたに\nとって価値はないかもしれないけど\n私はこのステージから逃げたり\nなんてしない！　アイドルとして！","","","2","4","102903","1","ノゾミ"
"102901","vo_empress_102901_004","5","108","vo_empress_102901_004","星を書き換えるなんてすごい発想…\nプロデューサーとか向いてるかも？\nって、今はそんな場合じゃないか！\n覚悟してよね、幻境竜后！","","","3","4","102901","1","ノゾミ"
"0","vo_empress_103001_001","5","109","vo_empress_103001_001","ショーグンの天下統一を阻む者は\n誰であろうと許しまセン！\nショーグン！　ここはチューシン\nニノンにお任せアーレー！","","","1","4","103001","1","ニノン"
"0","vo_empress_103001_002","5","110","vo_empress_103001_002","むむむ…待ち受けているのは強敵\nばかり…それでも退きまセン！\n超烈火之紅蓮旋風で、\nまとめて討ち取ってみせまショウ！","","","1","4","103001","1","ニノン"
"0","vo_empress_103001_003","5","111","vo_empress_103001_003","な、なんて強さ…このままでは、\nワタシたちは負けてしまいます…\n…いいえ。いいえ！　ショーグンの\nためにも、諦めることなど…っ！","","","2","4","103003","1","ニノン"
"103001","vo_empress_103001_004","5","112","vo_empress_103001_004","感じマス、ショーグンの愛を…！\n今ならどんな敵が来ても、\nカッサイ、ボンサイ、\nオチャノコサイサイデース！","","","3","4","103002","1","ニノン"
"0","vo_empress_103101_001","5","113","vo_empress_103101_001","この世界が、明日を迎えることなく\n滅んでしまうかもしれない…\n運命の岐路が、目の前にあります\n抗えるのは、私たちだけです…！","","","1","4","103101","1","シノブ"
