260f9ce586a98ba6e7d806f4a81e43515dfd1c4183ef95a413e6d39dc5bffb6e,594de8cbcdb12f3b2482ad667f8892dec28e8d035c7cc64079fca669fb05606c,d7a6e2bf459a2e3d21b33fa4a172505671b0089fe4145ba8c145a75db84c0059,d1533a8829e5d86bb28a03a41856e1e95bdaf2fdc35f9b9697aae7df8cb8368c,d6e8338bb9ccf645ba9a88029db5cc824e9e02baba39afd314cbf7ab6e5eab97,238d8a0df6cfe4f33173bb19a04082c1534516b5fa541e667344d05637ae2880,fad8eecac9b5c9640ea6605759c16b6abc935d9392997776e91aafe0d03d0ae9,8fd6703d9c4f37e93f692efd6e841542b489d1284410afc5fc99b1484d4480ce,5683f9b53553b4e3c0947746b069816fa7571d4ecde7f48f172de1930db6899a,07ad5c48314a593b7b95f4d16a352f0144027b80177f5e7fa0c4b152b0ae9be6,5817b26b27c2a752a783f2e228050dfe021c2958d26d786f469f1120172f67f9,5852ec46449443abb61ae4344b2f218f950ffe0d0e9f31d5ae5ce1d59e6241fb,902c0056a9072f492bd569d7f2ee9b9766d0f8d782a9d2e81731e593dc3b34ed,59dc76db0ab2504f968d19f416469ad995c98096146f50179c82777f6dcee7ec,fadb07fccb4dacb683074f13e4dd3b73af555332d09ca69446aa2b1ff7b5614d,f3e3b3160aa6588c2b7f8af09e75d9e320ec607d3443eb0fcc34ae6669da613a,5db6b65bd287eb60103c7c88bf8dbf477b68fd4be6b19c07c0a4e67fa18576c2,7b24788be66b2a02cb5dfa39f8ab285e852551e9c81ddba6427cb53b01434f30,83f21010741770406ea2bd24f1c93da6e716dbc9de335da65b2406a97edeed38,d27905dd806130a982c5c936df2437834c267703905d83e731178392d0bcd9f6,8aeb557e6437c3507807b0c65d4ba845f4f865f4c32b45b69571e53a1897fd75
"1012","NONE","NONE","2200","0","Balloon","2850","BeachJumpBoard","0","SpeedTerritoryA_NoColl","0","300","NONE","EnemyB","0","NONE","1200","NONE","3750","0","SpeedTerritoryA_NoColl"
"1013","NONE","NONE","2100","0","SpeedTerritoryA","2600","SummerEnemyD","0","BeachTrap","0","900","NONE","BeachTrap","0","NONE","1400","NONE","3300","0","AccelBoardA"
"1014","SummerJumpOverEnemyB","AccelBoardA","1800","0","WaterMelon","2200","SummerJumpOverEnemyB","3000","BeachTrap","3500","400","NONE","BeachJumpOverTrap","0","NONE","1400","NONE","2600","0","SpeedTerritoryA"
"1015","NONE","NONE","1900","0","Balloon","2500","BeachTrap_NoCall","0","SpeedTerritoryA_NoColl","0","600","NONE","SummerEnemyB","0","NONE","1100","NONE","3700","0","SummerEnemyA_NoColl"
"1016","NONE","NONE","2300","0","AccelBoardA","3300","BeachTrap","0","AccelBoardA","0","600","NONE","NONE","0","NONE","1400","NONE","0","0","EnemyB"
"1017","NONE","NONE","1600","0","AccelBoardA","2500","AccelBoardA","0","WaterMelon","0","400","NONE","BeachTrap","0","NONE","1200","NONE","3300","0","EnemyB"
"1018","NONE","EnemyB_NoColl","1100","0","BeachTrap","1900","EnemyB_NoColl","2900","Balloon","0","600","NONE","SummerEnemyA_NoColl","0","NONE","900","NONE","2400","0","BeachTrap"
"1019","NONE","BeachTrap","2000","0","BeachTrap","2500","SummerEnemyA","3800","BeachTrap","0","500","NONE","AccelBoardA","0","NONE","1200","NONE","3000","0","BeachTrap"
"1020","SummerEnemyD","SummerEnemyD","1900","0","AccelBoardA","2300","BeachTrap","3100","BeachTrap","3700","400","NONE","BeachTrap","0","NONE","900","NONE","2700","0","BeachJumpBoard"
"1021","NONE","NONE","1550","0","EnemyB","2400","BeachTrap_NoCall","0","SummerEnemyA_NoColl","0","400","NONE","AccelBoardA","0","NONE","700","NONE","3400","0","Balloon"
"1022","NONE","NONE","1800","0","SummerEnemyB","2500","AccelBoardA","0","BeachTrap","0","800","NONE","SpeedTerritoryA","0","NONE","1200","NONE","3400","0","BeachTrap"
"1023","NONE","BeachTrap","1500","0","SummerEnemyC","2000","WaterMelon","3500","SummerJumpOverEnemyC","0","500","NONE","BeachTrap","0","NONE","1000","NONE","3000","0","BeachTrap"
"1024","SummerJumpOverEnemyC","BeachTrap","1300","0","SummerEnemyB","1800","SpeedTerritoryA_NoColl","3200","SummerEnemyA_NoColl","3700","400","NONE","EnemyB_NoColl","0","NONE","600","NONE","2300","0","Balloon"
"1025","NONE","NONE","2000","0","EnemyB","2700","AccelBoardA","0","AccelBoardA","0","900","NONE","AccelBoardA","0","NONE","1300","NONE","3400","0","AccelBoardA"
"1026","NONE","NONE","1500","0","EnemyB","2500","BeachJumpBoard","0","WaterMelon","0","400","NONE","NONE","0","NONE","800","NONE","0","0","AccelBoardA"
"1027","NONE","BeachJumpBoard","700","0","SpeedTerritoryA","1700","EnemyB_NoColl","3100","Balloon","0","400","NONE","SummerEnemyA_NoColl","0","NONE","630","NONE","2600","0","BeachTrap"
"1028","NONE","NONE","2300","0","SpeedTerritoryA","2700","BeachTrap","0","SummerEnemyD","0","600","NONE","AccelBoardA","0","NONE","1400","NONE","3200","0","AccelBoardA"
"1029","NONE","NONE","1700","0","SummerEnemyC","2500","WarpGateA","0","SpeedTerritoryA","0","500","NONE","NONE","0","NONE","1000","NONE","0","0","BeachTrap"
"1030","NONE","SpeedTerritoryA","2000","0","WaterMelon","2500","BeachTrap","3500","AccelBoardA","0","500","NONE","BeachTrap","0","NONE","1500","NONE","2800","0","AccelBoardA"
"1031","NONE","AccelBoardA","2200","0","Balloon","2900","BeachTrap","3500","SpeedTerritoryA_NoColl","0","350","NONE","SummerEnemyD","0","NONE","1200","NONE","3200","0","SpeedTerritoryA_NoColl"
"1032","NONE","NONE","3000","0","AccelBoardA","0","NONE","0","SummerEnemyA","0","700","NONE","NONE","0","NONE","1500","NONE","0","0","SummerEnemyA"
"1033","NONE","NONE","2200","0","BeachTrap","3100","SpeedTerritoryA","0","SummerEnemyA","0","700","NONE","NONE","0","NONE","1400","NONE","0","0","AccelBoardA"
"1034","NONE","SpeedTerritoryB","2000","0","BeachTrap","2500","SummerJumpOverEnemyD","3500","SummerJumpOverEnemyC","0","500","NONE","SummerJumpOverEnemyA","0","NONE","1000","NONE","3000","0","BeachJumpOverTrap"
"1035","EnemyB_NoColl","BeachTrap_NoCall","1200","0","BeachJumpOverTrap","1500","Balloon","2700","BeachTrap","3100","400","NONE","EnemyB_NoColl","0","NONE","800","NONE","2300","0","SummerEnemyC"
"1036","NONE","NONE","2700","0","AccelBoardA","0","NONE","0","BeachTrap","0","500","NONE","NONE","0","NONE","1200","NONE","0","0","SpeedTerritoryA"
"1037","NONE","NONE","2000","0","SummerEnemyD","3000","AccelBoardA","0","BeachTrap","0","500","NONE","NONE","0","NONE","1000","NONE","0","0","AccelBoardA"
"1038","NONE","AccelBoardA","2200","0","SpeedTerritoryB","2700","EnemyB","3500","AccelBoardA","0","500","NONE","AccelBoardA","0","NONE","1000","NONE","3000","0","WaterMelon"
"1039","NONE","NONE","2500","0","SpeedTerritoryA","2400","NONE","0","WarpGateA","0","800","NONE","NONE","0","NONE","1700","NONE","3100","0","BeachTrap"
"1040","NONE","NONE","1400","0","EnemyB","1800","SummerJumpOverEnemyA","0","SummerJumpOverEnemyA","0","500","NONE","WarpGateA","0","NONE","1000","NONE","2500","0","SummerEnemyC"
"1041","NONE","NONE","2000","0","BeachTrap","2800","SummerEnemyC","0","AccelBoardA","0","1000","NONE","AccelBoardA","0","NONE","1500","NONE","3300","0","BeachTrap"
"1042","NONE","AccelBoardA","1300","0","BeachTrap","1800","WaterMelon","3300","AccelBoardA","0","500","NONE","SummerJumpOverEnemyA","0","NONE","900","NONE","2700","0","BeachTrap"
"1043","NONE","NONE","1500","0","AccelBoardA","2200","SummerEnemyC","0","AccelBoardA","0","500","NONE","BeachTrap","0","NONE","1100","NONE","2700","0","SummerEnemyB"
"1044","NONE","NONE","2300","0","AccelBoardA","3300","SpeedTerritoryB","0","BeachJumpBoard","0","500","NONE","NONE","0","NONE","1400","NONE","0","0","SummerEnemyB"
"1045","NONE","NONE","2300","0","EnemyB","2700","AccelBoardA","0","AccelBoardA","0","1280","NONE","NONE","0","NONE","1900","NONE","0","0","AccelBoardA"
"1046","NONE","NONE","1300","0","AccelBoardA","2000","EnemyB","0","AccelBoardA","0","400","NONE","BeachJumpBoard","0","NONE","900","NONE","2500","0","AccelBoardA"
"1047","NONE","NONE","2400","0","SpeedTerritoryB","0","NONE","0","WarpGateA","0","700","NONE","NONE","0","NONE","1500","NONE","0","0","AccelBoardA"
"1048","NONE","NONE","2500","0","SummerEnemyD","3100","BeachTrap","0","BeachTrap","0","550","NONE","NONE","0","NONE","1600","NONE","0","0","AccelBoardA"
"1049","NONE","BeachTrap","2000","0","SpeedTerritoryB","2500","BeachJumpOverTrap","3500","AccelBoardA","0","500","NONE","BeachTrap","0","NONE","1000","NONE","3000","0","WaterMelon"
"1050","NONE","BeachJumpOverTrap","1800","0","BeachJumpOverTrap","2400","BeachJumpOverTrap","3600","BeachJumpOverTrap","0","600","NONE","BeachJumpOverTrap","0","NONE","1200","NONE","3000","0","BeachJumpOverTrap"
"1051","NONE","NONE","2200","0","BeachJumpBoard","3000","BeachJumpBoard","0","BeachJumpBoard","0","500","NONE","NONE","0","NONE","1300","NONE","0","0","BeachJumpBoard"
"1052","NONE","NONE","2100","0","BeachJumpBoard","3500","SpeedTerritoryA","0","BeachJumpBoard","0","300","NONE","NONE","0","NONE","1200","NONE","0","0","BeachJumpBoard"
"1053","NONE","BeachTrap","1800","0","BeachJumpOverTrap","2400","BeachTrap","3600","BeachJumpOverTrap","0","600","NONE","BeachTrap","0","NONE","1200","NONE","3000","0","BeachJumpOverTrap"
"1054","NONE","NONE","0","0","BeachJumpBoard","0","NONE","0","NONE","0","500","NONE","NONE","0","NONE","0","NONE","0","0","NONE"
"1055","NONE","NONE","2100","0","BeachJumpBoard","3500","EnemyB","0","BeachJumpBoard","0","300","NONE","NONE","0","NONE","1200","NONE","0","0","BeachJumpBoard"
"1056","NONE","BeachTrap","1800","0","BeachJumpOverTrap","2400","BeachJumpOverTrap","3600","BeachJumpOverTrap","0","600","NONE","BeachJumpOverTrap","0","NONE","1200","NONE","3000","0","BeachJumpOverTrap"
"1057","NONE","NONE","2500","0","BeachJumpBoard","0","NONE","0","BeachJumpBoard","0","500","NONE","NONE","0","NONE","1500","NONE","0","0","BeachJumpBoard"
"1058","NONE","NONE","2100","0","BeachJumpBoard","3500","SummerEnemyC","0","BeachJumpBoard","0","300","NONE","NONE","0","NONE","1200","NONE","0","0","BeachJumpBoard"
"1059","NONE","BeachTrap","1800","0","BeachJumpOverTrap","2400","BeachJumpOverTrap","3600","BeachJumpOverTrap","0","600","NONE","BeachTrap","0","NONE","1200","NONE","3000","0","BeachJumpOverTrap"
"1060","NONE","NONE","0","0","BeachJumpBoard","0","NONE","0","NONE","0","1300","NONE","NONE","0","NONE","2500","NONE","0","0","BeachJumpBoard"
"1061","NONE","NONE","2100","0","BeachJumpBoard","3500","SummerJumpOverEnemyB","0","BeachJumpBoard","0","300","NONE","NONE","0","NONE","1200","NONE","0","0","BeachJumpBoard"
"1062","NONE","NONE","1800","0","SummerEnemyD","2600","BeachJumpOverTrap","0","AccelBoardA","0","500","NONE","BeachJumpOverTrap","0","NONE","1200","NONE","3300","0","BeachTrap"
"1063","NONE","NONE","3300","0","BeachJumpBoard","0","NONE","0","AccelBoardA","0","700","NONE","NONE","0","NONE","2300","NONE","0","0","SpeedTerritoryB"
"1064","ShellFlyingItem","SummerEnemyG","1600","0","SpeedTerritoryB","2000","EnemyB","2800","ShellFlyingItem","3200","600","NONE","ShellFlyingItem","0","NONE","1200","NONE","2400","0","ShaveIce"
"1065","ShellFlyingItem","SummerEnemyA","1200","0","SummerEnemyD","1600","EnemyB","2400","ShaveIce","2800","400","NONE","ShellFlyingItem","3200","SummerEnemyG","800","SummerEnemyG","2000","3600","BeachTrap"
"1066","SummerEnemyG","SummerEnemyC","1600","0","BeachJumpBoard","2000","ShaveIce","2800","SummerEnemyG","3200","400","NONE","EnemyB","3600","NONE","800","SummerEnemyG","2400","0","SummerEnemyA_NoColl"
"1067","SummerEnemyA","EnemyB","1800","0","AccelBoardA","2400","SpeedTerritoryA","3200","AccelBoardA","3600","400","NONE","ShaveIce","0","NONE","1100","NONE","2800","0","AccelBoardA"
"1068","NONE","NONE","2000","0","WaterMelon","2700","ShaveIce","0","WaterMelon","0","300","NONE","NONE","0","NONE","1300","NONE","0","0","WaterMelon"
"1069","NONE","NONE","2200","0","WaterMelon","3200","WaterMelon","0","WaterMelon","0","300","NONE","NONE","0","NONE","1200","NONE","0","0","WaterMelon"
"1070","NONE","NONE","1850","0","WaterMelon","2550","ShaveIce","0","WaterMelon","0","300","NONE","NONE","0","NONE","1150","NONE","0","0","WaterMelon"
"1071","NONE","NONE","1700","0","WaterMelon","2400","ShaveIce","0","WaterMelon","0","300","NONE","NONE","0","NONE","1000","NONE","0","0","WaterMelon"
"1072","NONE","NONE","1200","0","BeachTrap","1600","WaterMelon","0","SummerEnemyA","0","400","NONE","NONE","0","NONE","800","NONE","0","0","SpeedTerritoryB"
"1073","NONE","NONE","1200","0","BeachTrap","1600","Balloon","0","SummerEnemyB","0","400","NONE","NONE","0","NONE","800","NONE","0","0","SpeedTerritoryB"
"1074","NONE","NONE","1200","0","BeachTrap","1600","BeachJumpBoard","0","SummerEnemyC","0","400","NONE","NONE","0","NONE","800","NONE","0","0","SpeedTerritoryB"
"1075","NONE","NONE","1200","0","BeachTrap","1600","ShaveIce","0","SummerEnemyD","0","400","NONE","NONE","0","NONE","800","NONE","0","0","SpeedTerritoryB"
"1076","SummerEnemyG","ShellFlyingItem","1200","0","SummerEnemyD","1800","ShaveIce","3000","EnemyB","3600","400","NONE","EnemyB","0","NONE","800","NONE","2400","0","SummerJumpOverEnemyC"
"1077","SummerEnemyG","EnemyB","1600","0","SpeedTerritoryA","2000","ShaveIce","3200","SpeedTerritoryA","3600","400","NONE","SummerEnemyC","0","NONE","800","NONE","2600","0","WaterMelon"
"1078","NONE","SummerEnemyG","1600","0","Surf","2000","SummerEnemyG","3600","SummerEnemyB","3600","400","NONE","BeachJumpOverTrap","0","NONE","800","NONE","2800","0","ShellFlyingItem"
"1079","SummerEnemyB","ShellFlyingItem","1200","0","BeachTrap","1600","Surf","2400","BeachTrap","2800","400","NONE","ShellFlyingItem","0","NONE","800","NONE","2000","0","BeachJumpOverTrap"
"1080","SummerEnemyB","Surf","1000","0","BeachJumpBoard","1300","SummerEnemyB","2000","BeachTrap_NoCall","2400","400","NONE","SummerEnemyC","2800","SummerEnemyB","700","ShellFlyingItem","1600","3200","SummerEnemyA_NoColl"
"1081","BeachJumpOverTrap","BeachTrap","1200","0","SummerEnemyA","1600","SummerEnemyB","2800","ShellFlyingItem","3600","400","NONE","SummerEnemyB","0","NONE","800","NONE","2000","0","Surf"
"1082","BeachJumpOverTrap","SummerEnemyB","1600","0","SurfB","2000","SurfB","3200","BeachTrap","3600","400","NONE","SummerEnemyB","0","NONE","800","NONE","2400","0","ShellFlyingItem"
"1083","ShellFlyingItem","SummerEnemyC","1100","0","SpeedTerritoryA","1800","SummerEnemyB","2600","ShellFlyingItem","3000","400","NONE","Surf","3400","NONE","800","SummerEnemyG","2000","0","SurfB"
"1084","SummerEnemyC","SummerEnemyG","1500","0","Surf","1800","SummerEnemyC","2800","ShellFlyingItem","3600","300","NONE","SurfB","0","NONE","800","NONE","2500","0","EnemyB"
"1085","SummerEnemyC","SummerEnemyG","1500","0","SurfB","1800","SummerEnemyC","2800","BeachJumpOverTrap","3600","300","NONE","SurfB","0","NONE","800","NONE","2500","0","EnemyB"
"1086","BeachJumpOverTrap","SummerEnemyG","1500","0","Surf","1800","SummerEnemyC","2800","ShellFlyingItem","3600","300","NONE","SurfB","0","NONE","800","NONE","2500","0","EnemyB"
"1087","BeachTrap","SummerEnemyG","1500","0","Surf","1800","SummerEnemyC","2800","ShellFlyingItem","3600","300","NONE","SurfB","0","NONE","800","NONE","2500","0","EnemyB"
"1088","NONE","NONE","0","0","Carpet500","0","NONE","0","NONE","0","400","NONE","NONE","0","NONE","0","NONE","0","0","NONE"
"1089","SummerJumpOverEnemyA","BeachJumpOverTrap","1500","0","SummerEnemyA","2100","BeachJumpOverTrap","3000","BeachTrap","3500","500","NONE","AccelBoardA","0","NONE","1000","NONE","2600","0","SummerEnemyB"
"1090","BeachTrap","SummerEnemyC","1500","0","BeachTrap","1900","AccelBoardA","2800","SummerJumpOverEnemyA","3300","400","NONE","SummerEnemyB","0","NONE","900","NONE","2300","0","SpeedTerritoryA"
"1091","NONE","NONE","2200","0","WaterMelon","2700","SummerEnemyB","0","SummerEnemyA","0","500","NONE","SummerEnemyA","0","NONE","1500","NONE","3200","0","BeachTrap"
"1092","NONE","BeachTrap","1700","0","BeachJumpOverTrap","2200","SummerJumpOverEnemyA","3300","BeachTrap","0","600","NONE","SpeedTerritoryA","0","NONE","1100","NONE","2600","0","SummerEnemyA"
"1093","NONE","SummerEnemyC","1500","0","Surf","2600","ShaveIce","3400","ShellFlyingItem","0","500","NONE","SummerEnemyG","0","NONE","900","NONE","3000","0","EnemyB"
"1094","NONE","SummerEnemyC","1300","0","SummerEnemyC","2000","EnemyB","3400","ShaveIce","0","400","NONE","SummerEnemyG","0","NONE","800","NONE","2700","0","BeachJumpOverTrap"
"1095","NONE","ShellFlyingItem","1900","0","BeachTrap","2300","ShaveIce","3300","SpeedTerritoryA","0","500","NONE","SummerEnemyC","0","NONE","1000","NONE","2800","0","WaterMelon"
"1096","NONE","SummerEnemyC","1800","0","SummerJumpOverEnemyA","2500","ShaveIce","3500","SummerEnemyB","0","400","NONE","ShellFlyingItem","0","NONE","900","NONE","3000","0","BeachJumpBoard"
"1097","SummerEnemyA","SummerEnemyB","1400","0","SummerEnemyA","1900","SummerEnemyC","3000","AccelBoardA","3400","400","NONE","AccelBoardA","0","NONE","800","NONE","2200","0","SpeedTerritoryA"
"1098","BeachTrap","SummerEnemyB","1500","0","BeachTrap","1900","BeachTrap","3000","SummerEnemyB","3300","500","NONE","SummerEnemyC","0","NONE","900","NONE","2400","0","AccelBoardA"
"1099","NONE","SummerEnemyB","1400","0","SummerEnemyB","1900","AccelBoardA","3000","SummerEnemyC","0","400","NONE","SummerEnemyA","0","NONE","800","NONE","2500","0","BeachTrap"
"1100","SummerEnemyB","BeachTrap","1300","0","SummerEnemyA","1900","SpeedTerritoryA","3000","AccelBoardA","3400","500","NONE","SummerEnemyD","0","NONE","900","NONE","2300","0","BeachTrap"
"1101","NONE","BeachTrap","1600","0","SummerEnemyA","2100","SummerEnemyB","3300","SpeedTerritoryA","0","600","NONE","SummerEnemyB","0","NONE","1000","NONE","2700","0","BeachTrap"
"1102","SummerEnemyA","BeachTrap","1500","0","BeachTrap","1900","SummerEnemyB","2700","AccelBoardA","3000","500","NONE","SummerEnemyC","3400","NONE","900","SummerEnemyB","2300","0","SummerEnemyA"
"1103","SummerEnemyC","SpeedTerritoryA","1500","0","SummerEnemyB","1900","SpeedTerritoryA","3300","BeachTrap","3600","600","NONE","SummerEnemyB","0","NONE","1100","NONE","2800","0","SummerEnemyC"
"1104","SpeedTerritoryA","SummerEnemyA","1400","0","BeachTrap","1800","SummerEnemyA","2600","BeachTrap","2900","600","NONE","AccelBoardA","3300","NONE","1000","SummerEnemyC","2200","0","SummerEnemyD"
"1105","SummerEnemyD","SummerJumpOverEnemyC","1500","0","SummerJumpOverEnemyA","1900","SummerEnemyA","2800","SummerEnemyC","3100","500","NONE","SummerEnemyD","3500","NONE","1000","SummerEnemyA","2400","0","SummerJumpOverEnemyD"
"1106","SummerEnemyC","SummerEnemyD","1500","0","SummerJumpOverEnemyC","2000","SummerEnemyD","3100","SummerJumpOverEnemyB","3500","500","NONE","SummerJumpOverEnemyB","0","NONE","900","NONE","2500","0","SummerEnemyA"
"1107","NONE","SummerJumpOverEnemyB","1800","0","SummerEnemyA","2300","SummerJumpOverEnemyA","3400","SummerJumpOverEnemyC","0","600","NONE","SummerEnemyA","0","NONE","1200","NONE","2800","0","SummerJumpOverEnemyC"
"1108","NONE","SummerEnemyB","1700","0","SummerJumpOverEnemyB","2400","SummerJumpOverEnemyC","3500","SummerJumpOverEnemyA","0","500","NONE","SummerEnemyA","0","NONE","1000","NONE","2900","0","SummerEnemyD"
"8001","NONE","NONE","1300","0","SurfC","2000","SummerEnemyG","0","SummerEnemyB","0","700","NONE","SummerEnemyG","0","NONE","1000","NONE","3000","0","ShellFlyingItem"
"8002","NONE","NONE","1300","0","SurfC","2000","SummerEnemyA","0","EnemyB","0","700","NONE","SummerEnemyG","0","NONE","1000","NONE","3000","0","SummerEnemyA"
"8003","SpeedTerritoryB","SpeedTerritoryA","1600","0","SurfB","1900","BeachTrap","2500","SummerJumpOverEnemyA","2800","300","NONE","BeachJumpOverTrap","3100","NONE","1300","AccelBoardA","2200","0","SummerEnemyA"
"8004","NONE","WaterMelon","1600","0","SurfB","1800","SpeedTerritoryA_NoColl","3200","SummerEnemyA_NoColl","0","300","NONE","WarpGateA","0","NONE","1300","NONE","2200","0","BeachJumpBoard"
"8005","NONE","NONE","2000","0","SurfB","2400","SpeedTerritoryA_NoColl","0","SummerEnemyA_NoColl","0","300","NONE","NONE","0","NONE","1300","NONE","0","0","Balloon"
"8006","SpeedTerritoryB","SpeedTerritoryA","600","0","NONE","900","BeachTrap","1500","SummerJumpOverEnemyA","1800","0","NONE","BeachJumpOverTrap","2100","SurfB","300","AccelBoardA","1200","3000","SummerEnemyA"
"8007","SurfB","WaterMelon","600","0","NONE","800","SpeedTerritoryA_NoColl","2200","SummerEnemyA_NoColl","3000","0","NONE","WarpGateA","0","NONE","300","NONE","1200","0","BeachJumpBoard"
"8008","NONE","NONE","1000","0","NONE","1300","SpeedTerritoryA_NoColl","0","SummerEnemyA_NoColl","0","0","NONE","SurfB","0","NONE","300","NONE","3000","0","Balloon"
"8009","NONE","NONE","1000","0","NONE","1300","NONE","0","NONE","0","0","NONE","NONE","0","NONE","300","NONE","3000","0","NONE"
"9990","NONE","NONE","2000","0","AccelBoardA","3100","BeachJumpBoard","0","WarpGateA","0","500","NONE","NONE","0","NONE","1000","NONE","0","0","AccelBoardA"
"9991","NONE","NONE","1300","0","AccelBoardA","2000","SummerJumpOverEnemyB","3000","BeachTrap","0","500","NONE","EnemyB","0","NONE","800","NONE","2500","0","BeachTrap"
"9992","NONE","BeachTrap","1400","0","AccelBoardA","2100","EnemyB","3300","SummerJumpOverEnemyB","0","500","NONE","AccelBoardA","0","NONE","1100","NONE","2800","0","SummerEnemyC"
"9993","SummerEnemyA","SummerEnemyA","2000","0","AccelBoardA","2500","AccelBoardA","3300","SummerEnemyA","3600","500","NONE","SummerEnemyB","0","NONE","1200","NONE","3000","0","SummerJumpOverEnemyA"
"9994","NONE","AccelBoardA","1500","0","WaterMelon","2000","AccelBoardA","3000","AccelBoardA","0","300","NONE","AccelBoardA","0","NONE","1000","NONE","2500","0","AccelBoardA"
"9995","NONE","SummerJumpOverEnemyA","1400","0","SummerJumpOverEnemyA","1700","SpeedTerritoryA","3000","BeachJumpOverTrap","0","500","NONE","BeachJumpOverTrap","0","NONE","900","NONE","2600","0","EnemyB"
"9996","NONE","NONE","1900","0","SummerJumpOverEnemyB","2700","AccelBoardA","0","AccelBoardA","0","400","NONE","NONE","0","NONE","700","NONE","0","0","WarpGateA"
