e5245ac1ddef0b0518aa2a88ea8d1120128461ec34815a45e0143cc895b54399,cc1552595f7995daa4c73ad3ef111a4f3753118536d279b8d607744eb8d52000,20f527d76b95e0fbdade818ae2d635d41a66f88d4a032a596f7763de24e669c4,8667f3c75b23bac9c91474b0866acbb105a96e8344baf7037560a6bb5a4eaade,316230ec6c54e669fee656696bd3357ca92329a0381127072293d289686c9a36,56d1f9e10d12acd3573c97ac05e452f6386822141f940d3d21a71edc995edf41,6b75258b3d32c0842d232e66340fc2c3df446905a019f28ff35813108ef0b8cc,1c0d4ab46a7e2297eadb4581e69ac53643c890360a5c826c1928e91b686975eb,176329ee0118d3e1ae84efc6e6910e2a32f9164fdf8f0c0694504e8922e14898,9d88fb6d26c81c8fa76be5a0872d8bfc5d710e9f839aad22fafd2a5736083c33,0aae839ddad5789627ad95c56680b22189118fb316820af6ec646e82eb058850,f92b14681da385bafa4828be792c25a9fba393943bebab741f6d81d9d9a63509,dff91d43acfdd3c1790e63be43ea7c85575de2bb539cebc69536529d2c9c6fc3
"10001","0","1","10010702","0","10010131","10010132","36","0","0","0","11","10010701"
"0","0","1","0","0","10010701","10010153","34","0","0","0","12","10010705"
"5","0","1","0","0","10010708","10010158","29","0","0","0","14","10010161"
"0","0","1","0","0","10010158","10010161","28","0","0","0","4","10010162"
"2","0","1","0","0","10010161","10010162","27","0","0","0","2","10010163"
"1","0","1","0","0","10010162","10010163","26","0","0","0","3","10010164"
"3","0","1","0","0","10010163","10010164","25","0","0","0","14","10010165"
"10001","0","1","0","0","10010164","10010165","24","0","0","0","11","10010166"
"0","0","1","0","0","10010165","10010166","23","0","0","0","12","10010167"
"2","0","1","0","0","10010166","10010167","22","0","0","0","3","10010568"
"10002","0","1","0","0","10010568","10010169","20","0","0","0","7","10010570"
"2","0","1","0","0","10010570","10010173","18","0","0","0","3","10010174"
"10001","0","1","0","0","10010173","10010174","17","0","0","0","7","10010175"
"0","0","1","0","0","10010174","10010175","16","0","0","0","4","10010176"
"1","0","1","0","0","10010175","10010176","15","0","0","0","2","10010177"
"2","0","1","0","0","10010176","10010177","14","0","0","0","2","10010178"
"2","0","1","0","0","10010177","10010178","13","0","0","0","3","10010179"
"0","0","1","0","0","10010178","10010179","12","0","0","0","12","10010180"
"0","0","1","0","0","10010179","10010180","11","0","0","0","6","10010181"
"0","0","1","0","0","10010180","10010181","10","0","0","0","4","10010182"
"2","0","1","0","0","10010181","10010182","9","0","0","0","2","10010183"
"3","0","1","0","0","10010182","10010183","8","0","0","0","2","10010184"
"3","0","1","0","0","10010183","10010184","7","0","0","0","14","10010555"
"1","0","1","0","0","10010558","10010186","3","0","0","0","14","10010187"
"3","0","1","0","0","10010186","10010187","2","0","0","0","3","10010188"
"2","0","1","0","0","10010187","10010188","1","0","0","0","2","10010189"
"0","0","1","0","0","10010188","10010189","0","0","0","0","13","10010190"
"0","0","1","0","0","10010189","10010190","60","0","0","0","12","10010191"
"0","0","1","0","0","10010190","10010191","59","0","0","0","6","10010192"
"1","0","1","0","0","10010191","10010192","58","0","0","0","3","10010193"
"10001","0","1","0","0","10010192","10010193","57","0","0","0","7","10010194"
"0","0","1","0","0","10010193","10010194","56","0","0","0","5","10010195"
"2","0","1","0","0","10010194","10010195","55","0","0","0","3","10010196"
"10001","0","1","0","0","10010195","10010196","54","0","0","0","11","10010197"
"0","0","1","0","0","10010196","10010197","53","0","0","0","4","10010198"
"1","0","1","0","0","10010197","10010198","52","0","0","0","2","10010199"
"2","0","1","0","0","10010198","10010199","51","0","0","0","14","10010200"
"1","0","1","0","0","10010199","10010200","50","0","0","0","2","10010201"
"1","0","1","10010716","0","10010200","10010201","49","0","0","0","3","10010214"
"0","0","1","0","0","10010201","10010214","48","0","0","0","4","10010215"
"0","0","1","0","0","10010214","10010215","47","0","0","0","12","10010710"
"10001","0","1","0","0","10010711","10010218","44","0","0","0","11","10010219"
"2","0","1","0","0","10010218","10010219","43","0","0","0","2","10010220"
"0","0","1","0","0","10010219","10010220","42","0","0","0","4","10010221"
"2","0","1","0","0","10010220","10010221","41","0","0","0","3","10010222"
"1","0","1","0","0","10010221","10010222","40","0","0","0","2","10010223"
"2","0","1","0","0","10010222","10010223","39","0","0","0","2","10010224"
"0","0","1","0","0","10010223","10010224","38","0","0","0","4","10010225"
"10002","0","1","0","0","10010224","10010225","37","0","0","0","7","10010226"
"10001","0","1","0","0","10010225","10010226","36","0","0","0","11","10010227"
"4","0","1","0","0","10010226","10010227","35","0","0","0","14","10010228"
"0","0","1","0","0","10010227","10010228","34","0","0","0","5","10010229"
"1","0","1","0","0","10010228","10010229","33","0","0","0","2","10010230"
"3","0","1","0","0","10010229","10010230","32","0","0","0","14","10010231"
"0","0","1","0","0","10010230","10010231","31","0","0","0","4","10010232"
"10001","0","1","0","0","10010231","10010232","30","0","0","0","7","10010233"
"0","0","1","10010236","0","10010232","10010233","29","0","0","0","6","10010234"
"10001","0","1","0","0","10010233","10010234","28","0","0","0","7","10010573"
"3","0","1","0","0","10010233","10010236","28","0","0","0","2","10010237"
"2","0","1","0","0","10010236","10010237","27","0","0","0","3","10010574"
"3","0","1","0","0","10010574","10010239","25","0","0","0","3","10010240"
"3","0","1","0","0","10010239","10010240","24","0","0","0","2","10010241"
"0","0","1","0","0","10010240","10010241","23","0","0","0","4","10010575"
"2","0","1","0","0","10010245","10010244","24","0","0","0","14","10010564"
"10003","0","1","0","0","10010246","10010245","25","0","0","0","7","10010244"
"1","0","1","0","0","10010573","10010246","26","0","0","0","14","10010245"
"0","0","1","0","0","10010575","10010247","21","0","0","0","4","10010248"
"10001","0","1","10010250","0","10010247","10010248","20","0","0","0","11","10010249"
"10003","0","1","0","0","10010248","10010249","19","0","0","0","7","10010253"
"0","0","1","0","0","10010248","10010250","19","0","0","0","5","10010251"
"0","0","1","0","0","10010250","10010251","18","0","0","0","6","10010577"
"2","0","1","0","0","10010249","10010253","18","0","0","0","3","10010576"
"5","0","1","0","0","10010576","10010255","16","0","10010577","0","14","10010256"
"2","0","1","0","0","10010255","10010256","15","0","0","0","2","10010257"
"0","0","1","0","0","10010256","10010257","14","0","0","0","12","10010258"
"1","0","1","0","0","10010257","10010258","13","0","0","0","2","10010259"
"10001","0","1","0","0","10010258","10010259","12","0","0","0","7","10010260"
"2","0","1","0","0","10010259","10010260","11","0","0","0","2","10010261"
"10001","0","1","0","0","10010260","10010261","10","0","0","0","7","10010262"
"1","0","1","0","0","10010261","10010262","9","0","0","0","3","10010263"
"10001","0","1","0","0","10010262","10010263","8","0","0","0","7","10010264"
"0","0","1","10010717","0","10010263","10010264","7","0","0","0","6","10010719"
"2","0","1","0","0","10010719","10010272","5","0","0","0","3","10010273"
"10002","0","1","0","0","10010272","10010273","4","0","10010721","0","7","10010274"
"0","0","1","0","0","10010273","10010274","3","0","0","0","4","10010275"
"3","0","1","0","0","10010274","10010275","2","0","0","0","2","10010276"
"3","0","1","0","0","10010275","10010276","1","0","0","0","3","10010277"
"0","0","1","0","0","10010276","10010277","0","0","0","0","13","10010278"
"1","0","1","0","0","10010277","10010278","60","0","0","0","2","10010279"
"2","0","1","0","0","10010278","10010279","59","0","0","0","3","10010280"
"2","0","1","0","0","10010279","10010280","58","0","0","0","2","10010281"
"0","0","1","0","0","10010280","10010281","57","0","0","0","5","10010282"
"10002","0","1","10010285","0","10010281","10010282","56","0","0","0","7","10010283"
"0","0","1","0","0","10010282","10010283","55","0","0","0","12","10010296"
"3","0","1","0","0","10010282","10010285","61","0","0","0","2","10010695"
"10003","0","1","0","0","10010696","10010287","58","0","0","0","7","10010697"
"3","0","1","0","0","10010697","10010290","56","0","0","0","14","10010291"
"3","0","1","0","0","10010290","10010291","55","0","0","0","3","10010292"
"10002","0","1","0","0","10010291","10010292","54","0","0","0","7","10010699"
"2","0","1","0","0","10010700","10010295","51","0","0","0","2","10010300"
"0","0","1","0","0","10010283","10010296","54","0","0","0","6","10010578"
"0","0","1","0","0","10010723","10010299","51","0","0","0","4","10010300"
"0","0","1","0","0","10010295","10010300","50","0","10010299","0","5","10010301"
"1","0","1","0","0","10010300","10010301","49","0","0","0","3","10010580"
"10001","0","1","10010307","0","10010581","10010304","46","0","0","0","11","10010305"
"1","0","1","0","0","10010304","10010305","45","0","0","0","2","10010306"
"1","0","1","0","0","10010305","10010306","44","0","0","0","3","10010316"
"3","0","1","0","0","10010304","10010307","47","0","0","0","3","10010308"
"3","0","1","0","0","10010307","10010308","46","0","0","0","2","10010583"
"10003","0","1","0","0","10010583","10010310","44","0","0","0","7","10010584"
"3","0","1","0","0","10010584","10010312","42","0","0","0","2","10010582"
"0","0","1","0","0","10010582","10010314","40","0","0","0","12","10010315"
"3","0","1","0","0","10010314","10010315","39","0","0","0","2","10010586"
"0","0","1","0","0","10010306","10010316","43","0","0","0","4","10010317"
"2","0","1","0","0","10010316","10010317","42","0","0","0","2","10010318"
"0","0","1","0","0","10010317","10010318","41","0","0","0","6","10010319"
"0","0","1","0","0","10010318","10010319","40","0","0","0","4","10010320"
"10001","0","1","0","0","10010319","10010320","39","0","0","0","7","10010586"
"2","0","1","0","0","10010586","10010322","37","0","0","0","3","10010323"
"0","0","1","0","0","10010322","10010323","36","0","0","0","4","10010324"
"0","0","1","0","0","10010323","10010324","35","0","0","0","6","10010325"
"2","0","1","0","0","10010324","10010325","34","0","0","0","2","10010326"
"3","0","1","0","0","10010325","10010326","33","0","0","0","14","10010327"
"10001","0","1","0","0","10010326","10010327","32","0","0","0","7","10010328"
"4","0","1","0","0","10010327","10010328","31","0","0","0","14","10010329"
"0","0","1","0","0","10010328","10010329","30","0","0","0","4","10010330"
"0","0","1","0","0","10010329","10010330","29","0","0","0","12","10010587"
"0","0","1","0","0","10010587","10010332","27","0","0","0","5","10010333"
"10001","0","1","0","0","10010332","10010333","26","0","0","0","7","10010334"
"2","0","1","0","0","10010333","10010334","25","0","0","0","3","10010335"
"1","0","1","0","0","10010334","10010335","24","0","0","0","2","10010588"
"0","0","1","0","0","10010588","10010337","22","0","0","0","4","10010338"
"10001","0","1","0","0","10010337","10010338","21","0","0","0","11","10010339"
"0","0","1","0","0","10010338","10010339","20","0","0","0","6","10010340"
"2","0","1","0","0","10010339","10010340","19","0","0","0","2","10010341"
"1","0","1","0","0","10010340","10010341","18","0","0","0","3","10010342"
"0","0","1","10010355","0","10010341","10010342","17","0","0","0","5","10010343"
"1","0","1","0","0","10010342","10010343","16","0","0","0","3","10010344"
"10002","0","1","0","0","10010343","10010344","15","0","0","0","7","10010589"
"2","0","1","0","0","10010589","10010346","13","0","0","0","2","10010347"
"10001","0","1","0","0","10010346","10010347","12","0","0","0","7","10010348"
"3","0","1","0","0","10010347","10010348","11","0","0","0","3","10010349"
"0","0","1","0","0","10010348","10010349","10","0","10010350","0","6","10010590"
"1","0","1","0","0","10010351","10010350","11","0","0","0","2","10010349"
"3","0","1","0","0","10010352","10010351","12","0","0","0","2","10010350"
"10002","0","1","0","0","10010353","10010352","13","0","0","0","7","10010351"
"1","0","1","0","0","10010354","10010353","14","0","0","0","2","10010352"
"2","0","1","0","0","10010355","10010354","15","0","0","0","2","10010353"
"0","0","1","0","0","10010342","10010355","16","0","0","0","4","10010354"
"0","0","1","10010592","0","10010590","10010357","8","0","0","0","4","10010591"
"0","0","1","0","0","10010595","10010361","4","0","10010596","0","4","10010365"
"3","0","1","0","0","10010361","10010365","3","0","0","0","2","10010598"
"0","0","1","0","0","10010597","10010430","0","0","0","0","13","10010431"
"1","0","1","0","0","10010430","10010431","60","0","0","0","2","10010432"
"0","0","1","0","0","10010431","10010432","59","0","0","0","6","10010434"
"10001","0","1","0","0","10010432","10010434","58","0","0","0","7","10010439"
"10001","0","1","0","0","10010434","10010439","57","0","0","0","11","10010484"
"0","0","1","0","0","10010001","10010484","56","0","10010439","0","6","10010485"
"1","0","1","0","0","10010484","10010485","55","0","0","0","2","10010486"
"0","0","1","0","0","10010485","10010486","54","0","0","0","4","10010487"
"10001","0","1","0","0","10010486","10010487","53","0","0","0","7","10010488"
"0","0","1","0","0","10010487","10010488","52","0","0","0","12","10010489"
"1","0","1","0","0","10010488","10010489","51","0","0","0","2","10010490"
"0","0","1","0","0","10010489","10010490","50","0","0","0","5","10010491"
"0","0","1","10010612","0","10010490","10010491","49","0","0","0","4","10010611"
"0","0","1","0","0","10010184","10010555","6","0","0","0","5","10010556"
"0","0","1","0","0","10010555","10010556","5","0","0","0","6","10010558"
"10002","0","1","0","0","10010556","10010558","4","0","0","0","7","10010186"
"1","0","1","10010560","0","10010107","10010559","50","0","0","0","2","10010119"
"0","0","1","0","0","10010559","10010560","49","0","0","0","4","10010110"
"2","0","1","0","0","10010111","10010561","46","0","0","0","2","10010113"
"3","0","1","0","0","10010114","10010562","43","0","0","0","14","10010116"
"3","0","1","0","0","10010118","10010563","39","0","10010128","0","14","10010130"
"10001","0","1","0","0","10010244","10010564","23","0","0","0","11","10010575"
"3","0","1","0","0","10010121","10010565","46","0","0","0","14","10010123"
"10001","0","1","0","0","10010123","10010566","44","0","0","0","7","10010125"
"0","0","1","0","0","10010167","10010568","21","0","0","0","5","10010169"
"0","0","1","0","0","10010169","10010570","19","0","0","0","4","10010173"
"1","0","1","0","0","10010234","10010573","27","0","0","0","2","10010246"
"1","0","1","0","0","10010237","10010574","26","0","0","0","14","10010239"
"0","0","1","0","0","10010241","10010575","22","0","10010564","0","12","10010247"
"0","0","1","0","0","10010253","10010576","17","0","0","0","4","10010255"
"3","0","1","0","0","10010251","10010577","17","0","0","0","2","10010255"
"10001","0","1","0","0","10010296","10010578","53","0","0","0","11","10010723"
"2","0","1","0","0","10010301","10010580","48","0","0","0","14","10010581"
"1","0","1","0","0","10010580","10010581","47","0","0","0","2","10010304"
"10003","0","1","0","0","10010312","10010582","41","0","0","0","7","10010314"
"0","0","1","0","0","10010308","10010583","45","0","0","0","4","10010310"
"4","0","1","0","0","10010310","10010584","43","0","0","0","14","10010312"
"0","0","1","0","0","10010315","10010586","38","0","10010320","0","12","10010322"
"10001","0","1","0","0","10010330","10010587","28","0","0","0","11","10010332"
"5","0","1","0","0","10010335","10010588","23","0","0","0","14","10010337"
"10001","0","1","0","0","10010344","10010589","14","0","0","0","11","10010346"
"3","0","1","0","0","10010349","10010590","9","0","0","0","14","10010357"
"2","0","1","0","0","10010357","10010591","7","0","0","0","2","10010593"
"0","0","1","0","0","10010357","10010592","7","0","0","0","6","10010594"
"10003","0","1","0","0","10010591","10010593","6","0","0","0","7","10010595"
"3","0","1","0","0","10010592","10010594","6","0","0","0","3","10010596"
"0","0","1","0","0","10010593","10010595","5","0","0","0","12","10010361"
"10001","0","1","0","0","10010594","10010596","5","0","0","0","11","10010361"
"10003","0","1","0","0","10010598","10010597","1","0","0","0","7","10010430"
"10001","0","1","0","0","10010365","10010598","2","0","0","0","7","10010597"
"1","0","1","0","0","10010491","10010611","48","0","0","0","14","10010614"
"1","0","1","0","0","10010491","10010612","48","0","0","0","14","10010613"
"3","0","1","0","0","10010612","10010613","47","0","0","0","2","10010616"
"3","0","1","0","0","10010611","10010614","47","0","0","0","3","10010615"
"0","0","1","0","0","10010614","10010615","46","0","0","0","6","10010618"
"0","0","1","0","0","10010613","10010616","46","0","0","0","4","10010617"
"2","0","1","0","0","10010616","10010617","45","0","0","0","14","10010619"
"2","0","1","0","0","10010615","10010618","45","0","0","0","14","10010624"
"1","0","1","0","0","10010617","10010619","44","0","0","0","2","10010620"
"2","0","1","0","0","10010619","10010620","43","0","0","0","2","10010621"
"2","0","1","0","0","10010620","10010621","42","0","10010622","0","2","10010625"
"1","0","1","0","0","10010624","10010622","43","0","0","0","3","10010621"
"10001","0","1","0","0","10010618","10010624","44","0","0","0","7","10010622"
"0","0","1","0","0","10010621","10010625","41","0","0","0","4","10010626"
"10001","0","1","0","0","10010625","10010626","40","0","0","0","7","10010627"
"1","0","1","0","0","10010626","10010627","39","0","0","0","2","10010628"
"4","0","1","0","0","10010627","10010628","38","0","0","0","14","10010629"
"0","0","1","0","0","10010628","10010629","37","0","0","0","5","10010630"
"1","0","1","10010637","0","10010629","10010630","36","0","0","0","2","10010631"
"2","0","1","0","0","10010630","10010631","35","0","0","0","3","10010632"
"2","0","1","0","0","10010631","10010632","34","0","0","0","2","10010633"
"10001","0","1","0","0","10010632","10010633","33","0","0","0","11","10010634"
"0","0","1","0","0","10010633","10010634","32","0","10010635","0","4","10010638"
"2","0","1","0","0","10010636","10010635","33","0","0","0","3","10010634"
"10002","0","1","0","0","10010637","10010636","34","0","0","0","7","10010635"
"0","0","1","0","0","10010630","10010637","35","0","0","0","12","10010636"
"0","0","1","0","0","10010634","10010638","31","0","0","0","6","10010639"
"1","0","1","0","0","10010638","10010639","30","0","0","0","2","10010640"
"10001","0","1","0","0","10010639","10010640","29","0","0","0","11","10010641"
"5","0","1","0","0","10010640","10010641","28","0","0","0","14","10010642"
"0","0","1","0","0","10010641","10010642","27","0","0","0","4","10010643"
"0","0","1","0","0","10010642","10010643","26","0","0","0","12","10010644"
"1","0","1","0","0","10010643","10010644","25","0","0","0","2","10010645"
"2","0","1","0","0","10010644","10010645","24","0","0","0","3","10010646"
"0","0","1","0","0","10010645","10010646","23","0","0","0","4","10010647"
"2","0","1","0","0","10010646","10010647","22","0","0","0","2","10010648"
"3","0","1","0","0","10010647","10010648","21","0","0","0","14","10010649"
"1","0","1","10010653","0","10010648","10010649","20","0","0","0","3","10010650"
"2","0","1","0","0","10010649","10010650","19","0","0","0","3","10010651"
"3","0","1","0","0","10010650","10010651","18","0","0","0","2","10010654"
"10003","0","1","0","0","10010653","10010652","18","0","0","0","7","10010655"
"1","0","1","0","0","10010649","10010653","19","0","0","0","2","10010652"
"10001","0","1","0","0","10010651","10010654","17","0","0","0","11","10010658"
"2","0","1","0","0","10010652","10010655","17","0","0","0","3","10010656"
"10002","0","1","0","0","10010655","10010656","16","0","0","0","7","10010657"
"10001","0","1","0","0","10010656","10010657","15","0","10010658","0","7","10010659"
"2","0","1","0","0","10010654","10010658","16","0","0","0","2","10010657"
"0","0","1","0","0","10010657","10010659","14","0","0","0","5","10010660"
"2","0","1","0","0","10010659","10010660","13","0","0","0","2","10010661"
"0","0","1","0","0","10010660","10010661","12","0","0","0","4","10010662"
"5","0","1","0","0","10010661","10010662","11","0","0","0","14","10010663"
"3","0","1","0","0","10010662","10010663","10","0","0","0","2","10010664"
"0","0","1","0","0","10010663","10010664","9","0","0","0","12","10010665"
"0","0","1","0","0","10010664","10010665","8","0","0","0","6","10010666"
"1","0","1","0","0","10010665","10010666","7","0","0","0","2","10010667"
"10003","0","1","0","0","10010666","10010667","6","0","0","0","7","10010668"
"10001","0","1","0","0","10010667","10010668","5","0","0","0","11","10010669"
"0","0","1","0","0","10010668","10010669","4","0","0","0","4","10010670"
"1","0","1","0","0","10010669","10010670","3","0","0","0","3","10010671"
"3","0","1","0","0","10010670","10010671","2","0","0","0","2","10010672"
"10001","0","1","0","0","10010671","10010672","1","0","0","0","7","10010673"
"0","0","1","0","0","10010672","10010673","0","0","0","0","13","10010674"
"1","0","1","0","0","10010673","10010674","60","0","0","0","3","10010099"
"3","0","1","0","0","10010285","10010695","60","0","0","0","3","10010696"
"6","0","1","0","0","10010695","10010696","59","0","0","0","14","10010287"
"3","0","1","0","0","10010287","10010697","57","0","0","0","2","10010290"
"0","0","1","0","0","10010292","10010699","53","0","0","0","4","10010700"
"7","0","1","0","0","10010699","10010700","52","0","0","0","14","10010295"
"1","0","1","0","0","10010132","10010701","35","0","0","0","2","10010153"
"3","0","1","0","0","10010132","10010702","37","0","0","0","2","10010703"
"3","0","1","0","0","10010702","10010703","36","0","0","0","14","10010704"
"0","0","1","0","0","10010703","10010704","35","0","0","0","6","10010709"
"3","0","1","0","0","10010153","10010705","33","0","10010709","0","3","10010706"
"0","0","1","0","0","10010705","10010706","32","0","0","0","4","10010707"
"10001","0","1","0","0","10010706","10010707","31","0","0","0","7","10010708"
"1","0","1","0","0","10010707","10010708","30","0","0","0","3","10010158"
"10003","0","1","0","0","10010704","10010709","34","0","0","0","7","10010705"
"1","0","1","0","0","10010215","10010710","46","0","0","0","2","10010711"
"0","0","1","0","0","10010710","10010711","45","0","10010712","0","6","10010218"
"3","0","1","0","0","10010713","10010712","46","0","0","0","3","10010711"
"6","0","1","0","0","10010714","10010713","47","0","0","0","14","10010712"
"3","0","1","0","0","10010715","10010714","48","0","0","0","2","10010713"
"0","0","1","0","0","10010716","10010715","49","0","0","0","4","10010714"
"4","0","1","0","0","10010201","10010716","50","0","0","0","14","10010715"
"0","0","1","0","0","10010264","10010717","8","0","0","0","5","10010718"
"5","0","1","0","0","10010717","10010718","7","0","0","0","14","10010720"
"10001","0","1","0","0","10010264","10010719","6","0","0","0","7","10010272"
"10003","0","1","0","0","10010718","10010720","6","0","0","0","7","10010721"
"3","0","1","0","0","10010720","10010721","5","0","0","0","3","10010273"
"1","0","1","0","0","10010578","10010723","52","0","0","0","2","10010299"
"0","0","2","0","0","0","10020001","63","0","0","0","1","10020002"
"1","0","2","0","0","10020001","10020002","62","0","10020390","0","2","10020003"
"0","0","2","0","0","10020002","10020003","61","0","0","0","4","10020004"
"0","0","2","0","0","10020003","10020004","60","0","0","0","6","10020005"
"10001","0","2","0","0","10020004","10020005","59","0","0","0","7","10020006"
"2","0","2","0","0","10020005","10020006","58","0","0","0","2","10020007"
"0","0","2","0","0","10020006","10020007","57","0","0","0","5","10020592"
"0","0","2","10020589","0","10020592","10020009","55","0","0","0","12","10020588"
"1","0","2","0","0","10020588","10020012","53","0","0","0","14","10020015"
"1","0","2","0","0","10020589","10020013","53","0","0","0","14","10020014"
"0","0","2","0","0","10020013","10020014","52","0","0","0","4","10020016"
"0","0","2","0","0","10020012","10020015","52","0","0","0","6","10020020"
"2","0","2","0","0","10020014","10020016","51","0","0","0","14","10020590"
"0","0","2","0","0","10020587","10020018","49","0","10020590","0","4","10020021"
"2","0","2","0","0","10020015","10020020","51","0","0","0","14","10020587"
"1","0","2","0","0","10020018","10020021","48","0","0","0","3","10020022"
"1","0","2","0","0","10020021","10020022","47","0","0","0","2","10020023"
"0","0","2","0","0","10020022","10020023","46","0","0","0","6","10020024"
"0","0","2","0","0","10020023","10020024","45","0","0","0","5","10020025"
"0","0","2","0","0","10020024","10020025","44","0","0","0","4","10020026"
"4","0","2","0","0","10020025","10020026","43","0","0","0","14","10020027"
"1","0","2","0","0","10020026","10020027","42","0","0","0","2","10020028"
"0","0","2","0","0","10020027","10020028","41","0","0","0","6","10020029"
"1","0","2","0","0","10020028","10020029","40","0","0","0","2","10020030"
"10001","0","2","0","0","10020029","10020030","39","0","0","0","11","10020031"
"10001","0","2","10020586","0","10020030","10020031","38","0","0","0","7","10020518"
"1","0","2","0","0","10020544","10020062","12","0","0","0","2","10020063"
"0","0","2","0","0","10020062","10020063","11","0","0","0","4","10020064"
"2","0","2","0","0","10020063","10020064","10","0","0","0","3","10020515"
"10002","0","2","0","0","10020516","10020079","7","0","0","0","7","10020404"
"10003","0","2","0","0","10020406","10020083","3","0","0","0","7","10020084"
"0","0","2","0","0","10020083","10020084","2","0","0","0","12","10020085"
"0","0","2","0","0","10020084","10020085","1","0","0","0","6","10020086"
"0","0","2","0","0","10020085","10020086","0","0","0","0","13","10020087"
"2","0","2","0","0","10020086","10020087","66","0","0","0","2","10020088"
"0","0","2","0","0","10020087","10020088","65","0","0","0","4","10020089"
"10001","0","2","0","0","10020088","10020089","64","0","0","0","7","10020090"
"0","0","2","0","0","10020089","10020090","63","0","0","0","6","10020091"
"0","0","2","0","0","10020090","10020091","62","0","0","0","12","10020092"
"1","0","2","0","0","10020091","10020092","61","0","0","0","3","10020407"
"1","0","2","0","0","10020407","10020094","59","0","0","0","2","10020101"
"0","0","2","0","0","10020094","10020101","58","0","0","0","4","10020491"
"10002","0","2","0","0","10020512","10020127","38","0","0","0","7","10020128"
"0","10020567","2","10020561","0","10020127","10020128","37","0","0","0","6","10020573"
"10001","0","2","0","0","10020146","10020143","33","10020571","10020566","0","11","10020147"
"1","0","2","0","0","10020564","10020146","34","0","0","0","3","10020143"
"2","0","2","0","0","10020143","10020147","32","0","0","0","2","10020148"
"0","0","2","0","0","10020147","10020148","31","0","0","0","5","10020408"
"5","0","2","0","0","10020408","10020150","29","0","0","0","14","10020151"
"1","0","2","0","0","10020150","10020151","28","0","0","0","2","10020152"
"0","0","2","0","0","10020151","10020152","27","0","0","0","6","10020153"
"2","0","2","0","0","10020152","10020153","26","0","0","0","3","10020154"
"3","0","2","0","0","10020153","10020154","25","0","0","0","2","10020155"
"0","0","2","0","0","10020154","10020155","24","0","0","0","4","10020156"
"0","0","2","0","0","10020155","10020156","23","0","0","0","5","10020157"
"10001","0","2","0","0","10020156","10020157","22","0","0","0","11","10020158"
"10001","0","2","0","0","10020157","10020158","21","0","0","0","7","10020480"
