c3bd7d4b98f4cec02c28543e985a476f4d8c80fa1e8eb05cfd718333ae7f519a,69814c594a20dc9dfe2abe84d68a99cc282dcdd61b844728cf1aa4a52ca6e81f,311e46fcfc1334486c8b8f0ece14616e6851f352319c9331e2f7f2e8b8d1f971,976f7be9d4a198b6cf641f2c6889fcdd98e1f774a82728d2c99f887a032c79d9,f244f2f5944b2075f4b9f9e6c4e3578407b1e70c46077647d8f47f0d5975a61b,daf7f01087dbef5e1c1d5bea82bced5c82d5b6c5f9610d78973f8e408d144120,e69e802fe435012ad644925135093410976feb05798fead018da4c2c614edee7,e11fb602c9a4fe8b93b716553aea683fa7b22ac4eb8a392cda56bedf1cf99f10,3fffd495f5fd0066acc75a48858c82b4083ae032c0438b9f4c437a58bbd4ee6b,7ab51119ad1a3e750b7d76d5aef039bc3b49774dae3990dfad52c6fb6939ee8a,8ba946c7dc10d50cd4b55458866010b7f5488f477c2cb98c04b52fc734ffb8ea
"-230","100","cgg_idle_normal","160","5","1","1","102","-420","0","102001"
"-230","100","cgg_idle_def","1.6","1","105911","1","102","375","1","102002"
"-230","101","cgg_idle_def","1.6","1","106411","1","102","490","1","102003"
"1","1","","0.1","6","1","1","102","1","0","102004"
"1","1","","0.1","6","1","105911","102","1","0","102005"
"1","1","","0.1","6","1","106411","102","1","0","102006"
"","","","","93","0","0.2","102","","","102007"
"","0","","","21","vo_minigame_1007_top_talk_2_003","vo_minigame_1007","102","0","","102008"
"0","5","0","0","11","ライブ会場に到着です\n随分と大きくて\n開放的ですね…","105911","102","0","0","102009"
"","1","","0.2","3","cgg_idle_surprise1","1","102","","","102010"
"","0","","0.2","3","cgg_lookup","105911","102","","","102011"
"","","","","93","0","2.6","102","","","102012"
"","1","","0.2","3","cgg_talk_wish_surprise","105911","102","","","102013"
"","","","","91","","102009","102","","","102014"
"","1","","0.4","3","cgg_idle_def","105911","102","","","102015"
"","0","","","21","vo_minigame_1007_top_talk_2_004","vo_minigame_1007","102","0","","102016"
"0","5","0","0","11","カルミナのライブ……\nふふっ、楽しみね。\nあ、ちょっとグッズを\n見てきていいかしら。","106411","102","0","0","102017"
"","1","","0.2","3","cgg_idle_reaction1","1","102","","","102018"
"","1","","0.2","3","cgg_talk_surprise1","106411","102","","","102019"
"","","","","93","0","2.6","102","","","102020"
"1","0","","0.2","3","cgg_talk_nod","1","102","cgg_idle_nod","0","102021"
"","1","","0.2","3","cgg_talk_joy3_blink","106411","102","","","102022"
"","","","","93","0","3.2","102","","","102023"
"","1","","0.2","3","cgg_idle_reaction5","1","102","","","102024"
"","1","","0.2","3","cgg_talk_normal","106411","102","","","102025"
"","","","","91","","102017","102","","","102026"
"","","","","93","0","0.5","102","","","102027"
"","1","","0.2","3","cgg_idle_def","106411","102","","","102028"
"","1","","0.2","3","cgg_idle_normal","1","102","","","102029"
"","1","","0.2","3","cgg_talk_joy3_blink","105911","102","","","102030"
"","1.4","","0.2","12","10","105911","102","","","102031"
"","","","","93","0","3","102","","","102032"
"","1","","0.2","3","cgg_idle_def","105911","102","","","102033"
"","1","","0.2","3","cgg_talk_joy1","106411","102","","","102034"
"","1.4","","0.2","12","11","106411","102","","","102035"
"","","","","93","0","3","102","","","102036"
"","1","","0.2","3","cgg_idle_def","106411","102","","","102037"
"","1","","0.2","3","cgg_idle_surprise3","1","102","","","102038"
"","1.4","","0.2","12","6","1","102","","","102039"
"","","","","93","0","3","102","","","102040"
"","","","","101","0","102029","102","","","102041"
"","","","","22","0.5","0","102","","","102042"
"0","1","","0.1","6","1","1","102","1","0","102043"
"0","1","","0.1","6","1","105911","102","1","0","102044"
"0","1","","0.1","6","1","106411","102","1","0","102045"
"","","","","93","0","0.1","102","","","102046"
"","1","","0","3","cgg_idle_normal","1","102","","","102047"
"","1","","0","3","cgg_idle_def","105911","102","","","102048"
"","1","","0","3","cgg_idle_def","106411","102","","","102049"
"-230","100","cgg_idle_normal","160","5","1","1","103","-420","0","103001"
"-230","100","cgg_idle_def","1.6","1","100211","1","103","375","1","103002"
"-230","101","cgg_idle_def","1.6","1","100111","1","103","490","1","103003"
"1","1","","0.1","6","1","1","103","1","0","103004"
"1","1","","0.1","6","1","100211","103","1","0","103005"
"1","1","","0.1","6","1","100111","103","1","0","103006"
"","","","","93","0","0.2","103","","","103007"
"","0","","","21","vo_minigame_1007_top_talk_3_005","vo_minigame_1007","103","0","","103008"
"0","6","0","0","11","次は何が出るのかな？\n楽しみだね、\nヒヨリちゃん","100211","103","0","0","103009"
"","1","","0.2","3","cgg_idle_surprise1","1","103","","","103010"
"","1","","0.2","3","cgg_talk_wish","100211","103","","","103011"
"","","","","93","0","2.4","103","","","103012"
"","1","","0.2","3","cgg_talk_joy3","100211","103","","","103013"
"","","","","91","","103009","103","","","103014"
"","1","","0.2","3","cgg_idle_def","100211","103","","","103015"
"","0","","","21","vo_minigame_1007_top_talk_3_006","vo_minigame_1007","103","0","","103016"
"0","5","0","0","11","そうだねユイちゃん！\nよーっし、どんどん\n回しまくるよー！\nぐるぐるぐるー♪","100111","103","0","0","103017"
"","1","","0.2","3","cgg_idle_reaction5","1","103","","","103018"
"","1","","0.2","3","cgg_talk_joy1","100111","103","","","103019"
"","","","","93","0","2.5","103","","","103020"
"1","0","","0.2","3","cgg_talk_guts_NoBlink","100111","103","cgg_idle_guts","0","103021"
"","","","","93","0","4","103","","","103022"
"1","0","","0.2","3","cgg_joy","1","103","cgg_idle_reaction3","0.2","103023"
"","1","","0.2","3","cgg_talk_joy2","100111","103","","","103024"
"","","","","91","","103017","103","","","103025"
"","","","","93","0","0.7","103","","","103026"
"","1","","0.2","3","cgg_idle_normal","1","103","","","103027"
"","1","","0.2","3","cgg_idle_def","100111","103","","","103028"
"","1","","0.2","3","cgg_idle_bitter3","100211","103","","","103029"
"","1.4","","0.2","12","1","100211","103","","","103030"
"","","","","93","0","3","103","","","103031"
"","1","","0.2","3","cgg_idle_def","100211","103","","","103032"
"1","0","","0.2","3","cgg_talk_handsup","1","103","cgg_idle_reaction1","0.2","103033"
"","1.4","","0.2","12","10","1","103","","","103034"
"","","","","93","0","3","103","","","103035"
"","1","","0.2","3","cgg_idle_normal","1","103","","","103036"
"","1","","0.2","3","cgg_idle_joy3","100111","103","","","103037"
"","1.4","","0.2","12","6","100111","103","","","103038"
"","","","","93","0","3","103","","","103039"
"","","","","101","0","103028","103","","","103040"
"","","","","22","0.5","0","103","","","103041"
"0","1","","0.1","6","1","1","103","1","0","103042"
"0","1","","0.1","6","1","100211","103","1","0","103043"
"0","1","","0.1","6","1","100111","103","1","0","103044"
"","","","","93","0","0.1","103","","","103045"
"","1","","0","3","cgg_idle_normal","1","103","","","103046"
"","1","","0","3","cgg_idle_def","100211","103","","","103047"
"","1","","0","3","cgg_idle_def","100111","103","","","103048"
"-230","100","cgg_idle_normal","160","5","1","1","104","-420","0","104001"
"-230","100","cgg_idle_def","1.6","1","100111","1","104","375","1","104002"
"-230","101","cgg_idle_def","1.6","1","100311","1","104","490","1","104003"
"1","1","","0.1","6","1","1","104","1","0","104004"
"1","1","","0.1","6","1","100111","104","1","0","104005"
"1","1","","0.1","6","1","100311","104","1","0","104006"
"","","","","93","0","0.2","104","","","104007"
"","0","","","21","vo_minigame_1007_top_talk_4_007","vo_minigame_1007","104","0","","104008"
"0","5","0","0","11","ねーねーレイさん、\nもっかい引いていい？","100111","104","0","0","104009"
"","1","","0.2","3","cgg_idle_reaction2","1","104","","","104010"
"","1","","0.2","3","cgg_talk_joy3_dere","100111","104","","","104011"
"","","","","93","0","2.7","104","","","104012"
"1","0","","0.2","3","cgg_talk_guts2","1","104","cgg_idle_guts2","0","104013"
"","1","","0.2","3","cgg_talk_normal_dere2","100111","104","","","104014"
"","","","","91","","104009","104","","","104015"
"","0","","","21","vo_minigame_1007_top_talk_4_008","vo_minigame_1007","104","0","","104016"
"0","5","0","0","11","ダメだよヒヨリ。\n次は私の番なんだから\n…ふふ、意外に夢中に\nなってしまうね","100311","104","0","0","104017"
"","1","","0.2","3","cgg_idle_reaction2","1","104","","","104018"
"1","0","","0.2","3","cgg_No","100311","104","cgg_idle_def","0","104019"
"","","","","93","0","0.8","104","","","104020"
"","1","","0.2","3","cgg_idle_surprise2","100111","104","","","104021"
"","","","","93","0","0.9","104","","","104022"
"1","0","","0.2","3","cgg_surprise2","1","104","cgg_idle_surprise2","0","104023"
"1","0","","0.2","3","cgg_talk_arm_crossed2","100311","104","cgg_idle_arm_crossed2","0","104024"
"","","","","93","0","2.5","104","","","104025"
"","1","","0.2","3","cgg_idle_bitter","100311","104","","","104026"
"","","","","93","0","2","104","","","104027"
"1","0","","0.2","3","cgg_talk_nod","1","104","cgg_idle_nod","0","104028"
"","","","","91","","104017","104","","","104029"
"","","","","93","0","0.5","104","","","104030"
"","1","","0.2","3","cgg_idle_def","100311","104","","","104031"
"","1","","0.2","3","cgg_idle_normal","1","104","","","104032"
"","1","","0.2","3","cgg_idle_anger","100111","104","","","104033"
"","1.4","","0.2","12","17","100111","104","","","104034"
"","","","","93","0","3","104","","","104035"
"","1","","0.2","3","cgg_idle_def","100111","104","","","104036"
"","1","","0.2","3","cgg_idle_bitter4","100311","104","","","104037"
"","1.4","","0.2","12","2","100311","104","","","104038"
"","","","","93","0","3","104","","","104039"
"","1","","0.2","3","cgg_idle_def","100311","104","","","104040"
"","1","","0.2","3","cgg_idle_surprise2","1","104","","","104041"
"","1.4","","0.2","12","1","1","104","","","104042"
"","","","","93","0","3","104","","","104043"
"","","","","101","0","104032","104","","","104044"
"","","","","22","0.5","0","104","","","104045"
"0","1","","0.1","6","1","1","104","1","0","104046"
"0","1","","0.1","6","1","100111","104","1","0","104047"
"0","1","","0.1","6","1","100311","104","1","0","104048"
"","","","","93","0","0.1","104","","","104049"
"","1","","0","3","cgg_idle_normal","1","104","","","104050"
"","1","","0","3","cgg_idle_def","100111","104","","","104051"
"","1","","0","3","cgg_idle_def","100311","104","","","104052"
"-230","100","cgg_idle_normal","160","5","1","1","105","-420","0","105001"
"-230","100","cgg_idle_def","1.6","1","100211","1","105","375","1","105002"
"-230","101","cgg_idle_def","1.6","1","105811","1","105","490","1","105003"
"1","1","","0.1","6","1","1","105","1","0","105004"
"1","1","","0.1","6","1","100211","105","1","0","105005"
"1","1","","0.1","6","1","105811","105","1","0","105006"
"","","","","93","0","0.2","105","","","105007"
"","0","","","21","vo_minigame_1007_top_talk_5_009","vo_minigame_1007","105","0","","105008"
"0","7","0","0","11","グッズは種類が\nいっぱいあるから\n全種類揃えるまで\n頑張ろうね！","100211","105","0","0","105009"
"","1","","0.2","3","cgg_idle_reaction1","1","105","","","105010"
"","1","","0.2","3","cgg_talk_normal","100211","105","","","105011"
"","","","","93","0","2.4","105","","","105012"
"","1","","0.2","3","cgg_talk_joy3","100211","105","","","105013"
"","","","","93","0","1.1","105","","","105014"
"1","0","","0.2","3","cgg_talk_handsup","1","105","cgg_idle_reaction1","0.2","105015"
"","","","","91","","105009","105","","","105016"
"","1","","0.2","3","cgg_idle_def","100211","105","","","105017"
"","0","","","21","vo_minigame_1007_top_talk_5_010","vo_minigame_1007","105","0","","105018"
"0","6","0","0","11","集めたグッズは\n棚に飾って、あとで\nじっくり鑑賞です♪\nやばいですね☆","105811","105","0","0","105019"
"0","0","","0.2","3","cgg_talk_arm_crossed","1","105","cgg_idle_arm_crossed","0","105020"
"","1","","0.2","3","cgg_talk_joy1","105811","105","","","105021"
"","","","","93","0","5","105","","","105022"
"1","0","","0.2","3","cgg_talk_guts2","1","105","cgg_idle_guts2","0","105023"
"1","0","","0.2","3","cgg_jump_def_N","105811","105","cgg_idle_def","0.2","105024"
"","","","","91","","105019","105","","","105025"
"","","","","93","0","0.5","105","","","105026"
"","1","","0.2","3","cgg_idle_normal","1","105","","","105027"
"","1","","0.2","3","cgg_talk_joy3","100211","105","","","105028"
"","1.4","","0.2","12","10","100211","105","","","105029"
"","","","","93","0","3","105","","","105030"
"","1","","0.2","3","cgg_idle_def","100211","105","","","105031"
"1","0","","0.2","3","cgg_talk_guts_anger","105811","105","cgg_idle_guts_anger","0","105032"
"","1.4","","0.2","12","4","105811","105","","","105033"
"","","","","93","0","3","105","","","105034"
"","1","","0.2","3","cgg_idle_def","105811","105","","","105035"
"1","0","","0.2","3","cgg_talk_guts2","1","105","cgg_idle_guts2","0","105036"
"","1.4","","0.2","12","7","1","105","","","105037"
"","","","","93","0","3","105","","","105038"
"","","","","101","0","105027","105","","","105039"
"","","","","22","0.5","0","105","","","105040"
"0","1","","0.1","6","1","1","105","1","0","105041"
"0","1","","0.1","6","1","100211","105","1","0","105042"
"0","1","","0.1","6","1","105811","105","1","0","105043"
"","","","","93","0","0.1","105","","","105044"
"","1","","0","3","cgg_idle_normal","1","105","","","105045"
"","1","","0","3","cgg_idle_def","100211","105","","","105046"
"","1","","0","3","cgg_idle_def","105811","105","","","105047"
"-230","100","cgg_idle_normal","160","5","1","1","106","-420","0","106001"
"-230","100","cgg_idle_def","1.6","1","110911","1","106","420","1","106002"
"1","1","","0.1","6","1","1","106","1","0","106003"
"1","1","","0.1","6","1","110911","106","1","0","106004"
"","","","","93","0","0.2","106","","","106005"
"","0","","","21","vo_minigame_1007_top_talk_6_011","vo_minigame_1007","106","0","","106006"
"0","6","0","0","11","え…うそでしょ先輩…\nカルミナグッズまだ\nフルコンしてないとか\nありえないんですけど","110911","106","0","0","106007"
"","1","","0.2","3","cgg_idle_reaction2","1","106","","","106008"
"","0","","0.2","3","cgg_shock","110911","106","","","106009"
"","","","","93","0","1","106","","","106010"
"","1","","0.2","3","cgg_idle_bitter2","110911","106","","","106011"
"","","","","93","0","4.2","106","","","106012"
"1","0","","0.2","3","cgg_shock","1","106","cgg_idle_shock","0","106013"
"","","","","91","","106007","106","","","106014"
"","0","","","21","vo_minigame_1007_top_talk_6_012","vo_minigame_1007","106","0","","106015"
"0","6","0","0","11","いい加減にして下さい\n呑気に一般美少女と\n話してる暇があったら\nほら、早く回す！","110911","106","0","0","106016"
"1","1","","0.2","3","cgg_talk_tsun_pain","110911","106","","0","106017"
"","","","","93","0","0.7","106","","","106018"
"1","0","","0.2","3","cgg_surprise2","1","106","cgg_idle_surprise2","0","106019"
"","","","","93","0","1.3","106","","","106020"
"1","1","","0.2","3","cgg_talk_joy1_sad","110911","106","","0","106021"
"","","","","93","0","3","106","","","106022"
"1","0","","0.2","3","cgg_talk_guts_anger","110911","106","cgg_idle_guts_anger","","106023"
"","","","","93","0","0.7","106","","","106024"
"1","0","","0.2","3","cgg_talk_guts2","1","106","cgg_idle_guts2","0","106025"
"","","","","91","","106016","106","","","106026"
"","","","","93","0","0.5","106","","","106027"
"","1","","0.2","3","cgg_idle_def","110911","106","","","106028"
"1","0","","0.2","3","cgg_talk_doya","1","106","cgg_idle_doya","0","106029"
"","1.4","","0.2","12","6","1","106","","","106030"
"","","","","93","0","3","106","","","106031"
"","1","","0.2","3","cgg_idle_normal","1","106","","","106032"
"1","0","","0.2","3","cgg_talk_guts_anger","110911","106","cgg_idle_guts_anger","0","106033"
"","1.4","","0.2","12","11","110911","106","","","106034"
"","","","","93","0","3","106","","","106035"
"","1","","0.2","3","cgg_idle_def","110911","106","","","106036"
"1","0","","0.2","3","cgg_surprise1","1","106","cgg_idle_surprise1","0","106037"
"","1.4","","0.2","12","4","1","106","","","106038"
"","","","","93","0","3","106","","","106039"
"","1","","0.2","3","cgg_idle_normal","1","106","","","106040"
"","1","","0.2","3","cgg_talk_joy3_blink","110911","106","","","106041"
"","1.4","","0.2","12","10","110911","106","","","106042"
"","","","","93","0","3","106","","","106043"
"","","","","101","0","106028","106","","","106044"
"","","","","22","0.5","0","106","","","106045"
"0","1","","0.1","6","1","1","106","1","0","106046"
"0","1","","0.1","6","1","110911","106","1","0","106047"
"","","","","93","0","0.1","106","","","106048"
"","1","","0","3","cgg_idle_normal","1","106","","","106049"
"","1","","0","3","cgg_idle_def","110911","106","","","106050"
"-230","100","cgg_idle_normal","160","5","1","1","201","-420","0","201001"
"-230","100","cgg_idle_def","1.6","1","100411","1","201","420","1","201002"
"1","1","","0.1","6","1","1","201","1","0","201003"
"1","1","","0.1","6","1","100411","201","1","0","201004"
"","","","","93","0","0.2","201","","","201005"
"","0","","","21","vo_minigame_1007_top_talk_7_013","vo_minigame_1007","201","0","","201006"
"0","7","0","0","11","ねぇねぇにいちゃん！\nグッズが半分くらい\n集まってるよ！\nあとちょっとだね！","100411","201","0","0","201007"
"","1","","0.2","3","cgg_idle_reaction2","1","201","","","201008"
"","1","","0.2","3","cgg_talk_joy1_normal","100411","201","","","201009"
"","","","","93","0","1.3","201","","","201010"
"1","0","","0.2","3","cgg_talk_doya","1","201","cgg_idle_doya","0","201011"
"","1","","0.2","3","cgg_talk_surprise_kira","100411","201","","","201012"
"","","","","93","0","2.7","201","","","201013"
"1","0","","0.2","3","cgg_talk_handsup","1","201","cgg_idle_reaction1","0.2","201014"
"1","0","","0.2","3","cgg_talk_guts","100411","201","cgg_idle_guts","0","201015"
"","","","","91","","201007","201","","","201016"
"","","","","93","0","0.5","201","","","201017"
"","1","","0.2","3","cgg_idle_def","100411","201","","","201018"
"","1","","0.2","3","cgg_idle_surprise3","1","201","","","201019"
"","1.4","","0.2","12","6","1","201","","","201020"
"","","","","93","0","3","201","","","201021"
"","1","","0.2","3","cgg_idle_normal","1","201","","","201022"
"","1","","0.2","3","cgg_talk_surprise_kira","100411","201","","","201023"
"","1.4","","0.2","12","7","100411","201","","","201024"
"","","","","93","0","3","201","","","201025"
"","1","","0.2","3","cgg_idle_def","100411","201","","","201026"
"1","0","","0.2","3","cgg_talk_handsup","1","201","cgg_idle_reaction1","0","201027"
"","1.4","","0.2","12","11","1","201","","","201028"
"","","","","93","0","3","201","","","201029"
"","1","","0.2","3","cgg_idle_normal","1","201","","","201030"
"","1","","0.2","3","cgg_talk_joy1","100411","201","","","201031"
"","1.4","","0.2","12","10","100411","201","","","201032"
"","","","","93","0","3","201","","","201033"
"","","","","101","0","201018","201","","","201034"
"","","","","22","0.5","0","201","","","201035"
"0","1","","0.1","6","1","1","201","1","0","201036"
"0","1","","0.1","6","1","100411","201","1","0","201037"
"","","","","93","0","0.1","201","","","201038"
"","1","","0","3","cgg_idle_normal","1","201","","","201039"
"","1","","0","3","cgg_idle_def","100411","201","","","201040"
"-230","100","cgg_idle_normal","160","5","1","1","202","-420","0","202001"
"-230","100","cgg_idle_def","1.6","1","102011","1","202","420","1","202002"
"1","1","","0.1","6","1","1","202","1","0","202003"
"1","1","","0.1","6","1","102011","202","1","0","202004"
"","","","","93","0","0.2","202","","","202005"
"","0","","","21","vo_minigame_1007_top_talk_8_014","vo_minigame_1007","202","0","","202006"
"0","5","0","0","11","すごいね～♪\n全部そろったところが\n見てみたいな～♪","102011","202","0","0","202007"
"","1","","0.2","3","cgg_idle_reaction1","1","202","","","202008"
"","1","","0.2","3","cgg_talk_joy3","102011","202","","","202009"
"","","","","93","0","2","202","","","202010"
"","1","","0.2","3","cgg_idle_nod","1","202","","","202011"
"","1","","0.2","3","cgg_talk_wish","102011","202","","","202012"
"","","","","91","","202007","202","","","202013"
"","","","","93","0","0.5","202","","","202014"
"","1","","0.2","3","cgg_idle_def","102011","202","","","202015"
"","1","","0.2","3","cgg_idle_reaction3","1","202","","","202016"
"","1.4","","0.2","12","6","1","202","","","202017"
"","","","","93","0","3","202","","","202018"
"","1","","0.2","3","cgg_idle_normal","1","202","","","202019"
"","1","","0.2","3","cgg_talk_joy1_normal","102011","202","","","202020"
"","1.4","","0.2","12","11","102011","202","","","202021"
"","","","","93","0","3","202","","","202022"
"","1","","0.2","3","cgg_idle_def","102011","202","","","202023"
"1","0","","0.2","3","cgg_talk_guts2","1","202","cgg_idle_guts2","0","202024"
"","1.4","","0.2","12","11","1","202","","","202025"
"","","","","93","0","3","202","","","202026"
"","1","","0.2","3","cgg_idle_normal","1","202","","","202027"
"","1","","0.2","3","cgg_talk_joy3","102011","202","","","202028"
"","1.4","","0.2","12","7","102011","202","","","202029"
"","","","","93","0","3","202","","","202030"
"","","","","101","0","202015","202","","","202031"
"","","","","22","0.5","0","202","","","202032"
"0","1","","0.1","6","1","1","202","1","0","202033"
"0","1","","0.1","6","1","102011","202","1","0","202034"
"","","","","93","0","0.1","202","","","202035"
"","1","","0","3","cgg_idle_normal","1","202","","","202036"
"","1","","0","3","cgg_idle_def","102011","202","","","202037"
"-230","100","cgg_idle_normal","160","5","1","1","203","-420","0","203001"
"-230","100","cgg_idle_def","1.6","1","103611","1","203","420","1","203002"
"1","1","","0.1","6","1","1","203","1","0","203003"
"1","1","","0.1","6","1","103611","203","1","0","203004"
"","","","","93","0","0.2","203","","","203005"
"","0","","","21","vo_minigame_1007_top_talk_9_015","vo_minigame_1007","203","0","","203006"
"0","6","0","0","11","あと少しですね\n全部揃えられたら\n褒めてあげます\n…頑張ってください","103611","203","0","0","203007"
"1","0","","0.2","3","cgg_talk_arm_crossed","1","203","cgg_idle_arm_crossed","0","203008"
"","1","","0.2","3","cgg_talk_normal","103611","203","","","203009"
"","","","","93","0","1.9","203","","","203010"
"","1","","0.2","3","cgg_idle_surprise1","1","203","","","203011"
"","1","","0.2","3","cgg_talk_joy3_blink","103611","203","","","203012"
"","","","","93","0","3.1","203","","","203013"
"1","0","","0.2","3","cgg_talk_guts2","1","203","cgg_idle_guts2","0","203014"
"","1","","0.2","3","cgg_talk_surprise_dere","103611","203","","","203015"
"","","","","91","","203007","203","","","203016"
"","","","","93","0","0.5","203","","","203017"
"","1","","0.2","3","cgg_idle_def","103611","203","","","203018"
"1","0","","0.2","3","cgg_talk_nod","1","203","cgg_idle_nod","0","203019"
"","1.4","","0.2","12","6","1","203","","","203020"
"","","","","93","0","3","203","","","203021"
"","1","","0.2","3","cgg_idle_normal","1","203","","","203022"
"","1","","0.2","3","cgg_talk_joy1","103611","203","","","203023"
"","1.4","","0.2","12","10","103611","203","","","203024"
"","","","","93","0","3","203","","","203025"
"","1","","0.2","3","cgg_idle_def","103611","203","","","203026"
"1","0","","0.2","3","cgg_talk_guts1","1","203","cgg_idle_guts1","0","203027"
"","1.4","","0.2","12","4","1","203","","","203028"
"","","","","93","0","3","203","","","203029"
"","1","","0.2","3","cgg_idle_normal","1","203","","","203030"
"","1","","0.2","3","cgg_talk_joy3_dere","103611","203","","","203031"
"","1.4","","0.2","12","7","103611","203","","","203032"
"","","","","93","0","3","203","","","203033"
"","","","","101","0","203018","203","","","203034"
"","","","","22","0.5","0","203","","","203035"
"0","1","","0.1","6","1","1","203","1","0","203036"
"0","1","","0.1","6","1","103611","203","1","0","203037"
"","","","","93","0","0.1","203","","","203038"
"","1","","0","3","cgg_idle_normal","1","203","","","203039"
"","1","","0","3","cgg_idle_def","103611","203","","","203040"
"-230","100","cgg_idle_normal","160","5","1","1","204","-420","0","204001"
"-230","100","cgg_idle_def","1.6","1","102811","1","204","420","1","204002"
"1","1","","0.1","6","1","1","204","1","0","204003"
"1","1","","0.1","6","1","102811","204","1","0","204004"
"","","","","93","0","0.2","204","","","204005"
"","0","","","21","vo_minigame_1007_top_talk_10_016","vo_minigame_1007","204","0","","204006"
"0","6","0","0","11","こんなに\nグッズ集めたの？\nやるわね…あたしも\n集めようかしら","102811","204","0","0","204007"
"1","0","","0.2","3","cgg_talk_doya","1","204","cgg_idle_doya","0","204008"
"1","0","","0.2","3","cgg_surprise","102811","204","cgg_talk_surprise1","0","204009"
"","","","","93","0","2.5","204","","","204010"
"","1","","0.2","3","cgg_idle_reaction5","1","204","","","204011"
"","1","","0.2","3","cgg_talk_bitter","102811","204","","","204012"
"","","","","91","","204007","204","","","204013"
"","","","","93","0","0.5","204","","","204014"
"","1","","0.2","3","cgg_idle_def","102811","204","","","204015"
"1","0","","0.2","3","cgg_talk_doya","1","204","cgg_idle_doya","0","204016"
"","1.4","","0.2","12","6","1","204","","","204017"
"","","","","93","0","3","204","","","204018"
