e130faf14b6ce0dee971151ef4cacf4231e319947fab0435edc59c43bb251ed7,c8da2b7ad397bab13f59c0124966719030bc6b899b8ac8bc439420b52ce74715,8b43ba0c0db377e20a0916439ffce60c256e2354411d80ed467a6f6fae508635,51862d2ee47a395ef5bdb593f13396539563d4500a971058257aebbb7e8edc9f,bda81a43cb8188f1504a2c7a61a7947efd7a6f430ec8fdd901ebc9c5481b6db9,8152f100197c195d1ae06d7ab9a6240096d96f18348d1ce7f3501b45b00fcb34,fba0246529b7e6f9df88c60993faef7ef7c74e23b9aedbaf6ba82c6833e956f9,ea0ba2f6fa89fb7373fbf34d8c007e2a2416b2d56a7b005777d80f45367c89c3,250e7e641c5b0ccc2155e8f766679f6cb373d1050b2155aef3861a559dd54d4c,36e8a0b8ecde388d3571a690a925f80e2f79b1080b29dc59d9e45e19be0fc481,e19ea5a8d10bb5a99899f54b35e63e338e614fbdf6c875df56218b2ba0617d96,adc714c3125059a16a8b666d09829b5a158b654b5252b5ed65b874f7a124d1de,b3e9149c3724e626bc07c96347e051070d5598ea37633f08e2ded717baa5a342,1616c8c7ecf883c2096220470bad8dc67eaea2d5d026e98a2f435bc457ae024e
"6102","13","2","13","25","6","3","4","3","3","6","1","30","60"
"6103","13","2","13","0","6","4","4","3","5","6","1","30","60"
"6104","13","2","13","25","6","6","4","3","6","6","1","30","60"
"6105","13","2","13","0","6","7","4","3","8","6","1","30","60"
"6106","13","2","13","25","6","9","4","3","9","6","1","30","60"
"6107","13","2","13","0","6","10","4","3","11","6","1","30","60"
"6108","13","2","13","25","6","12","4","3","12","6","1","30","60"
"6109","13","2","13","0","6","13","4","3","14","6","1","30","60"
"6110","13","2","13","25","6","15","4","3","15","6","1","30","60"
"7101","15","2","15","0","7","1","4","3","2","6","1","40","25"
"7102","15","2","15","35","7","3","4","3","3","6","1","40","25"
"7103","15","2","15","0","7","4","4","3","5","6","1","40","25"
"7104","15","2","15","35","7","6","4","3","6","6","1","40","25"
"7105","15","2","15","0","7","7","4","3","8","6","1","40","25"
"7106","15","2","15","35","7","9","4","3","9","6","1","40","25"
"7107","15","2","15","0","7","10","4","3","11","6","1","40","25"
"7108","15","2","15","35","7","12","4","3","12","6","1","40","25"
"7109","15","2","15","0","7","13","4","3","14","6","1","40","25"
"7110","15","2","15","35","7","15","4","3","15","6","1","40","25"
"8101","12","2","12","0","8","1","4","3","2","5","1","30","65"
"8102","12","2","12","40","8","3","4","3","3","5","1","30","65"
"8103","12","2","12","0","8","4","4","3","5","5","1","30","65"
"8104","12","2","12","40","8","6","4","3","6","5","1","30","65"
"8105","12","2","12","0","8","7","4","3","8","5","1","30","65"
"8106","12","2","12","40","8","9","4","3","9","5","1","30","65"
"8107","12","2","12","0","8","10","4","3","11","5","1","30","65"
"8108","12","2","12","40","8","12","4","3","12","5","1","30","65"
"8109","12","2","12","0","8","13","4","3","14","5","1","30","65"
"8110","12","2","12","40","8","15","4","3","15","5","1","30","65"
