3ea7ccbf8a7623943cc10a9fa710a20a5eaa51e6fe8c330a11c925aa35e632e3,1dda364a6fe1eeeba4dc2e366bc3dca9b2260a2ca5d68be9edf81167c46987c8,85be70f07f54d54898424ae9b8c7be389320f4b9a88f21c1ad74e31b8da7d2ba,e616db79f5fed840861e95d1a42bf3a9e90860a79ae635de796a04b383a56184,8798d9f9c7c71b12485500d49122496938d3cfdafd3c66badba097a95d201c81,2087e69f0202129b1195fcb83522e920e05cf07b9b3aa132d5e12596ad496c47,46f76f59c907f1945f90005a4da87e2b0a8208c11d20f9f7ba291eb0be9b10dd,fb7f555749f309adca27f9e5e1f0878ceb34d779c9cbcc68a5a0eb89e3847e5b,d0a165b0759cbe13887a4ba43f2945b63623c1ba3ead69cd95572fde8dc1571b,ceb5d281989f1f3af91cd54fd8f228d153d6b9560fefcf8946fba77b53121a91,01a221f734139c07b592a5cdb038f60252363152c67a5bf51703a9df1c0371f3,598a8ff95fc6950ab2375eea8bc3fd477c68e61438ee8e67165f507bcde9e095,c31ed9a6968897367e0cf0cf213294f3cfe7a85793588aae9c6da1d2984eb8bc,44d1d1bd5c16e9acc7a98e635d8bb1d9a5dbed1a75b2355a4f5854a6e956424f,56f24cb5f572d8ab0e69b791233a23d4e0f91f258a7604cf5b31a0be9b264ad1,9c87cd4aafe5cfa9f2bf9e92c179515fb905109f11a1a0a8f14b01da9bc983a8,5518e3a948849edb84edf731af0f3daeaaa469313f058ccdc3966ef9a44a23a6,27edfd7b78b62a6adf6cdfab2253de6b0befbd39e492e8a915ed86e96b353cd9,ab68c6f90d74f6025401ef450626f1027a7b05495a5fc5f69eb89517ace543ba
"6","5830","3314","0","212","289","170","0","12","43","9","100401","167","57","20","15","2285","0","28"
"6","5830","3815","0","232","378","170","0","12","45","17","100401","190","57","20","16","2385","0","28"
"6","5930","4337","0","263","465","170","0","12","45","22","100401","209","57","20","17","2535","0","28"
"6","5990","4884","0","291","573","170","0","12","50","22","100401","237","57","20","18","2685","0","28"
"6","6085","5553","0","323","655","170","0","12","52","22","100401","266","57","20","19","2685","0","28"
"6","6185","6292","0","368","696","170","0","12","52","22","100401","293","57","20","20","2780","0","28"
"6","6430","7020","0","419","740","170","0","12","52","22","100401","333","57","20","21","2780","0","28"
"6","6660","7888","0","468","788","170","0","12","52","22","100401","383","57","20","22","2780","0","28"
"6","7065","8928","0","519","817","170","0","12","52","22","100401","428","57","20","23","2780","0","28"
"6","7385","10110","0","566","835","170","0","12","52","22","100401","474","57","20","24","2780","0","28"
"6","7705","11440","0","611","867","170","0","12","52","22","100401","523","57","20","25","2780","0","28"
"6","8000","12898","0","656","902","170","0","12","52","22","100401","576","57","20","26","2780","0","28"
"6","8455","14495","0","697","929","170","0","12","52","22","100401","624","57","20","27","2780","0","28"
"6","9000","16211","0","740","963","170","0","12","52","22","100401","669","57","20","28","2780","0","28"
"6","10655","17592","0","822","986","170","0","12","52","22","100401","751","57","20","29","2780","0","28"
"6","12805","18978","0","913","1000","170","0","12","52","22","100401","842","57","20","30","2780","0","28"
"6","15175","20529","0","996","1014","170","0","12","52","22","100401","925","57","20","31","2780","0","28"
"6","17965","22273","0","1066","1027","170","0","12","52","22","100401","995","57","20","32","2780","0","28"
"6","21205","24101","0","1132","1039","170","0","12","52","22","100401","1061","57","20","33","2780","0","28"
"6","24690","25905","0","1214","1051","170","0","12","52","22","100401","1143","57","20","34","2780","0","28"
"0","80","12","0","4","0","0","0","0","0","0","100501","0","0","0","2","125","0","0"
"0","350","49","0","8","0","0","0","0","1","0","100501","0","0","0","3","225","0","0"
"0","880","110","0","17","0","15","0","0","1","0","100501","3","0","0","4","275","0","0"
"0","1660","173","0","28","0","15","0","0","7","0","100501","11","0","0","5","275","0","0"
"3","2925","265","0","48","0","15","0","0","7","0","100501","19","0","0","6","275","0","0"
"6","3595","476","0","66","0","40","0","0","7","0","100501","29","0","0","7","275","0","0"
"10","4800","615","0","87","0","40","0","0","7","0","100501","49","0","0","8","575","0","0"
"14","5635","788","0","104","0","40","0","0","12","0","100501","72","15","10","9","1025","0","5"
"17","6415","1027","0","125","0","65","0","0","12","5","100501","94","15","20","10","1325","0","10"
"20","7295","1305","0","148","30","65","0","0","12","10","100501","112","25","20","11","1625","0","10"
"20","8135","1564","0","178","80","65","0","0","12","10","100501","136","35","20","12","1875","0","12"
"20","8655","1861","0","214","126","65","0","0","12","10","100501","160","37","20","13","2095","0","17"
"20","9045","2191","0","249","162","71","0","2","12","10","100501","189","39","20","14","2215","0","17"
"20","9235","2575","0","280","202","77","0","4","14","10","100501","219","39","20","15","2315","0","17"
"20","9365","2930","0","319","236","89","0","4","14","10","100501","260","39","20","16","2415","0","17"
"20","9655","3244","0","357","280","89","0","4","17","14","100501","312","39","20","17","2415","0","17"
"20","9935","3595","0","394","352","89","0","4","20","18","100501","371","39","20","18","2415","0","17"
"20","10305","4029","0","443","409","89","0","4","20","18","100501","428","39","20","19","2510","0","17"
"20","10590","4501","0","498","436","89","0","4","25","18","100501","489","39","20","20","2605","0","17"
"20","10800","5022","0","554","488","89","0","4","30","18","100501","559","39","20","21","2605","0","17"
"20","11290","5725","0","612","587","89","0","4","30","18","100501","622","39","20","22","2605","0","17"
"20","11605","6562","0","681","681","89","0","4","30","18","100501","685","39","20","23","2605","0","17"
"20","11925","7465","0","754","746","89","0","4","30","18","100501","756","39","20","24","2605","0","17"
"20","12540","8484","0","825","813","89","0","4","30","18","100501","831","39","20","25","2605","0","17"
"20","13290","9621","0","896","864","89","0","4","30","18","100501","910","39","20","26","2605","0","17"
"20","14290","10886","0","964","892","89","0","4","30","18","100501","985","39","20","27","2605","0","17"
"20","17330","11991","0","1041","911","89","0","4","30","18","100501","1064","39","20","28","2605","0","17"
"20","22690","12893","0","1130","921","89","0","4","30","18","100501","1153","39","20","29","2605","0","17"
"20","28565","13832","0","1224","931","89","0","4","30","18","100501","1247","39","20","30","2605","0","17"
"20","34730","14808","0","1322","941","89","0","4","30","18","100501","1345","39","20","31","2605","0","17"
"20","41265","15821","0","1423","951","89","0","4","30","18","100501","1446","39","20","32","2605","0","17"
"20","48415","16891","0","1526","961","89","0","4","30","18","100501","1549","39","20","33","2605","0","17"
"20","56345","18018","0","1631","971","89","0","4","30","18","100501","1654","39","20","34","2605","0","17"
"0","55","0","0","1","0","0","0","0","0","0","100601","2","0","23","2","75","0","0"
"0","150","0","0","2","0","0","0","0","0","0","100601","7","0","78","3","150","0","0"
"0","325","0","0","5","0","5","0","0","0","0","100601","16","10","169","4","200","0","0"
"0","625","0","0","7","0","15","0","0","0","0","100601","32","10","322","5","200","0","0"
"0","1155","0","0","15","0","15","0","0","0","0","100601","51","25","495","6","200","0","0"
"0","1515","26","0","22","0","50","0","0","0","0","100601","69","30","724","7","200","0","0"
"0","2115","26","0","29","0","85","0","0","0","0","100601","93","60","960","8","200","0","4"
"0","2650","26","0","40","0","85","0","5","0","0","100601","120","95","1224","9","200","0","9"
"0","3240","26","0","50","0","85","13","10","0","0","100601","143","105","1549","10","420","0","14"
"0","3840","26","0","66","0","101","28","10","0","0","100601","167","119","1880","11","640","0","14"
"0","4200","26","0","79","0","111","43","17","0","0","100601","192","135","2215","12","760","0","17"
"0","4640","26","0","102","0","121","69","19","0","0","100601","217","135","2582","13","980","0","17"
"0","4760","26","0","130","0","133","93","19","0","0","100601","250","137","2954","14","1220","0","17"
"0","4990","26","0","157","0","133","109","21","0","0","100601","282","146","3356","15","1220","0","17"
"0","5140","26","0","183","0","133","129","21","0","0","100601","316","152","3805","16","1320","0","17"
"0","5260","26","0","216","0","158","144","21","0","0","100601","353","153","4258","17","1320","0","17"
"0","5665","26","0","248","0","173","169","21","3","0","100601","397","153","4708","18","1320","0","17"
"0","6310","26","0","287","0","173","193","21","3","0","100601","447","153","5206","19","1320","0","17"
"0","6860","26","0","327","0","173","240","21","3","0","100601","493","153","5797","20","1415","0","17"
"0","7370","26","0","370","0","173","288","21","3","0","100601","543","153","6452","21","1515","0","17"
"0","8370","26","0","420","0","173","318","21","3","0","100601","603","153","7171","22","1515","0","17"
"0","10145","26","0","474","0","173","318","21","3","0","100601","672","153","7937","23","1515","0","17"
"0","11670","26","0","533","0","173","333","21","3","0","100601","738","153","8818","24","1515","0","17"
"0","12670","26","0","587","0","173","355","21","3","0","100601","798","153","9964","25","1515","0","17"
"0","13505","26","0","630","0","173","377","21","3","0","100601","847","153","11385","26","1515","0","17"
"0","14530","26","0","670","0","173","394","21","3","0","100601","890","153","12944","27","1515","0","17"
"0","15675","26","0","712","0","173","411","21","3","0","100601","933","153","14609","28","1515","0","17"
"0","16895","26","0","758","0","173","429","21","3","0","100601","979","153","16394","29","1515","0","17"
"0","18270","26","0","808","0","173","447","21","3","0","100601","1029","153","18267","30","1515","0","17"
"0","19725","26","0","859","0","173","465","21","3","0","100601","1080","153","20231","31","1515","0","17"
"0","21260","26","0","911","0","173","483","21","3","0","100601","1132","153","22285","32","1515","0","17"
"0","22870","26","0","965","0","173","500","21","3","0","100601","1186","153","24455","33","1515","0","17"
"0","24650","26","0","1020","0","173","517","21","3","0","100601","1241","153","26760","34","1515","0","17"
"0","80","6","0","3","0","0","0","0","2","0","100701","0","0","0","2","100","0","0"
"0","200","46","0","10","0","0","0","0","3","0","100701","0","0","0","3","200","0","0"
"0","550","94","0","20","0","0","0","0","7","0","100701","5","0","0","4","360","0","0"
"0","1060","190","0","35","0","0","0","0","10","0","100701","11","0","0","5","520","0","0"
"0","1740","323","0","53","0","0","0","0","14","0","100701","19","0","0","6","890","0","0"
"0","2330","480","0","76","0","0","0","0","18","0","100701","34","0","0","7","1260","0","0"
"0","3510","593","0","97","0","0","0","0","28","0","100701","50","0","0","8","1585","0","0"
"0","4255","790","0","124","5","0","0","0","35","0","100701","70","0","10","9","1585","0","5"
"0","5065","1035","0","152","20","0","0","0","36","0","100701","90","0","20","10","1585","0","13"
"0","5765","1296","0","177","40","0","0","0","41","0","100701","110","20","20","11","1585","0","16"
"0","6265","1558","0","205","50","0","0","0","48","10","100701","132","40","20","12","1685","0","16"
"0","6785","1786","0","245","50","0","0","0","52","20","100701","165","42","20","13","1785","0","16"
"2","7005","2066","0","285","60","0","0","2","54","20","100701","204","44","20","14","1785","0","16"
"4","7005","2455","0","317","70","0","0","4","56","20","100701","239","44","20","15","1885","0","16"
"4","7205","2857","0","357","82","0","0","4","56","25","100701","269","44","20","16","1985","0","16"
"4","7715","3253","0","401","82","0","0","4","59","30","100701","296","44","20","17","2135","0","16"
"4","8025","3721","0","439","94","0","0","4","64","30","100701","334","44","20","18","2285","0","16"
"4","8025","4301","0","484","116","0","0","4","66","30","100701","375","44","20","19","2380","0","16"
"4","8060","4938","0","536","136","0","0","4","66","30","100701","419","44","20","20","2475","0","16"
"4","8205","5511","0","590","148","0","0","4","71","30","100701","486","44","20","21","2475","0","16"
"4","8695","6189","0","656","188","0","0","4","71","30","100701","552","44","20","22","2475","0","16"
"4","9010","6953","0","742","188","0","0","4","71","30","100701","622","44","20","23","2475","0","16"
"4","9330","7793","0","830","188","0","0","4","71","30","100701","697","44","20","24","2475","0","16"
"4","9945","8782","0","912","205","0","0","4","71","30","100701","772","44","20","25","2475","0","16"
"4","10695","9897","0","990","231","0","0","4","71","30","100701","851","44","20","26","2475","0","16"
"4","11695","11147","0","1062","249","0","0","4","71","30","100701","926","44","20","27","2475","0","16"
"4","14735","12226","0","1143","258","0","0","4","71","30","100701","1007","44","20","28","2475","0","16"
"4","18005","13384","0","1230","267","0","0","4","71","30","100701","1094","44","20","29","2475","0","16"
"4","21790","14579","0","1322","276","0","0","4","71","30","100701","1186","44","20","30","2475","0","16"
"4","27955","15520","0","1424","276","0","0","4","71","30","100701","1288","44","20","31","2475","0","16"
"4","34490","16499","0","1529","276","0","0","4","71","30","100701","1393","44","20","32","2475","0","16"
"4","41640","17534","0","1636","276","0","0","4","71","30","100701","1500","44","20","33","2475","0","16"
"4","49570","18625","0","1745","276","0","0","4","71","30","100701","1609","44","20","34","2475","0","16"
"0","55","0","0","1","0","0","0","0","0","0","100801","2","0","23","2","75","0","0"
"0","150","0","0","2","0","0","0","0","0","0","100801","7","0","78","3","150","0","0"
"0","325","0","0","5","0","5","0","0","0","0","100801","16","10","169","4","200","0","0"
"0","625","0","0","7","0","15","0","0","0","0","100801","32","10","322","5","200","0","0"
"0","1155","0","0","15","0","15","0","0","0","0","100801","51","25","495","6","200","0","0"
"0","1515","26","0","22","0","50","0","0","0","0","100801","69","30","724","7","200","0","0"
"0","1680","52","0","29","0","50","0","0","0","0","100801","91","75","1003","8","200","0","4"
"0","2215","52","0","40","0","50","0","5","0","0","100801","118","110","1267","9","200","0","9"
"0","2755","52","0","52","0","85","16","10","0","0","100801","140","115","1566","10","300","0","14"
"0","3175","52","0","57","0","101","34","10","0","0","100801","166","129","1937","11","840","0","14"
"0","3335","52","0","64","0","127","59","17","0","0","100801","185","135","2352","12","960","0","17"
"0","3575","52","0","77","0","137","93","22","0","0","100801","204","135","2797","13","1080","0","17"
"0","3775","52","0","93","0","149","127","22","0","0","100801","229","135","3253","14","1320","0","17"
"0","4005","52","0","110","0","149","157","22","0","0","100801","251","144","3747","15","1440","0","17"
"0","4185","52","0","126","0","149","193","22","0","0","100801","273","150","4294","16","1440","0","17"
"0","4255","52","0","145","0","174","228","22","0","0","100801","301","151","4848","17","1440","0","17"
"0","4600","52","0","168","0","199","268","22","0","0","100801","334","151","5401","18","1440","0","17"
"0","5245","52","0","194","0","199","317","22","0","0","100801","371","151","6004","19","1440","0","17"
"0","5795","52","0","219","0","199","388","22","0","0","100801","402","151","6727","20","1440","0","17"
"0","6270","52","0","251","0","199","459","22","0","0","100801","447","151","7443","21","1540","0","17"
"0","7160","52","0","284","0","199","525","22","0","0","100801","490","151","8302","22","1640","0","17"
"0","8620","52","0","319","0","199","555","22","0","0","100801","540","151","9263","23","1640","0","17"
"0","10145","52","0","354","0","199","570","22","0","0","100801","590","151","10345","24","1640","0","17"
"0","11145","52","0","382","0","199","607","22","0","0","100801","625","151","11732","25","1640","0","17"
"0","11685","52","0","399","0","199","641","22","0","0","100801","648","151","13434","26","1640","0","17"
"0","12255","52","0","413","0","199","665","22","0","0","100801","665","151","15298","27","1640","0","17"
"0","12855","52","0","428","0","199","689","22","0","0","100801","681","151","17287","28","1640","0","17"
"0","13455","52","0","446","0","199","714","22","0","0","100801","699","151","19415","29","1640","0","17"
"0","14055","52","0","466","0","199","740","22","0","0","100801","719","151","21668","30","1640","0","17"
"0","14655","52","0","486","0","199","766","22","0","0","100801","739","151","24030","31","1640","0","17"
"0","15255","52","0","506","0","199","792","22","0","0","100801","759","151","26501","32","1640","0","17"
"0","15855","52","0","527","0","199","817","22","0","0","100801","780","151","29107","33","1640","0","17"
"0","16455","52","0","549","0","199","841","22","0","0","100801","802","151","31867","34","1640","0","17"
"0","55","0","0","0","0","0","0","0","0","0","100901","3","0","26","2","50","0","0"
"0","150","0","0","0","0","0","0","0","0","0","100901","7","0","94","3","100","0","0"
"0","270","0","0","2","0","0","0","0","0","0","100901","14","10","214","4","100","0","0"
"0","360","0","0","2","0","25","0","0","0","0","100901","27","10","405","5","100","0","0"
"0","710","0","0","4","0","75","0","0","0","0","100901","40","10","634","6","100","0","0"
"0","1305","0","0","8","0","110","0","0","0","0","100901","54","15","894","7","100","0","0"
"1","1470","0","0","10","0","145","0","0","0","0","100901","64","45","1255","8","100","0","4"
"2","1880","0","0","15","0","180","16","0","0","0","100901","73","45","1633","9","100","0","9"
"4","2230","0","0","21","0","180","34","0","0","0","100901","91","45","2032","10","520","0","14"
"5","2570","0","0","30","0","196","71","5","0","0","100901","101","45","2474","11","620","0","14"
"6","2670","0","0","33","0","232","124","11","0","0","100901","106","45","2998","12","720","0","14"
"6","2810","0","0","38","0","252","186","17","0","0","100901","113","45","3531","13","720","0","16"
"6","2950","0","0","42","0","282","262","17","0","0","100901","120","45","4111","14","840","0","18"
"6","2980","0","0","50","0","292","332","17","0","0","100901","129","45","4716","15","960","0","22"
"6","3010","0","0","55","0","322","407","17","0","0","100901","137","45","5389","16","960","0","22"
"6","3010","0","0","59","0","352","479","17","0","0","100901","146","45","6117","17","960","0","22"
"6","3010","0","0","65","0","382","568","17","0","0","100901","155","45","6901","18","960","0","22"
"6","3010","0","0","70","0","382","701","17","0","0","100901","162","45","7789","19","960","0","22"
