48af36fb1db240d4e55b663eef485054e16502cbf8b263b5f8c87784e0fa5473,59f17215e4854ca320609784ffce9b6a6c5c8042d881a59c4995f1f12d8869cc,60c5d293ea91c4216a28f0047290be4485b7fe20f10f0a0a5c2a0b322e7412c8,ccb8ee37b5e9f5dbad3279b5691fa065f3c4e8e99912515eb65bea72575576a5,3e7f66c0b221f6c95ec7ef307b07d71e736206335cdeaaff379b008be2b7bf33,185672cf45678b4bbc2ab81dee0674a15be9205b0a6ee1d6f0e49ae5bc32c224,105628809775c98c0d7b1e8fbcf7954405e9a75f7c7bda7a042052673a8a0d46,86d2efcc7063ddc4d62d395a2cfe1adc63db640962b3af67e0c49775191b15f9,9f17805395417fd24e5a647ee4c0065c7464b19a6a92f1cd1d6146b5ec498510,05f4b855f177a0b2499bc852b16723cc46b1d13aad737a1d0d1c00f36b07cecf,e45169fae97576e9ce81df5f9acb200a2f416211a1b9fd3763e904b8589ead7e
"","","","1007401","91","","0","","","","1007401036"
"1","0.2","","1007401","3","","117531","mhp_sit_idle","","","1007401037"
"1","0.2","","1007401","3","","100211","mhp_sit_talk_memory","","","1007401038"
"1","0","","1007401","3","","31","mhp_yui_sit_talk_memory","","","1007401039"
"0","","","1007401","21","","vo_mhp_1007401","vo_mhp_4004","","0","1007401040"
"4","0","1.5","1007401","11","0","100211","そうですね。あの時は大変でしたけど\n楽しかったなぁ\n温泉とかまた行きたい――\nおん、せん……あ、ああ……","0","1","1007401041"
"","","","1007401","93","","14","1","","","1007401042"
"1","0.2","","1007401","3","","100211","mhp_yui_hot","","","1007401043"
"1","0.2","","1007401","3","","31","mhp_yui_hot","","","1007401044"
"","","","1007401","32","","123","1","","","1007401045"
"","","","1007401","23","","se_10031400","se_10031400_love","","","1007401046"
"","","","1007401","91","","1007401041","","","","1007401047"
"","","","1007401","93","","3","0","","","1007401048"
"1","0.2","","1007401","3","","117531","mhp_sit_talk_worry","","","1007401049"
"0","","","1007401","21","","vo_mhp_1007401","vo_mhp_4005","","0","1007401050"
"7","0","0.5","1007401","11","0","117531","どうしたの？　顔が真っ赤よ？","0","1","1007401051"
"","","","1007401","91","","0","","","","1007401052"
"","","","1007401","32","","123","0","","","1007401053"
"1","0.2","","1007401","3","","117531","mhp_sit_idle","","","1007401054"
"1","0.2","","1007401","3","","100211","mhp_yui_sit_talk_worry","","","1007401055"
"1","0.2","","1007401","3","","31","NoItem","","","1007401056"
"0","","","1007401","21","","vo_mhp_1007401","vo_mhp_4006","","0","1007401057"
"5","0","0.5","1007401","11","0","100211","そ、それが、ここのところ急に\n顔が火照ってしまうんです……\nこれって、何かの病気なんでしょうか？","0","1","1007401058"
"","","","1007401","91","","0","","","","1007401059"
"1","0.2","","1007401","3","","100211","mhp_yui_sit_idle_sad","0","","1007401060"
"1","0.2","","1007401","3","","117531","mhp_sit_talk_thinking","0","","1007401061"
"0","","","1007401","21","","vo_mhp_1007401","vo_mhp_4007","","0","1007401062"
"5","0","0.5","1007401","11","0","117531","今すぐ断定はできないわ\nでも、もしかしたら大きな病気\nそれも不治の病かもしれないわね。","0","1","1007401063"
"","","","1007401","91","","0","","","","1007401064"
"1","0.2","","1007401","3","","117531","mhp_sit_idle_thinking","","","1007401065"
"1","0.2","","1007401","3","","100211","mhp_yui_sit_talk_sad","","","1007401066"
"0","","","1007401","21","","vo_mhp_1007401","vo_mhp_4008","","0","1007401067"
"8","0","0.5","1007401","11","0","100211","そんな……","0","1","1007401068"
"","","","1007401","91","","0","","","","1007401069"
"1","0.2","","1007401","3","","100211","mhp_yui_sit_idle_sad","","","1007401070"
"1","0.2","","1007401","3","","117531","mhp_sit_talk_normal","","","1007401071"
"0","","","1007401","21","","vo_mhp_1007401","vo_mhp_4009","","0","1007401072"
"6","0","0.5","1007401","11","0","117531","普通なら命にかかわることはないけど\nこじらせると大変なことになるわ\nだから今日のところはひとまず――","0","1","1007401073"
"","","","1007401","91","","0","","","","1007401074"
"","","","1007401","22","","0","0","","","1007401075"
"0","","","1007401","103","","冷たいタオルをおでこに当てなさい。","1007401079","","","1007401076"
"0","","","1007401","103","","何も考えずゆっくり休みなさい。","1007401125","","","1007401077"
"0","","","1007401","103","","特製のカンポーを出しておくわ。","1007401142","","","1007401078"
"0","0.2","","1007401","3","0","117531","mhp_sit_out","1","mhp_idle_normal","1007401079"
"","","","1007401","93","","0.6","0","","","1007401080"
"0","0.2","","1007401","3","0","100211","mhp_sit_out","1","mhp_idle_normal","1007401081"
"","","","1007401","93","","0.2","0","","","1007401082"
"1","0.2","","1007401","3","","100211","mhp_walk","0","","1007401083"
"-220","","","1007401","2","","100211","35","0","1.5","1007401084"
"-220","","","1007401","2","","31","35","0","1.5","1007401085"
"-220","","","1007401","2","","11","35","0","1.5","1007401086"
"-220","","","1007401","2","","12","35","0","1.5","1007401087"
"","","","1007401","93","","0.3","0","","","1007401088"
"0","0.2","","1007401","3","0","117531","mhp_handover_in","1","mhp_handover_loop","1007401089"
"1","0","","1007401","6","0","21","1","1","1","1007401090"
"1","0","","1007401","6","0","22","1","1","1","1007401091"
"0","0.2","","1007401","3","0","21","mhp_handover_in","1","mhp_handover_loop","1007401092"
"0","0.2","","1007401","3","0","22","mhp_item_EX0015_handover_in","1","mhp_item_EX0015_handover_loop","1007401093"
"","","","1007401","93","","1.2","0","","","1007401094"
"0","0.2","","1007401","3","0","100211","mhp_handover_receive_in","1","mhp_handover_receive_loop","1007401095"
"1","0","","1007401","6","0","11","1","1","1","1007401096"
"1","0","","1007401","6","0","12","1","1","1","1007401097"
"0","0.2","","1007401","3","0","11","mhp_receive_yui_in","1","mhp_receive_yui_loop","1007401098"
"0","0.2","","1007401","3","0","12","mhp_item_EX0015_receive_in","1","mhp_item_EX0015_receive_loop","1007401099"
"","","","1007401","93","","0.6","0","","","1007401100"
"1","0.4","","1007401","6","0","22","1","1","1","1007401101"
"","","","1007401","93","","0.4","0","","","1007401102"
"0","0.2","","1007401","3","0","117531","mhp_handover_out","1","mhp_idle_normal","1007401103"
"0","0.2","","1007401","3","0","21","mhp_handover_out","1","NoItem_idle","1007401104"
"0","0.2","","1007401","3","0","22","mhp_item_EX0015_handover_out","1","NoItem_idle","1007401105"
"","","","1007401","93","","0.4","0","","","1007401106"
"0","0.2","","1007401","3","0","100211","mhp_handover_receive_out","1","mhp_idle_normal","1007401107"
"0","0.2","","1007401","3","0","11","mhp_receive_yui_out","1","NoItem_idle","1007401108"
"0","0.2","","1007401","3","0","12","mhp_item_EX0015_receive_out","1","NoItem_idle","1007401109"
"","","","1007401","93","","2","0","","","1007401110"
"1","0.2","","1007401","3","","100211","mhp_talk_worry","","","1007401111"
"0","","","1007401","21","","vo_mhp_1007401","vo_mhp_4010","","0","1007401112"
"7","0","0.5","1007401","11","0","100211","こ、これで治るんですか？","0","1","1007401113"
"","","","1007401","91","","0","","","","1007401114"
"1","0.2","","1007401","3","","100211","mhp_idle_worry","","","1007401115"
"1","0.2","","1007401","3","","117531","mhp_talk_normal","","","1007401116"
"0","","","1007401","21","","vo_mhp_1007401","vo_mhp_4011","","0","1007401117"
"5","0","0.5","1007401","11","0","117531","いいえ、単なる対処療法よ\nでも今はそれで十分\nまた何かあったら訪ねてきなさい。","0","1","1007401118"
"","","","1007401","91","","0","","","","1007401119"
"","","","1007401","22","","0","0","","","1007401120"
"0","0.2","","1007401","3","0.2","117531","mhp_sit_in","1","mhp_sit_idle","1007401121"
"0","0.2","","1007401","3","","100211","mhp_yui_pekori","","","1007401122"
"","","","1007401","91","","0","","","","1007401123"
"","","","1007401","101","","1007401186","","","","1007401124"
"1","0.2","","1007401","3","","117531","mhp_sit_idle","","","1007401125"
"1","0.2","","1007401","3","","100211","mhp_sit_talk_worry","","","1007401126"
"0","","","1007401","21","","vo_mhp_1007401","vo_mhp_4012","","0","1007401127"
"8","0","0.5","1007401","11","0","100211","あの、お薬とかは……","0","1","1007401128"
"","","","1007401","91","","0","","","","1007401129"
"1","0.2","","1007401","3","","100211","mhp_sit_idle_sad","","","1007401130"
"1","0.2","","1007401","3","","117531","mhp_sit_talk_thinking","","","1007401131"
"0","","","1007401","21","","vo_mhp_1007401","vo_mhp_4013","","0","1007401132"
"5","0","0.5","1007401","11","0","117531","必要ないわ。色々考えすぎるのが\nよくないの、だから心穏やかに\n過ごすのが一番よ。","0","1","1007401133"
"","","","1007401","91","","0","","","","1007401134"
"","","","1007401","22","","0","0","","","1007401135"
"1","0.2","","1007401","3","","117531","mhp_sit_idle","","","1007401136"
"0","0.2","","1007401","3","","100211","mhp_yui_sit_pekori","","","1007401137"
"","","","1007401","91","","0","","","","1007401138"
"0","0.2","","1007401","3","","100211","mhp_sit_out","","","1007401139"
"","","","1007401","91","","0","","","","1007401140"
"","","","1007401","101","","1007401186","","","","1007401141"
"0","0.2","","1007401","3","0","117531","mhp_sit_out","1","mhp_idle_normal","1007401142"
"","","","1007401","93","","0.6","0","","","1007401143"
"0","0.2","","1007401","3","0","100211","mhp_sit_out","1","mhp_idle_normal","1007401144"
"","","","1007401","93","","0.2","0","","","1007401145"
"1","0.2","","1007401","3","","100211","mhp_walk","0","","1007401146"
"-220","","","1007401","2","","100211","35","0","1.5","1007401147"
"-220","","","1007401","2","","31","35","0","1.5","1007401148"
"-220","","","1007401","2","","11","35","0","1.5","1007401149"
"-220","","","1007401","2","","12","35","0","1.5","1007401150"
"","","","1007401","93","","0.3","0","","","1007401151"
"0","0.2","","1007401","3","0","117531","mhp_handover_in","1","mhp_handover_loop","1007401152"
"1","0","","1007401","6","0","21","1","1","1","1007401153"
"1","0","","1007401","6","0","22","1","1","1","1007401154"
"0","0.2","","1007401","3","0","21","mhp_handover_in","1","mhp_handover_loop","1007401155"
"0","0.2","","1007401","3","0","22","mhp_item_EX0007_handover_in","1","mhp_item_EX0007_handover_loop","1007401156"
"","","","1007401","93","","1.2","0","","","1007401157"
"0","0.2","","1007401","3","0","100211","mhp_handover_receive_in","1","mhp_handover_receive_loop","1007401158"
"1","0","","1007401","6","0","11","1","1","1","1007401159"
"1","0","","1007401","6","0","12","1","1","1","1007401160"
"0","0.2","","1007401","3","0","11","mhp_receive_yui_in","1","mhp_receive_yui_loop","1007401161"
"0","0.2","","1007401","3","0","12","mhp_item_EX0007_receive_in","1","mhp_item_EX0007_receive_loop","1007401162"
"","","","1007401","93","","0.6","0","","","1007401163"
"1","0.4","","1007401","6","0","22","1","1","1","1007401164"
"","","","1007401","93","","0.4","0","","","1007401165"
"0","0.2","","1007401","3","0","117531","mhp_handover_out","1","mhp_idle_normal","1007401166"
"0","0.2","","1007401","3","0","21","mhp_handover_out","1","NoItem_idle","1007401167"
"0","0.2","","1007401","3","0","22","mhp_item_EX0007_handover_out","1","NoItem_idle","1007401168"
"","","","1007401","93","","0.4","0","","","1007401169"
"0","0.2","","1007401","3","0","100211","mhp_handover_receive_out","1","mhp_idle_normal","1007401170"
"0","0.2","","1007401","3","0","11","mhp_receive_yui_out","1","NoItem_idle","1007401171"
"0","0.2","","1007401","3","0","12","mhp_item_EX0007_receive_out","1","NoItem_idle","1007401172"
"","","","1007401","93","","2","0","","","1007401173"
"1","0.2","","1007401","3","","100211","mhp_talk_wish","","","1007401174"
"0","","","1007401","21","","vo_mhp_1007401","vo_mhp_4014","","0","1007401175"
"5","0","0.5","1007401","11","0","100211","カンポー……なんだかよく効きそう……\nありがとうございます、ミツキさん","0","1","1007401176"
"","","","1007401","91","","0","","","","1007401177"
"1","0.2","","1007401","3","","100211","mhp_idle_wish","","","1007401178"
"1","0.2","","1007401","3","","117531","mhp_talk_thinking","","","1007401179"
"0","","","1007401","21","","vo_mhp_1007401","vo_mhp_4015","","0","1007401180"
"7","0","0.5","1007401","11","0","117531","（まあ、滋養強壮のカンポーだから\n全然関係ないんだけどね）","0","1","1007401181"
"","","","1007401","91","","0","","","","1007401182"
"","","","1007401","22","","0","0","","","1007401183"
"0","0.2","","1007401","3","0.2","117531","mhp_sit_in","1","mhp_sit_idle","1007401184"
"0","0.2","","1007401","3","","100211","mhp_yui_pekori","","","1007401185"
"","","","1007401","91","","0","","","","1007401186"
"1","0.2","","1007401","3","","100211","mhp_walk","","","1007401187"
"","","","1007401","4","","100211","1","","","1007401188"
"-220","","","1007401","2","","100211","-1000","0","5","1007401189"
"","","","1007401","93","","4","0","","","1007401190"
"1","0.2","","1007401","3","","117631","mhp_sit_talk_worry","","","1007401191"
"0","","","1007401","21","","vo_mhp_1007401","vo_mhp_4016","","0","1007401192"
"5","0","0.5","1007401","11","0","117631","先生、あの人って本当に病気なの？","0","1","1007401193"
"","","","1007401","91","","0","","","","1007401194"
"1","0.2","","1007401","3","","117631","mhp_sit_idle","","","1007401195"
"1","0.2","","1007401","3","","117531","mhp_sit_talk_thinking","","","1007401196"
"0","","","1007401","21","","vo_mhp_1007401","vo_mhp_4017","","0","1007401197"
"4","","0.5","1007401","11","0","117531","ええ、かなりの重病よ\nこれはしっかりと診てあげないとね\nふふ、若い子っていいわね♪","0","1","1007401198"
"","","","1007401","91","","0","","","","1007401199"
"","","","1007401","22","","0","0.5","","","1007401200"
"","","","1007401","91","","0","","","","1007401201"
"100","1.7","mhp_idle_normal","1007402","1","0","1","100211","-240","-1000","1007402001"
"100","1.7","mhp_sit_idle","1007402","1","1","1","117531","-220","185","1007402002"
"100","1.7","mhp_sit_idle","1007402","1","1","1","117631","-200","365","1007402003"
"-240","1","","1007402","31","","1","1","0.85","-154","1007402004"
"110","1.7","NoItem","1007402","5","0","1","11","-220","-200","1007402005"
"105","1.7","NoItem","1007402","5","0","1","12","-220","-200","1007402006"
"110","1.7","NoItem","1007402","5","1","1","21","-220","185","1007402007"
"105","1.7","NoItem","1007402","5","1","1","22","-220","185","1007402008"
"1","0","","1007402","6","0","11","1","0","1","1007402009"
"1","0","","1007402","6","0","12","1","0","1","1007402010"
"1","0","","1007402","6","0","21","1","0","1","1007402011"
"1","0","","1007402","6","0","22","1","0","1","1007402012"
"110","1.7","NoItem","1007402","5","0","1","31","-220","-1000","1007402013"
"","","","1007402","91","","0","","","","1007402014"
"1","0.2","","1007402","3","","117531","mhp_sit_talk_normal","","","1007402015"
"0","","","1007402","21","","vo_mhp_1007402","vo_mhp_4101","","0","1007402016"
"8","0","0.5","1007402","11","0","117531","ユイちゃん、どうぞー","0","0","1007402017"
"","","","1007402","91","","0","","","","1007402018"
"1","0.2","","1007402","3","","117531","mhp_sit_idle","","","1007402019"
"1","0.2","","1007402","3","","100211","mhp_yui_walk_sad2","","","1007402020"
"-220","","","1007402","2","","100211","-200","0","4","1007402021"
"","","","1007402","91","","0","","","","1007402022"
"0","0.2","","1007402","3","0.2","100211","mhp_yui_sit_in_sad","1","mhp_yui_sit_idle_sad","1007402023"
"","","","1007402","93","","1","0","","","1007402024"
"1","0.2","","1007402","3","","117531","mhp_sit_talk_normal","","","1007402025"
"0","","","1007402","21","","vo_mhp_1007402","vo_mhp_4102","","0","1007402026"
"5","0","0.5","1007402","11","0","117531","よく来たわね\n今日はもしかして胸の苦しみ、かしら？","0","1","1007402027"
"","","","1007402","91","","0","","","","1007402028"
"1","0.2","","1007402","3","","117531","mhp_sit_idle","","","1007402029"
"1","0.2","","1007402","3","","100211","mhp_yui_sit_talk_surprise","","","1007402030"
"0","","","1007402","21","","vo_mhp_1007402","vo_mhp_4103","","0","1007402031"
"6","0","0.5","1007402","11","0","100211","ま、まだ何も言っていないのに！？\nさすがミツキさんですね……","0","1","1007402032"
"","","","1007402","91","","0","","","","1007402033"
"1","0.2","","1007402","3","","100211","mhp_yui_sit_talk_sad","","","1007402034"
"0","","","1007402","21","","vo_mhp_1007402","vo_mhp_4104","","0","1007402035"
"4","0","0.5","1007402","11","0","100211","そうなんです、胸が苦しくて\n仕方ないんです……\nや、やっぱり重病なんでしょうか……","0","1","1007402036"
"","","","1007402","91","","0","","","","1007402037"
"1","0.2","","1007402","3","","100211","mhp_yui_sit_idle_sad","","","1007402038"
"1","0.2","","1007402","3","","117531","mhp_sit_talk_sad2","","","1007402039"
"0","","","1007402","21","","vo_mhp_1007402","vo_mhp_4105","","0","1007402040"
"6","0","0.5","1007402","11","0","117531","前にも言ったけど、直接命にかかわる\nことはないわ。でも、時に死ぬよりも\n苦しいことになる可能性もあるわね。","0","1","1007402041"
"","","","1007402","91","","0","","","","1007402042"
"1","0.2","","1007402","3","","117531","mhp_sit_idle","","","1007402043"
"1","0.2","","1007402","3","","100211","mhp_yui_sit_talk_wish","","","1007402044"
"0","","","1007402","21","","vo_mhp_1007402","vo_mhp_4106","","0","1007402045"
"6","0","0.5","1007402","11","0","100211","そんな……\nわ、わたし、どうすれば……","0","1","1007402046"
"","","","1007402","91","","0","","","","1007402047"
"1","0.2","","1007402","3","","100211","mhp_yui_sit_idle_sad","","","1007402048"
"1","0.2","","1007402","3","","117531","mhp_sit_talk_wish","","","1007402049"
"0","","","1007402","21","","vo_mhp_1007402","vo_mhp_4107","","0","1007402050"
"6","0","0.5","1007402","11","0","117531","大丈夫、そのための医者ですもの\nさて、胸の苦しさには――","0","1","1007402051"
"","","","1007402","91","","0","","","","1007402052"
"","","","1007402","22","","0","0","","","1007402053"
"0","","","1007402","103","","動悸の薬を処方するわ。","1007402057","","","1007402054"
"0","","","1007402","103","","オーエド土産の甘いお菓子よ。","1007402102","","","1007402055"
"0","","","1007402","103","","羊の数でも数えなさい。","1007402147","","","1007402056"
"0","0.2","","1007402","3","0","117531","mhp_sit_out","1","mhp_idle_normal","1007402057"
"","","","1007402","93","","0.6","0","","","1007402058"
"0","0.2","","1007402","3","0","100211","mhp_sit_out","1","mhp_idle_normal","1007402059"
"","","","1007402","93","","0.2","0","","","1007402060"
"1","0.2","","1007402","3","","100211","mhp_walk","0","","1007402061"
"-220","","","1007402","2","","100211","35","0","1.5","1007402062"
"-220","","","1007402","2","","31","35","0","1.5","1007402063"
"-220","","","1007402","2","","11","35","0","1.5","1007402064"
"-220","","","1007402","2","","12","35","0","1.5","1007402065"
"","","","1007402","93","","0.3","0","","","1007402066"
"0","0.2","","1007402","3","0","117531","mhp_handover_in","1","mhp_handover_loop","1007402067"
"1","0","","1007402","6","0","21","1","1","1","1007402068"
"1","0","","1007402","6","0","22","1","1","1","1007402069"
"0","0.2","","1007402","3","0","21","mhp_handover_in","1","mhp_handover_loop","1007402070"
"0","0.2","","1007402","3","0","22","mhp_item_EX0009_handover_in","1","mhp_item_EX0009_handover_loop","1007402071"
"","","","1007402","93","","1.2","0","","","1007402072"
"0","0.2","","1007402","3","0","100211","mhp_handover_receive_in","1","mhp_handover_receive_loop","1007402073"
"1","0","","1007402","6","0","11","1","1","1","1007402074"
"1","0","","1007402","6","0","12","1","1","1","1007402075"
"0","0.2","","1007402","3","0","11","mhp_receive_yui_in","1","mhp_receive_yui_loop","1007402076"
"0","0.2","","1007402","3","0","12","mhp_item_EX0009_receive_in","1","mhp_item_EX0009_receive_loop","1007402077"
"","","","1007402","93","","0.6","0","","","1007402078"
"1","0.4","","1007402","6","0","22","1","1","1","1007402079"
"","","","1007402","93","","0.4","0","","","1007402080"
"0","0.2","","1007402","3","0","117531","mhp_handover_out","1","mhp_idle_normal","1007402081"
"0","0.2","","1007402","3","0","21","mhp_handover_out","1","NoItem_idle","1007402082"
"0","0.2","","1007402","3","0","22","mhp_item_EX0009_handover_out","1","NoItem_idle","1007402083"
"","","","1007402","93","","0.4","0","","","1007402084"
"0","0.2","","1007402","3","0","100211","mhp_handover_receive_out","1","mhp_idle_normal","1007402085"
"0","0.2","","1007402","3","0","11","mhp_receive_yui_out","1","NoItem_idle","1007402086"
"0","0.2","","1007402","3","0","12","mhp_item_EX0009_receive_out","1","NoItem_idle","1007402087"
"","","","1007402","93","","2","0","","","1007402088"
"1","0.2","","1007402","3","","100211","mhp_talk_sad","","","1007402089"
"0","","","1007402","21","","vo_mhp_1007402","vo_mhp_4108","","0","1007402090"
"6","0","0.5","1007402","11","0","100211","お薬もらえるとなんだか安心します\nこれで治るといいんですけど……","0","1","1007402091"
"","","","1007402","91","","0","","","","1007402092"
"1","0.2","","1007402","3","","100211","mhp_idle_sad","","","1007402093"
"1","0.2","","1007402","3","","117531","mhp_idle_thinking","","","1007402094"
"0","","","1007402","21","","vo_mhp_1007402","vo_mhp_4109","","0","1007402095"
"6","0","0.5","1007402","11","0","117531","（実際はただのラムネ菓子だけどね。\n本当の病気じゃないならこれが一番よ）","0","1","1007402096"
"","","","1007402","91","","0","","","","1007402097"
"","","","1007402","22","","0","0","","","1007402098"
"0","0.2","","1007402","3","0.2","117531","mhp_sit_in","1","mhp_sit_idle","1007402099"
"","","","1007402","93","","1","0","","","1007402100"
"","","","1007402","101","","1007402160","","","","1007402101"
"0","0.2","","1007402","3","0","117531","mhp_sit_out","1","mhp_idle_normal","1007402102"
"","","","1007402","93","","0.6","0","","","1007402103"
"0","0.2","","1007402","3","0","100211","mhp_sit_out","1","mhp_idle_normal","1007402104"
"","","","1007402","93","","0.2","0","","","1007402105"
"1","0.2","","1007402","3","","100211","mhp_walk","0","","1007402106"
"-220","","","1007402","2","","100211","35","0","1.5","1007402107"
"-220","","","1007402","2","","31","35","0","1.5","1007402108"
"-220","","","1007402","2","","11","35","0","1.5","1007402109"
"-220","","","1007402","2","","12","35","0","1.5","1007402110"
"","","","1007402","93","","0.3","0","","","1007402111"
"0","0.2","","1007402","3","0","117531","mhp_handover_in","1","mhp_handover_loop","1007402112"
"1","0","","1007402","6","0","21","1","1","1","1007402113"
"1","0","","1007402","6","0","22","1","1","1","1007402114"
"0","0.2","","1007402","3","0","21","mhp_handover_in","1","mhp_handover_loop","1007402115"
"0","0.2","","1007402","3","0","22","mhp_item_EX0010_handover_in","1","mhp_item_EX0010_handover_loop","1007402116"
"","","","1007402","93","","1.2","0","","","1007402117"
"0","0.2","","1007402","3","0","100211","mhp_handover_receive_in","1","mhp_handover_receive_loop","1007402118"
"1","0","","1007402","6","0","11","1","1","1","1007402119"
"1","0","","1007402","6","0","12","1","1","1","1007402120"
"0","0.2","","1007402","3","0","11","mhp_receive_yui_in","1","mhp_receive_yui_loop","1007402121"
"0","0.2","","1007402","3","0","12","mhp_item_EX0010_receive_in","1","mhp_item_EX0010_receive_loop","1007402122"
"","","","1007402","93","","0.6","0","","","1007402123"
"1","0.4","","1007402","6","0","22","1","1","1","1007402124"
"","","","1007402","93","","0.4","0","","","1007402125"
"0","0.2","","1007402","3","0","117531","mhp_handover_out","1","mhp_idle_normal","1007402126"
"0","0.2","","1007402","3","0","21","mhp_handover_out","1","NoItem_idle","1007402127"
"0","0.2","","1007402","3","0","22","mhp_item_EX0010_handover_out","1","NoItem_idle","1007402128"
"","","","1007402","93","","0.4","0","","","1007402129"
"0","0.2","","1007402","3","0","100211","mhp_handover_receive_out","1","mhp_idle_normal","1007402130"
"0","0.2","","1007402","3","0","11","mhp_receive_yui_out","1","NoItem_idle","1007402131"
