11c42ba8e34920dcd4b1bc19ad9a7099707848500e73ac080c55c9d9be5e4438,cda6dbda66062f7305152a0a6651454a4ff7ebc14e198926f08d1cdc100b0a8b,9342219a9c6d8037e9ed20a332b4ec4bbe8114f24f7afee50e4c78eb9587d71a,fed9a3f10a0bdb0ec5e8e48f2a40694c8d22087dd4e9f17b6863d5bfc24ff516,43acae5b45341a92e170134b4991d569ccd93f58f372b490ca7e86e90cf2add3,67fc41aa7c2d77b0b976ecb2ca1581e51b0ce54684b0b022e4044386c263f25b,d5c3a526196fbee83f562ed65aa5362162fad1f2089d8007d827b0fd1285a2e6,a84af554da806b4978ccbb62fda6da12e22e772bf9bd785ab5b679c8b7e4f0b1,558a1e67063f8c17762ced7dce5d8892a9acae5bb32fa54d407b5a684ac34ee2,82970d28409cd39975c794257be1e1888b141170ff0dab346a9d517cf584e5cf
"5311","3","25101","0","0","0","16500000","0","2","5301"
"5411","3","25101","0","0","5412","16500000","0","2","5401"
"5511","3","25101","0","0","0","16500000","0","2","5501"
"5611","3","25101","0","0","0","17000000","0","2","5601"
"5711","3","25101","0","0","0","17000000","0","2","5701"
"5811","3","25101","0","0","0","17000000","0","2","5801"
"5911","3","25101","0","0","0","17500000","0","2","5901"
"6011","3","25101","0","0","0","17500000","0","2","6001"
"6111","3","25101","0","0","0","17500000","0","2","6101"
"6211","3","25101","0","0","6212","18000000","0","2","6201"
"6311","3","25101","0","0","0","18000000","0","2","6301"
"6411","3","25101","0","0","0","18000000","0","2","6401"
"6511","3","25101","0","0","0","18500000","0","2","6501"
"6611","3","25101","0","0","0","18500000","0","2","6601"
"6711","3","25101","0","0","6712","18500000","0","2","6701"
"6811","3","25101","0","0","0","18500000","0","2","6801"
"6911","3","25101","0","0","0","19000000","0","2","6901"
"7011","3","25101","0","0","0","19000000","0","2","7001"
"7111","3","25101","0","0","0","19000000","0","2","7101"
"7211","3","25101","0","0","0","19000000","0","2","7201"
"7311","3","25101","0","0","0","19500000","0","2","7301"
"7411","3","25101","0","0","0","19500000","0","2","7401"
"7511","3","25101","0","0","0","19500000","0","2","7501"
"7611","3","25101","0","0","7612","19500000","0","2","7601"
"7711","3","25101","0","0","0","20000000","0","2","7701"
"7811","3","25101","0","0","0","20000000","0","2","7801"
"7911","3","25101","0","0","0","20000000","0","2","7901"
"8011","3","25101","0","0","0","20000000","0","2","8001"
"8111","3","25101","0","0","8112","20000000","0","2","8101"
"8211","3","25101","0","0","0","20000000","0","2","8201"
"8311","3","25101","0","0","8312","20000000","0","2","8301"
"8411","3","25101","0","0","0","20000000","0","2","8401"
"8511","3","25101","0","0","0","20000000","0","2","8501"
"8611","3","25101","0","0","0","20000000","0","2","8601"
"8711","3","25101","0","0","0","20000000","0","2","8701"
"8811","3","25101","0","0","0","20000000","0","2","8801"
"8911","3","25101","0","0","0","20000000","0","2","8901"
"9011","3","25101","0","0","0","20000000","0","2","9001"
"9111","3","25101","0","0","0","20000000","0","2","9101"
"9211","3","25101","0","0","9212","20000000","0","2","9201"
"9311","3","25101","0","0","0","20000000","0","2","9301"
"9411","3","25101","0","0","0","20000000","0","2","9401"
"9511","3","25101","0","0","0","20000000","0","2","9501"
"9611","3","25101","0","0","0","20000000","0","2","9601"
