d1053c054ee14b6b2f6d85f9e5df5998db9eb193e74bb39ab05dbfb389ba4a3b,cf0ce578972da6db7bdf398f7868a2278113986cb5e5628448c45eba8370e9c6,d3885a8bfa6f31166d37fa2fd63382ca054f35f0a828824ec32bf71b2c24ab34,85aa5e40d2ccc5d80781648057b74153659c00e17c515490d49a17c0ee498add,b1596adb5d89c5c31788a2e5a458a46623cdaf86d687e58c953574d27d45513e,e6b081f68a7d98f615e064a6893bdd396cc0ad56278fac38f9b76307d88b0897
"10109","100","3","501031","2","5082004"
"10109","101","3","501483","2","5082005"
"10112","103","3","500368","2","5084001"
"10112","104","3","510306","2","5084002"
"10112","105","3","500039","2","5084003"
"10113","106","3","500368","2","5085002"
"10113","107","3","510203","2","5085003"
"10113","108","3","500272","2","5085004"
"10113","109","3","501501","2","5085005"
"10110101","110","2","0","1","1011001"
"20037101","111","1","0","1","20037112"
"20037","112","3","501291","2","5066005"
"10115","113","3","501810","2","5088005"
"10114","114","3","500016","2","5114000"
"10114","115","3","501952","2","5114003"
"20038","116","3","501341","2","5068001"
"10117","117","3","501541","2","5090002"
"20039","121","3","501353","2","5070004"
"20039","122","3","500016","2","5070005"
"10116","123","3","500837","2","5116004"
"10119","124","3","501031","2","5092001"
"10119","125","3","501551","2","5092004"
"10118","126","3","500133","2","5118002"
"10118","127","3","500810","2","5118003"
"10118","128","3","500133","2","5118007"
"20040","129","3","501364","2","5072004"
"20040","130","3","501365","2","5072006"
"10124","132","3","501614","2","5124003"
"20041","133","3","501383","2","5074001"
"10121","135","3","501593","2","5094001"
"10122","136","3","502003","2","5122000"
"10122","137","3","502015","2","5122002"
"10123","138","3","501613","2","5096002"
"20042","139","3","505036","2","5076005"
"20043","140","3","501451","2","5078004"
"10125","141","3","501031","2","5098000"
"10127","143","3","500837","2","5100003"
"20044","144","3","501463","2","5080005"
"10128","145","3","502063","2","5128001"
"10129","146","3","501873","2","5102002"
"20045101","147","1","0","1","20045105"
"20045102","148","1","0","1","20045108"
"20045103","149","1","0","1","20045111"
"20045","150","3","501160","2","5082002"
"20045","151","3","501031","2","5082004"
"20045","152","3","501483","2","5082005"
"20046","153","3","500368","2","5084001"
"20046","154","3","510306","2","5084002"
"20046","155","3","500039","2","5084003"
"20047","156","3","500368","2","5085002"
"20047","157","3","510203","2","5085003"
"20047","158","3","500272","2","5085004"
"20047","159","3","501501","2","5085005"
"10130","160","3","500016","2","5130001"
"10130","161","3","500133","2","5130007"
"10131","162","3","500133","2","5104003"
"10136","163","3","500143","2","5136002"
"10136","164","3","500175","2","5136004"
"10137","165","3","501622","2","5137002"
"10137","166","3","500133","2","5137005"
"20048","167","3","501810","2","5088005"
"10134","168","3","500554","2","5134007"
"10135","169","3","501911","2","5108002"
"10138","170","3","501931","2","5110005"
"10139","171","3","500013","2","5111005"
"20049","172","3","501541","2","5090002"
"10138101","173","2","0","1","1013801"
"10141","174","3","500016","2","5114000"
"10141","175","3","501952","2","5114003"
"10140","180","3","502224","2","5140002"
"20050","181","3","501031","2","5092001"
"20050","182","3","501551","2","5092004"
"10142","183","3","501683","2","5142001"
"10143","184","3","500837","2","5116004"
"10145","185","3","500133","2","5118002"
"10145","186","3","500810","2","5118003"
"10145","187","3","500133","2","5118007"
"20051","188","3","501593","2","5094001"
"20052","189","3","501613","2","5096002"
"10146","1014601","3","502283","2","5146001"
"10149","1014901","3","502003","2","5122000"
"10149","1014902","3","502015","2","5122002"
"10151","1015101","3","501614","2","5124003"
"10154","1015401","3","502373","2","5154007"
"10156","1015601","3","502074","2","5156001"
"10156","1015602","3","502394","2","5156002"
"10157","1015701","3","502063","2","5128001"
"10158","1015801","3","500880","2","5158003"
"10159","1015901","3","500016","2","5130001"
"10159","1015902","3","500133","2","5130007"
"10163","1016301","3","500554","2","5134007"
"10164","1016401","3","500143","2","5136002"
"10164","1016402","3","500175","2","5136004"
"10165","1016501","3","501622","2","5137002"
"10165","1016502","3","500133","2","5137005"
"10166","1016601","3","502224","2","5140002"
"10167","1016701","3","501683","2","5142001"
"10169","1016901","3","502283","2","5146001"
"10173","1017301","3","502373","2","5154007"
"10176","1017601","3","502074","2","5156001"
"10176","1017602","3","502394","2","5156002"
"10177","1017701","3","500880","2","5158003"
"20053","2005301","3","501031","2","5098000"
"20054","2005401","3","500837","2","5100003"
"20055","2005501","3","501873","2","5102002"
"20056","2005601","3","500133","2","5104003"
"20058","2005801","3","501911","2","5108002"
"20059","2005901","3","501931","2","5110005"
"20060","2006001","3","500013","2","5111005"
"20061","2006101","3","500016","2","5114000"
"20061","2006102","3","501952","2","5114003"
"20062","2006201","3","500837","2","5116004"
"20063","2006301","3","500133","2","5118002"
"20063","2006302","3","500810","2","5118003"
"20063","2006303","3","500133","2","5118007"
"20065","2006501","3","502003","2","5122000"
"20065","2006502","3","502015","2","5122002"
"20066","2006601","3","501614","2","5124003"
"20067","2006701","3","500143","2","5136002"
"20067","2006702","3","500175","2","5136004"
"20068","2006801","3","501622","2","5137002"
"20068","2006802","3","500133","2","5137005"
"20070","2007001","3","502063","2","5128001"
"20071","2007101","3","500016","2","5130001"
"20071","2007102","3","500133","2","5130007"
"20073","2007301","3","500554","2","5134007"
"20074","2007401","3","502224","2","5140002"
"20075","2007501","3","501683","2","5142001"
"20077","2007701","3","502283","2","5146001"
