0632804e8781182884a98645183aab9a98262e57ffa95069a6d0ab060c52c7c3,4e68061fb046a7b7cb4c7fcc8dadb42c3110d580284f86d07ed24078217da2c7,3858a5e28dbdffe1a32d211fc8ed054f4ef30c24bac78e117f5dfd3c9672ddf7,576da4bcd14bb2d54a2530a0bbccab726b9a4b4b635ee07893b57382bae3437e,82e56872ba118e77b6548b1b33f1311ab76f32aa3f46420422ff5d08f3278af6,c6f01b345898e15b4acb97e0347588495bc02f93493c08915673b8469c2faebf
"109101","500600","4","シズル（バレンタイン）","0","キッチンスタジアム"
"109201","500133","2","アン","0","エステレラ街道"
"109301","500133","4","ルゥ","0","エステレラ街道"
"109401","500133","4","グレア","0","エステレラ街道"
"109501","500650","4","クウカ（オーエド）","0","オーエド横丁"
"109601","500650","2","ニノン（オーエド）","0","オーエド横丁"
"109701","500175","2","レム","0","ミステリオン森林"
"109801","500175","12","ラム","0","ミステリオン森林"
"109901","500175","2","エミリア","0","ミステリオン森林"
"110001","500683","4","スズナ（サマー）","0","海_ステージ"
"110101","500683","2","イオ（サマー）","0","海_ステージ"
"110301","500164","2","サレン（サマー）","0","マルジェン海岸_昼"
"110401","500710","6","マコト（サマー）","0","琉球風の海岸"
"110501","500710","4","カオリ（サマー）","0","琉球風の海岸"
"110601","500710","4","マホ（サマー）","0","琉球風の海岸"
"110701","500730","2","アオイ（編入生）","0","聖テレサ女学院_正門"
"110801","500730","2","クロエ","0","聖テレサ女学院_正門"
"110901","500730","2","チエル","0","聖テレサ女学院_正門"
"111001","500730","4","ユニ","0","聖テレサ女学院_正門"
"111101","500811","2","キョウカ（ハロウィン）","0","屋敷_メインホール"
"111201","500811","4","ミソギ（ハロウィン）","0","屋敷_メインホール"
"111301","500811","4","ミミ（ハロウィン）","0","屋敷_メインホール"
"111401","500175","4","ルナ","0","ミステリオン森林"
"111501","500038","4","クリスティーナ（クリスマス）","0","ランドソル_繁華街_クリスマス_夜"
"111601","500038","4","ノゾミ（クリスマス）","0","ランドソル_繁華街_クリスマス_夜"
"111701","500038","4","イリヤ（クリスマス）","0","ランドソル_繁華街_クリスマス_夜"
"111801","500910","2","ぺコリーヌ（ニューイヤー）","0","ランドソル_繁華街_駅伝"
"111901","500910","2","コッコロ（ニューイヤー）","0","ランドソル_繁華街_駅伝"
"112001","500910","6","キャル（ニューイヤー）","0","ランドソル_繁華街_駅伝"
"112101","500910","2","スズメ（ニューイヤー）","0","ランドソル_繁華街_駅伝"
"112201","500010","2","カスミ（マジカル）","0","ランドソル_市街地_昼"
"112301","500010","2","シオリ（マジカル）","0","ランドソル_市街地_昼"
"112401","500920","4","ウヅキ（デレマス）","0","ムーサの町_昼"
"112501","500920","2","リン（デレマス）","0","ムーサの町_昼"
"112601","500920","4","ミオ（デレマス）","0","ムーサの町_昼"
"112701","500995","2","リン（レンジャー）","0","牧場 昼"
"112801","500995","2","マヒル（レンジャー）","0","牧場 昼"
"112901","501000","4","リノ（ワンダー）","0","本の世界_平原"
"113001","501000","2","アユミ（ワンダー）","0","本の世界_平原"
"113101","501030","6","ルカ（サマー）","0","ウィッシュビーチ"
"113201","501030","4","アンナ（サマー）","0","ウィッシュビーチ"
"113301","501030","4","ナナカ（サマー）","0","ウィッシュビーチ"
"113401","501100","4","ハツネ（サマー）","0","ビーチグラウンド"
"113501","501100","4","ミサト（サマー）","0","ビーチグラウンド"
"113601","500164","2","ジュン（サマー）","0","マルジェン海岸_昼"
"113701","500010","4","アカリ（エンジェル）","0","ランドソル_市街地_昼"
"113801","500010","2","ヨリ（エンジェル）","0","ランドソル_市街地_昼"
"113901","501130","4","ツムギ（ハロウィン）","0","ハロウィンパーク_昼"
"114001","501130","3","レイ（ハロウィン）","0","ハロウィンパーク_昼"
"114101","501130","4","マツリ（ハロウィン）","0","ハロウィンパーク_昼"
"114201","500010","4","モニカ（マジカル）","0","ランドソル_市街地_昼"
"114301","500010","2","トモ（マジカル）","0","ランドソル_市街地_昼"
"114401","500874","4","アキノ（クリスマス）","0","舞台_クリスマス_昼"
"114501","500874","2","サレン（クリスマス）","0","舞台_クリスマス_昼"
"114601","500874","2","ユカリ（クリスマス）","0","舞台_クリスマス_昼"
"114701","501162","4","ムイミ（ニューイヤー）","0","オーマの町_昼"
"115001","501162","2","ネネカ（ニューイヤー）","0","オーマの町_昼"
"115501","500140","4","コッコロ（儀装束）","0","プラノ平原"
"115601","500140","17","ユイ（儀装束）","0","プラノ平原"
"115701","500160","4","カスミ（サマー）","0","マルジェン海岸_昼"
"115801","500130","4","リマ（シンデレラ）","0","エステレラ街道"
"115901","500130","4","マコト（シンデレラ）","0","エステレラ街道"
"116001","500060","4","マホ（シンデレラ）","0","自警団 拠点"
"116201","500732","2","クロエ（聖学祭）","0","聖テレサ女学院_正門_聖学祭"
"116301","500732","2","チエル（聖学祭）","0","聖テレサ女学院_正門_聖学祭"
"116401","500732","4","ユニ（聖学祭）","0","聖テレサ女学院_正門_聖学祭"
"116501","500010","18","イノリ（タイムトラベル）","0","ランドソル_市街地_昼"
"116601","500010","4","カヤ（タイムトラベル）","0","ランドソル_市街地_昼"
"116701","501340","4","アオイ（作業服）","0","おもちゃ工場"
"116801","501340","4","タマキ（作業服）","0","おもちゃ工場"
"116901","501340","2","ミフユ（作業服）","0","おもちゃ工場"
"117001","500160","4","エリコ（サマー）","0","マルジェン海岸_昼"
"117101","500160","4","シズル（サマー）","0","マルジェン海岸_昼"
"117201","501363","4","ノゾミ（サマー）","0","サマーフェス会場"
"117301","501363","2","チカ（サマー）","0","サマーフェス会場"
"117401","501363","4","ツムギ（サマー）","0","サマーフェス会場"
"117501","501380","6","ミツキ（オーエド）","0","オーエド_診察室_昼"
"117601","501380","4","ユキ（オーエド）","0","オーエド_診察室_昼"
"117701","505035","4","カオリ（ハロウィン）","0","ランドソル_繁華街_ハロウィン_夜"
"117801","505035","4","ニノン（ハロウィン）","0","ランドソル_繁華街_ハロウィン_夜"
"117901","505035","4","スズナ（ハロウィン）","0","ランドソル_繁華街_ハロウィン_夜"
"118001","501070","4","クレジッタ","0","ランドソル_王城周辺_執務室"
"118101","501040","4","ランファ","0","レイジ・レギオン拠点"
"118201","501040","4","ミソラ","0","レイジ・レギオン拠点"
"118501","500371","4","カリン","0","ランドソル_お役所"
"118601","500360","4","ネビア","0","美食殿_ギルドハウス"
"119001","501450","4","イオ（ノワール）","0","ノワールのアジト"
"119101","501450","4","クウカ（ノワール）","0","ノワールのアジト"
"119201","500863","4","マヒル（クリスマス）","0","牧場_雪_昼"
"119301","500036","4","リノ（クリスマス）","0","ランドソル_繁華街_クリスマス_昼"
"119901","500038","4","ミヤコ（クリスマス）","0","ランドソル_繁華街_クリスマス_夜"
"120001","501450","2","シズル（ノワール）","0","ノワールのアジト"
"120701","501480","2","シェフィ（ニューイヤー）","0","美食殿_ギルドハウス_外観_お正月"
"120801","500560","3","ルカ（ニューイヤー）","0","参道_昼"
"120901","500260","4","イリヤ（ニューイヤー）","0","古城"
"121001","500361","3","ぺコリーヌ（オーバーロード）","0","美食殿 ギルドハウス"
"121101","500361","2","キャル（オーバーロード）","0","美食殿 ギルドハウス"
"121201","500341","3","ラビリスタ（オーバーロード）","0","ラビリンスギルド拠点"
"121301","501510","2","クルミ（ステージ）","0","牧場_温泉施設_舞台"
"121401","500354","2","ミサキ（ステージ）","0","サレンディア救護院_物産展"
"121501","500012","18","アユミ（怪盗）","0","ランドソル_市街地_夜"
"121601","500892","20","イノリ（怪盗）","0","路地裏_夜"
"121901","500843","2","アンナ（パイレーツ）","0","船の甲板"
"122001","500843","20","シノブ（パイレーツ）","0","船の甲板"
"122101","501590","20","アオイ（キャンプ）","0","キャンプ場_昼"
"122201","501590","2","ユカリ（キャンプ）","0","キャンプ場_昼"
"122301","500140","4","ヴァンピィ","0","プラノ平原"
"122401","501610","4","ヒヨリ（サマー）","0","リゾートビーチ_昼"
"122501","501610","2","レイ（サマー）","0","リゾートビーチ_昼"
"122601","501610","6","ユイ（サマー）","0","リゾートビーチ_昼"
"122701","500285","2","キョウカ（サマー）","0","無人島"
"122801","500160","4","ミソギ（サマー）","0","マルジェン海岸_昼"
"122901","500160","4","ミミ（サマー）","0","マルジェン海岸_昼"
"123001","500270","4","アメス","0","ソルの塔_庭園"
"123101","500833","4","マホ（エクスプローラー）","0","密林_テント"
"123201","501850","4","アヤネ（エクスプローラー）","0","密林"
"123301","501040","4","ネア","0","レイジ・レギオン拠点"
"123501","501870","2","リン（ハロウィン）","0","舞台_コンテンツフェス_昼"
"123601","501860","2","トモ（ハロウィン）","0","ランドソル_繁華街_ハロウィン_フェス"
"123701","501870","4","ナナカ（ハロウィン）","0","舞台_コンテンツフェス_昼"
"123801","500170","2","クリスティーナ（ワイルド）","0","ミステリオン森林"
"123901","500090","2","マツリ（ワイルド）","0","ランドソル 王城入口"
"124001","500036","2","アカリ（クリスマス）","0","ランドソル_繁華街_クリスマス_昼"
"124101","500036","2","ヨリ（クリスマス）","0","ランドソル_繁華街_クリスマス_昼"
"124201","500036","2","ジュン（クリスマス）","0","ランドソル_繁華街_クリスマス_昼"
"124501","501890","2","ホマレ（ニューイヤー）","0","オーエド_温泉旅館_客室_昼"
"124601","500553","4","ミサト（ニューイヤー）","0","お正月神殿"
"124701","501890","2","ミツキ（ニューイヤー）","0","オーエド_温泉旅館_客室_昼"
"124801","500033","2","ノゾミ（リベレイター）","0","ランドソル_繁華街_祭_昼"
"124901","500033","4","カヤ（リベレイター）","0","ランドソル_繁華街_祭_昼"
"125001","500033","2","ムイミ（リベレイター）","0","ランドソル_繁華街_祭_昼"
"125101","501950","4","タマキ（カフェ）","0","ランドソル_飲食店内_猫カフェ_昼"
"125201","501950","2","モニカ（カフェ）","0","ランドソル_飲食店内_猫カフェ_昼"
"125301","501690","2","コッコロ（レンジャー）","0","平原_競技場_昼"
"125401","501690","20","シオリ（レンジャー）","0","平原_競技場_昼"
"125501","500033","4","ジータ（ウォーロック）","0","ランドソル_繁華街_祭_昼"
"125601","500033","4","ビカラ","0","ランドソル_繁華街_祭_昼"
"125701","500371","2","カリン（アルケミスト）","0","ランドソル_お役所"
"125801","501670","2","リリ（フォールン）","0","ジオ・テオゴニア_街道_昼"
"126001","501670","2","クリア（フォールン）","0","ジオ・テオゴニア_街道_昼"
"126101","501670","2","プレシア（フォールン）","0","ジオ・テオゴニア_街道_昼"
"126201","501372","20","イリヤ（儀装束）","0","滝壺_夜"
"126301","500040","4","ユキ（儀装束）","0","ランドソル ギルドハウス"
"126401","501660","4","クローチェ","0","ジオ・テオゴニア_平原_昼"
"126501","501720","4","ライラエル","0","ジオ・テオゴニア_キャッスル・オブ・パルフェ_玉座の間_昼"
"126601","500692","2","ネネカ（サマー）","0","海辺の店_夜"
"126701","501030","4","アキノ（サマー）","0","ウィッシュビーチ"
"126801","500280","4","ユカリ（サマー）","0","無人島"
"126901","501030","2","ランファ（サマー）","0","ウィッシュビーチ"
"127001","500160","4","クウカ（サマー）","0","マルジェン海岸_昼"
"127101","500162","4","シノブ（サマー）","0","マルジェン海岸_夜"
"127201","502030","2","キャル（編入生）","0","アンブローズ魔法学園_屋上_昼"
"127301","502030","4","スズナ（編入生）","0","アンブローズ魔法学園_屋上_昼"
"127501","502060","2","サレン（サラサリア）","0","砂漠の国の大通り_昼"
"127601","501370","3","ルカ（サラサリア）","0","滝壺_昼"
"127701","501730","20","リンド","0","ジオ・テオゴニア_キャッスル・オブ・パルフェ_大広間"
"127801","501730","4","ヴルム","0","ジオ・テオゴニア_キャッスル・オブ・パルフェ_大広間"
"127901","500036","2","ペコリーヌ（クリスマス）","0","ランドソル_繁華街_クリスマス_昼"
"128001","500036","2","クレジッタ（クリスマス）","0","ランドソル_繁華街_クリスマス_昼"
"128301","500893","4","イノリ（ニューイヤー）","0","路地裏_雪_昼"
"128401","501470","4","ハツネ（ニューイヤー）","0","ランドソル_繁華街_お正月_昼"
"128501","501470","18","カスミ（ニューイヤー）","0","ランドソル_繁華街_お正月_昼"
"128701","500140","2","ヒヨリ（アストラル）","0","プラノ平原"
"128801","500140","3","レイ（アストラル）","0","プラノ平原"
"128901","500140","2","ユイ（アストラル）","0","プラノ平原"
"129001","500510","2","エリス","0","花畑"
"129301","502220","2","ユニ（ウィンター）","0","メルクリゾート_プールエリア_昼"
"129401","502220","2","クロエ（ウィンター）","0","メルクリゾート_プールエリア_昼"
"129501","502220","2","チエル（ウィンター）","0","メルクリゾート_プールエリア_昼"
"129601","502071","2","アネモネ","0","ジオ・ゲヘナ_ジャングル_夜"
"129701","502170","2","ネフィ＝ネラ","0","ジオ・ゲヘナ_鬼岩城塞_王座の間_昼"
"129801","501680","2","マコト（コマンダー）","0","平原_昼"
"129901","500030","4","エリコ（コマンダー）","0","ランドソル 繁華街"
"130001","501760","3","ヤマト","0","バンディシャーク号_室内_居住部"
"130101","501760","4","ワカナ","0","バンディシャーク号_室内_居住部"
"130201","501760","4","フブキ","0","バンディシャーク号_室内_居住部"
"130701","500020","20","キョウカ（スプリング）","0","ランドソル_郊外"
"130801","500351","2","スズメ（スプリング）","0","サレンディア救護院_庭"
"130901","502270","4","クルル","0","グランドリームパーク_エントランス_昼"
"131001","502280","2","マホ（ドリームパーク）","0","グランドリームパーク_園内_昼"
"131101","501030","3","ネア（サマー）","0","ウィッシュビーチ"
"131201","500690","4","ミソラ（サマー）","0","海辺の店_昼"
"131601","500163","2","リリ（サマー）","0","海_パラソル_昼"
"131701","500160","4","アメス（サマー）","0","マルジェン海岸_昼"
"131801","500285","2","ホマレ（サマー）","0","無人島"
"131901","501030","2","エミリア（サマー）","0","ウィッシュビーチ"
"132001","500160","2","エキドナ（サマー）","0","マルジェン海岸_昼"
"132101","500160","2","レム（サマー）","0","マルジェン海岸_昼"
"132201","502360","4","ノゾミ（アルケミスト）","0","アルケス錬金堂_工房_昼"
"132301","502360","2","ルイズマリー","0","アルケス錬金堂_工房_昼"
"132401","502360","4","イロハ","0","アルケス錬金堂_工房_昼"
"132501","502370","2","ソノ","0","アルケス錬金堂_店内_昼"
"132801","500038","4","ライラエル（クリスマス）","0","ランドソル_繁華街_クリスマス_夜"
"132901","500038","2","イオ（クリスマス）","0","ランドソル_繁華街_クリスマス_夜"
"133001","502290","4","グレイス","0","ジオ・ニヴルヘル_遺灰砂漠"
"133101","502460","2","ヴァイオレット","0","ジオ・ニヴルヘル_巨鯨城_ホール"
"133201","501470","4","モニカ（ニューイヤー）","0","ランドソル_繁華街_お正月_昼"
"133501","501470","2","サレン（ニューイヤー）","0","ランドソル_繁華街_お正月_昼"
"133601","500110","2","メドゥーサ","0","サレンディア救護院_広間_昼"
"133701","500341","2","ラビリスタ（アルファ）","0","ラビリンスギルド拠点"
"133801","500260","2","ネネカ（アルファ）","0","古城"
"133901","500780","4","クリスティーナ（アルファ）","0","ランドソル_繁華街_祭_壊れ_昼"
"134001","500130","2","フィオ","0","エステレラ街道"
"134301","501202","2","ランファ（儀装束）","0","コッコロの里_夜"
"134401","501220","2","チカ（儀装束）","0","コッコロの里_社の中_昼"
"134501","501670","4","クローチェ（エアリアル）","0","ジオ・テオゴニア_街道_昼"
"134601","500140","2","アオイ（パイロット）","0","プラノ平原"
"134701","502080","2","ホウオウ","0","ジオ・ゲヘナ_平原_昼"
"134801","502070","4","ツムギ（ジオ・ゲヘナ）","0","ジオ・ゲヘナ_ジャングル_昼"
"134901","502110","4","カノン","0","ジオ・ゲヘナ_鬼岩要塞_居住区_昼"
"135001","501030","2","エリス（サマー）","0","ウィッシュビーチ"
"135101","501030","2","シェフィ（サマー）","0","ウィッシュビーチ"
"135201","500690","2","プレシア（サマー）","0","海辺の店_昼"
"135301","501030","4","クリア（サマー）","0","ウィッシュビーチ"
"135401","501030","2","アネモネ（サマー）","0","ウィッシュビーチ"
"135501","502650","2","アイラ","0","サラサリア_中央大通り_昼"
"135601","502630","2","シナツ","0","トーゴク_城下町_大通り_昼"
"135701","502520","4","ヒヨリ（サラサリア）","0","サラサリア_中央広場_昼"
"135801","502420","4","ユキノ","0","ジオ・ニヴルヘル_久遠氷河"
"135901","502640","2","サツキ","0","ジオ・ニヴルヘル_夜叉峠_鬼族の村"
"136001","502080","2","アラクネ","0","ジオ・ゲヘナ_平原_昼"
"136101","500030","4","サクラ","0","ランドソル 繁華街"
"136201","502110","4","ナーナ","0","ジオ・ゲヘナ_鬼岩要塞_居住区_昼"
"136301","500945","4","ミソラ（クリスマス）","0","ランドソル_貴族街_クリスマス_夜"
"136401","500036","2","ユイ（クリスマス）","0","ランドソル_繁華街_クリスマス_昼"
"136501","502630","2","シズル（ニューイヤー）","0","トーゴク_城下町_大通り_昼"
"136901","502830","4","ルルィ","0","ジオ・ニヴルヘル_深い庭_胞子の森"
"137101","501030","4","ニノン（サマー）","0","ウィッシュビーチ"
"137401","501990","2","カスミ（シスター）","0","魔族の街_儀式場_昼"
"137601","501202","20","コッコロ（嚮導幼君）","0","コッコロの里_夜"
"137901","502630","2","リノ（ニューイヤー）","0","トーゴク_城下町_大通り_昼"
"138001","502460","4","ヴァイオレット（イサナミ）","0","ジオ・ニヴルヘル_巨鯨城_ホール"
"138101","501720","4","ライラエル（パルフェクト）","0","ジオ・テオゴニア_キャッスル・オブ・パルフェ_玉座の間_昼"
"138201","502170","2","ネフィ＝ネラ（鬼面仏心）","0","ジオ・ゲヘナ_鬼岩城塞_王座の間_昼"
"138301","500100","2","ペコリーヌ（アストライア）","0","ランドソル王城_玉座の間"
"138701","502220","4","ワカナ（ウィンター）","0","メルクリゾート_プールエリア_昼"
"138801","502220","20","シオリ（ウィンター）","0","メルクリゾート_プールエリア_昼"
"138901","500190","4","グレイス（バニー）","0","エルフの森"
"139001","502460","4","キョウカ（ゴシック）","0","ジオ・ニヴルヘル_巨鯨城_ホール"
"139101","500140","2","キャル（覇瞳天星）","0","プラノ平原"
"139201","500140","2","ミホ（ガルパン）","0","プラノ平原"
"139301","501430","2","マホ（ガルパン）","0","セントールス_市街地"
"139401","501200","2","エリカ（ガルパン）","0","コッコロの里_昼"
"139501","501370","2","リリ（ヴァルキュリア）","0","滝壺_昼"
"139601","502350","2","クリア（ヴァルキュリア）","0","ジオ・ゲヘナ_鬼岩城塞_頭頂部_昼"
"139701","500510","4","プレシア（ヴァルキュリア）","0","花畑"
"139801","500592","2","シェフィ（ヴァードラッヘ）","0","愛の広場_夜"
"139901","500691","2","ルイズマリー（サマー）","0","海辺の店_夕"
"140001","502910","2","クレジッタ（サマー）","0","海岸_R&Aリゾートホテル_昼"
"180101","500130","2","ヒヨリ（プリンセス）","0","エステレラ街道"
"180201","500130","4","ユイ（プリンセス）","0","エステレラ街道"
"180301","500130","3","レイ（プリンセス）","0","エステレラ街道"
"180401","500130","4","ぺコリーヌ（プリンセス）","0","エステレラ街道"
"180501","500130","2","コッコロ（プリンセス）","0","エステレラ街道"
"180601","500130","18","キャル（プリンセス）","0","エステレラ街道"
"180701","501370","2","ハツネ＆シオリ","0","滝壺_昼"
"180801","500194","2","ミソギ＆ミミ＆キョウカ","0","エルフの森_秘密基地"
"180901","500140","2","アキノ＆サレン","0","プラノ平原"
"181001","500213","2","アン＆グレア","0","中腹_昼"
"181101","500010","2","シズル＆リノ","0","ランドソル_市街地_昼"
"181201","500130","2","シェフィ（プリンセス）","0","エステレラ街道"
