8c0a94b66ed46f6f698672278e6d7bbd5e190b3d22aaef5e087a1d46286aeafd,ac4b06bd703f79bf58912e0dcdd99f6b07c4768136a3ea2bf815ca343a339b0e,fca8cf1913f7117767a078683acab179d1f60bbf0ef458387bac4e3ad0a8f432,5e962b0d71da60a8e4e7afa3fa3db2cd74b5071fab59633d8ffb20c7eb1f8eb7,70737eb66411bd38f2115f327e2bdea4d9894202d0b6a5ae92fc2f1e57dbb5e3,e7128897f82156e0780aa6b1691768850575063a8fdee3b490239388b356a0e6,d6aeb1c40252e63c880770f329dbab3026ad44034b4c702baea3f6d442dc2490,aac26ad1dddd81da40d37ed163c71b898236a31b7447204966e56d2e3f5b11bd,88a6a1bc14d4271f83f3fd1033f5446f1869ee0f0a410b541784f9e80d229958,f2fff173cc7cb0ad473ce5879b10f89ea3d669eba57a82041f77d16449428f03,8cb9fd0bec632a69fd325831695d94bb266c2f7f43641b738fc78a1f7a7ad5f9,8c2ef9b032ad43b1445d56604cd28cdaeb71d398bafa8570408c3ea29a224dae,6f82944fa351e9a274648ed867770dbf9e3d4b64ff1f598474c19d9c4dbe7c7d,3ae867c6a90c8ddf83e4ab02f85de0811db19dd156018377172ace859c398df9,84331e07139200fa482f14ed53c3318a020a4b6986ca05f976afa19a5c9d474e,f8601ca6144d5cf641868c020a391a7792769333dc56e14fd80775323f69652d,300407002995f9000c1413adb899ee725c539a0c4a183ff6b5ff800f2f31e3f8,8e5b40a9bd6411c576f964fd5ef6632ee4db90e9db7783c1d3170cb8cf3ed996,10991599915ab6429e59b00f5ccad4ec96d0483c60e1b2eccc295c00c7b3f820
"0","0","0","0","invasion_reward_icon_connectpiece_3","2","0","25205","0","25206","40","0","0","77000000","5","1003","2","0","69"
"0","0","0","0","invasion_reward_icon_jewel","8","0","150003","0","91002","50","0","0","84000000","200","1003","4","0","70"
"0","0","0","0","invasion_reward_icon_hiseki","4","0","0","0","140001","0","0","0","92000000","10","1003","0","0","71"
"0","0","0","0","invasion_reward_icon_hiseki","4","0","0","0","140001","0","0","0","100000000","10","1003","0","0","72"
"0","0","0","0","invasion_reward_icon_hiseki","4","0","0","0","140001","0","0","0","108000000","20","1003","0","0","73"
"0","0","0","0","invasion_reward_icon_hiseki","2","0","140001","0","90005","20","0","0","116000000","10","1003","4","0","74"
"0","0","0","0","invasion_reward_icon_hiseki","2","0","140001","0","90005","30","0","0","124000000","10","1003","4","0","75"
"0","0","0","0","invasion_reward_icon_connectpiece_1","2","0","25201","0","25202","40","0","0","500000","30","1004","2","0","76"
"0","0","0","0","invasion_reward_icon_connectpiece_2","2","0","25203","0","25204","40","0","0","1000000","15","1004","2","0","77"
"0","0","0","0","invasion_reward_icon_connectpiece_3","2","0","25205","0","25206","40","0","0","2000000","5","1004","2","0","78"
"0","0","0","0","invasion_reward_icon_jewel","8","0","150001","0","91002","50","0","0","3000000","50","1004","4","0","79"
"0","0","0","0","invasion_reward_icon_connectpiece_1","2","0","25201","0","25202","40","0","0","4000000","30","1004","2","0","80"
"0","0","0","0","invasion_reward_icon_connectpiece_2","2","0","25203","0","25204","40","0","0","7000000","15","1004","2","0","81"
"0","0","0","0","invasion_reward_icon_connectpiece_3","2","0","25205","0","25206","40","0","0","10000000","5","1004","2","0","82"
"0","0","0","0","invasion_reward_icon_jewel","8","0","150001","0","91002","50","0","0","13000000","50","1004","4","0","83"
"0","0","0","0","invasion_reward_icon_connectpiece_1","2","0","25201","0","25202","40","0","0","16000000","30","1004","2","0","84"
"0","0","0","0","invasion_reward_icon_connectpiece_2","2","0","25203","0","25204","40","0","0","19000000","15","1004","2","0","85"
"0","0","0","0","invasion_reward_icon_connectpiece_3","2","0","25205","0","25206","40","0","0","25000000","5","1004","2","0","86"
"0","0","0","0","invasion_reward_icon_jewel","8","0","150002","0","91002","50","0","0","31000000","100","1004","4","0","87"
"0","0","0","0","invasion_reward_icon_connectpiece_1","2","0","25201","0","25202","40","0","0","37000000","30","1004","2","0","88"
"0","0","0","0","invasion_reward_icon_connectpiece_2","2","0","25203","0","25204","40","0","0","43000000","15","1004","2","0","89"
"0","0","0","0","invasion_reward_icon_connectpiece_3","2","0","25205","0","25206","40","0","0","49000000","5","1004","2","0","90"
"0","0","0","0","invasion_reward_icon_jewel","8","0","150002","0","91002","50","0","0","56000000","100","1004","4","0","91"
"0","0","0","0","invasion_reward_icon_connectpiece_1","2","0","25201","0","25202","40","0","0","63000000","30","1004","2","0","92"
"0","0","0","0","invasion_reward_icon_connectpiece_2","2","0","25203","0","25204","40","0","0","70000000","15","1004","2","0","93"
"0","0","0","0","invasion_reward_icon_connectpiece_3","2","0","25205","0","25206","40","0","0","77000000","5","1004","2","0","94"
"0","0","0","0","invasion_reward_icon_jewel","8","0","150003","0","91002","50","0","0","84000000","200","1004","4","0","95"
"0","0","0","0","invasion_reward_icon_hiseki","4","0","0","0","140001","0","0","0","92000000","10","1004","0","0","96"
"0","0","0","0","invasion_reward_icon_hiseki","4","0","0","0","140001","0","0","0","100000000","10","1004","0","0","97"
"0","0","0","0","invasion_reward_icon_hiseki","4","0","0","0","140001","0","0","0","108000000","20","1004","0","0","98"
"0","0","0","0","invasion_reward_icon_hiseki","2","0","140001","0","90005","20","0","0","116000000","10","1004","4","0","99"
"0","0","0","0","invasion_reward_icon_hiseki","2","0","140001","0","90005","30","0","0","124000000","10","1004","4","0","100"
"0","0","0","0","invasion_reward_icon_connectpiece_1","2","0","25201","0","25202","40","0","0","500000","30","1005","2","0","101"
"0","0","0","0","invasion_reward_icon_connectpiece_2","2","0","25203","0","25204","40","0","0","1000000","15","1005","2","0","102"
"0","0","0","0","invasion_reward_icon_connectpiece_3","2","0","25205","0","25206","40","0","0","2000000","5","1005","2","0","103"
"0","0","0","0","invasion_reward_icon_jewel","8","0","150001","0","91002","50","0","0","3000000","50","1005","4","0","104"
"0","0","0","0","invasion_reward_icon_connectpiece_1","2","0","25201","0","25202","40","0","0","4000000","30","1005","2","0","105"
"0","0","0","0","invasion_reward_icon_connectpiece_2","2","0","25203","0","25204","40","0","0","7000000","15","1005","2","0","106"
"0","0","0","0","invasion_reward_icon_connectpiece_3","2","0","25205","0","25206","40","0","0","10000000","5","1005","2","0","107"
"0","0","0","0","invasion_reward_icon_jewel","8","0","150001","0","91002","50","0","0","13000000","50","1005","4","0","108"
"0","0","0","0","invasion_reward_icon_connectpiece_1","2","0","25201","0","25202","40","0","0","16000000","30","1005","2","0","109"
"0","0","0","0","invasion_reward_icon_connectpiece_2","2","0","25203","0","25204","40","0","0","19000000","15","1005","2","0","110"
"0","0","0","0","invasion_reward_icon_connectpiece_3","2","0","25205","0","25206","40","0","0","25000000","5","1005","2","0","111"
"0","0","0","0","invasion_reward_icon_jewel","8","0","150002","0","91002","50","0","0","31000000","100","1005","4","0","112"
"0","0","0","0","invasion_reward_icon_connectpiece_1","2","0","25201","0","25202","40","0","0","37000000","30","1005","2","0","113"
"0","0","0","0","invasion_reward_icon_connectpiece_2","2","0","25203","0","25204","40","0","0","43000000","15","1005","2","0","114"
"0","0","0","0","invasion_reward_icon_connectpiece_3","2","0","25205","0","25206","40","0","0","49000000","5","1005","2","0","115"
"0","0","0","0","invasion_reward_icon_jewel","8","0","150002","0","91002","50","0","0","56000000","100","1005","4","0","116"
"0","0","0","0","invasion_reward_icon_connectpiece_1","2","0","25201","0","25202","40","0","0","63000000","30","1005","2","0","117"
"0","0","0","0","invasion_reward_icon_connectpiece_2","2","0","25203","0","25204","40","0","0","70000000","15","1005","2","0","118"
"0","0","0","0","invasion_reward_icon_connectpiece_3","2","0","25205","0","25206","40","0","0","77000000","5","1005","2","0","119"
"0","0","0","0","invasion_reward_icon_jewel","8","0","150003","0","91002","50","0","0","84000000","200","1005","4","0","120"
"0","0","0","0","invasion_reward_icon_hiseki","4","0","0","0","140001","0","0","0","92000000","10","1005","0","0","121"
"0","0","0","0","invasion_reward_icon_hiseki","4","0","0","0","140001","0","0","0","100000000","10","1005","0","0","122"
"0","0","0","0","invasion_reward_icon_hiseki","4","0","0","0","140001","0","0","0","108000000","20","1005","0","0","123"
"0","0","0","0","invasion_reward_icon_hiseki","2","0","140001","0","90005","20","0","0","116000000","10","1005","4","0","124"
"0","0","0","0","invasion_reward_icon_hiseki","2","0","140001","0","90005","30","0","0","124000000","10","1005","4","0","125"
"0","0","0","0","invasion_reward_icon_connectpiece_1","2","0","25201","0","25202","40","0","0","500000","30","1006","2","0","126"
"0","0","0","0","invasion_reward_icon_connectpiece_2","2","0","25203","0","25204","40","0","0","1000000","15","1006","2","0","127"
"0","0","0","0","invasion_reward_icon_connectpiece_3","2","0","25205","0","25206","40","0","0","2000000","5","1006","2","0","128"
"0","0","0","0","invasion_reward_icon_jewel","8","0","150001","0","91002","50","0","0","3000000","50","1006","4","0","129"
"0","0","0","0","invasion_reward_icon_connectpiece_1","2","0","25201","0","25202","40","0","0","4000000","30","1006","2","0","130"
"0","0","0","0","invasion_reward_icon_connectpiece_2","2","0","25203","0","25204","40","0","0","7000000","15","1006","2","0","131"
"0","0","0","0","invasion_reward_icon_connectpiece_3","2","0","25205","0","25206","40","0","0","10000000","5","1006","2","0","132"
"0","0","0","0","invasion_reward_icon_jewel","8","0","150001","0","91002","50","0","0","13000000","50","1006","4","0","133"
"0","0","0","0","invasion_reward_icon_connectpiece_1","2","0","25201","0","25202","40","0","0","16000000","30","1006","2","0","134"
"0","0","0","0","invasion_reward_icon_connectpiece_2","2","0","25203","0","25204","40","0","0","19000000","15","1006","2","0","135"
"0","0","0","0","invasion_reward_icon_connectpiece_3","2","0","25205","0","25206","40","0","0","25000000","5","1006","2","0","136"
"0","0","0","0","invasion_reward_icon_jewel","8","0","150002","0","91002","50","0","0","31000000","100","1006","4","0","137"
"0","0","0","0","invasion_reward_icon_connectpiece_1","2","0","25201","0","25202","40","0","0","37000000","30","1006","2","0","138"
"0","0","0","0","invasion_reward_icon_connectpiece_2","2","0","25203","0","25204","40","0","0","43000000","15","1006","2","0","139"
"0","0","0","0","invasion_reward_icon_connectpiece_3","2","0","25205","0","25206","40","0","0","49000000","5","1006","2","0","140"
"0","0","0","0","invasion_reward_icon_jewel","8","0","150002","0","91002","50","0","0","56000000","100","1006","4","0","141"
"0","0","0","0","invasion_reward_icon_connectpiece_1","2","0","25201","0","25202","40","0","0","63000000","30","1006","2","0","142"
"0","0","0","0","invasion_reward_icon_connectpiece_2","2","0","25203","0","25204","40","0","0","70000000","15","1006","2","0","143"
"0","0","0","0","invasion_reward_icon_connectpiece_3","2","0","25205","0","25206","40","0","0","77000000","5","1006","2","0","144"
"0","0","0","0","invasion_reward_icon_jewel","8","0","150003","0","91002","50","0","0","84000000","200","1006","4","0","145"
"0","0","0","0","invasion_reward_icon_hiseki","4","0","0","0","140001","0","0","0","92000000","10","1006","0","0","146"
"0","0","0","0","invasion_reward_icon_hiseki","4","0","0","0","140001","0","0","0","100000000","10","1006","0","0","147"
"0","0","0","0","invasion_reward_icon_hiseki","4","0","0","0","140001","0","0","0","108000000","20","1006","0","0","148"
"0","0","0","0","invasion_reward_icon_hiseki","2","0","140001","0","90005","20","0","0","116000000","10","1006","4","0","149"
"0","0","0","0","invasion_reward_icon_hiseki","2","0","140001","0","90005","30","0","0","124000000","10","1006","4","0","150"
