2f4bcdb6d85fe335ecf44bb49fe944f69abc4af49f947a8668d2860ef7ef9d21,46db0a736dc518a11f54e5617c20ab094ef4efd71cc2610f1906870995bb3f61,6562d7d93a7e20e225ea6d1a3850c3334b386cf8241483a692ee880b17111292,a1d238257df0310e53546851b7746e46788ec10fb682aa27a93ba1ffb96377c2,5eb755f4cb2aac9d5181519cf21e45e8164571d70c1210ccbf24737894ee66b8,c6026b715027fe932cd0d49cefa534a578434e269621d6fa584ede9c3e190198,a24b86e88f30900e5fec1173cba3144f409acbf1cbf37c4c99118baed0ac1654,5cb0b4706c6cfcea0db60fde1aa2806a4526b9de2b924a7169407d206b0b688b,11fc5b701404bbe6b45a13267919ccbe4e721bd7634f00ff14d549d1fcb2a7d3,cc53a23529b142a16d3c6354de83582c9d32cda677a39281831dacfec8580613,8f324dcea11ce625b43c4a6fcd3ae18cc67add22ac4c54811d84cf49720d5450
"0","","","1010020027","1002","0.12","","1000005","6","",""
"0","","","1010020028","1002","0.12","","1","6","",""
"","","","1010020029","1002","","","0.12","93","","0"
"","","","1010020030","1002","","","0","91","",""
"1","-350","5","1010110001","1011","1","","10100","31","","10100"
"1","-525","50","1010110002","1011","0","","10002","31","","10002"
"1","-184","-121","1010110003","1011","1","","10101","31","","10101"
"1","-350","5","1010110004","1011","0","","10102","31","","10102"
"1","-350","5","1010110005","1011","0","","10103","31","","10103"
"1","-350","5","1010110006","1011","0","","10104","31","","10104"
"-200","11","-470","1010110007","1011","1.46","0","1","1","travel_exdrama_r_101_walk","1000001"
"-150","1","-320","1010110008","1011","1.46","0","1","1","travel_exdrama_r_101_walk","1000002"
"-200","12","-470","1010110009","1011","1.46","0","1","5","travel_exdrama_r_101_walk","1"
"-150","2","-320","1010110010","1011","1.46","0","1","5","travel_exdrama_r_101_walk","2"
"","0","","1010120001","1012","","","se_travel","23","","se_travel_finish_cave_rare"
"0","-200","0.1","1010120002","1012","","","1000001","2","","-500"
"0","-150","0.1","1010120003","1012","","","1000002","2","","-350"
"0","-200","0.1","1010120004","1012","","","1","2","","-500"
"0","-150","0.1","1010120005","1012","","","2","2","","-350"
"1","0","travel_exdrama_r_101_walk","1010120006","1012","0.2","0.2","1000001","3","","travel_exdrama_r_101_joy"
"1","0","travel_exdrama_r_101_walk","1010120007","1012","0.2","0.2","1000002","3","","travel_exdrama_r_101_joy"
"1","0","travel_exdrama_r_101_walk","1010120008","1012","0.2","0.2","1","3","","travel_exdrama_r_101_joy"
"1","0","travel_exdrama_r_101_walk","1010120009","1012","0.2","0.2","2","3","","travel_exdrama_r_101_joy"
"","0","","1010120010","1012","","","10101","32","","0"
"","0","","1010120011","1012","","","10102","32","","1"
"","","","1010120012","1012","","","1.66","93","","0"
"","0","","1010120013","1012","","","10101","32","","1"
"","0","","1010120014","1012","","","10102","32","","0"
"0","-200","0.2","1010120015","1012","","","1000001","2","","-470"
"0","-150","0.2","1010120016","1012","","","1000002","2","","-320"
"0","-200","0.2","1010120017","1012","","","1","2","","-470"
"0","-150","0.2","1010120018","1012","","","2","2","","-320"
"","0","","1010130001","1013","","","se_travel","23","","se_travel_finish_cave_event"
"1","0","travel_exdrama_r_101_walk","1010130002","1013","0.2","0","1000001","3","","travel_exdrama_r_101_panic_A"
"1","0","travel_exdrama_r_101_walk","1010130003","1013","0.2","0","1000002","3","","travel_exdrama_r_101_panic_B"
"1","0","travel_exdrama_r_101_walk","1010130004","1013","0.2","0","1","3","","travel_exdrama_r_101_panic_A"
"1","0","travel_exdrama_r_101_walk","1010130005","1013","0.2","0","2","3","","travel_exdrama_r_101_panic_B"
"","","","1010130006","1013","","","10002","32","","1"
"","","","1010130007","1013","","","10103","32","","1"
"","","","1010130008","1013","","","3","93","","0"
"","","","1010130009","1013","","","10002","32","","0"
"","","","1010130010","1013","","","10103","32","","0"
"0","-200","0.1","1010140001","1014","0","0","1000001","2","","-500"
"0","-150","0.1","1010140002","1014","0","0","1000002","2","","-350"
"0","-200","0.1","1010140003","1014","0","0","1","2","","-500"
"0","-150","0.1","1010140004","1014","0","0","2","2","","-350"
"0","0","","1010140005","1014","0","0","1000001","3","","travel_exdrama_r_finish_B_hand"
"0","0","","1010140006","1014","0","0","1000002","3","","travel_exdrama_r_finish_B_hand"
"0","0","","1010140007","1014","0","0","1","3","","travel_exdrama_r_101_finish"
"0","0","","1010140008","1014","0","0","2","3","","travel_exdrama_r_101_finish"
"","0","","1010140009","1014","","","10101","32","","0"
"","0","","1010140010","1014","","","10104","32","","1"
"1","-350","5","1010210001","1021","1","","10200","31","","10200"
"1","-350","5","1010210002","1021","0","","10201","31","","10201"
"1","-350","5","1010210003","1021","0","","10202","31","","10202"
"1","-490","86","1010210004","1021","0","","10203","31","","10203"
"1","-200","105","1010210005","1021","0","","10204","31","","10204"
"1","-525","50","1010210006","1021","0","","10001","31","","10001"
"-180","1","-490","1010210007","1021","1.46","0","1","1","travel_exdrama_r_102_book","1000001"
"-180","2","-200","1010210008","1021","1.46","0","1","1","travel_exdrama_r_102_loupe","1000002"
"-180","11","-490","1010210009","1021","1.46","0","1","5","travel_exdrama_r_102_book","1"
"-180","12","-200","1010210010","1021","1.46","0","1","5","travel_exdrama_r_102_loupe","2"
"-136","13","-339","1010210011","1021","2","0","5","5","reliclight_none","5"
"","0","","1010220001","1022","","","se_travel","23","","se_travel_finish_ruins_rare"
"1","0","travel_exdrama_r_102_book","1010220002","1022","0.2","0.2","1000001","3","","travel_exdrama_r_102_bookFind_A"
"1","0","travel_exdrama_r_102_loupe","1010220003","1022","0.2","0.2","1000002","3","","travel_exdrama_r_102_loupeFind_A"
"1","0","travel_exdrama_r_102_book","1010220004","1022","0.2","0.2","1","3","","travel_exdrama_r_102_bookFind_A"
"1","0","travel_exdrama_r_102_loupe","1010220005","1022","0.2","0.2","2","3","","travel_exdrama_r_102_loupeFind_A"
"","","","1010220006","1022","","","10202","32","","1"
"","","","1010220007","1022","","","10203","32","","1"
"","","","1010220008","1022","","","10204","32","","1"
"","","","1010220009","1022","","","1.66","93","","0"
"","","","1010220010","1022","","","10202","32","","0"
"","","","1010220011","1022","","","10203","32","","0"
"","","","1010220012","1022","","","10204","32","","0"
"","0","","1010230001","1023","","","se_travel","23","","se_travel_finish_ruins_event"
"1","0","travel_exdrama_r_102_book","1010230002","1023","0.2","0","1000001","3","","travel_exdrama_r_102_bookFind_B"
"1","0","travel_exdrama_r_102_loupe","1010230003","1023","0.2","0","1000002","3","","travel_exdrama_r_102_loupeFind_B"
"1","0","travel_exdrama_r_102_book","1010230004","1023","0.2","0","1","3","","travel_exdrama_r_102_bookFind_B"
"1","0","travel_exdrama_r_102_loupe","1010230005","1023","0.2","0","2","3","","travel_exdrama_r_102_loupeFind_B"
"","0","","1010230006","1023","","","5","3","","reliclight_on"
"","","","1010230007","1023","","","10201","32","","1"
"","","","1010230008","1023","","","10001","32","","1"
"","","","1010230009","1023","","","3","93","","0"
"","","","1010230010","1023","","","10201","32","","0"
"","","","1010230011","1023","","","10001","32","","0"
"","0","","1010230012","1023","","","5","3","","reliclight_none"
"0","0","","1010240001","1024","0","0","1000002","4","","1"
"0","0","","1010240002","1024","0","0","2","4","","1"
"0","0","","1010240003","1024","0","0","1000001","3","","travel_exdrama_r_finish_A"
"0","0","","1010240004","1024","0","0","1000002","3","","travel_exdrama_r_finish_A_front"
"0","0","","1010240005","1024","0","0","1","3","","travel_exdrama_r_102_book_finish"
"0","0","","1010240006","1024","0","0","2","3","","travel_exdrama_r_102_loupe_finish"
"","0","","1010240007","1024","","","5","3","","reliclight_none"
"1","-350","5","1010310001","1031","1","","10300","31","","10300"
"1","-350","5","1010310002","1031","0","","10301","31","","10301"
"1","-350","5","1010310003","1031","0","","10302","31","","10302"
"1","-525","50","1010310004","1031","0","","10002","31","","10002"
"-200","5","-510","1010310005","1031","1.46","0","1","1","travel_exdrama_r_103_dig_A","1000001"
"-175","3","-400","1010310006","1031","1.46","0","1","1","travel_exdrama_r_103_dig_B","1000002"
"-140","1","-190","1010310007","1031","1.46","0","1","1","travel_exdrama_r_103_map","1000003"
"-200","6","-510","1010310008","1031","1.46","0","1","5","travel_exdrama_r_103_dig_A","1"
"-175","4","-400","1010310009","1031","1.46","0","1","5","travel_exdrama_r_103_dig_B","2"
"-140","2","-190","1010310010","1031","1.46","0","1","5","travel_exdrama_r_103_map","3"
"","0","","1010320001","1032","","","se_travel","23","","se_travel_finish_dig_rare"
"1","0","travel_exdrama_r_103_dig_A","1010320002","1032","0.2","0.2","1000001","3","","travel_exdrama_r_103_surprise_A"
"1","0","travel_exdrama_r_103_dig_B","1010320003","1032","0.2","0.2","1000002","3","","travel_exdrama_r_103_surprise_A"
"1","0","travel_exdrama_r_103_map","1010320004","1032","0.2","0.2","1000003","3","","travel_exdrama_r_103_mapSurprise_A"
"1","0","travel_exdrama_r_103_dig_A","1010320005","1032","0.2","0.2","1","3","","travel_exdrama_r_103_surprise_A"
"1","0","travel_exdrama_r_103_dig_B","1010320006","1032","0.2","0.2","2","3","","travel_exdrama_r_103_surprise_A"
"1","0","travel_exdrama_r_103_map","1010320007","1032","0.2","0.2","3","3","","travel_exdrama_r_103_mapSurprise_A"
"","","","1010320008","1032","","","10302","32","","1"
"","","","1010320009","1032","","","1.25","93","","0"
"","","","1010320010","1032","","","10302","32","","0"
"","0","","1010330001","1033","","","se_travel","23","","se_travel_finish_dig_event"
"1","0","travel_exdrama_r_103_dig_A","1010330002","1033","0.2","0","1000001","3","","travel_exdrama_r_103_surprise_B"
"1","0","travel_exdrama_r_103_dig_B","1010330003","1033","0.2","0","1000002","3","","travel_exdrama_r_103_surprise_B"
"1","0","travel_exdrama_r_103_map","1010330004","1033","0.2","0","1000003","3","","travel_exdrama_r_103_mapSurprise_B"
"1","0","travel_exdrama_r_103_dig_A","1010330005","1033","0.2","0","1","3","","travel_exdrama_r_103_surprise_B"
"1","0","travel_exdrama_r_103_dig_B","1010330006","1033","0.2","0","2","3","","travel_exdrama_r_103_surprise_B"
"1","0","travel_exdrama_r_103_map","1010330007","1033","0.2","0","3","3","","travel_exdrama_r_103_mapSurprise_B"
"","","","1010330008","1033","","","10301","32","","1"
"","","","1010330009","1033","","","10002","32","","1"
"","","","1010330010","1033","","","3","93","","0"
"","","","1010330011","1033","","","10301","32","","0"
"","","","1010330012","1033","","","10002","32","","0"
"","","","1010340001","1034","","","1000003","4","","1"
"","","","1010340002","1034","","","3","4","","1"
"0","0","","1010340003","1034","0","0","1000001","3","","travel_exdrama_r_finish_B"
"0","0","","1010340004","1034","0","0","1000002","3","","travel_exdrama_r_finish_B"
"0","0","","1010340005","1034","0","0","1000003","3","","travel_exdrama_r_finish_A_front"
"0","0","","1010340006","1034","0","0","1","3","","travel_exdrama_r_103_shovel"
"0","0","","1010340007","1034","0","0","2","3","","travel_exdrama_r_103_shovel"
"0","0","","1010340008","1034","0","0","3","3","","travel_exdrama_r_103_map_finish"
"1","-350","5","1010410001","1041","1","","10400","31","","10400"
"1","-350","5","1010410002","1041","1","","10401","31","","10401"
"1","-350","5","1010410003","1041","0","","10402","31","","10402"
"1","-350","5","1010410004","1041","0","","10403","31","","10403"
"1","-525","50","1010410005","1041","0","","10001","31","","10001"
"-150","12","-450","1010410006","1041","1.46","0","1","1","travel_exdrama_r_104_fishingIdle","1000001"
"-125","10","-200","1010410007","1041","1.46","0","1","1","travel_exdrama_r_104_idle_B","1000002"
"-150","11","-450","1010410008","1041","1.46","0","2","5","travel_exdrama_r_104_fishingIdle","1"
"-150","20","-350","1010410009","1041","1","0","4","5","none","10"
"","0","","1010420001","1042","","","se_travel","23","","se_travel_finish_bridge_rare"
"1","0","travel_exdrama_r_104_fishingIdle","1010420002","1042","0.2","0.2","1000001","3","","travel_exdrama_r_104_fishingCatch"
"1","0","travel_exdrama_r_104_idle_B","1010420003","1042","0.2","0.2","1000002","3","","travel_exdrama_r_104_glad_B"
"1","0","travel_exdrama_r_104_fishingIdle","1010420004","1042","0.2","0.2","1","3","","travel_exdrama_r_104_fishingCatch"
"1","0","none","1010420005","1042","0","0","10","3","","fish"
"","","","1010420006","1042","","","10402","32","","1"
"","","","1010420007","1042","","","1.25","93","","0"
"","","","1010420008","1042","","","10402","32","","0"
"","0","","1010430001","1043","","","se_travel","23","","se_travel_finish_bridge_event"
"1","0","travel_exdrama_r_104_fishingIdle","1010430002","1043","0","0","1000001","3","","travel_exdrama_r_104_fishingBig"
"1","0","travel_exdrama_r_104_idle_B","1010430003","1043","0","0","1000002","3","","travel_exdrama_r_104_surprise_B"
"1","0","travel_exdrama_r_104_fishingIdle","1010430004","1043","0","0","1","3","","travel_exdrama_r_104_fishingBig"
"","","","1010430005","1043","","","10403","32","","1"
"","","","1010430006","1043","","","10001","32","","1"
"","","","1010430007","1043","","","3","93","","0"
"","","","1010430008","1043","","","10403","32","","0"
"","","","1010430009","1043","","","10001","32","","0"
"","","","1010440001","1044","","","1000002","4","","1"
"0","0","","1010440002","1044","0","0","1000001","3","","travel_exdrama_r_104_fishing_finish"
"0","0","","1010440003","1044","0","0","1000002","3","","travel_exdrama_r_finish_A_front"
"0","0","","1010440004","1044","0.2","0","1","3","","travel_exdrama_r_104_fishing_finish"
"1","-350","5","1010510001","1051","1","","10500","31","","10500"
"1","-350","-200","1010510002","1051","0","","10501","31","","10501"
"1","-525","50","1010510003","1051","0","","10001","31","","10001"
"-200","1","-470","1010510004","1051","1.46","0","1","1","travel_exdrama_r_105_netSearch","1000001"
"-220","2","-200","1010510005","1051","1.46","0","1","1","travel_exdrama_r_105_binoculars","1000002"
"-200","5","-470","1010510006","1051","1.46","0","1","5","travel_exdrama_r_105_netSearch","1"
"-220","3","-200","1010510007","1051","1.46","0","1","5","travel_exdrama_r_105_binoculars","2"
"-230","4","-350","1010510008","1051","1.46","0","3","5","idle","10"
"1","0","travel_exdrama_r_105_netSearch","1010520001","1052","0.2","0.1","1000001","3","","travel_exdrama_r_105_netFind_A"
"1","0","travel_exdrama_r_105_binoculars","1010520002","1052","0.2","0.2","1000002","3","","travel_exdrama_r_105_binocularsFind_A"
"1","0","travel_exdrama_r_105_netSearch","1010520003","1052","0.2","0.1","1","3","","travel_exdrama_r_105_netFind_A"
"1","0","travel_exdrama_r_105_binoculars","1010520004","1052","0.2","0.2","2","3","","travel_exdrama_r_105_binocularsFind_A"
"1","0","idle","1010520005","1052","0.2","0.2","10","3","","beetle"
"","","","1010520006","1052","","","10501","32","","1"
"","","","1010520007","1052","","","1.2","93","","0"
"","","","1010520008","1052","","","10501","32","","0"
"","0","","1010530001","1053","","","se_travel","23","","se_travel_finish_insects_event"
"1","0","travel_exdrama_r_105_netSearch","1010530002","1053","0.2","0","1000001","3","","travel_exdrama_r_105_netFind_B"
"1","0","travel_exdrama_r_105_binoculars","1010530003","1053","0.2","0","1000002","3","","travel_exdrama_r_105_binocularsFind_B"
"1","0","travel_exdrama_r_105_netSearch","1010530004","1053","0.2","0","1","3","","travel_exdrama_r_105_netFind_B"
"1","0","travel_exdrama_r_105_binoculars","1010530005","1053","0.2","0","2","3","","travel_exdrama_r_105_binocularsFind_B"
"1","0","idle","1010530006","1053","0.2","0","10","3","","butterfly"
"","","","1010530007","1053","","","10501","32","","1"
"","","","1010530008","1053","","","10001","32","","1"
"","","","1010530009","1053","","","2.6","93","","0"
"","","","1010530010","1053","","","10501","32","","0"
"","","","1010530011","1053","","","10501","32","","1"
"","","","1010530012","1053","","","0.4","93","","0"
"","","","1010530013","1053","","","10501","32","","0"
"","","","1010530014","1053","","","10001","32","","0"
"","","","1010540001","1054","","","1000002","4","","1"
"","","","1010540002","1054","","","2","4","","1"
"0","0","","1010540003","1054","0","0","1000001","3","","travel_exdrama_r_finish_B_hand"
"0","0","","1010540004","1054","0","0","1000002","3","","travel_exdrama_r_finish_B"
"0","0","","1010540005","1054","0","0","1","3","","travel_exdrama_r_105_net_finish"
"0","0","","1010540006","1054","0","0","2","3","","travel_exdrama_r_105_binoculars_finish"
"0","0","","1010540007","1054","0","0","10","3","","stop"
"1","-350","5","1010610001","1061","1","","10600","31","","10600"
"1","-350","5","1010610002","1061","0","","10601","31","","10601"
"1","-350","5","1010610003","1061","0","","10602","31","","10602"
"1","-350","5","1010610004","1061","0","","10603","31","","10603"
"1","-350","5","1010610005","1061","1","","10604","31","","10604"
"1","-350","5","1010610006","1061","1","","10605","31","","10605"
"1","-525","50","1010610007","1061","0","","10001","31","","10001"
"-224","18","-497","1010610008","1061","1.46","0","1","1","travel_exdrama_r_106_idle_A","1000001"
"-116","2","-208","1010610009","1061","1.46","0","1","1","travel_exdrama_r_106_idle_B","1000002"
"-224","30","-497","1010610010","1061","1.46","0","1","5","travel_exdrama_r_106_idle_A","1"
"-116","3","-208","1010610011","1061","1.46","0","1","5","travel_exdrama_r_000_none","2"
"","0","","1010620001","1062","","","se_travel","23","","se_travel_finish_beach_rare"
"1","0","travel_exdrama_r_106_idle_A","1010620002","1062","0","0.2","1000001","3","","travel_exdrama_r_106_rare_A"
"1","0","travel_exdrama_r_106_idle_B","1010620003","1062","0","0.2","1000002","3","","travel_exdrama_r_106_rare_B"
"1","0","travel_exdrama_r_106_idle_A","1010620004","1062","0","0.2","1","3","","travel_exdrama_r_106_rare_A"
"0","0","travel_exdrama_r_000_none","1010620005","1062","0","0.2","2","3","","travel_exdrama_r_106_rare_B"
"","","","1010620006","1062","","","10603","32","","1"
"","","","1010620007","1062","","","1.2","93","","0"
"","","","1010620008","1062","","","10603","32","","0"
"","0","","1010630001","1063","","","se_travel","23","","se_travel_finish_beach_event"
"1","0","travel_exdrama_r_106_idle_A","1010630002","1063","0","0","1000001","3","","travel_exdrama_r_106_memory_A"
"1","0","travel_exdrama_r_106_idle_B","1010630003","1063","0","0","1000002","3","","travel_exdrama_r_106_memory_B"
"1","0","travel_exdrama_r_106_idle_A","1010630004","1063","0","0","1","3","","travel_exdrama_r_106_memory_A"
"","","","1010630005","1063","","","10601","32","","1"
"","","","1010630006","1063","","","10602","32","","1"
"","","","1010630007","1063","","","10001","32","","1"
"","","","1010630008","1063","","","3","93","","0"
"","","","1010630009","1063","","","10601","32","","0"
"","","","1010630010","1063","","","10602","32","","0"
"","","","1010630011","1063","","","10001","32","","0"
"","","","1010640001","1064","","","1000002","4","","1"
"","","","1010640002","1064","","","1000001","4","","1"
"","","","1010640003","1064","","","2","4","","1"
"","0","","1010640004","1064","0","0","1000001","3","","travel_exdrama_r_106_finish_A"
"","0","","1010640005","1064","0","0","1000002","3","","travel_exdrama_r_106_finish_B"
"","0","","1010640006","1064","0","0","1","3","","travel_exdrama_r_106_rare_A"
"","0","","1010640007","1064","0","0","2","3","","travel_exdrama_r_000_none"
"1","-350","5","1010710001","1071","1","","10700","31","","10700"
"1","-350","5","1010710002","1071","1","","10701","31","","10701"
"1","-350","5","1010710003","1071","0","","10702","31","","10702"
"1","-350","5","1010710004","1071","0","","10703","31","","10703"
"1","-525","50","1010710005","1071","0","","10001","31","","10001"
"-170","32","-470","1010710006","1071","1.46","0","1","1","travel_exdrama_r_107_dig_A","1000001"
"-170","30","-215","1010710007","1071","1.46","1","1","1","travel_exdrama_r_107_dig_B","1000002"
"-170","33","-470","1010710008","1071","1.46","0","1","5","travel_exdrama_r_107_dig_A","1"
"-170","31","-215","1010710009","1071","1.46","1","1","5","travel_exdrama_r_107_dig_B","10"
"","0","","1010720001","1072","","","se_travel","23","","se_travel_finish_raredrop"
"1","0","travel_exdrama_r_107_dig_A","1010720002","1072","0.2","0.2","1000001","3","","travel_exdrama_r_107_joy"
"1","0","travel_exdrama_r_107_dig_B","1010720003","1072","0.2","0.2","1000002","3","","travel_exdrama_r_107_joy"
"1","0","travel_exdrama_r_107_dig_A","1010720004","1072","0.2","0.2","1","3","","travel_exdrama_r_107_joy"
"1","0","travel_exdrama_r_107_dig_B","1010720005","1072","0.2","0.2","10","3","","travel_exdrama_r_107_joy"
"","","","1010720006","1072","","","10701","32","","0"
"","","","1010720007","1072","","","10702","32","","1"
"","","","1010720008","1072","","","1.4","93","","0"
"","","","1010720009","1072","","","10701","32","","1"
"","","","1010720010","1072","","","10702","32","","0"
"","0","","1010730001","1073","","","se_travel","23","","se_travel_finish_memory_event"
"1","0","travel_exdrama_r_107_dig_A","1010730002","1073","0.2","0","1000001","3","","travel_exdrama_r_107_surprise_A"
"1","0","travel_exdrama_r_107_dig_B","1010730003","1073","0.2","0","1000002","3","","travel_exdrama_r_107_surprise_B"
"1","0","travel_exdrama_r_107_dig_A","1010730004","1073","0.2","0","1","3","","travel_exdrama_r_107_surprise_A"
"1","0","travel_exdrama_r_107_dig_B","1010730005","1073","0.2","0","10","3","","travel_exdrama_r_107_surprise_B"
"","","","1010730006","1073","","","10703","32","","1"
"","","","1010730007","1073","","","10001","32","","1"
"","","","1010730008","1073","","","10701","32","","0"
"","","","1010730009","1073","","","3","93","","0"
"","","","1010730010","1073","","","10703","32","","0"
"","","","1010730011","1073","","","10001","32","","0"
"","","","1010730012","1073","","","10701","32","","1"
"","","","1010740001","1074","","","1000002","4","","1"
"","","","1010740002","1074","","","10","4","","1"
"0","0","","1010740003","1074","0","0","1000001","3","","travel_exdrama_r_finish_B_hand"
"0","0","","1010740004","1074","0","0","1000002","3","","travel_exdrama_r_finish_B_hand"
"0","0","","1010740005","1074","0","0","1","3","","travel_exdrama_r_107_finish_A"
"0","0","","1010740006","1074","0","0","10","3","","travel_exdrama_r_107_finish_A"
"","","","1010740007","1074","","","10701","32","","0"
"1","-350","5","1010810001","1081","1","","10800","31","","10800"
"1","-350","5","1010810002","1081","1","","10401","31","","10401"
"1","-350","5","1010810003","1081","0","","10402","31","","10402"
"1","-350","5","1010810004","1081","0","","10403","31","","10403"
"1","-525","50","1010810005","1081","0","","10001","31","","10001"
"-150","12","-450","1010810006","1081","1.46","0","1","1","travel_exdrama_r_104_fishingIdle","1000001"
"-125","10","-200","1010810007","1081","1.46","0","1","1","travel_exdrama_r_104_idle_B","1000002"
"-150","11","-450","1010810008","1081","1.46","0","2","5","travel_exdrama_r_104_fishingIdle","1"
"-150","20","-350","1010810009","1081","1","0","4","5","none","10"
"","0","","1010820001","1082","","","se_travel","23","","se_travel_finish_bridge_rare"
"1","0","travel_exdrama_r_104_fishingIdle","1010820002","1082","0.2","0.2","1000001","3","","travel_exdrama_r_104_fishingCatch"
"1","0","travel_exdrama_r_104_idle_B","1010820003","1082","0.2","0.2","1000002","3","","travel_exdrama_r_104_glad_B"
"1","0","travel_exdrama_r_104_fishingIdle","1010820004","1082","0.2","0.2","1","3","","travel_exdrama_r_104_fishingCatch"
"1","0","none","1010820005","1082","0","0","10","3","","fish"
"","","","1010820006","1082","","","10402","32","","1"
"","","","1010820007","1082","","","1.25","93","","0"
"","","","1010820008","1082","","","10402","32","","0"
"","0","","1010830001","1083","","","se_travel","23","","se_travel_finish_bridge_event"
"1","0","travel_exdrama_r_104_fishingIdle","1010830002","1083","0","0","1000001","3","","travel_exdrama_r_104_fishingBig"
"1","0","travel_exdrama_r_104_idle_B","1010830003","1083","0","0","1000002","3","","travel_exdrama_r_104_surprise_B"
"1","0","travel_exdrama_r_104_fishingIdle","1010830004","1083","0","0","1","3","","travel_exdrama_r_104_fishingBig"
