8c05eb0458b5fa5a3891b562b1dd4a586157e861a276c90b115cb5771679e114,ddc44cfaab778bece45767da720381585779e77eb9c7f0cf20ce28352c7d97b1,87266031706dc757ecd65b4854c2ab070c7e4bb5786e494abd6db5cb44fb08ca,5f069e0e62232229ed95ef23bd5c72c7c54d6c7f6de8796278e73aa005a26fb2,605700e5473dbe4d9e717f8d5bb34cc7cf1a5efa97cacc957818834a4d8eec97,8d0ce3e6a3bea1b2dd16c1523f753f1eb0cb35233fb168bca7f9c16b91477db8,a05dffd9f3cfdbd9fefab5de55b65f543f693a7fa06af3433c74ff0cbfae37b1,bb08aab57bfb530c22dee07f16257bfb29a84324c0eaa099ad8c41f05148851d,55792cd7483a2af2143141ae319a9c86354acc31dc947bfa2954f105966c8bfb,5bfb2d6f914b17314e822cd3d44b3437825e0f8b073bd89e364d375e21a25566,cd8f6e1439f3565e7086bef5ddc6fd1f3ef8f75b70a50e1b8e351ae3ada3a86f
"11","10","0","1","0","56","5152061","かわいくて元気が出て♪\nママ・サレンの体操、すごいですぅ♪","102111","1","61160"
"91","0","","0","","","5152061","","0","","61161"
"3","1","","","0.2","","5152061","memory_talk","102111","","61162"
"23","0","","","","","5152061","se_10058300_emotion_laugh","se_10058300","","61163"
"32","","","","","","5152061","1","11","","61164"
"3","1","","","0.2","","5152061","sad_talk_normal","110311","","61165"
"21","0","","0","","","5152061","vo_rag_6013","vo_rag","","61166"
"11","10","0","1","0","0","5152061","あはは、\nそんなに喜んでもらえるなんて、\n悪い気はしないわね","110311","1","61167"
"91","0","","0","","","5152061","","0","","61168"
"32","","","","","","5152061","0","11","","61169"
"22","","","","","","5152061","0","0","","61170"
"93","","","","","","5152061","0","0.1","","61171"
"3","1","","","0.2","","5152061","wish_talk_joy_shy","110311","","61172"
"3","0","","sad_idle_joy","0.2","0","5152061","smile2_joy","131911","1","61173"
"3","1","","","0.2","","5152061","joy_idle","102311","","61174"
"3","1","","","0.2","","5152061","memory_idle","102111","","61175"
"3","1","","","0.2","","5152061","wish_idle_dere","107711","","61176"
"3","1","","","0.2","","5152061","cool_talk_dere2","122811","","61177"
"3","1","","","0.2","","5152061","anger_idle_normal2","122911","","61178"
"3","1","","","0.2","","5152061","sad_idle_dere","122711","","61179"
"23","0","","","","","5152061","se_10058300_emotion_kids","se_10058300","","61180"
"12","2","0","0","0","0","5152061","9","110311","0","61181"
"12","2","0","0","0","0","5152061","7","131911","0","61182"
"12","2","0","0","0","0","5152061","10","102311","0","61183"
"12","2","0","0","0","0","5152061","6","102111","0","61184"
"93","","","","","","5152061","0","2.5","","61185"
"101","","","","","","5152061","","61187","","61186"
"25","","","","","","5152061","bgm_MC173B","bgm_MC173B","","61187"
"22","","","","","","5152061","0","0","","61188"
"1","110","doya_idle","382","1.55","1","5152062","107111","1","-280","62001"
"1","105","idle_normal","145","1.5","0","5152062","107611","1","-210","62002"
"1","107","joy_idle_normal","-22","1.57","0","5152062","131911","1","-296","62003"
"1","109","wish_idle_joy","-217","1.57","0","5152062","107511","1","-311","62004"
"1","108","cool_idle","-440","1.53","0","5152062","107811","1","-255","62005"
"1","103","idle_normal","34","1.45","0","5152062","131411","1","-136","62006"
"1","104","riri_idle","-163","1.45","0","5152062","131311","1","-146","62007"
"1","105","sad_idle_surprise1","-350","1.45","0","5152062","131511","1","-166","62008"
"5","106","empty","-13","1.5","1","5152062","5","5","-235","62009"
"5","110","empty","145","1.5","0","5152062","11","1","-210","62010"
"5","110","empty","-22","1.57","0","5152062","12","1","-296","62011"
"5","110","empty","-217","1.57","0","5152062","13","1","-311","62012"
"5","110","empty","-440","1.53","0","5152062","14","1","-255","62013"
"5","107","empty","34","1.45","0","5152062","15","1","-136","62014"
"5","107","empty","-163","1.45","0","5152062","16","1","-146","62015"
"5","107","empty","-350","1.45","0","5152062","17","1","-166","62016"
"13","","","","","","5152062","210","107111","","62017"
"13","","","","","","5152062","207","131911","","62018"
"13","","","","","","5152062","209","107511","","62019"
"13","","","","","","5152062","205","107611","","62020"
"13","","","","","","5152062","208","107811","","62021"
"13","","","","","","5152062","203","131411","","62022"
"13","","","","","","5152062","204","131311","","62023"
"13","","","","","","5152062","205","131511","","62024"
"5","108","empty","-13","1.57","0","5152062","1","1","-235","62025"
"5","210","empty","382","1","0","5152062","2","2","11","62026"
"31","0","","0","1","","5152062","1","1","1","62027"
"31","0","","0","0","","5152062","2","2","1","62028"
"31","0","","0","0","","5152062","12","12","1","62029"
"31","0","","0","1","","5152062","3","3","1","62030"
"91","","","","","","5152062","","0","","62031"
"37","","","","","","5152062","telop_2","3","","62032"
"102","0","","","","","5152062","0","0","","62033"
"93","","","","","","5152062","0","1","","62034"
"3","1","","","0.2","","5152062","doya_talk","107111","","62035"
"21","0","","0","","","5152062","vo_rag_2001","vo_rag","","62036"
"11","10","0","1","0","35","5152062","早朝にもかかわらず、よく集まった","107111","1","62037"
"91","0","","0","","","5152062","","0","","62038"
"3","0","","cool_talk_joy","0.2","0","5152062","cool_in_joy","107111","1","62039"
"21","0","","0","","","5152062","vo_rag_2002","vo_rag","","62040"
"11","10","0","1","0","35","5152062","オマエたちにとっておきの体操を\n伝授してやろう♪","107111","1","62041"
"91","0","","0","","","5152062","","0","","62042"
"3","1","","","0.2","","5152062","cool_idle","107111","","62043"
"3","1","","","0.2","","5152062","gutsB_talk_anger","131311","","62044"
"21","0","","0","","","5152062","vo_rag_2003","vo_rag","","62045"
"11","10","0","1","0","0","5152062","どんな苛烈な体操でも…\n頑張りぬく所存です…！","131311","1","62046"
"91","0","","0","","","5152062","","0","","62047"
"3","1","","","0.2","","5152062","riri_idle","131311","","62048"
"26","","","","","","5152062","","1","","62049"
"3","1","","","0.2","","5152062","joy_talk_normal","107111","","62050"
"3","1","","","0.2","","5152062","idle_normal","131911","","62051"
"3","1","","","0.2","","5152062","idle_normal","107511","","62052"
"3","1","","","0.2","","5152062","idle_normal","107611","","62053"
"3","1","","","0.2","","5152062","idle_normal","107811","","62054"
"3","1","","","0.2","","5152062","idle_normal","131411","","62055"
"3","1","","","0.2","","5152062","idle_normal","131311","","62056"
"3","1","","","0.2","","5152062","idle_normal","131511","","62057"
"21","0","","0","","","5152062","vo_rag_2004","vo_rag","","62058"
"11","10","2","1","0","0","5152062","ではいくぞ\nそれ、ワンツーワンツー\nもっと腕を高く！","107111","0","62059"
"93","0","","0","","","5152062","0","1.1","","62060"
"25","","","","","","5152062","bgm_MC175A","bgm_MC175A","","62061"
"32","","","","","","5152062","1","2","","62062"
"3","0","","clapping_loop","0.2","0","5152062","clapping_in","107111","1","62063"
"3","0","","","0.2","","5152062","idol_before_dance","131911","","62064"
"3","0","","","0.2","","5152062","idol_before_dance","107511","","62065"
"3","0","","","0.2","","5152062","idol_before_dance","107611","","62066"
"3","0","","","0.2","","5152062","idol_before_dance","107811","","62067"
"3","0","","","0.2","","5152062","idol_before_dance","131411","","62068"
"3","0","","","0.2","","5152062","idol_before_dance","131311","","62069"
"3","0","","","0.2","","5152062","idol_before_dance","131511","","62070"
"91","","","","","","5152062","","0","","62071"
"32","","","","","","5152062","1","12","","62072"
"3","1","","","0.2","","5152062","idol_danceF","131911","","62073"
"3","1","","","0.2","","5152062","idol_danceF","107511","","62074"
"3","1","","","0.2","","5152062","idol_danceF","107611","","62075"
"3","1","","","0.2","","5152062","idol_danceF","107811","","62076"
"3","0","","idol_danceB_loop","0.2","0","5152062","idol_danceB_in","131411","1","62077"
"3","0","","idol_danceB_loop","0.2","0","5152062","idol_danceB_in","131311","1","62078"
"3","0","","idol_danceB_loop","0.2","0","5152062","idol_danceB_in","131511","1","62079"
"3","1","","","0.2","","5152062","idol_danceF","12","","62080"
"3","1","","","0.2","","5152062","idol_danceF","13","","62081"
"3","1","","","0.2","","5152062","idol_danceF","11","","62082"
"3","1","","","0.2","","5152062","idol_danceF","14","","62083"
"3","1","","","0.2","","5152062","idol_danceB_loop","15","","62084"
"3","1","","","0.2","","5152062","idol_danceB_loop","16","","62085"
"3","1","","","0.2","","5152062","idol_danceB_loop","17","","62086"
"93","0","","0","","","5152062","0","2.8","","62087"
"93","0","","0","","","5152062","0","0.1","","62088"
"3","0","","pointing_loop_anger","0.2","0","5152062","pointing_in_anger","107111","1","62089"
"93","0","","0","","","5152062","0","0.5","","62090"
"21","0","","0","","","5152062","vo_rag_2005","vo_rag","","62091"
"3","0","","","0","","5152062","0204_in","2","","62092"
"93","","","","","","5152062","0","2.5","","62093"
"3","0","","","0","","5152062","0204_out","2","","62094"
"93","","","","","","5152062","0","0.2","","62095"
"3","1","","","0.2","","5152062","angry_loop","107111","","62096"
"21","0","","0","","","5152062","vo_rag_2006","vo_rag","","62097"
"3","0","","","0","","5152062","0205_in","2","","62098"
"93","","","","","","5152062","0","2.2","","62099"
"3","0","","","0","","5152062","0205_out","2","","62100"
"93","","","","","","5152062","0","0.3","","62101"
"3","0","","clapping_loop_talk2","0.2","0","5152062","clapping_in_talk2","107111","1","62102"
"93","","","","","","5152062","0","2.1","","62103"
"37","","","","","","5152062","out","12","","62104"
"3","0","","idol_poseF_loop","0.1","0","5152062","idol_poseF_in","131911","1","62105"
"3","0","","idol_poseF_loop","0.1","0","5152062","idol_poseF_in","107511","1","62106"
"3","0","","idol_poseF_loop","0.1","0","5152062","idol_poseF_in","107611","1","62107"
"3","0","","idol_poseF_loop","0.1","0","5152062","idol_poseF_in","107811","1","62108"
"3","0","","idol_poseB_loop","0.1","0","5152062","idol_poseB_in","131411","1","62109"
"3","0","","idol_poseB_loop","0.1","0","5152062","idol_poseB_in","131311","1","62110"
"3","0","","idol_poseB_loop","0.1","0","5152062","idol_poseB_in","131511","1","62111"
"3","1","","","0.2","","5152062","empty","12","","62112"
"3","1","","","0.2","","5152062","empty","13","","62113"
"3","1","","","0.2","","5152062","empty","11","","62114"
"3","1","","","0.2","","5152062","empty","14","","62115"
"3","1","","","0.2","","5152062","empty","15","","62116"
"3","1","","","0.2","","5152062","empty","16","","62117"
"3","1","","","0.2","","5152062","empty","17","","62118"
"2","-206","","0.7","","","5152062","93","107611","11","62119"
"2","-235","","0.7","","","5152062","-13","131911","11","62120"
"2","-248","","0.7","","","5152062","-152","107511","11","62121"
"2","-243","","0.7","","","5152062","-277","107811","11","62122"
"2","-151","","0.7","","","5152062","8","131411","11","62123"
"2","-154","","0.7","","","5152062","-102","131311","11","62124"
"2","-167","","0.7","","","5152062","-222","131511","11","62125"
"93","","","","","","5152062","0","1.6","","62126"
"37","","","","","","5152062","finish","2","","62127"
"23","0","","","","","5152062","se_10058300_idle_finish","se_10058300","","62128"
"27","0.5","","0.5","0","1","5152062","bgm_MC173B","bgm_MC173B","0","62129"
"93","","","","","","5152062","0","0","","62130"
"3","0","","","0.1","","5152062","clapping_end","107111","","62131"
"93","","","","","","5152062","0","2","","62132"
"3","0","","armcrossed_talk","0.2","0","5152062","armcrossed_in","107111","1","62133"
"21","0","","0","","","5152062","vo_rag_2007","vo_rag","","62134"
"11","10","0","1","0","35","5152062","これでフィニッシュ！　…見事だ☆\nアイドルの道は険しいが\nオマエたちならやれるだろう","107111","1","62135"
"91","0","","0","","","5152062","","0","","62136"
"3","1","","","0.2","","5152062","armcrossed_idle","107111","","62137"
"3","0","","pack_talk","0","0","5152062","pack_in","5","1","62138"
"23","0","","","","","5152062","se_10058300_pack_appear","se_10058300","","62139"
"3","0","","idol_poseF_end_emilia_loop","0.2","0","5152062","idol_poseF_end_emilia_in","131911","1","62140"
"93","","","","","","5152062","0","1","","62141"
"21","0","","0","","","5152062","vo_rag_2008","vo_rag","","62142"
"11","10","0","1","5","24","5152062","ねえリア、\nこれってラジーオタイソーなの？","5","1","62143"
"91","0","","0","","","5152062","","0","","62144"
"22","","","","","","5152062","0","0","","62145"
"3","1","","","0.2","","5152062","idol_poseF_end_emilia_loop_nervous","131911","","62146"
"3","0","","idol_poseF_end_emilia_loop","0","0","5152062","idol_poseF_end_emilia_nervous_in","1","1","62147"
"3","1","","","0.2","","5152062","pack_idle","5","","62148"
"3","1","","","0.2","","5152062","chris_laugh","107111","","62149"
"23","0","","","","","5152062","se_10058300_emotion_idol","se_10058300","","62150"
"12","2","0","0","5","5","5152062","5","5","0","62151"
"12","2","0","0","0","0","5152062","10","107111","0","62152"
"93","","","","","","5152062","0","2.5","","62153"
"101","","","","","","5152062","","62155","","62154"
"25","","","","","","5152062","bgm_MC173B","bgm_MC173B","","62155"
"22","","","","","","5152062","0","0","","62156"
"1","109","ames_sit_idle","124","1.8","1","5152063","131711","1","-215","63001"
"1","108","echidna_sit_thinking_idle","-119","1.8","0","5152063","132011","1","-215","63002"
"5","109","empty","-119","1.8","0","5152063","1","1","-215","63003"
"13","","","","","","5152063","209","131711","","63004"
"13","","","","","","5152063","208","132011","","63005"
"31","0","","0","1","","5152063","1","1","1.16","63006"
"31","0","","0","1","","5152063","10","10","1","63007"
"31","0","","0","0","","5152063","5","5","1","63008"
"31","0","","0","1","","5152063","3","3","1","63009"
"91","","","","","","5152063","0","0","","63010"
"37","","","","","","5152063","telop_3","3","","63011"
"102","0","","","","","5152063","0","0","","63012"
"93","","","","","","5152063","0","1","","63013"
"3","1","","","0.2","","5152063","echidna_sit_thinking_talk","132011","","63014"
"21","0","","0","","","5152063","vo_rag_5001","vo_rag","","63015"
"11","10","0","1","-20","50","5152063","この世界には『アイドル』という\n種族にのみ伝わる、伝統の\nタイソーとやらがあるらしいね","132011","1","63016"
"91","0","","0","","","5152063","","0","","63017"
"3","1","","","0.2","","5152063","echidna_sit_talk","132011","","63018"
"21","0","","0","","","5152063","vo_rag_5002","vo_rag","","63019"
"11","10","0","1","-20","50","5152063","君は智に長けた存在だろう？\nボクにもその動きを\n教えてもらえないかな？","132011","1","63020"
"91","0","","0","","","5152063","","0","","63021"
"3","1","","","0.2","","5152063","echidna_sit_idle","132011","","63022"
"3","0","","ames_yareyare_talk","0.2","0","5152063","ames_yareyare_in","131711","1","63023"
"21","0","","0","","","5152063","vo_rag_5003","vo_rag","","63024"
"11","10","0","1","20","50","5152063","随分と面倒なこと言ってくれちゃって","131711","1","63025"
"91","0","","0","","","5152063","","0","","63026"
"3","1","","","0.2","","5152063","ames_sit_talk","131711","","63027"
"21","0","","0","","","5152063","vo_rag_5004","vo_rag","","63028"
"11","10","0","1","20","50","5152063","色々誤解があるみたいだけど、\nまあいいわ","131711","1","63029"
"91","0","","0","","","5152063","","0","","63030"
"21","0","","0","","","5152063","vo_rag_5005","vo_rag","","63031"
"11","10","0","1","20","50","5152063","それじゃ、\nあたしと同じ動きをやってみて","131711","1","63032"
"91","0","","0","","","5152063","","0","","63033"
"3","0","","idle_normal","0.2","0","5152063","ames_sit_out","131711","1","63034"
"93","","","","","","5152063","0","0.1","","63035"
"3","0","","idle_normal","0.2","0","5152063","echidna_sit_out","132011","1","63036"
"37","","","","","","5152063","out","10","","63037"
"93","","","","","","5152063","0","1","","63038"
"91","0","","0","","","5152063","","0","","63039"
"25","","","","","","5152063","bgm_MC175A","bgm_MC175A","","63040"
"32","","","","","","5152063","1","5","","63041"
"3","1","","","0.2","","5152063","isekai_dance","131711","","63042"
"93","","","","","","5152063","0","0.1","","63043"
"3","1","","","0.2","","5152063","isekai_dance","132011","","63044"
"21","0","","0","","","5152063","vo_rag_5006","vo_rag","","63045"
"11","10","1.7","1","0","0","5152063","はい、ワンツーワンツー、\nステップステップ…","131711","0","63046"
"93","","","","","","5152063","0","7","","63047"
"91","0","","0","","","5152063","","0","","63048"
"21","0","","0","","","5152063","vo_rag_5007","vo_rag","","63049"
"11","10","0","1","0","0","5152063","ワン、ツー…ワン、ツ…\nはぁ、はぁ…\n今日のところは、ここまで、だね…","132011","1","63050"
"93","","","","","","5152063","0","3.4","","63051"
"27","0.5","","0.5","0","1","5152063","bgm_MC173B","bgm_MC173B","0","63052"
"37","","","","","","5152063","out","5","","63053"
"3","0","","tired_talk","0","0","5152063","tired_in","1","1","63054"
"3","0","","echidna_tired_talk","0","0","5152063","echidna_tired_in","132011","1","63055"
"23","0","","","","","5152063","se_10058300_isekai_breath","se_10058300","","63056"
"93","","","","","","5152063","0","7.6","","63057"
"91","0","","0","","","5152063","","63050","","63058"
"3","1","","","0.2","","5152063","tired_idle","1","","63059"
"3","1","","","0.2","","5152063","echidna_tired_idle","132011","","63060"
"3","0","","shock_talk","0","0","5152063","shock_in","131711","1","63061"
"21","0","","0","","","5152063","vo_rag_5008","vo_rag","","63062"
