346abcd8c654f46463fe8339d62cf91461fdb36d12f5885003c9d53da30f73a8,c5eaa74ab878acae34e924901e56c1a3dbd2c2a6e34ff3f9994db38acbc9c713,29f227ea143515005b75307d1079e683a19987ba6310812251e0cd77087e24c0,f965882dc4b1fac766d38dad6fb3d7f6a3810b90344ce8bd7c3196ab3a082a88,c68fac7769d688ba17ee3d7eda5abe7f1aec51958b35f1677f6342b002e29c2a,6be4f52fa0483c1b2fa293d9e2277889634f278040461910f003107c76a8d7f3,5ec140ec690c13d03d13fd1a379daf7f0202ade70634b6b2e5d5a1cd8296cc46,9b256fd4e474028771c5a9abb2f88fbe6b3ba644ba967aec983ff0cddf3cf13b,3b58548a6c7fa66e4ae3cc72696b9213288206e312f1948e9dd84a6395adc22e,b11d5aef847b040465704a71d929a8d6572402ac8027dc205c9702f1f0c7952d,951fa0d34787aa284dc79092c4d2126b7e0db8ecd1143d7d8621d6bd3dec214c,18a901e347f3e38a7b8ebea0026751cff7d65f4f7ec3ae1b5a01ca855785c2b6,efb68bf48012fe26c8b5e019b1e558a32dcf080ae296d9fa2da2669fd45de522
"60171","0","0","60172","0","31017","0","0","0","0","0","31010","10018"
"60181","0","0","60182","0","31050","0","0","0","0","0","31101","10019"
"60191","0","0","60192","0","31028","0","0","0","0","0","31076","10020"
"60201","0","0","60202","0","31014","0","0","0","0","0","31105","10021"
"60211","0","0","60212","0","31032","0","0","0","0","0","31080","10022"
"60221","0","0","60222","0","31040","0","0","0","0","0","31056","10023"
"60231","0","0","60232","0","31034","0","0","0","0","0","31047","10024"
"60241","0","0","60242","0","31036","0","0","0","0","0","31112","10025"
"60251","0","0","60252","0","31022","0","0","0","0","0","31082","10026"
"60261","0","0","60262","0","31005","0","0","0","0","0","31037","10027"
"60271","0","0","60272","0","31051","0","0","0","0","0","31009","10028"
"60281","0","0","60282","0","31044","0","0","0","0","0","31116","10029"
"60291","0","0","60292","0","31029","0","0","0","0","0","31085","10030"
"60301","0","0","60302","0","31021","0","0","0","0","0","31121","10031"
"60311","0","0","60312","0","31002","0","0","0","0","0","31089","10032"
"60321","0","0","60322","0","31049","0","0","0","0","0","31123","10033"
"60331","0","0","60332","0","31011","0","0","0","0","0","31090","10034"
"60341","0","0","60342","0","31042","0","0","0","0","0","31126","10035"
"60341","0","0","60342","0","31042","0","0","0","0","0","31126","10036"
"60361","0","0","60362","0","31008","0","0","0","0","0","31043","10037"
"60371","0","0","60372","0","31046","0","0","0","0","0","31107","10038"
"60381","0","0","60382","0","31018","0","0","0","0","0","31093","10039"
"60391","0","0","60392","0","31033","0","0","0","0","0","31028","10040"
"60401","0","0","60402","0","31045","0","0","0","0","0","31053","10041"
"60411","0","0","60412","0","31065","0","0","0","0","0","31130","10042"
"60421","0","0","60422","0","31050","0","0","0","0","0","31101","10043"
"60431","0","0","60432","0","31027","0","0","0","0","0","31132","10044"
"60441","0","0","60442","0","31014","0","0","0","0","0","31105","10045"
"60451","0","0","60452","0","31023","0","0","0","0","0","31135","10046"
"60461","0","0","60462","0","31040","0","0","0","0","0","31056","10047"
"60471","0","0","60472","0","31013","0","0","0","0","0","31016","10048"
"60481","0","0","60482","0","31036","0","0","0","0","0","31112","10049"
"60491","0","0","60492","0","31054","0","0","0","0","0","31141","10050"
"60501","0","0","60502","0","31005","0","0","0","0","0","31037","10051"
"60511","0","0","60512","0","31037","0","0","0","0","0","31014","10052"
"60521","0","0","60522","0","31025","0","0","0","0","0","31098","10053"
"60531","0","0","60532","0","31048","0","0","0","0","0","31146","10054"
"60541","0","0","60542","0","31044","0","0","0","0","0","31116","10055"
"60551","0","0","60552","0","31060","0","0","0","0","0","31147","10056"
"60561","0","0","60562","0","31021","0","0","0","0","0","31121","10057"
"60571","0","0","60572","0","31003","0","0","0","0","0","31156","10058"
"60571","0","0","60572","0","31003","0","0","0","0","0","31156","10059"
"60591","0","0","60592","0","31049","0","0","0","0","0","31123","10060"
"60601","0","0","60602","0","31010","0","0","0","0","0","31158","10061"
"60611","0","0","60612","0","31042","0","0","0","0","0","31126","10062"
"60611","0","0","60612","0","31042","0","0","0","0","0","31126","10063"
"60631","0","0","60632","0","31031","0","0","0","0","0","31032","10064"
"60641","0","0","60642","0","31046","0","0","0","0","0","31107","10065"
"60651","0","0","60652","0","31015","0","0","0","0","0","31065","10066"
"60661","0","0","60662","0","31033","0","0","0","0","0","31028","10067"
"60671","0","0","60672","0","31040","0","0","0","0","0","31168","10068"
"60681","0","0","60682","0","31065","0","0","0","0","0","31130","10069"
"60691","0","0","60692","0","31050","0","0","0","0","0","31018","10070"
"60701","0","0","60702","0","31027","0","0","0","0","0","31132","10071"
"60711","0","0","60712","0","31109","0","0","0","0","0","31174","10072"
"60721","0","0","60722","0","31023","0","0","0","0","0","31135","10073"
"60731","0","0","60732","0","31051","0","0","0","0","0","31096","10074"
"60741","0","0","60742","0","31013","0","0","0","0","0","31016","10075"
"60751","0","0","60752","0","31047","0","0","0","0","0","31178","10076"
"60761","0","0","60762","0","31054","0","0","0","0","0","31141","10077"
"60771","0","0","60772","0","31055","0","0","0","0","0","31053","10078"
"60781","0","0","60782","0","31037","0","0","0","0","0","31014","10079"
"60791","0","0","60792","0","31006","0","0","0","0","0","31192","10080"
"60801","0","0","60802","0","31048","0","0","0","0","0","31146","10081"
"60811","0","0","60812","0","31044","0","0","0","0","0","31208","10082"
"60821","0","0","60822","0","31060","0","0","0","0","0","31147","10083"
"60831","0","0","60832","0","31060","0","0","0","0","0","31059","10084"
"60841","0","0","60842","0","31058","0","0","0","0","0","31212","10085"
"60851","0","0","60852","0","31003","0","0","0","0","0","31156","10086"
"60851","0","0","60852","0","31003","0","0","0","0","0","31156","10087"
"60871","0","0","60872","0","31026","0","0","0","0","0","31128","10088"
"60881","0","0","60882","0","31010","0","0","0","0","0","31158","10089"
"60891","0","0","60892","0","31046","0","0","0","0","0","31065","10090"
"60901","0","0","60902","0","31031","0","0","0","0","0","31032","10091"
"60911","0","0","60912","0","31031","0","0","0","0","0","31014","10092"
"60921","0","0","60922","0","31015","0","0","0","0","0","31065","10093"
"60931","0","0","60932","0","31034","0","0","0","0","0","31221","10094"
"60941","0","0","60942","0","31040","0","0","0","0","0","31168","10095"
"60951","0","0","60952","0","31002","0","0","0","0","0","31224","10096"
"60961","0","0","60962","0","31050","0","0","0","0","0","31018","10097"
"60971","0","0","60972","0","31036","0","0","0","0","0","31228","10098"
"60981","0","0","60982","0","31109","0","0","0","0","0","31174","10099"
"60991","0","0","60992","0","31023","0","0","0","0","0","31010","10100"
"61001","0","0","61002","0","31051","0","0","0","0","0","31096","10101"
"61011","0","0","61012","0","31013","0","0","0","0","0","31235","10102"
"61021","0","0","61022","0","31047","0","0","0","0","0","31178","10103"
"61031","0","0","61032","0","31005","0","0","0","0","0","31037","10104"
"61041","0","0","61042","0","31055","0","0","0","0","0","31053","10105"
"61051","0","0","61052","0","31047","0","0","0","0","0","31241","10106"
"61061","0","0","61062","0","31006","0","0","0","0","0","31192","10107"
"61071","0","0","61072","0","31066","0","0","0","0","0","31247","10108"
"61081","0","0","61082","0","31044","0","0","0","0","0","31208","10109"
"61091","0","0","61092","0","31029","0","0","0","0","0","31249","10110"
"61101","0","0","61102","0","31042","0","0","0","0","0","31249","10111"
"61111","0","0","61112","0","31060","0","0","0","0","0","31059","10112"
"61121","0","0","61122","0","31058","0","0","0","0","0","31212","10113"
"61131","0","0","61132","0","31046","0","0","0","0","0","31053","10114"
"61141","0","0","61142","0","31026","0","0","0","0","0","31128","10115"
"61151","0","0","61152","0","31038","0","0","0","0","0","31012","10116"
"61161","0","0","61162","0","31046","0","0","0","0","0","31065","10117"
"61171","0","0","61172","0","31057","0","0","0","0","0","31257","10118"
"61181","0","0","61182","0","31031","0","0","0","0","0","31014","10119"
"61191","0","0","61192","0","31008","0","0","0","0","0","31044","10120"
"61201","0","0","61202","0","31034","0","0","0","0","0","31221","10121"
"61211","0","0","61212","0","31048","0","0","0","0","0","31267","10122"
"61221","0","0","61222","0","31002","0","0","0","0","0","31224","10123"
"61231","0","0","61232","0","31031","0","0","0","0","0","31270","10124"
"61241","0","0","61242","0","31036","0","0","0","0","0","31228","10125"
"61251","0","0","61252","0","31060","0","0","0","0","0","31011","10126"
"61261","0","0","61262","0","31023","0","0","0","0","0","31010","10127"
"61271","0","0","61272","0","31042","0","0","0","0","0","31056","10128"
"61281","0","0","61282","0","31013","0","0","0","0","0","31235","10129"
"61291","0","0","61292","0","31054","0","0","0","0","0","31018","10130"
"61301","0","0","61302","0","31005","0","0","0","0","0","31037","10131"
"61311","0","0","61312","0","31058","0","0","0","0","0","31028","10132"
"61321","0","0","61322","0","31047","0","0","0","0","0","31241","10133"
"61331","0","0","61332","0","31014","0","0","0","0","0","31283","10134"
"61341","0","0","61342","0","31066","0","0","0","0","0","31247","10135"
"61351","0","0","61352","0","31002","0","0","0","0","0","31288","10136"
"61361","0","0","61362","0","31001","0","0","0","0","0","31288","10137"
"61371","0","0","61372","0","31029","0","0","0","0","0","31249","10138"
"61381","0","0","61382","0","31042","0","0","0","0","0","31249","10139"
"61391","0","0","61392","0","31034","0","0","0","0","0","31110","10140"
"61401","0","0","61402","0","31046","0","0","0","0","0","31053","10141"
"61411","0","0","61412","0","31027","0","0","0","0","0","31043","10142"
"61421","0","0","61422","0","31038","0","0","0","0","0","31012","10143"
"61431","0","0","61432","0","31025","0","0","0","0","0","31036","10144"
"61441","0","0","61442","0","31057","0","0","0","0","0","31257","10145"
"61451","0","0","61452","0","31021","0","0","0","0","0","31010","10146"
"61461","0","0","61462","0","31008","0","0","0","0","0","31044","10147"
"61471","0","0","61472","0","31042","0","0","0","0","0","31029","10148"
"61481","0","0","61482","0","31048","0","0","0","0","0","31267","10149"
"61491","0","0","61492","0","31058","0","0","0","0","0","31047","10150"
"61501","0","0","61502","0","31031","0","0","0","0","0","31270","10151"
"61511","0","0","61512","0","31059","0","0","0","0","0","31319","10152"
"61521","0","0","61522","0","31025","0","0","0","0","0","31098","10153"
"61531","0","0","61532","0","31007","0","0","0","0","0","31012","10154"
"61541","0","0","61542","0","31060","0","0","0","0","0","31011","10155"
"61551","0","0","61552","0","31038","0","0","0","0","0","31049","10156"
"61561","0","0","61562","0","31042","0","0","0","0","0","31056","10157"
"61571","0","0","61572","0","31050","0","0","0","0","0","31016","10158"
"61581","0","0","61582","0","31054","0","0","0","0","0","31018","10159"
"61591","0","0","61592","0","31028","0","0","0","0","0","31332","10160"
"61601","0","0","61602","0","31058","0","0","0","0","0","31028","10161"
"61621","0","0","61622","0","31014","0","0","0","0","0","31283","10163"
"61631","0","0","61632","0","31002","0","0","0","0","0","31288","10164"
"61641","0","0","61642","0","31001","0","0","0","0","0","31288","10165"
