756c8b15405f96f1b7e9d7663f49c792f5bffa2afcfd460c051d7e4f1db0aa35,bd33288dea2cdaf5cab62c45994b8b560744cf9bcbebc417294bc78a956a27ed,a5032e234f1f05a26b7c0882861191def58222d2d5fc6c047db29fbfe2b94b6f,99dfe2e9de90aae7b269313e84f569745d4c4c6c3856387e75b614773e9b8ff3,7ab9d6ac9ad3d14072bb324b88958f8d7d753f885866482fc7a846214971379f,10fa01f06ab9e9383e22789b377d7bf71fa472b18d5d4cd4cf550daa2c53c125,be7b634f25db11111151fd5e18eb0911118394cfce1581bf87307b4d022f79c2,aba9e27cc37623aaafadf059359c04ef7b4c363708b431432b737d45002060d4,77566d6b6ed51dd2e7455c5be643eda039701ca8f531398f5900aba3e3d96718,1fc5f2831298a4fe5103576ad57f70bb3807591142703e1712f8a12ce1ac1c0a,573b6c4ebc05f5c8677f72cb26e7ee62f04967786e7e35b3c33f441a48e4cf70,966a788a82a01134cfefe1312ddd90d491cf5d74b115c9dd20c20dd119b07de1,99e1c1810bed3f7a7a894a3ac8964e64ff6fd320338d138aca8cf3ac8118a936,976f8c426d4fb3faf58f88945e78a0789c297b8859459b135bc7e700601c9de5,cd1f45a5666af2bec2f180ed8025e7b64ddec58d11bd090e423140dbe94dddb3
"1512","1511","0","151","1513","1","2022/03/01 5:00:00","0","180","15","1","100","0","2816","0"
"1612","1611","0","161","1613","1","2022/03/02 5:00:00","0","138","16","1","100","0","2816","0"
"1712","1711","0","171","1713","1","2022/03/03 5:00:00","0","97","17","1","100","0","2816","0"
"1812","1811","0","181","1813","1","2022/03/04 5:00:00","0","56","18","1","100","0","2816","0"
"1912","1911","0","191","1913","1","2022/03/05 5:00:00","0","150","19","1","100","0","2816","0"
"2012","2011","0","201","2013","1","2022/03/06 5:00:00","0","100","20","1","100","0","2816","0"
"2112","2111","0","211","2113","1","2022/03/07 5:00:00","0","15","21","1","100","0","2816","0"
"2212","2211","0","221","2213","1","2022/03/08 5:00:00","0","-25","22","1","100","0","2816","0"
"2312","2311","0","231","2313","1","2022/03/09 5:00:00","0","-66","23","1","100","0","2816","0"
"2412","2411","0","241","2413","1","2022/03/10 5:00:00","0","-107","24","1","100","0","2816","0"
"2512","2511","0","251","2513","1","2022/03/11 5:00:00","0","-149","25","1","100","0","2816","0"
"2612","2611","0","261","2613","1","2022/03/12 5:00:00","0","-188","26","1","100","0","2816","0"
"2712","2711","0","271","2713","1","2022/03/13 5:00:00","0","-96","27","1","100","0","2816","0"
"2812","2811","0","281","2813","1","2022/03/14 5:00:00","0","-133","28","1","100","0","2816","0"
"2912","2911","0","291","2913","1","2022/03/15 5:00:00","0","-174","29","1","100","0","2816","0"
"3012","3011","0","301","3013","1","2022/03/16 5:00:00","0","-230","30","1","100","0","2816","0"
"3112","3111","0","311","3113","1","2022/03/17 5:00:00","0","-272","31","1","100","0","2816","0"
"3212","3211","0","321","3213","1","2022/03/18 5:00:00","0","-313","32","1","100","0","2816","0"
"3312","3311","0","331","3313","1","2022/03/19 5:00:00","0","-240","33","1","100","0","2816","0"
"3412","3411","0","341","3413","1","2022/03/20 5:00:00","0","-260","34","1","100","0","2816","0"
"3512","3511","0","351","3513","1","2022/03/21 5:00:00","0","-280","35","1","100","0","2816","0"
"3612","3611","0","361","3613","1","2022/03/22 5:00:00","0","-354","36","1","100","0","2816","0"
"3712","3711","0","371","3713","1","2022/03/23 5:00:00","0","-395","37","1","100","0","2816","0"
"3812","3811","0","381","3813","1","2022/03/24 5:00:00","0","-436","38","1","100","0","2816","0"
"3912","3911","0","391","3913","1","2022/03/25 5:00:00","0","-477","39","1","100","0","2816","0"
"4012","4011","0","401","4013","1","2022/03/26 5:00:00","0","-400","40","1","100","0","2816","0"
"4112","4111","0","411","4113","1","2022/03/27 5:00:00","0","-438","41","1","100","0","2816","0"
"4212","4211","0","421","4213","1","2022/03/28 5:00:00","0","0","42","1","100","0","2816","0"
"4312","4311","0","431","4313","2","2022/03/29 5:00:00","0","371","43","2","200","0","2816","0"
"4412","4411","0","441","4413","2","2022/03/30 5:00:00","0","343","44","2","200","0","2816","0"
"4512","4511","0","451","4513","2","2022/03/31 5:00:00","9105803","260","45","2","200","0","2816","105801"
"4612","4611","0","461","4613","2","2022/04/01 5:00:00","0","313","46","2","200","0","2816","0"
"4712","4711","0","471","4713","2","2022/04/02 5:00:00","0","285","47","2","200","0","2816","0"
"4812","4811","0","481","4813","2","2022/04/03 5:00:00","9102003","260","48","2","200","0","2816","102001"
"4912","4911","0","491","4913","2","2022/04/04 5:00:00","0","257","49","2","200","0","2816","0"
"5012","5011","0","501","5013","2","2022/04/05 5:00:00","9100203","173","50","2","200","0","2816","100201"
"5112","5111","0","511","5113","2","2022/04/06 5:00:00","0","227","51","2","200","0","2816","0"
"5212","5211","0","521","5213","2","2022/04/07 5:00:00","9105503","57","52","2","200","0","2816","105501"
"5312","5311","0","531","5313","2","2022/04/08 5:00:00","0","197","53","2","200","0","2816","0"
"5412","5411","0","541","5413","2","2022/04/09 5:00:00","0","169","54","2","200","0","2816","0"
"5512","5511","0","551","5513","2","2022/04/10 5:00:00","9101603","-55","55","2","200","0","2816","101601"
"5612","5611","0","561","5613","2","2022/04/11 5:00:00","0","141","56","2","200","0","2816","0"
"5712","5711","0","571","5713","2","2022/04/12 5:00:00","0","111","57","2","200","0","2816","0"
"5812","5811","0","581","5813","2","2022/04/13 5:00:00","0","81","58","2","200","0","2816","0"
"5912","5911","0","591","5913","2","2022/04/14 5:00:00","0","53","59","2","200","0","2816","0"
"6012","6011","0","601","6013","2","2022/04/15 5:00:00","0","-180","60","2","200","0","2816","0"
"6112","6111","0","611","6113","2","2022/04/16 5:00:00","0","-210","61","2","200","0","2816","0"
"6212","6211","0","621","6213","2","2022/04/17 5:00:00","9106703","-221","62","2","200","0","2816","106701"
"6312","6311","0","631","6313","2","2022/04/18 5:00:00","0","24","63","2","200","0","2816","0"
"6412","6411","0","641","6413","2","2022/04/19 5:00:00","0","-6","64","2","200","0","2816","0"
"6512","6511","0","651","6513","2","2022/04/20 5:00:00","0","-33","65","2","200","0","2816","0"
"6612","6611","0","661","6613","2","2022/04/21 5:00:00","0","-63","66","2","200","0","2816","0"
"6712","6711","0","671","6713","2","2022/04/22 5:00:00","0","-91","67","2","200","0","2816","0"
"6812","6811","0","681","6813","2","2022/04/23 5:00:00","0","-121","68","2","200","0","2816","0"
"6912","6911","0","691","6913","2","2022/04/24 5:00:00","0","-150","69","2","200","0","2816","0"
"7012","7011","0","701","7013","2","2022/04/25 5:00:00","0","-180","70","2","200","0","2816","0"
"7112","7111","0","711","7113","2","2022/04/26 5:00:00","0","-208","71","2","200","0","2816","0"
"7212","7211","0","721","7213","2","2022/04/27 5:00:00","0","-236","72","2","200","0","2816","0"
"7312","7311","0","731","7313","2","2022/04/28 5:00:00","0","-266","73","2","200","0","2816","0"
"7412","7411","0","741","7413","2","2022/04/29 5:00:00","0","-295","74","2","200","0","2816","0"
"7512","7511","1","751","7513","2","2022/04/30 5:00:00","0","-360","75","2","200","0","2816","0"
"7612","7611","0","761","7613","1","2022/05/01 5:00:00","0","344","76","3","100","0","2816","0"
"7712","7711","0","771","7713","1","2022/05/02 5:00:00","0","306","77","3","100","0","2816","0"
"7812","7811","0","781","7813","1","2022/05/03 5:00:00","0","390","78","3","100","0","2816","0"
"7912","7911","0","791","7913","1","2022/05/04 5:00:00","0","267","79","3","100","0","2816","0"
"8012","8011","0","801","8013","1","2022/05/05 5:00:00","9104403","254","80","3","100","0","2816","104401"
"8112","8111","0","811","8113","1","2022/05/06 5:00:00","0","230","81","3","100","0","2816","0"
"8212","8211","0","821","8213","1","2022/05/07 5:00:00","0","192","82","3","100","0","2816","0"
"8312","8311","0","831","8313","1","2022/05/08 5:00:00","0","284","83","3","100","0","2816","0"
"8412","8411","0","841","8413","1","2022/05/09 5:00:00","0","153","84","3","100","0","2816","0"
"8512","8511","0","851","8513","1","2022/05/10 5:00:00","9102303","0","85","3","100","0","2816","102301"
"8612","8611","0","861","8613","1","2022/05/11 5:00:00","9105903","-207","86","3","100","0","2816","105901"
"8712","8711","0","871","8713","1","2022/05/12 5:00:00","0","116","87","3","100","0","2816","0"
"8812","8811","0","881","8813","1","2022/05/13 5:00:00","0","78","88","3","100","0","2816","0"
"8912","8911","0","891","8913","1","2022/05/14 5:00:00","0","173","89","3","100","0","2816","0"
"9012","9011","0","901","9013","1","2022/05/15 5:00:00","0","145","90","3","100","0","2816","0"
"9112","9111","0","911","9113","1","2022/05/16 5:00:00","0","40","91","3","100","0","2816","0"
"9212","9211","0","921","9213","1","2022/05/17 5:00:00","0","0","92","3","100","0","2816","0"
"9312","9311","0","931","9313","1","2022/05/18 5:00:00","0","-36","93","3","100","0","2816","0"
"9412","9411","0","941","9413","1","2022/05/19 5:00:00","0","-75","94","3","100","0","2816","0"
"9512","9511","0","951","9513","1","2022/05/20 5:00:00","0","-111","95","3","100","0","2816","0"
"9612","9611","0","961","9613","1","2022/05/21 5:00:00","0","-113","96","3","100","0","2816","0"
"9712","9711","0","971","9713","1","2022/05/22 5:00:00","0","-150","97","3","100","0","2816","0"
"9812","9811","0","981","9813","1","2022/05/23 5:00:00","0","-226","98","3","100","0","2816","0"
"9912","9911","0","991","9913","1","2022/05/24 5:00:00","0","0","99","3","100","0","2816","0"
"10012","10011","0","1001","10013","1","2022/05/25 5:00:00","0","-70","100","3","100","0","2816","0"
"10112","10111","0","1011","10113","1","2022/05/26 5:00:00","0","-171","101","3","100","0","2816","0"
"10212","10211","0","1021","10213","1","2022/05/27 5:00:00","0","-263","102","3","100","0","2816","0"
"10312","10311","0","1031","10313","1","2022/05/28 5:00:00","0","-302","103","3","100","0","2816","0"
"10412","10411","0","1041","10413","1","2022/05/29 5:00:00","0","-245","104","3","100","0","2816","0"
"10512","10511","0","1051","10513","1","2022/05/30 5:00:00","0","-318","105","3","100","0","2816","0"
"10612","10611","1","1061","10613","1","2022/05/31 5:00:00","0","-348","106","3","100","0","2816","0"
"10712","10711","0","1071","10713","0","2022/06/01 5:00:00","0","328","107","4","300","0","2816","0"
"10812","10811","0","1081","10813","0","2022/06/02 5:00:00","0","287","108","4","300","0","2816","0"
"10912","10911","0","1091","10913","0","2022/06/03 5:00:00","9104203","220","109","4","300","0","2816","104201"
"11012","11011","0","1101","11013","0","2022/06/04 5:00:00","0","360","110","4","300","0","2816","0"
"11112","11111","0","1111","11113","0","2022/06/05 5:00:00","0","324","111","4","300","0","2816","0"
"11212","11211","0","1121","11213","0","2022/06/06 5:00:00","9104003","110","112","4","300","0","2816","104001"
"11312","11311","0","1131","11313","0","2022/06/07 5:00:00","0","246","113","4","300","0","2816","0"
"11412","11411","0","1141","11413","0","2022/06/08 5:00:00","0","205","114","4","300","0","2816","0"
"11512","11511","0","1151","11513","0","2022/06/09 5:00:00","9102103","-70","115","4","300","0","2816","102101"
"11612","11611","0","1161","11613","0","2022/06/10 5:00:00","0","334","116","4","300","0","2816","0"
"11712","11711","0","1171","11713","0","2022/06/11 5:00:00","0","280","117","4","300","0","2816","0"
"11812","11811","0","1181","11813","0","2022/06/12 5:00:00","0","164","118","4","300","0","2816","0"
"11912","11911","0","1191","11913","0","2022/06/13 5:00:00","0","123","119","4","300","0","2816","0"
"12012","12011","0","1201","12013","0","2022/06/14 5:00:00","0","82","120","4","300","0","2816","0"
"12112","12111","0","1211","12113","0","2022/06/15 5:00:00","0","122","121","4","300","0","2816","0"
"12212","12211","0","1221","12213","0","2022/06/16 5:00:00","0","92","122","4","300","0","2816","0"
"12312","12311","0","1231","12313","0","2022/06/17 5:00:00","9106303","-100","123","4","300","0","2816","106301"
"12412","12411","0","1241","12413","0","2022/06/18 5:00:00","0","41","124","4","300","0","2816","0"
"12512","12511","0","1251","12513","0","2022/06/19 5:00:00","0","0","125","4","300","0","2816","0"
"12612","12611","0","1261","12613","0","2022/06/20 5:00:00","0","70","126","4","300","0","2816","0"
"12712","12711","0","1271","12713","0","2022/06/21 5:00:00","0","31","127","4","300","0","2816","0"
"12812","12811","0","1281","12813","0","2022/06/22 5:00:00","0","-41","128","4","300","0","2816","0"
"12912","12911","0","1291","12913","0","2022/06/23 5:00:00","0","-82","129","4","300","0","2816","0"
"13012","13011","0","1301","13013","0","2022/06/24 5:00:00","0","-123","130","4","300","0","2816","0"
"13112","13111","0","1311","13113","0","2022/06/25 5:00:00","9106503","-180","131","4","300","0","2816","106501"
"13212","13211","0","1321","13213","0","2022/06/26 5:00:00","0","-164","132","4","300","0","2816","0"
"13312","13311","0","1331","13313","0","2022/06/27 5:00:00","0","-205","133","4","300","0","2816","0"
"13412","13411","0","1341","13413","0","2022/06/28 5:00:00","0","-246","134","4","300","0","2816","0"
"13512","13511","0","1351","13513","0","2022/06/29 5:00:00","0","-287","135","4","300","0","2816","0"
"13612","13611","1","1361","13613","0","2022/06/30 5:00:00","0","-370","136","4","300","0","2816","0"
"13712","13711","0","1371","13713","3","2022/07/01 5:00:00","0","357","137","5","400","0","2816","0"
"13812","13811","0","1381","13813","3","2022/07/02 5:00:00","0","319","138","5","400","0","2816","0"
"13912","13911","0","1391","13913","3","2022/07/03 5:00:00","0","330","139","5","400","0","2816","0"
"14012","14011","0","1401","14013","3","2022/07/04 5:00:00","0","305","140","5","400","0","2816","0"
"14112","14111","0","1411","14113","3","2022/07/05 5:00:00","9100903","310","141","5","400","0","2816","100901"
"14212","14211","0","1421","14213","3","2022/07/06 5:00:00","0","282","142","5","400","0","2816","0"
"14312","14311","0","1431","14313","3","2022/07/07 5:00:00","9101703","133","143","5","400","0","2816","101701"
"14412","14411","0","1441","14413","3","2022/07/08 5:00:00","0","246","144","5","400","0","2816","0"
"14512","14511","0","1451","14513","3","2022/07/09 5:00:00","0","209","145","5","400","0","2816","0"
"14612","14611","0","1461","14613","3","2022/07/10 5:00:00","0","172","146","5","400","0","2816","0"
"14712","14711","0","1471","14713","3","2022/07/11 5:00:00","9105603","129","147","5","400","0","2816","105601"
"14812","14811","0","1481","14813","3","2022/07/12 5:00:00","0","134","148","5","400","0","2816","0"
"14912","14911","0","1491","14913","3","2022/07/13 5:00:00","0","97","149","5","400","0","2816","0"
"15012","15011","0","1501","15013","3","2022/07/14 5:00:00","0","60","150","5","400","0","2816","0"
"15112","15111","0","1511","15113","3","2022/07/15 5:00:00","0","22","151","5","400","0","2816","0"
"15212","15211","0","1521","15213","3","2022/07/16 5:00:00","0","-12","152","5","400","0","2816","0"
"15312","15311","0","1531","15313","3","2022/07/17 5:00:00","0","-49","153","5","400","0","2816","0"
"15412","15411","0","1541","15413","3","2022/07/18 5:00:00","0","-86","154","5","400","0","2816","0"
"15512","15511","0","1551","15513","3","2022/07/19 5:00:00","0","-29","155","5","400","0","2816","0"
"15612","15611","0","1561","15613","3","2022/07/20 5:00:00","0","-55","156","5","400","0","2816","0"
"15712","15711","0","1571","15713","3","2022/07/21 5:00:00","0","-124","157","5","400","0","2816","0"
"15812","15811","0","1581","15813","3","2022/07/22 5:00:00","0","-161","158","5","400","0","2816","0"
"15912","15911","0","1591","15913","3","2022/07/23 5:00:00","0","-199","159","5","400","0","2816","0"
"16012","16011","0","1601","16013","3","2022/07/24 5:00:00","0","-235","160","5","400","0","2816","0"
"16112","16111","0","1611","16113","3","2022/07/25 5:00:00","9106803","0","161","5","400","0","2816","106801"
"16212","16211","0","1621","16213","3","2022/07/26 5:00:00","0","-272","162","5","400","0","2816","0"
"16312","16311","0","1631","16313","3","2022/07/27 5:00:00","0","-309","163","5","400","0","2816","0"
"16412","16411","0","1641","16413","3","2022/07/28 5:00:00","9105303","-172","164","5","400","0","2816","105301"
"16512","16511","0","1651","16513","3","2022/07/29 5:00:00","0","-299","165","5","400","0","2816","0"
"16612","16611","0","1661","16613","3","2022/07/30 5:00:00","9102703","-233","166","5","400","0","2816","102701"
"16712","16711","1","1671","16713","3","2022/07/31 5:00:00","0","-356","167","5","400","0","2816","0"
"16812","16811","0","1681","16813","3","2022/08/01 5:00:00","0","306","168","6","400","0","2816","0"
"16912","16911","0","1691","16913","3","2022/08/02 5:00:00","0","226","169","6","400","0","2816","0"
"17012","17011","0","1701","17013","3","2022/08/03 5:00:00","0","146","170","6","400","0","2816","0"
"17112","17111","0","1711","17113","3","2022/08/04 5:00:00","0","66","171","6","400","0","2816","0"
"17212","17211","0","1721","17213","3","2022/08/05 5:00:00","0","-14","172","6","400","0","2816","0"
"17312","17311","0","1731","17313","3","2022/08/06 5:00:00","0","-94","173","6","400","0","2816","0"
"17412","17411","0","1741","17413","3","2022/08/07 5:00:00","9110803","270","174","6","400","0","2816","110801"
"17512","17511","0","1751","17513","3","2022/08/08 5:00:00","0","-174","175","6","400","0","2816","0"
"17612","17611","0","1761","17613","3","2022/08/09 5:00:00","9104303","55","176","6","400","0","2816","104301"
"17712","17711","0","1771","17713","3","2022/08/10 5:00:00","9100403","50","177","6","400","0","2816","100401"
"17812","17811","0","1781","17813","3","2022/08/11 5:00:00","9103703","-120","178","6","400","0","2816","103701"
"17822","17821","0","1782","17823","3","2022/08/11 5:00:00","9106103","-210","179","6","400","0","2816","106101"
"17912","17911","0","1791","17913","3","2022/08/12 5:00:00","0","-254","180","6","400","0","2816","0"
"18012","18011","1","1801","18013","3","2022/08/13 5:00:00","0","-369","181","6","400","0","2816","0"
"18112","18111","0","1811","18113","3","2022/08/14 5:00:00","9101803","295","182","7","400","0","2816","101801"
"18212","18211","0","1821","18213","3","2022/08/15 5:00:00","0","326","183","7","400","0","2816","0"
"18312","18311","0","1831","18313","3","2022/08/16 5:00:00","0","271","184","7","400","0","2816","0"
"18412","18411","0","1841","18413","3","2022/08/17 5:00:00","0","216","185","7","400","0","2816","0"
"18512","18511","0","1851","18513","3","2022/08/18 5:00:00","0","161","186","7","400","0","2816","0"
"18612","18611","0","1861","18613","3","2022/08/19 5:00:00","0","106","187","7","400","0","2816","0"
"18712","18711","0","1871","18713","3","2022/08/20 5:00:00","0","51","188","7","400","0","2816","0"
"18812","18811","0","1881","18813","3","2022/08/21 5:00:00","9101303","150","189","7","400","0","2816","101301"
"18912","18911","0","1891","18913","3","2022/08/22 5:00:00","0","-4","190","7","400","0","2816","0"
"19012","19011","0","1901","19013","3","2022/08/23 5:00:00","0","-59","191","7","400","0","2816","0"
"19112","19111","0","1911","19113","3","2022/08/24 5:00:00","0","-114","192","7","400","0","2816","0"
"19212","19211","0","1921","19213","3","2022/08/25 5:00:00","9101103","5","193","7","400","0","2816","101101"
"19312","19311","0","1931","19313","3","2022/08/26 5:00:00","0","-169","194","7","400","0","2816","0"
"19412","19411","0","1941","19413","3","2022/08/27 5:00:00","9100103","-130","195","7","400","0","2816","100101"
"19512","19511","0","1951","19513","3","2022/08/28 5:00:00","0","-224","196","7","400","0","2816","0"
"19612","19611","0","1961","19613","3","2022/08/29 5:00:00","0","-279","197","7","400","0","2816","0"
"19712","19711","0","1971","19713","3","2022/08/30 5:00:00","0","-369","198","7","400","0","2816","0"
"19812","19811","1","1981","19813","3","2022/08/31 5:00:00","9103003","-250","199","7","400","0","2816","103001"
"19912","19911","0","1991","19913","0","2022/09/01 5:00:00","0","571","200","8","500","0","2816","0"
"20012","20011","0","2001","20013","0","2022/09/02 5:00:00","9106003","480","201","8","500","0","2816","106001"
"20112","20111","0","2011","20113","0","2022/09/03 5:00:00","0","516","202","8","500","0","2816","0"
"20212","20211","0","2021","20213","0","2022/09/04 5:00:00","0","461","203","8","500","0","2816","0"
"20312","20311","0","2031","20313","0","2022/09/05 5:00:00","9101503","390","204","8","500","0","2816","101501"
"20412","20411","0","2041","20413","0","2022/09/06 5:00:00","0","406","205","8","500","0","2816","0"
"20512","20511","0","2051","20513","0","2022/09/07 5:00:00","9105403","340","206","8","500","0","2816","105401"
"20612","20611","0","2061","20613","0","2022/09/08 5:00:00","0","351","207","8","500","0","2816","0"
"20712","20711","0","2071","20713","0","2022/09/09 5:00:00","0","296","208","8","500","0","2816","0"
"20812","20811","0","2081","20813","0","2022/09/10 5:00:00","0","241","209","8","500","0","2816","0"
"20912","20911","0","2091","20913","0","2022/09/11 5:00:00","0","186","210","8","500","0","2816","0"
"21012","21011","0","2101","21013","0","2022/09/12 5:00:00","9118503","170","211","8","500","0","2816","118501"
"21112","21111","0","2111","21113","0","2022/09/13 5:00:00","0","131","212","8","500","0","2816","0"
"21212","21211","0","2121","21213","0","2022/09/14 5:00:00","0","76","213","8","500","0","2816","0"
"21312","21311","0","2131","21313","0","2022/09/15 5:00:00","9110903","50","214","8","500","0","2816","110901"
"21412","21411","0","2141","21413","0","2022/09/16 5:00:00","0","21","215","8","500","0","2816","0"
"21512","21511","0","2151","21513","0","2022/09/17 5:00:00","0","-34","216","8","500","0","2816","0"
"21612","21611","0","2161","21613","0","2022/09/18 5:00:00","0","-89","217","8","500","0","2816","0"
"21712","21711","0","2171","21713","0","2022/09/19 5:00:00","9118003","-120","218","8","500","0","2816","118001"
"21812","21811","0","2181","21813","0","2022/09/20 5:00:00","0","-144","219","8","500","0","2816","0"
"21912","21911","0","2191","21913","0","2022/09/21 5:00:00","0","-199","220","8","500","0","2816","0"
"22012","22011","0","2201","22013","0","2022/09/22 5:00:00","9101003","-270","221","8","500","0","2816","101001"
"22112","22111","0","2211","22113","0","2022/09/23 5:00:00","0","-254","222","8","500","0","2816","0"
"22212","22211","0","2221","22213","0","2022/09/24 5:00:00","0","-309","223","8","500","0","2816","0"
"22312","22311","0","2231","22313","0","2022/09/25 5:00:00","0","-364","224","8","500","0","2816","0"
"22412","22411","0","2241","22413","0","2022/09/26 5:00:00","0","-419","225","8","500","0","2816","0"
"22512","22511","0","2251","22513","0","2022/09/27 5:00:00","0","-474","226","8","500","0","2816","0"
"22612","22611","0","2261","22613","0","2022/09/28 5:00:00","0","-529","227","8","500","0","2816","0"
"22712","22711","0","2271","22713","0","2022/09/29 5:00:00","9106603","-370","228","8","500","0","2816","106601"
"22812","22811","1","2281","22813","0","2022/09/30 5:00:00","0","-579","229","8","500","0","2816","0"
"22912","22911","0","2291","22913","0","2022/10/01 5:00:00","0","383","230","9","500","0","2816","0"
"23012","23011","0","2301","23013","0","2022/10/02 5:00:00","0","339","231","9","500","0","2816","0"
"23112","23111","0","2311","23113","0","2022/10/03 5:00:00","0","296","232","9","500","0","2816","0"
"23212","23211","0","2321","23213","0","2022/10/04 5:00:00","9102803","290","233","9","500","0","2816","102801"
"23312","23311","0","2331","23313","0","2022/10/05 5:00:00","0","253","234","9","500","0","2816","0"
"23412","23411","0","2341","23413","0","2022/10/06 5:00:00","0","210","235","9","500","0","2816","0"
"23512","23511","0","2351","23513","0","2022/10/07 5:00:00","0","167","236","9","500","0","2816","0"
"23612","23611","0","2361","23613","0","2022/10/08 5:00:00","0","200","237","9","500","0","2816","0"
"23712","23711","0","2371","23713","0","2022/10/09 5:00:00","0","180","238","9","500","0","2816","0"
"23812","23811","0","2381","23813","0","2022/10/10 5:00:00","9100803","130","239","9","500","0","2816","100801"
"23912","23911","0","2391","23913","0","2022/10/11 5:00:00","0","125","240","9","500","0","2816","0"
"24012","24011","0","2401","24013","0","2022/10/12 5:00:00","0","83","241","9","500","0","2816","0"
"24112","24111","0","2411","24113","0","2022/10/13 5:00:00","0","100","242","9","500","0","2816","0"
"24212","24211","0","2421","24213","0","2022/10/14 5:00:00","0","80","243","9","500","0","2816","0"
"24312","24311","0","2431","24313","0","2022/10/15 5:00:00","0","41","244","9","500","0","2816","0"
"24412","24411","0","2441","24413","0","2022/10/16 5:00:00","0","-1","245","9","500","0","2816","0"
"24512","24511","0","2451","24513","0","2022/10/17 5:00:00","0","-43","246","9","500","0","2816","0"
"24612","24611","0","2461","24613","0","2022/10/18 5:00:00","0","10","247","9","500","0","2816","0"
"24712","24711","0","2471","24713","0","2022/10/19 5:00:00","0","-10","248","9","500","0","2816","0"
"24812","24811","0","2481","24813","0","2022/10/20 5:00:00","0","-10","249","9","500","0","2816","0"
"24912","24911","0","2491","24913","0","2022/10/21 5:00:00","0","-40","250","9","500","0","2816","0"
"25012","25011","0","2501","25013","0","2022/10/22 5:00:00","0","-85","251","9","500","0","2816","0"
"25112","25111","0","2511","25113","0","2022/10/23 5:00:00","0","-127","252","9","500","0","2816","0"
"25212","25211","0","2521","25213","0","2022/10/24 5:00:00","9104903","-130","253","9","500","0","2816","104901"
"25312","25311","0","2531","25313","0","2022/10/25 5:00:00","9104703","-270","254","9","500","0","2816","104701"
"25412","25411","0","2541","25413","0","2022/10/26 5:00:00","0","-169","255","9","500","0","2816","0"
"25512","25511","0","2551","25513","0","2022/10/27 5:00:00","0","-211","256","9","500","0","2816","0"
"25612","25611","0","2561","25613","0","2022/10/28 5:00:00","0","-253","257","9","500","0","2816","0"
"25712","25711","0","2571","25713","0","2022/10/29 5:00:00","0","-295","258","9","500","0","2816","0"
"25812","25811","0","2581","25813","0","2022/10/30 5:00:00","0","-337","259","9","500","0","2816","0"
"25912","25911","1","2591","25913","0","2022/10/31 5:00:00","0","-379","260","9","500","0","2816","0"
"26012","26011","0","2601","26013","0","2022/11/01 5:00:00","0","600","261","10","500","0","2816","0"
"26112","26111","0","2611","26113","0","2022/11/02 5:00:00","0","560","262","10","500","0","2816","0"
