72a4a74839e2a862b5279edbb2fbc85edafb519c1f02eeb0fb2f6a1d1ab2c8c5,71f6b4c183b4b0e398a65f4728f02832928dd04d7c99645c863987b489f8b5f9,fc5600b1428b5b036892485b433b106eb68ed2d4b47c022add7b1551edbf3694,f798703eaedac3168046aee797124b7d0378b03b75718da4479e434f3400030e,966fd77b996d69ad810654d17063374925eecc284f12cc7e03a462438ac82590,74058890b5aff68ad18f6dad3d6965e612369c382a1aa72d8a63e804722bd526,a0a22673ad2e82598ce78d5a854a11189d5b4981028397b16ee483e78646604b,3cb6d3109bd32603f24fda4dcfb8473f8cd88fa830168b818a2db8fea571dbb0,8cd0df91bf62abd4bbf757eca974bfcb26354c193d6a0f12c39b54c31e30dbc0,0ca91d50671b9acd67e8ad695de3b3c9cf1d7bb049995ff17fc24d69d84511a3,162b9233fdfc864e2249c191e32d2e2168262865afce9082ef4f63164e080a03,9fdd85048932cc274b2f8cdadd876a1b3c0ebb197761819b685ba90ed2c61b98
"1","300","32","1","5","320","1","1","1","1","1","101204"
"1","300","32","1","5","320","1","1","-1","1","1","101205"
"1","-1","32","1","5","320","1","1","-1","1","1","101206"
"1","300","32","1","6","330","1","1","3","1","1","101301"
"1","300","32","1","6","330","1","1","-1","1","1","101302"
"1","-1","32","1","6","330","1","1","-1","1","1","101303"
"1","300","32","1","5","330","1","1","3","1","1","101304"
"1","300","32","1","5","330","1","1","-1","1","1","101305"
"1","-1","32","1","5","330","1","1","-1","1","1","101306"
"1","300","32","1","6","340","1","1","3","1","1","101401"
"1","300","32","1","6","340","1","1","-1","1","1","101402"
"1","-1","32","1","6","340","1","1","-1","1","1","101403"
"1","300","32","1","5","340","1","1","3","1","1","101404"
"1","300","32","1","5","340","1","1","-1","1","1","101405"
"1","-1","32","1","5","340","1","1","-1","1","1","101406"
"1","300","32","1","6","350","1","1","3","1","1","101501"
"1","300","32","1","6","350","1","1","-1","1","1","101502"
"1","-1","32","1","6","350","1","1","-1","1","1","101503"
"1","300","32","1","5","350","1","1","3","1","1","101504"
"1","300","32","1","5","350","1","1","-1","1","1","101505"
"1","-1","32","1","5","350","1","1","-1","1","1","101506"
"1","310","32","1","6","360","1","1","5","1","1","101601"
"1","310","32","1","6","360","1","1","-1","1","1","101602"
"1","-1","32","1","6","360","1","1","-1","1","1","101603"
"1","310","32","1","5","360","1","1","5","1","1","101604"
"1","310","32","1","5","360","1","1","-1","1","1","101605"
"1","-1","32","1","5","360","1","1","-1","1","1","101606"
"1","310","32","1","6","380","1","1","5","1","1","101701"
"1","310","32","1","6","380","1","1","-1","1","1","101702"
"1","-1","32","1","6","380","1","1","-1","1","1","101703"
"1","310","32","1","5","380","1","1","5","1","1","101704"
"1","310","32","1","5","380","1","1","-1","1","1","101705"
"1","-1","32","1","5","380","1","1","-1","1","1","101706"
"1","310","32","1","6","400","1","1","5","1","1","101801"
"1","310","32","1","6","400","1","1","-1","1","1","101802"
"1","-1","32","1","6","400","1","1","-1","1","1","101803"
"1","310","32","1","5","400","1","1","5","1","1","101804"
"1","310","32","1","5","400","1","1","-1","1","1","101805"
"1","-1","32","1","5","400","1","1","-1","1","1","101806"
"1","310","33","1","6","400","1","1","5","1","1","111601"
"1","310","33","1","6","400","1","1","-1","1","1","111602"
"1","-1","33","1","6","400","1","1","-1","1","1","111603"
"1","310","33","1","5","400","1","1","5","1","1","111604"
"1","310","33","1","5","400","1","1","-1","1","1","111605"
"1","-1","33","1","5","400","1","1","-1","1","1","111606"
"1","310","33","1","6","450","1","1","5","1","1","111701"
"1","310","33","1","6","450","1","1","-1","1","1","111702"
"1","-1","33","1","6","450","1","1","-1","1","1","111703"
"1","310","33","1","5","450","1","1","5","1","1","111704"
"1","310","33","1","5","450","1","1","-1","1","1","111705"
"1","-1","33","1","5","450","1","1","-1","1","1","111706"
"1","310","33","1","6","500","1","1","5","1","1","111801"
"1","310","33","1","6","500","1","1","-1","1","1","111802"
"1","-1","33","1","6","500","1","1","-1","1","1","111803"
"1","310","33","1","5","500","1","1","5","1","1","111804"
"1","310","33","1","5","500","1","1","-1","1","1","111805"
"1","-1","33","1","5","500","1","1","-1","1","1","111806"
