f09f4667abf173e6376841dfb908ee66939483b28829e074239c2a47cf0449cc,a001bf792fed72d704e004ec841b3f192d697696bd536a972088e68fc6a8032c,63b2d7be7fba3e6b9b8c90701bbe8caae7838347ea158b96705f3b2ed9bb0857,dbeb023049133de630c4832a26fcc9aa652d86f8b1c32b7a32f6411a016262b3,5f7407858647f8073991117fc87c3e8c9ba05cb3da8687589b102441103b76fd,7ecd514cbcea260920fa329e53561351c36745b4e1779904e990c4826d54f100,1ab8a0e643860f7e864d9ffa44389c1ddc0495d0282149b65e6c7b6793e8bff9,e529b7be7cbb229195b1e51557d96a41da4eecdcf379e1d5b46a27cbc03b430b,76dc38b05641a9cdfb75af90332d4c9305a2df5a59067d52ba9efc345acb7eda,587ad8228f7a1875e9a773f72696c3620df16af5fe8fe7d8377fad9068a11d61,c9985ca3e3b85e00ba9fa1351d0e9eb985c1c33619d93caca97d40cf70c92113,10703462629b7b26a56835461a42287b27065be9a189638a3777a3be93198de8,5f62240c2df41ad2e599a6336b117e1ec06bd36b25fb43a58ca146e7e61de84e,be5685ae948d4a4dd9326de90415592cb5d33d50aba5b67c888efc25e475d31f,14a435193ec16d55c3d31f9cfdf3bb71390b5f01fec4b3eb60018f6853a94afe,dba6b7d39e8372c4d0061e32e18fd8a6a60a4647ae099d49aa15456db3008c43,b5553287418a7d6e3db4343c497fb6b37680e3dcce34bffa03a95b8b20aa7a7e,7481db04c7568a2046b0fe6129314ddd20e3bb3638cbc1f4449aa48e2cbb4e30
"72","10400","0","8","0","0","91002","0","10400","0","0","0","0","0","0","0","15","0"
"73","10500","0","8","0","0","91002","0","10500","0","0","0","0","0","0","0","15","0"
"74","10600","0","8","0","0","91002","0","10600","0","0","0","0","0","0","0","15","0"
"75","10700","0","8","0","0","91002","0","10700","0","0","0","0","0","0","0","15","0"
"76","10800","0","8","0","0","91002","0","10800","0","0","0","0","0","0","0","15","0"
"77","10900","0","8","0","0","91002","0","10900","0","0","0","0","0","0","0","15","0"
"78","11000","0","8","0","0","91002","0","11000","0","0","0","0","0","0","0","15","0"
"79","11100","0","8","0","0","91002","0","11100","0","0","0","0","0","0","0","15","0"
"80","11200","0","8","0","0","91002","0","11200","0","0","0","0","0","0","0","15","0"
"81","11300","0","8","0","0","91002","0","11300","0","0","0","0","0","0","0","15","0"
"82","11400","0","8","0","0","91002","0","11400","0","0","0","0","0","0","0","15","0"
"83","11500","0","8","0","0","91002","0","11500","0","0","0","0","0","0","0","15","0"
"84","11600","0","8","0","0","91002","0","11600","0","0","0","0","0","0","0","15","0"
"85","11700","0","8","0","0","91002","0","11700","0","0","0","0","0","0","0","15","0"
"86","11800","0","8","0","0","91002","0","11800","0","0","0","0","0","0","0","15","0"
"87","11900","0","8","0","0","91002","0","11900","0","0","0","0","0","0","0","15","0"
"88","12000","0","8","0","0","91002","0","12000","0","0","0","0","0","0","0","15","0"
"89","12100","0","8","0","0","91002","0","12100","0","0","0","0","0","0","0","15","0"
"90","12200","0","8","0","0","91002","0","12200","0","0","0","0","0","0","0","15","0"
"91","12300","0","8","0","0","91002","0","12300","0","0","0","0","0","0","0","15","0"
"92","12400","0","8","0","0","91002","0","12400","0","0","0","0","0","0","0","15","0"
"93","12500","0","8","0","0","91002","0","12500","0","0","0","0","0","0","0","15","0"
"94","12600","0","8","0","0","91002","0","12600","0","0","0","0","0","0","0","15","0"
"95","12700","0","8","0","0","91002","0","12700","0","0","0","0","0","0","0","15","0"
"96","12800","0","8","0","0","91002","0","12800","0","0","0","0","0","0","0","15","0"
"97","12900","0","8","0","0","91002","0","12900","0","0","0","0","0","0","0","15","0"
"98","13000","0","8","0","0","91002","0","13000","0","0","0","0","0","0","0","15","0"
"99","13100","0","8","0","0","91002","0","13100","0","0","0","0","0","0","0","15","0"
"100","13200","0","8","0","0","91002","0","13200","0","0","0","0","0","0","0","15","0"
"101","13300","0","8","0","0","91002","0","13300","0","0","0","0","0","0","0","15","0"
"102","13400","0","8","0","0","91002","0","13400","0","0","0","0","0","0","0","15","0"
"103","13500","0","8","0","0","91002","0","13500","0","0","0","0","0","0","0","15","0"
"104","13600","0","8","0","0","91002","0","13600","0","0","0","0","0","0","0","15","0"
"105","13700","0","8","0","0","91002","0","13700","0","0","0","0","0","0","0","15","0"
"106","13800","0","8","0","0","91002","0","13800","0","0","0","0","0","0","0","15","0"
"107","13900","0","8","0","0","91002","0","13900","0","0","0","0","0","0","0","15","0"
"108","14000","0","8","0","0","91002","0","14000","0","0","0","0","0","0","0","15","0"
"109","14100","0","8","0","0","91002","0","14100","0","0","0","0","0","0","0","15","0"
"110","14200","0","8","0","0","91002","0","14200","0","0","0","0","0","0","0","15","0"
"111","14300","0","8","0","0","91002","0","14300","0","0","0","0","0","0","0","15","0"
"112","14400","0","8","0","0","91002","0","14400","0","0","0","0","0","0","0","15","0"
"113","14500","0","8","0","0","91002","0","14500","0","0","0","0","0","0","0","15","0"
"114","14600","0","8","0","0","91002","0","14600","0","0","0","0","0","0","0","15","0"
"115","14700","0","8","0","0","91002","0","14700","0","0","0","0","0","0","0","15","0"
"116","14800","0","8","0","0","91002","0","14800","0","0","0","0","0","0","0","15","0"
"117","14900","0","8","0","0","91002","0","14900","0","0","0","0","0","0","0","15","0"
"118","15000","0","8","0","0","91002","0","15000","0","0","0","0","0","0","0","15","0"
