8f74382dd42d960505f36419a1b233db7efeb15191825b8d32c2849b7a716f78,409a20a7d3a6da6c7e0ab9393325455d63a4bc3090c3d6c1cd0afc6e20134db3,e6ef342780b241bebbfbe3826f9932dae1c8f9849cc4bad88666d0742c5459ed,5e15812bfb30d7b048ee5a853714f38df67d38aa29cfe727630453353a33cf9c,2f59043a707ebd46660081d0d1461283b5c084fda03f1e58f6ccd1590fe717db,344f1269ff9fd11de0d642d6bb891b0f6a784abc59b43129f7e1ef56ddfadb21,01d506a381d49eae0d3cdd5dd9486371577f9336c4ddd19651e2988a4132befd,8665b62eb75468e7c831bd9259fcfb0aa4d3a4739fdf00448521b510a233ca70
"0","31_hiyori_gu","勝つとアルファルピ×3000\n負けるとアルファルピ×1000","100101","0","グー！！！","11101","11101"
"0","32_rei_choki","勝つとアルファルピ×3000\n負けるとアルファルピ×1000","100301","0","チョキにしよう","11102","11102"
"0","33_yui_pa","勝つとアルファルピ×3000\n負けるとアルファルピ×1000","100201","0","パーにしようかな","11103","11103"
"0","101_chest_shizuru","アルファルピ×2000","193001","0","弟くん\nこっちこっち♪","11111","11111"
"0","102_chest_rino","★1～3迷宮遺物×１","193001","0","お兄ちゃん\nこっちですよ♪","11112","11112"
"0","111_tomo_run","アルファルピ×2000","103701","0","ミクマ流の\n剣技にかけて！","11121","11121"
"0","112_jun_run","ジュンが仲間になる\n＋オールランダムサイン×2～4","104701","0","ここは私たちに\n任せて！","11122","11122"
"0","41_matsuri_guts","バトルマス(NORMAL)の\n敵に挑戦する\n＋アルファルピ×400","100501","0","腕試しッス！","11131","11131"
"0","42_chris_cool","バトルマス(EXTREME)の\n敵に挑戦する\n＋アルファルピ×600","107101","0","強敵との戦いは心躍る！","11132","11132"
"0","41_matsuri_guts","バトルマス(NORMAL)の\n敵に挑戦する\n＋アルファルピ×500","100501","0","腕試しッス！","11171","11171"
"0","42_chris_cool","バトルマス(EXTREME)の\n敵に挑戦する\n＋アルファルピ×750","107101","0","強敵との戦いは心躍る！","11172","11172"
"0","41_matsuri_guts","バトルマス(NORMAL)の\n敵に挑戦する\n＋アルファルピ×200","100501","0","腕試しッス！","11181","11181"
"0","42_chris_cool","バトルマス(EXTREME)の\n敵に挑戦する\n＋アルファルピ×300","107101","0","強敵との戦いは心躍る！","11182","11182"
"0","41_matsuri_guts","バトルマス(NORMAL)の\n敵に挑戦する\n＋アルファルピ×300","100501","0","腕試しッス！","11191","11191"
"0","42_chris_cool","バトルマス(EXTREME)の\n敵に挑戦する\n＋アルファルピ×450","107101","0","強敵との戦いは心躍る！","11192","11192"
"0","41_matsuri_guts","バトルマス(NORMAL)の\n敵に挑戦する\n＋アルファルピ×400","100501","0","腕試しッス！","11201","11201"
"0","42_chris_cool","バトルマス(EXTREME)の\n敵に挑戦する\n＋アルファルピ×600","107101","0","強敵との戦いは心躍る！","11202","11202"
"0","41_matsuri_guts","バトルマス(NORMAL)の\n敵に挑戦する\n＋アルファルピ×500","100501","0","腕試しッス！","11211","11211"
"0","42_chris_cool","バトルマス(EXTREME)の\n敵に挑戦する\n＋アルファルピ×750","107101","0","強敵との戦いは心躍る！","11212","11212"
"0","41_matsuri_guts","バトルマス(NORMAL)の\n敵に挑戦する\n＋アルファルピ×200","100501","0","腕試しッス！","11221","11221"
"0","42_chris_cool","バトルマス(EXTREME)の\n敵に挑戦する\n＋アルファルピ×300","107101","0","強敵との戦いは心躍る！","11222","11222"
"0","41_matsuri_guts","バトルマス(NORMAL)の\n敵に挑戦する\n＋アルファルピ×300","100501","0","腕試しッス！","11231","11231"
"0","42_chris_cool","バトルマス(EXTREME)の\n敵に挑戦する\n＋アルファルピ×450","107101","0","強敵との戦いは心躍る！","11232","11232"
"0","41_matsuri_guts","バトルマス(NORMAL)の\n敵に挑戦する\n＋アルファルピ×400","100501","0","腕試しッス！","11241","11241"
"0","42_chris_cool","バトルマス(EXTREME)の\n敵に挑戦する\n＋アルファルピ×600","107101","0","強敵との戦いは心躍る！","11242","11242"
"0","41_matsuri_guts","バトルマス(NORMAL)の\n敵に挑戦する\n＋アルファルピ×500","100501","0","腕試しッス！","11251","11251"
"0","42_chris_cool","バトルマス(EXTREME)の\n敵に挑戦する\n＋アルファルピ×750","107101","0","強敵との戦いは心躍る！","11252","11252"
"0","41_matsuri_guts","バトルマス(NORMAL)の\n敵に挑戦する\n＋アルファルピ×200","100501","0","腕試しッス！","11261","11261"
"0","42_chris_cool","バトルマス(EXTREME)の\n敵に挑戦する\n＋アルファルピ×300","107101","0","強敵との戦いは心躍る！","11262","11262"
"0","41_matsuri_guts","バトルマス(NORMAL)の\n敵に挑戦する\n＋アルファルピ×300","100501","0","腕試しッス！","11271","11271"
"0","42_chris_cool","バトルマス(EXTREME)の\n敵に挑戦する\n＋アルファルピ×450","107101","0","強敵との戦いは心躍る！","11272","11272"
"0","41_matsuri_guts","バトルマス(NORMAL)の\n敵に挑戦する\n＋アルファルピ×400","100501","0","腕試しッス！","11281","11281"
"0","42_chris_cool","バトルマス(EXTREME)の\n敵に挑戦する\n＋アルファルピ×600","107101","0","強敵との戦いは心躍る！","11282","11282"
"0","41_matsuri_guts","バトルマス(NORMAL)の\n敵に挑戦する\n＋アルファルピ×500","100501","0","腕試しッス！","11291","11291"
"0","42_chris_cool","バトルマス(EXTREME)の\n敵に挑戦する\n＋アルファルピ×750","107101","0","強敵との戦いは心躍る！","11292","11292"
"0","41_matsuri_guts","バトルマス(NORMAL)の\n敵に挑戦する\n＋アルファルピ×200","100501","0","腕試しッス！","11301","11301"
"0","42_chris_cool","バトルマス(EXTREME)の\n敵に挑戦する\n＋アルファルピ×300","107101","0","強敵との戦いは心躍る！","11302","11302"
"0","41_matsuri_guts","バトルマス(NORMAL)の\n敵に挑戦する\n＋アルファルピ×300","100501","0","腕試しッス！","11311","11311"
"0","42_chris_cool","バトルマス(EXTREME)の\n敵に挑戦する\n＋アルファルピ×450","107101","0","強敵との戦いは心躍る！","11312","11312"
"0","41_matsuri_guts","バトルマス(NORMAL)の\n敵に挑戦する\n＋アルファルピ×400","100501","0","腕試しッス！","11321","11321"
"0","42_chris_cool","バトルマス(EXTREME)の\n敵に挑戦する\n＋アルファルピ×600","107101","0","強敵との戦いは心躍る！","11322","11322"
"0","41_matsuri_guts","バトルマス(NORMAL)の\n敵に挑戦する\n＋アルファルピ×500","100501","0","腕試しッス！","11331","11331"
"0","42_chris_cool","バトルマス(EXTREME)の\n敵に挑戦する\n＋アルファルピ×750","107101","0","強敵との戦いは心躍る！","11332","11332"
"0","41_matsuri_guts","バトルマス(NORMAL)の\n敵に挑戦する\n＋アルファルピ×200","100501","0","腕試しッス！","11341","11341"
"0","42_chris_cool","バトルマス(EXTREME)の\n敵に挑戦する\n＋アルファルピ×300","107101","0","強敵との戦いは心躍る！","11342","11342"
"0","41_matsuri_guts","バトルマス(NORMAL)の\n敵に挑戦する\n＋アルファルピ×300","100501","0","腕試しッス！","11351","11351"
"0","42_chris_cool","バトルマス(EXTREME)の\n敵に挑戦する\n＋アルファルピ×450","107101","0","強敵との戦いは心躍る！","11352","11352"
"0","41_matsuri_guts","バトルマス(NORMAL)の\n敵に挑戦する\n＋アルファルピ×400","100501","0","腕試しッス！","11361","11361"
"0","42_chris_cool","バトルマス(EXTREME)の\n敵に挑戦する\n＋アルファルピ×600","107101","0","強敵との戦いは心躍る！","11362","11362"
"0","41_matsuri_guts","バトルマス(NORMAL)の\n敵に挑戦する\n＋アルファルピ×500","100501","0","腕試しッス！","11371","11371"
"0","42_chris_cool","バトルマス(EXTREME)の\n敵に挑戦する\n＋アルファルピ×750","107101","0","強敵との戦いは心躍る！","11372","11372"
"0","51_ruka_fishing","50％で★1迷宮遺物×1\nさらに次のイベントへ","105601","0","のんびり\n釣りでもしようか","13141","13141"
"0","91_peko_guts","50％で次のイベントへ","105801","0","みんなで\n料理を作りましょう☆","13151","13151"
"0","61_inori_guts","50％でアルファルピ×2000\nさらに次のイベントへ","106601","0","やってやるですよ！","13161","13161"
"0","52_ruka_fishing","25％で★2迷宮遺物×1\nさらに次のイベントへ","105601","0","もう一回挑戦だ！","23141","23141"
"1","92_peko_guts","50％で次のイベントへ","105801","0","まだまだ\n食べ足りません☆","23151","23151"
"0","92_kyaru_sad","ランダムなロールの\nランダムサイン×2","106001","0","それくらいで\nいいんじゃない？","23152","23152"
"1","62_inori_guts","50％でアルファルピ×4000\nさらに次のイベントへ","106601","2000","今日はツイてるです！","23161","23161"
"0","62_ayumi_sad","挑戦終了","105501","0","もうこの辺で……","23162","23162"
"0","53_ruka_fishing","10％で★3迷宮遺物×1","105601","0","最後にもうひと勝負！","33141","33141"
"1","93_peko_guts","50％でオールセレクトサイン×２","105801","0","えへへ～\nもうちょっとだけ……","33151","33151"
"0","93_kyaru_anger","ランダムなロールの\nセレクトサイン×2","106001","0","そんなに\n食べきれないでしょ！","33152","33152"
"1","63_inori_guts","50％でアルファルピ×8000","106601","4000","今日のあたしは\n負け知らずです！","33161","33161"
"0","63_ayumi_worry","挑戦終了","105501","0","そろそろやめた方が……","33162","33162"
