747adf985b8e274f20f4fceb3eb409b8a334f9720dd76043b6cf9f0993cb3f6a,9c17f9a5a12c16e629aee38ef77b10d48ba35676d7cde822b1f0f328876e6f6b,47851471880fe9137d3865d9ac4fbfb2b77f633ed0f5a69601aa221ec437ccbb,599ed16f4949c0603e3b6a779a51f8d638f68266b702d2ca27deaddefcf86496,021cc9b6594b29d38db2e87f4a49a6fd2969df341325696ca9134ad712fa6f02,5d412987f01311c34d7c3d46c836ea18924199c6387f00aa39241e520538be5f,4179fa1258742019f4be0664c34b25286d94cf57858aefa2d855c407a6d38b7e,606630ab10aecc25b86f31814b5e36f487f14dfe78b42b1c2a653f0a03a74af7,d164e2ed3ec24dae102de4e33865aeec9e603a64c6f2715c28c095add5c09dd6,bd616a06153cdb2ea89ba4c9c567b8b02613c2efae73016f4a75b245b000fed5
"頑固者","0","世間知らず","0","料理人","2130008","貧乏人","0","0","1"
"原","0","床","0","尾","2130009","病","0","0","1"
"西","0","南","0","北","2130011","東","0","0","1"
"居間","0","台所","0","納戸","2130014","トイレ","0","0","1"
"六","0","九","0","八","2130015","七","0","0","1"
"ギター","0","三味線","0","ピアノ","2130016","琴","0","0","1"
"千変万化","0","天衣無法","0","馬耳東風","2130018","再三再四","0","0","1"
"貴重","0","格下","0","穀物","2130019","貢献","0","0","1"
"金券","0","掛軸","0","木刀","2130020","貝殻","0","0","1"
"無芸大食","0","羊頭苦肉","0","汚名返上","2130021","器用貧乏","0","0","1"
"夏","0","秋","0","冬","2130022","春","0","0","1"
"チュウ","0","ハン","0","タン","2130023","ホン","0","0","1"
"サン","0","タン","0","コン","2130024","イツ","0","0","1"
"キン","0","シン","0","テン","2130025","イン","0","0","1"
"木伊乃","0","木乃伊","0","乃伊木","2130026","伊乃木","0","0","1"
"ちょうおんとう","0","ぬるまゆ","0","ねっとう","2130027","さらゆ","0","0","1"
"口風琴","0","自鳴琴","0","鉄琴","2130028","手風琴","0","0","1"
"線描","0","素描","0","寸描","2130029","点描","0","0","1"
"不注意","0","用心しすぎ","0","平凡","2130030","大胆","0","0","1"
"麻雀","0","囲碁","0","双六","2130031","将棋","0","0","1"
"食事","0","釣り","0","女性","2130033","賭け事","0","0","1"
"鯵","0","鰯","0","鰹","2130034","鮪","0","0","1"
"突然のチャンス","0","良いときの邪魔者","0","災難続き","2130035","悪いときの助け船","0","0","1"
"薔薇","0","蓮","0","百合","2130036","菊","0","0","1"
"梅","0","菊","0","松","2130037","桜","0","0","1"
"いっき","0","いちる","0","いっぺん","2130039","いちまつ","0","0","1"
"生け花","0","サイコロ博打","0","指圧","2130041","タコ漁","0","0","1"
"カエル","0","クモ","0","ヤモリ","2130044","カマキリ","0","0","1"
"ネコ","0","カラス","0","スズムシ","2130045","カエル","0","0","1"
"居候","0","江戸っ子","0","武士","2130046","盗人","0","0","1"
"カモ","0","キジ","0","サギ","2130047","カラス","0","0","1"
"草","0","苔","0","芽","2130048","カビ","0","0","1"
"ずいし","0","すいこう","0","すいさつ","2130049","ついかく","0","0","1"
"車","0","翼","0","獅子","2130050","刀","0","0","1"
"酢をつける","0","味噌をつける","0","辛子をつける","2130052","塩をつける","0","0","1"
"筆いね","0","筆まめ","0","筆あわ","2130053","筆むぎ","0","0","1"
"あまねく","0","ようやく","0","ことごとく","2130054","しばらく","0","0","1"
"詩","0","詩人","0","詩を書く","2130055","詩集","0","0","1"
"あけび","0","いちじく","0","ざくろ","2130058","びわ","0","0","1"
"ぜんまい","0","うど","0","つくし","2130059","わらび","0","0","1"
"おみなえし","0","かきつばた","0","さるすべり","2130061","しょうぶ","0","0","1"
"ディープエターナル＝ディヴァイダー","0","エターナルアビス＝ディヴァイダー","0","エターナルアビス＝エアスラッシャー","2131001","ディープエターナル＝エアスラッシャー","0","0","1"
"アビステクノロジー・ヘルコード","0","ギアスアポクリフォ・タイラントコード","0","ギアスグリモワール・ナンバーオブサタン","2131002","アポカリプスコード・スリーシックス","0","0","1"
"百点満点","0","百面相","0","百人一首","2131003","百貨店","0","0","1"
"お仕事","0","推し事","0","愛言葉","2131004","胸の内","0","0","1"
"ファイト","0","キャンプ","0","マラソン","2131005","クルーズ","0","0","1"
"ヤゴ","0","オタマジャクシ","0","ゲンゴロウ","2210001","アオダイショウ","0","0","1"
"しっぽ","0","角","0","耳","2210003","翼","0","0","1"
"サンゴ","0","イナゴ","0","ロンゴ","2210004","ダンゴ","0","0","1"
"コウノトリ","0","カラス","0","オウム","2210005","ペリカン","0","0","1"
"オニオン","0","ジンジャー","0","ターメリック","2210006","ガーリック","0","0","1"
"ドリアン","0","アボカド","0","ランブータン","2210007","マンゴー","0","0","1"
"パール","0","パクチー","0","パーシー","2210008","パンジー","0","0","1"
"ハクサイ","0","ニンジン","0","キュウリ","2210009","ピーマン","0","0","1"
"鳥類","0","魚類","0","は虫類","2210011","哺乳類","0","0","1"
"慣れ","0","免疫","0","自己防衛","2210012","罷免","0","0","1"
"口","0","耳","0","目","2210013","鼻","0","0","1"
"イヌ科","0","イタチ科","0","ネコ科","2210015","リス科","0","0","1"
"おじいさん","0","お母さん","0","おばあさん","2210016","お父さん","0","0","1"
"耳","0","鼻","0","目","2210018","口","0","0","1"
"アユ","0","サケ","0","コイ","2210019","サバ","0","0","1"
"ヒツジ","0","ラクダ","0","ゴリラ","2210020","パンダ","0","0","1"
"ライオン","0","チーター","0","トラ","2210021","ダチョウ","0","0","1"
"キツツキ","0","オウム","0","フクロウ","2210022","カッコウ","0","0","1"
"物知らず","0","親知らず","0","八重歯","2210024","情知らず","0","0","1"
"コウノトリ","0","クジャク","0","ライチョウ","2210025","フラミンゴ","0","0","1"
"タカアシガニ","0","タラバガニ","0","モクズガニ","2210026","ズワイガニ","0","0","1"
"レモン糖","0","ブドウ糖","0","イチゴ糖","2210027","ミカン糖","0","0","1"
"シイタケ","0","ソデタケ","0","マイタケ","2210029","マツタケ","0","0","1"
"キャビア","0","トリュフ","0","ナツメグ","2210030","フォアグラ","0","0","1"
"解体動物","0","軟体動物","0","変体動物","2210032","剛体動物","0","0","1"
"レタス","0","ピーマン","0","キャベツ","2210034","モヤシ","0","0","1"
"なたまめ","0","そらまめ","0","くろまめ","2210035","えんどうまめ","0","0","1"
"ヒラメ筋","0","上腕二頭筋","0","上腕五頭筋","2210037","上腕一頭筋","0","0","1"
"黄","0","赤","0","緑","2210040","青","0","0","1"
"5匹","0","1匹","0","10匹","2210041","20匹","0","0","1"
"前脚","0","耳","0","尻尾","2210042","鼻","0","0","1"
"湖","0","海","0","池","2210045","川","0","0","1"
"首が360度回る","0","くちばしが膨らむ","0","木をつついて穴をあける","2210046","地上を高速で走る","0","0","1"
"ペンション","0","貝","0","小石","2210047","サンゴ","0","0","1"
"サザンカ","0","サクラ","0","キク","2210048","アサガオ","0","0","1"
"くしゃみ","0","いびき","0","あくび","2210049","しゃっくり","0","0","1"
"頭あい骨","0","頭がい骨","0","頭こう骨","2210050","頭とう骨","0","0","1"
"46℃前後","0","36℃前後","0","56℃前後","2210051","26℃前後","0","0","1"
"カマドウマ","0","カメレオン","0","ハンミョウ","2210052","キリギリス","0","0","1"
"タバスコウオ","0","サンショウウオ","0","シチミトウガラシウオ","2210054","コショウウオ","0","0","1"
"ツキノワグマ","0","クマゲラ","0","ヒグマ","2210056","ホッキョクグマ","0","0","1"
"すっぱい","0","あつい","0","あまい","2210057","にがい","0","0","1"
"トンボ","0","ホタル","0","ハチ","2210058","セミ","0","0","1"
"ホットドッグ","0","ブルドッグ","0","アメリカンドッグ","2210059","ソルティドッグ","0","0","1"
"ツツジ","0","イチョウ","0","ハゼノキ","2210060","モミジ","0","0","1"
"キョウカ","0","ユニ","0","ミミ","2211001","ミソギ","0","0","1"
"～であーる","0","～ッス","0","～だぴょん♪","2211002","～ガオッ","0","0","1"
"コッコロ","0","キャル","0","シェフィ","2211003","ぺコリーヌ","0","0","1"
"イオせんせー","0","ちゃんイオ","0","イオ殿","2211004","イオっち","0","0","1"
"クリア","0","ミソラ","0","プレシア","2211005","リリ","0","0","1"
"このみ","0","くまのみ","0","ゆのみ","2220001","やしのみ","0","0","1"
"アジサイ","0","サザンカ","0","アサガオ","2220002","タンポポ","0","0","1"
"6本","0","8本","0","12本","2220005","10本","0","0","1"
"ミカン科","0","ナス科","0","ウリ科","2220006","バラ科","0","0","1"
"トノガメ","0","オサガメ","0","ババガメ","2220007","ジジガメ","0","0","1"
"パイナップル","0","キーウィ","0","マンゴー","2220008","パパイヤ","0","0","1"
"カミ","0","アシ","0","カカト","2220009","ミミ","0","0","1"
"血液を作る","0","役に立っていない","0","解毒の機能がある","2220010","食べ物を消化する","0","0","1"
"チンパンジー","0","ニホンザル","0","オランウータン","2220012","ゴリラ","0","0","1"
"クツワムシ","0","スズムシ","0","クワガタムシ","2220015","マツムシ","0","0","1"
"アマゾネスオオカブト","0","ヘラクレスオオカブト","0","ペルセウスオオカブト","2220016","アキレスオオカブト","0","0","1"
"3つ","0","4つ","0","分かれていない","2220017","2つ","0","0","1"
"ヒグマ","0","ホッキョクグマ","0","アメリカクロクマ","2220018","ツキノワグマ","0","0","1"
"テントウムシ","0","カマキリ","0","セミ","2220019","クワガタ","0","0","1"
"貯頬","0","頬袋","0","頬冠","2220020","肌頬","0","0","1"
"カノコユリ","0","コチョウラン","0","ボタンキンバイ","2220021","ベニバナクサギ","0","0","1"
"心房","0","細胞","0","棍棒","2220022","脂肪","0","0","1"
"バッタ","0","コオロギ","0","アリ","2220023","キリギリス","0","0","1"
"サメ","0","フグ","0","シャチ","2220024","アンコウ","0","0","1"
"め","0","く","0","て","2220025","い","0","0","1"
"イカ","0","クラゲ","0","タコ","2220026","ウニ","0","0","1"
"イカ","0","ウニ","0","タコ","2220027","クラゲ","0","0","1"
"羊","0","牛","0","ラクダ","2220028","犬","0","0","1"
"うさぎ","0","さなぎ","0","さかき","2220030","なぎさ","0","0","1"
"カメレオン","0","ワニ","0","カバ","2220031","ヘビ","0","0","1"
"チンパンジー","0","マントヒヒ","0","オランウータン","2220033","ゴリラ","0","0","1"
"カナブン","0","クワガタ","0","カマキリ","2220034","カブトムシ","0","0","1"
"7週間後","0","7年後","0","7日後","2220038","7ヵ月後","0","0","1"
"アジサイ","0","ウメ","0","コスモス","2220040","ヒマワリ","0","0","1"
"頭","0","足","0","腰","2220042","手","0","0","1"
"和名","0","学名","0","実名","2220043","本名","0","0","1"
"モモ・サピエンス","0","ホモ・サピエンス","0","イモ・アジエンス","2220044","ホモ・アジエンス","0","0","1"
"カブトムシ","0","トンボ","0","スズムシ","2220046","セミ","0","0","1"
"束子植物","0","種子植物","0","芥子植物","2220047","硝子植物","0","0","1"
"毛頭血管","0","毛細血管","0","毛深血管","2220048","毛様血管","0","0","1"
"両生類","0","貝類","0","魚類","2220049","鳥類","0","0","1"
"カニ","0","クラゲ","0","フジツボ","2220050","エビ","0","0","1"
"ヤマアラシ","0","アルマジロ","0","オオアリクイ","2220051","ハリネズミ","0","0","1"
"脂質","0","水","0","炭水化物","2220052","たんぱく質","0","0","1"
"スズメ","0","ライチョウ","0","カワセミ","2220054","カッコウ","0","0","1"
"骨","0","皮膚","0","脂肪","2220056","毛","0","0","1"
"泌尿器","0","呼吸器","0","消化器","2220057","循環器","0","0","1"
"イカ","0","ウニ","0","エビ","2220058","タコ","0","0","1"
"法子","0","胞子","0","奉仕","2220059","法師","0","0","1"
"マツタケ","0","シメジ","0","ナメコ","2220060","マイタケ","0","0","1"
"リリ","0","ミミ","0","イノリ","2221001","キョウカ","0","0","1"
"トライロッカー","0","トラタイガー","0","トラライオン","2221002","タラトイガー","0","0","1"
"ぺんぺこりん","0","ぺんぽこりん","0","ぷんぽこりん","2221003","ぽんこりん","0","0","1"
"ミサキ","0","ミヤコ","0","クルミ","2221004","トモ","0","0","1"
"ワニドロロ","0","ドロゲーター","0","タテマツリワニ","2221005","ワニゴン","0","0","1"
"アルガン","0","アルベド","0","アルキン","2230001","アルヘナ","0","0","1"
"トラベリング","0","シバリング","0","シャーリング","2230003","アイドリング","0","0","1"
"腎臓","0","膵臓","0","心臓","2230005","肝臓","0","0","1"
"ピーナッツ","0","ピーヘン","0","ピーチ","2230007","ピーラー","0","0","1"
"マウンティング","0","クラッタリング","0","ギャザリング","2230008","グルーミング","0","0","1"
"イヌザメ科","0","ネズミザメ科","0","イタチザメ科","2230010","ネコザメ科","0","0","1"
"ポピーマリー","0","ローズマリー","0","サンフラワーマリー","2230012","デイジーマリー","0","0","1"
"スリット","0","フランジ","0","ラチェット","2230013","レバー","0","0","1"
"フジ","0","アジサイ","0","シダレザクラ","2230014","スミレ","0","0","1"
"根","0","実","0","茎","2230015","葉","0","0","1"
"ミラクルフルーツ","0","ドラゴンフルーツ","0","パッションフルーツ","2230016","ジャックフルーツ","0","0","1"
"ホウレンソウ","0","ブロッコリー","0","チンゲンサイ","2230017","キャベツ","0","0","1"
"こんご","0","ぜいご","0","けいご","2230018","でいご","0","0","1"
"人間のほうが多い","0","同じ","0","個体によって違う","2230019","キリンのほうが多い","0","0","1"
"ジャコウクマ科","0","ジャコウネコ科","0","ジャコウウマ科","2230021","ジャコウイヌ科","0","0","1"
"セリ科","0","シソ科","0","イネ科","2230022","キク科","0","0","1"
"縞模様","0","白","0","赤","2230023","黒","0","0","1"
"ヌートリア","0","カピバラ","0","チンチラ","2230024","ビーバー","0","0","1"
"ドジョウ","0","ナマズ","0","マグロ","2230026","ウナギ","0","0","1"
"ヒマワリトンボ","0","ムギワラトンボ","0","タンポポトンボ","2230027","バナナトンボ","0","0","1"
"カブトムシ","0","カイコ","0","クワガタ","2230028","トンボ","0","0","1"
"鰆","0","鰻","0","鮪","2230029","山女魚","0","0","1"
"1つ","0","3つ","0","5つ","2230030","2つ","0","0","1"
"ホホジロザメ","0","シーラカンス","0","ミミックオクトパス","2230031","マンタ","0","0","1"
"侍帽筋","0","僧帽筋","0","王帽筋","2230032","兵帽筋","0","0","1"
"尾ひれ","0","うろこ","0","口","2230033","目","0","0","1"
"YY","0","XY","0","XZ","2230034","XX","0","0","1"
"7本","0","0本","0","23本","2230036","15本","0","0","1"
"スズキ","0","イトウ","0","タカハシ","2230037","サトウ","0","0","1"
"イヌ科","0","イタチ科","0","ネコ科","2230038","リス科","0","0","1"
"ブタ科","0","イヌ科","0","ジャコウネコ科","2230040","ネコ科","0","0","1"
"ヤゴ","0","ボウフラ","0","アリジゴク","2230043","イモムシ","0","0","1"
"カブトムシ","0","カマキリ","0","クワガタ","2230044","クモ","0","0","1"
"ふり返り","0","こむら返り","0","生き返り","2230045","おうむ返し","0","0","1"
"スミレ科","0","イネ科","0","ユリ科","2230046","ツツジ科","0","0","1"
"広葉樹","0","落葉樹","0","常緑樹","2230048","針葉樹","0","0","1"
"カロロフィル","0","クロロフィル","0","キロロフィル","2230049","ケロロフィル","0","0","1"
"ニワトリ","0","フクロウ","0","ハト","2230050","カッコウ","0","0","1"
"星見草","0","月見草","0","星夜草","2230051","月夜草","0","0","1"
"ウグイス貝","0","オウム貝","0","スズメ貝","2230052","カラス貝","0","0","1"
"カイカイ","0","アイアイ","0","ハイハイ","2230053","マイマイ","0","0","1"
"カツオ筋","0","ヒラメ筋","0","マグロ筋","2230055","アナゴ筋","0","0","1"
"石油","0","脂肪","0","夢","2230058","水","0","0","1"
"タヌキ","0","ネコ","0","キツネ","2230059","イヌ","0","0","1"
"ラッパー","0","ケッパー","0","アッパー","2230061","ペッパー","0","0","1"
"ノエルの淑女","0","聖女仮面","0","白銀マスク","2231001","マスク・ド・ジュン","0","0","1"
"コッコロ","0","アオイ","0","イリヤ","2231002","アヤネ","0","0","1"
"カスタネット","0","タンバリン","0","マラカス","2231003","太鼓","0","0","1"
"クロエ","0","ユニ","0","アオイ","2231004","チエル","0","0","1"
"ニノン","0","スズナ","0","キャル","2231005","エリコ","0","0","1"
"2","0","1","0","0.5","2310002","0","0","0","1"
"火星","0","月","0","水星","2310003","太陽","0","0","1"
"火星","0","土星","0","金星","2310005","水星","0","0","1"
"トルコ石","0","ルビー","0","真珠","2310006","エメラルド","0","0","1"
"寒帯低気圧","0","熱帯低気圧","0","乾燥帯低気圧","2310009","温帯低気圧","0","0","1"
"ミリバール","0","デシベル","0","キログラム","2310010","ヘクトパスカル","0","0","1"
"キログラム","0","カロリー","0","リットル","2310011","メートル","0","0","1"
"24","0","6","0","9","2310012","12","0","0","1"
"36時間","0","24時間","0","48時間","2310014","12時間","0","0","1"
"1kgの砂","0","すべて同じ","0","1kgの綿","2310015","1kgの鉄","0","0","1"
"1520分","0","1440分","0","1600分","2310016","1360分","0","0","1"
"E","0","M","0","W","2310017","N","0","0","1"
"黄夜","0","白夜","0","赤夜","2310018","黒夜","0","0","1"
"白","0","黒","0","ピンク","2310019","赤","0","0","1"
"60度","0","45度","0","90度","2310020","30度","0","0","1"
"ブルーホール","0","ブラックホール","0","ホワイトホール","2310021","レッドホール","0","0","1"
"360度","0","720度","0","540度","2310023","180度","0","0","1"
"22","0","21","0","23","2310024","20","0","0","1"
"泥の川","0","天の川","0","紀の川","2310025","湯の川","0","0","1"
"水素","0","質素","0","炭素","2310026","窒素","0","0","1"
"10メートル","0","0.01メートル","0","100メートル","2310027","0.1メートル","0","0","1"
"スパッツ","0","ヘルツ","0","ワッツ","2310028","ワルツ","0","0","1"
"ショール","0","スコール","0","イコール","2310030","クロール","0","0","1"
"人工衛星との衝突","0","隕石との衝突","0","地面からの爆発","2310031","ロケットとの衝突","0","0","1"
"165.24日","0","365.24日","0","465.24日","2310032","265.24日","0","0","1"
"約49.5日","0","約29.5日","0","約59.5日","2310034","約39.5日","0","0","1"
"割層","0","断層","0","高層","2310035","切層","0","0","1"
"酸化","0","沸騰","0","液化","2310036","爆発","0","0","1"
"寒点","0","氷点","0","冷点","2310037","固点","0","0","1"
"6キロ","0","2キロ","0","8キロ","2310038","4キロ","0","0","1"
"5050","0","0","0","-500","2310039","50","0","0","1"
"金環日食","0","皆既日食","0","全体日食","2310041","部分日食","0","0","1"
"反発","0","抵抗","0","対立","2310042","反抗","0","0","1"
"マイル","0","コイル","0","ネイル","2310043","ホイル","0","0","1"
"デシリットル","0","ミリメートル","0","キロリットル","2310044","ミリリットル","0","0","1"
"150","0","200","0","155","2310045","160","0","0","1"
"3－2","0","3×2","0","2＋3","2310047","3＋2","0","0","1"
"三日月","0","満月","0","新月","2310049","半月","0","0","1"
"銅","0","銭","0","鉄","2310051","銀","0","0","1"
"未絶体","0","半導体","0","中縁体","2310052","不導体","0","0","1"
"R波","0","P波","0","S波","2310053","Q波","0","0","1"
"米1合","0","水1リットル","0","1万円札で100万円","2310054","1円玉100枚","0","0","1"
"黒潮","0","干潮","0","満潮","2310056","赤潮","0","0","1"
"高さ","0","円周率","0","2","2310059","底辺","0","0","1"
"霰","0","霜","0","雹","2310060","雷","0","0","1"
"1100","0","1200","0","1000","2311001","1480","0","0","1"
"700","0","630","0","540","2311002","460","0","0","1"
"5400","0","6400","0","7980","2311003","1600","0","0","1"
"トーゴク","0","ランドソル","0","セントールス","2311004","オーマ","0","0","1"
"1150ルピ","0","1100ルピ","0","950ルピ","2311005","1000ルピ","0","0","1"
"180度","0","90度","0","360度","2320001","0度","0","0","1"
"7本","0","5本","0","9本","2320004","2本","0","0","1"
"キミレス","0","アンタレス","0","オイラレス","2320005","ボクレス","0","0","1"
"ゼミナール","0","ルミノール","0","ファール","2320006","ノネナール","0","0","1"
"600℃","0","6000℃","0","60000℃","2320008","60℃","0","0","1"
