a944911da193099a07b77899b7bdd529e249bf78203fb7834b6e74821e0cdf44,680a36c9e757ffd1399ba7a6405c0d4b8f775b1da16ba73d3b951c3276521c0f,203cb43e1619049ead2efb07a91000b2a0d2d4cc95368a7a540c53f28440e9eb,6930305c3b772b3849205f366508df0c47405cd3842a21b9aabd801948310539,d37583f9fc012884a60d9c510196558cbc2ee882d3610105b6065392802977e8,82b72c9def92cfb9c5345cd438195b593b7e955bdf4ae528edce682ae12ba99c,a0cd1d93a06023995f4a8f18877a15ec5314340d4e38c07d3f26f59edf4b4b65,11bb32e49541e556afb946f078b23f78721a0c1b817427677f71c6e37cedba27,179b6552ed5f625fa6f52ee87384a2669974b23e3954531064289409a6a18ce1,8e670a17646be85fd22d4bece5d77ad98199c3a802cc3e1116f029265a0062a3,8788f8b322227f50ed6fff6c5e5578053d1aeeedf7b32637c3d28639a716c51b,7c74da680a13e1bec39624efa38b244e294aa3b97aec2ee999f1ff75d64ebfb6
"0","0","17","0","vo_lsv_0104","2","0","0","vo_lsv","1009801","100980117","0"
"300","7","18","0","0","1","2.7","0","0","1009801","100980118","0"
"0","0","19","0","0","4","0","2.9","0","1009801","100980119","1"
"310","8","20","0","0","1","2.3","0","0","1009801","100980120","0"
"0","0","21","0","0","4","0","2.3","0","1009801","100980121","1"
"250","9","22","0","0","1","1.8","0","0","1009801","100980122","0"
"0","0","23","0","0","4","0","2.8","0","1009801","100980123","1"
"0","0","24","0","vo_lsv_0105","2","0","0","vo_lsv","1009801","100980124","0"
"320","10","25","0","0","1","2.5","0","0","1009801","100980125","0"
"0","0","26","0","0","4","0","2.5","0","1009801","100980126","1"
"165","11","27","15","0","1","0.7","0","0","1009801","100980127","0"
"0","0","1","0","0","4","0","0.8","0","1009802","100980201","1"
"0","0","2","0","vo_lsv_0201","2","0","0","vo_lsv","1009802","100980202","0"
"300","1","3","0","0","1","1.51","0","0","1009802","100980203","0"
"0","0","4","0","0","4","0","1.51","0","1009802","100980204","1"
"300","2","5","0","0","1","1.5","0","0","1009802","100980205","0"
"0","0","6","0","0","4","0","2.5","0","1009802","100980206","1"
"0","0","7","0","vo_lsv_0202","2","0","0","vo_lsv","1009802","100980207","0"
"300","3","8","0","0","1","1.8","0","0","1009802","100980208","0"
"0","0","9","0","0","4","0","1.8","0","1009802","100980209","1"
"300","4","10","0","0","1","1.1","0","0","1009802","100980210","0"
"0","0","11","0","0","4","0","2.1","0","1009802","100980211","1"
"0","0","12","0","vo_lsv_0203","2","0","0","vo_lsv","1009802","100980212","0"
"300","5","13","0","0","1","1.95","0","0","1009802","100980213","0"
"0","0","14","0","0","4","0","1.95","0","1009802","100980214","1"
"310","6","15","0","0","1","2.05","0","0","1009802","100980215","0"
"0","0","16","0","0","4","0","2.05","0","1009802","100980216","1"
"150","7","17","0","0","1","0.8","0","0","1009802","100980217","0"
"0","0","18","0","0","4","0","1.8","0","1009802","100980218","1"
"0","0","19","0","vo_lsv_0204","2","0","0","vo_lsv","1009802","100980219","0"
"300","8","20","0","0","1","1.7","0","0","1009802","100980220","0"
"0","0","21","0","0","4","0","2.1","0","1009802","100980221","1"
"327","9","22","0","0","1","2.3","0","0","1009802","100980222","0"
"0","0","23","0","0","4","0","3.3","0","1009802","100980223","1"
"0","0","24","0","vo_lsv_0205","2","0","0","vo_lsv","1009802","100980224","0"
"300","10","25","0","0","1","1.83","0","0","1009802","100980225","0"
"0","0","26","0","0","4","0","2.4","0","1009802","100980226","1"
"300","11","27","0","0","1","1.7","0","0","1009802","100980227","0"
"0","0","28","0","0","4","0","2.1","0","1009802","100980228","1"
"210","12","29","0","0","1","1.1","0","0","1009802","100980229","0"
"0","0","30","0","0","4","0","0.5","0","1009802","100980230","1"
"0","0","1","0","0","4","0","0.8","0","1009803","100980301","1"
"0","0","2","0","vo_lsv_0301","2","0","0","vo_lsv","1009803","100980302","0"
"300","1","3","0","0","1","1.87","0","0","1009803","100980303","0"
"0","0","4","0","0","4","0","2","0","1009803","100980304","1"
"110","2","5","0","0","1","0.561","0","0","1009803","100980305","0"
"0","0","6","0","0","4","0","1.561","0","1009803","100980306","1"
"0","0","7","0","vo_lsv_0302","2","0","0","vo_lsv","1009803","100980307","0"
"320","2","8","110","0","1","1.3","0","0","1009803","100980308","0"
"0","0","9","0","0","4","0","1.3","0","1009803","100980309","1"
"227","3","10","0","0","1","1.2","0","0","1009803","100980310","0"
"0","0","11","0","0","4","0","2.2","0","1009803","100980311","1"
"0","0","12","0","vo_lsv_0303","2","0","0","vo_lsv","1009803","100980312","0"
"280","4","13","0","0","1","2.1","0","0","1009803","100980313","0"
"0","0","14","0","0","4","0","2.1","0","1009803","100980314","1"
"195","5","15","0","0","1","1.2","0","0","1009803","100980315","0"
"0","0","16","0","0","4","0","2.2","0","1009803","100980316","1"
"0","0","17","0","vo_lsv_0304","2","0","0","vo_lsv","1009803","100980317","0"
"300","6","18","0","0","1","1.305","0","0","1009803","100980318","0"
"0","0","19","0","0","4","0","1.305","0","1009803","100980319","1"
"325","7","20","0","0","1","2.181","0","0","1009803","100980320","0"
"0","0","21","0","0","4","0","2.781","0","1009803","100980321","1"
"250","8","22","0","0","1","1.32","0","0","1009803","100980322","0"
"0","0","23","0","0","4","0","2.32","0","1009803","100980323","1"
"0","0","24","0","vo_lsv_0305","2","0","0","vo_lsv","1009803","100980324","0"
"300","9","25","0","0","1","2.453","0","0","1009803","100980325","0"
"0","0","26","0","0","4","0","2.453","0","1009803","100980326","1"
"215","10","27","0","0","1","1.547","0","0","1009803","100980327","0"
"0","0","28","0","0","4","0","2.547","0","1009803","100980328","1"
"0","0","29","0","vo_lsv_0306","2","0","0","vo_lsv","1009803","100980329","0"
"300","11","30","0","0","1","1.95","0","0","1009803","100980330","0"
"0","0","31","0","0","4","0","2.95","0","1009803","100980331","1"
"0","0","32","0","vo_lsv_0307","2","0","0","vo_lsv","1009803","100980332","0"
"240","12","33","0","0","1","1.39","0","0","1009803","100980333","0"
"0","0","1","0","0","4","0","0.8","0","1009804","100980401","1"
"0","0","2","0","vo_lsv_0401","2","0","0","vo_lsv","1009804","100980402","0"
"300","1","3","0","0","1","2.4","0","0","1009804","100980403","0"
"0","0","4","0","0","4","0","2.4","0","1009804","100980404","1"
"150","2","5","0","0","1","0.6","0","0","1009804","100980405","0"
"0","0","6","0","0","4","0","1.6","0","1009804","100980406","1"
"0","0","7","0","vo_lsv_0402","2","0","0","vo_lsv","1009804","100980407","0"
"355","3","8","0","0","1","2.35","0","0","1009804","100980408","0"
"0","0","9","0","0","4","0","3.35","0","1009804","100980409","1"
"0","0","10","0","vo_lsv_0403","2","0","0","vo_lsv","1009804","100980410","0"
"300","4","11","0","0","1","1.669","0","0","1009804","100980411","0"
"0","0","12","0","0","4","0","2.1","0","1009804","100980412","1"
"230","5","13","0","0","1","1.7","0","0","1009804","100980413","0"
"0","0","14","0","0","4","0","2","0","1009804","100980414","1"
"230","6","15","0","0","1","1.35","0","0","1009804","100980415","0"
"0","0","16","0","0","4","0","2.85","0","1009804","100980416","1"
"0","0","17","0","vo_lsv_0404","2","0","0","vo_lsv","1009804","100980417","0"
"327","7","18","0","0","1","1.51","0","0","1009804","100980418","0"
"0","0","19","0","0","4","0","1.61","0","1009804","100980419","1"
"300","8","20","0","0","1","1.29","0","0","1009804","100980420","0"
"0","0","21","0","0","4","0","1.949","0","1009804","100980421","1"
"300","9","22","0","0","1","1.925","0","0","1009804","100980422","0"
"0","0","1","0","0","4","0","0.8","0","1009805","100980501","1"
"0","0","2","0","vo_lsv_0501","2","0","0","vo_lsv","1009805","100980502","0"
"300","1","3","0","0","1","2.115","0","0","1009805","100980503","0"
"0","0","4","0","0","4","0","3.115","0","1009805","100980504","1"
"0","0","5","0","vo_lsv_0502","2","0","0","vo_lsv","1009805","100980505","0"
"310","2","6","0","0","1","1.743","0","0","1009805","100980506","0"
"0","0","7","0","0","4","0","2.743","0","1009805","100980507","1"
"0","0","8","0","vo_lsv_0503","2","0","0","vo_lsv","1009805","100980508","0"
"300","3","9","0","0","1","1.86","0","0","1009805","100980509","0"
"0","0","10","0","0","4","0","2.26","0","1009805","100980510","1"
"300","4","11","0","0","1","1.667","0","0","1009805","100980511","0"
"0","0","12","0","0","4","0","2.324","0","1009805","100980512","1"
"310","5","13","0","0","1","2.168","0","0","1009805","100980513","0"
"0","0","14","0","0","4","0","3.168","0","1009805","100980514","1"
"0","0","15","0","vo_lsv_0504","2","0","0","vo_lsv","1009805","100980515","0"
"300","6","16","0","0","1","1.752","0","0","1009805","100980516","0"
"0","0","17","0","0","4","0","2.276","0","1009805","100980517","1"
"300","7","18","0","0","1","1.43","0","0","1009805","100980518","0"
"0","0","19","0","0","4","0","1.43","0","1009805","100980519","1"
"125","8","20","0","0","1","0.749","0","0","1009805","100980520","0"
"0","0","21","0","0","4","0","1.749","0","1009805","100980521","1"
"0","0","22","0","vo_lsv_0505","2","0","0","vo_lsv","1009805","100980522","0"
"300","8","23","125","0","1","0.65","0","0","1009805","100980523","0"
"0","0","24","0","0","4","0","0.65","0","1009805","100980524","1"
"300","9","25","0","0","1","1.753","0","0","1009805","100980525","0"
"0","0","26","0","0","4","0","1.753","0","1009805","100980526","1"
"160","10","27","0","0","1","0.929","0","0","1009805","100980527","0"
"0","0","28","0","0","4","0","1.929","0","1009805","100980528","1"
"0","0","29","0","vo_lsv_0506","2","0","0","vo_lsv","1009805","100980529","0"
"300","10","30","160","0","1","0.536","0","0","1009805","100980530","0"
"0","0","31","0","0","4","0","0.536","0","1009805","100980531","1"
"327","11","32","0","0","1","1.438","0","0","1009805","100980532","0"
"0","0","33","0","0","4","0","1.438","0","1009805","100980533","1"
"300","12","34","0","0","1","2.426","0","0","1009805","100980534","0"
"0","0","1","0","0","4","0","0.8","0","1009806","100980601","1"
"0","0","2","0","vo_lsv_0601","2","0","0","vo_lsv","1009806","100980602","0"
"330","1","3","0","0","1","2.5","0","0","1009806","100980603","0"
"0","0","4","0","0","4","0","2.5","0","1009806","100980604","1"
"270","2","5","0","0","1","1.5","0","0","1009806","100980605","0"
"0","0","6","0","0","4","0","2.5","0","1009806","100980606","1"
"0","0","7","0","vo_lsv_0602","2","0","0","vo_lsv","1009806","100980607","0"
"325","3","8","0","0","1","1.9","0","0","1009806","100980608","0"
"0","0","9","0","0","4","0","1.9","0","1009806","100980609","1"
"300","4","10","0","0","1","1.744","0","0","1009806","100980610","0"
"0","0","11","0","0","4","0","2.329","0","1009806","100980611","1"
"300","5","12","0","0","1","1.049","0","0","1009806","100980612","0"
"0","0","13","0","0","4","0","1.049","0","1009806","100980613","1"
"210","6","14","0","0","1","1.093","0","0","1009806","100980614","0"
"0","0","15","0","0","4","0","2.093","0","1009806","100980615","1"
"0","0","16","0","vo_lsv_0603","2","0","0","vo_lsv","1009806","100980616","0"
"300","7","17","0","0","1","1.9","0","0","1009806","100980617","0"
"0","0","18","0","0","4","0","1.9","0","1009806","100980618","1"
"300","8","19","0","0","1","2.4","0","0","1009806","100980619","0"
"0","0","20","0","0","4","0","2.4","0","1009806","100980620","1"
"300","9","21","0","0","1","1.65","0","0","1009806","100980621","0"
"0","0","22","0","0","4","0","2.65","0","1009806","100980622","1"
"0","0","23","0","vo_lsv_0604","2","0","0","vo_lsv","1009806","100980623","0"
"300","10","24","0","0","1","1.763","0","0","1009806","100980624","0"
"0","0","25","0","0","4","0","1.763","0","1009806","100980625","1"
"205","11","26","0","0","1","1.308","0","0","1009806","100980626","0"
"0","0","27","0","0","4","0","2.308","0","1009806","100980627","1"
"0","0","28","0","vo_lsv_0605","2","0","0","vo_lsv","1009806","100980628","0"
"320","11","29","205","0","1","1","0","0","1009806","100980629","0"
"0","0","30","0","0","4","0","1","0","1009806","100980630","1"
"270","12","31","0","0","1","1.853","0","0","1009806","100980631","0"
"0","0","1","0","0","4","0","0.8","0","1009807","100980701","1"
"0","0","2","0","vo_lsv_0701","2","0","0","vo_lsv","1009807","100980702","0"
"300","1","3","0","0","1","1.355","0","0","1009807","100980703","0"
"0","0","4","0","0","4","0","1.355","0","1009807","100980704","1"
"300","2","5","0","0","1","1.126","0","0","1009807","100980705","0"
"0","0","6","0","0","4","0","1.126","0","1009807","100980706","1"
"300","3","7","0","0","1","1.641","0","0","1009807","100980707","0"
"0","0","8","0","0","4","0","2","0","1009807","100980708","1"
"0","0","9","0","vo_lsv_0702","2","0","0","vo_lsv","1009807","100980709","0"
"300","4","10","0","0","1","1.325","0","0","1009807","100980710","0"
"0","0","11","0","0","4","0","1.325","0","1009807","100980711","1"
"327","5","12","0","0","1","1.891","0","0","1009807","100980712","0"
"0","0","13","0","0","4","0","2.437","0","1009807","100980713","1"
"327","6","14","0","0","1","1.93","0","0","1009807","100980714","0"
"0","0","15","0","0","4","0","2.93","0","1009807","100980715","1"
"0","0","16","0","vo_lsv_0703","2","0","0","vo_lsv","1009807","100980716","0"
"300","7","17","0","0","1","1.84","0","0","1009807","100980717","0"
"0","0","18","0","0","4","0","2.361","0","1009807","100980718","1"
"300","8","19","0","0","1","1.38","0","0","1009807","100980719","0"
"0","0","20","0","0","4","0","1.38","0","1009807","100980720","1"
"300","9","21","0","0","1","1.399","0","0","1009807","100980721","0"
"0","0","22","0","0","4","0","2.399","0","1009807","100980722","1"
"0","0","23","0","vo_lsv_0704","2","0","0","vo_lsv","1009807","100980723","0"
"300","10","24","0","0","1","2.268","0","0","1009807","100980724","0"
"0","0","25","0","0","4","0","2.268","0","1009807","100980725","1"
"300","11","26","0","0","1","1.299","0","0","1009807","100980726","0"
"0","0","1","0","0","4","0","0.8","0","1009808","100980801","1"
"0","0","2","0","vo_lsv_0801","2","0","0","vo_lsv","1009808","100980802","0"
"300","1","3","0","0","1","1.4","0","0","1009808","100980803","0"
"0","0","4","0","0","4","0","1.4","0","1009808","100980804","1"
"300","2","5","0","0","1","1","0","0","1009808","100980805","0"
"0","0","6","0","0","4","0","2","0","1009808","100980806","1"
"0","0","7","0","vo_lsv_0802","2","0","0","vo_lsv","1009808","100980807","0"
"300","3","8","0","0","1","1.6","0","0","1009808","100980808","0"
"0","0","9","0","0","4","0","1.8","0","1009808","100980809","1"
"300","4","10","0","0","1","1","0","0","1009808","100980810","0"
"0","0","11","0","0","4","0","1","0","1009808","100980811","1"
"300","5","12","0","0","1","1.5","0","0","1009808","100980812","0"
"0","0","13","0","0","4","0","2.5","0","1009808","100980813","1"
"0","0","14","0","vo_lsv_0803","2","0","0","vo_lsv","1009808","100980814","0"
"320","6","15","0","0","1","1.9","0","0","1009808","100980815","0"
"0","0","16","0","0","4","0","2.5","0","1009808","100980816","1"
"240","7","17","0","0","1","1.3","0","0","1009808","100980817","0"
"0","0","18","0","0","4","0","2.3","0","1009808","100980818","1"
"0","0","19","0","vo_lsv_0804","2","0","0","vo_lsv","1009808","100980819","0"
"300","8","20","0","0","1","1.3","0","0","1009808","100980820","0"
"0","0","21","0","0","4","0","1.3","0","1009808","100980821","1"
"300","9","22","0","0","1","1.5","0","0","1009808","100980822","0"
"0","0","23","0","0","4","0","2.5","0","1009808","100980823","1"
"0","0","24","0","vo_lsv_0805","2","0","0","vo_lsv","1009808","100980824","0"
"300","10","25","0","0","1","1.4","0","0","1009808","100980825","0"
"0","0","26","0","0","4","0","2.6","0","1009808","100980826","1"
"0","0","27","0","vo_lsv_0806","2","0","0","vo_lsv","1009808","100980827","0"
"327","11","28","15","0","1","1.363","0","0","1009808","100980828","0"
"0","0","1","0","0","4","0","0.8","0","1009809","100980901","1"
"0","0","2","0","vo_lsv_0901","2","0","0","vo_lsv","1009809","100980902","0"
"300","1","3","0","0","1","2.1","0","0","1009809","100980903","0"
"0","0","4","0","0","4","0","2.9","0","1009809","100980904","1"
"0","0","5","0","vo_lsv_0902","2","0","0","vo_lsv","1009809","100980905","0"
"327","2","6","0","0","1","2.46","0","0","1009809","100980906","0"
"0","0","7","0","0","4","0","2.64","0","1009809","100980907","1"
"327","3","8","0","0","1","1.845","0","0","1009809","100980908","0"
"0","0","9","0","0","4","0","1.85","0","1009809","100980909","1"
"300","4","10","0","0","1","1.735","0","0","1009809","100980910","0"
"0","0","11","0","0","4","0","2","0","1009809","100980911","1"
"0","0","12","0","vo_lsv_0903","2","0","0","vo_lsv","1009809","100980912","0"
"327","5","13","0","0","1","2.484","0","0","1009809","100980913","0"
"0","0","14","0","0","4","0","2.663","0","1009809","100980914","1"
"327","6","15","0","0","1","1.546","0","0","1009809","100980915","0"
"0","0","16","0","0","4","0","1.55","0","1009809","100980916","1"
"327","7","17","0","0","1","1.205","0","0","1009809","100980917","0"
"0","0","18","0","0","4","0","1.5","0","1009809","100980918","1"
"0","0","19","0","vo_lsv_0904","2","0","0","vo_lsv","1009809","100980919","0"
"327","8","20","0","0","1","2.079","0","0","1009809","100980920","0"
"0","0","21","0","0","4","0","2.4","0","1009809","100980921","1"
"327","9","22","0","0","1","2.05","0","0","1009809","100980922","0"
"0","0","23","0","0","4","0","2.35","0","1009809","100980923","1"
"327","10","24","0","0","1","2.55","0","0","1009809","100980924","0"
"0","0","1","0","0","4","0","0.8","0","1009810","100981001","1"
"0","0","2","0","vo_lsv_1001","2","0","0","vo_lsv","1009810","100981002","0"
"300","1","3","0","0","1","1.707","0","0","1009810","100981003","0"
"0","0","4","0","0","4","0","1.717","0","1009810","100981004","1"
"90","2","5","0","0","1","0.75","0","0","1009810","100981005","0"
"0","0","6","0","0","4","0","1.15","0","1009810","100981006","1"
"327","2","7","92","0","1","1.46","0","0","1009810","100981007","0"
"0","0","8","0","0","4","0","1.66","0","1009810","100981008","1"
"327","3","9","0","0","1","2.03","0","0","1009810","100981009","0"
"0","0","10","0","0","4","0","2.23","0","1009810","100981010","1"
"327","4","11","0","0","1","1.732","0","0","1009810","100981011","0"
"0","0","12","0","0","4","0","2.5","0","1009810","100981012","1"
"0","0","13","0","vo_lsv_1002","2","0","0","vo_lsv","1009810","100981013","0"
"300","5","14","0","0","1","1.9","0","0","1009810","100981014","0"
"0","0","15","0","0","4","0","1.949","0","1009810","100981015","1"
"327","6","16","0","0","1","2.05","0","0","1009810","100981016","0"
"0","0","17","0","0","4","0","2.08","0","1009810","100981017","1"
"130","7","18","0","0","1","0.8","0","0","1009810","100981018","0"
"0","0","19","0","0","4","0","2","0","1009810","100981019","1"
"0","0","20","0","vo_lsv_1003","2","0","0","vo_lsv","1009810","100981020","0"
"300","7","21","135","0","1","1.575","0","0","1009810","100981021","0"
"0","0","22","0","0","4","0","1.6","0","1009810","100981022","1"
"190","8","23","0","0","1","1.243","0","0","1009810","100981023","0"
"0","0","24","0","0","4","0","3","0","1009810","100981024","1"
"0","0","25","0","vo_lsv_1004","2","0","0","vo_lsv","1009810","100981025","0"
"196","9","26","0","0","1","1.867","0","0","1009810","100981026","0"
"0","0","27","0","0","4","0","2.067","0","1009810","100981027","1"
"327","9","28","198","0","1","0.956","0","0","1009810","100981028","0"
"0","0","29","0","0","4","0","1","0","1009810","100981029","1"
"260","10","30","0","0","1","1.851","0","0","1009810","100981030","0"
"0","0","31","0","0","4","0","1.88","0","1009810","100981031","1"
"160","11","32","0","0","1","1.172","0","0","1009810","100981032","0"
"0","0","33","0","0","4","0","2.5","0","1009810","100981033","1"
"0","0","34","0","vo_lsv_1005","2","0","0","vo_lsv","1009810","100981034","0"
"88","12","35","0","0","1","0.95","0","0","1009810","100981035","0"
"0","0","36","0","0","4","0","1.1","0","1009810","100981036","1"
"230","12","37","90","0","1","1.392","0","0","1009810","100981037","0"
"0","0","1","0","0","4","0","0.8","0","1009811","100981101","1"
"0","0","2","0","vo_lsv_1101","2","0","0","vo_lsv","1009811","100981102","0"
"300","1","3","0","0","1","1.813","0","0","1009811","100981103","0"
"0","0","4","0","0","4","0","2","0","1009811","100981104","1"
"280","2","5","0","0","1","1.065","0","0","1009811","100981105","0"
"0","0","6","0","0","4","0","1.095","0","1009811","100981106","1"
"327","3","7","0","0","1","2.176","0","0","1009811","100981107","0"
"0","0","8","0","0","4","0","3.1","0","1009811","100981108","1"
"0","0","9","0","vo_lsv_1102","2","0","0","vo_lsv","1009811","100981109","0"
"280","4","10","0","0","1","1.283","0","0","1009811","100981110","0"
"0","0","11","0","0","4","0","1.31","0","1009811","100981111","1"
"327","5","12","0","0","1","2.351","0","0","1009811","100981112","0"
"0","0","13","0","0","4","0","2.381","0","1009811","100981113","1"
"327","6","14","0","0","1","2.037","0","0","1009811","100981114","0"
"0","0","15","0","0","4","0","3","0","1009811","100981115","1"
"0","0","16","0","vo_lsv_1103","2","0","0","vo_lsv","1009811","100981116","0"
"327","7","17","0","0","1","2.637","0","0","1009811","100981117","0"
"0","0","18","0","0","4","0","3.23","0","1009811","100981118","1"
"327","8","19","0","0","1","1.789","0","0","1009811","100981119","0"
"0","0","20","0","0","4","0","1.81","0","1009811","100981120","1"
"80","9","21","0","0","1","0.763","0","0","1009811","100981121","0"
"0","0","22","0","0","4","0","0.893","0","1009811","100981122","1"
"327","9","23","82","0","1","1.079","0","0","1009811","100981123","0"
"0","0","24","0","0","4","0","1.1","0","1009811","100981124","1"
"195","10","25","0","0","1","1.424","0","0","1009811","100981125","0"
"0","0","26","0","0","4","0","2.5","0","1009811","100981126","1"
"0","0","27","0","vo_lsv_1104","2","0","0","vo_lsv","1009811","100981127","0"
"350","10","28","197","0","1","0.7","0","0","1009811","100981128","0"
"0","0","29","0","0","4","0","0.75","0","1009811","100981129","1"
"300","11","30","0","0","1","2.45","0","0","1009811","100981130","0"
"0","0","31","0","0","4","0","2.55","0","1009811","100981131","1"
"220","12","32","0","0","1","1.6","0","0","1009811","100981132","0"
"0","0","1","0","0","4","0","0.8","0","1009812","100981201","1"
"0","0","2","0","vo_lsv_1201","2","0","0","vo_lsv","1009812","100981202","0"
"300","1","3","0","0","1","2.379","0","0","1009812","100981203","0"
"0","0","4","0","0","4","0","3.5","0","1009812","100981204","1"
"0","0","5","0","vo_lsv_1202","2","0","0","vo_lsv","1009812","100981205","0"
"327","2","6","0","0","1","1.623","0","0","1009812","100981206","0"
"0","0","7","0","0","4","0","1.63","0","1009812","100981207","1"
"327","3","8","15","0","1","2.644","0","0","1009812","100981208","0"
"0","0","9","0","0","4","0","3.5","0","1009812","100981209","1"
"0","0","10","0","vo_lsv_1203","2","0","0","vo_lsv","1009812","100981210","0"
"300","4","11","0","0","1","1.502","0","0","1009812","100981211","0"
"0","0","12","0","0","4","0","1.51","0","1009812","100981212","1"
"327","5","13","15","0","1","2.171","0","0","1009812","100981213","0"
"0","0","14","0","0","4","0","2.2","0","1009812","100981214","1"
"180","6","15","0","0","1","1.319","0","0","1009812","100981215","0"
"0","0","16","0","0","4","0","1.8","0","1009812","100981216","1"
"0","0","17","0","vo_lsv_1204","2","0","0","vo_lsv","1009812","100981217","0"
"300","6","18","182","0","1","1.03","0","0","1009812","100981218","0"
"0","0","19","0","0","4","0","2","0","1009812","100981219","1"
"0","0","20","0","vo_lsv_1205","2","0","0","vo_lsv","1009812","100981220","0"
"300","7","21","0","0","1","1.96","0","0","1009812","100981221","0"
"0","0","22","0","0","4","0","2","0","1009812","100981222","1"
"327","8","23","15","0","1","2.137","0","0","1009812","100981223","0"
"0","0","24","0","0","4","0","3.5","0","1009812","100981224","1"
"0","0","25","0","vo_lsv_1206","2","0","0","vo_lsv","1009812","100981225","0"
"300","9","26","0","0","1","1.602","0","0","1009812","100981226","0"
"0","0","27","0","0","4","0","1.7","0","1009812","100981227","1"
"327","10","28","15","0","1","2.476","0","0","1009812","100981228","0"
"0","0","29","0","0","4","0","3.5","0","1009812","100981229","1"
"0","0","30","0","vo_lsv_1207","2","0","0","vo_lsv","1009812","100981230","0"
"300","11","31","0","0","1","1.155","0","0","1009812","100981231","0"
"0","0","32","0","0","4","0","1.18","0","1009812","100981232","1"
"200","12","33","15","0","1","1.28","0","0","1009812","100981233","0"
"0","0","1","0","0","4","0","0.8","0","1009813","100981301","1"
"0","0","2","0","vo_lsv_1301","2","0","0","vo_lsv","1009813","100981302","0"
"300","1","3","0","0","1","2.09","0","0","1009813","100981303","0"
"0","0","4","0","0","4","0","2.12","0","1009813","100981304","1"
"340","2","5","15","0","1","2.649","0","0","1009813","100981305","0"
"0","0","6","0","0","4","0","3.6","0","1009813","100981306","1"
"0","0","7","0","vo_lsv_1302","2","0","0","vo_lsv","1009813","100981307","0"
"300","3","8","0","0","1","2.138","0","0","1009813","100981308","0"
"0","0","9","0","0","4","0","2.17","0","1009813","100981309","1"
"327","4","10","0","0","1","2.111","0","0","1009813","100981310","0"
"0","0","11","0","0","4","0","2.45","0","1009813","100981311","1"
"327","5","12","0","0","1","2","0","0","1009813","100981312","0"
"0","0","13","0","0","4","0","2.3","0","1009813","100981313","1"
"290","6","14","0","0","1","1.354","0","0","1009813","100981314","0"
"0","0","15","0","0","4","0","3","0","1009813","100981315","1"
"0","0","16","0","vo_lsv_1303","2","0","0","vo_lsv","1009813","100981316","0"
"300","7","17","0","0","1","1.539","0","0","1009813","100981317","0"
"0","0","18","0","0","4","0","1.569","0","1009813","100981318","1"
"90","8","19","0","0","1","0.732","0","0","1009813","100981319","0"
"0","0","20","0","0","4","0","1.08","0","1009813","100981320","1"
"300","8","21","92","0","1","1.207","0","0","1009813","100981321","0"
"0","0","22","0","0","4","0","1.407","0","1009813","100981322","1"
"327","9","23","0","0","1","1.798","0","0","1009813","100981323","0"
"0","0","24","0","0","4","0","2.7","0","1009813","100981324","1"
"0","0","25","0","vo_lsv_1304","2","0","0","vo_lsv","1009813","100981325","0"
"300","10","26","0","0","1","1.633","0","0","1009813","100981326","0"
"0","0","1","0","0","4","0","0.8","0","1009814","100981401","1"
"0","0","2","0","vo_lsv_1401","2","0","0","vo_lsv","1009814","100981402","0"
