08d4c0218e947d717d1da3aeb813e415e294eaf3be56713e07391f89647b87f9,3421041e96f8753fbdcc0e8c67e42812cc6cdea2ea6f3acfaf608fc1429c8217,7da228db62d3e06148f5d51e24c1d56ad6238dd4bdcafce80551b4b64966bd73,0829a4379ca402895e24616ec0957df3e28cc0a2f2a71e967d7cfaeea9252dbd,04baea37e3d434f3ad4a7447a9d67e2a7451bf3a8317ce0db97ef2e9f2b41ea9,a83c6d73cce0489b4982799137b791482e6def07750def27e36fad84c5c5fb75,4cc1173b203df3988b78fd81f4e5fb830af51f3fc7138d60bbd04afb95c60ed1,e8cea818fb5093896fef434f42ed4027784d7ab5adbf5fb3bbe9aa325899438b,660866dfb0dccb9448a4f7386bf4b4b7d16be9282010ffac94d39de0ef21bbd6,30537b65e6719dde7657a0ab7fa574701e05fd6a621c87a9d9010c6f9c9b8ee0,87bd438d6f1c59b13f0a26f6646c8fcfafa8c74e26b9f1247d811a1882311644
"","1","0","1","6","0","0","10101","1","1","1101010032"
"","1","0","1","6","0","0","10101","1","2","1101010033"
"","1","0","1","6","0","0","10101","1","3","1101010034"
"","","","","32","","","10101","0","0","1101010035"
"","","","","32","","","10101","0","1","1101010036"
"","","","","32","","","10101","0","2","1101010037"
"","","","","32","","","10101","0","3","1101010038"
"","","","","32","","","10101","0","4","1101010039"
"","","","","32","","","10101","0","10","1101010040"
"","","","","93","","","10101","0","0.3","1101010041"
"","1","0.1","1","111","0","0","10101","1","1","1101010042"
"empty","50","0.9","-205","5","-325","0","10201","1","2","1102010001"
"empty","58","0.9","-205","5","-325","0","10201","2","102000","1102010002"
"idle_single","54","0.6","1500","5","-263","0","10201","100","100","1102010003"
"","0","0","0","31","1","","10201","0","102000","1102010004"
"","1500","0","-263","31","1","","10201","1","102001","1102010005"
"","0","0","0","31","1","","10201","2","102002","1102010006"
"","-132","0","-136","31","1","","10201","3","102003","1102010007"
"","0","0","0","31","1","","10201","4","102004","1102010008"
"","0","0","0","31","1","","10201","10","1","1102010009"
"","0","0","0","31","1","","10201","20","2","1102010010"
"","0","0","0","31","1","","10201","30","3","1102010011"
"","","","","91","","","10201","0","0","1102010012"
"","","","","32","","","10201","1","0","1102010013"
"","","","","32","","","10201","1","10","1102010014"
"","0","","","23","","","10201","se_caravan_dice_get_intro","se_caravan","1102010015"
"","1","0","","3","","","10201","getDice_idle","1","1102010016"
"","0","0","eat_loop","3","1","0","10201","run_getDice","100","1102010017"
"","","","","32","","","10201","1","1","1102010018"
"","-263","","2","2","11","","10201","344","100","1102010019"
"","-263","","2","33","11","","10201","344","1","1102010020"
"","","","","32","","","10201","1","2","1102010021"
"","","","","93","","","10201","0","1.7","1102010022"
"","1","0.2","","3","","0","10201","getDice_curious","1","1102010023"
"","0","","0","21","","","10201","vo_caravan_event_002_000","vo_caravan","1102010024"
"","","","","93","","","10201","0","1.5","1102010025"
"","0","","","23","","","10201","se_caravan_dice_get_outro_1","se_caravan","1102010026"
"","0","","0.1","21","","","10201","vo_caravan_event_002_001","vo_caravan","1102010027"
"","0","0.1","","3","","","10201","spit_in","100","1102010028"
"","0","0","","3","","","10201","getDice_1","2","1102010029"
"","0","0.1","","3","","","10201","getDice_panic_1","1","1102010030"
"","","","","93","","","10201","0","0.5","1102010031"
"","0","0","idle_single","3","1","0","10201","spit_out","100","1102010032"
"","","","","93","","","10201","0","1.4","1102010033"
"","0","0.2","idle_single","3","1","0","10201","joy_single","100","1102010034"
"","","","","93","","","10201","0","0.1","1102010035"
"","","","","32","","","10201","1","3","1102010036"
"","","","","93","","","10201","0","0.5","1102010037"
"","0","","0","21","","","10201","vo_caravan_event_002_002","vo_caravan","1102010038"
"","","","","93","","","10201","0","1.3","1102010039"
"","","","","101","","","10201","0","1102010041","1102010040"
"","","","","35","","","10201","1","4","1102010041"
"","","","","32","","","10201","1","4","1102010042"
"","","","","32","","","10201","1","20","1102010043"
"","","","","32","","","10201","0","1","1102010044"
"","","","","93","","","10201","0","0.4","1102010045"
"","","","","92","","","10201","","","1102010046"
"","","","","35","","","10201","1","30","1102010047"
"","","","","32","","","10201","1","30","1102010048"
"","","","","93","","","10201","0","0.2","1102010049"
"","1","0","1","6","0","0","10201","1","1","1102010050"
"","1","0","1","6","0","0","10201","1","2","1102010051"
"","1","0","1","6","0","0","10201","1","100","1102010052"
"","","","","32","","","10201","0","0","1102010053"
"","","","","32","","","10201","0","2","1102010054"
"","","","","32","","","10201","0","3","1102010055"
"","","","","32","","","10201","0","4","1102010056"
"","","","","32","","","10201","0","10","1102010057"
"","","","","93","","","10201","0","0.3","1102010058"
"empty","50","0.9","-205","5","-325","0","10202","1","2","1102020001"
"empty","58","0.9","-205","5","-325","0","10202","2","102000","1102020002"
"idle_single","54","0.6","1500","5","-263","0","10202","100","100","1102020003"
"","0","0","0","31","1","","10202","0","102000","1102020004"
"","1500","0","-263","31","1","","10202","1","102001","1102020005"
"","0","0","0","31","1","","10202","2","102002","1102020006"
"","-132","0","-136","31","1","","10202","3","102003","1102020007"
"","0","0","0","31","1","","10202","4","102005","1102020008"
"","0","0","0","31","1","","10202","10","1","1102020009"
"","0","0","0","31","1","","10202","20","2","1102020010"
"","0","0","0","31","1","","10202","30","3","1102020011"
"","","","","91","","","10202","0","0","1102020012"
"","","","","32","","","10202","1","0","1102020013"
"","","","","32","","","10202","1","10","1102020014"
"","0","","","23","","","10202","se_caravan_dice_get_intro","se_caravan","1102020015"
"","1","0","","3","","","10202","getDice_idle","1","1102020016"
"","0","0","eat_loop","3","1","0","10202","run_getDice","100","1102020017"
"","","","","32","","","10202","1","1","1102020018"
"","-263","","2","2","11","","10202","344","100","1102020019"
"","-263","","2","33","11","","10202","344","1","1102020020"
"","","","","32","","","10202","1","2","1102020021"
"","","","","93","","","10202","0","1.7","1102020022"
"","1","0.2","","3","","0","10202","getDice_curious","1","1102020023"
"","0","","0","21","","","10202","vo_caravan_event_003_000","vo_caravan","1102020024"
"","","","","93","","","10202","0","1.5","1102020025"
"","0","","","23","","","10202","se_caravan_dice_get_outro_2","se_caravan","1102020026"
"","0","","0","21","","","10202","vo_caravan_event_003_001","vo_caravan","1102020027"
"","0","0.1","idle_single","3","1","0","10202","spit_in","100","1102020028"
"","0","0","","3","","","10202","getDice_2","2","1102020029"
"","0","0.1","","3","","","10202","getDice_panic_2","1","1102020030"
"","","","","93","","","10202","0","2.5","1102020031"
"","0","0.2","idle_single","3","1","0","10202","joy_single","100","1102020032"
"","","","","93","","","10202","0","0.5","1102020033"
"","0","","0.1","21","","","10202","vo_caravan_event_003_002","vo_caravan","1102020034"
"","","","","93","","","10202","0","0.1","1102020035"
"","","","","32","","","10202","1","3","1102020036"
"","","","","93","","","10202","0","1.6","1102020037"
"","","","","101","","","10202","0","1102020039","1102020038"
"","","","","35","","","10202","1","4","1102020039"
"","","","","32","","","10202","1","4","1102020040"
"","","","","32","","","10202","1","20","1102020041"
"","","","","32","","","10202","0","1","1102020042"
"","","","","93","","","10202","0","0.4","1102020043"
"","","","","92","","","10202","","","1102020044"
"","","","","35","","","10202","1","30","1102020045"
"","","","","32","","","10202","1","30","1102020046"
"","","","","93","","","10202","0","0.2","1102020047"
"","1","0","1","6","0","0","10202","1","1","1102020048"
"","1","0","1","6","0","0","10202","1","2","1102020049"
"","1","0","1","6","0","0","10202","1","100","1102020050"
"","","","","32","","","10202","0","0","1102020051"
"","","","","32","","","10202","0","2","1102020052"
"","","","","32","","","10202","0","3","1102020053"
"","","","","32","","","10202","0","4","1102020054"
"","","","","32","","","10202","0","10","1102020055"
"","","","","32","","","10202","0","20","1102020056"
"","","","","93","","","10202","0","0.3","1102020057"
"magicitem_1","20","1","0","5","0","0","10301","1","1","1103010001"
"magicitem_2","19","1","0","5","0","0","10301","2","2","1103010002"
"magicitem_3","18","1","0","5","0","0","10301","3","3","1103010003"
"magicitem_kyaru","21","1","0","5","0","0","10301","4","103000","1103010004"
"","0","0","0","31","1","","10301","10","103000","1103010005"
"","0","0","0","31","1","","10301","11","103001","1103010006"
"","0","0","0","31","1","","10301","12","103002","1103010007"
"","0","0","0","31","1","","10301","13","103003","1103010008"
"","0","0","0","31","1","","10301","14","103007","1103010009"
"","0","0","0","31","1","","10301","19","103011","1103010010"
"","0","1","0","31","1","","10301","15","1","1103010011"
"","0","0","0","31","1","","10301","16","2","1103010012"
"","0","0","0","31","1","","10301","17","3","1103010013"
"","0","0","0","31","1","","10301","18","4","1103010014"
"","0","1","0","35","1","","10301","0","18","1103010015"
"","","","","32","","","10301","1","18","1103010016"
"","","","","91","","","10301","0","0","1103010017"
"","","","","32","","","10301","1","10","1103010018"
"","","","","32","","","10301","1","11","1103010019"
"","","","","32","","","10301","1","12","1103010020"
"","","","","32","","","10301","1","13","1103010021"
"","","","","32","","","10301","1","19","1103010022"
"","0","0","","3","","","10301","magicitem_1","1","1103010023"
"","0","0","","3","","","10301","magicitem_2","2","1103010024"
"","0","0","","3","","","10301","magicitem_3","3","1103010025"
"","0","0","","3","","","10301","magicitem_kyaru","4","1103010026"
"","0","","2.17","21","","","10301","vo_caravan_event_004_000","vo_caravan","1103010027"
"","1","","3.2","21","","","10301","vo_caravan_event_004_001","vo_caravan","1103010028"
"","2","","4.9","21","","","10301","vo_caravan_event_004_002","vo_caravan","1103010029"
"","","","","93","","","10301","0","7","1103010030"
"","","","","32","","","10301","0","18","1103010031"
"","","","","93","","","10301","0","0.67","1103010032"
"","","","","101","","","10301","1","1103010034","1103010033"
"","","","","35","","","10301","1","14","1103010034"
"","","","","32","","","10301","1","14","1103010035"
"","","","","32","","","10301","1","16","1103010036"
"","","","","32","","","10301","0","19","1103010037"
"","","","","35","","","10301","1","18","1103010038"
"","","","","93","","","10301","0","0.4","1103010039"
"","","","","92","","","10301","","","1103010040"
"","","","","35","","","10301","1","17","1103010041"
"","","","","32","","","10301","1","17","1103010042"
"","","","","93","","","10301","0","0.2","1103010043"
"","0","0.01","0","6","0","0","10301","0","1","1103010044"
"","0","0.01","0","6","0","0","10301","0","2","1103010045"
"","0","0.01","0","6","0","0","10301","0","3","1103010046"
"","0","0.01","0","6","0","0","10301","0","4","1103010047"
"","","","","32","","","10301","0","10","1103010048"
"","","","","32","","","10301","0","11","1103010049"
"","","","","32","","","10301","0","12","1103010050"
"","","","","32","","","10301","0","13","1103010051"
"","","","","32","","","10301","0","14","1103010052"
"","","","","32","","","10301","0","15","1103010053"
"","","","","32","","","10301","0","16","1103010054"
"","","","","32","","","10301","0","18","1103010055"
"","","","","93","","","10301","0","0.3","1103010056"
"magicitem_1","20","1","0","5","0","0","10302","1","4","1103020001"
"magicitem_2","19","1","0","5","0","0","10302","2","3","1103020002"
"magicitem_3","18","1","0","5","0","0","10302","3","1","1103020003"
"magicitem_pekorine","21","1","0","5","0","0","10302","4","103000","1103020004"
"","0","0","0","31","1","","10302","10","103000","1103020005"
"","0","0","0","31","1","","10302","11","103001","1103020006"
"","0","0","0","31","1","","10302","12","103002","1103020007"
"","-25","0","9","31","1","","10302","13","103004","1103020008"
"","0","0","0","31","1","","10302","14","103008","1103020009"
"","0","0","0","31","1","","10302","19","103011","1103020010"
"","0","1","0","31","1","","10302","15","1","1103020011"
"","0","0","0","31","1","","10302","16","2","1103020012"
"","0","0","0","31","1","","10302","17","3","1103020013"
"","0","0","0","31","1","","10302","18","4","1103020014"
"","0","1","0","35","1","","10302","0","18","1103020015"
"","","","","32","","","10302","1","18","1103020016"
"","","","","91","","","10302","0","0","1103020017"
"","","","","32","","","10302","1","10","1103020018"
"","","","","32","","","10302","1","11","1103020019"
"","","","","32","","","10302","1","12","1103020020"
"","","","","32","","","10302","1","13","1103020021"
"","","","","32","","","10302","1","19","1103020022"
"","0","0","","3","","","10302","magicitem_1","1","1103020023"
"","0","0","","3","","","10302","magicitem_2","2","1103020024"
"","0","0","","3","","","10302","magicitem_3","3","1103020025"
"","0","0","","3","","","10302","magicitem_pekorine","4","1103020026"
"","0","","2.17","21","","","10302","vo_caravan_event_006_000","vo_caravan","1103020027"
"","1","","3.2","21","","","10302","vo_caravan_event_006_001","vo_caravan","1103020028"
"","2","","4.9","21","","","10302","vo_caravan_event_006_002","vo_caravan","1103020029"
"","","","","93","","","10302","0","7","1103020030"
"","","","","32","","","10302","0","18","1103020031"
"","","","","93","","","10302","0","0.67","1103020032"
"","","","","101","","","10302","1","1103020034","1103020033"
"","","","","35","","","10302","1","14","1103020034"
"","","","","32","","","10302","1","14","1103020035"
"","","","","32","","","10302","1","16","1103020036"
"","","","","32","","","10302","0","19","1103020037"
"","","","","35","","","10302","1","18","1103020038"
"","","","","93","","","10302","0","0.4","1103020039"
"","","","","92","","","10302","","","1103020040"
"","","","","35","","","10302","1","17","1103020041"
"","","","","32","","","10302","1","17","1103020042"
"","","","","93","","","10302","0","0.2","1103020043"
"","0","0.01","0","6","0","0","10302","0","1","1103020044"
"","0","0.01","0","6","0","0","10302","0","2","1103020045"
"","0","0.01","0","6","0","0","10302","0","3","1103020046"
"","0","0.01","0","6","0","0","10302","0","4","1103020047"
"","","","","32","","","10302","0","10","1103020048"
"","","","","32","","","10302","0","11","1103020049"
"","","","","32","","","10302","0","12","1103020050"
"","","","","32","","","10302","0","13","1103020051"
"","","","","32","","","10302","0","14","1103020052"
"","","","","32","","","10302","0","15","1103020053"
"","","","","32","","","10302","0","16","1103020054"
"","","","","32","","","10302","0","18","1103020055"
"","","","","93","","","10302","0","0.3","1103020056"
"magicitem_1","20","1","0","5","0","0","10303","1","3","1103030001"
"magicitem_2","19","1","0","5","0","0","10303","2","1","1103030002"
"magicitem_3","18","1","0","5","0","0","10303","3","2","1103030003"
"magicitem_kokkoro","21","1","0","5","0","0","10303","4","103000","1103030004"
"","0","0","0","31","1","","10303","10","103000","1103030005"
"","0","0","0","31","1","","10303","11","103001","1103030006"
"","0","0","0","31","1","","10303","12","103002","1103030007"
"","8","0","-35","31","1","","10303","13","103005","1103030008"
"","0","0","0","31","1","","10303","14","103009","1103030009"
"","0","0","0","31","1","","10303","19","103012","1103030010"
"","0","1","0","31","1","","10303","15","1","1103030011"
"","0","0","0","31","1","","10303","16","2","1103030012"
"","0","0","0","31","1","","10303","17","3","1103030013"
"","0","0","0","31","1","","10303","18","4","1103030014"
"","0","1","0","35","1","","10303","0","18","1103030015"
"","","","","32","","","10303","1","18","1103030016"
"","","","","91","","","10303","0","0","1103030017"
"","","","","32","","","10303","1","10","1103030018"
"","","","","32","","","10303","1","11","1103030019"
"","","","","32","","","10303","1","12","1103030020"
"","","","","32","","","10303","1","13","1103030021"
"","","","","32","","","10303","1","19","1103030022"
"","0","0","","3","","","10303","magicitem_1","1","1103030023"
"","0","0","","3","","","10303","magicitem_2","2","1103030024"
"","0","0","","3","","","10303","magicitem_3","3","1103030025"
"","0","0","","3","","","10303","magicitem_kokkoro","4","1103030026"
"","0","","2.17","21","","","10303","vo_caravan_event_005_000","vo_caravan","1103030027"
"","1","","3.2","21","","","10303","vo_caravan_event_005_001","vo_caravan","1103030028"
"","2","","4.9","21","","","10303","vo_caravan_event_005_002","vo_caravan","1103030029"
"","","","","93","","","10303","0","7","1103030030"
"","","","","32","","","10303","0","18","1103030031"
"","","","","93","","","10303","0","0.67","1103030032"
"","","","","101","","","10303","1","1103030034","1103030033"
"","","","","35","","","10303","1","14","1103030034"
"","","","","32","","","10303","1","14","1103030035"
"","","","","32","","","10303","1","16","1103030036"
"","","","","32","","","10303","0","19","1103030037"
"","","","","35","","","10303","1","18","1103030038"
"","","","","93","","","10303","0","0.4","1103030039"
"","","","","92","","","10303","","","1103030040"
"","","","","35","","","10303","1","17","1103030041"
"","","","","32","","","10303","1","17","1103030042"
"","","","","93","","","10303","0","0.2","1103030043"
"","0","0.01","0","6","0","0","10303","0","1","1103030044"
"","0","0.01","0","6","0","0","10303","0","2","1103030045"
"","0","0.01","0","6","0","0","10303","0","3","1103030046"
"","0","0.01","0","6","0","0","10303","0","4","1103030047"
"","","","","32","","","10303","0","10","1103030048"
"","","","","32","","","10303","0","11","1103030049"
"","","","","32","","","10303","0","12","1103030050"
"","","","","32","","","10303","0","13","1103030051"
"","","","","32","","","10303","0","14","1103030052"
"","","","","32","","","10303","0","15","1103030053"
"","","","","32","","","10303","0","16","1103030054"
"","","","","32","","","10303","0","18","1103030055"
"","","","","93","","","10303","0","0.3","1103030056"
"magicitem_1","20","1","0","5","0","0","10304","1","1","1103040001"
"magicitem_2","19","1","0","5","0","0","10304","2","2","1103040002"
"magicitem_3","18","1","0","5","0","0","10304","3","4","1103040003"
"magicitem_kyaru","21","1","0","5","0","0","10304","4","103000","1103040004"
"","0","0","0","31","1","","10304","10","103000","1103040005"
"","0","0","0","31","1","","10304","11","103001","1103040006"
"","0","0","0","31","1","","10304","12","103002","1103040007"
"","0","0","0","31","1","","10304","13","103006","1103040008"
"","0","0","0","31","1","","10304","14","103010","1103040009"
"","0","0","0","31","1","","10304","19","103011","1103040010"
"","0","1","0","31","1","","10304","15","1","1103040011"
"","0","0","0","31","1","","10304","16","2","1103040012"
"","0","0","0","31","1","","10304","17","3","1103040013"
"","0","0","0","31","1","","10304","18","4","1103040014"
"","0","1","0","35","1","","10304","0","18","1103040015"
"","","","","32","","","10304","1","18","1103040016"
"","","","","91","","","10304","0","0","1103040017"
"","","","","32","","","10304","1","10","1103040018"
"","","","","32","","","10304","1","11","1103040019"
"","","","","32","","","10304","1","12","1103040020"
"","","","","32","","","10304","1","13","1103040021"
"","","","","32","","","10304","1","19","1103040022"
"","0","0","","3","","","10304","magicitem_1","1","1103040023"
"","0","0","","3","","","10304","magicitem_2","2","1103040024"
"","0","0","","3","","","10304","magicitem_3","3","1103040025"
"","0","0","","3","","","10304","magicitem_kyaru2","4","1103040026"
"","0","","2.17","21","","","10304","vo_caravan_event_007_000","vo_caravan","1103040027"
"","1","","3.2","21","","","10304","vo_caravan_event_007_001","vo_caravan","1103040028"
"","2","","4.9","21","","","10304","vo_caravan_event_007_002","vo_caravan","1103040029"
"","","","","93","","","10304","0","7","1103040030"
"","","","","32","","","10304","0","18","1103040031"
"","","","","93","","","10304","0","0.67","1103040032"
"","","","","101","","","10304","1","1103040034","1103040033"
"","","","","35","","","10304","1","14","1103040034"
"","","","","32","","","10304","1","14","1103040035"
"","","","","32","","","10304","1","16","1103040036"
"","","","","32","","","10304","0","19","1103040037"
"","","","","35","","","10304","1","18","1103040038"
"","","","","93","","","10304","0","0.4","1103040039"
"","","","","92","","","10304","","","1103040040"
"","","","","35","","","10304","1","17","1103040041"
"","","","","32","","","10304","1","17","1103040042"
"","","","","93","","","10304","0","0.2","1103040043"
"","0","0.01","0","6","0","0","10304","0","1","1103040044"
"","0","0.01","0","6","0","0","10304","0","2","1103040045"
"","0","0.01","0","6","0","0","10304","0","3","1103040046"
"","0","0.01","0","6","0","0","10304","0","4","1103040047"
"","","","","32","","","10304","0","10","1103040048"
"","","","","32","","","10304","0","11","1103040049"
"","","","","32","","","10304","0","12","1103040050"
"","","","","32","","","10304","0","13","1103040051"
"","","","","32","","","10304","0","14","1103040052"
"","","","","32","","","10304","0","15","1103040053"
"","","","","32","","","10304","0","16","1103040054"
"","","","","32","","","10304","0","18","1103040055"
"","","","","93","","","10304","0","0.3","1103040056"
"empty","55","0.95","-250","5","-270","0","10401","1","3","1104010001"
"empty","57","0.95","-250","5","-270","0","10401","2","104000","1104010002"
"empty","50","0.95","150","5","-260","0","10401","3","5","1104010003"
"empty","52","0.95","150","5","-260","0","10401","4","5","1104010004"
"","220","0","0","31","1","","10401","0","104000","1104010005"
"","0","0","0","31","1","","10401","1","104001","1104010006"
"","-225","0","-235","31","1","","10401","2","104002","1104010007"
"","0","0","0","31","1","","10401","3","104003","1104010008"
"","0","0","0","31","1","","10401","4","104004","1104010009"
"","400","0","0","31","1","","10401","6","104006","1104010010"
"","0","0","0","31","1","","10401","10","1","1104010011"
"","0","0","0","31","1","","10401","20","2","1104010012"
"","0","0","0","31","1","","10401","30","3","1104010013"
"","0","0","0","31","1","","10401","50","5","1104010014"
"","","","","91","","","10401","0","0","1104010015"
"","","","","32","","","10401","1","50","1104010016"
"","","","","32","","","10401","1","0","1104010017"
"","","","","32","","","10401","1","10","1104010018"
"","","","","93","","","10401","0","0.5","1104010019"
"","0","","","23","","","10401","se_caravan_event_kyaru_A","se_caravan","1104010020"
"","0","","0.2","21","","","10401","vo_caravan_event_98011_000","vo_caravan","1104010021"
"","","","","32","","","10401","1","6","1104010022"
"","0","0","","3","","0","10401","turnSkip_1_karin","3","1104010023"
"","0","0","","3","","0","10401","turnSkip_1_pen","4","1104010024"
"","0","0","","3","","0","10401","turnSkip_1","1","1104010025"
"","0","0","","3","","0","10401","turnSkip_1","2","1104010026"
"","0","","0.7","33","8","","10401","0","0","1104010027"
"","-260","","0.7","2","8","","10401","-250","3","1104010028"
"","-260","","0.7","2","8","","10401","-250","4","1104010029"
"","0","","0.7","33","8","","10401","0","6","1104010030"
"","","","","93","","","10401","0","4.3","1104010031"
"","0","","","23","","","10401","se_caravan_event_kyaru_1turn_B","se_caravan","1104010032"
"","0","","0.533","21","","","10401","vo_caravan_event_98011_001","vo_caravan","1104010033"
"","","","","93","","","10401","0","0.833","1104010034"
"","","","","32","","","10401","1","3","1104010035"
"","","","","93","","","10401","0","0.3003","1104010036"
"","","","","32","","","10401","1","1","1104010037"
"","","","","93","","","10401","0","1.0337","1104010038"
"","0","","","21","","","10401","vo_caravan_event_98011_002","vo_caravan","1104010039"
"","","","","32","","","10401","1","2","1104010040"
"","","","","93","","","10401","0","0.833","1104010041"
"","","","","101","","","10401","0","1104010043","1104010042"
"","","","","35","","","10401","1","4","1104010043"
"","","","","32","","","10401","1","4","1104010044"
"","","","","32","","","10401","1","20","1104010045"
"","","","","93","","","10401","0","0.4","1104010046"
"","","","","92","","","10401","","","1104010047"
"","","","","35","","","10401","1","30","1104010048"
"","","","","32","","","10401","1","30","1104010049"
"","","","","93","","","10401","0","0.2","1104010050"
"","1","0","1","6","0","0","10401","1","1","1104010051"
"","1","0","1","6","0","0","10401","1","2","1104010052"
"","1","0","1","6","0","0","10401","1","3","1104010053"
"","1","0","1","6","0","0","10401","1","4","1104010054"
"","","","","32","","","10401","0","0","1104010055"
"","","","","32","","","10401","0","1","1104010056"
"","","","","32","","","10401","0","2","1104010057"
"","","","","32","","","10401","0","3","1104010058"
"","","","","32","","","10401","0","4","1104010059"
"","","","","32","","","10401","0","6","1104010060"
"","","","","32","","","10401","0","10","1104010061"
"","","","","32","","","10401","0","20","1104010062"
"","","","","32","","","10401","0","50","1104010063"
"","","","","93","","","10401","0","0.3","1104010064"
"empty","55","0.95","-250","5","-270","0","10402","1","3","1104020001"
"empty","57","0.95","-250","5","-270","0","10402","2","104000","1104020002"
"empty","50","0.95","100","5","-260","0","10402","3","5","1104020003"
"empty","52","0.95","100","5","-260","0","10402","4","5","1104020004"
"","220","0","0","31","1","","10402","0","104000","1104020005"
"","0","0","0","31","1","","10402","1","104001","1104020006"
"","-205","0","-245","31","1","","10402","2","104002","1104020007"
"","0","0","0","31","1","","10402","3","104003","1104020008"
"","0","0","0","31","1","","10402","5","104005","1104020009"
"","265","0","0","31","1","","10402","6","104006","1104020010"
"","0","0","0","31","1","","10402","10","1","1104020011"
"","0","0","0","31","1","","10402","20","2","1104020012"
"","0","0","0","31","1","","10402","30","3","1104020013"
"","0","0","0","31","1","","10402","50","5","1104020014"
"","","","","91","","","10402","0","0","1104020015"
"","","","","32","","","10402","1","50","1104020016"
"","","","","32","","","10402","1","0","1104020017"
"","","","","32","","","10402","1","10","1104020018"
"","","","","93","","","10402","0","0.5","1104020019"
"","0","","","23","","","10402","se_caravan_event_kyaru_A","se_caravan","1104020020"
"","0","","0.2","21","","","10402","vo_caravan_event_98012_000","vo_caravan","1104020021"
"","","","","32","","","10402","1","6","1104020022"
"","0","0","","3","","0","10402","turnSkip_2_karin","3","1104020023"
"","0","0","","3","","0","10402","turnSkip_2_pen","4","1104020024"
"","0","0","","3","","0","10402","turnSkip_2","1","1104020025"
"","0","0","","3","","0","10402","turnSkip_2","2","1104020026"
"","0","","0.7","33","8","","10402","0","0","1104020027"
"","-260","","0.7","2","8","","10402","-250","3","1104020028"
"","-260","","0.7","2","8","","10402","-250","4","1104020029"
"","0","","0.7","33","8","","10402","0","6","1104020030"
"","","","","93","","","10402","0","4.3","1104020031"
"","0","","","23","","","10402","se_caravan_event_kyaru_2turn_B","se_caravan","1104020032"
"","0","","0.63","21","","","10402","vo_caravan_event_98012_001","vo_caravan","1104020033"
"","0","","2.2","21","","","10402","vo_caravan_event_98012_002","vo_caravan","1104020034"
"","","","","93","","","10402","0","2.5","1104020035"
"","","","","32","","","10402","1","3","1104020036"
"","","","","93","","","10402","0","0.3","1104020037"
"","","","","32","","","10402","1","1","1104020038"
"","","","","93","","","10402","0","1.067","1104020039"
"","0","","","21","","","10402","vo_caravan_event_98012_003","vo_caravan","1104020040"
"","","","","32","","","10402","1","2","1104020041"
"","","","","93","","","10402","0","0.933","1104020042"
"","","","","101","","","10402","0","1104020044","1104020043"
"","","","","35","","","10402","1","5","1104020044"
"","","","","32","","","10402","1","5","1104020045"
"","","","","32","","","10402","1","20","1104020046"
"","","","","93","","","10402","0","0.4","1104020047"
