a4c89f871be0730ee1480cedb024b51c540b434bad309d85482271ac8ae56b48,589a501c0e0716d297f9fb49b984ecb368eda66a1c2838736df93fc19b006e5d,edb1d4b5db226f75003b8d513d53f5fc670463681c983d47cfaa826eb668af27,8262ba311d3c8fdf02d5197eb4834dcafb6fbd8fc35916e902ffb2fe4e8a182c,6efa5b4c5b5deaa825dd5c55240e3c8b7d156a3a9404374f7e56a1508f2dab46,9efb529ba6e25334aa5367c19356d6663f0cdba84bb06e2d1b5d4be84fff2572,541ee131a1d16b8e916bd8d90c3632f7fa599a97838459ac3fd178c7f48643e0,a4249210d6fec2ea73bdf701130f57be649020b34913abfdabf45f125691b588,1ff6719c098c23347a8937b7fdd85eaafa13bc3d5ddf6dc9f95fa757fc0a9f4e,57dfac86e7ca7aaca32e7a0161d90d783aa3762ab5f266282382f2b8e375066a,ace29fff7824523d8a2ef2ab407ecae1a7de0a5eb907cfcccf368848ce22920e
"vo_travel_talk_20002_02","","20022","","","21","0","vo_travel_talk","0","","1200220012"
"どういたしまして♪\nケガはないのが一番だけど、\n困ったときは遠慮なく相談してね？","0","20022","0","1","11","1","100211","10","0","1200220013"
"","","20022","","","91","","0","","","1200220014"
"travel_topdrama_r_2000_idle_wish_joy","","20022","","","3","","100211","1","0.2","1200220015"
"","","20022","","","112","","","","","1200220016"
"","","20022","","","91","","0","","","1200220017"
"100411","travel_topdrama_r_2000_idle_doya","20031","0","-68","1","-42","1","101","0.8","1200310001"
"102011","travel_topdrama_r_2000_idle_normal","20031","1","-68","1","42","1","102","0.8","1200310002"
"0","mana","20031","0","-75","5","0","0","110","1","1200310003"
"","","20031","","","91","","0","","","1200310004"
"0","","20031","","","93","","10","","","1200310005"
"","","20031","","","101","","1200310005","","","1200310006"
"none","","20031","","","3","","0","0","0","1200310007"
"","","20031","","","91","","0","","","1200310008"
"103","","20032","","","13","","100411","","","1200320001"
"104","","20032","","","13","","102011","","","1200320002"
"travel_topdrama_r_2000_talk_doya_in","","20032","","1","3","travel_topdrama_r_2000_talk_doya_loop","100411","0","0.2","1200320003"
"vo_travel_talk_20003_00","","20032","","","21","0","vo_travel_talk","0","","1200320004"
"冒険はね、準備が大事なんだよ！\nだから迷わないようにコンパスを\n持ってきたんだ～♪","0","20032","0","1","11","1","100411","10","0","1200320005"
"","","20032","","","91","","0","","","1200320006"
"travel_topdrama_r_2000_idle_doya","","20032","","","3","","100411","1","0.2","1200320007"
"travel_topdrama_r_2000_talk_wish_in","","20032","","1","3","travel_topdrama_r_2000_talk_wish_loop","102011","0","0.2","1200320008"
"vo_travel_talk_20003_01","","20032","","","21","0","vo_travel_talk","0","","1200320009"
"ミソギちゃん、すご～い♪\n針がいっぱいぐるぐるしてるけど、\nどうやって使うの～？","0","20032","0","1","11","1","102011","10","0","1200320010"
"","","20032","","","91","","0","","","1200320011"
"travel_topdrama_r_2000_idle_wish","","20032","","","3","","102011","1","0.2","1200320012"
"travel_topdrama_r_2000_talk_sad_in_surprise2","","20032","","1","3","travel_topdrama_r_2000_talk_sad_loop_surprise2","100411","0","0.2","1200320013"
"vo_travel_talk_20003_02","","20032","","","21","0","vo_travel_talk","0","","1200320014"
"えっ？　ぐるぐる？\n……あ～！？　イタズラで使う磁石、\n同じポケットに入れたままだった～！","0","20032","0","1","11","1","100411","10","0","1200320015"
"","","20032","","","91","","0","","","1200320016"
"travel_topdrama_r_2000_idle_sad_surprise2","","20032","","","3","","100411","1","0.2","1200320017"
"","","20032","","","112","","","","","1200320018"
"","","20032","","","91","","0","","","1200320019"
"105311","travel_topdrama_r_2000_idle_normal","20041","1","-68","1","42","1","101","0.8","1200410001"
"104511","travel_topdrama_r_2000_idle_wish","20041","0","-68","1","-42","1","102","0.8","1200410002"
"0","mana","20041","0","-75","5","0","0","110","1","1200410003"
"","","20041","","","91","","0","","","1200410004"
"0","","20041","","","93","","10","","","1200410005"
"","","20041","","","101","","1200410005","","","1200410006"
"none","","20041","","","3","","0","0","0","1200410007"
"","","20041","","","91","","0","","","1200410008"
"103","","20042","","","13","","105311","","","1200420001"
"104","","20042","","","13","","104511","","","1200420002"
"travel_topdrama_r_2000_talk_surprise_in_sad","","20042","","1","3","travel_topdrama_r_2000_talk_surprise_loop_sad","105311","0","0.2","1200420003"
"vo_travel_talk_20004_00","","20042","","","21","0","vo_travel_talk","0","","1200420004"
"ど、どうしたんだクウカ！？\n顔が真っ赤だし、こんなに汗ばんで……\nどこか、体調でも悪いのか！？","0","20042","0","1","11","1","105311","10","0","1200420005"
"","","20042","","","91","","0","","","1200420006"
"travel_topdrama_r_2000_idle_surprise_sad","","20042","","","3","","105311","1","0.2","1200420007"
"travel_topdrama_r_2000_talk_wish_loop","","20042","","1","3","","104511","1","0.2","1200420008"
"vo_travel_talk_20004_01","","20042","","","21","0","vo_travel_talk","0","","1200420009"
"これから行く場所には見たこともない\n恐ろしい魔物がいて、きっとクウカは\n空前絶後の辱めを受けることに……♪","0","20042","0","1","11","1","104511","10","0","1200420010"
"","","20042","","","91","","0","","","1200420011"
"travel_topdrama_r_2000_idle_wish","","20042","","","3","","104511","1","0.2","1200420012"
"travel_topdrama_r_2000_talk_doya_in_sad","","20042","","1","3","travel_topdrama_r_2000_talk_doya_loop_sad","105311","0","0.2","1200420013"
"vo_travel_talk_20004_02","","20042","","","21","0","vo_travel_talk","0","","1200420014"
"って、いつもの妄想か。\n心配してすごく損した気分になったぞ、\n頼むから、任務に集中してくれ！","0","20042","0","1","11","1","105311","10","0","1200420015"
"","","20042","","","91","","0","","","1200420016"
"travel_topdrama_r_2000_idle_doya_sad","","20042","","","3","","105311","1","0.2","1200420017"
"","","20042","","","112","","","","","1200420018"
"","","20042","","","91","","0","","","1200420019"
"100911","travel_topdrama_r_2000_idle_thinking","20051","0","-68","1","-42","1","101","0.8","1200510001"
"105611","travel_topdrama_r_2000_idle_arm_crossed","20051","1","-68","1","42","1","102","0.8","1200510002"
"0","mana","20051","0","-75","5","0","0","110","1","1200510003"
"","","20051","","","91","","0","","","1200510004"
"0","","20051","","","93","","10","","","1200510005"
"","","20051","","","101","","1200510005","","","1200510006"
"none","","20051","","","3","","0","0","0","1200510007"
"","","20051","","","91","","0","","","1200510008"
"103","","20052","","","13","","100911","","","1200520001"
"104","","20052","","","13","","105611","","","1200520002"
"travel_topdrama_r_2000_talk_thinking","","20052","","1","3","","100911","1","0.2","1200520003"
"vo_travel_talk_20005_00","","20052","","","21","0","vo_travel_talk","0","","1200520004"
"我が内なる暗黒が囁いている……\n数多の運命の糸が複雑に絡み合い、\nこの旅はやがて壮大な冒険譚になると！","0","20052","0","1","11","1","100911","10","0","1200520005"
"","","20052","","","91","","0","","","1200520006"
"travel_topdrama_r_2000_idle_thinking","","20052","","","3","","100911","1","0.2","1200520007"
"travel_topdrama_r_2000_talk_arm_crossed_in","","20052","","1","3","travel_topdrama_r_2000_talk_arm_crossed_loop","105611","0","0.2","1200520008"
"vo_travel_talk_20005_01","","20052","","","21","0","vo_travel_talk","0","","1200520009"
"そうかい。\nじゃあまずは、焚火の枝を集める運命を\n受け入れてもらえるかい？","0","20052","0","1","11","1","105611","10","0","1200520010"
"","","20052","","","91","","0","","","1200520011"
"travel_topdrama_r_2000_idle_arm_crossed","","20052","","","3","","105611","1","0.2","1200520012"
"travel_topdrama_r_2000_talk_doya_in_blink","","20052","","1","3","travel_topdrama_r_2000_talk_doya_loop","100911","0","0.2","1200520013"
"vo_travel_talk_20005_02","","20052","","","21","0","vo_travel_talk","0","","1200520014"
"ふっ、既にその運命は受け入れている！\n……のだが、その、全然集まらなくて。\nよければ手伝ってほしいんだが。","0","20052","0","1","11","1","100911","10","0","1200520015"
"","","20052","","","91","","0","","","1200520016"
"travel_topdrama_r_2000_idle_doya","","20052","","","3","","100911","1","0.2","1200520017"
"","","20052","","","112","","","","","1200520018"
"","","20052","","","91","","0","","","1200520019"
"110911","travel_topdrama_r_2000_idle_kyapi","20061","1","-68","1","42","1","101","0.8","1200610001"
"110811","travel_topdrama_r_2000_idle_doya_sad","20061","0","-68","1","-42","1","102","0.8","1200610002"
"0","mana","20061","0","-75","5","0","0","110","1","1200610003"
"","","20061","","","91","","0","","","1200610004"
"0","","20061","","","93","","10","","","1200610005"
"","","20061","","","101","","1200610005","","","1200610006"
"none","","20061","","","3","","0","0","0","1200610007"
"","","20061","","","91","","0","","","1200610008"
"103","","20062","","","13","","110911","","","1200620001"
"104","","20062","","","13","","110811","","","1200620002"
"travel_topdrama_r_2000_talk_kyapi_in","","20062","","1","3","travel_topdrama_r_2000_talk_kyapi_loop","110911","0","0.2","1200620003"
"vo_travel_talk_20006_00","","20062","","","21","0","vo_travel_talk","0","","1200620004"
"ちぇる～ん☆\nちぇるちぇら、ちぇりんぱ、\nちぇちぇりぽぷ！","0","20062","0","1","11","1","110911","10","0","1200620005"
"","","20062","","","91","","0","","","1200620006"
"travel_topdrama_r_2000_idle_kyapi","","20062","","","3","","110911","1","0.2","1200620007"
"travel_topdrama_r_2000_talk_doya_in_sad","","20062","","1","3","travel_topdrama_r_2000_talk_doya_loop_sad","110811","0","0.2","1200620008"
"vo_travel_talk_20006_01","","20062","","","21","0","vo_travel_talk","0","","1200620009"
"あのさ。いんだけどさ。\nそのアタマ悪めの奇声でさっき魔物が\nクソ集まってきた件、もう忘れたわけ。","0","20062","0","1","11","1","110811","10","0","1200620010"
"","","20062","","","91","","0","","","1200620011"
"travel_topdrama_r_2000_idle_doya_sad","","20062","","","3","","110811","1","0.2","1200620012"
"travel_topdrama_r_2000_talk_normal2","","20062","","1","3","","110911","1","0.2","1200620013"
"vo_travel_talk_20006_02","","20062","","","21","0","vo_travel_talk","0","","1200620014"
"……その節は\nたいへん御迷惑をおかけいたしました。","0","20062","0","1","11","1","110911","10","0","1200620015"
"","","20062","","","91","","0","","","1200620016"
"travel_topdrama_r_2000_idle_normal","","20062","","","3","","110911","1","0.2","1200620017"
"","","20062","","","112","","","","","1200620018"
"","","20062","","","91","","0","","","1200620019"
"102911","travel_topdrama_r_2000_idle_smile","20071","1","-68","1","42","1","101","0.8","1200710001"
"105411","travel_topdrama_r_2000_idle_sad","20071","0","-68","1","-42","1","102","0.8","1200710002"
"0","mana","20071","0","-75","5","0","0","110","1","1200710003"
"","","20071","","","91","","0","","","1200710004"
"0","","20071","","","93","","10","","","1200710005"
"","","20071","","","101","","1200710005","","","1200710006"
"none","","20071","","","3","","0","0","0","1200710007"
"","","20071","","","91","","0","","","1200710008"
"103","","20072","","","13","","102911","","","1200720001"
"104","","20072","","","13","","105411","","","1200720002"
"travel_topdrama_r_2000_talk_smile_in","","20072","","1","3","travel_topdrama_r_2000_talk_smile_loop","102911","0","0.2","1200720003"
"vo_travel_talk_20007_00","","20072","","","21","0","vo_travel_talk","0","","1200720004"
"このあたりの地形って、ダンスの\n練習にちょうどいいんじゃないかな？\n一緒にステップを踏んでみてくれない？","0","20072","0","1","11","1","102911","10","0","1200720005"
"","","20072","","","91","","0","","","1200720006"
"travel_topdrama_r_2000_idle_smile","","20072","","","3","","102911","1","0.2","1200720007"
"travel_topdrama_r_2007_dance","","20072","0.2","1","3","travel_topdrama_r_2000_talk_sad_loop","105411","0","0.2","1200720008"
"vo_travel_talk_20007_01","","20072","","","21","0","vo_travel_talk","0","","1200720009"
"えっと、こんな感じですか？\n……わわっ、バランスが！？\nなかなか難しいですね……","0","20072","0","1","11","1","105411","10","0","1200720010"
"","","20072","","","91","","0","","","1200720011"
"travel_topdrama_r_2000_idle_sad","","20072","","","3","","105411","1","0.2","1200720012"
"travel_topdrama_r_2000_talk_smile_in","","20072","","1","3","travel_topdrama_r_2000_talk_smile_loop","102911","0","0.2","1200720013"
"vo_travel_talk_20007_02","","20072","","","21","0","vo_travel_talk","0","","1200720014"
"つまり、練習になるってことだよ！\nライブ前、ここに戻ってこれるように、\n場所をメモしておかなきゃね♪","0","20072","0","1","11","1","102911","10","0","1200720015"
"","","20072","","","91","","0","","","1200720016"
"travel_topdrama_r_2000_idle_smile","","20072","","","3","","102911","1","0.2","1200720017"
"","","20072","","","112","","","","","1200720018"
"","","20072","","","91","","0","","","1200720019"
"104711","travel_topdrama_r_2000_idle_sad","20081","1","-68","1","42","1","101","0.8","1200810001"
"107111","travel_topdrama_r_2000_idle_doya","20081","0","-68","1","-42","1","102","0.8","1200810002"
"0","mana","20081","0","-75","5","0","0","110","1","1200810003"
"","","20081","","","91","","0","","","1200810004"
"0","","20081","","","93","","10","","","1200810005"
"","","20081","","","101","","1200810005","","","1200810006"
"none","","20081","","","3","","0","0","0","1200810007"
"","","20081","","","91","","0","","","1200810008"
"103","","20082","","","13","","104711","","","1200820001"
"104","","20082","","","13","","107111","","","1200820002"
"travel_topdrama_r_2000_talk_sad_in","","20082","","1","3","travel_topdrama_r_2000_talk_sad_loop","104711","0","0.2","1200820003"
"vo_travel_talk_20008_00","","20082","","","21","0","vo_travel_talk","0","","1200820004"
"王宮を離れる機会は何度かあったけど、\nやっぱり落ち着かないな……\n何かあった時に対応が難しいし。","0","20082","0","1","11","1","104711","10","0","1200820005"
"","","20082","","","91","","0","","","1200820006"
"travel_topdrama_r_2000_idle_sad","","20082","","","3","","104711","1","0.2","1200820007"
"travel_topdrama_r_2000_talk_doya_in","","20082","","1","3","travel_topdrama_r_2000_talk_doya_loop","107111","0","0.2","1200820008"
"vo_travel_talk_20008_01","","20082","","","21","0","vo_travel_talk","0","","1200820009"
"今さら不安がっても仕方ないだろう？\nもっと気楽にこの旅を愉しむべきだ。\nまだまだ先は長いのだからな☆","0","20082","0","1","11","1","107111","10","0","1200820010"
"","","20082","","","91","","0","","","1200820011"
"travel_topdrama_r_2000_idle_doya","","20082","","","3","","107111","1","0.2","1200820012"
"travel_topdrama_r_2000_talk_guts_in","","20082","","1","3","travel_topdrama_r_2000_talk_guts_loop","104711","0","0.2","1200820013"
"vo_travel_talk_20008_02","","20082","","","21","0","vo_travel_talk","0","","1200820014"
"ありがとう、クリスちゃん。\n王宮には優秀な部下たちもいるし、\n目の前の仕事に集中するよ。","0","20082","0","1","11","1","104711","10","0","1200820015"
"","","20082","","","91","","0","","","1200820016"
"travel_topdrama_r_2000_idle_guts","","20082","","","3","","104711","1","0.2","1200820017"
"","","20082","","","112","","","","","1200820018"
"","","20082","","","91","","0","","","1200820019"
"104011","travel_topdrama_r_2000_idle_guts2","20091","1","-68","1","42","1","101","0.8","1200910001"
"101511","travel_topdrama_r_2000_idle_smile","20091","0","-68","1","-42","1","102","0.8","1200910002"
"0","mana","20091","0","-75","5","0","0","110","1","1200910003"
"","","20091","","","91","","0","","","1200910004"
"0","","20091","","","93","","10","","","1200910005"
"","","20091","","","101","","1200910005","","","1200910006"
"none","","20091","","","3","","0","0","0","1200910007"
"","","20091","","","91","","0","","","1200910008"
"103","","20092","","","13","","104011","","","1200920001"
"104","","20092","","","13","","101511","","","1200920002"
"travel_topdrama_r_2000_talk_guts2_in","","20092","","1","3","travel_topdrama_r_2000_talk_guts2_loop","104011","0","0.2","1200920003"
"vo_travel_talk_20009_00","","20092","","","21","0","vo_travel_talk","0","","1200920004"
"今回の冒険には、たくさんのギルドが\n参加してるんですよね……？\nもしかして、友達を作るチャンス……？","0","20092","0","1","11","1","104011","10","0","1200920005"
"","","20092","","","91","","0","","","1200920006"
"travel_topdrama_r_2000_idle_guts2","","20092","","","3","","104011","1","0.2","1200920007"
"travel_topdrama_r_2000_talk_wish_in_joy","","20092","","1","3","travel_topdrama_r_2000_talk_wish_loop_joy","101511","0","0.2","1200920008"
"vo_travel_talk_20009_01","","20092","","","21","0","vo_travel_talk","0","","1200920009"
"ふふっ、そうね～\nきっといろんな出会いがあるから、\nいっぱいお話してみるといいわよ～？","0","20092","0","1","11","1","101511","10","0","1200920010"
"","","20092","","","91","","0","","","1200920011"
"travel_topdrama_r_2000_idle_wish_joy","","20092","","","3","","101511","1","0.2","1200920012"
"travel_topdrama_r_2000_talk_surprise_in_sad","","20092","","1","3","travel_topdrama_r_2000_talk_surprise_loop_sad","104011","0","0.2","1200920013"
"vo_travel_talk_20009_02","","20092","","","21","0","vo_travel_talk","0","","1200920014"
"いっぱい……お話……！？\n一気に自信がなくなってきました……\nやっぱり、隅っこを歩きましょう……","0","20092","0","1","11","1","104011","10","0","1200920015"
"","","20092","","","91","","0","","","1200920016"
"travel_topdrama_r_2000_idle_surprise_sad","","20092","","","3","","104011","1","0.2","1200920017"
"","","20092","","","112","","","","","1200920018"
"","","20092","","","91","","0","","","1200920019"
"102611","travel_topdrama_r_2000_idle_sad","20101","1","-68","1","42","1","101","0.8","1201010001"
"103311","travel_topdrama_r_2000_idle_doya_sad","20101","0","-68","1","-42","1","102","0.8","1201010002"
"0","mana","20101","0","-75","5","0","0","110","1","1201010003"
"","","20101","","","91","","0","","","1201010004"
"0","","20101","","","93","","10","","","1201010005"
"","","20101","","","101","","1201010005","","","1201010006"
"none","","20101","","","3","","0","0","0","1201010007"
"","","20101","","","91","","0","","","1201010008"
"103","","20102","","","13","","102611","","","1201020001"
"104","","20102","","","13","","103311","","","1201020002"
"travel_topdrama_r_2000_talk_sad_in","","20102","","1","3","travel_topdrama_r_2000_talk_sad_loop","102611","0","0.2","1201020003"
"vo_travel_talk_20010_00","","20102","","","21","0","vo_travel_talk","0","","1201020004"
"ふぇ～……ふぇ～……！\nもうだいぶ歩かされてるよ～！\n帰りたい～、ごろごろしてたい～！","0","20102","0","1","11","1","102611","10","0","1201020005"
"","","20102","","","91","","0","","","1201020006"
"travel_topdrama_r_2000_idle_sad","","20102","","","3","","102611","1","0.2","1201020007"
"travel_topdrama_r_2000_talk_doya_in_sad","","20102","","1","3","travel_topdrama_r_2000_talk_doya_loop_sad","103311","0","0.2","1201020008"
"vo_travel_talk_20010_01","","20102","","","21","0","vo_travel_talk","0","","1201020009"
"なに言ってるべさ～！\nリンリンこそしっかり歩いて、\n体を鍛え直さねぇと！","0","20102","0","1","11","1","103311","10","0","1201020010"
"","","20102","","","91","","0","","","1201020011"
"travel_topdrama_r_2000_idle_doya_sad","","20102","","","3","","103311","1","0.2","1201020012"
"travel_topdrama_r_2000_talk_dead","","20102","","1","3","","102611","1","0.2","1201020013"
"vo_travel_talk_20010_02","","20102","","","21","0","vo_travel_talk","0","","1201020014"
"そういうの、間に合ってるから……！\nとにかく休憩！　休憩しよ～！\nドングリ食べないと、足が棒になる～！","0","20102","0","1","11","1","102611","10","0","1201020015"
"","","20102","","","91","","0","","","1201020016"
"travel_topdrama_r_2000_idle_dead","","20102","","","3","","102611","1","0.2","1201020017"
"","","20102","","","112","","","","","1201020018"
"","","20102","","","91","","0","","","1201020019"
"104911","travel_topdrama_r_2000_idle_smile","20111","1","-68","1","42","1","101","0.8","1201110001"
"101111","travel_topdrama_r_2000_idle_normal","20111","0","-68","1","-42","1","102","0.8","1201110002"
"0","mana","20111","0","-75","5","0","0","110","1","1201110003"
"","","20111","","","91","","0","","","1201110004"
"0","","20111","","","93","","10","","","1201110005"
"","","20111","","","101","","1201110005","","","1201110006"
"none","","20111","","","3","","0","0","0","1201110007"
"","","20111","","","91","","0","","","1201110008"
"103","","20112","","","13","","104911","","","1201120001"
"104","","20112","","","13","","101111","","","1201120002"
"travel_topdrama_r_2000_talk_smile_in","","20112","","1","3","travel_topdrama_r_2000_talk_smile_loop","104911","0","0.2","1201120003"
"vo_travel_talk_20011_00","","20112","","","21","0","vo_travel_talk","0","","1201120004"
"なにかいい物、落ちてないかな～？\n弟くんが喜びのあまり、お姉ちゃん\n大好き以外の感情を失う宝物とか。","0","20112","0","1","11","1","104911","10","0","1201120005"
"","","20112","","","91","","0","","","1201120006"
"travel_topdrama_r_2000_idle_smile","","20112","","","3","","104911","1","0.2","1201120007"
"travel_topdrama_r_2000_shock_in","","20112","","1","3","travel_topdrama_r_2000_talk_shock","101111","0","0.2","1201120008"
"vo_travel_talk_20011_01","","20112","","","21","0","vo_travel_talk","0","","1201120009"
"いやいやいや、お姉ちゃん？\nそれはもう呪いの装備の類です、\n見つけても持って帰らないでください。","0","20112","0","1","11","1","101111","10","0","1201120010"
"","","20112","","","91","","0","","","1201120011"
"travel_topdrama_r_2000_idle_normal","","20112","","","3","","101111","1","0.2","1201120012"
"travel_topdrama_r_2000_talk_wish_in_joy","","20112","","1","3","travel_topdrama_r_2000_talk_wish_loop_joy","104911","0","0.2","1201120013"
"vo_travel_talk_20011_02","","20112","","","21","0","vo_travel_talk","0","","1201120014"
"え～……まぁ、いいか。\nそんなものに頼らなくても、弟くんは\nお姉ちゃんのこと大好きだしね♪","0","20112","0","1","11","1","104911","10","0","1201120015"
"","","20112","","","91","","0","","","1201120016"
"travel_topdrama_r_2000_idle_wish_joy","","20112","","","3","","104911","1","0.2","1201120017"
"","","20112","","","112","","","","","1201120018"
"","","20112","","","91","","0","","","1201120019"
"101011","travel_topdrama_r_2000_idle_sad","20121","1","-68","1","42","1","101","0.8","1201210001"
"101711","travel_topdrama_r_2000_idle_guts2_joy","20121","0","-68","1","-42","1","102","0.8","1201210002"
"3","travel_topdrama_r_2012_empty","20121","0","-68","5","-42","3","103","0.8","1201210003"
"0","mana","20121","0","-75","5","0","0","110","1","1201210004"
"","","20121","","","91","","0","","","1201210005"
"0","","20121","","","93","","10","","","1201210006"
"","","20121","","","101","","1201210006","","","1201210007"
"none","","20121","","","3","","0","0","0","1201210008"
"","","20121","","","91","","0","","","1201210009"
"104","","20122","","","13","","101011","","","1201220001"
"105","","20122","","","13","","101711","","","1201220002"
"travel_topdrama_r_2000_talk_sad_in","","20122","","1","3","travel_topdrama_r_2000_talk_sad_loop","101011","0","0.2","1201220003"
"vo_travel_talk_20012_00","","20122","","","21","0","vo_travel_talk","0","","1201220004"
"冒険って大変やなぁ～\nうちはちょっと疲れてきたんやけど、\nカオリはんはまだまだ元気そうやね～？","0","20122","0","1","11","1","101011","10","0","1201220005"
"","","20122","","","91","","0","","","1201220006"
"travel_topdrama_r_2000_idle_sad","","20122","","","3","","101011","1","0.2","1201220007"
"travel_topdrama_r_2012_raise_in","","20122","","1","3","travel_topdrama_r_2012_raise_loop_talk","101711","0","0.2","1201220008"
"travel_topdrama_r_2012_raise_in","","20122","","1","3","travel_topdrama_r_2012_raise_loop_talk","3","0","0.2","1201220009"
"vo_travel_talk_20012_01","","20122","","","21","0","vo_travel_talk","0","","1201220010"
"サーターアンダギーのおかげさ～♪\n甘くてお腹もいっぱいなるから、\nマホにもお裾分けしてあげるね～？","0","20122","0","1","11","1","101711","10","0","1201220011"
"","","20122","","","91","","0","","","1201220012"
"travel_topdrama_r_2012_raise_loop_idle","","20122","","","3","","101711","1","0.2","1201220013"
"travel_topdrama_r_2012_raise_loop_talk","","20122","","","3","","3","1","0.2","1201220014"
"travel_topdrama_r_2000_talk_smile_in","","20122","","1","3","travel_topdrama_r_2000_talk_smile_loop","101011","0","0.2","1201220015"
"vo_travel_talk_20012_02","","20122","","","21","0","vo_travel_talk","0","","1201220016"
"おおきに～♪\nこれを食べて、うちもカオリはん\nみたいに元気に冒険せなな～♪","0","20122","0","1","11","1","101011","10","0","1201220017"
