a1d2eb90251e00676a5ea5efcee6caf8c6e4754117e9921276de9e830bcf116a,cba744319eb73610c257c161f1df806ea0b75904b7568a27863047b8def04b0a,75d246b3c7e149a62ab5eb22daf2515943a93d68a5c241219e3c48db3d41e8af,79c90248218c56d6ffd9dd09ebfbca83863bd9d1c9bf9969ea49cd0f0bf47cf1,9fd11e473818e2d5525a8b5700b34dbe9ec19fcfb465c8e71abce8bfc57652fb,c22a46940a31b4319549562a074fff487bdf2d042bc4ab361d19e5dbd4dc7093,91ac49f064d5811c054e316238b094f88426f6c7ad0fb995e7fa26245f1d40dc,9c69aebf400bbf639aef6da25075dc3305535b345afe66650c10192dee5384a0,cc230eaae2279b123bf06530f626ccfa8dfffffd13132ae2ba9f4960cc513d1f,d73da042859f630119632a35bd9fcbe31460ed32bbd19ffb0db832db3af8526c,869bc282ad79d5265fd3a3c856d0d3b5e5b01a9403b1cd58af061af3814b9c6e,a3044efe13cd6f1aa466f08779c3d1ff3784f4075fa9087db7d53edd2e976ce5,bf69aaa103cc467deb719b2aee24c4350d88369b583813ef481c59e2a73d1d8f,abec765a68c66db243c8e823aca851662d234ce7c4caa0d99938b462cbe84e15,e98f65d004bf82bc951cf09db0666a89538ff0a6e30ea6e5162306d15b916d81,6de1ece84ef8ef6ba025ca9beb83a421737f83f9e895569e473800610a32166c,0c704de479185604f260c1f7be2581ef7047f99b5366de1154a457fd388d5930,25025d6207ea5c3d15973f5fbca9a5d3b387ce1621610490e32bc15aec7ece12
"19","50","0","0","8","0","5100","0","0","0","91002","0","0","0","0","0","0","5100"
"20","50","0","0","8","0","5200","0","0","0","91002","0","0","0","0","0","0","5200"
"21","50","0","0","8","0","5300","0","0","0","91002","0","0","0","0","0","0","5300"
"22","50","0","0","8","0","5400","0","0","0","91002","0","0","0","0","0","0","5400"
"23","50","0","0","8","0","5500","0","0","0","91002","0","0","0","0","0","0","5500"
"24","50","0","0","8","0","5600","0","0","0","91002","0","0","0","0","0","0","5600"
"25","50","0","0","8","0","5700","0","0","0","91002","0","0","0","0","0","0","5700"
"26","50","0","0","8","0","5800","0","0","0","91002","0","0","0","0","0","0","5800"
"27","50","0","0","8","0","5900","0","0","0","91002","0","0","0","0","0","0","5900"
"28","50","0","0","8","0","6000","0","0","0","91002","0","0","0","0","0","0","6000"
"29","50","0","0","8","0","6100","0","0","0","91002","0","0","0","0","0","0","6100"
"30","50","0","0","8","0","6200","0","0","0","91002","0","0","0","0","0","0","6200"
"31","50","0","0","8","0","6300","0","0","0","91002","0","0","0","0","0","0","6300"
"32","50","0","0","8","0","6400","0","0","0","91002","0","0","0","0","0","0","6400"
"33","50","0","0","8","0","6500","0","0","0","91002","0","0","0","0","0","0","6500"
"34","50","0","0","8","0","6600","0","0","0","91002","0","0","0","0","0","0","6600"
"35","50","0","0","8","0","6700","0","0","0","91002","0","0","0","0","0","0","6700"
"36","50","0","0","8","0","6800","0","0","0","91002","0","0","0","0","0","0","6800"
"37","50","0","0","8","0","6900","0","0","0","91002","0","0","0","0","0","0","6900"
"38","50","0","0","8","0","7000","0","0","0","91002","0","0","0","0","0","0","7000"
"39","50","0","0","8","0","7100","0","0","0","91002","0","0","0","0","0","0","7100"
"40","50","0","0","8","0","7200","0","0","0","91002","0","0","0","0","0","0","7200"
"41","50","0","0","8","0","7300","0","0","0","91002","0","0","0","0","0","0","7300"
"42","50","0","0","8","0","7400","0","0","0","91002","0","0","0","0","0","0","7400"
"43","50","0","0","8","0","7500","0","0","0","91002","0","0","0","0","0","0","7500"
"44","50","0","0","8","0","7600","0","0","0","91002","0","0","0","0","0","0","7600"
"45","50","0","0","8","0","7700","0","0","0","91002","0","0","0","0","0","0","7700"
"46","50","0","0","8","0","7800","0","0","0","91002","0","0","0","0","0","0","7800"
"47","50","0","0","8","0","7900","0","0","0","91002","0","0","0","0","0","0","7900"
"48","50","0","0","8","0","8000","0","0","0","91002","0","0","0","0","0","0","8000"
"49","15","0","0","8","0","8100","0","0","0","91002","0","0","0","0","0","0","8100"
"50","15","0","0","8","0","8200","0","0","0","91002","0","0","0","0","0","0","8200"
"51","15","0","0","8","0","8300","0","0","0","91002","0","0","0","0","0","0","8300"
"52","15","0","0","8","0","8400","0","0","0","91002","0","0","0","0","0","0","8400"
"53","15","0","0","8","0","8500","0","0","0","91002","0","0","0","0","0","0","8500"
"54","15","0","0","8","0","8600","0","0","0","91002","0","0","0","0","0","0","8600"
"55","15","0","0","8","0","8700","0","0","0","91002","0","0","0","0","0","0","8700"
"56","15","0","0","8","0","8800","0","0","0","91002","0","0","0","0","0","0","8800"
"57","15","0","0","8","0","8900","0","0","0","91002","0","0","0","0","0","0","8900"
"58","15","0","0","8","0","9000","0","0","0","91002","0","0","0","0","0","0","9000"
"59","15","0","0","8","0","9100","0","0","0","91002","0","0","0","0","0","0","9100"
"60","15","0","0","8","0","9200","0","0","0","91002","0","0","0","0","0","0","9200"
"61","15","0","0","8","0","9300","0","0","0","91002","0","0","0","0","0","0","9300"
"62","15","0","0","8","0","9400","0","0","0","91002","0","0","0","0","0","0","9400"
"63","15","0","0","8","0","9500","0","0","0","91002","0","0","0","0","0","0","9500"
"64","15","0","0","8","0","9600","0","0","0","91002","0","0","0","0","0","0","9600"
"65","15","0","0","8","0","9700","0","0","0","91002","0","0","0","0","0","0","9700"
"66","15","0","0","8","0","9800","0","0","0","91002","0","0","0","0","0","0","9800"
"67","15","0","0","8","0","9900","0","0","0","91002","0","0","0","0","0","0","9900"
"68","15","0","0","8","0","10000","0","0","0","91002","0","0","0","0","0","0","10000"
"69","15","0","0","8","0","10100","0","0","0","91002","0","0","0","0","0","0","10100"
"70","15","0","0","8","0","10200","0","0","0","91002","0","0","0","0","0","0","10200"
"71","15","0","0","8","0","10300","0","0","0","91002","0","0","0","0","0","0","10300"
"72","15","0","0","8","0","10400","0","0","0","91002","0","0","0","0","0","0","10400"
"73","15","0","0","8","0","10500","0","0","0","91002","0","0","0","0","0","0","10500"
"74","15","0","0","8","0","10600","0","0","0","91002","0","0","0","0","0","0","10600"
"75","15","0","0","8","0","10700","0","0","0","91002","0","0","0","0","0","0","10700"
"76","15","0","0","8","0","10800","0","0","0","91002","0","0","0","0","0","0","10800"
"77","15","0","0","8","0","10900","0","0","0","91002","0","0","0","0","0","0","10900"
"78","15","0","0","8","0","11000","0","0","0","91002","0","0","0","0","0","0","11000"
"79","15","0","0","8","0","11100","0","0","0","91002","0","0","0","0","0","0","11100"
"80","15","0","0","8","0","11200","0","0","0","91002","0","0","0","0","0","0","11200"
"81","15","0","0","8","0","11300","0","0","0","91002","0","0","0","0","0","0","11300"
"82","15","0","0","8","0","11400","0","0","0","91002","0","0","0","0","0","0","11400"
"83","15","0","0","8","0","11500","0","0","0","91002","0","0","0","0","0","0","11500"
"84","15","0","0","8","0","11600","0","0","0","91002","0","0","0","0","0","0","11600"
"85","15","0","0","8","0","11700","0","0","0","91002","0","0","0","0","0","0","11700"
"86","15","0","0","8","0","11800","0","0","0","91002","0","0","0","0","0","0","11800"
"87","15","0","0","8","0","11900","0","0","0","91002","0","0","0","0","0","0","11900"
"88","15","0","0","8","0","12000","0","0","0","91002","0","0","0","0","0","0","12000"
"89","15","0","0","8","0","12100","0","0","0","91002","0","0","0","0","0","0","12100"
"90","15","0","0","8","0","12200","0","0","0","91002","0","0","0","0","0","0","12200"
"91","15","0","0","8","0","12300","0","0","0","91002","0","0","0","0","0","0","12300"
"92","15","0","0","8","0","12400","0","0","0","91002","0","0","0","0","0","0","12400"
"93","15","0","0","8","0","12500","0","0","0","91002","0","0","0","0","0","0","12500"
"94","15","0","0","8","0","12600","0","0","0","91002","0","0","0","0","0","0","12600"
"95","15","0","0","8","0","12700","0","0","0","91002","0","0","0","0","0","0","12700"
"96","15","0","0","8","0","12800","0","0","0","91002","0","0","0","0","0","0","12800"
"97","15","0","0","8","0","12900","0","0","0","91002","0","0","0","0","0","0","12900"
"98","15","0","0","8","0","13000","0","0","0","91002","0","0","0","0","0","0","13000"
"99","15","0","0","8","0","13100","0","0","0","91002","0","0","0","0","0","0","13100"
"100","15","0","0","8","0","13200","0","0","0","91002","0","0","0","0","0","0","13200"
"101","15","0","0","8","0","13300","0","0","0","91002","0","0","0","0","0","0","13300"
"102","15","0","0","8","0","13400","0","0","0","91002","0","0","0","0","0","0","13400"
"103","15","0","0","8","0","13500","0","0","0","91002","0","0","0","0","0","0","13500"
"104","15","0","0","8","0","13600","0","0","0","91002","0","0","0","0","0","0","13600"
"105","15","0","0","8","0","13700","0","0","0","91002","0","0","0","0","0","0","13700"
"106","15","0","0","8","0","13800","0","0","0","91002","0","0","0","0","0","0","13800"
"107","15","0","0","8","0","13900","0","0","0","91002","0","0","0","0","0","0","13900"
"108","15","0","0","8","0","14000","0","0","0","91002","0","0","0","0","0","0","14000"
"109","15","0","0","8","0","14100","0","0","0","91002","0","0","0","0","0","0","14100"
"110","15","0","0","8","0","14200","0","0","0","91002","0","0","0","0","0","0","14200"
"111","15","0","0","8","0","14300","0","0","0","91002","0","0","0","0","0","0","14300"
"112","15","0","0","8","0","14400","0","0","0","91002","0","0","0","0","0","0","14400"
"113","15","0","0","8","0","14500","0","0","0","91002","0","0","0","0","0","0","14500"
"114","15","0","0","8","0","14600","0","0","0","91002","0","0","0","0","0","0","14600"
"115","15","0","0","8","0","14700","0","0","0","91002","0","0","0","0","0","0","14700"
"116","15","0","0","8","0","14800","0","0","0","91002","0","0","0","0","0","0","14800"
"117","15","0","0","8","0","14900","0","0","0","91002","0","0","0","0","0","0","14900"
"118","15","0","0","8","0","15000","0","0","0","91002","0","0","0","0","0","0","15000"
