9b2b80b21312f3d6bedb7504ca60bd004180d3bdd44bb18623227d8d36cb60b3,86902ee79599724b6c1eb0cbe1fb82edee921365739b72d727f79c35958a9766,606daa0657ddfc05d8979886b58d656a089515a84f82d6f3340d3dc5cf777690,a3a4390089e78162d9301b9177e205a776c822c8bddd2f15192c5421e4629c51,94b08f2cffad04bfa73b2e36ec6c5cf6d8417313331ab2fd875684f59c331b8c,a611689e1870b819f5699a68e252f5692b0311583c98d853adcf30d2aa850419,27c76b075937515f87199457e2c6bf3afdb380953e04e75fc93b2ba2d35d710f,a4f7aa85f938bc4c929c94ba4c2cda1b373127a53c2f8cc21ccfea08067bb749,8503aa54ff895d2bb80c9b51c77576274fe7277c3a35cb1ad7ace47efc65a84e
"0","2","0","1","1237001","3","30000","20","0"
"0","2","0","1","1238001","2","3000","25","0"
"0","2","0","1","1239001","1","3000","35","0"
"0","2","0","1","1240001","2","3000","20","0"
"0","21","0","0","1240002","3000","0","1240003","0"
"0","2","0","1","1240003","1","30000","25","0"
"0","2","0","1","1241001","2","3000","-10","0"
"0","21","0","0","1241002","3000","0","1241003","0"
"0","2","0","2","1241003","1","30000","-25","0"
"0","2","0","2","1242001","1","30000","-20","0"
"0","2","0","2","1242002","2","30000","-20","0"
"0","2","0","2","1244001","3","1500","-75","0"
"0","2","0","1","1246001","3","30000","20","0"
"0","2","0","1","1247001","3","30000","30","0"
"0","21","0","0","1247002","3000","0","1247003","0"
"0","2","0","1","1247003","1","3000","25","0"
"0","2","0","1","1248001","1","3000","75","0"
"0","2","0","2","1249001","3","1500","-90","0"
"0","2","0","1","2101001","2","30000","10","0"
"0","2","0","1","2102001","2","30000","10","0"
"0","2","0","2","2103001","2","3000","-15","0"
"0","2","0","2","2103002","3","3000","-15","0"
"0","2","0","2","2105001","3","3000","-25","0"
"0","2","0","1","2107001","3","30000","25","0"
"0","2","0","1","2108001","3","30000","10","0"
"0","2","0","1","2109001","3","30000","10","0"
"0","2","0","1","2110001","3","30000","10","0"
"0","2","0","1","2111001","2","3000","15","0"
"0","2","0","1","2112001","1","3000","25","0"
"0","2","0","1","2113001","2","3000","10","0"
"0","21","0","0","2113002","3000","0","2113003","0"
"0","2","0","1","2113003","1","30000","25","0"
"0","2","0","1","2114001","2","3000","-10","0"
"0","21","0","1","2114002","3000","0","2114003","0"
"0","2","0","2","2114003","1","30000","-25","0"
"0","2","0","2","2116001","1","30000","-10","0"
"0","2","0","2","2116002","2","30000","-10","0"
"0","2","0","2","2117001","3","1500","-50","0"
"0","21","0","0","3301001","300","0","3301002","0"
"0","20","0","0","3301002","2","30","1","20"
"0","1","0","2","3301101","1","1","0","100"
"0","1","0","2","3302001","1","1","0","40"
"0","1","0","2","3302002","1","1","0","60"
"0","1","0","2","3303001","1","1","0","12"
"0","1","0","2","3303002","1","1","0","28"
"0","1","0","2","3304001","1","1","0","40"
"0","1","0","2","3304002","1","1","0","100"
"0","21","0","0","3305001","200","0","3305011","0"
"0","21","0","0","3305002","200","0","3305012","0"
"0","21","0","0","3305003","200","0","3305013","0"
"0","21","0","0","3305004","200","0","3305014","0"
"0","21","0","0","3305005","200","0","3305015","0"
"0","21","0","0","3305006","200","0","3305016","0"
"0","20","30","0","3305011","2","26","1","15"
"0","20","15","0","3305012","2","29","1","8"
"0","20","0","0","3305013","2","30","1","0"
"0","20","-15","0","3305014","2","29","1","-8"
"0","20","-30","0","3305015","2","26","1","-15"
"0","10","0","1","3305016","1","180","30000","0"
"0","1","0","2","3305101","1","1","0","20"
"0","20","0","0","3402001","2","274","1","29"
"0","11","0","3","3402101","2000","0","500000","0"
"0","21","0","0","3403001","200","0","3403002","0"
"0","10","0","1","3403002","1","0","200000","0"
"0","4","0","3","4001001","0","0","0","0"
"0","1","0","3","4001002","0","0","99999","0"
"9","1","9","3","4002001","9","9","99999","9"
