d833944d092cd762f6e6de83e3d2e74fa1de0e3083db18cccc535a6e8bbd3142,b47f566689f9dcf6108f2ba193dbd33cd25355105da3d4a17d03fcd49bb38e01,0a1e0732d2ee6b5a5352e8f340cdc3275545964a5bd5e78a7b81992f0213f624,651347cb6d935f955db4589f9458b01a10a3a358de5b47cff5308678cb766cf4,5999a905aa26c9907201e63d82d10a8c91e2fee8fe891f2f6395c787a4641df7,005413f881b1dde275e8d5e0f4235f817f5069130afb610a281ba7656c3fe9b6,92af0d762c4fe102d7c82bd68fa76489890be58f53bc35555539cf4345211a09,c38c4ab8a6829a21840c914c6d35e1eb09d4da8d9b2087a33db56f2a661d9b91,7b2277abd587654eb9c5eb7017ad60f42f869403a63a266cabde2528a393f76f,e251156dcdf7ad296922de571d47b2531d154b40cc8d124ae78b709496dc6e1f
"2120034","1","0","金曜日","火曜日","0","0","0","木曜日","水曜日"
"2120035","1","0","ダビングメッセージ","ダイビングメッセージ","0","0","0","ダンシングメッセージ","ダイイングメッセージ"
"2120036","1","0","牛","獅子","0","0","0","犬","馬"
"2120037","1","0","川","キッチン","0","0","0","クローゼット","トイレ"
"2120038","1","0","かんがえる","こころみる","0","0","0","かいまみる","かんがみる"
"2120039","1","0","三百万","二百万","0","0","0","五百万","八百万"
"2120042","1","0","熊","猪","0","0","0","猿","蛇"
"2120045","1","0","瀕死","すべて正しい","0","0","0","状態","一死"
"2120046","1","0","人物","すべて正しい","0","0","0","追跡","不信"
"2120047","1","0","紙幣","すべて正しい","0","0","0","両替","硬化"
"2120048","1","0","はちめんろっぴ","さんしゃさんよう","0","0","0","しぶんごれつ","きゅうしいっしょう"
"2120049","1","0","ひゃっぱちひゃくちゅう","いちもうだじん","0","0","0","しめんそか","せんざいいちぐう"
"2120050","1","0","謀る","測る","0","0","0","計る","図る"
"2120051","1","0","着く","付く","0","0","0","突く","就く"
"2120053","1","0","赤","白","0","0","0","黒","青"
"2120054","1","0","三分","二分","0","0","0","七分","五分"
"2120055","1","0","家族","師弟","0","0","0","カップル","敵同士"
"2120056","1","0","マツタケ","アスパラ","0","0","0","シイタケ","タケノコ"
"2120057","1","0","女","命","0","0","0","仕事","金"
"2120058","1","0","麻","糸","0","0","0","髪の毛","真綿"
"2120059","1","0","耳","うなじ","0","0","0","あご","眉"
"2120060","1","0","鶴","猫","0","0","0","犬","亀"
"2120061","1","0","狸","兎","0","0","0","猫","狐"
"2121001","1","0","ばたんきゅー冒険団","バイトばっかり団","0","0","0","ぼくらの防衛団","バイバイぼっち団"
"2121002","1","0","ザ・バタリオン・オブ・ハデス・イモータル","ジ・オーダー・オブ・ハデス・イモータル","0","0","0","ザ・バタリオン・オブ・ゲヘナ・イモータルズ","ジ・オーダー・オブ・ゲヘナ・イモータルズ"
"2121003","1","0","誓約女君","獰猛女君","0","0","0","聖夜女君","絶対妻君"
"2121004","1","0","しっぷうのめいひめ","しっぷうのダークプリンセス","0","0","0","しっぷうのめいひ","しっぷうのヘカーテ"
"2121005","1","0","10000000","100000000","0","0","0","1000","1000000"
"2130004","1","0","親指","中指","0","0","0","小指","薬指"
"2130005","1","0","薬指","人差し指","0","0","0","親指","中指"
"2130006","1","0","中指","親指","0","0","0","薬指","人差し指"
"2130007","1","0","肉","米","0","0","0","野菜","酒"
"2130008","1","0","貧乏人","料理人","0","0","0","頑固者","世間知らず"
"2130009","1","0","病","尾","0","0","0","原","床"
"2130011","1","0","東","北","0","0","0","西","南"
"2130014","1","0","トイレ","納戸","0","0","0","居間","台所"
"2130015","1","0","七","八","0","0","0","六","九"
"2130016","1","0","琴","ピアノ","0","0","0","ギター","三味線"
"2130018","1","0","再三再四","馬耳東風","0","0","0","千変万化","天衣無法"
"2130019","1","0","貢献","穀物","0","0","0","貴重","格下"
"2130020","1","0","貝殻","木刀","0","0","0","金券","掛軸"
"2130021","1","0","器用貧乏","汚名返上","0","0","0","無芸大食","羊頭苦肉"
"2130022","1","0","春","冬","0","0","0","夏","秋"
"2130023","1","0","ホン","タン","0","0","0","チュウ","ハン"
"2130024","1","0","イツ","コン","0","0","0","サン","タン"
"2130025","1","0","イン","テン","0","0","0","キン","シン"
"2130026","1","0","伊乃木","乃伊木","0","0","0","木伊乃","木乃伊"
"2130027","1","0","さらゆ","ねっとう","0","0","0","ちょうおんとう","ぬるまゆ"
"2130028","1","0","手風琴","鉄琴","0","0","0","口風琴","自鳴琴"
"2130029","1","0","点描","寸描","0","0","0","線描","素描"
"2130030","1","0","大胆","平凡","0","0","0","不注意","用心しすぎ"
"2130031","1","0","将棋","双六","0","0","0","麻雀","囲碁"
"2130033","1","0","賭け事","女性","0","0","0","食事","釣り"
"2130034","1","0","鮪","鰹","0","0","0","鯵","鰯"
"2130035","1","0","悪いときの助け船","災難続き","0","0","0","突然のチャンス","良いときの邪魔者"
"2130036","1","0","菊","百合","0","0","0","薔薇","蓮"
"2130037","1","0","桜","松","0","0","0","梅","菊"
"2130039","1","0","いちまつ","いっぺん","0","0","0","いっき","いちる"
"2130041","1","0","タコ漁","指圧","0","0","0","生け花","サイコロ博打"
"2130044","1","0","カマキリ","ヤモリ","0","0","0","カエル","クモ"
"2130045","1","0","カエル","スズムシ","0","0","0","ネコ","カラス"
"2130046","1","0","盗人","武士","0","0","0","居候","江戸っ子"
"2130047","1","0","カラス","サギ","0","0","0","カモ","キジ"
"2130048","1","0","カビ","芽","0","0","0","草","苔"
"2130049","1","0","ついかく","すいさつ","0","0","0","ずいし","すいこう"
"2130050","1","0","刀","獅子","0","0","0","車","翼"
"2130052","1","0","塩をつける","辛子をつける","0","0","0","酢をつける","味噌をつける"
"2130053","1","0","筆むぎ","筆あわ","0","0","0","筆いね","筆まめ"
"2130054","1","0","しばらく","ことごとく","0","0","0","あまねく","ようやく"
"2130055","1","0","詩集","詩を書く","0","0","0","詩","詩人"
"2130058","1","0","びわ","ざくろ","0","0","0","あけび","いちじく"
"2130059","1","0","わらび","つくし","0","0","0","ぜんまい","うど"
"2130061","1","0","しょうぶ","さるすべり","0","0","0","おみなえし","かきつばた"
"2131001","1","0","ディープエターナル＝エアスラッシャー","エターナルアビス＝エアスラッシャー","0","0","0","ディープエターナル＝ディヴァイダー","エターナルアビス＝ディヴァイダー"
"2131002","1","0","アポカリプスコード・スリーシックス","ギアスグリモワール・ナンバーオブサタン","0","0","0","アビステクノロジー・ヘルコード","ギアスアポクリフォ・タイラントコード"
"2131003","1","0","百貨店","百人一首","0","0","0","百点満点","百面相"
"2131004","1","0","胸の内","愛言葉","0","0","0","お仕事","推し事"
"2131005","1","0","クルーズ","マラソン","0","0","0","ファイト","キャンプ"
"2210001","1","0","アオダイショウ","ゲンゴロウ","0","0","0","ヤゴ","オタマジャクシ"
"2210003","1","0","翼","耳","0","0","0","しっぽ","角"
"2210004","1","0","ダンゴ","ロンゴ","0","0","0","サンゴ","イナゴ"
"2210005","1","0","ペリカン","オウム","0","0","0","コウノトリ","カラス"
"2210006","1","0","ガーリック","ターメリック","0","0","0","オニオン","ジンジャー"
"2210007","1","0","マンゴー","ランブータン","0","0","0","ドリアン","アボカド"
"2210008","1","0","パンジー","パーシー","0","0","0","パール","パクチー"
"2210009","1","0","ピーマン","キュウリ","0","0","0","ハクサイ","ニンジン"
"2210011","1","0","哺乳類","は虫類","0","0","0","鳥類","魚類"
"2210012","1","0","罷免","自己防衛","0","0","0","慣れ","免疫"
"2210013","1","0","鼻","目","0","0","0","口","耳"
"2210015","1","0","リス科","ネコ科","0","0","0","イヌ科","イタチ科"
"2210016","1","0","お父さん","おばあさん","0","0","0","おじいさん","お母さん"
"2210018","1","0","口","目","0","0","0","耳","鼻"
"2210019","1","0","サバ","コイ","0","0","0","アユ","サケ"
"2210020","1","0","パンダ","ゴリラ","0","0","0","ヒツジ","ラクダ"
"2210021","1","0","ダチョウ","トラ","0","0","0","ライオン","チーター"
"2210022","1","0","カッコウ","フクロウ","0","0","0","キツツキ","オウム"
"2210024","1","0","情知らず","八重歯","0","0","0","物知らず","親知らず"
"2210025","1","0","フラミンゴ","ライチョウ","0","0","0","コウノトリ","クジャク"
"2210026","1","0","ズワイガニ","モクズガニ","0","0","0","タカアシガニ","タラバガニ"
"2210027","1","0","ミカン糖","イチゴ糖","0","0","0","レモン糖","ブドウ糖"
"2210029","1","0","マツタケ","マイタケ","0","0","0","シイタケ","ソデタケ"
"2210030","1","0","フォアグラ","ナツメグ","0","0","0","キャビア","トリュフ"
"2210032","1","0","剛体動物","変体動物","0","0","0","解体動物","軟体動物"
"2210034","1","0","モヤシ","キャベツ","0","0","0","レタス","ピーマン"
"2210035","1","0","えんどうまめ","くろまめ","0","0","0","なたまめ","そらまめ"
"2210037","1","0","上腕一頭筋","上腕五頭筋","0","0","0","ヒラメ筋","上腕二頭筋"
"2210040","1","0","青","緑","0","0","0","黄","赤"
"2210041","1","0","20匹","10匹","0","0","0","5匹","1匹"
"2210042","1","0","鼻","尻尾","0","0","0","前脚","耳"
"2210045","1","0","川","池","0","0","0","湖","海"
"2210046","1","0","地上を高速で走る","木をつついて穴をあける","0","0","0","首が360度回る","くちばしが膨らむ"
"2210047","1","0","サンゴ","小石","0","0","0","ペンション","貝"
"2210048","1","0","アサガオ","キク","0","0","0","サザンカ","サクラ"
"2210049","1","0","しゃっくり","あくび","0","0","0","くしゃみ","いびき"
"2210050","1","0","頭とう骨","頭こう骨","0","0","0","頭あい骨","頭がい骨"
"2210051","1","0","26℃前後","56℃前後","0","0","0","46℃前後","36℃前後"
"2210052","1","0","キリギリス","ハンミョウ","0","0","0","カマドウマ","カメレオン"
"2210054","1","0","コショウウオ","シチミトウガラシウオ","0","0","0","タバスコウオ","サンショウウオ"
"2210056","1","0","ホッキョクグマ","ヒグマ","0","0","0","ツキノワグマ","クマゲラ"
"2210057","1","0","にがい","あまい","0","0","0","すっぱい","あつい"
"2210058","1","0","セミ","ハチ","0","0","0","トンボ","ホタル"
"2210059","1","0","ソルティドッグ","アメリカンドッグ","0","0","0","ホットドッグ","ブルドッグ"
"2210060","1","0","モミジ","ハゼノキ","0","0","0","ツツジ","イチョウ"
"2211001","1","0","ミソギ","ミミ","0","0","0","キョウカ","ユニ"
"2211002","1","0","～ガオッ","～だぴょん♪","0","0","0","～であーる","～ッス"
"2211003","1","0","ぺコリーヌ","シェフィ","0","0","0","コッコロ","キャル"
"2211004","1","0","イオっち","イオ殿","0","0","0","イオせんせー","ちゃんイオ"
"2211005","1","0","リリ","プレシア","0","0","0","クリア","ミソラ"
"2220001","1","0","やしのみ","ゆのみ","0","0","0","このみ","くまのみ"
"2220002","1","0","タンポポ","アサガオ","0","0","0","アジサイ","サザンカ"
"2220005","1","0","10本","12本","0","0","0","6本","8本"
"2220006","1","0","バラ科","ウリ科","0","0","0","ミカン科","ナス科"
"2220007","1","0","ジジガメ","ババガメ","0","0","0","トノガメ","オサガメ"
"2220008","1","0","パパイヤ","マンゴー","0","0","0","パイナップル","キーウィ"
"2220009","1","0","ミミ","カカト","0","0","0","カミ","アシ"
"2220010","1","0","食べ物を消化する","解毒の機能がある","0","0","0","血液を作る","役に立っていない"
"2220012","1","0","ゴリラ","オランウータン","0","0","0","チンパンジー","ニホンザル"
"2220015","1","0","マツムシ","クワガタムシ","0","0","0","クツワムシ","スズムシ"
"2220016","1","0","アキレスオオカブト","ペルセウスオオカブト","0","0","0","アマゾネスオオカブト","ヘラクレスオオカブト"
"2220017","1","0","2つ","分かれていない","0","0","0","3つ","4つ"
"2220018","1","0","ツキノワグマ","アメリカクロクマ","0","0","0","ヒグマ","ホッキョクグマ"
"2220019","1","0","クワガタ","セミ","0","0","0","テントウムシ","カマキリ"
"2220020","1","0","肌頬","頬冠","0","0","0","貯頬","頬袋"
"2220021","1","0","ベニバナクサギ","ボタンキンバイ","0","0","0","カノコユリ","コチョウラン"
"2220022","1","0","脂肪","棍棒","0","0","0","心房","細胞"
"2220023","1","0","キリギリス","アリ","0","0","0","バッタ","コオロギ"
"2220024","1","0","アンコウ","シャチ","0","0","0","サメ","フグ"
"2220025","1","0","い","て","0","0","0","め","く"
"2220026","1","0","ウニ","タコ","0","0","0","イカ","クラゲ"
"2220027","1","0","クラゲ","タコ","0","0","0","イカ","ウニ"
"2220028","1","0","犬","ラクダ","0","0","0","羊","牛"
"2220030","1","0","なぎさ","さかき","0","0","0","うさぎ","さなぎ"
"2220031","1","0","ヘビ","カバ","0","0","0","カメレオン","ワニ"
"2220033","1","0","ゴリラ","オランウータン","0","0","0","チンパンジー","マントヒヒ"
"2220034","1","0","カブトムシ","カマキリ","0","0","0","カナブン","クワガタ"
"2220038","1","0","7ヵ月後","7日後","0","0","0","7週間後","7年後"
"2220040","1","0","ヒマワリ","コスモス","0","0","0","アジサイ","ウメ"
"2220042","1","0","手","腰","0","0","0","頭","足"
"2220043","1","0","本名","実名","0","0","0","和名","学名"
"2220044","1","0","ホモ・アジエンス","イモ・アジエンス","0","0","0","モモ・サピエンス","ホモ・サピエンス"
"2220046","1","0","セミ","スズムシ","0","0","0","カブトムシ","トンボ"
"2220047","1","0","硝子植物","芥子植物","0","0","0","束子植物","種子植物"
"2220048","1","0","毛様血管","毛深血管","0","0","0","毛頭血管","毛細血管"
"2220049","1","0","鳥類","魚類","0","0","0","両生類","貝類"
"2220050","1","0","エビ","フジツボ","0","0","0","カニ","クラゲ"
"2220051","1","0","ハリネズミ","オオアリクイ","0","0","0","ヤマアラシ","アルマジロ"
"2220052","1","0","たんぱく質","炭水化物","0","0","0","脂質","水"
"2220054","1","0","カッコウ","カワセミ","0","0","0","スズメ","ライチョウ"
"2220056","1","0","毛","脂肪","0","0","0","骨","皮膚"
"2220057","1","0","循環器","消化器","0","0","0","泌尿器","呼吸器"
"2220058","1","0","タコ","エビ","0","0","0","イカ","ウニ"
"2220059","1","0","法師","奉仕","0","0","0","法子","胞子"
"2220060","1","0","マイタケ","ナメコ","0","0","0","マツタケ","シメジ"
"2221001","1","0","キョウカ","イノリ","0","0","0","リリ","ミミ"
"2221002","1","0","タラトイガー","トラライオン","0","0","0","トライロッカー","トラタイガー"
"2221003","1","0","ぽんこりん","ぷんぽこりん","0","0","0","ぺんぺこりん","ぺんぽこりん"
"2221004","1","0","トモ","クルミ","0","0","0","ミサキ","ミヤコ"
"2221005","1","0","ワニゴン","タテマツリワニ","0","0","0","ワニドロロ","ドロゲーター"
"2230001","1","0","アルヘナ","アルキン","0","0","0","アルガン","アルベド"
"2230003","1","0","アイドリング","シャーリング","0","0","0","トラベリング","シバリング"
"2230005","1","0","肝臓","心臓","0","0","0","腎臓","膵臓"
"2230007","1","0","ピーラー","ピーチ","0","0","0","ピーナッツ","ピーヘン"
"2230008","1","0","グルーミング","ギャザリング","0","0","0","マウンティング","クラッタリング"
"2230010","1","0","ネコザメ科","イタチザメ科","0","0","0","イヌザメ科","ネズミザメ科"
"2230012","1","0","デイジーマリー","サンフラワーマリー","0","0","0","ポピーマリー","ローズマリー"
"2230013","1","0","レバー","ラチェット","0","0","0","スリット","フランジ"
"2230014","1","0","スミレ","シダレザクラ","0","0","0","フジ","アジサイ"
"2230015","1","0","葉","茎","0","0","0","根","実"
"2230016","1","0","ジャックフルーツ","パッションフルーツ","0","0","0","ミラクルフルーツ","ドラゴンフルーツ"
"2230017","1","0","キャベツ","チンゲンサイ","0","0","0","ホウレンソウ","ブロッコリー"
"2230018","1","0","でいご","けいご","0","0","0","こんご","ぜいご"
"2230019","1","0","キリンのほうが多い","個体によって違う","0","0","0","人間のほうが多い","同じ"
"2230021","1","0","ジャコウイヌ科","ジャコウウマ科","0","0","0","ジャコウクマ科","ジャコウネコ科"
"2230022","1","0","キク科","イネ科","0","0","0","セリ科","シソ科"
"2230023","1","0","黒","赤","0","0","0","縞模様","白"
"2230024","1","0","ビーバー","チンチラ","0","0","0","ヌートリア","カピバラ"
"2230026","1","0","ウナギ","マグロ","0","0","0","ドジョウ","ナマズ"
"2230027","1","0","バナナトンボ","タンポポトンボ","0","0","0","ヒマワリトンボ","ムギワラトンボ"
"2230028","1","0","トンボ","クワガタ","0","0","0","カブトムシ","カイコ"
"2230029","1","0","山女魚","鮪","0","0","0","鰆","鰻"
"2230030","1","0","2つ","5つ","0","0","0","1つ","3つ"
"2230031","1","0","マンタ","ミミックオクトパス","0","0","0","ホホジロザメ","シーラカンス"
"2230032","1","0","兵帽筋","王帽筋","0","0","0","侍帽筋","僧帽筋"
"2230033","1","0","目","口","0","0","0","尾ひれ","うろこ"
"2230034","1","0","XX","XZ","0","0","0","YY","XY"
"2230036","1","0","15本","23本","0","0","0","7本","0本"
"2230037","1","0","サトウ","タカハシ","0","0","0","スズキ","イトウ"
"2230038","1","0","リス科","ネコ科","0","0","0","イヌ科","イタチ科"
"2230040","1","0","ネコ科","ジャコウネコ科","0","0","0","ブタ科","イヌ科"
"2230043","1","0","イモムシ","アリジゴク","0","0","0","ヤゴ","ボウフラ"
"2230044","1","0","クモ","クワガタ","0","0","0","カブトムシ","カマキリ"
"2230045","1","0","おうむ返し","生き返り","0","0","0","ふり返り","こむら返り"
"2230046","1","0","ツツジ科","ユリ科","0","0","0","スミレ科","イネ科"
"2230048","1","0","針葉樹","常緑樹","0","0","0","広葉樹","落葉樹"
"2230049","1","0","ケロロフィル","キロロフィル","0","0","0","カロロフィル","クロロフィル"
"2230050","1","0","カッコウ","ハト","0","0","0","ニワトリ","フクロウ"
"2230051","1","0","月夜草","星夜草","0","0","0","星見草","月見草"
"2230052","1","0","カラス貝","スズメ貝","0","0","0","ウグイス貝","オウム貝"
"2230053","1","0","マイマイ","ハイハイ","0","0","0","カイカイ","アイアイ"
"2230055","1","0","アナゴ筋","マグロ筋","0","0","0","カツオ筋","ヒラメ筋"
"2230058","1","0","水","夢","0","0","0","石油","脂肪"
"2230059","1","0","イヌ","キツネ","0","0","0","タヌキ","ネコ"
"2230061","1","0","ペッパー","アッパー","0","0","0","ラッパー","ケッパー"
"2231001","1","0","マスク・ド・ジュン","白銀マスク","0","0","0","ノエルの淑女","聖女仮面"
"2231002","1","0","アヤネ","イリヤ","0","0","0","コッコロ","アオイ"
"2231003","1","0","太鼓","マラカス","0","0","0","カスタネット","タンバリン"
"2231004","1","0","チエル","アオイ","0","0","0","クロエ","ユニ"
"2231005","1","0","エリコ","キャル","0","0","0","ニノン","スズナ"
"2310002","1","0","0","0.5","0","0","0","2","1"
"2310003","1","0","太陽","水星","0","0","0","火星","月"
"2310005","1","0","水星","金星","0","0","0","火星","土星"
"2310006","1","0","エメラルド","真珠","0","0","0","トルコ石","ルビー"
"2310009","1","0","温帯低気圧","乾燥帯低気圧","0","0","0","寒帯低気圧","熱帯低気圧"
"2310010","1","0","ヘクトパスカル","キログラム","0","0","0","ミリバール","デシベル"
"2310011","1","0","メートル","リットル","0","0","0","キログラム","カロリー"
"2310012","1","0","12","9","0","0","0","24","6"
"2310014","1","0","12時間","48時間","0","0","0","36時間","24時間"
"2310015","1","0","1kgの鉄","1kgの綿","0","0","0","1kgの砂","すべて同じ"
"2310016","1","0","1360分","1600分","0","0","0","1520分","1440分"
"2310017","1","0","N","W","0","0","0","E","M"
"2310018","1","0","黒夜","赤夜","0","0","0","黄夜","白夜"
"2310019","1","0","赤","ピンク","0","0","0","白","黒"
"2310020","1","0","30度","90度","0","0","0","60度","45度"
"2310021","1","0","レッドホール","ホワイトホール","0","0","0","ブルーホール","ブラックホール"
"2310023","1","0","180度","540度","0","0","0","360度","720度"
"2310024","1","0","20","23","0","0","0","22","21"
"2310025","1","0","湯の川","紀の川","0","0","0","泥の川","天の川"
"2310026","1","0","窒素","炭素","0","0","0","水素","質素"
"2310027","1","0","0.1メートル","100メートル","0","0","0","10メートル","0.01メートル"
"2310028","1","0","ワルツ","ワッツ","0","0","0","スパッツ","ヘルツ"
"2310030","1","0","クロール","イコール","0","0","0","ショール","スコール"
"2310031","1","0","ロケットとの衝突","地面からの爆発","0","0","0","人工衛星との衝突","隕石との衝突"
"2310032","1","0","265.24日","465.24日","0","0","0","165.24日","365.24日"
"2310034","1","0","約39.5日","約59.5日","0","0","0","約49.5日","約29.5日"
"2310035","1","0","切層","高層","0","0","0","割層","断層"
"2310036","1","0","爆発","液化","0","0","0","酸化","沸騰"
"2310037","1","0","固点","冷点","0","0","0","寒点","氷点"
"2310038","1","0","4キロ","8キロ","0","0","0","6キロ","2キロ"
"2310039","1","0","50","-500","0","0","0","5050","0"
"2310041","1","0","部分日食","全体日食","0","0","0","金環日食","皆既日食"
"2310042","1","0","反抗","対立","0","0","0","反発","抵抗"
"2310043","1","0","ホイル","ネイル","0","0","0","マイル","コイル"
"2310044","1","0","ミリリットル","キロリットル","0","0","0","デシリットル","ミリメートル"
"2310045","1","0","160","155","0","0","0","150","200"
"2310047","1","0","3＋2","2＋3","0","0","0","3－2","3×2"
"2310049","1","0","半月","新月","0","0","0","三日月","満月"
"2310051","1","0","銀","鉄","0","0","0","銅","銭"
"2310052","1","0","不導体","中縁体","0","0","0","未絶体","半導体"
"2310053","1","0","Q波","S波","0","0","0","R波","P波"
"2310054","1","0","1円玉100枚","1万円札で100万円","0","0","0","米1合","水1リットル"
"2310056","1","0","赤潮","満潮","0","0","0","黒潮","干潮"
"2310059","1","0","底辺","2","0","0","0","高さ","円周率"
"2310060","1","0","雷","雹","0","0","0","霰","霜"
"2311001","1","0","1480","1000","0","0","0","1100","1200"
"2311002","1","0","460","540","0","0","0","700","630"
"2311003","1","0","1600","7980","0","0","0","5400","6400"
"2311004","1","0","オーマ","セントールス","0","0","0","トーゴク","ランドソル"
"2311005","1","0","1000ルピ","950ルピ","0","0","0","1150ルピ","1100ルピ"
"2320001","1","0","0度","360度","0","0","0","180度","90度"
"2320004","1","0","2本","9本","0","0","0","7本","5本"
"2320005","1","0","ボクレス","オイラレス","0","0","0","キミレス","アンタレス"
"2320006","1","0","ノネナール","ファール","0","0","0","ゼミナール","ルミノール"
"2320008","1","0","60℃","60000℃","0","0","0","600℃","6000℃"
