2c4b4e0518e79a8883abd0d0533db93d85351eff45f2fbb5e6b58a381110226e,452271698c0e0c4c76c77e9f7bd4c9d6a708dcaa76ba40603948eaa342ba0d1b,961f5d2c24805712dd20ce54cfe5d93d1b49ae7fcffa7e266441b296bbd10323
"102801","151","115"
"102801","152","116"
"105801","153","117"
"105901","154","118"
"106001","155","119"
"106401","156","120"
"106601","157","121"
"106701","158","122"
"106301","159","123"
"118501","160","123"
"102901","161","124"
"104201","162","125"
"105401","163","126"
"102801","164","127"
"102501","165","128"
"102301","166","129"
"102101","167","130"
"106501","168","131"
"106601","169","131"
"106701","170","131"
"106601","171","132"
"106701","172","133"
"101501","173","134"
"101201","174","135"
"104001","175","136"
"105601","176","137"
"105101","177","138"
"102701","178","139"
"101301","179","140"
"100901","180","141"
"105601","181","141"
"105101","182","141"
"102701","183","141"
"101301","184","141"
"101001","185","142"
"101701","186","143"
"101001","187","143"
"104301","188","143"
"101401","189","143"
"104301","190","144"
"101401","191","145"
"100901","192","146"
"105601","193","147"
"100901","194","147"
"105101","195","147"
"102701","196","147"
"101301","197","147"
"101301","198","148"
"102701","199","149"
"104901","200","150"
"103001","201","151"
"106801","202","152"
"104501","203","153"
"105301","204","154"
"101001","205","155"
"104301","206","156"
"101701","207","157"
"101401","208","158"
"104901","209","159"
"101101","210","160"
"106801","211","161"
"104901","212","161"
"101101","213","161"
"103001","214","162"
"100801","215","163"
"105301","216","164"
"103001","217","164"
"100801","218","164"
"104501","219","164"
"105501","220","164"
"104501","221","165"
"102701","222","166"
"105601","223","166"
"100901","224","166"
"105101","225","166"
"101301","226","166"
"105501","227","167"
"104701","228","168"
"107101","229","169"
"100501","230","170"
"101001","231","171"
"101701","232","172"
"111001","233","173"
"110801","234","174"
"110901","235","174"
"111001","236","174"
"110901","237","175"
"104301","238","176"
"101001","239","176"
"101401","240","176"
"101701","241","176"
"100401","242","177"
"103601","243","177"
"102001","244","177"
"103701","245","178"
"104701","246","178"
"100501","247","178"
"107101","248","178"
"106101","249","179"
"107101","250","179"
"102001","251","180"
"103601","252","181"
"101801","253","182"
"105001","254","182"
"101601","255","182"
"105001","256","183"
"101601","257","184"
"105601","258","185"
"105101","259","186"
"102701","260","187"
"100901","261","188"
"101301","262","189"
"105601","263","189"
"105101","264","189"
"100901","265","189"
"102701","266","189"
"105501","267","190"
"106801","268","191"
"104901","269","192"
"101101","270","193"
"104901","271","193"
"106801","272","193"
"100301","273","194"
"100101","274","195"
"100201","275","195"
"100301","276","195"
"100201","277","196"
"100801","278","197"
"105301","279","198"
"103001","280","199"
"105301","281","199"
"104501","282","199"
"105501","283","199"
"100801","284","199"
"105801","285","200"
"106001","286","201"
"105801","287","201"
"105901","288","201"
"106401","289","201"
"106401","290","202"
"105901","291","203"
"101501","292","204"
"104001","293","204"
"101201","294","204"
"102901","295","205"
"105401","296","206"
"104201","297","206"
"102901","298","206"
"104201","299","207"
"106601","300","208"
"106501","301","209"
"106701","302","210"
"118501","303","211"
"105801","304","211"
"111001","305","212"
"110801","306","213"
"110901","307","214"
"111001","308","214"
"110801","309","214"
"104001","310","215"
"101201","311","216"
"101501","312","217"
"118001","313","218"
"105801","314","218"
"104301","315","219"
"101701","316","220"
"101001","317","221"
"104301","318","221"
"101701","319","221"
"101401","320","221"
"101401","321","222"
"102901","322","223"
"104201","323","224"
"105401","324","225"
"104001","325","226"
"106501","326","227"
"106601","327","228"
"106701","328","228"
"106501","329","228"
"106701","330","229"
"102501","331","230"
"102301","332","231"
"102101","333","232"
"102801","334","233"
"102101","335","233"
"102301","336","233"
"102501","337","233"
"101101","338","234"
"106801","339","235"
"105301","340","236"
"104501","341","237"
"103001","342","238"
"100801","343","239"
"104501","344","239"
"105301","345","239"
"105501","346","239"
"103001","347","239"
"105501","348","240"
"100501","349","241"
"103701","350","242"
"107101","351","243"
"106801","352","244"
"102801","353","245"
"102501","354","246"
"102301","355","247"
"102101","356","248"
"105301","357","249"
"104501","358","250"
"103001","359","251"
"101101","360","252"
"104901","361","253"
"101101","362","253"
"106801","363","253"
"104701","364","254"
"107101","365","254"
"100501","366","254"
"103701","367","254"
"107101","368","255"
"100501","369","256"
"103701","370","257"
"100801","371","258"
"105501","372","259"
"106801","373","260"
"109201","374","261"
"109301","375","262"
"103801","376","263"
"103301","377","263"
"105201","378","263"
"102601","379","263"
"101401","380","264"
"101701","381","264"
"101001","382","264"
"104301","383","264"
"109401","384","265"
"109201","385","265"
"109301","386","265"
"102601","387","266"
"105201","388","267"
"103301","389","268"
"101701","390","269"
"104301","391","270"
"101001","392","271"
"104601","393","272"
"104801","394","273"
"103201","395","273"
"104601","396","273"
"103401","397","273"
"103201","398","274"
"103401","399","275"
"104401","400","276"
"100701","401","277"
"103101","402","278"
"100801","403","279"
"105301","404","280"
"104501","405","281"
"105301","406","281"
"105501","407","281"
"103001","408","281"
"100801","409","281"
"103001","410","282"
"105501","411","283"
"100601","412","284"
"102201","413","284"
"104401","414","284"
"100701","415","284"
"103101","416","284"
"103701","417","285"
"104701","418","286"
"100501","419","287"
"103701","420","287"
"104701","421","287"
"107101","422","287"
"107101","423","288"
"103801","424","289"
"101401","425","290"
"102201","426","291"
"100601","427","292"
"109201","428","293"
"109301","429","293"
"109401","430","293"
"109301","431","294"
"109401","432","295"
"100601","433","296"
"102201","434","297"
"104401","435","298"
"100701","436","299"
"103101","437","300"
"102301","438","301"
"102101","439","302"
"102801","440","303"
"102501","441","304"
"102801","442","304"
"102301","443","304"
"102101","444","304"
"105801","445","305"
"106401","446","306"
"105801","447","306"
"106001","448","306"
"105901","449","306"
"106001","450","307"
"105901","451","308"
"104001","452","309"
"101501","453","310"
"102201","454","311"
"100601","455","312"
"104401","456","313"
"103101","457","314"
"100701","458","314"
"100601","459","314"
"102201","460","314"
"104401","461","314"
"100701","462","315"
"101201","463","316"
"101501","464","316"
"104001","465","316"
"104001","466","317"
"101501","467","318"
"106401","468","319"
"118101","469","320"
"105901","470","320"
"123301","471","320"
"106001","472","321"
"105901","473","322"
"105801","474","323"
"102601","475","324"
"105201","476","324"
"103801","477","324"
"103301","478","324"
"106001","479","325"
"105001","480","326"
"101601","481","326"
"101801","482","326"
"106401","483","327"
"105901","484","328"
"105801","485","329"
"103301","486","330"
"105201","487","331"
"103801","488","332"
"101801","489","333"
"101601","490","334"
"100301","491","335"
"100201","492","335"
"100101","493","335"
"100101","494","336"
"100201","495","337"
"104401","496","338"
"103101","497","339"
"100601","498","340"
"102201","499","341"
"105001","500","342"
"102601","501","343"
"103301","502","344"
"105201","503","345"
"100701","504","346"
"100601","505","346"
"102201","506","346"
"103101","507","346"
"104401","508","346"
"102901","509","347"
"104201","510","347"
"105401","511","347"
"104201","512","348"
"105401","513","349"
"101801","514","350"
"101601","515","351"
"100201","516","352"
"100301","517","353"
"100101","518","354"
"102001","519","355"
"103601","520","356"
"100401","521","356"
"102001","522","356"
"100401","523","357"
"109301","524","358"
"109201","525","358"
"109401","526","358"
"109401","527","359"
"109201","528","360"
"107101","529","361"
"103701","530","361"
"100501","531","361"
"104701","532","361"
"104701","533","362"
"103701","534","363"
"100501","535","364"
"103601","536","365"
"100201","537","366"
"106001","538","367"
"105901","539","368"
"105801","540","369"
"107101","541","370"
"100401","542","371"
"123001","543","372"
"100201","544","372"
"100101","545","372"
"100301","546","372"
"102001","547","373"
"105901","548","374"
"100301","549","375"
"103701","550","376"
"100501","551","377"
"104701","552","378"
"111401","553","379"
"110901","554","380"
"110801","555","381"
"111001","556","382"
"110801","557","382"
"110901","558","382"
"104601","559","383"
"104801","560","383"
"103401","561","383"
"103201","562","383"
"104801","563","384"
"103301","564","385"
"103801","565","385"
"102601","566","385"
"105201","567","385"
"103801","568","386"
"102601","569","387"
"100901","570","388"
"105101","571","389"
"105601","572","389"
"100901","573","389"
"101301","574","389"
"102701","575","389"
"105601","576","390"
"102701","577","391"
"105701","578","392"
"118501","579","392"
"101301","580","393"
"103201","581","394"
"104601","582","394"
"104801","583","394"
"103401","584","394"
"104801","585","395"
"105201","586","396"
"103301","587","396"
"102601","588","396"
"103801","589","396"
"104601","590","397"
"103401","591","398"
"103201","592","398"
"104801","593","398"
"104601","594","398"
"103201","595","399"
"103801","596","400"
"102601","597","401"
"100901","598","402"
"101301","599","403"
"102701","600","404"
"105201","601","405"
"107001","602","406"
"105201","603","406"
"105101","604","407"
"105601","605","408"
"118201","606","409"
"106001","607","410"
"105901","608","411"
"105801","609","412"
