a26a761a645ae41e2c1230ac113deb66e48683752ac04494932258b402710c29,2857dd92c211c75b6fd709d9dfdd49d80362d5ff184463f6e8719908c795382b,cef4bffe90c0ac6f9d9bebf5f43562e943c25c4bfe0bb7116fe8985cb2d0ed7a,8bd4f82ce0873621aae5dd028acc9f9c99157afee26c671d86d1b8131a9bfa04,0d2ff67d882ffd683e203f89582fb8b42be4d561d994b11b6445cb019a851db9,580c047c227aab0da0f3fccb42b80f8bc8d678dbfb122a64330b0ffdd16108f7,7f34dca94a7f1e7c2447532a6c905de262c8176fe22cec23c7af67ee16f46ae0,66a2104ff0edad65607e1dc2f5722fe0b5eaedd290ce9c7d735d861d0b1e900a,2f67df7cf9f7df85da9723d0ba4d91a5fb62b8ea6cd38534e07e11778cf1a725,f47bc492324f120253561c0a9b7011e1e2d7d28232d21093b8cd63e63e8d4f04,e43632a18561a2eafaf22357b40449fce51b029f7f8b75aaed7245ee19f55ce8,b888e0d54941a2cd0aa3169a3cb3ae0c731494d04ed97acf8b58ce900bf42676,d3fe1e9b7443b2f00ef17e648f5b62a8be17ce9492de2df0db36a5e3efd27dad,11b1fb0d3fe0a43722ee14179449133667b4603c62d36a6c280e35ccaead01c1,ef51933a5170c05f7ee1ccd522cc7264812629a4730b49c8827f2ee675b5214a,ff0d9e4eb9622ae7eb376cf1ecda1f187a513baecae135e89ec7a0a14bd193c8,c148788defbb721d494ab5bb47c13aa2eec56a53ac5c49940919259b5a47a0db,71b584d6bfab77a32e5feb919fc0e31e143ebf28125373e89442b66bc311d101,e141896861a8da9302f1b0121653e1827c9298faf72ee77ccc511827f78ad89b
"240713","25013","2","0","2","3000","25014","25015","0","3000","2","0","20000000000","2","92407","3000","1000","25021","abyss_reward_icon_astralshard"
"240714","25011","2","0","2","3000","25012","25013","0","3000","2","0","25000000000","2","92407","3000","1000","25021","abyss_reward_icon_astralshard"
"240715","0","0","0","0","0","0","0","0","0","2","0","30000000000","0","92407","0","10","90005","abyss_reward_icon_hiseki"
"240716","0","0","0","0","0","0","0","0","0","2","0","35000000000","0","92407","0","20","90005","abyss_reward_icon_hiseki"
"240717","0","0","0","0","0","0","0","0","0","2","0","40000000000","0","92407","0","30","90005","abyss_reward_icon_hiseki"
"240718","0","0","0","0","0","0","0","0","0","2","0","50000000000","0","92407","0","50","90005","abyss_reward_icon_hiseki"
"240801","25021","2","0","2","1000","25014","25015","0","200","2","0","1000000000","2","92408","1000","10","25102","abyss_reward_icon_masterpieces_piece"
"240802","25011","2","0","2","1000","25012","25013","0","1000","2","0","2000000000","2","92408","1000","300","25021","abyss_reward_icon_astralshard"
"240803","25021","2","0","2","1000","25014","25015","0","500","2","0","3000000000","2","92408","1000","10","25102","abyss_reward_icon_masterpieces_piece"
"240804","25011","2","0","2","1000","25012","25013","0","1000","2","0","4000000000","2","92408","1000","500","25021","abyss_reward_icon_astralshard"
"240805","25021","2","0","2","1000","25014","25015","0","1000","2","0","5000000000","2","92408","1000","10","25102","abyss_reward_icon_masterpieces_piece"
"240806","25011","2","0","2","1000","25012","25013","0","1000","2","0","6000000000","2","92408","1000","1000","25021","abyss_reward_icon_astralshard"
"240807","25021","2","0","2","3000","25014","25015","0","1000","2","0","7000000000","2","92408","3000","10","25102","abyss_reward_icon_masterpieces_piece"
"240808","25011","2","0","2","3000","25012","25013","0","3000","2","0","8000000000","2","92408","3000","1000","25021","abyss_reward_icon_astralshard"
"240809","25021","2","0","2","3000","25014","25015","0","1000","2","0","9000000000","2","92408","3000","10","25102","abyss_reward_icon_masterpieces_piece"
"240810","25021","2","0","2","3000","25011","25012","0","1000","2","0","10000000000","2","92408","3000","10","25102","abyss_reward_icon_masterpieces_piece"
"240811","25021","2","0","2","3000","25013","25015","0","1000","2","0","12000000000","2","92408","3000","10","25102","abyss_reward_icon_masterpieces_piece"
"240812","25011","2","0","2","3000","25012","25014","0","3000","2","0","16000000000","2","92408","3000","1000","25021","abyss_reward_icon_astralshard"
"240813","25013","2","0","2","3000","25014","25015","0","3000","2","0","20000000000","2","92408","3000","1000","25021","abyss_reward_icon_astralshard"
"240814","25011","2","0","2","3000","25012","25013","0","3000","2","0","25000000000","2","92408","3000","1000","25021","abyss_reward_icon_astralshard"
"240815","0","0","0","0","0","0","0","0","0","2","0","30000000000","0","92408","0","10","90005","abyss_reward_icon_hiseki"
"240816","0","0","0","0","0","0","0","0","0","2","0","35000000000","0","92408","0","20","90005","abyss_reward_icon_hiseki"
"240817","0","0","0","0","0","0","0","0","0","2","0","40000000000","0","92408","0","30","90005","abyss_reward_icon_hiseki"
"240818","0","0","0","0","0","0","0","0","0","2","0","50000000000","0","92408","0","50","90005","abyss_reward_icon_hiseki"
"240901","25021","2","0","2","1000","25014","25015","0","200","2","0","1000000000","2","92409","1000","10","25102","abyss_reward_icon_masterpieces_piece"
"240902","25011","2","0","2","1000","25012","25013","0","1000","2","0","2000000000","2","92409","1000","300","25021","abyss_reward_icon_astralshard"
"240903","25021","2","0","2","1000","25014","25015","0","500","2","0","3000000000","2","92409","1000","10","25102","abyss_reward_icon_masterpieces_piece"
"240904","25011","2","0","2","1000","25012","25013","0","1000","2","0","4000000000","2","92409","1000","500","25021","abyss_reward_icon_astralshard"
"240905","25021","2","0","2","1000","25014","25015","0","1000","2","0","5000000000","2","92409","1000","10","25102","abyss_reward_icon_masterpieces_piece"
"240906","25011","2","0","2","1000","25012","25013","0","1000","2","0","6000000000","2","92409","1000","1000","25021","abyss_reward_icon_astralshard"
"240907","25021","2","0","2","3000","25014","25015","0","1000","2","0","7000000000","2","92409","3000","10","25102","abyss_reward_icon_masterpieces_piece"
"240908","25011","2","0","2","3000","25012","25013","0","3000","2","0","8000000000","2","92409","3000","1000","25021","abyss_reward_icon_astralshard"
"240909","25021","2","0","2","3000","25014","25015","0","1000","2","0","9000000000","2","92409","3000","10","25102","abyss_reward_icon_masterpieces_piece"
"240910","25021","2","0","2","3000","25011","25012","0","1000","2","0","10000000000","2","92409","3000","10","25102","abyss_reward_icon_masterpieces_piece"
"240911","25021","2","0","2","3000","25013","25015","0","1000","2","0","12000000000","2","92409","3000","10","25102","abyss_reward_icon_masterpieces_piece"
"240912","25011","2","0","2","3000","25012","25014","0","3000","2","0","16000000000","2","92409","3000","1000","25021","abyss_reward_icon_astralshard"
"240913","25013","2","0","2","3000","25014","25015","0","3000","2","0","20000000000","2","92409","3000","1000","25021","abyss_reward_icon_astralshard"
"240914","25011","2","0","2","3000","25012","25013","0","3000","2","0","25000000000","2","92409","3000","1000","25021","abyss_reward_icon_astralshard"
"240915","0","0","0","0","0","0","0","0","0","2","0","30000000000","0","92409","0","10","90005","abyss_reward_icon_hiseki"
"240916","0","0","0","0","0","0","0","0","0","2","0","35000000000","0","92409","0","20","90005","abyss_reward_icon_hiseki"
"240917","0","0","0","0","0","0","0","0","0","2","0","40000000000","0","92409","0","30","90005","abyss_reward_icon_hiseki"
"240918","0","0","0","0","0","0","0","0","0","2","0","50000000000","0","92409","0","50","90005","abyss_reward_icon_hiseki"
"241001","25021","2","0","2","1000","25014","25015","0","200","2","0","1000000000","2","92410","1000","10","25102","abyss_reward_icon_masterpieces_piece"
"241002","25011","2","0","2","1000","25012","25013","0","1000","2","0","2000000000","2","92410","1000","300","25021","abyss_reward_icon_astralshard"
"241003","25021","2","0","2","1000","25014","25015","0","500","2","0","3000000000","2","92410","1000","10","25102","abyss_reward_icon_masterpieces_piece"
"241004","25011","2","0","2","1000","25012","25013","0","1000","2","0","4000000000","2","92410","1000","500","25021","abyss_reward_icon_astralshard"
"241005","25021","2","0","2","1000","25014","25015","0","1000","2","0","5000000000","2","92410","1000","10","25102","abyss_reward_icon_masterpieces_piece"
"241006","25011","2","0","2","1000","25012","25013","0","1000","2","0","6000000000","2","92410","1000","1000","25021","abyss_reward_icon_astralshard"
"241007","25021","2","0","2","3000","25014","25015","0","1000","2","0","7000000000","2","92410","3000","10","25102","abyss_reward_icon_masterpieces_piece"
"241008","25011","2","0","2","3000","25012","25013","0","3000","2","0","8000000000","2","92410","3000","1000","25021","abyss_reward_icon_astralshard"
"241009","25021","2","0","2","3000","25014","25015","0","1000","2","0","9000000000","2","92410","3000","10","25102","abyss_reward_icon_masterpieces_piece"
"241010","25021","2","0","2","3000","25011","25012","0","1000","2","0","10000000000","2","92410","3000","10","25102","abyss_reward_icon_masterpieces_piece"
"241011","25021","2","0","2","3000","25013","25015","0","1000","2","0","12000000000","2","92410","3000","10","25102","abyss_reward_icon_masterpieces_piece"
"241012","25011","2","0","2","3000","25012","25014","0","3000","2","0","16000000000","2","92410","3000","1000","25021","abyss_reward_icon_astralshard"
"241013","25013","2","0","2","3000","25014","25015","0","3000","2","0","20000000000","2","92410","3000","1000","25021","abyss_reward_icon_astralshard"
"241014","25011","2","0","2","3000","25012","25013","0","3000","2","0","25000000000","2","92410","3000","1000","25021","abyss_reward_icon_astralshard"
"241015","0","0","0","0","0","0","0","0","0","2","0","30000000000","0","92410","0","10","90005","abyss_reward_icon_hiseki"
"241016","0","0","0","0","0","0","0","0","0","2","0","35000000000","0","92410","0","20","90005","abyss_reward_icon_hiseki"
"241017","0","0","0","0","0","0","0","0","0","2","0","40000000000","0","92410","0","30","90005","abyss_reward_icon_hiseki"
"241018","0","0","0","0","0","0","0","0","0","2","0","50000000000","0","92410","0","50","90005","abyss_reward_icon_hiseki"
"241019","0","0","0","0","0","0","0","0","0","4","0","60000000000","0","92410","0","50","140001","abyss_reward_icon_piece_p_heart"
"241020","0","0","0","0","0","0","0","0","0","4","0","70000000000","0","92410","0","50","140001","abyss_reward_icon_piece_p_heart"
"241101","25021","2","0","2","1000","25014","25015","0","200","2","0","1000000000","2","92411","1000","10","25102","abyss_reward_icon_masterpieces_piece"
"241102","25011","2","0","2","1000","25012","25013","0","1000","2","0","2000000000","2","92411","1000","300","25021","abyss_reward_icon_astralshard"
"241103","25021","2","0","2","1000","25014","25015","0","500","2","0","3000000000","2","92411","1000","10","25102","abyss_reward_icon_masterpieces_piece"
"241104","25011","2","0","2","1000","25012","25013","0","1000","2","0","4000000000","2","92411","1000","500","25021","abyss_reward_icon_astralshard"
"241105","25021","2","0","2","1000","25014","25015","0","1000","2","0","5000000000","2","92411","1000","10","25102","abyss_reward_icon_masterpieces_piece"
"241106","25011","2","0","2","1000","25012","25013","0","1000","2","0","6000000000","2","92411","1000","1000","25021","abyss_reward_icon_astralshard"
"241107","25021","2","0","2","3000","25014","25015","0","1000","2","0","7000000000","2","92411","3000","10","25102","abyss_reward_icon_masterpieces_piece"
"241108","25011","2","0","2","3000","25012","25013","0","3000","2","0","8000000000","2","92411","3000","1000","25021","abyss_reward_icon_astralshard"
"241109","25021","2","0","2","3000","25014","25015","0","1000","2","0","9000000000","2","92411","3000","10","25102","abyss_reward_icon_masterpieces_piece"
"241110","25021","2","0","2","3000","25011","25012","0","1000","2","0","10000000000","2","92411","3000","10","25102","abyss_reward_icon_masterpieces_piece"
"241111","25021","2","0","2","3000","25013","25015","0","1000","2","0","12000000000","2","92411","3000","10","25102","abyss_reward_icon_masterpieces_piece"
"241112","25011","2","0","2","3000","25012","25014","0","3000","2","0","16000000000","2","92411","3000","1000","25021","abyss_reward_icon_astralshard"
"241113","25013","2","0","2","3000","25014","25015","0","3000","2","0","20000000000","2","92411","3000","1000","25021","abyss_reward_icon_astralshard"
"241114","25011","2","0","2","3000","25012","25013","0","3000","2","0","25000000000","2","92411","3000","1000","25021","abyss_reward_icon_astralshard"
"241115","0","0","0","0","0","0","0","0","0","2","0","30000000000","0","92411","0","10","90005","abyss_reward_icon_hiseki"
"241116","0","0","0","0","0","0","0","0","0","2","0","35000000000","0","92411","0","20","90005","abyss_reward_icon_hiseki"
"241117","0","0","0","0","0","0","0","0","0","2","0","40000000000","0","92411","0","30","90005","abyss_reward_icon_hiseki"
"241118","0","0","0","0","0","0","0","0","0","2","0","50000000000","0","92411","0","50","90005","abyss_reward_icon_hiseki"
"241119","0","0","0","0","0","0","0","0","0","4","0","60000000000","0","92411","0","50","140001","abyss_reward_icon_piece_p_heart"
"241120","0","0","0","0","0","0","0","0","0","4","0","70000000000","0","92411","0","50","140001","abyss_reward_icon_piece_p_heart"
"241201","25021","2","0","2","1000","25014","25015","0","200","2","0","1000000000","2","92412","1000","10","25102","abyss_reward_icon_masterpieces_piece"
"241202","25011","2","0","2","1000","25012","25013","0","1000","2","0","2000000000","2","92412","1000","300","25021","abyss_reward_icon_astralshard"
"241203","25021","2","0","2","1000","25014","25015","0","500","2","0","3000000000","2","92412","1000","10","25102","abyss_reward_icon_masterpieces_piece"
"241204","25011","2","0","2","1000","25012","25013","0","1000","2","0","4000000000","2","92412","1000","500","25021","abyss_reward_icon_astralshard"
"241205","25021","2","0","2","1000","25014","25015","0","1000","2","0","5000000000","2","92412","1000","10","25102","abyss_reward_icon_masterpieces_piece"
"241206","25011","2","0","2","1000","25012","25013","0","1000","2","0","6000000000","2","92412","1000","1000","25021","abyss_reward_icon_astralshard"
"241207","25021","2","0","2","3000","25014","25015","0","1000","2","0","7000000000","2","92412","3000","10","25102","abyss_reward_icon_masterpieces_piece"
"241208","25011","2","0","2","3000","25012","25013","0","3000","2","0","8000000000","2","92412","3000","1000","25021","abyss_reward_icon_astralshard"
"241209","25021","2","0","2","3000","25014","25015","0","1000","2","0","9000000000","2","92412","3000","10","25102","abyss_reward_icon_masterpieces_piece"
"241210","25021","2","0","2","3000","25011","25012","0","1000","2","0","10000000000","2","92412","3000","10","25102","abyss_reward_icon_masterpieces_piece"
"241211","25021","2","0","2","3000","25013","25015","0","1000","2","0","12000000000","2","92412","3000","10","25102","abyss_reward_icon_masterpieces_piece"
"241212","25011","2","0","2","3000","25012","25014","0","3000","2","0","16000000000","2","92412","3000","1000","25021","abyss_reward_icon_astralshard"
"241213","25013","2","0","2","3000","25014","25015","0","3000","2","0","20000000000","2","92412","3000","1000","25021","abyss_reward_icon_astralshard"
"241214","25011","2","0","2","3000","25012","25013","0","3000","2","0","25000000000","2","92412","3000","1000","25021","abyss_reward_icon_astralshard"
"241215","0","0","0","0","0","0","0","0","0","2","0","30000000000","0","92412","0","10","90005","abyss_reward_icon_hiseki"
"241216","0","0","0","0","0","0","0","0","0","2","0","35000000000","0","92412","0","20","90005","abyss_reward_icon_hiseki"
"241217","0","0","0","0","0","0","0","0","0","2","0","40000000000","0","92412","0","30","90005","abyss_reward_icon_hiseki"
"241218","0","0","0","0","0","0","0","0","0","2","0","50000000000","0","92412","0","50","90005","abyss_reward_icon_hiseki"
"241219","0","0","0","0","0","0","0","0","0","4","0","60000000000","0","92412","0","50","140001","abyss_reward_icon_piece_p_heart"
"241220","0","0","0","0","0","0","0","0","0","4","0","70000000000","0","92412","0","50","140001","abyss_reward_icon_piece_p_heart"
"241401","25021","2","0","2","1000","25014","25015","0","200","2","0","1000000000","2","92414","1000","10","25102","abyss_reward_icon_masterpieces_piece"
"241402","25011","2","0","2","1000","25012","25013","0","1000","2","0","2000000000","2","92414","1000","300","25021","abyss_reward_icon_astralshard"
"241403","25021","2","0","2","1000","25014","25015","0","500","2","0","3000000000","2","92414","1000","10","25102","abyss_reward_icon_masterpieces_piece"
"241404","25011","2","0","2","1000","25012","25013","0","1000","2","0","4000000000","2","92414","1000","500","25021","abyss_reward_icon_astralshard"
"241405","25021","2","0","2","1000","25014","25015","0","1000","2","0","5000000000","2","92414","1000","10","25102","abyss_reward_icon_masterpieces_piece"
"241406","25011","2","0","2","1000","25012","25013","0","1000","2","0","6000000000","2","92414","1000","1000","25021","abyss_reward_icon_astralshard"
"241407","25021","2","0","2","3000","25014","25015","0","1000","2","0","7000000000","2","92414","3000","10","25102","abyss_reward_icon_masterpieces_piece"
"241408","25011","2","0","2","3000","25012","25013","0","3000","2","0","8000000000","2","92414","3000","1000","25021","abyss_reward_icon_astralshard"
"241409","25021","2","0","2","3000","25014","25015","0","1000","2","0","9000000000","2","92414","3000","10","25102","abyss_reward_icon_masterpieces_piece"
"241410","25021","2","0","2","3000","25011","25012","0","1000","2","0","10000000000","2","92414","3000","10","25102","abyss_reward_icon_masterpieces_piece"
"241411","25021","2","0","2","3000","25013","25015","0","1000","2","0","12000000000","2","92414","3000","10","25102","abyss_reward_icon_masterpieces_piece"
"241412","25011","2","0","2","3000","25012","25014","0","3000","2","0","16000000000","2","92414","3000","1000","25021","abyss_reward_icon_astralshard"
"241413","25013","2","0","2","3000","25014","25015","0","3000","2","0","20000000000","2","92414","3000","1000","25021","abyss_reward_icon_astralshard"
"241414","25011","2","0","2","3000","25012","25013","0","3000","2","0","25000000000","2","92414","3000","1000","25021","abyss_reward_icon_astralshard"
"241415","0","0","0","0","0","0","0","0","0","2","0","30000000000","0","92414","0","10","90005","abyss_reward_icon_hiseki"
"241416","0","0","0","0","0","0","0","0","0","2","0","35000000000","0","92414","0","20","90005","abyss_reward_icon_hiseki"
"241417","0","0","0","0","0","0","0","0","0","2","0","40000000000","0","92414","0","30","90005","abyss_reward_icon_hiseki"
"241418","0","0","0","0","0","0","0","0","0","2","0","50000000000","0","92414","0","50","90005","abyss_reward_icon_hiseki"
"241419","0","0","0","0","0","0","0","0","0","4","0","60000000000","0","92414","0","50","140001","abyss_reward_icon_piece_p_heart"
"241420","0","0","0","0","0","0","0","0","0","4","0","70000000000","0","92414","0","50","140001","abyss_reward_icon_piece_p_heart"
"250101","25021","2","0","2","1000","25014","25015","0","200","2","0","1000000000","2","92413","1000","10","25102","abyss_reward_icon_masterpieces_piece"
"250102","25011","2","0","2","1000","25012","25013","0","1000","2","0","2000000000","2","92413","1000","300","25021","abyss_reward_icon_astralshard"
"250103","25021","2","0","2","1000","25014","25015","0","500","2","0","3000000000","2","92413","1000","10","25102","abyss_reward_icon_masterpieces_piece"
"250104","25011","2","0","2","1000","25012","25013","0","1000","2","0","4000000000","2","92413","1000","500","25021","abyss_reward_icon_astralshard"
"250105","25021","2","0","2","1000","25014","25015","0","1000","2","0","5000000000","2","92413","1000","10","25102","abyss_reward_icon_masterpieces_piece"
"250106","25011","2","0","2","1000","25012","25013","0","1000","2","0","6000000000","2","92413","1000","1000","25021","abyss_reward_icon_astralshard"
"250107","25021","2","0","2","3000","25014","25015","0","1000","2","0","7000000000","2","92413","3000","10","25102","abyss_reward_icon_masterpieces_piece"
"250108","25011","2","0","2","3000","25012","25013","0","3000","2","0","8000000000","2","92413","3000","1000","25021","abyss_reward_icon_astralshard"
"250109","25021","2","0","2","3000","25014","25015","0","1000","2","0","9000000000","2","92413","3000","10","25102","abyss_reward_icon_masterpieces_piece"
"250110","25021","2","0","2","3000","25011","25012","0","1000","2","0","10000000000","2","92413","3000","10","25102","abyss_reward_icon_masterpieces_piece"
"250111","25021","2","0","2","3000","25013","25015","0","1000","2","0","12000000000","2","92413","3000","10","25102","abyss_reward_icon_masterpieces_piece"
"250112","25011","2","0","2","3000","25012","25014","0","3000","2","0","16000000000","2","92413","3000","1000","25021","abyss_reward_icon_astralshard"
"250113","25013","2","0","2","3000","25014","25015","0","3000","2","0","20000000000","2","92413","3000","1000","25021","abyss_reward_icon_astralshard"
"250114","25011","2","0","2","3000","25012","25013","0","3000","2","0","25000000000","2","92413","3000","1000","25021","abyss_reward_icon_astralshard"
"250115","0","0","0","0","0","0","0","0","0","2","0","30000000000","0","92413","0","10","90005","abyss_reward_icon_hiseki"
"250116","0","0","0","0","0","0","0","0","0","2","0","35000000000","0","92413","0","20","90005","abyss_reward_icon_hiseki"
"250117","0","0","0","0","0","0","0","0","0","2","0","40000000000","0","92413","0","30","90005","abyss_reward_icon_hiseki"
"250118","0","0","0","0","0","0","0","0","0","2","0","50000000000","0","92413","0","50","90005","abyss_reward_icon_hiseki"
"250119","0","0","0","0","0","0","0","0","0","4","0","60000000000","0","92413","0","50","140001","abyss_reward_icon_piece_p_heart"
"250120","0","0","0","0","0","0","0","0","0","4","0","70000000000","0","92413","0","50","140001","abyss_reward_icon_piece_p_heart"
