05ec4be97f9780e49259289a4a772600d8c84665eb07da2ec0daf1160a55d609,39e7b0bac7c58f88e2f51bb45add580e33a13268f2d808458ec84711f1e5004a,86e393735ed9be34e70cadcc0f99abc87566019a7c5d607ddb305c3274d872d2,22917cb489e59ee03fb8fc6f5ea02cdedb179f08e5d054a30e203d121c7892a7,73c4e316d08cf0922f57e3c28f759de01ea528a7a8b5786a9cf5789ae30e9ea1,5c4304103b5437556cccdf9d9f7eef9417ac9335bd972b7838cf6f3ff5153b9d,8588e272135649a107e667b95fcb747bdcdba04b12eed9b36d0fb33f80a25a80,4072294600bbbe90372dab24a08f9ce0bceb58b41e74480ad03d23e071dcff24,5a6e94a4206a8e29666111158fb04e0c1e8cff771efd3698ee7e995482b78112,d18c8b265de4347ba350fba3e67d2dc67b96c36234231bf95c5027d613a5baf1,c271f961b1cbc83f35561c4aaf5614ab451255194eae4b88d7f4dd1fd1603655,e1621ff6c2309c66ab1fa6128c9cd063dd6700cd613a9d19639e648b2fbe6591,b3088a73679a9f7b1697d471a7ad28d303d6d8a2e8bf84d952a98dacbbe7627e,c3a4bd0923aaa35a36a24c553bbe4240f8af5ae416dfdf8207186e497ee725b3,3f2887d9d2d79692fdc1be54e796d47cc75972818f9b8ff947a726f07fb32ba7
"-363","2104010","2","13","シェフィ","0","0","2030/12/17 14:59:59","1","みんなとの大切な思い出が\nたくさん詰まってるのね\n一緒に振り返って、\n心に刻みたいわ","106401","1","2015/12/17 15:00:00","0","13003"
"-363","0","1","13","ペコリーヌ","0","0","2030/12/17 14:59:59","1","女の子との思い出が\nたくさん見られますよ！\nヒューヒュー♪\nモテモテですねー☆","105801","1","2015/12/17 15:00:00","0","13004"
"-363","0","1","14","コッコロ","0","0","2030/12/17 14:59:59","1","育成に必要なアイテムが\n獲得できるクエストです\nわたくし、主さまのために、\n強くなりますよ","105901","1","2015/12/17 15:00:00","0","14001"
"-363","2104010","2","14","シェフィ","0","0","2030/12/17 14:59:59","1","このクエストを攻略すると、\nアイテムが手に入るらしいわ。\nもっと強くなるために、\n一生懸命がんばるわね！","106401","1","2015/12/17 15:00:00","0","14002"
"-363","0","1","14","ペコリーヌ","0","0","2030/12/17 14:59:59","1","このクエストを攻略すれば、\nアイテムがもらえますよ\nたくさん集めて、どんどん\n強くなっちゃいましょう！","105801","1","2015/12/17 15:00:00","0","14003"
"-363","0","1","14","キャル","0","0","2030/12/17 14:59:59","1","クエストを攻略すると、\nアイテムが手に入るんだって\nもらえるものは、\nもらっておきましょ！","106001","1","2015/12/17 15:00:00","0","14004"
"-470","0","1","15","コッコロ","0","0","2030/12/17 14:59:59","1","主さま、旅の準備を整えて\nより充実した冒険をいたし\nましょう","105901","1","2015/12/17 15:00:00","0","15001"
"-363","2104010","2","16","シェフィ","0","0","2030/12/17 14:59:59","1","ねぇ…クランに加入してみない？\n一人も楽しいけど、みんなと\n一緒も賑やかでいいと思うの","106401","1","2015/12/17 15:00:00","0","16001"
"-363","0","1","16","ペコリーヌ","0","0","2030/12/17 14:59:59","1","クランに加入してみませんか？\nみんなといっしょに冒険した方が、\n楽しいですよ！","105801","1","2015/12/17 15:00:00","0","16002"
"-363","0","1","16","キャル","0","0","2030/12/17 14:59:59","1","クランに入れるらしいわよ\nせっかくだから入ってみたら？\nけっこう楽しいみたいよ♪","106001","1","2015/12/17 15:00:00","0","16003"
"-363","0","1","16","コッコロ","0","0","2030/12/17 14:59:59","1","こちらでクランに加入できます\n素敵なクランがたくさんあって、\n目移りしてしまいますね","105901","1","2015/12/17 15:00:00","0","16004"
"-363","0","1","17","コッコロ","0","0","2030/12/17 14:59:59","1"," こちらではクランバトルに\n 参加された仲間のみなさんの\n 活躍を振り返ることができます","105901","1","2015/12/17 15:00:00","0","17002"
"-363","0","1","25","キャル","0","0","2030/12/17 14:59:59","1","模擬戦の戦績もアンタが\n気に入ったものがあれば\n記録しておけるのね","106001","1","2015/12/17 15:00:00","0","17004"
"-363","0","1","25","コッコロ","0","0","2030/12/17 14:59:59","1","主さま、今回のクランバトルでの\nご活躍が記録されています\nバトルの参考にいたしましょう","105901","1","2015/12/17 15:00:00","0","17005"
"-363","2104010","2","25","シェフィ","0","0","2030/12/17 14:59:59","1","今回のクランバトルの調子は\nどうかしら？\n戦績を見れば、次のバトルに\n活かせるかもしれないわ","106401","1","2015/12/17 15:00:00","0","17006"
"-363","0","1","25","ペコリーヌ","0","0","2030/12/17 14:59:59","1","今回のクランバトルでの戦績を\nおさらいできますよ！\n私にも見せてください☆","105801","1","2015/12/17 15:00:00","0","17007"
"-363","0","1","18","カリン","0","0","2030/12/17 14:59:59","1","ようこそ！\nこちらでは、\nギルドハウスで流れる音楽の\n変更や購入が出来ますよ","190801","1","2015/12/17 15:00:00","0","18001"
"-363","0","1","18","カリン","0","0","2030/12/17 14:59:59","2","ＢＧＭの変更や購入は、こちらから\nできますよ\n素敵な音楽を、たくさんご用意\nいたしました！","190801","1","2015/12/17 15:00:00","0","18002"
"-470","0","1","19","カリン","0","0","2030/12/17 14:59:59","3","ギルドハウスの\nＢＧＭを変更できますよ\nあなたの好きな曲、\n私にも聴かせてくださいね","190801","1","2015/12/17 15:00:00","0","19001"
"-470","0","1","19","カリン","0","0","2030/12/17 14:59:59","4","こちらでは、ＢＧＭの変更が\nできますよ\nどんな曲に変更しますか？\nふふふ、私も楽しみです♪","190801","1","2015/12/17 15:00:00","0","19002"
"-470","0","1","20","カリン","0","0","2030/12/17 14:59:59","5","こちらでは、ＢＧＭを購入\nすることができますよ\n試聴することもできるので、\nじっくり選んでくださいね","190801","1","2015/12/17 15:00:00","0","20001"
"-470","0","1","20","カリン","0","0","2030/12/17 14:59:59","6","いらっしゃいませ！\nＢＧＭの購入はこちらです\n素敵な曲がたくさんあって、\n目移りしちゃいますね","190801","1","2015/12/17 15:00:00","0","20002"
"-363","0","1","21","キャル","0","0","2030/12/17 14:59:59","1","ここで手に入れたアイテムで\n専用装備を作成できるみたいね\nアイテムが集まったら\nさっそく作ってみましょ！","106001","1","2015/12/17 15:00:00","0","21001"
"-363","0","1","21","コッコロ","0","0","2030/12/17 14:59:59","1","攻略すると珍しいアイテムが\n手に入りますよ\nこのアイテムで専用装備を\n作成できるようです","105901","1","2015/12/17 15:00:00","0","21002"
"-363","2104010","2","21","シェフィ","0","0","2030/12/17 14:59:59","1","専用装備が欲しいなら\nこのクエストに挑戦するといいわ\n集めた素材でもっともっと\n強くなりましょう","106401","1","2015/12/17 15:00:00","0","21003"
"-363","0","1","21","ペコリーヌ","0","0","2030/12/17 14:59:59","1","専用装備の作成に必要な\nアイテムを獲得できますよ\nたくさん集めてどんどん\n強くなりましょう！","105801","1","2015/12/17 15:00:00","0","21004"
"-430","0","1","22","カリン","0","0","2030/12/17 14:59:59","1","投票はこちらです\nあなたが応援したい女の子に\n思いを込めた一票を\nお願いします！","190801","1","2015/12/17 15:00:00","0","22001"
"-430","0","1","22","カリン","0","0","2030/12/17 14:59:59","2","ようこそ！\nあなたが思いを寄せるのは\nどの女の子ですか？\n応援してあげてくださいね！","190801","1","2015/12/17 15:00:00","0","22002"
"-430","0","1","23","カリン","0","0","2030/12/17 14:59:59","3","たくさんの投票、\nありがとうございました\n結果発表を楽しみに\n待っていてくださいね！","190801","1","2015/12/17 15:00:00","0","23001"
"-430","0","1","23","カリン","0","0","2030/12/17 14:59:59","4","ただ今、人気投票の\n集計中です\n結果が出るまでもう少しだけ\nお待ちくださいね","190801","1","2015/12/17 15:00:00","0","23002"
"-385","0","1","24","エリコ（バレンタイン）","4.08","10011","2030/12/17 14:59:59","1","あなた様が手伝ってくださった\nチョコレートケーキ\n美味しくないはずがありませんわ","109001","2","2019/01/31 12:00:00","8","24001"
"-385","0","1","24","エリコ（バレンタイン）","5","10011","2030/12/17 14:59:59","2","このような失敗、あなた様が\nするはずありません\nもう一度挑戦してみましょう","109001","2","2019/01/31 12:00:00","8","24002"
"-385","0","1","24","エリコ（バレンタイン）","10.11","10011","2030/12/17 14:59:59","3","あなた様のために\n作っているケーキを\nあなた様に手伝っていただく……\nことになるなんて……クスクス","109001","2","2019/01/31 12:00:00","8","24003"
"-385","0","1","24","エリコ（バレンタイン）","4","10011","2030/12/17 14:59:59","4","あまり気に病む必要はありませんわ\nこれからは私がたっぷりと\n時間をかけて教えて差し上げますから","109001","2","2019/01/31 12:00:00","8","24004"
"-385","0","1","24","エリコ（バレンタイン）","6","10011","2030/12/17 14:59:59","5","今回は調子が悪かった……のですか？\nあなた様が手伝ってくれたものなら\nわたしはどんなものでも……クスクス","109001","2","2019/01/31 12:00:00","8","24005"
"0","0","1","24","エリコ（バレンタイン）","0","10011","2030/12/17 14:59:59","6","あなた様が手がけた\nチョコレートケーキは\n私にとっての宝物……\n侮辱する者は生かしておきませんわ","109002","1","2019/01/31 12:00:00","0","24006"
"0","0","1","24","エリコ（バレンタイン）","0","10011","2030/12/17 14:59:59","7","とても素晴らしい出来栄えですわ！\nあなた様にふさわしい\nチョコレートケーキができました","109002","1","2019/01/31 12:00:00","0","24007"
"0","0","1","24","エリコ（バレンタイン）","0","10011","2030/12/17 14:59:59","8","私を手伝ってくれたあなた様は\nすでに私の虜……\n甘い世界に誘って差し上げますわ","109002","1","2019/01/31 12:00:00","0","24008"
"0","0","1","24","エリコ（バレンタイン）","0","10011","2030/12/17 14:59:59","9","あなた様の愛情\nしかと受け止めました\nこれが……私たちの初めての\n共同作業ですわね……クスクス","109002","1","2019/01/31 12:00:00","0","24009"
"0","0","1","24","エリコ（バレンタイン）","0","10011","2030/12/17 14:59:59","10","これは世界一の\nチョコレートケーキですわ\nだって、あなた様が腕によりをかけて\n作ってくださったんですもの","109002","1","2019/01/31 12:00:00","0","24010"
"-385","0","1","24","シズル（バレンタイン）","2.12","10011","2030/12/17 14:59:59","1","上手にできなくて残念だった？\nでも、弟くんの気持ちが嬉しいな\nいつだってお姉ちゃんは\nそばにいるからね♪","109101","2","2019/01/31 12:00:00","8","24011"
"-385","0","5","24","シズル（バレンタイン）","4.19","10011","2030/12/17 14:59:59","2","うーん、弟くんには珍しく\n緊張しちゃったのかな？\nもう一度チャレンジしてみる？","109101","2","2019/01/31 12:00:00","8","24012"
"-385","0","2","24","シズル（バレンタイン）","2.3","10011","2030/12/17 14:59:59","3","お姉ちゃんのお手伝い、\nよくできました！\nあー、\nまだつまみ食いしちゃダメだぞ！","109101","4","2019/01/31 12:00:00","8","24013"
"0","0","1","24","シズル（バレンタイン）","0","10011","2030/12/17 14:59:59","4","見てみて！\nスポンジに綺麗な焼き目がついてるよ\nさっすが弟くんだね！","109102","1","2019/01/31 12:00:00","0","24014"
"-385","0","5","24","シズル（バレンタイン）","5.23","10011","2030/12/17 14:59:59","5","まぁまぁ、落ち込まないで\n見た目は……個性的だけど、\n味は絶対美味しいはずだから！","109101","2","2019/01/31 12:00:00","8","24015"
"0","0","1","24","シズル（バレンタイン）","0","10011","2030/12/17 14:59:59","6","弟くんみたいな\n可愛いケーキができたよ！\n早く食べてみたいでしょ♪","109102","1","2019/01/31 12:00:00","0","24016"
"-385","0","1","24","シズル（バレンタイン）","5.01","10011","2030/12/17 14:59:59","7","あれれ？　弟くん、指に\nチョコレートがくっついてるよ？\nお姉ちゃんが舐めてあげるね、\nはぁむ！","109101","2","2019/01/31 12:00:00","8","24017"
"0","0","1","24","シズル（バレンタイン）","0","10011","2030/12/17 14:59:59","8","なかなか上手にできたんじゃない？\nでも弟くんはまだまだできる子！\nお姉ちゃん、信じてるからね","109102","1","2019/01/31 12:00:00","0","24018"
"0","0","1","24","シズル（バレンタイン）","0","10011","2030/12/17 14:59:59","9","わぁ～、\nとっても美味しそうにできたね！\n弟くん手慣れてたから\nお姉ちゃん安心して任せられちゃった！","109102","1","2019/01/31 12:00:00","0","24019"
"0","0","1","24","シズル（バレンタイン）","0","10011","2030/12/17 14:59:59","10","や～ん、弟くんが手伝ってくれた\nチョコレートケーキ！\nすっごく美味しそうにできたね♪","109102","1","2019/01/31 12:00:00","0","24020"
"-363","2104010","2","26","シェフィ","0","0","2030/12/17 14:59:59","1","ここから先は神聖な場所みたい\nどんなお宝が眠っているのか、\n今から探索するのが楽しみね♪","106401","1","2015/12/17 15:00:00","0","26001"
"-363","0","1","26","ペコリーヌ","0","0","2030/12/17 14:59:59","1","ここから先は神聖な場所\nみたいです！\nどんなお宝が手に入るか\n楽しみですね！","105801","1","2015/12/17 15:00:00","0","26002"
"-363","0","1","26","キャル","0","0","2030/12/17 14:59:59","1","この先は神聖な場所みたい。\n手に入るお宝も並じゃないけど\n気を付けていかないと\n痛い目にあうわよ","106001","1","2015/12/17 15:00:00","0","26003"
"-363","0","1","26","コッコロ","0","0","2030/12/17 14:59:59","1","ここから先は神聖な場所\nでございます。\n気を引き締めてお宝の\n調査探索に参りましょう","105901","1","2015/12/17 15:00:00","0","26004"
"-363","2104010","2","27","シェフィ","0","0","2030/12/17 14:59:59","1","ここにさらなる力を得るための\nアイテムが眠っている…って\nみんな言ってるわ。ふふっ、\nそれじゃあ挑戦してみましょうか","106401","1","2015/12/17 15:00:00","0","27001"
"-363","0","1","27","ペコリーヌ","0","0","2030/12/17 14:59:59","1","ここにさらなる力を得るための\nアイテムが眠っているみたい\nです！　どこから挑戦するか\n迷っちゃいますね！","105801","1","2015/12/17 15:00:00","0","27002"
"-363","0","1","27","キャル","0","0","2030/12/17 14:59:59","1","ここにさらなる力を得るための\nアイテムが眠っているみたい！\nどんどん挑戦して\n強くなっちゃいましょ！","106001","1","2015/12/17 15:00:00","0","27003"
"-363","0","1","27","コッコロ","0","0","2030/12/17 14:59:59","1","こちらにさらなる力を得る\nためのアイテムが眠っている\nようです。主さま、どこから\n挑戦いたしましょう。","105901","1","2015/12/17 15:00:00","0","27004"
"-363","0","1","28","カリン","0","0","2030/12/17 14:59:59","1","ようこそ！\n皆さんの素敵な出会いを\nギルド管理協会が\nお手伝いします！","190801","1","2019/09/24 15:00:00","0","28001"
"-363","0","1","28","カリン","0","0","2030/12/17 14:59:59","2","ギルド管理協会です\nフレンドに関しては\nこちらでご確認ください","190801","1","2019/09/24 15:00:00","0","28002"
"-409","0","1","29","カリン","0","0","2030/12/17 14:59:59","3","こちらがフレンドの\n皆さんです\n素敵な関係を\n築いてくださいね！","190801","1","2019/09/24 15:00:00","0","29001"
"-409","0","1","29","カリン","0","0","2030/12/17 14:59:59","4","こちらの一覧で\nフレンドのプロフィールを\n確認できますよ","190801","1","2019/09/24 15:00:00","0","29002"
"-409","0","1","30","カリン","0","0","2030/12/17 14:59:59","5","フレンド管理は\nこちらになります\n新しいフレンドとの出会いを\n楽しんでくださいね！","190801","1","2019/09/24 15:00:00","0","30001"
"-409","0","1","30","カリン","0","0","2030/12/17 14:59:59","6","フレンドの申請や\n承認ができますよ\nどうぞ、良き交流を！","190801","1","2019/09/24 15:00:00","0","30002"
"-409","0","1","31","カリン","0","0","2030/12/17 14:59:59","7","バトルをして力比べを\nしてみましょう！\n実力が試されますね、\n頑張ってください！","190801","1","2019/10/31 12:00:00","0","31001"
"-409","0","1","31","カリン","0","0","2030/12/17 14:59:59","8","気になるパーティと\nバトルをしてみましょう！\nどちらが勝利するのか、\n私も楽しみにしていますね","190801","1","2019/10/31 12:00:00","0","31002"
"-409","0","1","32","カリン","0","0","2020/01/04 4:59:59","1","ルーキーの皆さんのために\n特別なミッションを\nご用意いたしました！\nぜひ、挑戦してください！","190801","1","2019/12/20 5:00:00","0","32001"
"-409","0","1","32","カリン","0","0","2020/01/04 4:59:59","2","期間限定のキャンペーンを\n開催中です！\nミッションにチャレンジ\nしましょう！","190801","1","2019/12/20 5:00:00","0","32002"
"-409","0","1","33","カリン","0","0","2020/01/04 4:59:59","3","フレンドになって\n初心者の方を応援しましょう！\n素敵な報酬が待っていますよ！","190801","1","2019/12/20 5:00:00","0","33001"
"-409","0","1","33","カリン","0","0","2020/01/04 4:59:59","4","期間限定のキャンペーンを\n開催中です！\nミッションにチャレンジ\nしましょう！","190801","1","2019/12/20 5:00:00","0","33002"
"-409","0","1","34","カリン","0","0","2020/01/10 11:59:59","5","お疲れ様でした！\nミッションの報酬の受け取りは\nこちらからできますよ！","190801","1","2020/01/04 5:00:00","0","34001"
"-409","0","1","34","カリン","0","0","2020/01/10 11:59:59","6","ミッション報酬の受け取りは\nこちら！\n受け取り漏れの無いように\n気を付けてくださいね！","190801","1","2020/01/04 5:00:00","0","34002"
"-458","0","1","38","ペコリーヌ","5.3","0","2030/12/17 14:59:59","1","過去のストーリーイベントを\n楽しめちゃいますよ！\n遊んだことのないものがあれば\n一緒にやってみましょう♪","105801","2","2015/12/17 15:00:00","0","38001"
"-458","0","1","38","ペコリーヌ","6.5","0","2030/12/17 14:59:59","2","これまでのイベントで登場した\n限定キャラを仲間にできたり\nメモリーピースが手に入る\nみたいですよ。やばいですね☆","105801","2","2015/12/17 15:00:00","0","38002"
"9999","0","3","39","ペコリーヌ","0","0","2020/04/08 23:59:59","0","","105801","3","2020/04/01","9999","39005"
"-430","0","1","40","カリン","0","0","2030/12/17 14:59:59","2","これまでに出題された\n問題を振り返ることが\nできますよ\n復習は大切です♪","190801","1","2015/12/17 15:00:00","0","40001"
"-363","2104010","1","41","シェフィ","0","0","2030/12/17 14:59:59","1","ここでは腕試しが\nできるんですって。\n自分の実力を測るのに、\nちょうどよさそうね。","106401","1","2015/12/17 15:00:00","0","41001"
"-363","0","1","41","ペコリーヌ","0","0","2030/12/17 14:59:59","1","ここで腕試しを\nしていきましょう！\n全力全開、\nがんばっちゃいますよ～！","105801","1","2015/12/17 15:00:00","0","41002"
"-363","0","1","41","キャル","0","0","2030/12/17 14:59:59","1","ここで腕試しが\nできるみたいね。\n試してみるのも\nいいんじゃない？","106001","1","2015/12/17 15:00:00","0","41003"
"-363","0","1","41","コッコロ","0","0","2030/12/17 14:59:59","1","腕試しができるようです。\nここで練習を重ね、実戦に\n活かしてまいりましょう。","105901","1","2015/12/17 15:00:00","0","41004"
"-416.5","0","1","42","コッコロ","0","0","2030/12/17 14:59:59","1","訓練の成果に応じて、\n報酬がもらえるそうです。\n共に励んでいきましょう。","105901","1","2015/12/17 15:00:00","0","42001"
"-416.5","2104010","1","42","シェフィ","0","0","2030/12/17 14:59:59","1","目標を達成すれば、\n報酬がもらえるみたい。\n頑張り甲斐があるわね。","106401","1","2015/12/17 15:00:00","0","42002"
"-416.5","0","1","42","ペコリーヌ","0","0","2030/12/17 14:59:59","1","腕試しをがんばれば、\n報酬がもらえますよ。\n挑戦していきましょう☆","105801","1","2015/12/17 15:00:00","0","42003"
"-416.5","0","1","42","キャル","0","0","2030/12/17 14:59:59","1","ミッションを達成すると、\n報酬が出るんですって。\n一緒にやってみましょ！","106001","1","2015/12/17 15:00:00","0","42004"
"-363","0","1","43","ペコリーヌ","0","0","2030/12/17 14:59:59","1","ここからアリーナに\n挑戦できますよ！\n編成を工夫してライバルに\n挑んじゃいましょう！","105801","1","2015/12/17 15:00:00","0","43001"
"-363","0","1","43","コッコロ","0","0","2030/12/17 14:59:59","1","こちらからアリーナに\n挑戦することができます。\n主さまらしい編成で\nライバルに挑みましょう。","105901","1","2015/12/17 15:00:00","0","43002"
"-363","0","1","43","キャル","0","0","2030/12/17 14:59:59","1","ここからアリーナに\n挑戦できるわよ！\nしっかり編成を考えて\nライバルに挑みなさい！","106001","1","2015/12/17 15:00:00","0","43003"
"-416.5","0","1","44","アメス","0","0","2030/12/17 14:59:59","1","ミッションをクリアすると報酬が\n受け取れるわ。ジャンジャン\nクリアしてバリバリ強化して\nあげなさい♪","123001","1","2015/12/17 15:00:00","0","43004"
"-416.5","0","1","44","アメス","0","0","2030/12/17 14:59:59","2","ぼんやりしてる場合じゃないわ。\n早くミッションをクリアして\n報酬を受け取ってきなさい！","123001","1","2015/12/17 15:00:00","0","43005"
"-416.5","0","1","45","アメス","5.79","0","2030/12/17 14:59:59","3","ちょっとあんた、報酬が\n受け取れるじゃない！\n忘れずにチェックなさい。\nアメス様との約束よ？","123001","2","2015/12/17 15:00:00","0","43006"
"-371.5","0","1","46","アメス","0","0","2030/12/17 14:59:59","1","はい、お疲れさま。\nここではマスタリーチケットを\n使って、マスタリー強化素材を\n手に入れることができるわよ。","123001","1","2015/12/17 15:00:00","0","46001"
"-416.5","0","2","47","シズル","0","0","2030/12/17 14:59:59","1","呼ばれて飛び出てお姉ちゃんだよ♪\nたとえ火の中、水の中、迷宮の中っ\nこのダンジョンを踏破できるよう\n弟くんを応援してあげるからねっ♪","104901","2","2015/12/17 15:00:00","0","47001"
"-416.5","0","1","47","リノ","9.32","0","2030/12/17 14:59:59","1","ほんとーに不思議な場所ですね～\nお兄ちゃんが冒険を頑張れるよう\nおまじないをかけてあげますねっ\nフレーフレー、お・兄・ちゃんっ♪","101101","2","2015/12/17 15:00:00","0","47002"
"-470","0","2","48","シズル","0","0","2030/12/17 14:59:59","0","","104901","2","2015/12/17 15:00:00","0","48001"
"-470","0","2","48","リノ","0","0","2030/12/17 14:59:59","0","","101101","2","2015/12/17 15:00:00","0","48002"
"-290","0","1","49","カノン","0","0","2030/12/17 14:59:59","0","","134901","2","2015/12/17 15:00:00","-15","49001"
"-450","0","1","50","カリン","0","0","2030/12/17 14:59:59","0","","190801","2","2015/12/17 15:00:00","-15","50001"
