989498a6e887078e7df0cbe2642a48c30465ea39e4930b5e28edefbb6467cc1f,938e70b23554d9f3267f43114f710d7f3012c2f7105094ecd49c24554918876d,0c5bf428dbebc0fdbd0f694e1db76df5354f35d31d1b0d2df82d10fdebabdf6f,4c6c6ce759e857206a3176e1d5e38cd11d7acfaff1093edc9de195ea0dc98675,fca0657727d33d6dd5180791f7d3cf28bafc8c3ef7b1e630932e8b5c8b084b8c,e4341aa9de0c6a0435ebcbe672e749b9ebb2f70e6de2dfe68da38dfe2a997c6d,4adaa80d17d70103a5be0ff936fb756ef9fe38faa7cf104721cf89f850672c98,f6491eddbb90de4844e7fd7c4ea2b4d8cb229372ddcf4343534e8dee4ab74d24,7f35c1f7f044bdd684402c350f36e3eace57044532b23904e8fb75c4879161a5,5a99cf7c8d00990443dba1f14e51c14e81ca075dbe54945a549b5d4051a5a350,6781daedf30eac79ede6d789ad7dd3eb587914b8f26f334abfb19b2d147c4c92
"","1023","vo_minigame_1008","","1","0","0","vo_minigame_1008_drama_0102","21","",""
"0.5","1024","119931","0","1","1","5","オマエも手伝いたいの？\nそれなら卵と牛乳をマヒルから\nたくさんもらってくるの！\n材料はたくさんあったほうがいいの！","11","0","0"
"","1025","2","","1","","","1","93","",""
"","1026","119931","","1","","1","psy_miyako_talk_joy2","3","","0.2"
"","1027","1024","","1","","","","91","",""
"","1028","0","","1","","","0","22","",""
"","1029","119931","","1","","1","psy_miyako_idle","3","","0.2"
"","1030","2","","1","","","1","4","",""
"","1031","2","0","1","psy_fairy_run","0","psy_fairy_run_in","3","1","0.2"
"","1032","1.3","","1","","","","93","",""
"","1033","2","","1","1","-220","1000","2","0",""
"","1034","2","","1","","","","93","",""
"","1035","119931","0.2","1","psy_miyako_doya_loop","0","psy_miyako_doya_in","3","1","0.2"
"","1036","vo_minigame_1008","","1","0","0","vo_minigame_1008_drama_0103","21","",""
"0.5","1037","119931","0","1","1","6","オマエはミヤコを手伝うの！\nめんどくさいことは全部\nオマエに任せるの！","11","0","0"
"","1038","0","","1","","","","91","",""
"","1039","0","","1","","","0","22","",""
"0","1040","1","0","1","0","1","11","12","0","0"
"","1041","1","0.2","1","psy_item00_idle_guts","0","psy_item00_talk_guts","3","1","0.2"
"","1042","2","","1","","","","93","",""
"","1043","119931","","1","","1","psy_miyako_talk_joy2","3","","0.2"
"","1044","vo_minigame_1008","","1","0","0","vo_minigame_1008_drama_0104","21","",""
"0.5","1045","119931","0","1","1","5","みんなみんな\nおいしいプリンにしてやるの～♪","11","0","0"
"","1046","4","","1","","","1","93","",""
"","1047","119931","0.2","1","psy_miyako_fight_loop","0","psy_miyako_fight_in","3","1","0.2"
"","1048","1","0.2","1","psy_item00_handsup_loop","0","psy_item00_handsup","3","1","0.2"
"","1049","1.5","","1","","","","93","",""
"","1050","1045","","1","","","","91","",""
"","1051","0","","1","","","0","22","",""
"psy_miyako_start","2001","1","0","2","-300","100","119931","1","-200","1.7"
"psy_walk","2002","1","1","2","300","100","106011","1","-220","1.7"
"","2003","1","","2","0","0","11","31","1","1"
"psy_smoke_start","2004","1","0","2","-300","101","1","5","-200","1.7"
"","2005","106011","","2","2","-220","185","2","0",""
"","2006","2","","2","","","","93","",""
"","2007","106011","0","2","psy_kyaru_talk_arm_crossed_loop","0","psy_kyaru_talk_arm_crossed","3","1","0.2"
"","2008","vo_minigame_1008","","2","0","0","vo_minigame_1008_drama_0305","21","",""
"0.5","2009","106011","0","2","1","8","ねぇ、あんた。\nペコリーヌに差し入れるのにちょうど\nいいお菓子を適当に見つくろって……","11","0","0"
"","2010","0","","2","","","","91","",""
"","2011","vo_minigame_1008","","2","0","0","vo_minigame_1008_drama_0306","21","",""
"","2012","106011","","2","","1","psy_talk_sad","3","","0.2"
"0.5","2013","106011","0","2","1","8","って、居ないじゃない。\nあいつが働いてるって聞いたから\n来たのに……というか、誰もいないし。\n不用心な店ね。","11","0","0"
"","2014","4","","2","","","1","93","",""
"","2015","106011","","2","","1","psy_talk_sad","3","","0.2"
"","2016","2013","","2","","","","91","",""
"","2017","106011","","2","","1","psy_idle_sad","3","","0.2"
"","2018","119931","0.2","2","psy_miyako_thinking4","0","psy_miyako_appear","3","1","0.2"
"","2019","1","0","2","psy_smoke_start","0","psy_smoke_appear","3","0","0"
"","2020","vo_minigame_1008","","2","0","0","vo_minigame_1008_drama_0301","21","",""
"1","2021","119931","0","2","1","4","プリン……プリン……\n究極のプリン作りは難しいの……\n何かひらめくキッカケが欲しいの……","11","0","0"
"","2022","1","","2","","","1","93","",""
"","2023","106011","0.2","2","psy_idle_surprise2","0","psy_surprise","3","1","0.2"
"","2024","2021","","2","","","","91","",""
"","2025","0","","2","","","0","22","",""
"","2026","119931","","2","","1","psy_miyako_idle_thinking","3","","0.2"
"","2027","106011","","2","","1","psy_talk_surprise2","3","","0.2"
"","2028","vo_minigame_1008","","2","0","0","vo_minigame_1008_drama_0307","21","",""
"0.5","2029","106011","0","2","1","8","キャッ！？\nいきなり出てきてなんなのよあんた！","11","0","0"
"","2030","0","","2","","","","91","",""
"","2031","106011","","2","","1","psy_idle_surprise2","3","","0.2"
"","2032","119931","","2","","1","psy_miyako_anger1","3","","0.2"
"","2033","vo_minigame_1008","","2","0","0","vo_minigame_1008_drama_0302","21","",""
"1","2034","119931","0","2","1","5","オマエが勝手に入ってきたの。\nミヤコは悪くないの。\nミヤコの邪魔をするななの……ん？\nオマエ……","11","0","0"
"","2035","8","","2","","","1","93","",""
"","2036","119931","","2","","1","psy_miyako_thinking2","3","","0.2"
"","2037","2034","","2","","","","91","",""
"","2038","0","","2","","","0","22","",""
"","2039","106011","","2","","1","psy_talk_sad","3","","0.2"
"","2040","vo_minigame_1008","","2","0","0","vo_minigame_1008_drama_0308","21","",""
"0.5","2041","106011","0","2","1","8","な、何よ……","11","0","0"
"","2042","0","","2","","","","91","",""
"","2043","106011","","2","","1","psy_idle_sad","3","","0.2"
"","2044","119931","","2","","1","psy_miyako_run","3","","0.2"
"","2045","119931","","2","2","-200","0","2","0",""
"","2046","2","","2","","","","93","",""
"","2047","119931","","2","","1","psy_miyako_thinking2","3","","0.2"
"","2048","vo_minigame_1008","","2","0","0","vo_minigame_1008_drama_0303","21","",""
"1","2049","119931","0","2","1","6","むむむむむ……\nオマエ、なんかおいしそうなの……","11","0","0"
"","2050","0","","2","","","","91","",""
"","2051","0","","2","","","0","22","",""
"","2052","0.5","","2","","","","93","",""
"","2053","106011","","2","","1","psy_talk_sad","3","","0.2"
"","2054","vo_minigame_1008","","2","0","0","vo_minigame_1008_drama_0309","21","",""
"0.5","2055","106011","0","2","1","8","はぁ～？","11","0","0"
"","2056","0","","2","","","","91","",""
"","2057","106011","","2","","1","psy_idle_sad","3","","0.2"
"","2058","vo_minigame_1008","","2","0","0","vo_minigame_1008_drama_0304","21","",""
"0.5","2059","119931","0","2","1","6","オマエをプリンにしてやるの～～！！","11","0","0"
"","2060","0.5","","2","","","1","93","",""
"","2061","119931","0","2","psy_miyako_attack_loop","0","psy_miyako_attack_in","3","1","0.2"
"","2062","0.2","","2","","","1","93","",""
"","2063","106011","0.2","2","psy_idle_surprise2","0","psy_surprise","3","1","0.2"
"","2064","2059","","2","","","","91","",""
"","2065","0","","2","","","0","22","",""
"","2066","106011","","2","","1","psy_talk_surprise2","3","","0.2"
"","2067","vo_minigame_1008","","2","0","0","vo_minigame_1008_drama_0310","21","",""
"0.5","2068","106011","0","2","1","8","な、なんなのよこの店～～！！","11","0","0"
"","2069","0","","2","","","","91","",""
"","2070","106011","","2","","","0","4","",""
"","2071","106011","","2","","1","psy_run_shy","3","","0.2"
"","2072","119931","","2","","1","psy_miyako_attack_loop_move","3","","0.2"
"","2073","106011","","2","3","-220","1000","2","0",""
"","2074","119931","","2","5","-220","1000","2","0",""
"","2075","3.5","","2","","","","93","",""
"","2076","0","","2","","","0","22","",""
"","2077","0","","2","","","","91","",""
"psy_miyako_gasagoso_B","3001","1","1","3","-250","100","119931","1","-150","1.65"
"psy_walk","3002","1","1","3","340","100","105511","1","-180","1.7"
"","3003","1","","3","0","0","11","31","1","1"
"psy_smoke_start","3004","1","0","3","-300","101","1","5","-220","1.7"
"","3005","105511","","3","2","-180","225","2","0",""
"","3006","2","","3","","","","93","",""
"","3007","105511","","3","","1","psy_talk_wish","3","","0.2"
"","3008","vo_minigame_1008","","3","0","0","vo_minigame_1008_drama_0203","21","",""
"0.5","3009","105511","0","3","1","8","こ、ここで先輩が働いてるんですよね？","11","0","0"
"","3010","0","","3","","","","91","",""
"","3011","105511","0","3","psy_ayumi_kyoro_loop","0","psy_ayumi_kyoro_in","3","1","0.2"
"","3012","1.8","","3","","","","93","",""
"","3013","105511","","3","","1","psy_talk_joy1","3","","0.2"
"","3014","vo_minigame_1008","","3","0","0","vo_minigame_1008_drama_0204","21","",""
"0.5","3015","105511","0","3","1","8","わぁ、おいしそうなお菓子がたくさん\n並んでますね……先輩が作ったお菓子も\nあったりするのかな？","11","0","0"
"","3016","0","","3","","","","91","",""
"","3017","105511","","3","","1","psy_talk_call","3","","0.2"
"","3018","vo_minigame_1008","","3","0","0","vo_minigame_1008_drama_0205","21","",""
"0.5","3019","105511","0","3","1","8","あの……このお菓子一つください。\nあの～すみませ～ん。\n聞こえてないのかな？","11","0","0"
"","3020","3","","3","","","1","93","",""
"0","3021","119931","0","3","1","0.8","5","12","0","0"
"","3022","119931","","3","","","0","4","",""
"","3023","119931","","3","","1","psy_miyako_idle_thinking","3","","0"
"","3024","1.5","","3","","","1","93","",""
"","3025","119931","","3","","","1","4","",""
"","3026","119931","","3","","1","psy_miyako_gasagoso_B","3","","0"
"","3027","0.5","","3","","","1","93","",""
"","3028","105511","","3","","1","psy_talk_sad","3","","0.2"
"","3029","3019","","3","","","","91","",""
"","3030","105511","","3","","1","psy_talk_wish","3","","0.2"
"","3031","vo_minigame_1008","","3","0","0","vo_minigame_1008_drama_0206","21","",""
"0.5","3032","105511","0","3","1","8","と、とりあえずお金はおいておきますね\n失礼します！","11","0","0"
"","3033","2","","3","","","1","93","",""
"","3034","105511","","3","","1","psy_gasagoso_B2","3","","0.2"
"","3035","1","","3","","","1","93","",""
"","3036","105511","0.2","3","psy_idle_normal","0","psy_pekori","3","1","0.2"
"","3037","3032","","3","","","","91","",""
"","3038","105511","","3","","","0","4","",""
"","3039","105511","","3","","1","psy_run","3","","0.2"
"","3040","105511","","3","3","-180","1000","2","0",""
"","3041","3","","3","","","","93","",""
"","3042","0.5","","3","","","","93","",""
"","3043","119931","","3","","1","psy_miyako_idle_thinking","3","","0"
"","3044","2","","3","","","","93","",""
"","3045","119931","","3","","","0","4","",""
"","3046","119931","","3","","1","psy_miyako_run","3","","0.2"
"","3047","119931","","3","2","-165","0","2","0",""
"","3048","2","","3","","","","93","",""
"","3049","119931","","3","","1","psy_miyako_thinking4","3","","0.2"
"","3050","vo_minigame_1008","","3","0","0","vo_minigame_1008_drama_0201","21","",""
"0.5","3051","119931","0","3","1","5","……？\nいつの間にかお金があるの！\nさっきまでなかったはずなの！\n怖いの！　お化けでも出たの？","11","0","0"
"","3052","4","","3","","","1","93","",""
"","3053","119931","","3","","1","psy_miyako_panic1","3","","0.2"
"","3054","3051","","3","","","","91","",""
"","3055","0","","3","","","0","22","",""
"","3056","119931","0","3","psy_miyako_surprise2_loop","0","psy_miyako_surprise2_in","3","1","0.2"
"","3057","vo_minigame_1008","","3","0","0","vo_minigame_1008_drama_0202","21","",""
"1","3058","119931","0","3","1","5","……！\n急にプリンのアイデアが下りて来たの！\nでも、思い浮かんだ顔は記憶にないの。\nコイツは…………誰なの？","11","0","0"
"","3059","4","","3","","","1","93","",""
"","3060","119931","","3","","1","psy_miyako_thinking4","3","","0.2"
"","3061","3058","","3","","","","91","",""
"","3062","0","","3","","","0","22","",""
"","3063","1","","3","","","","93","",""
"","3064","0","","3","","","","91","",""
"psy_miyako_start","4001","1","0","4","-300","100","119931","1","-200","1.7"
"psy_walk","4002","1","1","4","300","100","107131","1","-220","1.7"
"","4003","1","","4","0","0","11","31","1","1"
"psy_smoke_start","4004","1","0","4","-300","101","1","5","-200","1.7"
"","4005","107131","","4","2","-220","185","2","0",""
"","4006","2","","4","","","","93","",""
"","4007","107131","0.2","4","psy_talk_doya_loop","0","psy_talk_doya","3","1","0.2"
"","4008","vo_minigame_1008","","4","0","0","vo_minigame_1008_drama_0405","21","",""
"0.5","4009","107131","0","4","1","8","この店が話題になっていると聞いて、\nクリスティーナさんが来てやったぞ☆","11","0","0"
"","4010","0","","4","","","","91","",""
"","4011","107131","","4","","1","psy_idle_doya","3","","0.2"
"","4012","107131","","4","","1","psy_talk_sad","3","","0.2"
"","4013","vo_minigame_1008","","4","0","0","vo_minigame_1008_drama_0406","21","",""
"0.5","4014","107131","0","4","1","8","……む？　誰もいないではないか。\nせっかくカルミナへの差し入れを\n買いに来たというのに。\nおい、誰かいないのか。","11","0","0"
"","4015","6","","4","","","1","93","",""
"","4016","107131","","4","","1","psy_talk_call","3","","0.2"
"","4017","4014","","4","","","","91","",""
"","4018","107131","","4","","1","psy_idle_arm_crossed","3","","0.2"
"","4019","119931","0.2","4","psy_miyako_talk_joy1","0","psy_miyako_appear","3","1","0"
"","4020","1","0","4","psy_smoke_start","0","psy_smoke_appear","3","0","0"
"","4021","vo_minigame_1008","","4","0","0","vo_minigame_1008_drama_0401","21","",""
"0.5","4022","119931","0","4","1","6","あ！　オマエ！\n大きいプリンくれたヤツなの！\nまたミヤコにプリンを持ってきたの？","11","0","0"
"","4023","0","","4","","","","91","",""
"","4024","0","","4","","","0","22","",""
"","4025","119931","","4","","1","psy_miyako_idle","3","","0.2"
"","4026","107131","","4","","1","psy_talk_normal","3","","0.2"
"","4027","vo_minigame_1008","","4","0","0","vo_minigame_1008_drama_0407","21","",""
"0.5","4028","107131","0","4","1","8","おまえは……ああ、いつぞやの\nクリスマスで会ったことがあったな。\n今日はサンタとしてではなく\n客として来たのだ。","11","0","0"
"","4029","0","","4","","","","91","",""
"","4030","107131","","4","","1","psy_idle_normal","3","","0.2"
"","4031","119931","","4","","1","psy_miyako_sad1","3","","0.2"
"","4032","vo_minigame_1008","","4","0","0","vo_minigame_1008_drama_0402","21","",""
"0.5","4033","119931","0","4","1","6","プリンをくれないオマエに用はないの。\nおばあちゃんも留守だし、\nおとといきやがれなの。","11","0","0"
"","4034","5","","4","","","1","93","",""
"","4035","119931","","4","","1","psy_miyako_talk4","3","","0.2"
"","4036","4033","","4","","","","91","",""
"","4037","0","","4","","","0","22","",""
"","4038","119931","","4","","1","psy_miyako_idle2","3","","0.2"
"","4039","107131","0.2","4","psy_ahaha_loop","0","psy_ahaha_in","3","1","0.2"
"","4040","vo_minigame_1008","","4","0","0","vo_minigame_1008_drama_0408","21","",""
"0.5","4041","107131","0","4","1","8","はっはっは！\nこのクリスティーナさんに向かって\nずいぶんな物言いだな。おもしろい☆","11","0","0"
"","4042","1.7","","4","","","1","93","",""
"","4043","107131","","4","","1","psy_talk_joy1","3","","0.2"
"","4044","4041","","4","","","","91","",""
"","4045","107131","0.2","4","psy_talk_doya_loop","0","psy_talk_doya","3","1","0.2"
"","4046","vo_minigame_1008","","4","0","0","vo_minigame_1008_drama_0409","21","",""
"0.5","4047","107131","0","4","1","8","なんとしてもおまえからお菓子を\n買わせてもらおう。","11","0","0"
"","4048","0","","4","","","","91","",""
"","4049","107131","","4","","1","psy_idle_wish","3","","0.2"
"","4050","119931","","4","","1","psy_miyako_panic1","3","","0.2"
"","4051","vo_minigame_1008","","4","0","0","vo_minigame_1008_drama_0403","21","",""
"0.5","4052","119931","0","4","1","6","なんでそうなるの！？\nいいから帰れなの！","11","0","0"
"","4053","0","","4","","","","91","",""
"","4054","0","","4","","","0","22","",""
"","4055","119931","","4","","1","psy_miyako_idle_panic","3","","0.2"
"","4056","107131","0","4","psy_cris_approach_loop","0","psy_cris_approach_in","3","1","0.2"
"","4057","vo_minigame_1008","","4","0","0","vo_minigame_1008_drama_0410","21","",""
"0.5","4058","107131","0","4","1","8","ほぅ、作りかけのプリンが\nあるではないか。\nうーむ……手作りの差し入れというのも\n喜ばれそうだな。","11","0","0"
"","4059","4","","4","","","1","93","",""
"","4060","107131","0","4","psy_talk_arm_crossed_loop","0","psy_talk_arm_crossed","3","1","0.2"
"","4061","4058","","4","","","","91","",""
"","4062","107131","","4","","1","psy_talk_joy1","3","","0.2"
"","4063","vo_minigame_1008","","4","0","0","vo_minigame_1008_drama_0411","21","",""
"0.5","4064","107131","0","4","1","8","よし！　ワタシがプリンを作ろう！\nおまえも手伝え。\nクリスマスの貸しを返してもらおう。","11","0","0"
"","4065","0","","4","","","","91","",""
"","4066","107131","","4","","1","psy_idle_joy1","3","","0.2"
"","4067","119931","","4","","1","psy_miyako_anger2","3","","0.2"
"","4068","vo_minigame_1008","","4","0","0","vo_minigame_1008_drama_0404","21","",""
"0.5","4069","119931","0","4","1","6","な、なんでそうなるのーー！？","11","0","0"
"","4070","4","","4","","","","93","",""
"","4071","0","","4","","","","91","",""
"psy_miyako_start","5001","1","0","5","-300","100","119931","1","-200","1.7"
"psy_walk","5002","1","1","5","300","100","104931","1","-220","1.7"
"","5003","1","","5","0","0","11","31","1","1"
"psy_smoke_start","5004","1","0","5","-300","101","1","5","-200","1.7"
"","5005","104931","","5","2","-220","185","2","0",""
"","5006","2","","5","","","","93","",""
"","5007","104931","","5","","1","psy_talk_wish","3","","0.2"
"","5008","vo_minigame_1008","","5","0","0","vo_minigame_1008_drama_0504","21","",""
"0.5","5009","104931","0","5","1","8","ここが弟くんとリノちゃんが\n手伝ってるっていうお菓子屋さんだね！\n弟くん！　お姉ちゃんが来たよ！！","11","0","0"
"","5010","4.3","","5","","","1","93","",""
"","5011","104931","","5","","1","psy_talk_joy1","3","","0.2"
"","5012","5009","","5","","","","91","",""
"","5013","104931","","5","","1","psy_idle_joy1","3","","0.2"
"","5014","119931","0.2","5","psy_miyako_talk3","0","psy_miyako_appear","3","1","0"
"","5015","1","0","5","psy_smoke_start","0","psy_smoke_appear","3","0","0"
"","5016","vo_minigame_1008","","5","0","0","vo_minigame_1008_drama_0501","21","",""
"0.5","5017","119931","0","5","1","6","うるさいの。\nいきなりなんなの？","11","0","0"
"","5018","0","","5","","","","91","",""
"","5019","0","","5","","","0","22","",""
"","5020","119931","","5","","1","psy_miyako_idle","3","","0.2"
"","5021","104931","","5","","1","psy_talk_joy1","3","","0.2"
"","5022","vo_minigame_1008","","5","0","0","vo_minigame_1008_drama_0505","21","",""
"0.5","5023","104931","0","5","1","8","あっ！　ミヤコちゃんだよね？\nリノちゃんから聞いてるよ！\n初めまして弟くんのお姉ちゃんだよ！","11","0","0"
"","5024","4","","5","","","","93","",""
"","5025","104931","","5","","1","psy_talk_wish","3","","0.2"
"","5026","5023","","5","","","","91","",""
"","5027","0","","5","","","","91","",""
"","5028","104931","","5","","1","psy_idle_wish","3","","0.2"
"","5029","119931","","5","","1","psy_miyako_anger3","3","","0.2"
"","5030","vo_minigame_1008","","5","0","0","vo_minigame_1008_drama_0502","21","",""
"0.5","5031","119931","0","5","1","6","オマエがアイツのお姉ちゃんか\nどうかなんてどうでもいいの。\nミヤコはプリン作りに忙しいの。","11","0","0"
"","5032","5","","5","","","1","93","",""
"","5033","119931","0","5","psy_miyako_arm_crossed_loop","0","psy_miyako_arm_crossed_in","3","1]","0.2"
"","5034","5031","","5","","","","91","",""
"","5035","0","","5","","","0","22","",""
"","5036","119931","","5","","1","psy_miyako_arm_crossed_idle","3","","0.2"
"","5037","104931","","5","","1","psy_talk_wish","3","","0.2"
"","5038","vo_minigame_1008","","5","0","0","vo_minigame_1008_drama_0506","21","",""
"0.5","5039","104931","0","5","1","8","どうでもいいって反応は初めてで\nお姉ちゃんそれはそれで\n傷ついちゃうな！\n愛の反対は無関心っていうし！","11","0","0"
"","5040","0","","5","","","","91","",""
"","5041","104931","","5","","1","psy_talk_joy2","3","","0.2"
"","5042","vo_minigame_1008","","5","0","0","vo_minigame_1008_drama_0507","21","",""
"0.5","5043","104931","0","5","1","8","よーし！\n今からミヤコちゃんに\n弟くんとお姉ちゃんの愛と運命の物語を\nお届けしちゃうよ！","11","0","0"
"","5044","0","","5","","","","91","",""
"","5045","104931","","5","","1","psy_talk_memory","3","","0.2"
"","5046","vo_minigame_1008","","5","0","0","vo_minigame_1008_drama_0508","21","",""
"0.5","5047","104931","0","5","1","8","まずはそう、運命の出会いから……","11","0","0"
"","5048","0","","5","","","","91","",""
"","5049","104931","","5","","1","psy_idle_memory","3","","0.2"
"","5050","119931","","5","","1","psy_miyako_sad1","3","","0.2"
"","5051","vo_minigame_1008","","5","0","0","vo_minigame_1008_drama_0503","21","",""
"0.5","5052","119931","0","5","1","6","（なんか始まったの……\nめんどくさいからミヤコは消えるの……）","11","0","0"
"","5053","0","","5","","","","91","",""
"","5054","0","","5","","","0","22","",""
"","5055","119931","","5","","0","psy_miyako_hide","3","","0.2"
"","5056","1","0","5","psy_smoke_start","0","psy_smoke_hide","3","0","0"
"","5057","2","","5","","","","93","",""
"","5058","0","","5","","","","91","",""
"psy_miyako_idle_thinking","6001","1","1","6","-300","100","119931","1","-200","1.7"
"psy_walk","6002","1","1","6","300","100","103131","1","-220","1.7"
"","6003","1","","6","0","0","11","31","1","1"
"0","6004","119931","0","6","0","2","17","12","0","0"
"","6005","103131","","6","2","-220","185","2","0",""
"","6006","2","","6","","","","93","",""
"","6007","103131","","6","","1","psy_talk_wish","3","","0.2"
"","6008","vo_minigame_1008","","6","0","0","vo_minigame_1008_drama_0605","21","",""
"0.5","6009","103131","0","6","1","8","こんにちは。\nミヤコさんがお菓子屋のお手伝いを\nしていると聞いたので、\n様子を見に来ました。","11","0","0"
"","6010","0","","6","","","","91","",""
"","6011","103131","","6","","1","psy_idle_wish","3","","0.2"
"","6012","119931","","6","","","0","4","",""
"","6013","119931","0.2","6","psy_miyako_talk_joy2","0","psy_miyako_surprise2_in","3","1","0.2"
"","6014","1","","6","","","","93","",""
"","6015","vo_minigame_1008","","6","0","0","vo_minigame_1008_drama_0601","21","",""
"0.5","6016","119931","0","6","1","6","シノブ！　いいところに来たの！\nミヤコちょっと困ってるの！","11","0","0"
"","6017","3","","6","","","1","93","",""
"","6018","119931","","6","","1","psy_miyako_talk2","3","","0.2"
"","6019","6016","","6","","","","91","",""
"","6020","0","","6","","","0","22","",""
"","6021","119931","","6","","1","psy_miyako_idle_sad","3","","0.2"
"","6022","103131","","6","","1","psy_talk_sad","3","","0.2"
"","6023","vo_minigame_1008","","6","0","0","vo_minigame_1008_drama_0606","21","",""
"0.5","6024","103131","0","6","1","8","どうしたんですか？\nあ、まさか売り物のプリンを\n食べてしまったんですか？\nそれなら一緒に謝りましょう。","11","0","0"
"","6025","0","","6","","","","91","",""
"","6026","103131","","6","","1","psy_idle_sad","3","","0.2"
"","6027","119931","","6","","1","psy_miyako_panic3","3","","0.2"
"","6028","vo_minigame_1008","","6","0","0","vo_minigame_1008_drama_0602","21","",""
"0.5","6029","119931","0","6","1","5","違うの！　ミヤコは今究極のプリンを\n作ろうとしてるの！\nでも、いいアイデアが\n浮かばなくなっちゃったの……","11","0","0"
"","6030","5.5","","6","","","1","93","",""
"","6031","119931","","6","","1","psy_miyako_sad2","3","","0.2"
"","6032","6029","","6","","","","91","",""
"","6033","0","","6","","","0","22","",""
"","6034","119931","","6","","1","psy_miyako_idle_sad","3","","0.2"
"","6035","103131","0.2","6","psy_talk_surprise1","0","psy_surprise","3","1","0.2"
"","6036","vo_minigame_1008","","6","0","0","vo_minigame_1008_drama_0607","21","",""
"0.5","6037","103131","0","6","1","8","ミヤコさんが……自分で……\nプリンを……","11","0","0"
"","6038","0","","6","","","","91","",""
"","6039","103131","","6","","1","psy_idle_surprise1","3","","0.2"
"","6040","119931","","6","","1","psy_miyako_talk2","3","","0.2"
"","6041","vo_minigame_1008","","6","0","0","vo_minigame_1008_drama_0603","21","",""
"0.5","6042","119931","0","6","1","6","どうしたの？","11","0","0"
"","6043","0","","6","","","","91","",""
"","6044","0","","6","","","0","22","",""
"","6045","119931","","6","","1","psy_miyako_idle","3","","0.2"
"","6046","103131","","6","","1","psy_talk_joy1","3","","0.2"
"","6047","vo_minigame_1008","","6","0","0","vo_minigame_1008_drama_0608","21","",""
"0.5","6048","103131","0","6","1","8","ふふっ、いえ。なんでもありませんよ。\n私で力になれるかはわかりませんが、\n精一杯手伝わせていただきます。","11","0","0"
"","6049","4","","6","","","1","93","",""
"","6050","103131","","6","","1","psy_talk_wish","3","","0.2"
"","6051","6048","","6","","","","91","",""
"","6052","103131","","6","","1","psy_idle_wish","3","","0.2"
"","6053","119931","","6","","1","psy_miyako_joy1","3","","0.2"
"","6054","vo_minigame_1008","","6","0","0","vo_minigame_1008_drama_0604","21","",""
"0.5","6055","119931","0","6","1","6","ありがとうなの！\nシノブとミヤコが揃えば最強なの！\n絶対においしいプリンが\nできるはずなの！","11","0","0"
"","6056","5","","6","","","1","93","",""
"","6057","119931","0","6","psy_miyako_guts1_loop","0","psy_miyako_guts1_in","3","1","0.2"
"","6058","6055","","6","","","","91","",""
"","6059","0","","6","","","0","22","",""
"","6060","1.5","","6","","","","93","",""
"","6061","0","","6","","","","91","",""
"psy_miyako_idle","7001","1","0","7","-200","100","119931","1","-200","1.7"
"psy_fairy_idle","7002","1","0","7","125","100","1","5","-220","1.7"
