350c2736ffd8ff2be936dd9a83336a11b966f198ff44a08272bdd5e65a999602,ea052cb414c4010a9c1b454c5e40201f50adad384f47c8365f7cadc02f5a8d87,f6e42491ffd45fddb15491b5e8f6f6f99b782f35c736bfe874f105fb977246b0,3503863126a6fbed898c6b87e96011e5d4a55272f6c916ab7af8b7809e7fa8d7,2c2a6744a5b2421f0b0f2369320b6ce4d9ef0a65d68695fea7d24ba141eea90c,c6f304f9098abc4b223d35127cd7b5f155d8622ec2877cc90877cbca628d997f,ba5e5398feeb3a81175b35dc924d94d297de8a331fc1bb309ef892791096b8fb,f0c94135a20f189b98990741fce85056e0049410f45ae3b20da12445a838b6f0,634db7cced186011310f63e87a5f09e5a5e60b3c23cc1a9c34fccb64b0d228a5,1e8a477c1dc52c04e7549c0be34a8af1b55c07989d14e9b41f3d3821d6ef7b69,754234af306326a46f376b4e05cad0e62b1b1fa2d5f4a4c3e24f5e5abd836053
"20012","1","10","0","まぁまぁ、そう言わずに。\nもし新しい魔物料理が完成したら、\nキャルちゃんにも分けてあげますから♪","11","105811","0","0","1200120015","1"
"20012","","","","","91","0","","","1200120016",""
"20012","","1","","travel_topdrama_r_2000_idle_smile","3","105811","","0.2","1200120017",""
"20012","","","","","112","","","","1200120018",""
"20012","","","","","91","0","","","1200120019",""
"20021","42","101","1","100211","1","1","travel_topdrama_r_2000_idle_normal","0.8","1200210001","-68"
"20021","-42","102","0","100111","1","1","travel_topdrama_r_2002_sitting_loop","0.8","1200210002","-68"
"20021","-42","100","0","3","5","3","travel_topdrama_r_2002_sitting_loop","0.8","1200210003","-68"
"20021","0","110","0","0","5","0","mana","1","1200210004","-75"
"20021","","","","","91","0","","","1200210005",""
"20021","","","","0","93","10","","","1200210006",""
"20021","","","","","101","1200210006","","","1200210007",""
"20021","","0","","none","3","0","","0","1200210008",""
"20021","","","","","91","0","","","1200210009",""
"20022","","","","103","13","100211","","","1200220001",""
"20022","","","","104","13","100111","","","1200220002",""
"20022","","1","","travel_topdrama_r_2000_talk_normal","3","100211","","0.2","1200220003","1"
"20022","0","0","","vo_travel_talk_20002_00","21","vo_travel_talk","","","1200220004",""
"20022","1","10","0","うん、これでいいと思う。\n傷はきれいに塞がったけど、\nまだどこか痛んだりするかな？","11","100211","0","0","1200220005","1"
"20022","","","","","91","0","","","1200220006",""
"20022","","1","","travel_topdrama_r_2000_idle_normal","3","100211","","0.2","1200220007",""
"20022","0","0","","vo_travel_talk_20002_01","21","vo_travel_talk","","","1200220008",""
"20022","1","10","0","もう大丈夫だよ、ありがとう！\nやっぱりこういう長旅の時には、\nユイちゃんの魔法が頼りになるね♪","11","100111","0","0","1200220009","1"
"20022","","","","","91","0","","","1200220010",""
"20022","travel_topdrama_r_2000_talk_wish_loop_joy","0","","travel_topdrama_r_2000_talk_wish_in_joy","3","100211","","0.2","1200220011","1"
"20022","0","0","","vo_travel_talk_20002_02","21","vo_travel_talk","","","1200220012",""
"20022","1","10","0","どういたしまして♪\nケガはないのが一番だけど、\n困ったときは遠慮なく相談してね？","11","100211","0","0","1200220013","1"
"20022","","","","","91","0","","","1200220014",""
"20022","","1","","travel_topdrama_r_2000_idle_wish_joy","3","100211","","0.2","1200220015",""
"20022","","","","","112","","","","1200220016",""
"20022","","","","","91","0","","","1200220017",""
"20031","-42","101","0","100411","1","1","travel_topdrama_r_2000_idle_doya","0.8","1200310001","-68"
"20031","42","102","1","102011","1","1","travel_topdrama_r_2000_idle_normal","0.8","1200310002","-68"
"20031","0","110","0","0","5","0","mana","1","1200310003","-75"
"20031","","","","","91","0","","","1200310004",""
"20031","","","","0","93","10","","","1200310005",""
"20031","","","","","101","1200310005","","","1200310006",""
"20031","","0","","none","3","0","","0","1200310007",""
"20031","","","","","91","0","","","1200310008",""
"20032","","","","103","13","100411","","","1200320001",""
"20032","","","","104","13","102011","","","1200320002",""
"20032","travel_topdrama_r_2000_talk_doya_loop","0","","travel_topdrama_r_2000_talk_doya_in","3","100411","","0.2","1200320003","1"
"20032","0","0","","vo_travel_talk_20003_00","21","vo_travel_talk","","","1200320004",""
"20032","1","10","0","冒険はね、準備が大事なんだよ！\nだから迷わないようにコンパスを\n持ってきたんだ～♪","11","100411","0","0","1200320005","1"
"20032","","","","","91","0","","","1200320006",""
"20032","","1","","travel_topdrama_r_2000_idle_doya","3","100411","","0.2","1200320007",""
"20032","travel_topdrama_r_2000_talk_wish_loop","0","","travel_topdrama_r_2000_talk_wish_in","3","102011","","0.2","1200320008","1"
"20032","0","0","","vo_travel_talk_20003_01","21","vo_travel_talk","","","1200320009",""
"20032","1","10","0","ミソギちゃん、すご～い♪\n針がいっぱいぐるぐるしてるけど、\nどうやって使うの～？","11","102011","0","0","1200320010","1"
"20032","","","","","91","0","","","1200320011",""
"20032","","1","","travel_topdrama_r_2000_idle_wish","3","102011","","0.2","1200320012",""
"20032","travel_topdrama_r_2000_talk_sad_loop_surprise2","0","","travel_topdrama_r_2000_talk_sad_in_surprise2","3","100411","","0.2","1200320013","1"
"20032","0","0","","vo_travel_talk_20003_02","21","vo_travel_talk","","","1200320014",""
"20032","1","10","0","えっ？　ぐるぐる？\n……あ～！？　イタズラで使う磁石、\n同じポケットに入れたままだった～！","11","100411","0","0","1200320015","1"
"20032","","","","","91","0","","","1200320016",""
"20032","","1","","travel_topdrama_r_2000_idle_sad_surprise2","3","100411","","0.2","1200320017",""
"20032","","","","","112","","","","1200320018",""
"20032","","","","","91","0","","","1200320019",""
"20041","42","101","1","105311","1","1","travel_topdrama_r_2000_idle_normal","0.8","1200410001","-68"
"20041","-42","102","0","104511","1","1","travel_topdrama_r_2000_idle_wish","0.8","1200410002","-68"
"20041","0","110","0","0","5","0","mana","1","1200410003","-75"
"20041","","","","","91","0","","","1200410004",""
"20041","","","","0","93","10","","","1200410005",""
"20041","","","","","101","1200410005","","","1200410006",""
"20041","","0","","none","3","0","","0","1200410007",""
"20041","","","","","91","0","","","1200410008",""
"20042","","","","103","13","105311","","","1200420001",""
"20042","","","","104","13","104511","","","1200420002",""
"20042","travel_topdrama_r_2000_talk_surprise_loop_sad","0","","travel_topdrama_r_2000_talk_surprise_in_sad","3","105311","","0.2","1200420003","1"
"20042","0","0","","vo_travel_talk_20004_00","21","vo_travel_talk","","","1200420004",""
"20042","1","10","0","ど、どうしたんだクウカ！？\n顔が真っ赤だし、こんなに汗ばんで……\nどこか、体調でも悪いのか！？","11","105311","0","0","1200420005","1"
"20042","","","","","91","0","","","1200420006",""
"20042","","1","","travel_topdrama_r_2000_idle_surprise_sad","3","105311","","0.2","1200420007",""
"20042","","1","","travel_topdrama_r_2000_talk_wish_loop","3","104511","","0.2","1200420008","1"
"20042","0","0","","vo_travel_talk_20004_01","21","vo_travel_talk","","","1200420009",""
"20042","1","10","0","これから行く場所には見たこともない\n恐ろしい魔物がいて、きっとクウカは\n空前絶後の辱めを受けることに……♪","11","104511","0","0","1200420010","1"
"20042","","","","","91","0","","","1200420011",""
"20042","","1","","travel_topdrama_r_2000_idle_wish","3","104511","","0.2","1200420012",""
"20042","travel_topdrama_r_2000_talk_doya_loop_sad","0","","travel_topdrama_r_2000_talk_doya_in_sad","3","105311","","0.2","1200420013","1"
"20042","0","0","","vo_travel_talk_20004_02","21","vo_travel_talk","","","1200420014",""
"20042","1","10","0","って、いつもの妄想か。\n心配してすごく損した気分になったぞ、\n頼むから、任務に集中してくれ！","11","105311","0","0","1200420015","1"
"20042","","","","","91","0","","","1200420016",""
"20042","","1","","travel_topdrama_r_2000_idle_doya_sad","3","105311","","0.2","1200420017",""
"20042","","","","","112","","","","1200420018",""
"20042","","","","","91","0","","","1200420019",""
"20051","-42","101","0","100911","1","1","travel_topdrama_r_2000_idle_thinking","0.8","1200510001","-68"
"20051","42","102","1","105611","1","1","travel_topdrama_r_2000_idle_arm_crossed","0.8","1200510002","-68"
"20051","0","110","0","0","5","0","mana","1","1200510003","-75"
"20051","","","","","91","0","","","1200510004",""
"20051","","","","0","93","10","","","1200510005",""
"20051","","","","","101","1200510005","","","1200510006",""
"20051","","0","","none","3","0","","0","1200510007",""
"20051","","","","","91","0","","","1200510008",""
"20052","","","","103","13","100911","","","1200520001",""
"20052","","","","104","13","105611","","","1200520002",""
"20052","","1","","travel_topdrama_r_2000_talk_thinking","3","100911","","0.2","1200520003","1"
"20052","0","0","","vo_travel_talk_20005_00","21","vo_travel_talk","","","1200520004",""
"20052","1","10","0","我が内なる暗黒が囁いている……\n数多の運命の糸が複雑に絡み合い、\nこの旅はやがて壮大な冒険譚になると！","11","100911","0","0","1200520005","1"
"20052","","","","","91","0","","","1200520006",""
"20052","","1","","travel_topdrama_r_2000_idle_thinking","3","100911","","0.2","1200520007",""
"20052","travel_topdrama_r_2000_talk_arm_crossed_loop","0","","travel_topdrama_r_2000_talk_arm_crossed_in","3","105611","","0.2","1200520008","1"
"20052","0","0","","vo_travel_talk_20005_01","21","vo_travel_talk","","","1200520009",""
"20052","1","10","0","そうかい。\nじゃあまずは、焚火の枝を集める運命を\n受け入れてもらえるかい？","11","105611","0","0","1200520010","1"
"20052","","","","","91","0","","","1200520011",""
"20052","","1","","travel_topdrama_r_2000_idle_arm_crossed","3","105611","","0.2","1200520012",""
"20052","travel_topdrama_r_2000_talk_doya_loop","0","","travel_topdrama_r_2000_talk_doya_in_blink","3","100911","","0.2","1200520013","1"
"20052","0","0","","vo_travel_talk_20005_02","21","vo_travel_talk","","","1200520014",""
"20052","1","10","0","ふっ、既にその運命は受け入れている！\n……のだが、その、全然集まらなくて。\nよければ手伝ってほしいんだが。","11","100911","0","0","1200520015","1"
"20052","","","","","91","0","","","1200520016",""
"20052","","1","","travel_topdrama_r_2000_idle_doya","3","100911","","0.2","1200520017",""
"20052","","","","","112","","","","1200520018",""
"20052","","","","","91","0","","","1200520019",""
"20061","42","101","1","110911","1","1","travel_topdrama_r_2000_idle_kyapi","0.8","1200610001","-68"
"20061","-42","102","0","110811","1","1","travel_topdrama_r_2000_idle_doya_sad","0.8","1200610002","-68"
"20061","0","110","0","0","5","0","mana","1","1200610003","-75"
"20061","","","","","91","0","","","1200610004",""
"20061","","","","0","93","10","","","1200610005",""
"20061","","","","","101","1200610005","","","1200610006",""
"20061","","0","","none","3","0","","0","1200610007",""
"20061","","","","","91","0","","","1200610008",""
"20062","","","","103","13","110911","","","1200620001",""
"20062","","","","104","13","110811","","","1200620002",""
"20062","travel_topdrama_r_2000_talk_kyapi_loop","0","","travel_topdrama_r_2000_talk_kyapi_in","3","110911","","0.2","1200620003","1"
"20062","0","0","","vo_travel_talk_20006_00","21","vo_travel_talk","","","1200620004",""
"20062","1","10","0","ちぇる～ん☆\nちぇるちぇら、ちぇりんぱ、\nちぇちぇりぽぷ！","11","110911","0","0","1200620005","1"
"20062","","","","","91","0","","","1200620006",""
"20062","","1","","travel_topdrama_r_2000_idle_kyapi","3","110911","","0.2","1200620007",""
"20062","travel_topdrama_r_2000_talk_doya_loop_sad","0","","travel_topdrama_r_2000_talk_doya_in_sad","3","110811","","0.2","1200620008","1"
"20062","0","0","","vo_travel_talk_20006_01","21","vo_travel_talk","","","1200620009",""
"20062","1","10","0","あのさ。いんだけどさ。\nそのアタマ悪めの奇声でさっき魔物が\nクソ集まってきた件、もう忘れたわけ。","11","110811","0","0","1200620010","1"
"20062","","","","","91","0","","","1200620011",""
"20062","","1","","travel_topdrama_r_2000_idle_doya_sad","3","110811","","0.2","1200620012",""
"20062","","1","","travel_topdrama_r_2000_talk_normal2","3","110911","","0.2","1200620013","1"
"20062","0","0","","vo_travel_talk_20006_02","21","vo_travel_talk","","","1200620014",""
"20062","1","10","0","……その節は\nたいへん御迷惑をおかけいたしました。","11","110911","0","0","1200620015","1"
"20062","","","","","91","0","","","1200620016",""
"20062","","1","","travel_topdrama_r_2000_idle_normal","3","110911","","0.2","1200620017",""
"20062","","","","","112","","","","1200620018",""
"20062","","","","","91","0","","","1200620019",""
"20071","42","101","1","102911","1","1","travel_topdrama_r_2000_idle_smile","0.8","1200710001","-68"
"20071","-42","102","0","105411","1","1","travel_topdrama_r_2000_idle_sad","0.8","1200710002","-68"
"20071","0","110","0","0","5","0","mana","1","1200710003","-75"
"20071","","","","","91","0","","","1200710004",""
"20071","","","","0","93","10","","","1200710005",""
"20071","","","","","101","1200710005","","","1200710006",""
"20071","","0","","none","3","0","","0","1200710007",""
"20071","","","","","91","0","","","1200710008",""
"20072","","","","103","13","102911","","","1200720001",""
"20072","","","","104","13","105411","","","1200720002",""
"20072","travel_topdrama_r_2000_talk_smile_loop","0","","travel_topdrama_r_2000_talk_smile_in","3","102911","","0.2","1200720003","1"
"20072","0","0","","vo_travel_talk_20007_00","21","vo_travel_talk","","","1200720004",""
"20072","1","10","0","このあたりの地形って、ダンスの\n練習にちょうどいいんじゃないかな？\n一緒にステップを踏んでみてくれない？","11","102911","0","0","1200720005","1"
"20072","","","","","91","0","","","1200720006",""
"20072","","1","","travel_topdrama_r_2000_idle_smile","3","102911","","0.2","1200720007",""
"20072","travel_topdrama_r_2000_talk_sad_loop","0","0.2","travel_topdrama_r_2007_dance","3","105411","","0.2","1200720008","1"
"20072","0","0","","vo_travel_talk_20007_01","21","vo_travel_talk","","","1200720009",""
"20072","1","10","0","えっと、こんな感じですか？\n……わわっ、バランスが！？\nなかなか難しいですね……","11","105411","0","0","1200720010","1"
"20072","","","","","91","0","","","1200720011",""
"20072","","1","","travel_topdrama_r_2000_idle_sad","3","105411","","0.2","1200720012",""
"20072","travel_topdrama_r_2000_talk_smile_loop","0","","travel_topdrama_r_2000_talk_smile_in","3","102911","","0.2","1200720013","1"
"20072","0","0","","vo_travel_talk_20007_02","21","vo_travel_talk","","","1200720014",""
"20072","1","10","0","つまり、練習になるってことだよ！\nライブ前、ここに戻ってこれるように、\n場所をメモしておかなきゃね♪","11","102911","0","0","1200720015","1"
"20072","","","","","91","0","","","1200720016",""
"20072","","1","","travel_topdrama_r_2000_idle_smile","3","102911","","0.2","1200720017",""
"20072","","","","","112","","","","1200720018",""
"20072","","","","","91","0","","","1200720019",""
"20081","42","101","1","104711","1","1","travel_topdrama_r_2000_idle_sad","0.8","1200810001","-68"
"20081","-42","102","0","107111","1","1","travel_topdrama_r_2000_idle_doya","0.8","1200810002","-68"
"20081","0","110","0","0","5","0","mana","1","1200810003","-75"
"20081","","","","","91","0","","","1200810004",""
"20081","","","","0","93","10","","","1200810005",""
"20081","","","","","101","1200810005","","","1200810006",""
"20081","","0","","none","3","0","","0","1200810007",""
"20081","","","","","91","0","","","1200810008",""
"20082","","","","103","13","104711","","","1200820001",""
"20082","","","","104","13","107111","","","1200820002",""
"20082","travel_topdrama_r_2000_talk_sad_loop","0","","travel_topdrama_r_2000_talk_sad_in","3","104711","","0.2","1200820003","1"
"20082","0","0","","vo_travel_talk_20008_00","21","vo_travel_talk","","","1200820004",""
"20082","1","10","0","王宮を離れる機会は何度かあったけど、\nやっぱり落ち着かないな……\n何かあった時に対応が難しいし。","11","104711","0","0","1200820005","1"
"20082","","","","","91","0","","","1200820006",""
"20082","","1","","travel_topdrama_r_2000_idle_sad","3","104711","","0.2","1200820007",""
"20082","travel_topdrama_r_2000_talk_doya_loop","0","","travel_topdrama_r_2000_talk_doya_in","3","107111","","0.2","1200820008","1"
"20082","0","0","","vo_travel_talk_20008_01","21","vo_travel_talk","","","1200820009",""
"20082","1","10","0","今さら不安がっても仕方ないだろう？\nもっと気楽にこの旅を愉しむべきだ。\nまだまだ先は長いのだからな☆","11","107111","0","0","1200820010","1"
"20082","","","","","91","0","","","1200820011",""
"20082","","1","","travel_topdrama_r_2000_idle_doya","3","107111","","0.2","1200820012",""
"20082","travel_topdrama_r_2000_talk_guts_loop","0","","travel_topdrama_r_2000_talk_guts_in","3","104711","","0.2","1200820013","1"
"20082","0","0","","vo_travel_talk_20008_02","21","vo_travel_talk","","","1200820014",""
"20082","1","10","0","ありがとう、クリスちゃん。\n王宮には優秀な部下たちもいるし、\n目の前の仕事に集中するよ。","11","104711","0","0","1200820015","1"
"20082","","","","","91","0","","","1200820016",""
"20082","","1","","travel_topdrama_r_2000_idle_guts","3","104711","","0.2","1200820017",""
"20082","","","","","112","","","","1200820018",""
"20082","","","","","91","0","","","1200820019",""
"20091","42","101","1","104011","1","1","travel_topdrama_r_2000_idle_guts2","0.8","1200910001","-68"
"20091","-42","102","0","101511","1","1","travel_topdrama_r_2000_idle_smile","0.8","1200910002","-68"
"20091","0","110","0","0","5","0","mana","1","1200910003","-75"
"20091","","","","","91","0","","","1200910004",""
"20091","","","","0","93","10","","","1200910005",""
"20091","","","","","101","1200910005","","","1200910006",""
"20091","","0","","none","3","0","","0","1200910007",""
"20091","","","","","91","0","","","1200910008",""
"20092","","","","103","13","104011","","","1200920001",""
"20092","","","","104","13","101511","","","1200920002",""
"20092","travel_topdrama_r_2000_talk_guts2_loop","0","","travel_topdrama_r_2000_talk_guts2_in","3","104011","","0.2","1200920003","1"
"20092","0","0","","vo_travel_talk_20009_00","21","vo_travel_talk","","","1200920004",""
"20092","1","10","0","今回の冒険には、たくさんのギルドが\n参加してるんですよね……？\nもしかして、友達を作るチャンス……？","11","104011","0","0","1200920005","1"
"20092","","","","","91","0","","","1200920006",""
"20092","","1","","travel_topdrama_r_2000_idle_guts2","3","104011","","0.2","1200920007",""
"20092","travel_topdrama_r_2000_talk_wish_loop_joy","0","","travel_topdrama_r_2000_talk_wish_in_joy","3","101511","","0.2","1200920008","1"
"20092","0","0","","vo_travel_talk_20009_01","21","vo_travel_talk","","","1200920009",""
"20092","1","10","0","ふふっ、そうね～\nきっといろんな出会いがあるから、\nいっぱいお話してみるといいわよ～？","11","101511","0","0","1200920010","1"
"20092","","","","","91","0","","","1200920011",""
"20092","","1","","travel_topdrama_r_2000_idle_wish_joy","3","101511","","0.2","1200920012",""
"20092","travel_topdrama_r_2000_talk_surprise_loop_sad","0","","travel_topdrama_r_2000_talk_surprise_in_sad","3","104011","","0.2","1200920013","1"
"20092","0","0","","vo_travel_talk_20009_02","21","vo_travel_talk","","","1200920014",""
"20092","1","10","0","いっぱい……お話……！？\n一気に自信がなくなってきました……\nやっぱり、隅っこを歩きましょう……","11","104011","0","0","1200920015","1"
"20092","","","","","91","0","","","1200920016",""
"20092","","1","","travel_topdrama_r_2000_idle_surprise_sad","3","104011","","0.2","1200920017",""
"20092","","","","","112","","","","1200920018",""
"20092","","","","","91","0","","","1200920019",""
"20101","42","101","1","102611","1","1","travel_topdrama_r_2000_idle_sad","0.8","1201010001","-68"
"20101","-42","102","0","103311","1","1","travel_topdrama_r_2000_idle_doya_sad","0.8","1201010002","-68"
"20101","0","110","0","0","5","0","mana","1","1201010003","-75"
"20101","","","","","91","0","","","1201010004",""
"20101","","","","0","93","10","","","1201010005",""
"20101","","","","","101","1201010005","","","1201010006",""
"20101","","0","","none","3","0","","0","1201010007",""
"20101","","","","","91","0","","","1201010008",""
"20102","","","","103","13","102611","","","1201020001",""
"20102","","","","104","13","103311","","","1201020002",""
"20102","travel_topdrama_r_2000_talk_sad_loop","0","","travel_topdrama_r_2000_talk_sad_in","3","102611","","0.2","1201020003","1"
"20102","0","0","","vo_travel_talk_20010_00","21","vo_travel_talk","","","1201020004",""
"20102","1","10","0","ふぇ～……ふぇ～……！\nもうだいぶ歩かされてるよ～！\n帰りたい～、ごろごろしてたい～！","11","102611","0","0","1201020005","1"
"20102","","","","","91","0","","","1201020006",""
"20102","","1","","travel_topdrama_r_2000_idle_sad","3","102611","","0.2","1201020007",""
"20102","travel_topdrama_r_2000_talk_doya_loop_sad","0","","travel_topdrama_r_2000_talk_doya_in_sad","3","103311","","0.2","1201020008","1"
"20102","0","0","","vo_travel_talk_20010_01","21","vo_travel_talk","","","1201020009",""
"20102","1","10","0","なに言ってるべさ～！\nリンリンこそしっかり歩いて、\n体を鍛え直さねぇと！","11","103311","0","0","1201020010","1"
"20102","","","","","91","0","","","1201020011",""
"20102","","1","","travel_topdrama_r_2000_idle_doya_sad","3","103311","","0.2","1201020012",""
"20102","","1","","travel_topdrama_r_2000_talk_dead","3","102611","","0.2","1201020013","1"
"20102","0","0","","vo_travel_talk_20010_02","21","vo_travel_talk","","","1201020014",""
"20102","1","10","0","そういうの、間に合ってるから……！\nとにかく休憩！　休憩しよ～！\nドングリ食べないと、足が棒になる～！","11","102611","0","0","1201020015","1"
"20102","","","","","91","0","","","1201020016",""
"20102","","1","","travel_topdrama_r_2000_idle_dead","3","102611","","0.2","1201020017",""
"20102","","","","","112","","","","1201020018",""
"20102","","","","","91","0","","","1201020019",""
"20111","42","101","1","104911","1","1","travel_topdrama_r_2000_idle_smile","0.8","1201110001","-68"
"20111","-42","102","0","101111","1","1","travel_topdrama_r_2000_idle_normal","0.8","1201110002","-68"
"20111","0","110","0","0","5","0","mana","1","1201110003","-75"
"20111","","","","","91","0","","","1201110004",""
"20111","","","","0","93","10","","","1201110005",""
"20111","","","","","101","1201110005","","","1201110006",""
"20111","","0","","none","3","0","","0","1201110007",""
"20111","","","","","91","0","","","1201110008",""
"20112","","","","103","13","104911","","","1201120001",""
"20112","","","","104","13","101111","","","1201120002",""
"20112","travel_topdrama_r_2000_talk_smile_loop","0","","travel_topdrama_r_2000_talk_smile_in","3","104911","","0.2","1201120003","1"
"20112","0","0","","vo_travel_talk_20011_00","21","vo_travel_talk","","","1201120004",""
"20112","1","10","0","なにかいい物、落ちてないかな～？\n弟くんが喜びのあまり、お姉ちゃん\n大好き以外の感情を失う宝物とか。","11","104911","0","0","1201120005","1"
"20112","","","","","91","0","","","1201120006",""
"20112","","1","","travel_topdrama_r_2000_idle_smile","3","104911","","0.2","1201120007",""
"20112","travel_topdrama_r_2000_talk_shock","0","","travel_topdrama_r_2000_shock_in","3","101111","","0.2","1201120008","1"
"20112","0","0","","vo_travel_talk_20011_01","21","vo_travel_talk","","","1201120009",""
"20112","1","10","0","いやいやいや、お姉ちゃん？\nそれはもう呪いの装備の類です、\n見つけても持って帰らないでください。","11","101111","0","0","1201120010","1"
"20112","","","","","91","0","","","1201120011",""
"20112","","1","","travel_topdrama_r_2000_idle_normal","3","101111","","0.2","1201120012",""
"20112","travel_topdrama_r_2000_talk_wish_loop_joy","0","","travel_topdrama_r_2000_talk_wish_in_joy","3","104911","","0.2","1201120013","1"
"20112","0","0","","vo_travel_talk_20011_02","21","vo_travel_talk","","","1201120014",""
"20112","1","10","0","え～……まぁ、いいか。\nそんなものに頼らなくても、弟くんは\nお姉ちゃんのこと大好きだしね♪","11","104911","0","0","1201120015","1"
"20112","","","","","91","0","","","1201120016",""
"20112","","1","","travel_topdrama_r_2000_idle_wish_joy","3","104911","","0.2","1201120017",""
"20112","","","","","112","","","","1201120018",""
"20112","","","","","91","0","","","1201120019",""
"20121","42","101","1","101011","1","1","travel_topdrama_r_2000_idle_sad","0.8","1201210001","-68"
"20121","-42","102","0","101711","1","1","travel_topdrama_r_2000_idle_guts2_joy","0.8","1201210002","-68"
"20121","-42","103","0","3","5","3","travel_topdrama_r_2012_empty","0.8","1201210003","-68"
"20121","0","110","0","0","5","0","mana","1","1201210004","-75"
"20121","","","","","91","0","","","1201210005",""
"20121","","","","0","93","10","","","1201210006",""
"20121","","","","","101","1201210006","","","1201210007",""
"20121","","0","","none","3","0","","0","1201210008",""
"20121","","","","","91","0","","","1201210009",""
"20122","","","","104","13","101011","","","1201220001",""
"20122","","","","105","13","101711","","","1201220002",""
"20122","travel_topdrama_r_2000_talk_sad_loop","0","","travel_topdrama_r_2000_talk_sad_in","3","101011","","0.2","1201220003","1"
"20122","0","0","","vo_travel_talk_20012_00","21","vo_travel_talk","","","1201220004",""
"20122","1","10","0","冒険って大変やなぁ～\nうちはちょっと疲れてきたんやけど、\nカオリはんはまだまだ元気そうやね～？","11","101011","0","0","1201220005","1"
"20122","","","","","91","0","","","1201220006",""
"20122","","1","","travel_topdrama_r_2000_idle_sad","3","101011","","0.2","1201220007",""
"20122","travel_topdrama_r_2012_raise_loop_talk","0","","travel_topdrama_r_2012_raise_in","3","101711","","0.2","1201220008","1"
"20122","travel_topdrama_r_2012_raise_loop_talk","0","","travel_topdrama_r_2012_raise_in","3","3","","0.2","1201220009","1"
"20122","0","0","","vo_travel_talk_20012_01","21","vo_travel_talk","","","1201220010",""
"20122","1","10","0","サーターアンダギーのおかげさ～♪\n甘くてお腹もいっぱいなるから、\nマホにもお裾分けしてあげるね～？","11","101711","0","0","1201220011","1"
"20122","","","","","91","0","","","1201220012",""
"20122","","1","","travel_topdrama_r_2012_raise_loop_idle","3","101711","","0.2","1201220013",""
"20122","","1","","travel_topdrama_r_2012_raise_loop_talk","3","3","","0.2","1201220014",""
"20122","travel_topdrama_r_2000_talk_smile_loop","0","","travel_topdrama_r_2000_talk_smile_in","3","101011","","0.2","1201220015","1"
"20122","0","0","","vo_travel_talk_20012_02","21","vo_travel_talk","","","1201220016",""
"20122","1","10","0","おおきに～♪\nこれを食べて、うちもカオリはん\nみたいに元気に冒険せなな～♪","11","101011","0","0","1201220017","1"
