baad7eac042b6bf3f61f3c46d15489fc25188d491a32fe5278009ed15a404ed5,e8abb6ef193c5e68bc0a45ba6b9b3c076cf8a577adaaf818363aa32ee9935f28,7f9b973aa6916b02be003ea12e98f68e4079533900db02039a0550b196dbc11b,b6e78b26f275837ad25aad191294900fe8a2f2dd01ddde79dd05c91179c5f51d,27a0e39e87a8192b3f22a268f01571986ec515230b5dd7a42addfe4f40358776
"2","66","300","20004","100304"
"2","67","1000","90008","100305"
"2","68","10","25001","100306"
"8","69","40","91002","100307"
"12","70","1000000","94002","100307"
"2","71","300","20004","100307"
"2","72","1000","90008","100308"
"2","73","1","41000","100309"
"2","74","10","25001","100309"
"12","75","1000000","94002","100310"
"2","76","400","20004","100310"
"2","77","1500","90008","100311"
"8","78","40","91002","100312"
"2","79","9","25001","100312"
"12","80","1000000","94002","100313"
"2","81","400","20004","100313"
"2","82","1500","90008","100314"
"2","83","1","41000","100315"
"12","84","1000000","94002","100316"
"2","85","500","20004","100316"
"8","86","40","91002","100317"
"2","87","1500","90008","100317"
"12","88","2000000","94002","100318"
"2","89","2000","90008","100318"
"12","90","3000000","94002","100401"
"2","91","300","20004","100401"
"2","92","1000","90008","100402"
"2","93","12","25001","100403"
"12","94","1000000","94002","100404"
"2","95","300","20004","100404"
"2","96","1000","90008","100405"
"2","97","10","25001","100406"
"8","98","40","91002","100407"
"12","99","1000000","94002","100407"
"2","100","300","20004","100407"
"2","101","1000","90008","100408"
"2","102","1","41000","100409"
"2","103","10","25001","100409"
"12","104","1000000","94002","100410"
"2","105","400","20004","100410"
"2","106","1500","90008","100411"
"8","107","40","91002","100412"
"2","108","9","25001","100412"
"12","109","1000000","94002","100413"
"2","110","400","20004","100413"
"2","111","1500","90008","100414"
"2","112","1","41000","100415"
"12","113","1000000","94002","100416"
"2","114","500","20004","100416"
"8","115","40","91002","100417"
"2","116","1500","90008","100417"
"12","117","2000000","94002","100418"
"2","118","2000","90008","100418"
"12","119","3000000","94002","100501"
"2","120","300","20004","100501"
"2","121","1000","90008","100502"
"2","122","12","25001","100503"
"12","123","1000000","94002","100504"
"2","124","300","20004","100504"
"2","125","1000","90008","100505"
"2","126","10","25001","100506"
"8","127","40","91002","100507"
"12","128","1000000","94002","100507"
"2","129","300","20004","100507"
"2","130","1000","90008","100508"
"2","131","1","41000","100509"
"2","132","10","25001","100509"
"12","133","1000000","94002","100510"
"2","134","400","20004","100510"
"2","135","1500","90008","100511"
"8","136","40","91002","100512"
"2","137","9","25001","100512"
"12","138","1000000","94002","100513"
"2","139","400","20004","100513"
"2","140","1500","90008","100514"
"2","141","1","41000","100515"
"12","142","1000000","94002","100516"
"2","143","500","20004","100516"
"8","144","40","91002","100517"
"2","145","1500","90008","100517"
"12","146","2000000","94002","100518"
"2","147","2000","90008","100518"
"12","148","3000000","94002","100601"
"2","149","300","20004","100601"
"2","150","1000","90008","100602"
"2","151","12","25001","100603"
"12","152","1000000","94002","100604"
"2","153","300","20004","100604"
"2","154","1000","90008","100605"
"2","155","10","25001","100606"
"8","156","40","91002","100607"
"12","157","1000000","94002","100607"
"2","158","300","20004","100607"
"2","159","1000","90008","100608"
"2","160","1","41000","100609"
"2","161","10","25001","100609"
"12","162","1000000","94002","100610"
"2","163","400","20004","100610"
"2","164","1500","90008","100611"
"8","165","40","91002","100612"
"2","166","9","25001","100612"
"12","167","1000000","94002","100613"
"2","168","400","20004","100613"
"2","169","1500","90008","100614"
"2","170","1","41000","100615"
"12","171","1000000","94002","100616"
"2","172","500","20004","100616"
"8","173","40","91002","100617"
"2","174","1500","90008","100617"
"12","175","2000000","94002","100618"
"2","176","2000","90008","100618"
"12","177","3000000","94002","100701"
"2","178","300","20004","100701"
"2","179","1000","90008","100702"
"2","180","12","25001","100703"
"12","181","1000000","94002","100704"
"2","182","300","20004","100704"
"2","183","1000","90008","100705"
"2","184","10","25001","100706"
"8","185","40","91002","100707"
"12","186","1000000","94002","100707"
"2","187","300","20004","100707"
"2","188","1000","90008","100708"
"2","189","1","41000","100709"
"2","190","10","25001","100709"
"12","191","1000000","94002","100710"
"2","192","400","20004","100710"
"2","193","1500","90008","100711"
"8","194","40","91002","100712"
"2","195","9","25001","100712"
"12","196","1000000","94002","100713"
"2","197","400","20004","100713"
"2","198","1500","90008","100714"
"2","199","1","41000","100715"
"12","200","1000000","94002","100716"
"2","201","500","20004","100716"
"8","202","40","91002","100717"
"2","203","1500","90008","100717"
"12","204","2000000","94002","100718"
"2","205","2000","90008","100718"
"12","206","3000000","94002","100801"
"2","207","300","20004","100801"
"2","208","1000","90008","100802"
"2","209","12","25001","100803"
"12","210","1000000","94002","100804"
"2","211","300","20004","100804"
"2","212","1000","90008","100805"
"2","213","10","25001","100806"
"8","214","40","91002","100807"
"12","215","1000000","94002","100807"
"2","216","300","20004","100807"
"2","217","1000","90008","100808"
"2","218","1","41000","100809"
"2","219","10","25001","100809"
"12","220","1000000","94002","100810"
"2","221","400","20004","100810"
"2","222","1500","90008","100811"
"8","223","40","91002","100812"
"2","224","9","25001","100812"
"12","225","1000000","94002","100813"
"2","226","400","20004","100813"
"2","227","1500","90008","100814"
"2","228","1","41000","100815"
"12","229","1000000","94002","100816"
"2","230","500","20004","100816"
"8","231","40","91002","100817"
"2","232","1500","90008","100817"
"12","233","2000000","94002","100818"
"2","234","2000","90008","100818"
"12","235","3000000","94002","100901"
"2","236","300","20004","100901"
"2","237","1000","90008","100902"
"2","238","150","23003","100902"
"2","239","12","25001","100903"
"12","240","1000000","94002","100904"
"2","241","300","20004","100904"
"2","242","1000","90008","100905"
"2","243","150","23003","100905"
"2","244","10","25001","100906"
"8","245","40","91002","100907"
"12","246","1000000","94002","100907"
"2","247","300","20004","100907"
"2","248","1000","90008","100908"
"2","249","200","23003","100908"
"2","250","1","41000","100909"
"2","251","10","25001","100909"
"12","252","1000000","94002","100910"
"2","253","400","20004","100910"
"2","254","1500","90008","100911"
"8","255","40","91002","100912"
"2","256","9","25001","100912"
"12","257","1000000","94002","100913"
"2","258","400","20004","100913"
"2","259","1500","90008","100914"
"2","260","1","41000","100915"
"12","261","1000000","94002","100916"
"2","262","500","20004","100916"
"8","263","40","91002","100917"
"2","264","1500","90008","100917"
"12","265","2000000","94002","100918"
"2","266","2000","90008","100918"
"12","267","3000000","94002","101001"
"2","268","300","20004","101001"
"2","269","1000","90008","101002"
"2","270","150","23003","101002"
"2","271","12","25001","101003"
"12","272","1000000","94002","101004"
"2","273","300","20004","101004"
"2","274","1000","90008","101005"
"2","275","150","23003","101005"
"2","276","10","25001","101006"
"8","277","40","91002","101007"
"12","278","1000000","94002","101007"
"2","279","300","20004","101007"
"2","280","1000","90008","101008"
"2","281","200","23003","101008"
"2","282","1","41000","101009"
"2","283","10","25001","101009"
"12","284","1000000","94002","101010"
"2","285","400","20004","101010"
"2","286","1500","90008","101011"
"8","287","40","91002","101012"
"2","288","9","25001","101012"
"12","289","1000000","94002","101013"
"2","290","400","20004","101013"
"2","291","1500","90008","101014"
"2","292","1","41000","101015"
"12","293","1000000","94002","101016"
"2","294","500","20004","101016"
"8","295","40","91002","101017"
"2","296","1500","90008","101017"
"12","297","2000000","94002","101018"
"2","298","2000","90008","101018"
"12","299","3000000","94002","101101"
"2","300","300","20004","101101"
"2","301","1000","90008","101102"
"2","302","150","23003","101102"
"2","303","12","25001","101103"
"12","304","1000000","94002","101104"
"2","305","300","20004","101104"
"2","306","1000","90008","101105"
"2","307","150","23003","101105"
"2","308","10","25001","101106"
"8","309","40","91002","101107"
"12","310","1000000","94002","101107"
"2","311","300","20004","101107"
"2","312","1000","90008","101108"
"2","313","200","23003","101108"
"2","314","1","41000","101109"
"2","315","10","25001","101109"
"12","316","1000000","94002","101110"
"2","317","400","20004","101110"
"2","318","1500","90008","101111"
"8","319","40","91002","101112"
"2","320","9","25001","101112"
"12","321","1000000","94002","101113"
"2","322","400","20004","101113"
"2","323","1500","90008","101114"
"2","324","1","41000","101115"
"12","325","1000000","94002","101116"
"2","326","500","20004","101116"
"8","327","40","91002","101117"
"2","328","1500","90008","101117"
"12","329","2000000","94002","101118"
"2","330","2000","90008","101118"
