87f22c4f83eb306fdd9f3d5d25ebd02d2af8c41c722a128308d3fa4bec7db0e1,37fd5f57b7ba695ce4c7710c5bfa88b0c814f201dcab1051ca752d11698efbf6,77256439dd3625a29c5fad4815b65db8ab6a12b53179654f5dbc0b7ba5a68b0c,e6fb838b8840c675e3e376c70568c8098d5159e44735e11d45e2391ed0ceeab3,bcdee6ba7cc669e244f314974a3f494ce871f8f439f60ae48e0b88c6323972b1,3bb79b6a0c0bb37d76f763cb18b60134256560daa865e3184a9c650785d92533,54dc62b122da45362985f41887b07e3cecd01a5371910845449a6843495fda09,87f512f521935a7714db16449fa6d5af3ac552f4f21f84afb3bf8a210fdf9765,77973ee788f0d07008442e3576e71d435569e919fbfe78af201786a12aebe9b4,a5df53e1bfd9983594614dbf25d275aaf23b7d4f980f1543fc5080648bcca976,663099c1319e683393788b187065df4681a4d317467aae8d037ca648ef312cf9,a644dcb878c3fd002c1cdb1a62ed511fb266ad88a7f1cbe964708b166d07b7dc,0ab553debb5df258cab8b0acf7b252539aa0f835c847895ab8ddaf09414471d2
"2","11300115","9","7","1","3001","0","vo_minigame_1012_result_1014","1","1","3.56","5","あーあとちょっとで\n全問正解だったのに！\n難しい問題だけどあんたなら\n次は満点狙えるわ！"
"3","11300116","9","7","1","3001","10","vo_minigame_1012_result_1015","1","1","5.67","8","うん、ほとんど正解よ！\nこんな難しい問題なのに、\nすごいじゃない！\nやっぱりあんた只者じゃないわ！"
"3","11300117","9","7","1","3001","10","vo_minigame_1012_result_1016","1","1","2.85","7","着実に成長してるって感じね？\nあんたならこの難問でも、\nいつか満点取れちゃうかも…！"
"3","11300118","9","7","1","3001","0","vo_minigame_1012_result_1017","1","1","3.88","5","うわー惜しいわね！\nもうちょっとで満点よ？\nま、あたしでも悩む難問だから、\nこの点数は胸を張っていいわ！"
"1","11300119","6","4","1","3001","0","vo_minigame_1012_result_1018","1","1","4.12","3","正解率は半分くらいか～\n悪くはないんだけど、あんたなら\nこんなもんじゃないでしょ？"
"1","11300120","6","4","1","3001","0","vo_minigame_1012_result_1019","1","1","4.34","9","んーはっきり言っちゃうと\n中途半端な点数ね…\nまあいいわ！こっからガンガン\n点数上げていくわよ！"
"1","11300121","6","4","1","3001","0","vo_minigame_1012_result_1020","1","1","3.15","3","う～ん、正直物足りない点数ね！\nあんたには期待してんだから、\nもっと頑張んなさい！"
"2","11300122","6","4","1","3001","0","vo_minigame_1012_result_1021","1","1","5.3","9","半分くらいの正解率か\n難しい問題だから仕方ないわね…\nでもあんたはもっとできる！\nだってあたしがついてんのよ！"
"2","11300123","6","4","1","3001","0","vo_minigame_1012_result_1022","1","1","2.55","8","うん、そこそこできんじゃない！\n頑張って勉強して\nさらに上を目指しましょ！"
"2","11300124","6","4","1","3001","0","vo_minigame_1012_result_1023","7","1","4.19","1","難問なのにこの正解率は\nよくやってる方よね！\nでもこんなところで\n満足してんじゃないわよ！？"
"3","11300125","6","4","1","3001","0","vo_minigame_1012_result_1024","1","1","3.43","7","難問なのに半分くらい正解\nできてんじゃない♪\nこの調子でもっと学力\n上げていきましょ！"
"3","11300126","6","4","1","3001","0","vo_minigame_1012_result_1025","1","1","0","1","よし、平均点ってとこね！\nちゃんと勉強してるみたいで\n安心したわ～♪"
"3","11300127","6","4","1","3001","0","vo_minigame_1012_result_1026","7","1","3.72","8","難問揃いでこの正解率は\n大したもんよ！\nま、もっといい点取りたいんなら\n勉強、付き合ったげるわ！"
"1","11300128","3","1","1","3001","1","vo_minigame_1012_result_1027","2","1","3.5","3","なるほど…\nこれは教えがいがあるわね\nビシバシ鍛えてやるから\n覚悟しなさい！"
"1","11300129","3","1","1","3001","1","vo_minigame_1012_result_1028","2","1","3.25","4","ちょっとあんた、\n全然できてないじゃない！\n…まさかこれが本気だなんて\n言わないわよね～？"
"1","11300130","3","1","1","3001","0","vo_minigame_1012_result_1029","2","1","4.62","3","うーん……適当に答えても\nこれくらい正解できるわよ？\nちょっと本腰入れて\n教えないとね……！"
"2","11300131","3","1","1","3001","0","vo_minigame_1012_result_1030","1","1","4.5","9","…ま、まあこの問題は\nあんたには難しすぎたのかもね\nちょっとずつでいいから、\nレベルアップしていきましょ！"
"2","11300132","3","1","1","3001","9","vo_minigame_1012_result_1031","3","1","0.01","3","んー結構ミスっちゃってるわね…\nこのまま続けるのもいいけど、\n簡単な問題からやり直すのも\nありかもよ～？"
"2","11300133","3","1","1","3001","9","vo_minigame_1012_result_1032","9","1","0.01","9","あらら、あんたにはちょっと\n難しすぎたかしら…？\nもう一回やり直しましょうか！"
"3","11300134","3","1","1","3001","6","vo_minigame_1012_result_1033","3","1","0.01","3","うーん、残念な結果ね…\n超難問だから仕方ないけど\n無理せず簡単な問題から挑戦\nしてもいいかもよ？"
"3","11300135","3","1","1","3001","0","vo_minigame_1012_result_1034","9","1","2.97","3","正解率はかなり悪いわね…\nまあ難しい問題だもんね…！\nそのチャレンジ精神は買うわ！"
"3","11300136","3","1","1","3001","0","vo_minigame_1012_result_1035","1","1","3.1","3","なんとか０点は免れたわね…\n難問揃いだけど、\nもっと頑張っていきましょ！"
"1","11300137","0","0","1","3001","1","vo_minigame_1012_result_1036","2","1","4.31","6","…あんたさ、０点なんて\n逆に取るの難しいわよ！？\nまさか狙ったわけじゃ\nないでしょーね～！？"
"1","11300138","0","0","1","3001","1","vo_minigame_1012_result_1037","2","1","0.1","2","０点って…\nあんたふざけてんの！？\nちゃんとやらないなら\n電撃魔法くらわせるわよ！？"
"1","11300139","0","0","1","3001","9","vo_minigame_1012_result_1038","3","1","4.23","9","もしかしたらあんたは\n勉強向いてないのかもね…\n…勉強だけがすべてじゃないわ\n違うとこで頑張りましょ！"
"2","11300140","0","0","1","3001","0","vo_minigame_1012_result_1039","2","1","4.38","3","怒んないから正直に言って？\n…ふざけて答えたでしょ？\nほら、正直に\n言・い・な・さ・い？"
"2","11300141","0","0","1","3001","0","vo_minigame_1012_result_1040","2","1","3.58","8","あんたの点数は～～…\n…はい！　０てーん！！\n…って、ふざけんなーー！！！"
"2","11300142","0","0","1","3001","1","vo_minigame_1012_result_1041","2","1","2.02","4","０点ってどういうこと！？\nいやあんた、逆にすごいわよ！？\n目つぶってやったとしても\n１点は取れるから！"
"3","11300143","0","0","1","3001","9","vo_minigame_1012_result_1042","1","1","5.53","9","あちゃー……残念だけど０点よ\nちょっと難しすぎたかもねー…\n…ま、こんなこともあるわ！\n気を落とさなくていいわよ！"
"3","11300144","0","0","1","3001","9","vo_minigame_1012_result_1043","1","1","4.4","3","かなりの難問とはいえ、\n０点はちょっと寂しいわね…\nでもま、逆に考えるのよ！\nあんたには伸びしろしかないわ！"
"3","11300145","0","0","1","3001","0","vo_minigame_1012_result_1044","1","1","5.35","3","０点かー…うん、ごめん…\n慰めの言葉が浮かばないわ！\n……ま、次があるから\n切り替えてくのよ！"
"0","12120101","0","0","1","1201","0","vo_minigame_1012_correct_132","8","2","0","8","OK！"
"0","12120102","0","0","1","1201","0","vo_minigame_1012_correct_133","7","2","0","7","合ってる！"
"0","12120103","0","0","1","1201","0","vo_minigame_1012_correct_134","7","2","0","7","グッド！"
"0","12120201","3000","0","1","1202","0","vo_minigame_1012_correct_135","5","2","0","5","まじっ！？"
"0","12120202","3000","0","1","1202","0","vo_minigame_1012_correct_136","10","2","0","10","へえ～！"
"0","12120203","6000","3001","1","1202","0","vo_minigame_1012_correct_137","7","2","0","7","その調子！"
"0","12120204","-1","13333","1","1202","0","vo_minigame_1012_correct_138","1","2","0","1","ちょっと急ぐわよ！"
"0","12120301","0","0","1","1203","0","vo_minigame_1012_correct_139","5","2","0","5","すごすぎ！"
"0","12120401","0","0","1","1204","0","vo_minigame_1012_correct_141","7","2","0","7","楽勝！"
"0","12120501","0","0","1","1205","0","vo_minigame_1012_correct_140","7","2","0","7","リベンジね！"
"0","12120601","-1","3","1","1206","0","vo_minigame_1012_correct_142","1","2","0","1","いいわよ！"
"0","12120701","-1","3","1","1207","0","vo_minigame_1012_correct_143","2","2","0","2","まだまだ！"
"0","12130101","0","0","1","1301","0","vo_minigame_1012_incorrect_127","2","2","0","2","ブー！"
"0","12130102","0","0","1","1301","0","vo_minigame_1012_incorrect_128","2","2","0","2","ダメー！"
"0","12130103","0","0","1","1301","0","vo_minigame_1012_incorrect_129","9","2","0","9","あらら…！"
"0","12130201","3000","0","1","1302","0","vo_minigame_1012_incorrect_130","3","2","0","3","焦らない！"
"0","12130202","3000","0","1","1302","0","vo_minigame_1012_incorrect_131","5","2","0","5","ゆっくり！"
"0","12130203","6000","3001","1","1302","0","vo_minigame_1012_incorrect_132","2","2","0","2","深呼吸！"
"0","12130204","-1","20000","1","1302","0","vo_minigame_1012_incorrect_133","3","2","0","3","遅いわね…！"
"0","12130301","0","0","1","1303","0","vo_minigame_1012_incorrect_134","5","2","0","5","ムズッ！"
"0","12130401","0","0","1","1304","0","vo_minigame_1012_incorrect_135","6","2","0","6","忘れたの？"
"0","12130501","0","0","1","1305","0","vo_minigame_1012_incorrect_136","2","2","0","2","次はいける！"
"0","12170101","30000","20000","1","1701","3","vo_minigame_1012_time_100","2","2","0.01","2","ラストスパート！"
"0","12170102","30000","20000","1","1701","3","vo_minigame_1012_time_101","1","2","0.01","1","もうすぐ終わりよ！"
"1","12300101","-1","20","1","3001","10","vo_minigame_1012_result_1045","1","2","3.74","7","はい、よくできました！\n基礎はもう完璧ね！\n次はもっと難しい問題にも\nチャレンジしちゃいなさいよ！"
"1","12300102","-1","20","1","3001","0","vo_minigame_1012_result_1046","9","2","3.85","1","なによあんた、走り出したペンが\n止まらないって感じ？\nったくシンプルにすごいじゃない\n花丸あげるわ！"
"1","12300103","-1","20","1","3001","8","vo_minigame_1012_result_1047","5","2","0.01","5","すごい点数ね…！\nあんた勉強してないとか言って\nホントはめちゃくちゃやってる\nパターンのやつね！？"
"2","12300104","-1","20","1","3001","4","vo_minigame_1012_result_1048","7","2","2.86","8","勉強の成果、\nちゃんとでてんじゃない！\nあたしもあんたの先生として、\n鼻が高いわ～♪"
"2","12300105","-1","20","1","3001","9","vo_minigame_1012_result_1049","3","2","2.02","5","オッケー！　もう十分よ！\nこれ以上でき過ぎちゃったら、\nあたしが教える必要なくなるわ！"
"2","12300106","-1","20","1","3001","0","vo_minigame_1012_result_1050","1","2","4.46","5","難しい問題を選んだつもりなのに\nすごい正解数ね…！\nでもまだ上がある…\n次は最難関に挑戦よ！"
"3","12300107","-1","20","1","3001","7","vo_minigame_1012_result_1051","4","2","6.85","5","すごいすごいとは思ってたけど、\nあんた勉強も完璧なの…？\nそりゃみんなあんたに惚れ…\nや、な、なんでもない！！"
"3","12300108","-1","20","1","3001","0","vo_minigame_1012_result_1052","9","2","3.79","5","この問題、あたしでも悩む\n超難問なのに…\nふふっ、もう褒めるしかないわ！\n大変よくできました！"
"3","12300109","-1","20","1","3001","7","vo_minigame_1012_result_1053","4","2","0.01","4","別に顔赤くなんてなってない！\n頭がいい人が好きとか…\nかっこいいとか…\n…思ってないからね！"
"1","12300110","-1","20","1","3001","0","vo_minigame_1012_result_1054","5","2","0","5","スピードも正確さも完璧…\n文句なしの満点だわ！\nあんた将来、とんでもない人に\nなっちゃうんじゃない！？"
"2","12300112","-1","20","1","3001","0","vo_minigame_1012_result_1054","5","2","0","5","スピードも正確さも完璧…\n文句なしの満点だわ！\nあんた将来、とんでもない人に\nなっちゃうんじゃない！？"
"3","12300114","-1","20","1","3001","0","vo_minigame_1012_result_1054","5","2","0","5","スピードも正確さも完璧…\n文句なしの満点だわ！\nあんた将来、とんでもない人に\nなっちゃうんじゃない！？"
"1","12300116","19","15","1","3001","10","vo_minigame_1012_result_1056","7","2","3","5","おお～かなり正解できてるわね！\nこの調子でもっとすごい点\n目指しちゃうわよ！"
"1","12300117","19","15","1","3001","10","vo_minigame_1012_result_1057","8","2","0.01","8","うん、バッチリいい感じよ！\nちゃんと勉強してるみたいで\n関心関心♪"
"1","12300118","19","15","1","3001","0","vo_minigame_1012_result_1058","8","2","4.01","5","え、こんなにいい点取れたのに\nまだ満足してないの？\nなによその向上心…\nいいじゃない！"
"2","12300119","19","15","1","3001","10","vo_minigame_1012_result_1059","7","2","2.83","8","スピードも正解数もいい感じよ！\nねえねえ、この調子で\nてっぺん目指しちゃう？"
"2","12300120","19","15","1","3001","0","vo_minigame_1012_result_1060","10","2","0","10","この難易度でも\nスラスラ答えちゃうなんて…\nあんたって\nほんとすごいやつよね…！"
"2","12300121","19","15","1","3001","4","vo_minigame_1012_result_1061","7","2","3.66","8","これだけ正解できたら\n勉強も楽しいわよね♪\nさ、まだまだ続けるわよ～！"
"3","12300122","19","15","1","3001","0","vo_minigame_1012_result_1062","8","2","3.28","5","あんた、この成績\nまぐれじゃないわよね…！\nこれだけできたら\n大したもんだわ！"
"3","12300123","19","15","1","3001","0","vo_minigame_1012_result_1063","1","2","2.7","8","すごい！　とってもいい成績よ！\nこの難問も、あんたにかかりゃ\nイチコロってやつ？"
"3","12300124","19","15","1","3001","9","vo_minigame_1012_result_1064","9","2","3.98","5","あんた…もしかして\nあたしより点数いいかも？\nあ、あたしもあんたを見習って\n勉強しないとね…！"
"1","12300131","14","10","1","3001","0","vo_minigame_1012_result_1067","1","2","2.51","7","うん、なかなかいい点数よ！\nでもまだまだ頑張れるわよね？\nはい、次いきましょ！"
"1","12300132","14","10","1","3001","0","vo_minigame_1012_result_1068","7","2","4.16","1","十分優秀な成績だけど\nあんたならもっとできる！\nさ、頑張って勉強するわよ！"
"1","12300133","14","10","1","3001","0","vo_minigame_1012_result_1069","7","2","2.07","8","うん、いい感じね！\nこの調子で少しずつ、\n正解数を増やしてくわよ！"
"2","12300134","14","10","1","3001","0","vo_minigame_1012_result_1070","1","2","3.51","8","難問揃いなのに、\nけっこーいい感じじゃない！\nちゃんとできてるから\n自信もっていいわよ！"
"2","12300135","14","10","1","3001","0","vo_minigame_1012_result_1071","1","2","0","1","難しい問題でも基礎は大事よ！\nこの調子でどんどん\n点数上げていきましょう！"
"2","12300136","14","10","1","3001","0","vo_minigame_1012_result_1072","7","2","4.3","1","10問以上取れてるわね！\nえ、まだ物足りない？\nフフ、じゃあもっと上\n目指しちゃう？"
"3","12300137","14","10","1","3001","0","vo_minigame_1012_result_1073","7","2","4.47","8","うん、この難問でこの点数は\n十分すぎる出来よね！\nま、あんたならもっといい点\n目指しちゃうんだろうけど♪"
"3","12300138","14","10","1","3001","0","vo_minigame_1012_result_1074","9","2","3.68","8","はいお疲れ～\nなかなか良い点数じゃない\n…あたしも勉強しないとね！"
"3","12300139","14","10","1","3001","0","vo_minigame_1012_result_1075","1","2","3.34","5","おお～10問以上\n正解してんじゃない！\nあんたやっぱり\nただ者じゃないわね～"
"1","12300141","14","10","1","3001","0","vo_minigame_1012_result_1077","8","2","6.58","1","うん正解率は申し分なしね！\nあとはもっと早く解ければ\nもっと点数は伸びてくわよ！\nこの調子で頑張っていきましょ！"
"2","12300143","14","10","1","3001","0","vo_minigame_1012_result_1077","8","2","6.58","1","うん正解率は申し分なしね！\nあとはもっと早く解ければ\nもっと点数は伸びてくわよ！\nこの調子で頑張っていきましょ！"
"3","12300145","14","10","1","3001","0","vo_minigame_1012_result_1077","8","2","6.58","1","うん正解率は申し分なしね！\nあとはもっと早く解ければ\nもっと点数は伸びてくわよ！\nこの調子で頑張っていきましょ！"
"1","12300146","9","5","1","3001","0","vo_minigame_1012_result_1078","7","2","4.24","1","ふ～ん、まあまあの出来だわ\n悪くはないんだけど…あんたには\nもっともっと期待してるわ～"
"1","12300147","9","5","1","3001","0","vo_minigame_1012_result_1079","1","2","4.74","7","うん、頑張ったけど…\n正直もっと正解できるかもね～？\nこんなのあんたには通過点！\nさらに良い点目指してみない？"
"1","12300148","9","5","1","3001","0","vo_minigame_1012_result_1080","1","2","0","1","まあまあな点数だけど、\n自分的に手ごたえはどう？\nダメだって思ってんなら、\nまだまだ伸びる余地ありね！"
"2","12300149","9","5","1","3001","0","vo_minigame_1012_result_1081","1","2","2.21","8","うん、中々の出来ね！\nでもあんたはもっといい点\n取れるはずよ！\nもっと頑張りましょうか！"
"2","12300150","9","5","1","3001","0","vo_minigame_1012_result_1082","1","2","2.46","3","ん～はっきり言って微妙ね！\nま、難しい問題だし、\n勉強すれば\n点数は上がっていくと思うわ！"
"2","12300151","9","5","1","3001","0","vo_minigame_1012_result_1083","1","2","2.94","3","ん～…\n10点には届かなかったか～\n次は10点越え目指して\n頑張ってみない？"
"3","12300152","9","5","1","3001","0","vo_minigame_1012_result_1084","1","2","4.19","7","はいお疲れ～\n点数的にはまあまあってとこね！\nま、超難問だし頑張ったわよ"
"3","12300153","9","5","1","3001","0","vo_minigame_1012_result_1085","1","2","0","1","うん、かなり難しい問題なのに\n最後までやり遂げたわね\n次はもっといい点目指してみる？"
"3","12300154","9","5","1","3001","0","vo_minigame_1012_result_1086","1","2","2.63","3","ちょっとミスが多かったかもね～\nでも間違えた所は復習して\n次は正解するわよー！"
"1","12300155","4","1","1","3001","0","vo_minigame_1012_result_1087","1","2","5.53","3","あら…あんまり良くない点数ね～\nどうしたの、調子でも悪かった？\n次はもっと頑張りましょうか"
"1","12300156","4","1","1","3001","9","vo_minigame_1012_result_1088","3","2","0.01","3","ん～…正解数は\n物足りないわね～\nもうちょっと勉強の時間\n増やしちゃおっか？"
"1","12300157","4","1","1","3001","3","vo_minigame_1012_result_1089","1","2","4.15","3","ん～…あんたならもうちょと\nいい点取れんでしょ～？\nもっと頑張んなさいよ\n期待してやってんだからさ！"
"2","12300158","4","1","1","3001","9","vo_minigame_1012_result_1090","9","2","0.01","9","ん～今のあんたには、\nこの問題は難しかったかしら…\n難易度下げてチャレンジするのも\nありかもね～？"
"2","12300159","4","1","1","3001","0","vo_minigame_1012_result_1091","1","2","5.37","3","あんまり出来は良くないわね～\n難しい問題だししょうがないけど\n次はもっと頑張ってほしいわ！"
"2","12300160","4","1","1","3001","0","vo_minigame_1012_result_1092","1","2","1.44","3","なるほど…\nちょっと苦手な問題が多かった？\nもう一度チャレンジ\nしてみましょうか～"
"3","12300161","4","1","1","3001","0","vo_minigame_1012_result_1093","3","2","0","3","んん～…問題が難しすぎた？\n無理に難しい問題続けるより、\n難易度下げた方が\n勉強の効率良いかもよ～？"
"3","12300162","4","1","1","3001","3","vo_minigame_1012_result_1094","9","2","2.91","3","…あんまり点数取れなかったわね\nこれはあたしにも難しい問題だし\nそう落ち込まなくても大丈夫！\n次頑張りましょ！"
"3","12300163","4","1","1","3001","0","vo_minigame_1012_result_1095","1","2","2.61","5","ごめん、ちょっと難しすぎた？\nもう一度チャレンジするも良し、\n難易度を下げるも良し、\nあんたがやる気なら付き合うわ！"
"1","12300164","0","0","1","3001","1","vo_minigame_1012_result_1096","2","2","3.63","4","ちょっとあんた…\nやる気ないわよね～！？\n次こんな点数取ったら\n怒るわよ！"
"1","12300165","0","0","1","3001","1","vo_minigame_1012_result_1097","2","2","4.16","6","はあ…自分で何点取ったか\n分かってるわよね～…？\n０点よ０点！　舐めてんの！？"
"1","12300166","0","0","1","3001","6","vo_minigame_1012_result_1098","3","2","0.01","3","うう～頭痛い…\nあんたのせいよ！\nなに０点って！\nはあ、このままじゃ赤点よ～…"
"2","12300167","0","0","1","3001","0","vo_minigame_1012_result_1099","2","2","5.75","6","ねえ、あんた本気でやったの？\nまさか適当にやるわけないわよね\n…分かった、\nもう一回チャレンジするのよ！"
"2","12300168","0","0","1","3001","1","vo_minigame_1012_result_1100","2","2","5.64","4","あ…あんた、０点よ０点…！\nあたしの教え方が悪かった…？\n…燃えてきたわ！\n絶対あんたの学力上げてやる！"
"2","12300169","0","0","1","3001","8","vo_minigame_1012_result_1101","4","2","5.73","8","ちょっと待って採点ミスかも…\n…いや合ってるわね。はい０点\n…って０点！？\nふざけんなーー！"
"3","12300170","0","0","1","3001","1","vo_minigame_1012_result_1102","3","2","5.32","5","あらら…０点よ\nま、難しい問題だしね…\n…つっても０点は無いわ！\n一問くらい正解しなさいよ！"
"3","12300171","0","0","1","3001","9","vo_minigame_1012_result_1103","9","2","2.37","3","残念だけど０点よ\nま、まあ前向きにとらえるなら、\n今が底よ！　どん底！\nあとは上がってくだけね！"
"3","12300172","0","0","1","3001","3","vo_minigame_1012_result_1104","1","2","4.25","9","…かなり出来が悪いわね\n一旦休憩しましょうか？\nリフレッシュして頭切り替えて\nもう一度頑張りましょう！"
"0","13100101","0","0","1","1001","0","vo_minigame_1012_gamestart_100","7","3","0","7","さ、勉強を始めるわよ"
"0","13100102","0","0","1","1001","0","vo_minigame_1012_gamestart_101","1","3","0","1","よし、勉強の成果を見てやるわ！"
"0","13100103","0","0","1","1001","0","vo_minigame_1012_gamestart_102","7","3","1.82","1","じゃあ試験するわよ。はい教科書閉じて！"
"0","13100201","-1","3","1","1002","4","vo_minigame_1012_gamestart_103","8","3","0.01","8","やる気マンマンじゃない！"
"0","13100202","-1","3","1","1002","0","vo_minigame_1012_gamestart_104","1","3","0","1","よし、じゃあもう一回やるわよ！"
"0","13100301","1","1","1","1003","0","vo_minigame_1012_gamestart_105","0","3","0","0","普通の難易度よ！"
"0","13100302","1","1","1","1003","0","vo_minigame_1012_gamestart_106","7","3","0","7","まずは基本からね！"
"0","13100303","2","2","1","1003","0","vo_minigame_1012_gamestart_107","10","3","0","10","難しい問題に挑戦するのね！"
"0","13100304","2","2","1","1003","0","vo_minigame_1012_gamestart_108","8","3","0.67","1","よし、あんたならできるわ！"
"0","13100305","3","3","1","1003","0","vo_minigame_1012_gamestart_109","5","3","0","5","あたしでも手こずる難問揃いよ…！"
"0","13100306","3","3","1","1003","0","vo_minigame_1012_gamestart_110","2","3","0","2","激ムズだけど頑張んなさい！"
"0","13100401","0","0","1","1004","0","vo_minigame_1012_gamestart_111","7","3","0","7","鉄は熱いうちに打て、\n…ってね♪"
