e75211ac30e3d0a6474986e6d50cc430b667e14051c85baccec930f31f2ef743,1e70caef1dcd5bcf10d22e699d13fe429d862e1bf3bde85b8a612ddd60bbccb8,8dac5b4003396bc2d79ab94554b17a3f382dd7e57c29d4df99472263fe16dec5,905916bb0210159e5863068caa974abefcf46dbd361a5bef599ede25f25e91f8,efc0229154b03aac32f988961b8ef311fa09ee427e5df9ebe3184fea41fda01b,7a2341af162b07b755f0e8c5dd0267c2c3d455d5bef7a6e72492f4c56c3dc121
"71","91002","50","56011051","8","0"
"72","10201052","1","56011052","15","1001"
"73","10201053","1","56011053","15","1002"
"74","10201054","1","56011054","15","1003"
"75","91002","50","56011054","8","0"
"76","10201055","1","56011055","15","1001"
"77","10201056","1","56011056","15","1002"
"78","10201057","1","56011057","15","1003"
"79","91002","50","56011057","8","0"
"80","10201058","1","56011058","15","1001"
"81","10201059","1","56011059","15","1002"
"82","10201060","1","56011060","15","1003"
"83","91002","50","56011060","8","0"
"84","10201061","1","56011061","15","1001"
"85","10201062","1","56011062","15","1002"
"86","10201063","1","56011063","15","1003"
"87","91002","50","56011063","8","0"
"88","10201064","1","56011064","15","1001"
"89","10201065","1","56011065","15","1002"
"90","10201066","1","56011066","15","1003"
"91","91002","50","56011066","8","0"
"92","10201067","1","56011067","15","1001"
"93","10201068","1","56011068","15","1002"
"94","10201069","1","56011069","15","1003"
"95","91002","50","56011069","8","0"
"96","10201070","1","56011070","15","1001"
"97","10201071","1","56011071","15","1002"
"98","10201072","1","56011072","15","1003"
"99","91002","50","56011072","8","0"
"100","10201073","1","56011073","15","1001"
"101","10201074","1","56011074","15","1002"
"102","10201075","1","56011075","15","1003"
"103","91002","50","56011075","8","0"
"104","10201076","1","56011076","15","1001"
"105","10201077","1","56011077","15","1002"
"106","10201078","1","56011078","15","1003"
"107","91002","50","56011078","8","0"
"108","10201079","1","56011079","15","1001"
"109","10201080","1","56011080","15","1002"
"110","10201081","1","56011081","15","1003"
"111","91002","50","56011081","8","0"
"112","10201082","1","56011082","15","1001"
"113","10201083","1","56011083","15","1002"
"114","10201084","1","56011084","15","1003"
"115","91002","50","56011084","8","0"
"116","10201085","1","56011085","15","1001"
"117","10201086","1","56011086","15","1002"
"118","10201087","1","56011087","15","1003"
"119","91002","50","56011087","8","0"
"120","10201088","1","56011088","15","1001"
"121","10201089","1","56011089","15","1002"
"122","10201090","1","56011090","15","1003"
"123","91002","50","56011090","8","0"
"124","10201091","1","56011091","15","1001"
"125","10201092","1","56011092","15","1002"
"126","10201093","1","56011093","15","1003"
"127","91002","50","56011093","8","0"
"128","10201094","1","56011094","15","1001"
"129","10201095","1","56011095","15","1002"
"130","10201096","1","56011096","15","1003"
"131","91002","50","56011096","8","0"
"132","10201097","1","56011097","15","1001"
"133","10201098","1","56011098","15","1002"
"134","10201099","1","56011099","15","1003"
"135","91002","50","56011099","8","0"
"136","10201100","1","56011100","15","1001"
"137","10201101","1","56011101","15","1002"
"138","10201102","1","56011102","15","1003"
"139","91002","50","56011102","8","0"
"140","10201103","1","56011103","15","1001"
"141","10201104","1","56011104","15","1002"
"142","10201105","1","56011105","15","1003"
"143","91002","50","56011105","8","0"
"144","10201106","1","56011106","15","1001"
"145","10201107","1","56011107","15","1002"
"146","10201108","1","56011108","15","1003"
"147","91002","50","56011108","8","0"
"148","10201109","1","56011109","15","1001"
"149","10201110","1","56011110","15","1002"
"150","10201111","1","56011111","15","1003"
"151","91002","50","56011111","8","0"
"152","10201112","1","56011112","15","1001"
"153","10201113","1","56011113","15","1002"
"154","10201114","1","56011114","15","1003"
"155","91002","50","56011114","8","0"
"156","10201115","1","56011115","15","1001"
"157","10201116","1","56011116","15","1002"
"158","10201117","1","56011117","15","1003"
"159","91002","50","56011117","8","0"
"160","10201118","1","56011118","15","1001"
"161","10201119","1","56011119","15","1002"
"162","10201120","1","56011120","15","1003"
"163","91002","50","56011120","8","0"
"164","10201121","1","56011121","15","1001"
"165","10201122","1","56011122","15","1002"
"166","10201123","1","56011123","15","1003"
"167","91002","50","56011123","8","0"
"168","10201124","1","56011124","15","1001"
"169","10201125","1","56011125","15","1002"
"170","10201126","1","56011126","15","1003"
"171","91002","50","56011126","8","0"
"172","10201127","1","56011127","15","1001"
"173","10201128","1","56011128","15","1002"
"174","10201129","1","56011129","15","1003"
"175","91002","50","56011129","8","0"
"176","10201130","1","56011130","15","1001"
"177","10201131","1","56011131","15","1002"
"178","10201132","1","56011132","15","1003"
"179","91002","50","56011132","8","0"
"180","10201133","1","56011133","15","1001"
"181","10201134","1","56011134","15","1002"
"182","10201135","1","56011135","15","1003"
"183","91002","50","56011135","8","0"
"184","10201136","1","56011136","15","1001"
"185","10201137","1","56011137","15","1002"
"186","10201138","1","56011138","15","1003"
"187","91002","50","56011138","8","0"
"188","10201139","1","56011139","15","1001"
"189","10201140","1","56011140","15","1002"
"190","10201141","1","56011141","15","1003"
"191","91002","50","56011141","8","0"
"192","10201142","1","56011142","15","1001"
"193","10201143","1","56011143","15","1002"
"194","10201144","1","56011144","15","1003"
"195","91002","50","56011144","8","0"
"196","10201145","1","56011145","15","1001"
"197","10201146","1","56011146","15","1002"
"198","10201147","1","56011147","15","1003"
"199","91002","50","56011147","8","0"
"200","10201148","1","56011148","15","1001"
"201","10201149","1","56011149","15","1002"
"202","10201150","1","56011150","15","1003"
"203","91002","50","56011150","8","0"
"204","10201151","1","56011151","15","1001"
"205","10201152","1","56011152","15","1002"
"206","10201153","1","56011153","15","1003"
"207","91002","50","56011153","8","0"
"208","10201154","1","56011154","15","1001"
"209","10201155","1","56011155","15","1002"
"210","10201156","1","56011156","15","1003"
"211","91002","50","56011156","8","0"
"212","10201157","1","56011157","15","1001"
"213","10201158","1","56011158","15","1002"
"214","10201159","1","56011159","15","1003"
"215","91002","50","56011159","8","0"
"216","10201160","1","56011160","15","1001"
"217","10201161","1","56011161","15","1002"
"218","10201162","1","56011162","15","1003"
"219","91002","50","56011162","8","0"
"220","10201163","1","56011163","15","1001"
"221","10201164","1","56011164","15","1002"
"222","10201165","1","56011165","15","1003"
"223","91002","50","56011165","8","0"
"224","10201166","1","56011166","15","1001"
"225","10201167","1","56011167","15","1002"
"226","10201168","1","56011168","15","1003"
"227","91002","50","56011168","8","0"
"228","10201169","1","56011169","15","1001"
"229","10201170","1","56011170","15","1002"
"230","10201171","1","56011171","15","1003"
"231","91002","50","56011171","8","0"
"232","10201172","1","56011172","15","1001"
"233","10201173","1","56011173","15","1002"
"234","10201174","1","56011174","15","1003"
"235","91002","50","56011174","8","0"
"236","10201175","1","56011175","15","1001"
"237","10201176","1","56011176","15","1002"
"238","10201177","1","56011177","15","1003"
"239","91002","50","56011177","8","0"
"240","10201178","1","56011178","15","1001"
"241","10201179","1","56011179","15","1002"
"242","10201180","1","56011180","15","1003"
"243","91002","50","56011180","8","0"
"244","10201181","1","56011181","15","1001"
"245","10201182","1","56011182","15","1002"
"246","10201183","1","56011183","15","1003"
"247","91002","50","56011183","8","0"
"248","10201184","1","56011184","15","1001"
"249","10201185","1","56011185","15","1002"
"250","10201186","1","56011186","15","1003"
"251","91002","50","56011186","8","0"
"252","10201187","1","56011187","15","1001"
"253","10201188","1","56011188","15","1002"
"254","10201189","1","56011189","15","1003"
"255","91002","50","56011189","8","0"
"256","10201190","1","56011190","15","1001"
"257","10201191","1","56011191","15","1002"
"258","10201192","1","56011192","15","1003"
"259","91002","50","56011192","8","0"
"260","10201193","1","56011193","15","1001"
"261","10201194","1","56011194","15","1002"
"262","10201195","1","56011195","15","1003"
"263","91002","50","56011195","8","0"
"264","10201196","1","56011196","15","1001"
"265","10201197","1","56011197","15","1002"
"266","10201198","1","56011198","15","1003"
"267","91002","50","56011198","8","0"
"268","10201199","1","56011199","15","1001"
"269","10201200","1","56011200","15","1002"
"270","10201201","1","56011201","15","1003"
"271","91002","50","56011201","8","0"
"272","10201202","1","56011202","15","1001"
"273","10201203","1","56011203","15","1002"
"274","10201204","1","56011204","15","1003"
"275","91002","50","56011204","8","0"
"276","10201205","1","56011205","15","1001"
"277","10201206","1","56011206","15","1002"
"278","10201207","1","56011207","15","1003"
"279","91002","50","56011207","8","0"
"280","10201208","1","56011208","15","1001"
"281","10201209","1","56011209","15","1002"
"282","10201210","1","56011210","15","1003"
"283","91002","50","56011210","8","0"
"284","10201211","1","56011211","15","1001"
"285","10201212","1","56011212","15","1002"
"286","10201213","1","56011213","15","1003"
"287","91002","50","56011213","8","0"
"288","10201214","1","56011214","15","1001"
"289","10201215","1","56011215","15","1002"
"290","10201216","1","56011216","15","1003"
"291","91002","50","56011216","8","0"
"292","10201217","1","56011217","15","1001"
"293","10201218","1","56011218","15","1002"
"294","10201219","1","56011219","15","1003"
"295","91002","50","56011219","8","0"
"296","10201220","1","56011220","15","1001"
"297","10201221","1","56011221","15","1002"
"298","10201222","1","56011222","15","1003"
"299","91002","50","56011222","8","0"
"300","10201223","1","56011223","15","1001"
"301","10201224","1","56011224","15","1002"
"302","10201225","1","56011225","15","1003"
"303","91002","50","56011225","8","0"
"304","10201226","1","56011226","15","1001"
"305","10201227","1","56011227","15","1002"
"306","10201228","1","56011228","15","1003"
"307","91002","50","56011228","8","0"
"308","10201229","1","56011229","15","1001"
"309","10201230","1","56011230","15","1002"
"310","10201231","1","56011231","15","1003"
"311","91002","50","56011231","8","0"
"312","10201232","1","56011232","15","1001"
"313","10201233","1","56011233","15","1002"
"314","10201234","1","56011234","15","1003"
"315","91002","50","56011234","8","0"
"316","10202001","1","56012001","15","1003"
"317","10202002","1","56012002","15","1003"
"318","10202003","1","56012003","15","1003"
"319","10202004","1","56012004","15","1003"
"320","10202005","1","56012005","15","1003"
"321","10202006","1","56012006","15","1003"
"322","10202007","1","56012007","15","1003"
"323","10202008","1","56012008","15","1003"
"324","10202009","1","56012009","15","1003"
"325","10202010","1","56012010","15","1003"
"326","10202011","1","56012011","15","1003"
"327","10202012","1","56012012","15","1003"
"328","10202013","1","56012013","15","1003"
"329","10202014","1","56012014","15","1003"
"330","10202015","1","56012015","15","1003"
"447","10501001","1","54002001","15","1001"
"448","91002","50","54002001","8","0"
"449","10501002","1","54002002","15","1002"
"450","91002","50","54002002","8","0"
"451","10501003","1","54002003","15","1003"
"452","91002","50","54002003","8","0"
"453","10502001","1","54004001","15","1001"
"454","91002","50","54004001","8","0"
"455","10502002","1","54004002","15","1002"
"456","91002","50","54004002","8","0"
"457","10502003","1","54004003","15","1003"
"458","91002","50","54004003","8","0"
"459","10601001","1","55006001","15","1001"
"460","91002","10","55006001","8","0"
"461","10601002","1","55006002","15","1002"
"462","91002","30","55006002","8","0"
"463","10601003","1","55006003","15","1003"
"464","91002","50","55006003","8","0"
"465","10201235","1","56011235","15","1001"
"466","10201236","1","56011236","15","1002"
"467","10201237","1","56011237","15","1003"
"468","91002","50","56011237","8","0"
"469","10201238","1","56011238","15","1001"
"470","10201239","1","56011239","15","1002"
"471","10201240","1","56011240","15","1003"
"472","91002","50","56011240","8","0"
"473","10201241","1","56011241","15","1001"
"474","10201242","1","56011242","15","1002"
"475","10201243","1","56011243","15","1003"
"476","91002","50","56011243","8","0"
"477","10201244","1","56011244","15","1001"
"478","10201245","1","56011245","15","1002"
"479","10201246","1","56011246","15","1003"
"480","91002","50","56011246","8","0"
"481","10201247","1","56011247","15","1001"
"482","10201248","1","56011248","15","1002"
"483","10201249","1","56011249","15","1003"
"484","91002","50","56011249","8","0"
"485","10201250","1","56011250","15","1001"
"486","10201251","1","56011251","15","1002"
"487","10201252","1","56011252","15","1003"
"488","91002","50","56011252","8","0"
"489","10201253","1","56011253","15","1001"
"490","10201254","1","56011254","15","1002"
"491","10201255","1","56011255","15","1003"
"492","91002","50","56011255","8","0"
"493","10201256","1","56011256","15","1001"
"494","10201257","1","56011257","15","1002"
"495","10201258","1","56011258","15","1003"
"496","91002","50","56011258","8","0"
"497","10201259","1","56011259","15","1001"
"498","10201260","1","56011260","15","1002"
"499","10201261","1","56011261","15","1003"
"500","91002","50","56011261","8","0"
"501","10201262","1","56011262","15","1001"
"502","10201263","1","56011263","15","1002"
"503","10201264","1","56011264","15","1003"
"504","91002","50","56011264","8","0"
"505","10201265","1","56011265","15","1001"
"506","10201266","1","56011266","15","1002"
"507","10201267","1","56011267","15","1003"
"508","91002","50","56011267","8","0"
"509","10201268","1","56011268","15","1001"
"510","10201269","1","56011269","15","1002"
"511","10201270","1","56011270","15","1003"
"512","91002","50","56011270","8","0"
"513","10201271","1","56011271","15","1003"
"514","91002","100","56011271","8","0"
"515","10201272","1","56011272","15","1003"
"516","91002","100","56011272","8","0"
"517","10201273","1","56011273","15","1003"
"518","91002","100","56011273","8","0"
"519","10201274","1","56011274","15","1001"
"520","10201275","1","56011275","15","1002"
"521","10201276","1","56011276","15","1003"
"522","91002","50","56011276","8","0"
"523","10201277","1","56011277","15","1001"
"524","10201278","1","56011278","15","1002"
"525","10201279","1","56011279","15","1003"
"526","91002","50","56011279","8","0"
"527","10201280","1","56011280","15","1001"
"528","10201281","1","56011281","15","1002"
"529","10201282","1","56011282","15","1003"
"530","91002","50","56011282","8","0"
"531","10201283","1","56011283","15","1001"
"532","10201284","1","56011284","15","1002"
"533","10201285","1","56011285","15","1003"
"534","91002","50","56011285","8","0"
"535","10201286","1","56011286","15","1003"
"536","91002","100","56011286","8","0"
"537","11101001","1","56014001","15","1001"
"538","91002","10","56014001","8","0"
"539","11101002","1","56014002","15","1002"
"540","91002","20","56014002","8","0"
"541","11101003","1","56014003","15","1003"
"542","91002","50","56014003","8","0"
"543","11201001","1","56015001","15","1001"
"544","91002","50","56015001","8","0"
"545","11201002","1","56015002","15","1002"
"546","91002","50","56015002","8","0"
"547","11201003","1","56015003","15","1003"
"548","91002","50","56015003","8","0"
"549","10201287","1","56011287","15","1001"
"550","10201288","1","56011288","15","1002"
"551","10201289","1","56011289","15","1003"
"552","91002","50","56011289","8","0"
"553","10201290","1","56011290","15","1001"
"554","10201291","1","56011291","15","1002"
"555","10201292","1","56011292","15","1003"
"556","91002","50","56011292","8","0"
"557","10201293","1","56011293","15","1003"
"558","91002","100","56011293","8","0"
"559","10201294","1","56011294","15","1001"
"560","10201295","1","56011295","15","1002"
"561","10201296","1","56011296","15","1003"
"562","91002","50","56011296","8","0"
"563","10201297","1","56011297","15","1001"
"564","10201298","1","56011298","15","1002"
"565","10201299","1","56011299","15","1003"
"566","91002","50","56011299","8","0"
"567","10201300","1","56011300","15","1001"
"568","10201301","1","56011301","15","1002"
"569","10201302","1","56011302","15","1003"
"570","91002","50","56011302","8","0"
"571","10201303","1","56011303","15","1003"
"572","91002","100","56011303","8","0"
"573","10201304","1","56011304","15","1001"
"574","10201305","1","56011305","15","1002"
"575","10201306","1","56011306","15","1003"
"576","91002","50","56011306","8","0"
"577","10301015","1","58008015","15","1003"
"578","91002","50","58008015","8","0"
"579","10201307","1","56011307","15","1001"
"580","10201308","1","56011308","15","1002"
"581","10201309","1","56011309","15","1003"
"582","91002","50","56011309","8","0"
"583","10201310","1","56011310","15","1001"
"584","10201311","1","56011311","15","1002"
"585","10201312","1","56011312","15","1003"
"586","91002","50","56011312","8","0"
"587","10201313","1","56011313","15","1003"
"588","91002","100","56011313","8","0"
"589","10201314","1","56011314","15","1001"
"590","10201315","1","56011315","15","1002"
"591","10201316","1","56011316","15","1003"
"592","91002","50","56011316","8","0"
"593","10201317","1","56011317","15","1001"
"594","10201318","1","56011318","15","1002"
"595","10201319","1","56011319","15","1003"
"596","91002","50","56011319","8","0"
"597","10201320","1","56011320","15","1001"
"598","10201321","1","56011321","15","1002"
"599","10201322","1","56011322","15","1003"
"600","91002","50","56011322","8","0"
"601","10201323","1","56011323","15","1003"
"602","91002","100","56011323","8","0"
"603","10201324","1","56011324","15","1001"
"604","10201325","1","56011325","15","1002"
"605","10201326","1","56011326","15","1003"
"606","91002","50","56011326","8","0"
"607","10201327","1","56011327","15","1001"
"608","10201328","1","56011328","15","1002"
"609","10201329","1","56011329","15","1003"
"610","91002","50","56011329","8","0"
"611","10201330","1","56011330","15","1001"
"612","10201331","1","56011331","15","1002"
"613","10201332","1","56011332","15","1003"
"614","91002","50","56011332","8","0"
"615","10201333","1","56011333","15","1003"
"616","91002","100","56011333","8","0"
"617","10201334","1","56011334","15","1003"
"618","91002","100","56011334","8","0"
"619","10201335","1","56011335","15","1003"
"620","91002","100","56011335","8","0"
"621","10202100","1","56012100","15","1003"
"622","10201336","1","56011336","15","1001"
"623","10201337","1","56011337","15","1002"
"624","10201338","1","56011338","15","1003"
"625","91002","50","56011338","8","0"
"626","10201339","1","56011339","15","1001"
"627","10201340","1","56011340","15","1002"
"628","10201341","1","56011341","15","1003"
"629","91002","50","56011341","8","0"
"630","10202016","1","56012016","15","1003"
"631","10201342","1","56011342","15","1003"
"632","91002","100","56011342","8","0"
"633","10201343","1","56011343","15","1001"
"634","10201344","1","56011344","15","1002"
"635","10201345","1","56011345","15","1003"
"636","91002","50","56011345","8","0"
"637","10201346","1","56011346","15","1001"
"638","10201347","1","56011347","15","1002"
"639","10201348","1","56011348","15","1003"
"640","91002","50","56011348","8","0"
"641","10201349","1","56011349","15","1003"
"642","91002","100","56011349","8","0"
"643","10603001","1","55008001","15","1001"
"644","91002","50","55008001","8","0"
"645","10603002","1","55008002","15","1001"
"646","91002","50","55008002","8","0"
"647","10603003","1","55008003","15","1002"
"648","91002","50","55008003","8","0"
"649","10603004","1","55008004","15","1002"
"650","91002","50","55008004","8","0"
"651","10603005","1","55008005","15","1003"
"652","91002","50","55008005","8","0"
"653","10603006","1","55008006","15","1003"
"654","91002","50","55008006","8","0"
"655","10201350","1","56011350","15","1001"
"656","10201351","1","56011351","15","1002"
"657","10201352","1","56011352","15","1003"
"658","91002","50","56011352","8","0"
"659","10201353","1","56011353","15","1001"
"660","10201354","1","56011354","15","1002"
"661","10201355","1","56011355","15","1003"
"662","91002","50","56011355","8","0"
"663","10201356","1","56011356","15","1001"
"664","10201357","1","56011357","15","1002"
"665","10201358","1","56011358","15","1003"
"666","91002","50","56011358","8","0"
"667","10201359","1","56011359","15","1003"
"668","91002","100","56011359","8","0"
"669","10201360","1","56011360","15","1001"
"670","10201361","1","56011361","15","1002"
"671","10201362","1","56011362","15","1003"
"672","91002","50","56011362","8","0"
"673","10201363","1","56011363","15","1001"
"674","10201364","1","56011364","15","1002"
"675","10201365","1","56011365","15","1003"
"676","91002","50","56011365","8","0"
"677","10202017","1","56012017","15","1003"
"678","10201366","1","56011366","15","1001"
"679","10201367","1","56011367","15","1002"
"680","10201368","1","56011368","15","1003"
"681","91002","50","56011368","8","0"
"682","10201369","1","56011369","15","1001"
"683","10201370","1","56011370","15","1002"
"684","10201371","1","56011371","15","1003"
"685","91002","50","56011371","8","0"
"686","10201372","1","56011372","15","1003"
"687","91002","100","56011372","8","0"
"688","10201373","1","56011373","15","1001"
"689","10201374","1","56011374","15","1002"
"690","10201375","1","56011375","15","1003"
"691","91002","50","56011375","8","0"
"692","10201376","1","56011376","15","1001"
"693","10201377","1","56011377","15","1002"
"694","10201378","1","56011378","15","1003"
"695","91002","50","56011378","8","0"
"696","10201379","1","56011379","15","1001"
"697","10201380","1","56011380","15","1002"
"698","10201381","1","56011381","15","1003"
"699","91002","50","56011381","8","0"
"700","10201382","1","56011382","15","1001"
"701","10201383","1","56011383","15","1002"
"702","10201384","1","56011384","15","1003"
"703","91002","50","56011384","8","0"
"704","10201385","1","56011385","15","1003"
"705","91002","100","56011385","8","0"
"706","10201386","1","56011386","15","1001"
"707","10201387","1","56011387","15","1002"
"708","10201388","1","56011388","15","1003"
"709","91002","50","56011388","8","0"
"710","10201389","1","56011389","15","1001"
"711","10201390","1","56011390","15","1002"
"712","10201391","1","56011391","15","1003"
"713","91002","50","56011391","8","0"
"714","10201392","1","56011392","15","1001"
"715","10201393","1","56011393","15","1002"
"716","10201394","1","56011394","15","1003"
"717","91002","50","56011394","8","0"
"718","10201395","1","56011395","15","1003"
"719","91002","100","56011395","8","0"
"720","10201396","1","56011396","15","1003"
"721","91002","100","56011396","8","0"
"722","10201397","1","56011397","15","1001"
"723","10201398","1","56011398","15","1002"
"724","10201399","1","56011399","15","1003"
"725","91002","50","56011399","8","0"
"726","10201400","1","56011400","15","1001"
"727","10201401","1","56011401","15","1002"
"728","10201402","1","56011402","15","1003"
"729","91002","50","56011402","8","0"
"730","10201403","1","56011403","15","1001"
"731","10201404","1","56011404","15","1002"
"732","10201405","1","56011405","15","1003"
"733","91002","50","56011405","8","0"
"734","10201406","1","56011406","15","1003"
"735","91002","100","56011406","8","0"
"736","10201407","1","56011407","15","1001"
"737","10201408","1","56011408","15","1002"
"738","10201409","1","56011409","15","1003"
"739","91002","50","56011409","8","0"
"740","10201410","1","56011410","15","1001"
"741","10201411","1","56011411","15","1002"
"742","10201412","1","56011412","15","1003"
"743","91002","50","56011412","8","0"
"744","10201413","1","56011413","15","1003"
"745","91002","100","56011413","8","0"
"746","10201414","1","56011414","15","1001"
"747","10201415","1","56011415","15","1002"
"748","10201416","1","56011416","15","1003"
"749","91002","50","56011416","8","0"
"750","10201417","1","56011417","15","1001"
"751","10201418","1","56011418","15","1002"
"752","10201419","1","56011419","15","1003"
"753","91002","50","56011419","8","0"
"754","10201420","1","56011420","15","1001"
"755","10201421","1","56011421","15","1002"
"756","10201422","1","56011422","15","1003"
"757","91002","50","56011422","8","0"
"758","10201423","1","56011423","15","1003"
"759","91002","100","56011423","8","0"
"760","10201424","1","56011424","15","1001"
"761","10201425","1","56011425","15","1002"
"762","10201426","1","56011426","15","1003"
"763","91002","50","56011426","8","0"
"764","10201427","1","56011427","15","1001"
"765","10201428","1","56011428","15","1002"
"766","10201429","1","56011429","15","1003"
"767","91002","50","56011429","8","0"
"768","10201430","1","56011430","15","1001"
"769","10201431","1","56011431","15","1002"
"770","10201432","1","56011432","15","1003"
"771","91002","50","56011432","8","0"
"772","10201433","1","56011433","15","1001"
"773","10201434","1","56011434","15","1002"
"774","10201435","1","56011435","15","1003"
"775","91002","50","56011435","8","0"
"776","10201436","1","56011436","15","1003"
"777","91002","100","56011436","8","0"
"778","10201437","1","56011437","15","1001"
"779","10201438","1","56011438","15","1002"
"780","10201439","1","56011439","15","1003"
"781","91002","50","56011439","8","0"
"782","10201440","1","56011440","15","1001"
"783","10201441","1","56011441","15","1002"
"784","10201442","1","56011442","15","1003"
"785","91002","50","56011442","8","0"
"786","10201443","1","56011443","15","1001"
"787","10201444","1","56011444","15","1002"
"788","10201445","1","56011445","15","1003"
"789","91002","50","56011445","8","0"
"790","10201446","1","56011446","15","1003"
"791","91002","100","56011446","8","0"
"792","10201447","1","56011447","15","1001"
"793","10201448","1","56011448","15","1002"
"794","10201449","1","56011449","15","1003"
"795","91002","50","56011449","8","0"
"796","10201450","1","56011450","15","1001"
"797","10201451","1","56011451","15","1002"
"798","10201452","1","56011452","15","1003"
"799","91002","50","56011452","8","0"
"800","10201453","1","56011453","15","1001"
"801","10201454","1","56011454","15","1002"
"802","10201455","1","56011455","15","1003"
"803","91002","50","56011455","8","0"
"804","10201456","1","56011456","15","1001"
"805","10201457","1","56011457","15","1002"
"806","10201458","1","56011458","15","1003"
"807","91002","50","56011458","8","0"
"808","10201459","1","56011459","15","1001"
"809","10201460","1","56011460","15","1002"
"810","10201461","1","56011461","15","1003"
"811","91002","50","56011461","8","0"
"812","10201462","1","56011462","15","1003"
"813","91002","100","56011462","8","0"
"814","10201463","1","56011463","15","1003"
"815","91002","100","56011463","8","0"
"816","10201464","1","56011464","15","1003"
"817","91002","100","56011464","8","0"
"818","10201465","1","56011465","15","1001"
"819","10201466","1","56011466","15","1002"
"820","10201467","1","56011467","15","1003"
"821","91002","50","56011467","8","0"
"822","10201468","1","56011468","15","1001"
"823","10201469","1","56011469","15","1002"
"824","10201470","1","56011470","15","1003"
"825","91002","50","56011470","8","0"
"826","10201471","1","56011471","15","1003"
"827","91002","100","56011471","8","0"
"828","10201472","1","56011472","15","1001"
"829","10201473","1","56011473","15","1002"
"830","10201474","1","56011474","15","1003"
"831","91002","50","56011474","8","0"
"832","10201475","1","56011475","15","1001"
"833","10201476","1","56011476","15","1002"
"834","10201477","1","56011477","15","1003"
"835","91002","50","56011477","8","0"
"836","10201484","1","56011484","15","1003"
"837","91002","100","56011484","8","0"
"838","10201485","1","56011485","15","1001"
"839","10201486","1","56011486","15","1002"
"840","10201487","1","56011487","15","1003"
"841","91002","50","56011487","8","0"
"842","10201488","1","56011488","15","1001"
"843","10201489","1","56011489","15","1002"
"844","10201490","1","56011490","15","1003"
"845","91002","50","56011490","8","0"
"846","10201491","1","56011491","15","1001"
"847","10201492","1","56011492","15","1002"
