b85184b081971cc8d419ec10865c1c9a9185e322e91820311bb46f555fd974e7,9aa0198a8c4f8f06d913987026c9d8912c350136c4c60f67d523f490d2295d3e,a6db57ac5eed8ac3d0e733deed99a18e52bf426629271304ea1665c84049a607,07a7a78e90025c6ec755b71abfcf7b339b08041785f92ccf44f61346952ad935,f9217d40d68b8f666426d9e1fd2168239611d9a8e76dbf693816ea4e807c8742,3d1c480c5f1f86c8ff9703bfdc60b1ad10ffc83bc68d3387176cb8415b59386a,2fe242ea660e7a8aaa0d0c4069480d3d7a91231f169d51c9c9cf1b210f71b8a4,92dac12f8f0d9d2025359f044eda07adcf689d86a2b137b39de0ce9f7258c552,0882c77c91061246851f7682ba30f429d7345d0dfa44b5042ae28b2423ac0a97,46e09d98680c8b26f2f35da54ef17aa2717724f8d85e10a1c209537970457b4e,47b6b104092ce904f189fcb1b4a18f21d5b14ee7714c9c71e4cb1088eea4a16e,cdf01f6fc28ae6d05b760b8fc439d4c290e766400798282ef6a383974b86ee51,0a5274f494b7cef10567736eda46c21acf2941208e7db78bdf6a7abcbbb38087,5e7e6470e82a0b8eea6ccadd427b4e240359de419bc1c6aa9c9a7dcf8b0495d8,c4a910537c5ac499a9f2f7c3f21c91358033e3f78bdd2f8181e8d7c48a7cab40
"シェフィ","0","専用装備が欲しいなら\nこのクエストに挑戦するといいわ\n集めた素材でもっともっと\n強くなりましょう","1","1","2030/12/17 14:59:59","21","0","2","0","106401","-363","21003","2015/12/17 15:00:00","2104010"
"ペコリーヌ","0","専用装備の作成に必要な\nアイテムを獲得できますよ\nたくさん集めてどんどん\n強くなりましょう！","1","1","2030/12/17 14:59:59","21","0","1","0","105801","-363","21004","2015/12/17 15:00:00","0"
"カリン","0","投票はこちらです\nあなたが応援したい女の子に\n思いを込めた一票を\nお願いします！","1","1","2030/12/17 14:59:59","22","0","1","0","190801","-430","22001","2015/12/17 15:00:00","0"
"カリン","0","ようこそ！\nあなたが思いを寄せるのは\nどの女の子ですか？\n応援してあげてくださいね！","1","2","2030/12/17 14:59:59","22","0","1","0","190801","-430","22002","2015/12/17 15:00:00","0"
"カリン","0","たくさんの投票、\nありがとうございました\n結果発表を楽しみに\n待っていてくださいね！","1","3","2030/12/17 14:59:59","23","0","1","0","190801","-430","23001","2015/12/17 15:00:00","0"
"カリン","0","ただ今、人気投票の\n集計中です\n結果が出るまでもう少しだけ\nお待ちくださいね","1","4","2030/12/17 14:59:59","23","0","1","0","190801","-430","23002","2015/12/17 15:00:00","0"
"エリコ（バレンタイン）","10011","あなた様が手伝ってくださった\nチョコレートケーキ\n美味しくないはずがありませんわ","2","1","2030/12/17 14:59:59","24","8","1","4.08","109001","-385","24001","2019/01/31 12:00:00","0"
"エリコ（バレンタイン）","10011","このような失敗、あなた様が\nするはずありません\nもう一度挑戦してみましょう","2","2","2030/12/17 14:59:59","24","8","1","5","109001","-385","24002","2019/01/31 12:00:00","0"
"エリコ（バレンタイン）","10011","あなた様のために\n作っているケーキを\nあなた様に手伝っていただく……\nことになるなんて……クスクス","2","3","2030/12/17 14:59:59","24","8","1","10.11","109001","-385","24003","2019/01/31 12:00:00","0"
"エリコ（バレンタイン）","10011","あまり気に病む必要はありませんわ\nこれからは私がたっぷりと\n時間をかけて教えて差し上げますから","2","4","2030/12/17 14:59:59","24","8","1","4","109001","-385","24004","2019/01/31 12:00:00","0"
"エリコ（バレンタイン）","10011","今回は調子が悪かった……のですか？\nあなた様が手伝ってくれたものなら\nわたしはどんなものでも……クスクス","2","5","2030/12/17 14:59:59","24","8","1","6","109001","-385","24005","2019/01/31 12:00:00","0"
"エリコ（バレンタイン）","10011","あなた様が手がけた\nチョコレートケーキは\n私にとっての宝物……\n侮辱する者は生かしておきませんわ","1","6","2030/12/17 14:59:59","24","0","1","0","109002","0","24006","2019/01/31 12:00:00","0"
"エリコ（バレンタイン）","10011","とても素晴らしい出来栄えですわ！\nあなた様にふさわしい\nチョコレートケーキができました","1","7","2030/12/17 14:59:59","24","0","1","0","109002","0","24007","2019/01/31 12:00:00","0"
"エリコ（バレンタイン）","10011","私を手伝ってくれたあなた様は\nすでに私の虜……\n甘い世界に誘って差し上げますわ","1","8","2030/12/17 14:59:59","24","0","1","0","109002","0","24008","2019/01/31 12:00:00","0"
"エリコ（バレンタイン）","10011","あなた様の愛情\nしかと受け止めました\nこれが……私たちの初めての\n共同作業ですわね……クスクス","1","9","2030/12/17 14:59:59","24","0","1","0","109002","0","24009","2019/01/31 12:00:00","0"
"エリコ（バレンタイン）","10011","これは世界一の\nチョコレートケーキですわ\nだって、あなた様が腕によりをかけて\n作ってくださったんですもの","1","10","2030/12/17 14:59:59","24","0","1","0","109002","0","24010","2019/01/31 12:00:00","0"
"シズル（バレンタイン）","10011","上手にできなくて残念だった？\nでも、弟くんの気持ちが嬉しいな\nいつだってお姉ちゃんは\nそばにいるからね♪","2","1","2030/12/17 14:59:59","24","8","1","2.12","109101","-385","24011","2019/01/31 12:00:00","0"
"シズル（バレンタイン）","10011","うーん、弟くんには珍しく\n緊張しちゃったのかな？\nもう一度チャレンジしてみる？","2","2","2030/12/17 14:59:59","24","8","5","4.19","109101","-385","24012","2019/01/31 12:00:00","0"
"シズル（バレンタイン）","10011","お姉ちゃんのお手伝い、\nよくできました！\nあー、\nまだつまみ食いしちゃダメだぞ！","4","3","2030/12/17 14:59:59","24","8","2","2.3","109101","-385","24013","2019/01/31 12:00:00","0"
"シズル（バレンタイン）","10011","見てみて！\nスポンジに綺麗な焼き目がついてるよ\nさっすが弟くんだね！","1","4","2030/12/17 14:59:59","24","0","1","0","109102","0","24014","2019/01/31 12:00:00","0"
"シズル（バレンタイン）","10011","まぁまぁ、落ち込まないで\n見た目は……個性的だけど、\n味は絶対美味しいはずだから！","2","5","2030/12/17 14:59:59","24","8","5","5.23","109101","-385","24015","2019/01/31 12:00:00","0"
"シズル（バレンタイン）","10011","弟くんみたいな\n可愛いケーキができたよ！\n早く食べてみたいでしょ♪","1","6","2030/12/17 14:59:59","24","0","1","0","109102","0","24016","2019/01/31 12:00:00","0"
"シズル（バレンタイン）","10011","あれれ？　弟くん、指に\nチョコレートがくっついてるよ？\nお姉ちゃんが舐めてあげるね、\nはぁむ！","2","7","2030/12/17 14:59:59","24","8","1","5.01","109101","-385","24017","2019/01/31 12:00:00","0"
"シズル（バレンタイン）","10011","なかなか上手にできたんじゃない？\nでも弟くんはまだまだできる子！\nお姉ちゃん、信じてるからね","1","8","2030/12/17 14:59:59","24","0","1","0","109102","0","24018","2019/01/31 12:00:00","0"
"シズル（バレンタイン）","10011","わぁ～、\nとっても美味しそうにできたね！\n弟くん手慣れてたから\nお姉ちゃん安心して任せられちゃった！","1","9","2030/12/17 14:59:59","24","0","1","0","109102","0","24019","2019/01/31 12:00:00","0"
"シズル（バレンタイン）","10011","や～ん、弟くんが手伝ってくれた\nチョコレートケーキ！\nすっごく美味しそうにできたね♪","1","10","2030/12/17 14:59:59","24","0","1","0","109102","0","24020","2019/01/31 12:00:00","0"
"シェフィ","0","ここから先は神聖な場所みたい\nどんなお宝が眠っているのか、\n今から探索するのが楽しみね♪","1","1","2030/12/17 14:59:59","26","0","2","0","106401","-363","26001","2015/12/17 15:00:00","2104010"
"ペコリーヌ","0","ここから先は神聖な場所\nみたいです！\nどんなお宝が手に入るか\n楽しみですね！","1","1","2030/12/17 14:59:59","26","0","1","0","105801","-363","26002","2015/12/17 15:00:00","0"
"キャル","0","この先は神聖な場所みたい。\n手に入るお宝も並じゃないけど\n気を付けていかないと\n痛い目にあうわよ","1","1","2030/12/17 14:59:59","26","0","1","0","106001","-363","26003","2015/12/17 15:00:00","0"
"コッコロ","0","ここから先は神聖な場所\nでございます。\n気を引き締めてお宝の\n調査探索に参りましょう","1","1","2030/12/17 14:59:59","26","0","1","0","105901","-363","26004","2015/12/17 15:00:00","0"
"シェフィ","0","ここにさらなる力を得るための\nアイテムが眠っている…って\nみんな言ってるわ。ふふっ、\nそれじゃあ挑戦してみましょうか","1","1","2030/12/17 14:59:59","27","0","2","0","106401","-363","27001","2015/12/17 15:00:00","2104010"
"ペコリーヌ","0","ここにさらなる力を得るための\nアイテムが眠っているみたい\nです！　どこから挑戦するか\n迷っちゃいますね！","1","1","2030/12/17 14:59:59","27","0","1","0","105801","-363","27002","2015/12/17 15:00:00","0"
"キャル","0","ここにさらなる力を得るための\nアイテムが眠っているみたい！\nどんどん挑戦して\n強くなっちゃいましょ！","1","1","2030/12/17 14:59:59","27","0","1","0","106001","-363","27003","2015/12/17 15:00:00","0"
"コッコロ","0","こちらにさらなる力を得る\nためのアイテムが眠っている\nようです。主さま、どこから\n挑戦いたしましょう。","1","1","2030/12/17 14:59:59","27","0","1","0","105901","-363","27004","2015/12/17 15:00:00","0"
"カリン","0","ようこそ！\n皆さんの素敵な出会いを\nギルド管理協会が\nお手伝いします！","1","1","2030/12/17 14:59:59","28","0","1","0","190801","-363","28001","2019/09/24 15:00:00","0"
"カリン","0","ギルド管理協会です\nフレンドに関しては\nこちらでご確認ください","1","2","2030/12/17 14:59:59","28","0","1","0","190801","-363","28002","2019/09/24 15:00:00","0"
"カリン","0","こちらがフレンドの\n皆さんです\n素敵な関係を\n築いてくださいね！","1","3","2030/12/17 14:59:59","29","0","1","0","190801","-409","29001","2019/09/24 15:00:00","0"
"カリン","0","こちらの一覧で\nフレンドのプロフィールを\n確認できますよ","1","4","2030/12/17 14:59:59","29","0","1","0","190801","-409","29002","2019/09/24 15:00:00","0"
"カリン","0","フレンド管理は\nこちらになります\n新しいフレンドとの出会いを\n楽しんでくださいね！","1","5","2030/12/17 14:59:59","30","0","1","0","190801","-409","30001","2019/09/24 15:00:00","0"
"カリン","0","フレンドの申請や\n承認ができますよ\nどうぞ、良き交流を！","1","6","2030/12/17 14:59:59","30","0","1","0","190801","-409","30002","2019/09/24 15:00:00","0"
"カリン","0","バトルをして力比べを\nしてみましょう！\n実力が試されますね、\n頑張ってください！","1","7","2030/12/17 14:59:59","31","0","1","0","190801","-409","31001","2019/10/31 12:00:00","0"
"カリン","0","気になるパーティと\nバトルをしてみましょう！\nどちらが勝利するのか、\n私も楽しみにしていますね","1","8","2030/12/17 14:59:59","31","0","1","0","190801","-409","31002","2019/10/31 12:00:00","0"
"カリン","0","ルーキーの皆さんのために\n特別なミッションを\nご用意いたしました！\nぜひ、挑戦してください！","1","1","2020/01/04 4:59:59","32","0","1","0","190801","-409","32001","2019/12/20 5:00:00","0"
"カリン","0","期間限定のキャンペーンを\n開催中です！\nミッションにチャレンジ\nしましょう！","1","2","2020/01/04 4:59:59","32","0","1","0","190801","-409","32002","2019/12/20 5:00:00","0"
"カリン","0","フレンドになって\n初心者の方を応援しましょう！\n素敵な報酬が待っていますよ！","1","3","2020/01/04 4:59:59","33","0","1","0","190801","-409","33001","2019/12/20 5:00:00","0"
"カリン","0","期間限定のキャンペーンを\n開催中です！\nミッションにチャレンジ\nしましょう！","1","4","2020/01/04 4:59:59","33","0","1","0","190801","-409","33002","2019/12/20 5:00:00","0"
"カリン","0","お疲れ様でした！\nミッションの報酬の受け取りは\nこちらからできますよ！","1","5","2020/01/10 11:59:59","34","0","1","0","190801","-409","34001","2020/01/04 5:00:00","0"
"カリン","0","ミッション報酬の受け取りは\nこちら！\n受け取り漏れの無いように\n気を付けてくださいね！","1","6","2020/01/10 11:59:59","34","0","1","0","190801","-409","34002","2020/01/04 5:00:00","0"
"ペコリーヌ","0","過去のストーリーイベントを\n楽しめちゃいますよ！\n遊んだことのないものがあれば\n一緒にやってみましょう♪","2","1","2030/12/17 14:59:59","38","0","1","5.3","105801","-458","38001","2015/12/17 15:00:00","0"
"ペコリーヌ","0","これまでのイベントで登場した\n限定キャラを仲間にできたり\nメモリーピースが手に入る\nみたいですよ。やばいですね☆","2","2","2030/12/17 14:59:59","38","0","1","6.5","105801","-458","38002","2015/12/17 15:00:00","0"
"ペコリーヌ","0","","3","0","2020/04/08 23:59:59","39","9999","3","0","105801","9999","39005","2020/04/01","0"
"カリン","0","これまでに出題された\n問題を振り返ることが\nできますよ\n復習は大切です♪","1","2","2030/12/17 14:59:59","40","0","1","0","190801","-430","40001","2015/12/17 15:00:00","0"
"シェフィ","0","ここでは腕試しが\nできるんですって。\n自分の実力を測るのに、\nちょうどよさそうね。","1","1","2030/12/17 14:59:59","41","0","1","0","106401","-363","41001","2015/12/17 15:00:00","2104010"
"ペコリーヌ","0","ここで腕試しを\nしていきましょう！\n全力全開、\nがんばっちゃいますよ～！","1","1","2030/12/17 14:59:59","41","0","1","0","105801","-363","41002","2015/12/17 15:00:00","0"
"キャル","0","ここで腕試しが\nできるみたいね。\n試してみるのも\nいいんじゃない？","1","1","2030/12/17 14:59:59","41","0","1","0","106001","-363","41003","2015/12/17 15:00:00","0"
"コッコロ","0","腕試しができるようです。\nここで練習を重ね、実戦に\n活かしてまいりましょう。","1","1","2030/12/17 14:59:59","41","0","1","0","105901","-363","41004","2015/12/17 15:00:00","0"
"コッコロ","0","訓練の成果に応じて、\n報酬がもらえるそうです。\n共に励んでいきましょう。","1","1","2030/12/17 14:59:59","42","0","1","0","105901","-416.5","42001","2015/12/17 15:00:00","0"
"シェフィ","0","目標を達成すれば、\n報酬がもらえるみたい。\n頑張り甲斐があるわね。","1","1","2030/12/17 14:59:59","42","0","1","0","106401","-416.5","42002","2015/12/17 15:00:00","2104010"
"ペコリーヌ","0","腕試しをがんばれば、\n報酬がもらえますよ。\n挑戦していきましょう☆","1","1","2030/12/17 14:59:59","42","0","1","0","105801","-416.5","42003","2015/12/17 15:00:00","0"
"キャル","0","ミッションを達成すると、\n報酬が出るんですって。\n一緒にやってみましょ！","1","1","2030/12/17 14:59:59","42","0","1","0","106001","-416.5","42004","2015/12/17 15:00:00","0"
"ペコリーヌ","0","ここからアリーナに\n挑戦できますよ！\n編成を工夫してライバルに\n挑んじゃいましょう！","1","1","2030/12/17 14:59:59","43","0","1","0","105801","-363","43001","2015/12/17 15:00:00","0"
"コッコロ","0","こちらからアリーナに\n挑戦することができます。\n主さまらしい編成で\nライバルに挑みましょう。","1","1","2030/12/17 14:59:59","43","0","1","0","105901","-363","43002","2015/12/17 15:00:00","0"
"キャル","0","ここからアリーナに\n挑戦できるわよ！\nしっかり編成を考えて\nライバルに挑みなさい！","1","1","2030/12/17 14:59:59","43","0","1","0","106001","-363","43003","2015/12/17 15:00:00","0"
"アメス","0","ミッションをクリアすると報酬が\n受け取れるわ。ジャンジャン\nクリアしてバリバリ強化して\nあげなさい♪","1","1","2030/12/17 14:59:59","44","0","1","0","123001","-416.5","43004","2015/12/17 15:00:00","0"
"アメス","0","ぼんやりしてる場合じゃないわ。\n早くミッションをクリアして\n報酬を受け取ってきなさい！","1","2","2030/12/17 14:59:59","44","0","1","0","123001","-416.5","43005","2015/12/17 15:00:00","0"
"アメス","0","ちょっとあんた、報酬が\n受け取れるじゃない！\n忘れずにチェックなさい。\nアメス様との約束よ？","2","3","2030/12/17 14:59:59","45","0","1","5.79","123001","-416.5","43006","2015/12/17 15:00:00","0"
