a06e42877b192e121673e21d01c83a3d173a26af77c35afabd3646901ed437d1,b3b74c3ac1116397bad5de5e36c812a3c1d005b1471e2a3cd8664576633307bd,17f511cc101e785c7f06fdd4a133ee212a03c46f99a05f1342aa4c48bf757c9e,fb600aa2828b62511c374f9d52f4b876e2b7973474f7b9a0d23670bd8e20b122,40304e5dba4d0be8435c4c1a37db3dd70e912c0dd402f6d8d3ae30da3c0eafe6,b4e7a9df0f82b01776cd0eeae240bf1e272be84a9deb13443947cf724cbd0fa7,40bb4e5d20e3d89c184948bf9ba6686f988ed498ec25e4aa2fd4307f8c16969b
"310300","0","81000605","1","0","1","1003301"
"310300","0","81003301","1","0","1","1003302"
"306700","0","81001105","1","0","1","1003401"
"306700","0","81001106","1","0","1","1003402"
"310500","0","100021","2.5","0","2.5","1003501"
"310500","0","100531","2.5","0","2.5","1003502"
"310600","0","81003601","0.4","0","0.4","1003601"
"310600","0","81003602","0.4","0","0.4","1003602"
"306800","0","81001205","1","0","1","1003701"
"306800","0","81001206","1","0","1","1003702"
"310700","0","81003801","1.2","0","1.2","1003801"
"310700","0","81003802","1.2","0","1.2","1003802"
"307000","0","81001305","1","0","1","1003901"
"307000","0","81001306","1","0","1","1003902"
"310800","0","81004001","1","0","1","1004001"
"310800","0","81004002","1","0","1","1004002"
"307300","0","81001505","1","0","1","1004101"
"307300","0","81001506","1","0","1","1004102"
"311100","0","81004201","1","0","1","1004201"
"311100","0","81004202","1","0","1","1004202"
"307800","0","81001905","1","0","1","1004301"
"307800","0","81001906","1","0","1","1004302"
"311300","0","81004401","1","0","1","1004401"
"311300","0","81004402","1","0","1","1004402"
"308000","0","81002101","1","0","1","1004501"
"308000","0","81002102","1","0","1","1004502"
"311400","0","81004601","1","0","1","1004601"
"311400","0","81004602","1","0","1","1004602"
"308200","0","81002301","1","0","1","1004701"
"308200","0","81002302","1","0","1","1004702"
"311500","0","81002405","1","0","1","1004801"
"311500","0","81002406","1","0","1","1004802"
"308400","0","81002501","1","0","1","1004901"
"308400","0","81002502","1","0","1","1004902"
"311600","0","81005001","1.4","-28","1.4","1005001"
"311600","0","81005002","1.4","-28","1.4","1005002"
"308600","0","81002701","1","0","1","1005101"
"308600","0","81002702","1","0","1","1005102"
"312100","0","81000605","1","0","1","1005201"
"312100","0","81003301","1","0","1","1005202"
"307400","0","81001705","1","0","1","1005301"
"307400","0","81001706","1","0","1","1005302"
"312200","0","81003005","1","0","1","1005401"
"312200","0","81003006","1","0","1","1005402"
"309300","0","81002901","1","0","1","1005501"
"309300","0","81002902","1","0","1","1005502"
"312300","0","81005601","1","0","1","1005601"
"312302","0","81005602","1","0","1","1005602"
"310000","0","81003101","1","0","1","1005701"
"310000","0","81003102","1","0","1","1005702"
"312600","0","100021","1.75","0","1.75","1005801"
"312600","0","100531","1.75","0","1.75","1005802"
"312700","0","101821","1","0","1","1005901"
"312700","0","101841","1","0","1","1005902"
"310300","0","81000605","1","0","1","1006001"
"310300","0","81003301","1","0","1","1006002"
"312800","0","81006101","0.65","-27","0.65","1006101"
"312800","0","81006102","0.65","-27","0.65","1006102"
"310500","0","100021","2.5","0","2.5","1006201"
"310500","0","100531","2.5","0","2.5","1006202"
"310600","0","81003601","0.4","0","0.4","1006301"
"310600","0","81003602","0.4","0","0.4","1006302"
"313200","0","81006401","1","-30","1","1006401"
"313200","0","81006402","1","-30","1","1006402"
"310700","0","81003801","1.2","0","1.2","1006501"
"310700","0","81003802","1.2","0","1.2","1006502"
"313100","0","81006601","0.7","-25","0.7","1006601"
"313100","0","81006602","0.7","-25","0.7","1006602"
"310800","0","81004001","1","0","1","1006701"
"310800","0","81004002","1","0","1","1006702"
"313300","0","81006801","1.25","-26","1.25","1006801"
"313300","0","81006802","1.25","-26","1.25","1006802"
"311100","0","81004201","1","0","1","1006901"
"311100","0","81004202","1","0","1","1006902"
"314001","0","81007001","1.25","-30","1.25","1007001"
"314002","0","81007002","1.25","-30","1.25","1007002"
"311300","0","81004401","1","0","1","1007101"
"311300","0","81004402","1","0","1","1007102"
"314100","0","81007201","0.77","-27","0.77","1007201"
"314100","0","81007202","0.77","-27","0.77","1007202"
"311400","0","81004601","1","0","1","1007301"
"311400","0","81004602","1","0","1","1007302"
"314200","0","81007401","1.33","-33","1.33","1007401"
"314200","0","81007402","1.33","-33","1.33","1007402"
"311500","0","81002405","1","0","1","1007501"
"311500","0","81002406","1","0","1","1007502"
"314300","0","81007601","1.7","-20","1.7","1007601"
"314300","0","81007602","1.7","-20","1.7","1007602"
"311600","0","81005001","1.4","-28","1.4","1007701"
"311600","0","81005002","1.4","-28","1.4","1007702"
"314400","0","81007801","1.25","-33","1.25","1007801"
"314400","0","81007802","1.25","-33","1.25","1007802"
"312100","0","81000605","1","0","1","1007901"
"312100","0","81003301","1","0","1","1007902"
"314500","0","81003006","1","-20","1","1008001"
"314500","0","81008002","1","-20","1","1008002"
"312200","0","81003005","1","0","1","1008101"
"312200","0","81003006","1","0","1","1008102"
"314600","0","81003205","1.6","-25","1.6","1008201"
"314600","0","81003206","1.6","-25","1.6","1008202"
"312300","0","81005601","1","0","1","1008301"
"312302","0","81005602","1","0","1","1008302"
"314700","0","100111","1","0","1","1008401"
"314700","0","100431","1","0","1","1008402"
"314800","0","81008501","0.9","0","0.9","1008501"
"314800","0","81008504","0.9","0","0.9","1008502"
"312600","0","100021","1.75","0","1.75","1008601"
"312600","0","100531","1.75","0","1.75","1008602"
"312700","0","101821","1","0","1","1008701"
"312700","0","101841","1","0","1","1008702"
"315100","0","81008801","0.8","-20","0.8","1008801"
"315100","0","81008802","0.8","-20","0.8","1008802"
"312800","0","81006101","0.65","-27","0.65","1008901"
"312800","0","81006102","0.65","-27","0.65","1008902"
"315400","0","102994","0.85","-25","0.85","1009001"
"315400","0","102997","0.85","-25","0.85","1009002"
"313200","0","81006401","1","-30","1","1009101"
"313200","0","81006402","1","-30","1","1009102"
"316000","0","103021","0.95","-20","0.95","1009201"
"316000","0","103011","0.95","-20","0.95","1009202"
"313100","0","81006601","0.7","-25","0.7","1009301"
"313100","0","81006602","0.7","-25","0.7","1009302"
"316200","0","102091","1.5","-20","1.5","1009401"
"316200","0","102111","1.5","-20","1.5","1009402"
"313300","0","81006801","1.25","-26","1.25","1009501"
"313300","0","81006802","1.25","-26","1.25","1009502"
"316300","0","102591","0.77","-27","0.77","1009601"
"316300","0","102601","0.77","-27","0.77","1009602"
"314001","0","81007001","1.25","-30","1.25","1009701"
"314002","0","81007002","1.25","-30","1.25","1009702"
"316400","0","81000405","0.8","-27","0.8","1009801"
"316400","0","81000406","0.8","-27","0.8","1009802"
"314100","0","81007201","0.77","-27","0.77","1009901"
"314100","0","81007202","0.77","-27","0.77","1009902"
"316500","0","81010001","0.95","-20","0.95","1010001"
"316500","0","81010002","0.95","-20","0.95","1010002"
"314200","0","81007401","1.33","-33","1.33","1010101"
"314200","0","81007402","1.33","-33","1.33","1010102"
"316700","0","81010201","0.8","-27","0.8","1010201"
"316700","0","81010202","0.8","-27","0.8","1010202"
"314300","0","81007601","1.7","-20","1.7","1010301"
"314300","0","81007602","1.7","-20","1.7","1010302"
"318000","0","100091","1","-20","1","1010401"
"318000","0","100381","1","-20","1","1010402"
"314400","0","81007801","1.25","-33","1.25","1010501"
"314400","0","81007802","1.25","-33","1.25","1010502"
"318200","0","101361","1","-27","1","1010601"
"318200","0","102961","1","-27","1","1010602"
"314500","0","81003006","1","-20","1","1010701"
"314500","0","81008002","1","-20","1","1010702"
"318100","0","81001505","1.1","-17","1.1","1010801"
"318100","0","81010802","1.1","-17","1.1","1010802"
"314600","0","81003205","1.6","-25","1.6","1010901"
"314600","0","81003206","1.6","-25","1.6","1010902"
"318500","0","101581","0.7","-25","0.7","1011001"
"318500","0","103141","0.7","-25","0.7","1011002"
"318600","0","103151","0.92","-28","0.92","1011101"
"318600","0","103161","0.92","-28","0.92","1011102"
"314700","0","100111","1","0","1","1011201"
"314700","0","100431","1","0","1","1011202"
"314800","0","81008501","0.9","0","0.9","1011301"
"314800","0","81008504","0.9","0","0.9","1011302"
"318300","0","81011401","1.1","-27","1.1","1011401"
"318300","0","81011402","1.1","-27","1.1","1011402"
"315100","0","81008801","0.8","-20","0.8","1011501"
"315100","0","81008802","0.8","-20","0.8","1011502"
"318800","0","102091","1.18","0","1.18","1011601"
"318800","0","102111","1.18","0","1.18","1011602"
"315400","0","102994","0.85","-25","0.85","1011701"
"315400","0","102997","0.85","-25","0.85","1011702"
"319100","0","81011801","1.1","-25","1.1","1011801"
"319100","0","81011802","1.1","-25","1.1","1011802"
"316000","0","103021","0.95","-20","0.95","1011901"
"316000","0","103011","0.95","-20","0.95","1011902"
"318900","0","81012001","1.1","-17","1.1","1012001"
"318900","0","81012002","1.1","-17","1.1","1012002"
"316200","0","102091","1.5","-20","1.5","1012101"
"316200","0","102111","1.5","-20","1.5","1012102"
"319000","0","81012207","1.4","0","1.4","1012201"
"319000","0","81012208","1.4","0","1.4","1012202"
"316300","0","102591","0.77","-27","0.77","1012301"
"316300","0","102601","0.77","-27","0.77","1012302"
"319300","0","103051","0.77","-55","0.77","1012401"
"319300","0","102601","0.77","-55","0.77","1012402"
"316400","0","81000405","0.8","-27","0.8","1012501"
"316400","0","81000406","0.8","-27","0.8","1012502"
"319500","0","81012601","1.18","-30","1.18","1012601"
"319500","0","81012602","1.18","-30","1.18","1012602"
"316500","0","81010001","0.95","-20","0.95","1012701"
"316500","0","81010002","0.95","-20","0.95","1012702"
"320000","0","101111","1.5","0","1.5","1012801"
"320000","0","101131","1.5","0","1.5","1012802"
"316700","0","81010201","0.8","-27","0.8","1012901"
"316700","0","81010202","0.8","-27","0.8","1012902"
"313702","0","81011401","1","0","1","1013001"
"313702","0","81013002","1","0","1","1013002"
"318000","0","100091","1","-20","1","1013101"
"318000","0","100381","1","-20","1","1013102"
"320200","0","100941","0.7","-50","0.7","1013201"
"320200","0","100961","0.7","-50","0.7","1013202"
"320200","0","100961","0.7","-50","0.7","1013203"
"318200","0","101361","1","-27","1","1013301"
"318200","0","102961","1","-27","1","1013302"
"318200","0","102961","1","-27","1","1013303"
"320300","-20","81013401","1","-50","1","1013401"
"320300","-20","81013402","1","-50","1","1013402"
"320300","-20","81013402","1","-50","1","1013403"
"318100","0","81001505","1.1","-17","1.1","1013501"
"318100","0","81010802","1.1","-17","1.1","1013502"
"318100","0","81010802","1.1","-17","1.1","1013503"
"320400","0","81013601","1","0","1","1013601"
"320400","0","81013602","1","0","1","1013602"
"320400","0","81013602","1","0","1","1013603"
"320500","0","81013701","0.65","10","0.65","1013701"
"320500","0","81013702","0.65","10","0.65","1013702"
"320500","0","81013702","0.65","10","0.65","1013703"
"318500","0","101581","0.7","-25","0.7","1013801"
"318500","0","103141","0.7","-25","0.7","1013802"
"318500","0","103141","0.7","-25","0.7","1013803"
"318600","0","103151","0.9","0","0.9","1013901"
"318600","0","103161","0.9","0","0.9","1013902"
"318600","0","103161","0.9","0","0.9","1013903"
"320700","0","101951","1.2","-20","1.2","1014001"
"320700","0","101951","1.2","-20","1.2","1014002"
"320700","0","101951","1.2","-20","1.2","1014003"
"318300","0","81011401","1.1","-27","1.1","1014101"
"318300","0","81011402","1.1","-27","1.1","1014102"
"318300","0","81011402","1.1","-27","1.1","1014103"
"320900","0","100371","1","-10","1","1014201"
"320900","0","100381","1","-10","1","1014202"
"320900","0","100381","1","-10","1","1014203"
"318800","0","102091","1.18","0","1.18","1014301"
"318800","0","102111","1.18","0","1.18","1014302"
"318800","0","102111","1.18","0","1.18","1014303"
"321100","0","100021","0.75","-10","0.75","1014401"
"321100","0","100691","0.75","-10","0.75","1014402"
"321100","0","100691","0.75","-10","0.75","1014403"
"319100","0","81011801","1.1","-25","1.1","1014501"
"319100","0","81011802","1.1","-25","1.1","1014502"
"319100","0","81011802","1.1","-25","1.1","1014503"
"321200","0","81014601","0.85","-25","0.85","1014601"
"321200","0","81014602","0.85","-25","0.85","1014602"
"321200","0","81014602","0.85","-25","0.85","1014603"
"318900","0","81012001","1.1","-17","1.1","1014701"
"318900","0","81012002","1.1","-17","1.1","1014702"
"318900","0","81012002","1.1","-17","1.1","1014703"
"321300","0","81014801","1.1","-30","1.1","1014801"
"321300","0","81014802","1.1","-30","1.1","1014802"
"321300","0","81014802","1.1","-30","1.1","1014803"
"319000","0","81012207","1.4","0","1.4","1014901"
"319000","0","81012208","1.4","0","1.4","1014902"
"319000","0","81012208","1.4","0","1.4","1014903"
"321400","0","81015001","0.91","-10","0.91","1015001"
"321400","0","81015001","0.91","-10","0.91","1015002"
"321400","0","81015001","0.91","-10","0.91","1015003"
"319300","0","103051","0.77","-55","0.77","1015101"
"319300","0","102601","0.77","-55","0.77","1015102"
"319300","0","102601","0.77","-55","0.77","1015103"
"321700","-20","81015201","0.61","0","0.61","1015201"
"321700","-20","81015202","0.61","0","0.61","1015202"
"321700","-20","81015202","0.61","0","0.61","1015203"
"307400","0","81001705","1","0","1","1015301"
"307400","0","81001706","1","0","1","1015302"
"307400","0","81001706","1","0","1","1015303"
"321800","0","100051","1","-10","1","1015401"
"321800","0","100931","1","-10","1","1015402"
"321800","0","100931","1","-10","1","1015403"
"319500","0","103311","1.18","-30","1.18","1015501"
"319500","0","103321","1.18","-30","1.18","1015502"
"319500","0","103321","1.18","-30","1.18","1015503"
"322100","0","81015601","0.73","13","0.73","1015601"
"322100","0","81015602","0.73","13","0.73","1015602"
"322100","0","81015602","0.73","13","0.73","1015603"
