0a01e479d196b001ad958237398943050ff783b5d0bf6e4e401b83e0599bd60e,9776e3500ef94ee99d4bf0304de57609e4f31169e5eba118de964aa952bd2c3f,677343f937eae4333f5912c0095ddbf89723bbb3c386ed2f310f1577fb27db5a,0543416e65ca6ead7ad04c067e2ad4fce6925646768f4f569d9beab5afc7ab15,49edb1f913d5049811faccff4773ae2d9166fa6144f354ca6c4de93e7a22a171,6f4852efbece8e27bddea277afb821838e89b174a00950b683ab53cba1974fd1,000f98018215620ec70640a8ca7d11b961f2ae3bc0aea9cbca9dca76845d69ee,7571d34838de0096a6f33f2c41451774af457ddd868bba0ac70d4dbcfee3ff50,2098cc11d27f9783f7a4e49184a700f69ae23c4ba16c6709437831009fa44c88,e9fbb0a0164f2a9ee4b3de496c6a0faa5563e51f66c790ff539c5ef5db31ba39,7db687addb59c54df862e333f944c9ab3f5aa783866178e53bc3ceb6bca5b998
"100731","0","15","","11","1150004","0","","10","空は気持ちいいの～\nこれが天にも昇る\n気持ちってやつなの",""
"0","","15","","91","1150005","","","","",""
"103131","0","15","","3","1150006","","","1","03_uek_15_father",""
"103131","0","15","","11","1150007","0","","10","ガキんちょもか？\nオレも身体が\n軽くなってきたぞ！",""
"0","","15","","91","1150008","","","","",""
"103131","0","15","","3","1150009","","","1","03_uek_talk_normal",""
"103131","0","15","","11","1150010","0","","10","ミヤコさんは\n本当に昇天しちゃ\nだめですよ…？",""
"0","","15","","91","1150011","","","","",""
"103131","0","15","0.2","3","1150012","","","1","03_uek_cmn_idol_def_N",""
"1","-45","16","1.3","1","1160001","-110","0","100","112431","01_uek_cmn_idol_def_N"
"1","-15","16","1.3","1","1160002","40","1","100","105831","01_uek_cmn_idol_def_N"
"1","10","16","1.3","1","1160003","140","1","100","105931","01_uek_cmn_idol_def_N"
"105931","0","16","","3","1160004","01_uek_cmn_idol_def_N","","0","01_uek_01_kokkoro",""
"112431","1","16","","3","1160005","01_uek_cmn_idol_def_N","","0","01_uek_01_uduki",""
"105831","1","16","","3","1160006","01_uek_cmn_idol_def_N","","0","01_uek_01_peko",""
"0","","16","","91","1160007","","","","",""
"105931","1","16","","3","1160008","","","1","01_uek_talk_normal",""
"105931","0","16","","11","1160009","0","","10","ウヅキさま。先は長\nそうですが、休まな\nくて大丈夫ですか？",""
"0","","16","","91","1160010","","","","",""
"105931","1","16","","3","1160011","","","1","01_uek_cmn_idol_def_N",""
"112431","","16","","3","1160012","","","1","01_uek_talk_joy1",""
"112431","0","16","","11","1160013","0","","10","はい、平気です！\nとっても楽しくって\nやばいです☆",""
"1.5","","16","","93","1160014","","","","",""
"112431","1","16","0.2","3","1160015","01_uek_16_uduki_loop","","0","01_uek_16_uduki",""
"1160013","","16","","91","1160016","","","","",""
"105831","","16","","3","1160017","","","1","01_uek_talk_joy1",""
"105831","0","16","","11","1160018","0","","10","元気いっぱいですね\nウヅキさん、一緒に\n頑張りましょう～☆",""
"2.2","","16","","93","1160019","","","","",""
"105831","1","16","0.2","3","1160020","01_uek_16_uduki_loop","","0","01_uek_16_peco",""
"1160018","","16","","91","1160021","","","","",""
"1","10","17","1.3","1","1170001","150","1","300","102331","03_uek_cmn_idol_def_N"
"1","-15","17","1.3","1","1170002","-100","0","100","102131","03_uek_cmn_idol_def_N"
"3","1.3","17","0","31","1170003","10","","20","3",""
"102331","1","17","0.2","3","1170004","03_uek_17_ayane_loop","0.2","0","03_uek_17_ayane",""
"102131","1","17","0.2","3","1170005","03_uek_cmn_idol_def_N","","0","03_uek_cmn_pose05",""
"3","","17","","32","1170006","","","","1",""
"102331","0","17","","11","1170007","0","","10","見て見て！\n雲でぷうきちを\n作ったよー！",""
"0","","17","","91","1170008","","","","",""
"102131","","17","0.2","3","1170009","","","1","03_uek_talk_joy1",""
"102131","0","17","","11","1170010","0","","10","わぁ、すご～い…！\n私も何か\n作りたいなぁ…♪",""
"0","","17","","91","1170011","","","","",""
"102131","","17","0.2","3","1170012","","","1","03_uek_cmn_idol_def_N",""
"1","45","18","1.3","1","1180001","229","0","100","112631","01_uek_cmn_idol_def_N"
"1","20","18","1.3","1","1180002","170","0","110","105831","01_uek_cmn_idol_def_N"
"1","-10","18","1.3","1","1180003","-85","0","100","105931","01_uek_cmn_idol_def_N"
"112631","1","18","","3","1180004","01_uek_18_mio_loop","","0","01_uek_18_mio",""
"112631","0","18","","11","1180005","0","","10","だいぶ登ったね～\nちょっと下のほう\n見てみようよ！",""
"0","","18","","91","1180006","","","","",""
"105831","1","18","","3","1180007","01_uek_18_mio_loop","","0","01_uek_18_mio",""
"105831","0","18","","11","1180008","0","","10","そうですね！\nえーと、どれどれ…\nって、わわわわ！",""
"3","","18","","93","1180009","","","","",""
"105831","1","18","","2","1180010","2","","5","170",""
"1180008","","18","","91","1180011","","","","",""
"105931","1","18","","3","1180012","01_uek_cmn_idol_def_N","","0","01_uek_18_kokkoro",""
"105931","0","18","","11","1180013","0","","10","ふふ、お二人とも\nはしゃがれて、楽し\nそうでございますね",""
"1","110","19","1.3","1","1190001","402","0","100","101231","02_uek_19_hatsune"
"1","30","19","1.3","1","1190002","166","0","100","103831","02_uek_talk_surprise2"
"103831","0","19","0.2","3","1190003","","","1","02_uek_talk_surprise2",""
"103831","0","19","","11","1190004","0","","10","あ！　お姉ちゃん！\nこんなところで\n寝ちゃ危ないよー！",""
"0","","19","","91","1190005","","","","",""
"101231","0","19","","11","1190006","0","","10","しおりんの声が\n聞こえたような…\nすやぁ…☆",""
"2","-35","20","0.9","1","1200001","-195","0","100","105831","05_idle"
"2","30","20","1.4","1","1200002","150","0","1000","304602","304602_idle"
"102","1","20","1","31","1200003","50","","150","17",""
"103","1","20","1","31","1200004","400","","150","18",""
"1","25","21","1.3","1","1210001","185","0","110","105931","01_uek_21_kokkoro_loop"
"1","-5","21","1.3","1","1210002","65","0","120","112531","01_uek_21_rin_loop"
"1","-35","21","1.3","1","1210003","-140","0","100","106031","01_uek_cmn_idol_def_N"
"105931","0","21","","11","1210004","0","","10","風が心地よいですね\n優しく、囁きかけて\nいるように感じます",""
"0","","21","","91","1210005","","","","",""
"112531","0","21","","11","1210006","0","","10","上に向かう私たちに\n蒼い風が語りかけて\nきてるのかもね…",""
"0","","21","","91","1210007","","","","",""
"106031","1","21","","3","1210008","01_uek_cmn_idol_def_N","","0","01_uek_21_kyaru",""
"106031","0","21","","11","1210009","0","","10","…あんたたち\nなんか妙なところで\nシンクロしてるわね",""
"0","","21","","91","1210010","","","","",""
"1","40","22","1.3","1","1220001","180","0","100","105831","01_uek_cmn_idol_def_N"
"4","1.3","22","1","31","1220002","250","","420","4",""
"105831","","22","0.2","3","1220003","","","1","01_uek_cmn_pose03",""
"105831","0","22","","11","1220004","0","","10","おにぎり型の雲って\nどんな味がするんで\nしょう…じゅるり☆",""
"0","","22","","91","1220005","","","","",""
"1","5","23","1.3","1","1230001","33","0","100","105231","03_uek_cmn_idol_def_N"
"1","40","23","1.3","1","1230002","200","0","1010","102631","03_uek_23_rin"
"1","-25","23","1.3","1","1230003","-110","0","100","103331","03_uek_cmn_idol_def_N"
"5","1","23","1","31","1230004","32","","220","5",""
"102631","","23","0.2","3","1230005","","","1","03_uek_23_rin",""
"102631","0","23","","11","1230006","0","","10","この雲、ふかふかで\n気持ちいい～\nぐっすり眠れそう～",""
"0","","23","","91","1230007","","","","",""
"102631","0","23","","2","1230008","45","","40","1100",""
"5","0","23","","33","1230009","45","","32","1120",""
"105231","","23","0.2","3","1230010","","","1","03_uek_cmn_pose04",""
"103331","","23","0.2","3","1230011","","","1","03_uek_talk_surprise2",""
"105231","0","23","","11","1230012","0","","10","リンちゃんの寝てる\n雲が流されてるわ！\nど、どうしよう！",""
"0","","23","","91","1230013","","","","",""
"103331","0","23","","11","1230014","0","","10","干し草のほうが\nふかふかだべー！\n戻ってくるべさー！",""
"0","","23","","91","1230015","","","","",""
"1","-45","24","1.3","1","1240001","-240","0","10","105531","03_uek_24_ayumi"
"105531","0","24","","3","1240002","","","1","03_uek_24_ayumi",""
"105531","0","24","","11","1240003","0","","10","あっ、あそこに\n先輩がいる\nじーーーー…",""
"1","15","25","1.3","1","1250001","175","1","100","103631","03_uek_cmn_idol_def_N"
"1","-10","25","1.3","1","1250002","-36","0","100","100431","03_uek_cmn_idol_def_N"
"1","-45","25","1.3","1","1250003","-158","0","100","102031","03_uek_cmn_idol_def_N"
"102031","0","25","","3","1250004","","","1","03_uek_cmn_pose06",""
"102031","0","25","","11","1250005","0","","10","お空で遊ぶのって\nすごく気持ちいいね\nるんたった～♪",""
"0","","25","","91","1250006","","","","",""
"100431","1","25","","3","1250007","03_uek_25_misogi_loop","","0","03_uek_25_misogi",""
"100431","0","25","","11","1250008","0","","10","うん！　キョウカも\nそう思うでしょー？\n…わぁっ！",""
"103631","0","25","","3","1250009","03_uek_25_kyouka_loop","","1","03_uek_25_kyouka",""
"0","","25","","91","1250010","","","","",""
"103631","0","25","","11","1250011","0","","10","ちょっとミソギ！\n落ちたら危ないから\nおどかさないでよ！",""
"0","","25","","91","1250012","","","","",""
"1","-43","27","1.3","1","1270001","-179","0","100","104831","01_uek_cmn_idol_def_N"
"1","-14","27","1.3","1","1270002","0","0","100","104631","01_uek_27_tamaki_loop"
"1","24","27","1.3","1","1270003","200","1","100","103231","01_uek_cmn_idol_def_N"
"104631","0","27","","11","1270004","0","","10","はぁはぁ…\nも、もう限界にゃ…\n帰りたいにゃ…",""
"0","","27","","91","1270005","","","","",""
"104831","1","27","","3","1270006","01_uek_talk_normal","","0","01_uek_cmn_pose02",""
"104831","0","27","","11","1270007","0","","10","効率的な体力配分で\n登れば、これくらい\n楽勝のはずよ",""
"0","","27","","91","1270008","","","","",""
"104831","0","27","0.3","3","1270009","","","1","01_uek_cmn_idol_def_N",""
"103231","0","27","","3","1270010","","","1","01_uek_27_akino_loop",""
"103231","0","27","","11","1270011","0","","10","おーっほっほっほ！\nいい眺めですわ！\n先が楽しみですわね",""
"1","-10","28","1.3","1","1280001","0","0","110","102931","04_uek_cmn_idol_def_N"
"1","-30","28","1.3","1","1280002","-120","0","120","104231","04_uek_cmn_idol_def_N"
"1","10","28","1.3","1","1280003","120","0","100","105431","04_uek_cmn_idol_def_N"
"6","1.3","28","0","31","1280004","10","","35","6",""
"6","1.3","28","0","31","1280005","-10","","-85","9",""
"6","1.3","28","0","31","1280006","30","","155","10",""
"102931","","28","0.2","3","1280007","","","1","04_uek_28_nozomi",""
"104231","","28","0.2","3","1280008","","","1","04_uek_28_chika",""
"105431","","28","0.2","3","1280009","","","1","04_uek_28_tsumugi",""
"6","","28","","32","1280010","","","","1",""
"9","","28","","32","1280011","","","","1",""
"10","","28","","32","1280012","","","","1",""
"102931","0","28","","11","1280013","0","","10","空の上でも\nカルミナ…\nオンステージ！",""
"0","","28","","91","1280014","","","","",""
"104231","0","28","","11","1280015","0","","10","風が気持ちいい…！\n精霊たちも\n楽しそうです！",""
"0","","28","","91","1280016","","","","",""
"105431","0","28","","11","1280017","0","","10","最っ高ですね！\nアンコールまで\n駆け抜けましょう！",""
"0","","28","","91","1280018","","","","",""
"1","-10","29","1.3","1","1290001","-40","0","100","101531","03_uek_cmn_idol_def_N"
"1","10","29","1.3","1","1290002","95","1","100","101831","03_uek_cmn_idol_def_N"
"101831","0","29","","3","1290003","","","1","03_uek_talk_joy1",""
"101831","0","29","","11","1290004","0","","10","気持ちいいところね\n遠足で生徒たちも\n連れてこようかしら",""
"0","","29","","91","1290005","","","","",""
"101831","0","29","0.3","3","1290006","","","1","03_uek_cmn_idol_def_N",""
"101531","0","29","0.3","3","1290007","","","1","03_uek_talk_joy1",""
"101531","0","29","","11","1290008","0","","10","あらあら～、じゃあ\n里の子どもたちも\nご一緒したいです～",""
"0","","29","","91","1290009","","","","",""
"101531","0","29","0.3","3","1290010","","","1","03_uek_cmn_idol_def_N",""
"2","-35","30","0.9","1","1300001","-195","0","100","105831","05_idle"
"2","-50","30","1.5","1","1300002","150","0","1000","307505","307505_idle"
"102","1","30","1","31","1300003","50","","150","19",""
"103","1","30","1","31","1300004","400","","150","20",""
"307505","1","30","0","3","1300005","307505_idle","","0","307505_awake",""
"1","10","31","1.3","1","1310001","140","0","110","105831","01_uek_cmn_idol_def_N"
"1","0","31","1.3","1","1310002","20","0","110","105931","01_uek_cmn_idol_def_N"
"1","-55","31","1.3","1","1310003","-200","0","110","106031","01_uek_26_kyaru_loop"
"1","","31","","93","1310004","","","","",""
"105831","","31","","4","1310005","","","","1",""
"105831","","31","0","3","1310006","","","1","01_uek_cmn_pose04",""
"105831","","31","","11","1310007","","","10","見てください！\nお星様の世界です！\nすごい景色ですね☆",""
"2.3","","31","","93","1310008","","","","",""
"105831","0","31","0.2","3","1310009","","","0","01_uek_cmn_idol_def_N",""
"1310007","","31","","91","1310010","","","","",""
"105831","0","31","0.2","3","1310011","","","1","01_uek_cmn_idol_def_N",""
"105931","","31","","3","1310012","","","1","01_uek_talk_normal",""
"105931","","31","","11","1310013","","","10","本当に素晴らしい\n場所でございます\n堪能いたしましょう",""
"0","","31","","91","1310014","","","","",""
"105931","","31","0.2","3","1310015","","","1","01_uek_cmn_idol_def_N",""
"106031","","31","","11","1310016","","","10","何落ち着いてるのよ\nおかしいでしょ\nなんか色々と…！",""
"1","91","32","1.3","1","1320001","255","1","100","104531","02_uek_32_kuka_loop"
"1","-29","32","1.3","1","1320002","-97","0","100","105331","02_uek_cmn_idol_def_N"
"1","0","32","1.3","1","1320003","50","0","100","103031","02_uek_cmn_idol_def_N"
"104531","0","32","0.5","3","1320004","","","0","02_uek_32_kuka",""
"105331","1","32","0.5","3","1320005","02_uek_talk_surprise2","","0","02_uek_cmn_shock_def_N",""
"103031","1","32","0.5","3","1320006","02_uek_talk_surprise2","","0","02_uek_cmn_shock_def_N",""
"0","","32","","91","1320007","","","","",""
"103031","0","32","0.5","3","1320008","","","1","02_uek_talk_surprise2",""
"103031","0","32","","11","1320009","0","","10","せっかく見つけた\nクウカがまた\n飛んでマス！",""
"0","","32","","91","1320010","","","","",""
"105331","0","32","0.5","3","1320011","","","1","02_uek_talk_surprise2",""
"105331","0","32","","11","1320012","0","","10","やっぱりよろこんで\nなかったか！？",""
"1","0","33","1.3","1","1330001","0","1","100","100831","02_uek_cmn_idol_def_N"
"7","1.3","33","1","31","1330002","130","","-120","7",""
"100831","1","33","0.2","3","1330003","02_uek_33_yuki_loop","","0","02_uek_33_yuki",""
"100831","0","33","","11","1330004","0","","10","星の輝きを浴びた\nボクはまた一段と\n美しいね…",""
"0","","33","","91","1330005","","","","",""
"1","0","34","1.3","1","1340001","10","1","110","100931","02_uek_cmn_idol_def_N"
"1","10","34","1.3","1","1340002","180","1","110","101331","02_uek_cmn_idol_def_N"
"1","","34","","93","1340003","","","","",""
"101331","1","34","0.2","3","1340004","02_uek_cmn_idol_def_N","0.2","1","02_uek_cmn_pose01",""
"101331","0","34","","11","1340005","0","","10","ウチュウキター！\nテンション爆上がり\nですしおすし！",""
"0","","34","","91","1340006","","","","",""
"100931","1","34","0.2","3","1340007","02_uek_34_anna_loop","0","0","02_uek_34_anna",""
"100931","0","34","","11","1340008","0","","10","くくく…星の力を\n強く感じるぞ！\n覚醒の時は近い…！",""
"1","-60","35","1.3","1","1350001","-200","1","100","100231","01_uek_cmn_idol_def_N"
"1","10","35","1.3","1","1350002","0","1","100","100331","01_uek_cmn_idol_def_N"
"1","20","35","1.3","1","1350003","200","1","100","100131","01_uek_cmn_idol_def_N"
"8","1","35","1","31","1350004","270","","0","8",""
"100231","1","35","0.2","3","1350005","01_uek_35_yui_loop","0.2","0","01_uek_35_yui",""
"100331","1","35","0.2","3","1350006","01_uek_35_rei_loop","0.2","0","01_uek_35_rei",""
"100131","","35","0.2","3","1350007","","","1","01_uek_cmn_pose03",""
"100231","0","35","","11","1350008","0","","10","見て、流れ星…！\nみんなで願い事を\nしようよ",""
"0","","35","","91","1350009","","","","",""
"100331","0","35","","11","1350010","0","","10","ああ、そうだね\n私たちにぴったりな\nシチュエーションだ",""
"0","","35","","91","1350011","","","","",""
"100131","0","35","","11","1350012","0","","10","さんせーい！\nじゃあ、あたしは…\nうーん、うーん…！",""
"0","","35","","91","1350013","","","","",""
