9e4383e854d4eea1266a6eeaf62966d9153f229ecc83fa9d3789098737384f67,e4522dbb549162e8ea98d20e8376ead0db794935f62b32161a97341aacf07546,f8fd60edee475eae08c584d945ef60641c4eef0d1f6d1c43d4914087ba863756,65c4b71f28e1825eafe4392facfe161b78ce0a1d1ce71de4c94db2e6753bd2e1,521a636d3c19cf37367390989f1df1fdee257b2216eaa489ccf5f42de6bb36c2,30a371d2563833ea04479858b3f904000c5ef8a36c011dc473788b09ca9cbd9b,b1c74539ca15ae0b6891c17d4935668ff3b4c8374bfbb9e06d10a263064aee4b,3d6c289276eb1535347180515704e6606cf9397dbcfc45ab1e4da40cab260d0b,01bec91c3d5e392da12d7ce7f680bf39eabfb631f4e6ed93869788ce24008605,80a77cbe2d6b9048ee9357a8fde1c6d27c17f7031cda19479ec56b89081b531a,8404e73c22e342ca396467cfb5dfa3ecdbb60bced42d197604fbefd16ccafd46,07869d0935580bb62f504cfe3b1b1246abf7934ec975969edf375b626467d09b
"25","1.763","0","4","1009806","0","1","0","0","0","0","100980625"
"26","0","1.308","1","1009806","11","0","205","0","0","0","100980626"
"27","2.308","0","4","1009806","0","1","0","0","0","0","100980627"
"28","0","0","2","1009806","0","0","0","0","vo_lsv_0605","vo_lsv","100980628"
"29","0","1","1","1009806","11","0","320","205","0","0","100980629"
"30","1","0","4","1009806","0","1","0","0","0","0","100980630"
"31","0","1.853","1","1009806","12","0","270","0","0","0","100980631"
"1","0.8","0","4","1009807","0","1","0","0","0","0","100980701"
"2","0","0","2","1009807","0","0","0","0","vo_lsv_0701","vo_lsv","100980702"
"3","0","1.355","1","1009807","1","0","300","0","0","0","100980703"
"4","1.355","0","4","1009807","0","1","0","0","0","0","100980704"
"5","0","1.126","1","1009807","2","0","300","0","0","0","100980705"
"6","1.126","0","4","1009807","0","1","0","0","0","0","100980706"
"7","0","1.641","1","1009807","3","0","300","0","0","0","100980707"
"8","2","0","4","1009807","0","1","0","0","0","0","100980708"
"9","0","0","2","1009807","0","0","0","0","vo_lsv_0702","vo_lsv","100980709"
"10","0","1.325","1","1009807","4","0","300","0","0","0","100980710"
"11","1.325","0","4","1009807","0","1","0","0","0","0","100980711"
"12","0","1.891","1","1009807","5","0","327","0","0","0","100980712"
"13","2.437","0","4","1009807","0","1","0","0","0","0","100980713"
"14","0","1.93","1","1009807","6","0","327","0","0","0","100980714"
"15","2.93","0","4","1009807","0","1","0","0","0","0","100980715"
"16","0","0","2","1009807","0","0","0","0","vo_lsv_0703","vo_lsv","100980716"
"17","0","1.84","1","1009807","7","0","300","0","0","0","100980717"
"18","2.361","0","4","1009807","0","1","0","0","0","0","100980718"
"19","0","1.38","1","1009807","8","0","300","0","0","0","100980719"
"20","1.38","0","4","1009807","0","1","0","0","0","0","100980720"
"21","0","1.399","1","1009807","9","0","300","0","0","0","100980721"
"22","2.399","0","4","1009807","0","1","0","0","0","0","100980722"
"23","0","0","2","1009807","0","0","0","0","vo_lsv_0704","vo_lsv","100980723"
"24","0","2.268","1","1009807","10","0","300","0","0","0","100980724"
"25","2.268","0","4","1009807","0","1","0","0","0","0","100980725"
"26","0","1.299","1","1009807","11","0","300","0","0","0","100980726"
"1","0.8","0","4","1009808","0","1","0","0","0","0","100980801"
"2","0","0","2","1009808","0","0","0","0","vo_lsv_0801","vo_lsv","100980802"
"3","0","1.4","1","1009808","1","0","300","0","0","0","100980803"
"4","1.4","0","4","1009808","0","1","0","0","0","0","100980804"
"5","0","1","1","1009808","2","0","300","0","0","0","100980805"
"6","2","0","4","1009808","0","1","0","0","0","0","100980806"
"7","0","0","2","1009808","0","0","0","0","vo_lsv_0802","vo_lsv","100980807"
"8","0","1.6","1","1009808","3","0","300","0","0","0","100980808"
"9","1.8","0","4","1009808","0","1","0","0","0","0","100980809"
"10","0","1","1","1009808","4","0","300","0","0","0","100980810"
"11","1","0","4","1009808","0","1","0","0","0","0","100980811"
"12","0","1.5","1","1009808","5","0","300","0","0","0","100980812"
"13","2.5","0","4","1009808","0","1","0","0","0","0","100980813"
"14","0","0","2","1009808","0","0","0","0","vo_lsv_0803","vo_lsv","100980814"
"15","0","1.9","1","1009808","6","0","320","0","0","0","100980815"
"16","2.5","0","4","1009808","0","1","0","0","0","0","100980816"
"17","0","1.3","1","1009808","7","0","240","0","0","0","100980817"
"18","2.3","0","4","1009808","0","1","0","0","0","0","100980818"
"19","0","0","2","1009808","0","0","0","0","vo_lsv_0804","vo_lsv","100980819"
"20","0","1.3","1","1009808","8","0","300","0","0","0","100980820"
"21","1.3","0","4","1009808","0","1","0","0","0","0","100980821"
"22","0","1.5","1","1009808","9","0","300","0","0","0","100980822"
"23","2.5","0","4","1009808","0","1","0","0","0","0","100980823"
"24","0","0","2","1009808","0","0","0","0","vo_lsv_0805","vo_lsv","100980824"
"25","0","1.4","1","1009808","10","0","300","0","0","0","100980825"
"26","2.6","0","4","1009808","0","1","0","0","0","0","100980826"
"27","0","0","2","1009808","0","0","0","0","vo_lsv_0806","vo_lsv","100980827"
"28","0","1.363","1","1009808","11","0","327","15","0","0","100980828"
"1","0.8","0","4","1009809","0","1","0","0","0","0","100980901"
"2","0","0","2","1009809","0","0","0","0","vo_lsv_0901","vo_lsv","100980902"
"3","0","2.1","1","1009809","1","0","300","0","0","0","100980903"
"4","2.9","0","4","1009809","0","1","0","0","0","0","100980904"
"5","0","0","2","1009809","0","0","0","0","vo_lsv_0902","vo_lsv","100980905"
"6","0","2.46","1","1009809","2","0","327","0","0","0","100980906"
"7","2.64","0","4","1009809","0","1","0","0","0","0","100980907"
"8","0","1.845","1","1009809","3","0","327","0","0","0","100980908"
"9","1.85","0","4","1009809","0","1","0","0","0","0","100980909"
"10","0","1.735","1","1009809","4","0","300","0","0","0","100980910"
"11","2","0","4","1009809","0","1","0","0","0","0","100980911"
"12","0","0","2","1009809","0","0","0","0","vo_lsv_0903","vo_lsv","100980912"
"13","0","2.484","1","1009809","5","0","327","0","0","0","100980913"
"14","2.663","0","4","1009809","0","1","0","0","0","0","100980914"
"15","0","1.546","1","1009809","6","0","327","0","0","0","100980915"
"16","1.55","0","4","1009809","0","1","0","0","0","0","100980916"
"17","0","1.205","1","1009809","7","0","327","0","0","0","100980917"
"18","1.5","0","4","1009809","0","1","0","0","0","0","100980918"
"19","0","0","2","1009809","0","0","0","0","vo_lsv_0904","vo_lsv","100980919"
"20","0","2.079","1","1009809","8","0","327","0","0","0","100980920"
"21","2.4","0","4","1009809","0","1","0","0","0","0","100980921"
"22","0","2.05","1","1009809","9","0","327","0","0","0","100980922"
"23","2.35","0","4","1009809","0","1","0","0","0","0","100980923"
"24","0","2.55","1","1009809","10","0","327","0","0","0","100980924"
"1","0.8","0","4","1009810","0","1","0","0","0","0","100981001"
"2","0","0","2","1009810","0","0","0","0","vo_lsv_1001","vo_lsv","100981002"
"3","0","1.707","1","1009810","1","0","300","0","0","0","100981003"
"4","1.717","0","4","1009810","0","1","0","0","0","0","100981004"
"5","0","0.75","1","1009810","2","0","90","0","0","0","100981005"
"6","1.15","0","4","1009810","0","1","0","0","0","0","100981006"
"7","0","1.46","1","1009810","2","0","327","92","0","0","100981007"
"8","1.66","0","4","1009810","0","1","0","0","0","0","100981008"
"9","0","2.03","1","1009810","3","0","327","0","0","0","100981009"
"10","2.23","0","4","1009810","0","1","0","0","0","0","100981010"
"11","0","1.732","1","1009810","4","0","327","0","0","0","100981011"
"12","2.5","0","4","1009810","0","1","0","0","0","0","100981012"
"13","0","0","2","1009810","0","0","0","0","vo_lsv_1002","vo_lsv","100981013"
"14","0","1.9","1","1009810","5","0","300","0","0","0","100981014"
"15","1.949","0","4","1009810","0","1","0","0","0","0","100981015"
"16","0","2.05","1","1009810","6","0","327","0","0","0","100981016"
"17","2.08","0","4","1009810","0","1","0","0","0","0","100981017"
"18","0","0.8","1","1009810","7","0","130","0","0","0","100981018"
"19","2","0","4","1009810","0","1","0","0","0","0","100981019"
"20","0","0","2","1009810","0","0","0","0","vo_lsv_1003","vo_lsv","100981020"
"21","0","1.575","1","1009810","7","0","300","135","0","0","100981021"
"22","1.6","0","4","1009810","0","1","0","0","0","0","100981022"
"23","0","1.243","1","1009810","8","0","190","0","0","0","100981023"
"24","3","0","4","1009810","0","1","0","0","0","0","100981024"
"25","0","0","2","1009810","0","0","0","0","vo_lsv_1004","vo_lsv","100981025"
"26","0","1.867","1","1009810","9","0","196","0","0","0","100981026"
"27","2.067","0","4","1009810","0","1","0","0","0","0","100981027"
"28","0","0.956","1","1009810","9","0","327","198","0","0","100981028"
"29","1","0","4","1009810","0","1","0","0","0","0","100981029"
"30","0","1.851","1","1009810","10","0","260","0","0","0","100981030"
"31","1.88","0","4","1009810","0","1","0","0","0","0","100981031"
"32","0","1.172","1","1009810","11","0","160","0","0","0","100981032"
"33","2.5","0","4","1009810","0","1","0","0","0","0","100981033"
"34","0","0","2","1009810","0","0","0","0","vo_lsv_1005","vo_lsv","100981034"
"35","0","0.95","1","1009810","12","0","88","0","0","0","100981035"
"36","1.1","0","4","1009810","0","1","0","0","0","0","100981036"
"37","0","1.392","1","1009810","12","0","230","90","0","0","100981037"
"1","0.8","0","4","1009811","0","1","0","0","0","0","100981101"
"2","0","0","2","1009811","0","0","0","0","vo_lsv_1101","vo_lsv","100981102"
"3","0","1.813","1","1009811","1","0","300","0","0","0","100981103"
"4","2","0","4","1009811","0","1","0","0","0","0","100981104"
"5","0","1.065","1","1009811","2","0","280","0","0","0","100981105"
"6","1.095","0","4","1009811","0","1","0","0","0","0","100981106"
"7","0","2.176","1","1009811","3","0","327","0","0","0","100981107"
"8","3.1","0","4","1009811","0","1","0","0","0","0","100981108"
"9","0","0","2","1009811","0","0","0","0","vo_lsv_1102","vo_lsv","100981109"
"10","0","1.283","1","1009811","4","0","280","0","0","0","100981110"
"11","1.31","0","4","1009811","0","1","0","0","0","0","100981111"
"12","0","2.351","1","1009811","5","0","327","0","0","0","100981112"
"13","2.381","0","4","1009811","0","1","0","0","0","0","100981113"
"14","0","2.037","1","1009811","6","0","327","0","0","0","100981114"
"15","3","0","4","1009811","0","1","0","0","0","0","100981115"
"16","0","0","2","1009811","0","0","0","0","vo_lsv_1103","vo_lsv","100981116"
"17","0","2.637","1","1009811","7","0","327","0","0","0","100981117"
"18","3.23","0","4","1009811","0","1","0","0","0","0","100981118"
"19","0","1.789","1","1009811","8","0","327","0","0","0","100981119"
"20","1.81","0","4","1009811","0","1","0","0","0","0","100981120"
"21","0","0.763","1","1009811","9","0","80","0","0","0","100981121"
"22","0.893","0","4","1009811","0","1","0","0","0","0","100981122"
"23","0","1.079","1","1009811","9","0","327","82","0","0","100981123"
"24","1.1","0","4","1009811","0","1","0","0","0","0","100981124"
"25","0","1.424","1","1009811","10","0","195","0","0","0","100981125"
"26","2.5","0","4","1009811","0","1","0","0","0","0","100981126"
"27","0","0","2","1009811","0","0","0","0","vo_lsv_1104","vo_lsv","100981127"
"28","0","0.7","1","1009811","10","0","350","197","0","0","100981128"
"29","0.75","0","4","1009811","0","1","0","0","0","0","100981129"
"30","0","2.45","1","1009811","11","0","300","0","0","0","100981130"
"31","2.55","0","4","1009811","0","1","0","0","0","0","100981131"
"32","0","1.6","1","1009811","12","0","220","0","0","0","100981132"
"1","0.8","0","4","1009812","0","1","0","0","0","0","100981201"
"2","0","0","2","1009812","0","0","0","0","vo_lsv_1201","vo_lsv","100981202"
"3","0","2.379","1","1009812","1","0","300","0","0","0","100981203"
"4","3.5","0","4","1009812","0","1","0","0","0","0","100981204"
"5","0","0","2","1009812","0","0","0","0","vo_lsv_1202","vo_lsv","100981205"
"6","0","1.623","1","1009812","2","0","327","0","0","0","100981206"
"7","1.63","0","4","1009812","0","1","0","0","0","0","100981207"
"8","0","2.644","1","1009812","3","0","327","15","0","0","100981208"
"9","3.5","0","4","1009812","0","1","0","0","0","0","100981209"
"10","0","0","2","1009812","0","0","0","0","vo_lsv_1203","vo_lsv","100981210"
"11","0","1.502","1","1009812","4","0","300","0","0","0","100981211"
"12","1.51","0","4","1009812","0","1","0","0","0","0","100981212"
"13","0","2.171","1","1009812","5","0","327","15","0","0","100981213"
"14","2.2","0","4","1009812","0","1","0","0","0","0","100981214"
"15","0","1.319","1","1009812","6","0","180","0","0","0","100981215"
"16","1.8","0","4","1009812","0","1","0","0","0","0","100981216"
"17","0","0","2","1009812","0","0","0","0","vo_lsv_1204","vo_lsv","100981217"
"18","0","1.03","1","1009812","6","0","300","182","0","0","100981218"
"19","2","0","4","1009812","0","1","0","0","0","0","100981219"
"20","0","0","2","1009812","0","0","0","0","vo_lsv_1205","vo_lsv","100981220"
"21","0","1.96","1","1009812","7","0","300","0","0","0","100981221"
"22","2","0","4","1009812","0","1","0","0","0","0","100981222"
"23","0","2.137","1","1009812","8","0","327","15","0","0","100981223"
"24","3.5","0","4","1009812","0","1","0","0","0","0","100981224"
"25","0","0","2","1009812","0","0","0","0","vo_lsv_1206","vo_lsv","100981225"
"26","0","1.602","1","1009812","9","0","300","0","0","0","100981226"
"27","1.7","0","4","1009812","0","1","0","0","0","0","100981227"
"28","0","2.476","1","1009812","10","0","327","15","0","0","100981228"
"29","3.5","0","4","1009812","0","1","0","0","0","0","100981229"
"30","0","0","2","1009812","0","0","0","0","vo_lsv_1207","vo_lsv","100981230"
"31","0","1.155","1","1009812","11","0","300","0","0","0","100981231"
"32","1.18","0","4","1009812","0","1","0","0","0","0","100981232"
"33","0","1.28","1","1009812","12","0","200","15","0","0","100981233"
"1","0.8","0","4","1009813","0","1","0","0","0","0","100981301"
"2","0","0","2","1009813","0","0","0","0","vo_lsv_1301","vo_lsv","100981302"
"3","0","2.09","1","1009813","1","0","300","0","0","0","100981303"
"4","2.12","0","4","1009813","0","1","0","0","0","0","100981304"
"5","0","2.649","1","1009813","2","0","340","15","0","0","100981305"
"6","3.6","0","4","1009813","0","1","0","0","0","0","100981306"
"7","0","0","2","1009813","0","0","0","0","vo_lsv_1302","vo_lsv","100981307"
"8","0","2.138","1","1009813","3","0","300","0","0","0","100981308"
"9","2.17","0","4","1009813","0","1","0","0","0","0","100981309"
"10","0","2.111","1","1009813","4","0","327","0","0","0","100981310"
"11","2.45","0","4","1009813","0","1","0","0","0","0","100981311"
"12","0","2","1","1009813","5","0","327","0","0","0","100981312"
"13","2.3","0","4","1009813","0","1","0","0","0","0","100981313"
"14","0","1.354","1","1009813","6","0","290","0","0","0","100981314"
"15","3","0","4","1009813","0","1","0","0","0","0","100981315"
"16","0","0","2","1009813","0","0","0","0","vo_lsv_1303","vo_lsv","100981316"
"17","0","1.539","1","1009813","7","0","300","0","0","0","100981317"
"18","1.569","0","4","1009813","0","1","0","0","0","0","100981318"
"19","0","0.732","1","1009813","8","0","90","0","0","0","100981319"
"20","1.08","0","4","1009813","0","1","0","0","0","0","100981320"
"21","0","1.207","1","1009813","8","0","300","92","0","0","100981321"
"22","1.407","0","4","1009813","0","1","0","0","0","0","100981322"
"23","0","1.798","1","1009813","9","0","327","0","0","0","100981323"
"24","2.7","0","4","1009813","0","1","0","0","0","0","100981324"
"25","0","0","2","1009813","0","0","0","0","vo_lsv_1304","vo_lsv","100981325"
"26","0","1.633","1","1009813","10","0","300","0","0","0","100981326"
"1","0.8","0","4","1009814","0","1","0","0","0","0","100981401"
