df6b7eb865d63c4b0507c68af1704862d4fab9e16597a35b7e5d4eac23f9dd5f,c9d0053ebeca8f0d39ef74a88439ca9b72d37c9a53722063f368d3020e887fb1,284937ee8af8069fd25932f0b265cae33b7a6ba09b5369fbfccb2a0f4e55f508,bf1160ed87073e969493b9e3fafb4b36a6959b3a3fb47ad8c631116389b4ce9a,002dd7b3117b252a9e418db5b18c18390889cd4f6755cb61557262b6d11a4693,57c68127a39460296fff76ab06cbd87207a628d7de06396bbd49a8469db78c24,5efb714ebd2fac2dcbe4076220ac559cb0178792e7e23132e747c7836fdcfe70,74c94ac7189729fd696705480180a8b75f1bcde535680086e7d28e1fe24a2a25,b3d17c04b7939fdbab593179925f1b8d796d3cc5402da56c5827856836ed0fb3,f9d01d423200317b48135d67cbb8e717647a3a3c1c226a28c946b48458c69d19,4ab4035a863442017d7f7ebae0f08fdc22c4c3e3d3f94214efc242057801cc5d,7655e1674874adbaaa16729d184fbd7f33fc6c8cebe76a4257c96c1208b90f8f,da10941dd7d95728a1a95493e62053ce7ea0256ab0ec6e3303bdac60330dd80c,c4050760d2e7a8c1a677b047f8e7776c15a021139b46c44c6b8cb632e4198843,c013530ddf711d8ec4f1156a6ff493b34dbb819164ed4a32d7221d411a97cc58,d541191fec3762dc4a003908a090202bc99f6902b0930a4de58d7760680b0ed2
"101101","ヒューマン","0","3","リノ","覚えていないと思うんですけど…\n私は妹なんですよ！\nだからお兄ちゃんって呼んでいいですか？","25","阿澄佳奈","お裁縫","156","8","A","15","人懐っこくてマシンガントークな妹系少女","44","ラビリンス"
"101201","エルフ","0","6","ハツネ","私はハツネ！　困っている人の味方だよ！\n困った時は、いつでも言ってね♪\n私のちょ…ま、魔法で助けてあげるから！","24","大橋彩香","妹と遊ぶこと、二度寝、昼寝、早寝","156","12","A","17","みんなのために超能力を使う眠り姫","46","フォレスティエ"
"101301","魔族","0","13","ナナカ","","21","佳村はるか","読書、魔法","166","8","O","18","オタク全開な魔法少女","55","トワイライトキャラバン"
"101401","獣人族","0","10","カスミ","test","3","水瀬いのり","読書、推理","152","11","AB","15","頭脳明晰な美少女名探偵","41","自警団（カォン）"
"101501","エルフ","0","6","ミサト","test","5","國府田マリ子","絵本作り","165","9","O","21","母性溢れる優しいみんなの「ミサト先生」","54","フォレスティエ"
"101601","魔族","0","14","スズナ","ヒデサイ、ちょっす～！　うち、漢字と計算は\nちょっち…てか、おに苦手なんだ～\nでもでも、ファッションだったら任せて～！","10","上坂すみれ","ファッション","167","4","O","18","天真爛漫で人気者のカリスマモデル","48","ルーセント学院"
"101701","獣人族","0","10","カオリ","ハイターイ！　歌って踊って、\n最高に盛り上がるさ～！\nやさやさ、キミも一緒に踊るさ～！","7","高森奈津美","踊り、空手","158","7","A","19","いつでも「なんくるないさ～」な天然娘","53","自警団（カォン）"
"101801","魔族","0","14","イオ","いつも助けてくれてありがとう\n私のほうが年上なのに\n頼ってばかりでごめんなさい～","14","伊藤静","恋愛小説、恋愛舞台、恋愛漫画の鑑賞","162","8","B","23","多くの男性を魅了する無垢な女教師","52","ルーセント学院"
"102001","獣人族","0","5","ミミ","ぴょんぴょん、うさぎさんになりたいな～♪　\nミミ、うさぎさんになれたら、\n最初におにいちゃんに見せてあげるね！","3","日高里菜","かわいいもの集め","117","4","O","10","お歌もにんじんも、ウサギさんも大好き♪","21","リトルリリカル"
"102101","ヒューマン","0","9","クルミ","あの、えっと…私、く、クルミですぅ…\nふ、ふぇぇぇ…ど、どうしようぅ…\nは、恥かしくて…ご、ごめんなさいぃぃ！","9","植田佳奈","観劇、おままごと","150","6","B","12","泣き虫で臆病な守ってあげたい女の子","40","サレンディア救護院"
"102201","魔族","0","7","ヨリ","え、えっと…こ、こういうときって、\nどういうことを言えばいいんだっけ…\nうう、どうしてちゃんと喋れないの…","22","原紗友里","ゲーム全般","150","11","O","13","人見知りであまのじゃくな女の子","40","悪魔偽王国軍（ディアボロス）"
"102301","ヒューマン","0","9","アヤネ","この子はね、ぷうきちって言うんだ\n武器なんだけど、しゃべるんだよ♪\n大事な大事な、私の友達なんだぁ～！","10","芹澤優","屋内でできる遊び","148","5","B","14","ぷうきちといつも一緒！","38","サレンディア救護院"
"102501","ヒューマン","0","9","スズメ","うぅ…ごめんなさい～…\nまたキッチンを爆発させてしまいました～\nこれじゃあメイド失格です…","12","悠木碧","ご奉仕","154","12","O","15","お嬢さまのためにがんばるドジっ娘メイド","43","サレンディア救護院"
"102601","獣人族","0","11","リン","test","1","小岩井ことり","あんパン","144","1","B","17","遊びと睡眠が何より大事なぐうたら娘","42","牧場（エリザベスパーク）"
"102701","魔族","0","13","エリコ","『壊し屋』の二つ名を持つ私…\nですが、怖がる必要はありませんわ\nあなた様は大切な運命の人ですから…","30","橋本ちなみ","実験、裁縫、料理","154","7","B","16","運命の相手に一途すぎる乙女","43","トワイライトキャラバン"
"102801","エルフ","0","9","サレン","貧乏性？　いいえ、\n「もったいない」の精神で\n日々を過ごしてるだけよ！","4","堀江由衣","経営、お茶会","156","10","A","17","救護院を経営する優しい庶民派お嬢様","43","サレンディア救護院"
"102901","ヒューマン","0","4","ノゾミ","いつか世界中の人達をファンにしてみせる！\nトップアイドルになるその日まで、\n応援よろしくね♪","24","日笠陽子","舞台鑑賞、ダンス","157","1","B","17","歌って踊れる大人気アイドル","40","カルミナ"
"103001","ヒューマン","0","15","ニノン","スシ、ゲイシャ、テンプラ…\nはふぅ～！\nトーゴクの文化はステキデスね～！","31","佐藤聡美","忍法開発","163","8","O","16","トーゴクの神秘、オシエテクダサイ！","51","ヴァイスフリューゲル　ランドソル支部"
"103101","魔族","0","7","シノブ","私、小さい頃から人には見えないものが\n見えていたんです。今もあなたの後ろに\n一人、二人、三人…賑やかですね","22","大坪由佳","占い","157","12","AB","18","占いが得意な霊能少女","42","悪魔偽王国軍（ディアボロス）"
"103201","ヒューマン","0","12","アキノ","この私とともにいる限り、\nお金に不自由はさせませんわ！","12","松嵜麗","慈善事業","157","3","AB","18","一人前の商人を目指すパワフルお嬢様","45","メルクリウス財団"
"103301","ヒューマン","0","11","マヒル","オラはどんな時でもみんなに笑顔を届ける\n最高の芸人目指してる！\n一緒に頑張るべ！","3","新田恵海","漫才","142","3","B","20","みんなを笑顔にするお笑い牧場主","35","牧場（エリザベスパーク）"
"103401","エルフ","0","12","ユカリ","キミには情けないところばかり\n見られているけど、こんなところ、\nキミ以外には見せないんだからね？","16","今井麻美","ウインドーショッピング","164","3","A","22","純情でほっとけない大人の女性","55","メルクリウス財団"
"103601","エルフ","0","5","キョウカ","test","2","小倉唯","お勉強","118","2","A","8","礼儀正しくしっかり者のちびっ子優等生","21","リトルリリカル"
"103701","ヒューマン","0","8","トモ","test","11","茅原実里","剣術、年長者をからかう","149","8","A","13","義理堅くてからかい好きな剣術少女","43","王宮騎士団（NIGHTMARE）"
"103801","獣人族","0","11","シオリ","ゴホッ、ゴホッ…か、身体は弱いけど、\nせめて気持ちだけでも前向きに…！\nあっ、でもダメ…立ちくらみが…","3","小清水亜美","読書、お散歩","153","11","A","14","読書が趣味の病弱少女","40","牧場（エリザベスパーク）"
"104001","エルフ","0","6","アオイ","友達ができるその日まで…\nBB団で\nトレーニングですっ！","6","花澤香菜","友達作りのイメトレ","158","6","AB","13","「友達」に憧れる、エルフの森の女の子","44","フォレスティエ"
"104201","ヒューマン","0","4","チカ","私は人々の平和を守るため、唱喚術を使って\n戦います。…最近は、ア、アイドルとしても\n活動してますが、そちらはまだ不慣れで…","3","福原綾香","各種楽器","163","6","O","17","人々を守るために歌う、唱喚士の少女","46","カルミナ"
"104301","獣人族","0","10","マコト","腹へってたら言えよな\n簡単でよければ\nすっげー旨いもん食わせてやるよ！","9","小松未可子","お菓子作り","168","8","O","17","男勝りで情に厚いワイルド娘","54","自警団（カォン）"
"104401","魔族","0","7","イリヤ","test","5","丹下桜","世界征服","172","5","A","??","かつては夜を支配した最強の吸血鬼","50","悪魔偽王国軍（ディアボロス）"
"104501","ヒューマン","0","15","クウカ","あなたのことを考えていました\n…逆らえないクウカをああして、こうして\nぐふ、ぐふふふ…","19","長妻樹里","小説を読むこと","157","11","AB","18","妄想大好き！　ほんとは照れ屋な女の子","49","ヴァイスフリューゲル　ランドソル支部"
"104601","獣人族","0","12","タマキ","お金もうけの話なら、ぜひともあたしに\n持ってくるにゃ！　稼げるなら１ルピだって\n見逃さないのが、あたしの信条にゃ～♪","1","沼倉愛美","猫とたわむれること","158","3","AB","18","弱きを助け強きをくじく猫娘","48","メルクリウス財団"
"104701","ヒューマン","0","8","ジュン","？？？","25","川澄綾子","格闘技、湯浴み","171","10","A","25","素顔を見せない冷静沈着な女性騎士","50","王宮騎士団（NIGHTMARE）"
"104801","ヒューマン","0","12","ミフユ","私がキミの師匠になってあげる！\nもちろんタダとはいかないわ\n時給はしっかりもらうから","11","田所あずさ","傭兵などのアルバイト","163","11","O","20","仕事も私事も効率優先な傭兵少女","49","メルクリウス財団"
"104901","ヒューマン","0","3","シズル","身の回りのお世話はお姉ちゃんがやってあげるね！\nお料理も、お洗濯も、お掃除も\nお風呂で背中も流してあげちゃうぞっ！","24","生天目仁美","家事全般","168","10","O","18","お姉ちゃんがお世話してあげるからねっ！","54","ラビリンス"
"105001","魔族","0","14","ミサキ","アタシのこと呼んだ？\nレディの魅力で夢中にさせてあげるわね！","3","久野美咲","ファッション誌鑑賞、コスメ集め","120","1","A","11","ちょっとおませな恋に恋する女の子","22","ルーセント学院"
"105101","ヒューマン","0","13","ミツキ","私は科学者だけど、\n医者の真似事もしてるの\n病気になったら診てあげるわ","7","三石琴乃","研究、実験","166","3","A","27","実験が趣味の危険な科学者","53","トワイライトキャラバン"
"105201","獣人族","0","11","リマ","私、ごく普通の、どこにでもいる女の子よ！\nみ、見た目以外はね…","14","徳井青空","毛繕い、お喋り","150","3","A","18","乙女チックなもふもふアニマル","100","牧場（エリザベスパーク）"
"105301","ヒューマン","0","15","モニカ","「白き翼」こと、ヴァイスフリューゲル…\nその名に恥じぬよう、天高く舞い、\n華麗に敵を倒してみせる！","28","辻あゆみ","お菓子屋通い","140","7","A","18","見た目も中身もお子ちゃまな異国の軍人","33","ヴァイスフリューゲル　ランドソル支部"
"105401","ヒューマン","0","4","ツムギ","test","7","木戸衣吹","裁縫","153","9","AB","14","ファッション大好きなキュートガール","45","カルミナ"
"105501","エルフ","0","15","アユミ","test","7","大関英里","観察","155","4","O","16","どこまでも一途に慕う、純情乙女","43","ヴァイスフリューゲル　ランドソル支部"
"105601","ヒューマン","0","13","ルカ","test","11","佐藤利奈","釣り","167","7","B","25","人情味溢れる粋でいなせな「姉御」","54","トワイライトキャラバン"
"105701","ヒューマン","0","","ジータ","私ね、一人前の騎空士になりたいんだ\nいつか父さんみたいな騎空士になって、\n空の果てまで旅する。それが私の夢だよ！","10","金元寿子","冒険、おしゃべり","156","3","O","17","空への冒険を夢見る騎空士の少女","45","？？？"
"105801","ヒューマン","0","1","ペコリーヌ","あ、あの…何か食べ物持っていませんか？\nもう、お腹ペコペコで…","31","M・A・O","食べ歩き、料理","156","3","O","17","いつも元気な腹ペコ少女","46","美食殿"
"105901","エルフ","0","1","コッコロ","主さまのガイド役を仰せつかりました\nわたくし、主さまに満足していただけるよう\n誠心誠意尽くさせていただきます","11","伊藤美来","瞑想、動植物の飼育","140","5","B","11","主を慕う、小さなガイド役","35","美食殿"
"106001","獣人族","0","1","キャル","なに、モタモタしてんのよ\n仕方ないから、あたしが手伝ってあげるわ\nいい？　感謝しなさいよね！","2","立花理香","猫と遊ぶ","152","9","A","14","行き倒れの謎のネコミミ魔法使い","39","美食殿"
"106101","ヒューマン","0","","ムイミ","いいんだ、アタシは……独りでも。大丈夫だから、もう慣れたからさぁ","11","潘めぐみ","冒険、思い出話","148","8","O","16","さまよえる謎の少女","40","？？？"
"106301","エルフ","0","","アリサ","","17","優木かな","キレイな葉っぱを集めること","155","6","O","15","森番を目指すエルフの少女","42","？？？"
"106401","ドラゴン族","0","1","シェフィ","","14","近藤玲奈","読書、ストレッチ","147","12","B","14","記憶喪失のドラゴン娘","???","美食殿"
"106501","ドラゴン族","0","17","カヤ","","25","小市眞琴","格闘技","156","6","B","16","拳で語る喧嘩屋ドラゴン少女","???","ドラゴンズネスト"
"106601","ドラゴン族","0","17","イノリ","","29","藤田茜","ゲーム","145","9","AB","13","口が達者なヘタレドラゴン","???","ドラゴンズネスト"
"106701","ドラゴン族","0","17","ホマレ","","17","大西沙織","絵画、読書","168","4","O","25","妖しい微笑で全てを見透かす臥竜の頭領","???","ドラゴンズネスト"
"106801","ヒューマン","0","3","ラビリスタ","","25","沢城みゆき","人間観察","160","7","AB","25","秘密結社ラビリンスの『迷宮女王』","??","ラビリンス"
"106901","獣人族","0","","カイザーインサイト","","1","蒼井翔太","占い、支配","166","7","AB","29","謎に包まれたランドソルの主","??","？？？"
"107001","エルフ","0","","ネネカ","","24","井口裕香","物真似、芸術鑑賞","149","3","O","24","研究所に隠れ住む物静かなお姉さん","??","？？？"
"107101","ヒューマン","0","8","クリスティーナ","","7","たかはし智秋","強敵との闘争","165","2","O","27","傍若無人な王宮騎士団副団長","??","王宮騎士団（NIGHTMARE）"
"107501","ヒューマン","0","1","ペコリーヌ（サマー）","あ、あの…何か食べ物持っていませんか？\nもう、お腹ペコペコで…","31","M・A・O","食べ歩き、料理","156","3","O","17","いつも元気な腹ペコ少女","46","美食殿"
"107601","エルフ","0","1","コッコロ（サマー）","主さまのガイド役を仰せつかりました\nわたくし、主さまに満足していただけるよう\n誠心誠意尽くさせていただきます","11","伊藤美来","瞑想、動植物の飼育","140","5","B","11","主を慕う、小さなガイド役","35","美食殿"
"107701","ヒューマン","0","9","スズメ（サマー）","うぅ…ごめんなさい～…\nまたキッチンを爆発させてしまいました～\nこれじゃあメイド失格です…","12","悠木碧","ご奉仕","154","12","O","15","お嬢さまのためにがんばるドジっ娘メイド","43","サレンディア救護院"
"107801","獣人族","0","1","キャル（サマー）","なに、モタモタしてんのよ\n仕方ないから、あたしが手伝ってあげるわ\nいい？　感謝しなさいよね！","2","立花理香","猫と遊ぶ","152","9","A","14","行き倒れの謎のネコミミ魔法使い","39","美食殿"
"107901","獣人族","0","12","タマキ（サマー）","お金もうけの話なら、ぜひともあたしに\n持ってくるにゃ！　稼げるなら１ルピだって\n見逃さないのが、あたしの信条にゃ～♪","1","沼倉愛美","猫とたわむれること","158","3","AB","18","弱きを助け強きをくじく猫娘","48","メルクリウス財団"
"108001","ヒューマン","0","12","ミフユ（サマー）","私がキミの師匠になってあげる！\nもちろんタダとはいかないわ\n時給はしっかりもらうから","11","田所あずさ","傭兵などのアルバイト","163","11","O","20","仕事も私事も効率優先な傭兵少女","49","メルクリウス財団"
"108101","魔族","0","7","シノブ（ハロウィン）","私、小さい頃から人には見えないものが\n見えていたんです。今もあなたの後ろに\n一人、二人、三人…賑やかですね","22","大坪由佳","占い","157","12","AB","18","占いが得意な霊能少女","42","悪魔偽王国軍（ディアボロス）"
"108201","魔族","0","7","ミヤコ（ハロウィン）","難しいことはわからないの～\nただ毎日プリンを食べられるなら、\n幽霊のままでいいの～","23","雨宮天","プリンを食べること","130","1","B","14","プリン大好きゴースト娘","32","悪魔偽王国軍（ディアボロス）"
"108301","魔族","0","14","ミサキ（ハロウィン）","アタシのこと呼んだ？\nレディの魅力で夢中にさせてあげるわね！","3","久野美咲","ファッション誌鑑賞、コスメ集め","120","1","A","11","ちょっとおませな恋に恋する女の子","22","ルーセント学院"
"108401","ヒューマン","0","4","チカ（クリスマス）","私は人々の平和を守るため、唱喚術を使って\n戦います。…最近は、ア、アイドルとしても\n活動してますが、そちらはまだ不慣れで…","3","福原綾香","各種楽器","163","6","O","17","人々を守るために歌う、唱喚士の少女","46","カルミナ"
"108501","ヒューマン","0","9","クルミ（クリスマス）","あの、えっと…私、く、クルミですぅ…\nふ、ふぇぇぇ…ど、どうしようぅ…\nは、恥かしくて…ご、ごめんなさいぃぃ！","9","植田佳奈","観劇、おままごと","150","6","B","12","泣き虫で臆病な守ってあげたい女の子","40","サレンディア救護院"
"108601","ヒューマン","0","9","アヤネ（クリスマス）","この子はね、ぷうきちって言うんだ\n武器なんだけど、しゃべるんだよ♪\n大事な大事な、私の友達なんだぁ～！","10","芹澤優","屋内でできる遊び","148","5","B","14","ぷうきちといつも一緒！","38","サレンディア救護院"
"108701","獣人族","0","2","ヒヨリ（ニューイヤー）","こんにちは！　ヒヨリでっす！\n困っている人がいたら助けにいくよ！\nよかったら一緒に来ない？","27","東山奈央","人助け、応援","155","8","A","16","人助けが大好き！　前向き格闘娘","44","トゥインクルウィッシュ"
"108801","ヒューマン","0","2","ユイ（ニューイヤー）","あんまり役に立てるかはわからないけど…\nわたしも頑張って、\nみんなをサポートするね！","5","種田梨沙","料理、人間観察","158","4","O","17","戦闘のサポートが得意な、心優しい少女","47","トゥインクルウィッシュ"
"108901","魔族","0","2","レイ（ニューイヤー）","キミと会ったのもきっと何かの縁だ\n一緒に塔の頂上を目指す仲間として\n頑張っていこう。よろしく頼む","12","早見沙織","読書、乗馬、お茶","163","1","B","18","クールで何事にも真っ直ぐな剣士","46","トゥインクルウィッシュ"
"109001","魔族","0","13","エリコ（バレンタイン）","『壊し屋』の二つ名を持つ私…\nですが、怖がる必要はありませんわ\nあなた様は大切な運命の人ですから…","30","橋本ちなみ","実験、裁縫、料理","154","7","B","16","運命の相手に一途すぎる乙女","43","トワイライトキャラバン"
"109101","ヒューマン","0","3","シズル（バレンタイン）","身の回りのお世話はお姉ちゃんがやってあげるね！\nお料理も、お洗濯も、お掃除も\nお風呂で背中も流してあげちゃうぞっ！","24","生天目仁美","家事全般","168","10","O","18","お姉ちゃんがお世話してあげるからねっ！","54","ラビリンス"
"109201","ヒューマン","0","","アン","私はアン！一応、マナリア王国の\n第一王女だけど…あまりかしこまらないで、\n気軽に仲良くしてくれたら嬉しいな！","1","日笠陽子","読書","156","12","AB","17","英霊と契約を結んだマナリアの天才王女","55","？？？"
"109301","ヒューマン","0","","ルゥ","ルゥはルゥですぅ！マナリア魔法学院に\n通ってるですぅ。あなたもルゥの\nお友だちになってくれるですか？","4","こやまきみこ","食べること、眠ること","144","2","O","15","マナリア魔法学院の新入生","45","？？？"
"109401","半人半竜","0","","グレア","私はグレア。竜と人、両方の血を\n受け継いでいるの…\nえっと…よ、よろしくね","3","福原綾香","ピアノ","167","11","B","17","人を超越した力を有す心優しい竜姫","67","？？？"
"109501","ヒューマン","0","15","クウカ（オーエド）","あなたのことを考えていました\n…逆らえないクウカをああして、こうして\nぐふ、ぐふふふ…","19","長妻樹里","小説を読むこと","157","11","AB","18","妄想大好き！　ほんとは照れ屋な女の子","49","ヴァイスフリューゲル　ランドソル支部"
"109601","ヒューマン","0","15","ニノン（オーエド）","スシ、ゲイシャ、テンプラ…\nはふぅ～！\nトーゴクの文化はステキデスね～！","31","佐藤聡美","忍法開発","163","8","O","16","トーゴクの神秘、オシエテクダサイ！","51","ヴァイスフリューゲル　ランドソル支部"
"109701","鬼族","0","","レム","","2","水瀬いのり","演劇鑑賞、詩文","154","2","?","17","鬼がかりの万能妹メイド","??","？？？"
"109801","鬼族","0","","ラム","","2","村川梨衣","読書","154","2","?","17","毒舌系鬼姉メイド","??","？？？"
"109901","ハーフエルフ","0","","エミリア","","23","高橋李依","パックの毛繕い、勉強","164","9","?","114","銀髪のおっとりハーフエルフ","??","？？？"
"110001","魔族","0","14","スズナ（サマー）","ヒデサイ、ちょっす～！　うち、漢字と計算は\nちょっち…てか、おに苦手なんだ～\nでもでも、ファッションだったら任せて～！","10","上坂すみれ","ファッション","167","4","O","18","天真爛漫で人気者のカリスマモデル","48","ルーセント学院"
"110101","魔族","0","14","イオ（サマー）","いつも助けてくれてありがとう\n私のほうが年上なのに\n頼ってばかりでごめんなさい～","14","伊藤静","恋愛小説、恋愛舞台、恋愛漫画の鑑賞","162","8","B","23","多くの男性を魅了する無垢な女教師","52","ルーセント学院"
"110201","魔族","0","14","ミサキ（サマー）","","3","久野美咲","ファッション誌鑑賞、コスメ集め","120","1","A","11","ちょっとおませな恋に恋する女の子","22","ルーセント学院"
"110301","エルフ","0","9","サレン（サマー）","貧乏性？　いいえ、\n「もったいない」の精神で\n日々を過ごしてるだけよ！","4","堀江由衣","経営、お茶会","156","10","A","17","救護院を経営する優しい庶民派お嬢様","43","サレンディア救護院"
"110401","獣人族","0","10","マコト（サマー）","腹へってたら言えよな\n簡単でよければ\nすっげー旨いもん食わせてやるよ！","9","小松未可子","お菓子作り","168","8","O","17","男勝りで情に厚いワイルド娘","54","自警団（カォン）"
"110501","獣人族","0","10","カオリ（サマー）","ハイターイ！　歌って踊って、\n最高に盛り上がるさ～！\nやさやさ、キミも一緒に踊るさ～！","7","高森奈津美","踊り、空手","158","7","A","19","いつでも「なんくるないさ～」な天然娘","53","自警団（カォン）"
"110601","獣人族","0","10","マホ（サマー）","マホマホ王国のお姫はんの、マホ姫どす！\nけったいな顔してどないしはったん？\nマホマホ王国はずーっと遠くの国なんどす？","22","内田真礼","空想、ぬいぐるみ集め","155","9","O","16","マホマホ王国のプリンセス","42","自警団（カォン）"
"110701","エルフ","0","6","アオイ（編入生）","","6","花澤香菜","友達作りのイメトレ","158","6","AB","13","「友達」に憧れる、エルフの森の女の子","44","フォレスティエ"
"110801","エルフ","0","16","クロエ","","7","種﨑敦美","ダーツ","154","8","O","17","ダウンタウン育ちのダウナー系エルフ","42","聖テレサ女学院（なかよし部）"
"110901","ヒューマン","0","16","チエル","","15","佐倉綾音","ダンス、カラオケ","156","9","O","16","自由奔放ナチュラル無礼な現代っ子","46","聖テレサ女学院（なかよし部）"
"111001","ヒューマン","0","16","ユニ","","28","小原好美","読書","142","2","O","18","書庫に眠れる小さな賢人","36","聖テレサ女学院（なかよし部）"
"111101","エルフ","0","5","キョウカ（ハロウィン）","","2","小倉唯","お勉強","118","2","A","8","礼儀正しくしっかり者のちびっ子優等生","21","リトルリリカル"
"111201","ヒューマン","0","5","ミソギ（ハロウィン）","イタズラなら任せて！\nにいちゃん、引っかからないように気を付けなよー♪","10","諸星すみれ","いたずら、探検","128","8","O","9","探検好きのイタズラっ子","27","リトルリリカル"
"111301","獣人族","0","5","ミミ（ハロウィン）","ぴょんぴょん、うさぎさんになりたいな～♪　\nミミ、うさぎさんになれたら、\n最初におにいちゃんに見せてあげるね！","3","日高里菜","かわいいもの集め","117","4","O","10","お歌もにんじんも、ウサギさんも大好き♪","21","リトルリリカル"
"111401","ヒューマン","0","","ルナ","","?","小倉唯","「おともだち」を探すこと","142","?","?","??","おともだちを探す死霊術師の少女","28","？？？"
"111501","ヒューマン","0","8","クリスティーナ（クリスマス）","","7","たかはし智秋","強敵との闘争","165","2","O","27","傍若無人な王宮騎士団副団長","??","王宮騎士団（NIGHTMARE）"
"111601","ヒューマン","0","4","ノゾミ（クリスマス）","","24","日笠陽子","舞台鑑賞、ダンス","157","1","B","17","歌って踊れる大人気アイドル","40","カルミナ"
"111701","魔族","0","7","イリヤ（クリスマス）","","5","丹下桜","世界征服","172","5","A","??","かつては夜を支配した最強の吸血鬼","50","悪魔偽王国軍（ディアボロス）"
"111801","ヒューマン","0","1","ぺコリーヌ（ニューイヤー）","あ、あの…何か食べ物持っていませんか？\nもう、お腹ペコペコで…","31","M・A・O","食べ歩き、料理","156","3","O","17","いつも元気な腹ペコ少女","46","美食殿"
"111901","エルフ","0","1","コッコロ（ニューイヤー）","主さまのガイド役を仰せつかりました\nわたくし、主さまに満足していただけるよう\n誠心誠意尽くさせていただきます","11","伊藤美来","瞑想、動植物の飼育","140","5","B","11","主を慕う、小さなガイド役","35","美食殿"
"112001","獣人族","0","1","キャル（ニューイヤー）","なに、モタモタしてんのよ\n仕方ないから、あたしが手伝ってあげるわ\nいい？　感謝しなさいよね！","2","立花理香","猫と遊ぶ","152","9","A","14","行き倒れの謎のネコミミ魔法使い","39","美食殿"
