1fc3a5134b471f0f3dbd16961ba618d968e66fc6438d88610ddcea42f7b9c8c0,7939ff4ccedd9c4bc3cb718c1dc2908da9992bcb2af324dad0ffaa8723f7cfa3,fbd4d43f404325a05fe11c9d87e8e777d6063c1826c9c3eaf7456a674b3f8ae3,6e18cf5a6cd0e1ec203de0306113e56016bd208d7bb286d76c736d37fb0ad0a1,84f6c1c4e97c186d3f7d38fa7542e21a570550ab5336091ef34de159c6103042,d0a4fb3bddee2142ab63a142ed09edc53f8f88543a482d9b86b4dbcac4e1bffd,5ff6204e63c19b2aaa1b16e91a540184f1c287d3817565e3897befcda848be3c,a4f7f152ebdc047fb7f1ea1cdfd0ee11e1757a6288b306123754ca202f031f9c,eb13a8ef38d71c426c8b59bcca44e5d1fb9dd481e915131005c5539fe6a29dad,012d970c011a3d2122caf835c1cb81ce2dc382df3228765d1b42de62ffa1fb59,6c122293939b77874ad7ccc0f8994b5aa73599f98d69db2241f1b2ac3d4141d1
"9","0","0","113411","私も投げてみたいな！\n超能りょ…じゃなくて\n魔法で、すごい球を\n投げちゃうよ！","11","0","0","6","0","1090004"
"9","","","3","","93","","","","","1090005"
"9","pkb_idle_surprise1","1","113411","pkb_surprise","3","0.2","","0","0.2","1090006"
"9","","","1","","93","","","","","1090007"
"9","","","113411","pkb_talk_joy3","3","0.2","","1","","1090008"
"9","","","1090004","","91","","","","","1090009"
"9","","","113411","pkb_idle_normal","3","0.2","","1","","1090010"
"10","64","-175","1","106531","1","1.65","pkb_idle_normal","100","1","1100001"
"10","pkb_idle_arm_crossed","1","106531","pkb_talk_arm_crossed","3","0.2","","0","","1100002"
"10","0","","vo_minigame_1006","vo_minigame_1006_top_301","21","","","0","","1100003"
"10","0","0","106531","なあ、練習始めようぜ\n早く投げたくて\nウズウズしてるんだ！","11","0","0","8","0","1100004"
"10","","","2.8","","93","","","","","1100005"
"10","","","106531","pkb_talk_joy1","3","0.2","","1","","1100006"
"10","","","1100004","","91","","","","","1100007"
"10","","","106531","pkb_idle_normal","3","0.2","","1","","1100008"
"11","64","-175","1","106531","1","1.65","pkb_idle_normal","100","1","1110001"
"11","","","106531","pkb_talk_normal","3","0.2","","1","","1110002"
"11","0","","vo_minigame_1006","vo_minigame_1006_top_302","21","","","0","","1110003"
"11","0","0","106531","オレ様の特訓は\n半端じゃねえぜ\n覚悟しとけよ？","11","0","0","8","0","1110004"
"11","","","3.2","","93","","","","","1110005"
"11","pkb_idle_arm_crossed","1","106531","pkb_talk_arm_crossed","3","0.2","","0","0.2","1110006"
"11","","","1110004","","91","","","","","1110007"
"11","","","106531","pkb_idle_normal","3","0.2","","1","","1110008"
"12","64","-175","1","106531","1","1.65","pkb_idle_normal","100","1","1120001"
"12","pkb_idle_arm_crossed","1","106531","pkb_talk_arm_crossed","3","0.2","","0","0.2","1120002"
"12","0","","vo_minigame_1006","vo_minigame_1006_top_303","21","","","0","","1120003"
"12","0","0","106531","威勢がいいのは口だけ\nじゃねえってとこ\n見せてくれよな？","11","0","0.5","8","0","1120004"
"12","","","3.2","","93","","","","","1120005"
"12","pkb_idle_doya","1","106531","pkb_talk_doya","3","0.2","","0","","1120006"
"12","","","1120004","","91","","","","","1120007"
"12","","","106531","pkb_idle_normal","3","0.2","","1","","1120008"
"13","64","-175","1","102311","1","1.65","pkb_idle_normal","100","1","1130001"
"13","pkb_talk_joy1","1","102311","pkb_talk_fun","3","0.2","","0","0.4","1130002"
"13","0","","vo_minigame_1006","vo_minigame_1006_top_401","21","","","0","","1130003"
"13","0","0","102311","今日も打っちゃうよ！\n一緒にがんばろうね\nぷうきち！","11","0","0","8","0","1130004"
"13","","","1130004","","91","","","","","1130005"
"13","","","102311","pkb_idle_normal","3","0.2","","1","","1130006"
"14","64","-175","1","102311","1","1.65","pkb_idle_normal","100","1","1140001"
"14","","","102311","pkb_talk_joy1","3","0.2","","1","","1140002"
"14","0","","vo_minigame_1006","vo_minigame_1006_top_402","21","","","0","","1140003"
"14","0","0","102311","全部ホームラン\n打てばいいんだよね？\nそれくらい簡単だよ！","11","0","0","8","0","1140004"
"14","","","3","","93","","","","","1140005"
"14","pkb_idle_doya","1","102311","pkb_talk_doya","3","0.2","","0","","1140006"
"14","","","1140004","","91","","","","","1140007"
"14","","","102311","pkb_idle_normal","3","0.2","","1","","1140008"
"15","64","-175","1","102311","1","1.65","pkb_idle_normal","100","1","1150001"
"15","","","102311","pkb_talk_wish","3","0.2","","1","","1150002"
"15","0","","vo_minigame_1006","vo_minigame_1006_top_403","21","","","0","","1150003"
"15","0","0","102311","お兄ちゃんたちの\nお手本になれる\nように、いっぱい\n打つからね！","11","0","-0.5","8","0","1150004"
"15","","","2.4","","93","","","","","1150005"
"15","pkb_talk_joy1","1","102311","pkb_talk_fun","3","0.2","","0","0.4","1150006"
"15","","","1150004","","91","","","","","1150007"
"15","","","102311","pkb_idle_normal","3","0.2","","1","","1150008"
"16","64","-155","1","1","5","57","pkb_idle_normal_l","100","1","1160001"
"16","pkb_idle_arm_crossed_l","1","1","pkb_talk_arm_crossed_l","3","0.2","","0","0.2","1160002"
"16","0","","vo_minigame_1006","vo_minigame_1006_top_701","21","","","0","","1160003"
"16","0","0","1","全国大会を目指して\n今日も練習頑張ろう！","11","0","0","8","0","1160004"
"16","","","2.6","","93","","","","","1160005"
"16","pkb_idle_doya_l","1","1","pkb_talk_doya_l","3","0.2","","0","0.2","1160006"
"16","","","1160004","","91","","","","","1160007"
"16","","","1","pkb_idle_normal_l","3","0.2","","1","","1160008"
"17","64","-155","1","1","5","57","pkb_idle_normal_l","100","1","1170001"
"17","pkb_idle_guts_l","1","1","pkb_talk_guts_l","3","0.2","","0","","1170002"
"17","0","","vo_minigame_1006","vo_minigame_1006_top_702","21","","","0","","1170003"
"17","0","0","1","夢を叶えるために\n全力で練習に\n取り組もう！","11","0","0","8","0","1170004"
"17","","","0","","91","","","","","1170005"
"17","","","1","pkb_idle_normal_l","3","0.2","","1","","1170006"
"18","64","-155","1","1","5","57","pkb_idle_normal_l","100","1","1180001"
"18","pkb_idle_arm_crossed_l","1","1","pkb_talk_arm_crossed_l","3","0.2","","0","0.2","1180002"
"18","0","","vo_minigame_1006","vo_minigame_1006_top_703","21","","","0","","1180003"
"18","0","0","1","部員のみんなも\nすごく上達してる…\n俺も負けてられない！","11","0","0","8","0","1180004"
"18","","","2.9","","93","","","","","1180005"
"18","pkb_idle_guts_l","1","1","pkb_talk_guts_l","3","0.2","","0","","1180006"
"18","","","1180004","","91","","","","","1180007"
"18","","","1","pkb_idle_normal_l","3","0.2","","1","","1180008"
"19","64","-155","2","2","5","57","pkb_idle_normal_l","100","1","1190001"
"19","pkb_idle_arm_crossed_l","1","2","pkb_talk_arm_crossed_l","3","0.2","","0","0.2","1190002"
"19","0","","vo_minigame_1006","vo_minigame_1006_top_801","21","","","0","","1190003"
"19","0","0","2","上達してるってとこ\n見せてやる\nオレだって選手なんだ","11","0","0","8","0","1190004"
"19","","","3.8","","93","","","","","1190005"
"19","pkb_idle_guts_l","1","2","pkb_talk_guts_l","3","0.2","","0","","1190006"
"19","","","1190004","","91","","","","","1190007"
"19","","","2","pkb_idle_normal_l","3","0.2","","1","","1190008"
"20","64","-155","2","2","5","57","pkb_idle_normal_l","100","1","1200001"
"20","pkb_idle_guts_l","1","2","pkb_talk_guts_l","3","0.2","","0","","1200002"
"20","0","","vo_minigame_1006","vo_minigame_1006_top_802","21","","","0","","1200003"
"20","0","0","2","今日もかっとばす\n遠慮せず全力で\nかかってこい","11","0","0","8","0","1200004"
"20","","","3.2","","93","","","","","1200005"
"20","pkb_idle_doya_l","1","2","pkb_talk_doya_l","3","0.2","","0","","1200006"
"20","","","1200004","","91","","","","","1200007"
"20","","","2","pkb_idle_normal_l","3","0.2","","1","","1200008"
"21","64","-155","2","2","5","57","pkb_idle_normal_l","100","1","1210001"
"21","pkb_idle_arm_crossed_l","1","2","pkb_talk_arm_crossed_l","3","0.2","","0","0.2","1210002"
"21","0","","vo_minigame_1006","vo_minigame_1006_top_803","21","","","0","","1210003"
"21","0","0","2","全国を目指してんだ\nもっと練習しなきゃ\nいけねえよな","11","0","0","8","0","1210004"
"21","","","0","","91","","","","","1210005"
"21","","","2","pkb_idle_normal_l","3","0.2","","1","","1210006"
"22","-20","-150","1","113511","1","1.6","pkb_idle_normal","100","0","1220001"
"22","170","-150","1","113411","1","1.6","pkb_idle_normal","100","1","1220002"
"22","","","113511","pkb_talk_joy1","3","0.2","","1","","1220003"
"22","0","","vo_minigame_1006","vo_minigame_1006_top_talk_1_101","21","","","0","","1220004"
"22","0","0","113511","ふふ、みんなすごく\n張り切ってるわね\nハツネちゃんの応援の\nおかげかしら♪","11","0","-0.5","6","0","1220005"
"22","","","0","","91","","","","","1220006"
"22","","","113511","pkb_idle_normal","3","0.2","","1","","1220007"
"22","","","113411","pkb_talk_joy1","3","0.2","","1","","1220008"
"22","0","","vo_minigame_1006","vo_minigame_1006_top_talk_1_202","21","","","0","","1220009"
"22","0","0","113411","そうかなー？\nじゃあもっと応援\nがんばっちゃうぞ～！","11","0","-0.5","6","0","1220010"
"22","","","4","","93","","","","","1220011"
"22","pkb_idle_normal","1","113411","pkb_talk_handsup","3","0.2","","0","0","1220012"
"22","","","1220010","","91","","","","","1220013"
"22","","","113411","pkb_idle_normal","3","0.2","","1","","1220014"
"23","170","-150","1","113411","1","1.6","pkb_idle_normal","100","1","1230001"
"23","-20","-150","1","113511","1","1.6","pkb_idle_normal","100","0","1230002"
"23","","","113411","pkb_talk_normal","3","0.2","","1","","1230003"
"23","0","","vo_minigame_1006","vo_minigame_1006_top_talk_2_201","21","","","0","","1230004"
"23","0","0","113411","ミサト先生も一緒に\n応援しようよ！","11","0","-1.5","8","0","1230005"
"23","","","0","","91","","","","","1230006"
"23","","","113411","pkb_idle_normal","3","0.2","","1","","1230007"
"23","","","113511","pkb_talk_normal","3","0.2","","1","","1230008"
"23","0","","vo_minigame_1006","vo_minigame_1006_top_talk_2_102","21","","","0","","1230009"
"23","0","0","113511","あらあら\n楽しそうね～♪\nフレーフレー！","11","0","3","5","0","1230010"
"23","","","4","","93","","","","","1230011"
"23","pkb_talk_fun","0","113511","pkb_talk_fun","3","0.2","","0","0.2","1230012"
"23","","","2.7","","93","","","","","1230013"
"23","pkb_talk_joy1","1","113511","pkb_idle_normal","3","0.2","","0","0.2","1230014"
"23","","","1230010","","91","","","","","1230015"
"23","","","113511","pkb_idle_normal","3","0.2","","1","","1230016"
"24","170","-150","1","113511","1","1.6","pkb_idle_normal","100","1","1240001"
"24","-20","-130","3","3","5","55","pkb_idle_normal","100","0","1240002"
"24","","","113511","pkb_talk_joy3","3","0.2","","1","","1240003"
"24","0","","vo_minigame_1006","vo_minigame_1006_top_talk_3_101","21","","","0","","1240004"
"24","0","0","113511","ダイチくんったら\nすごい気合いね～！\nでも、無理しちゃ\n駄目ですよ～？","11","0","-1","6","0","1240005"
"24","","","4","","93","","","","","1240006"
"24","","","113511","pkb_talk_wish","3","0.2","","1","","1240007"
"24","","","1240005","","91","","","","","1240008"
"24","","","113511","pkb_idle_normal","3","0.2","","1","","1240009"
"24","","","3","pkb_talk_normal","3","0.2","","1","","1240010"
"24","0","","vo_minigame_1006","vo_minigame_1006_top_talk_3_602","21","","","0","","1240011"
"24","0","0","3","わかってるっつーの\nけどよ、ビーチベース\nボールが楽しくて\n仕方ねえんだよ！","11","0","-1","6","0","1240012"
"24","","","2","","93","","","","","1240013"
"24","pkb_idle_doya","1","3","pkb_talk_doya","3","0.2","","0","","1240014"
"24","","","1240012","","91","","","","","1240015"
"24","","","3","pkb_idle_normal","3","0.2","","1","","1240016"
"25","-20","-130","3","3","5","55","pkb_idle_normal","100","0","1250001"
"25","170","-150","1","113511","1","1.6","pkb_idle_normal","100","1","1250002"
"25","pkb_idle_arm_crossed","1","3","pkb_talk_arm_crossed","3","0.2","","0","0.2","1250003"
"25","0","","vo_minigame_1006","vo_minigame_1006_top_talk_4_601","21","","","0","","1250004"
"25","0","0","3","今の俺たちなら\n全国行けるぜ！\n絶対に夢を\n叶えようぜ！","11","0","-0.5","8","0","1250005"
"25","","","3","","93","","","","","1250006"
"25","pkb_idle_guts","1","3","pkb_talk_guts","3","0.2","","0","","1250007"
"25","","","1250005","","91","","","","","1250008"
"25","","","3","pkb_idle_normal","3","0.2","","1","","1250009"
"25","","","113511","pkb_talk_wish","3","0.2","","1","","1250010"
"25","0","","vo_minigame_1006","vo_minigame_1006_top_talk_4_102","21","","","0","","1250011"
"25","0","0","113511","ええ、あなたたちなら\n行けるって信じてるわ\n頑張りましょう～♪","11","0","1","6","0","1250012"
"25","","","5.6","","93","","","","","1250013"
"25","pkb_idle_normal","1","113511","pkb_talk_handsup","3","0.2","","0","0.2","1250014"
"25","","","0","","91","","","","","1250015"
"25","","","113511","pkb_idle_normal","3","0.2","","1","","1250016"
"26","170","-150","1","113511","1","1.6","pkb_idle_normal","100","1","1260001"
"26","-20","-130","1","1","5","55","pkb_idle_normal","100","0","1260002"
"26","","","113511","pkb_talk_joy3","3","0.2","","1","","1260003"
"26","0","","vo_minigame_1006","vo_minigame_1006_top_talk_5_101","21","","","0","","1260004"
"26","0","0","113511","ふふ、先生も\n練習のお手伝いを\nしますからね～","11","0","0","6","0","1260005"
"26","","","0","","91","","","","","1260006"
"26","","","113511","pkb_idle_normal","3","0.2","","1","","1260007"
"26","pkb_idle_guts","1","1","pkb_talk_guts","3","0.2","","0","0.2","1260008"
"26","0","","vo_minigame_1006","vo_minigame_1006_top_talk_5_702","21","","","0","","1260009"
"26","0","0","1","先生、ありがとう\nございます！\n俺も気合い入れて\n頑張ります！","11","0","-1","8","0","1260010"
"26","","","0","","91","","","","","1260011"
"26","","","1","pkb_idle_normal","3","0.2","","1","","1260012"
"27","-20","-130","1","1","5","55","pkb_idle_normal","100","0","1270001"
"27","170","-150","1","113511","1","1.6","pkb_idle_normal","100","1","1270002"
"27","pkb_idle_arm_crossed","1","1","pkb_talk_arm_crossed","3","0.2","","0","0.2","1270003"
"27","0","","vo_minigame_1006","vo_minigame_1006_top_talk_6_701","21","","","0","","1270004"
"27","0","0","1","今日もボールが\nピカピカだ…\nきっと先生が\n磨いてくれたんだ…！","11","0","-0.5","8","0","1270005"
"27","","","2.6","","93","","","","","1270006"
"27","pkb_idle_guts","1","1","pkb_talk_guts","3","0.2","","0","0.2","1270007"
"27","","","1270005","","91","","","","","1270008"
"27","","","1","pkb_idle_normal","3","0.2","","1","","1270009"
"27","","","113511","pkb_talk_joy3","3","0.2","","1","","1270010"
"27","0","","vo_minigame_1006","vo_minigame_1006_top_talk_6_102","21","","","0","","1270011"
"27","0","0","113511","私にできることを\nしただけですよ～\nみんなが気持ちよく\n練習できたらなって♪","11","0","0.5","6","0","1270012"
"27","","","4","","93","","","","","1270013"
"27","","","113511","pkb_talk_wish","3","0.2","","1","","1270014"
"27","","","1270012","","91","","","","","1270015"
"27","","","113511","pkb_idle_normal","3","0.2","","1","","1270016"
"28","170","-150","1","113411","1","1.6","pkb_idle_normal","100","1","1280001"
"28","-20","-130","3","3","5","55","pkb_idle_normal","100","0","1280002"
"28","pkb_talk_joy1","1","113411","pkb_talk_yell","3","0.2","","0","0.2","1280003"
"28","0","","vo_minigame_1006","vo_minigame_1006_top_talk_7_201","21","","","0","","1280004"
"28","0","0","113411","みんな、頑張れ～♪\nかっこいいところ\n期待してるよー！\nファイトファイト～！","11","0","-0.5","8","0","1280005"
"28","","","4.6","","93","","","","","1280006"
"28","pkb_idle_normal","1","113411","pkb_talk_fun","3","0.2","","0","0.2","1280007"
"28","","","1280005","","91","","","","","1280008"
"28","","","113411","pkb_idle_normal","3","0.2","","1","","1280009"
"28","pkb_idle_guts","1","3","pkb_talk_guts","3","0.2","","0","","1280010"
"28","0","","vo_minigame_1006","vo_minigame_1006_top_talk_7_602","21","","","0","","1280011"
"28","0","0","3","応援が沁みるぜ…\nハツネちゃんに\nいいとこ見せるぞ！\nうおおぉぉ！！","11","0","0","8","0","1280012"
"28","","","5","","93","","","","","1280013"
"28","pkb_idle_normal","1","3","pkb_talk_handsup","3","0.2","","0","","1280014"
"28","","","1280012","","91","","","","","1280015"
"28","","","3","pkb_idle_normal","3","0.2","","1","","1280016"
"29","-20","-130","3","3","5","55","pkb_idle_normal","100","0","1290001"
"29","170","-150","1","113411","1","1.6","pkb_idle_normal","100","1","1290002"
"29","pkb_idle_arm_crossed","1","3","pkb_talk_arm_crossed","3","0.2","","0","0.2","1290003"
"29","0","","vo_minigame_1006","vo_minigame_1006_top_talk_8_601","21","","","0","","1290004"
"29","0","0","3","かなりハードな練習に\nなりそうなんだ\nビシッと気合いが入る\n応援を頼むぜ！","11","0","-1","8","0","1290005"
"29","","","2.8","","93","","","","","1290006"
"29","pkb_idle_guts","1","3","pkb_talk_guts","3","0.2","","0","","1290007"
"29","","","1290005","","91","","","","","1290008"
"29","","","3","pkb_idle_normal","3","0.2","","1","","1290009"
"29","","","113411","pkb_talk_joy1","3","0.2","","1","","1290010"
"29","0","","vo_minigame_1006","vo_minigame_1006_top_talk_8_202","21","","","0","","1290011"
"29","0","0","113411","任せてよ！\nいつもよりいっぱい\n応援しちゃうよ～！","11","0","-0.5","8","0","1290012"
"29","","","2.2","","93","","","","","1290013"
"29","pkb_smile","0","113411","pkb_talk_fun","3","0.2","","0","0.4","1290014"
"29","","","2.2","","93","","","","","1290015"
"29","","","113411","pkb_idle_normal","3","0.2","","1","","1290016"
"29","","","1290012","","91","","","","","1290017"
"29","","","113411","pkb_idle_normal","3","0.2","","1","","1290018"
"30","170","-150","1","113411","1","1.6","pkb_idle_normal","100","1","1300001"
"30","-20","-130","1","1","5","55","pkb_idle_normal","100","0","1300002"
"30","","","113411","pkb_talk_joy1","3","0.2","","1","","1300003"
"30","0","","vo_minigame_1006","vo_minigame_1006_top_talk_9_201","21","","","0","","1300004"
"30","0","0","113411","いっぱい応援するから\n今日も練習頑張ってね\n目指せ、全国大会～！","11","0","1","8","0","1300005"
"30","","","5","","93","","","","","1300006"
"30","pkb_idle_normal","1","113411","pkb_talk_handsup","3","0.2","","0","","1300007"
"30","","","1300005","","91","","","","","1300008"
"30","","","113411","pkb_idle_normal","3","0.2","","1","","1300009"
"30","","","1","pkb_talk_normal","3","0.2","","1","","1300010"
"30","0","","vo_minigame_1006","vo_minigame_1006_top_talk_9_702","21","","","0","","1300011"
"30","0","0","1","ハツネちゃんの応援は\n俺たちの力に\nなってるよ\nいつもありがとう！","11","0","-1","8","0","1300012"
"30","","","3.3","","93","","","","","1300013"
"30","pkb_idle_guts","1","1","pkb_talk_guts","3","0.2","","0","","1300014"
"30","","","1300012","","91","","","","","1300015"
"30","","","1","pkb_idle_normal","3","0.2","","1","","1300016"
"31","-20","-130","1","1","5","55","pkb_idle_normal","100","0","1310001"
"31","170","-150","1","113411","1","1.6","pkb_idle_normal","100","1","1310002"
"31","pkb_idle_arm_crossed","1","1","pkb_talk_arm_crossed","3","0.2","","0","0.2","1310003"
"31","0","","vo_minigame_1006","vo_minigame_1006_top_talk_10_701","21","","","0","","1310004"
"31","0","0","1","キャプテンとして\nもっと上手くなって\nみんなを引っ張って\nいかないと！","11","0","-1.5","8","0","1310005"
"31","","","3.6","","93","","","","","1310006"
"31","pkb_idle_doya","1","1","pkb_talk_doya","3","0.2","","0","","1310007"
"31","","","1310005","","91","","","","","1310008"
"31","","","1","pkb_idle_normal","3","0.2","","1","","1310009"
"31","","","113411","pkb_talk_joy1","3","0.2","","1","","1310010"
"31","0","","vo_minigame_1006","vo_minigame_1006_top_talk_10_202","21","","","0","","1310011"
"31","0","0","113411","おっ、アサヒくん！\n気合い入ってるね！\nその意気なのだ～！\n頑張れ頑張れ～☆","11","0","-0.5","8","0","1310012"
"31","","","3.6","","93","","","","","1310013"
"31","pkb_talk_fun","0","113411","pkb_talk_fun","3","0.2","","0","","1310014"
"31","","","3","","93","","","","","1310015"
"31","","","113411","pkb_idle_normal","3","0.2","","1","","1310016"
"31","","","1310012","","91","","","","","1310017"
"32","-20","-130","2","2","5","55","pkb_idle_normal","100","0","1320001"
"32","170","-150","1","113411","1","1.6","pkb_idle_normal","100","1","1320002"
"32","pkb_idle_guts","1","2","pkb_talk_guts","3","0.2","","0","","1320003"
"32","0","","vo_minigame_1006","vo_minigame_1006_top_talk_11_801","21","","","0","","1320004"
"32","0","0","2","ハツネちゃん…\nホームラン打つって\n約束するから\nしっかり見ててくれよ","11","0","0","8","0","1320005"
"32","","","5","","93","","","","","1320006"
"32","pkb_idle_doya","1","2","pkb_talk_doya","3","0.2","","0","","1320007"
"32","","","1320005","","91","","","","","1320008"
"32","","","2","pkb_idle_normal","3","0.2","","1","","1320009"
"32","","","113411","pkb_talk_joy2","3","0.2","","1","","1320010"
"32","0","","vo_minigame_1006","vo_minigame_1006_top_talk_11_202","21","","","0","","1320011"
"32","0","0","113411","うん、わかった！\n特大ホームランを\nよろしくねー！\n期待してるよ～！","11","0","0","8","0","1320012"
"32","","","4.6","","93","","","","","1320013"
"32","pkb_idle_normal","1","113411","pkb_hatsune_kiran","3","0.2","","0","0.2","1320014"
"32","","","1320012","","91","","","","","1320015"
"32","","","113411","pkb_idle_normal","3","0.2","","1","","1320016"
"33","170","-150","1","102311","1","1.6","pkb_idle_normal","100","1","1330001"
"33","-20","-130","2","2","5","55","pkb_idle_normal","100","0","1330002"
"33","","","102311","pkb_talk_normal","3","0.2","","1","","1330003"
"33","0","","vo_minigame_1006","vo_minigame_1006_top_talk_12_401","21","","","0","","1330004"
"33","0","0","102311","声出し練習やろうよ！\n「ぷうきち\nフルスイング」って\n大声で百回～！","11","0","-0.5","8","0","1330005"
"33","","","1.6","","93","","","","","1330006"
"33","pkb_talk_joy1","1","102311","pkb_talk_yell","3","0.2","","0","0.2","1330007"
"33","","","1330005","","91","","","","","1330008"
"33","","","102311","pkb_idle_normal","3","0.2","","1","","1330009"
"33","0","","vo_minigame_1006","vo_minigame_1006_top_talk_12_802","21","","","0","","1330010"
