04ab2c3a2f1fc11ea1ced375a7c0be8c30a2404412cf4161523bc20526bd1ba7,b859e5f1626f095cd52c784e424ac9f28e226bbeb2ba3d0b3eb0506784adb76e,e0f5e099599ef817f8a0c375f7b326093f358a3553eb3fd1db54167f8a342edf,55d8c2ffb6dd72703a7604a2b361c6d6f906534f01f8fa06f3a199781b74e5fd,e4b4834d7ae8eac2f3b2d96dc9a9f38c03c2cc7574a908fe2e9092d28ce53274,7327e744ff0831dbefa70ff5ae506c04e4b130127a9c798674ec2224a3c03509,f21fe920718c6d2c53a676244591961999224ff51d2378d5ed0ea84ff7393783,0db54dc4deaf1ca9d303080b2a0fef5ef81176a43567a33113db7708567ec1ab,e8bff76a450f149ba7418998fdd25150f1636ffeb578b7cf0f2649a38e89b620,def99fb1f30cdb28c0b5dacfb809919da02bd1d39b239af7d12ca355853afb05,91ed17d9c968b086539cd50a26ecb69f290f1a9ddb1c23bc30cffe270a1dd914,8edcd043f68f17a6cc389aad7cae9677f85129d9a7c99a99d2cdb020bab0c177
"0","13","0","vo_nyx","2","0","0","2","0","0","vo_nyx_0201","1130002"
"1","13","0","0","1","0","0","3","40","0.382","0","1130003"
"0","13","0","0","4","0.672","1","4","0","0","0","1130004"
"1","13","40","0","1","0","0","5","82","0.65","0","1130005"
"0","13","0","0","4","1.115","1","6","0","0","0","1130006"
"1","13","82","0","1","0","0","7","286","2.158","0","1130007"
"0","13","0","0","4","2.541","1","8","0","0","0","1130008"
"1","13","286","0","1","0","0","9","365","0.914","0","1130009"
"0","13","0","0","4","0.914","1","10","0","0","0","1130010"
"2","13","0","0","1","0","0","11","220","1.72","0","1130011"
"0","13","0","0","4","1.5","1","12","0","0","0","1130012"
"0","13","0","0","4","2","3","13","0","0","0","1130013"
"0","13","0","0","4","1.726","1","14","0","0","0","1130014"
"0","13","0","vo_nyx","2","0","0","15","0","0","vo_nyx_0202","1130015"
"3","13","0","0","1","0","0","16","335","2.838","0","1130016"
"0","13","0","0","4","3.334","1","17","0","0","0","1130017"
"4","13","0","0","1","0","0","18","300","2.491","0","1130018"
"0","13","0","0","4","3.427","1","19","0","0","0","1130019"
"0","13","0","0","4","3","3","20","0","0","0","1130020"
"0","13","0","vo_nyx","2","0","0","21","0","0","vo_nyx_0203","1130021"
"5","13","0","0","1","0","0","22","47","0.475","0","1130022"
"0","13","0","0","4","0.872","1","23","0","0","0","1130023"
"5","13","47","0","1","0","0","24","119","1.001","0","1130024"
"0","13","0","0","4","1.492","1","25","0","0","0","1130025"
"5","13","119","0","1","0","0","26","310","1.73","0","1130026"
"0","13","0","0","4","2.045","1","27","0","0","0","1130027"
"5","13","310","0","1","0","0","28","395","0.87","0","1130028"
"0","13","0","0","4","1.949","1","29","0","0","0","1130029"
"0","13","0","vo_nyx","2","0","0","30","0","0","vo_nyx_0204","1130030"
"6","13","0","0","1","0","0","31","174","1.885","0","1130031"
"0","13","0","0","4","2.37","1","32","0","0","0","1130032"
"6","13","174","0","1","0","0","33","293","0.939","0","1130033"
"0","13","0","0","4","1.12","1","34","0","0","0","1130034"
"6","13","293","0","1","0","0","35","388","0.5","0","1130035"
"0","13","0","0","4","1.435","1","36","0","0","0","1130036"
"0","13","0","vo_nyx","2","0","0","37","0","0","vo_nyx_0205","1130037"
"7","13","0","0","1","0","0","38","34","0.58","0","1130038"
"0","13","0","0","4","0.976","1","39","0","0","0","1130039"
"7","13","34","0","1","0","0","40","176","1.425","0","1130040"
"0","13","0","0","4","1.683","1","41","0","0","0","1130041"
"7","13","176","0","1","0","0","42","275","0.85","0","1130042"
"0","13","0","0","4","1.9","1","43","0","0","0","1130043"
"0","13","0","0","4","4","3","44","0","0","0","1130044"
"0","13","0","vo_nyx","2","0","0","45","0","0","vo_nyx_0206","1130045"
"7","13","275","0","1","0","0","46","327","0.43","0","1130046"
"0","13","0","0","4","1.105","1","47","0","0","0","1130047"
"7","13","327","0","1","0","0","48","396","0.759","0","1130048"
"0","13","0","0","4","0.759","1","49","0","0","0","1130049"
"8","13","0","0","1","0","0","50","112","1.136","0","1130050"
"0","13","0","0","4","1.533","1","51","0","0","0","1130051"
"8","13","112","0","1","0","0","52","248","1.347","0","1130052"
"0","13","0","0","4","1.518","1","53","0","0","0","1130053"
"8","13","248","0","1","0","0","54","360","0.981","0","1130054"
"0","13","0","0","4","1.862","1","55","0","0","0","1130055"
"0","13","0","0","4","5","3","56","0","0","0","1130056"
"0","13","0","vo_nyx","2","0","0","57","0","0","vo_nyx_0207","1130057"
"9","13","0","0","1","0","0","58","51","0.44","0","1130058"
"0","13","0","0","4","0.9","1","59","0","0","0","1130059"
"9","13","51","0","1","0","0","60","205","1.404","0","1130060"
"0","13","0","0","4","1.74","1","61","0","0","0","1130061"
"9","13","205","0","1","0","0","62","325","0.986","0","1130062"
"0","13","0","0","4","1.187","1","63","0","0","0","1130063"
"9","13","325","0","1","0","0","64","377","0.437","0","1130064"
"0","13","0","0","4","0.437","1","65","0","0","0","1130065"
"10","13","0","0","1","0","0","66","84","0.7","0","1130066"
"0","13","0","0","4","1.317","1","67","0","0","0","1130067"
"10","13","84","0","1","0","0","68","376","2.659","0","1130068"
"0","13","0","0","4","2.717","1","69","0","0","0","1130069"
"11","13","0","0","1","0","0","70","190","1.834","0","1130070"
"0","13","0","0","4","3.084","1","71","0","0","0","1130071"
"0","13","0","vo_nyx","2","0","0","72","0","0","vo_nyx_0208","1130072"
"12","13","0","0","1","0","0","73","122","1.574","0","1130073"
"0","13","0","0","4","2.083","1","74","0","0","0","1130074"
"12","13","122","0","1","0","0","75","252","1.236","0","1130075"
"0","13","0","0","4","1.443","1","76","0","0","0","1130076"
"12","13","252","0","1","0","0","77","345","0.869","0","1130077"
"0","13","0","0","4","1.288","1","78","0","0","0","1130078"
"13","13","0","0","1","0","0","79","58","0.48","0","1130079"
"0","13","0","0","4","0.81","1","80","0","0","0","1130080"
"13","13","58","0","1","0","0","81","160","0.789","0","1130081"
"0","13","0","0","4","1.627","1","82","0","0","0","1130082"
"0","13","0","vo_nyx","2","0","0","83","0","0","vo_nyx_0209","1130083"
"13","13","160","0","1","0","0","84","250","0.707","0","1130084"
"0","13","0","0","4","2.507","1","85","0","0","0","1130085"
"0","14","0","0","4","1","3","1","0","0","0","1140001"
"0","14","0","vo_nyx","2","0","0","2","0","0","vo_nyx_0301","1140002"
"1","14","0","0","1","0","0","3","97","1.075","0","1140003"
"0","14","0","0","4","1.692","1","4","0","0","0","1140004"
"1","14","97","0","1","0","0","5","360","2.843","0","1140005"
"0","14","0","0","4","4","1","6","0","0","0","1140006"
"0","14","0","vo_nyx","2","0","0","7","0","0","vo_nyx_0302","1140007"
"2","14","0","0","1","0","0","8","135","1.567","0","1140008"
"0","14","0","0","4","1.964","1","9","0","0","0","1140009"
"2","14","135","0","1","0","0","10","230","0.78","0","1140010"
"0","14","0","0","4","2.076","1","11","0","0","0","1140011"
"0","14","0","vo_nyx","2","0","0","12","0","0","vo_nyx_0303","1140012"
"3","14","0","0","1","0","0","13","74","1.037","0","1140013"
"0","14","0","0","4","1.629","1","14","0","0","0","1140014"
"3","14","74","0","1","0","0","15","270","2.027","0","1140015"
"0","14","0","0","4","3.568","1","16","0","0","0","1140016"
"0","14","0","0","4","2","3","17","0","0","0","1140017"
"0","14","0","vo_nyx","2","0","0","18","0","0","vo_nyx_0304","1140018"
"3","14","270","0","1","0","0","19","380","1.38","0","1140019"
"0","14","0","0","4","1.419","1","20","0","0","0","1140020"
"4","14","0","0","1","0","0","21","58","0.491","0","1140021"
"0","14","0","0","4","0.545","1","22","0","0","0","1140022"
"4","14","58","0","1","0","0","23","316","2.409","0","1140023"
"0","14","0","0","4","3.711","1","24","0","0","0","1140024"
"0","14","0","vo_nyx","2","0","0","25","0","0","vo_nyx_0305","1140025"
"5","14","0","0","1","0","0","26","65","0.892","0","1140026"
"0","14","0","0","4","1.458","1","27","0","0","0","1140027"
"5","14","65","0","1","0","0","28","293","2.495","0","1140028"
"0","14","0","0","4","3.134","1","29","0","0","0","1140029"
"6","14","0","0","1","0","0","30","66","0.599","0","1140030"
"0","14","0","0","4","0.599","1","31","0","0","0","1140031"
"6","14","66","0","1","0","0","32","245","1.855","0","1140032"
"0","14","0","0","4","3.373","1","33","0","0","0","1140033"
"0","14","0","vo_nyx","2","0","0","34","0","0","vo_nyx_0306","1140034"
"7","14","0","0","1","0","0","35","175","1.629","0","1140035"
"0","14","0","0","4","3.34","1","36","0","0","0","1140036"
"0","14","0","vo_nyx","2","0","0","37","0","0","vo_nyx_0307","1140037"
"8","14","0","0","1","0","0","38","89","1.079","0","1140038"
"0","14","0","0","4","1.6","1","39","0","0","0","1140039"
"8","14","89","0","1","0","0","40","325","2.353","0","1140040"
"0","14","0","0","4","3.511","1","41","0","0","0","1140041"
"0","14","0","vo_nyx","2","0","0","42","0","0","vo_nyx_0308","1140042"
"8","14","325","0","1","0","0","43","400","0.511","0","1140043"
"0","14","0","0","4","0.511","1","44","0","0","0","1140044"
"9","14","0","0","1","0","0","45","75","1.154","0","1140045"
"0","14","0","0","4","1.511","1","46","0","0","0","1140046"
"9","14","75","0","1","0","0","47","405","3.186","0","1140047"
"0","14","0","0","4","4.034","1","48","0","0","0","1140048"
"0","14","0","vo_nyx","2","0","0","49","0","0","vo_nyx_0309","1140049"
"10","14","0","0","1","0","0","50","342","3.486","0","1140050"
"0","14","0","0","4","4.563","1","51","0","0","0","1140051"
"0","14","0","vo_nyx","2","0","0","52","0","0","vo_nyx_0310","1140052"
"11","14","0","0","1","0","0","53","105","0.815","0","1140053"
"0","14","0","0","4","2.384","1","54","0","0","0","1140054"
"0","14","0","vo_nyx","2","0","0","55","0","0","vo_nyx_0311","1140055"
"12","14","0","0","1","0","0","56","139","1.726","0","1140056"
"0","14","0","0","4","2.212","1","57","0","0","0","1140057"
"12","14","139","0","1","0","0","58","348","2.239","0","1140058"
"0","14","0","0","4","2.898","1","59","0","0","0","1140059"
"12","14","348","0","1","0","0","60","398","0.691","0","1140060"
"0","14","0","0","4","3","3","61","0","0","0","1140061"
"0","14","0","0","4","0.691","1","62","0","0","0","1140062"
"13","14","0","0","1","0","0","63","55","0.499","0","1140063"
"0","14","0","0","4","1.799","1","64","0","0","0","1140064"
"0","14","0","0","4","4","3","65","0","0","0","1140065"
"0","14","0","vo_nyx","2","0","0","66","0","0","vo_nyx_0312","1140066"
"13","14","55","0","1","0","0","67","128","0.674","0","1140067"
"0","14","0","0","4","1.251","1","68","0","0","0","1140068"
"13","14","128","0","1","0","0","69","201","0.959","0","1140069"
"0","14","0","0","4","1.676","1","70","0","0","0","1140070"
"13","14","201","0","1","0","0","71","365","1.894","0","1140071"
"0","14","0","0","4","1.894","1","72","0","0","0","1140072"
"14","14","0","0","1","0","0","73","100","0.844","0","1140073"
"0","14","0","0","4","2.644","1","74","0","0","0","1140074"
"0","22","0","0","4","1","3","1","0","0","0","1220001"
"0","22","0","vo_nyx","2","0","0","2","0","0","vo_nyx_0401","1220002"
"1","22","0","0","1","0","0","3","181","1.578","0","1220003"
"0","22","0","0","4","2.06","1","4","0","0","0","1220004"
"1","22","181","0","1","0","0","5","325","1.339","0","1220005"
"0","22","0","0","4","1.417","1","6","0","0","0","1220006"
"2","22","0","0","1","0","0","7","140","1.412","0","1220007"
"0","22","0","0","4","2.549","1","8","0","0","0","1220008"
"0","22","0","vo_nyx","2","0","0","9","0","0","vo_nyx_0402","1220009"
"2","22","140","0","1","0","0","10","326","1.74","0","1220010"
"0","22","0","0","4","2.249","1","11","0","0","0","1220011"
"2","22","326","0","1","0","0","12","390","0.455","0","1220012"
"0","22","0","0","4","0.455","1","13","0","0","0","1220013"
"3","22","0","0","1","0","0","14","188","1.361","0","1220014"
"0","22","0","0","4","2.433","1","15","0","0","0","1220015"
"0","22","0","vo_nyx","2","0","0","16","0","0","vo_nyx_0403","1220016"
"4","22","0","0","1","0","0","17","55","0.438","0","1220017"
"0","22","0","0","4","0.976","1","18","0","0","0","1220018"
"4","22","55","0","1","0","0","19","256","1.414","0","1220019"
"0","22","0","0","4","2.433","1","20","0","0","0","1220020"
"0","22","0","vo_nyx","2","0","0","21","0","0","vo_nyx_0404","1220021"
"5","22","0","0","1","0","0","22","213","1.829","0","1220022"
"0","22","0","0","4","2.237","1","23","0","0","0","1220023"
"5","22","213","0","1","0","0","24","340","1.018","0","1220024"
"0","22","0","0","4","1.965","1","25","0","0","0","1220025"
"0","22","0","0","4","2","3","26","0","0","0","1220026"
"0","22","0","vo_nyx","2","0","0","27","0","0","vo_nyx_0405","1220027"
"5","22","340","0","1","0","0","28","392","0.455","0","1220028"
"0","22","0","0","4","0.455","1","29","0","0","0","1220029"
"6","22","0","0","1","0","0","30","40","0.586","0","1220030"
"0","22","0","0","4","1.124","1","31","0","0","0","1220031"
"6","22","40","0","1","0","0","32","225","1.953","0","1220032"
"0","22","0","0","4","2.356","1","33","0","0","0","1220033"
"6","22","225","0","1","0","0","34","375","1.083","0","1220034"
"0","22","0","0","4","1.083","1","35","0","0","0","1220035"
"7","22","0","0","1","0","0","36","74","0.71","0","1220036"
"0","22","0","0","4","1.533","1","37","0","0","0","1220037"
"7","22","74","0","1","0","0","38","187","0.947","0","1220038"
"0","22","0","0","4","2","3","39","0","0","0","1220039"
"0","22","0","0","4","1.349","1","40","0","0","0","1220040"
"7","22","187","0","1","0","0","41","329","0.87","0","1220041"
"0","22","0","0","4","0.87","1","42","0","0","0","1220042"
"8","22","0","0","1","0","0","43","206","1.758","0","1220043"
"0","22","0","0","4","2.198","1","44","0","0","0","1220044"
"8","22","206","0","1","0","0","45","342","1.601","0","1220045"
"0","22","0","0","4","2.097","1","46","0","0","0","1220046"
"8","22","342","0","1","0","0","47","393","0.546","0","1220047"
"0","22","0","0","4","0.546","1","48","0","0","0","1220048"
"9","22","0","0","1","0","0","49","155","1.277","0","1220049"
"0","22","0","0","4","1.656","1","50","0","0","0","1220050"
"9","22","155","0","1","0","0","51","390","2.113","0","1220051"
"0","22","0","0","4","3.362","1","52","0","0","0","1220052"
"0","22","0","0","4","3","3","53","0","0","0","1220053"
"0","22","0","vo_nyx","2","0","0","54","0","0","vo_nyx_0406","1220054"
"10","22","0","0","1","0","0","55","263","2.628","0","1220055"
"0","22","0","0","4","3.131","1","56","0","0","0","1220056"
"10","22","263","0","1","0","0","57","345","0.846","0","1220057"
"0","22","0","0","4","1.249","1","58","0","0","0","1220058"
"10","22","345","0","1","0","0","59","396","0.516","0","1220059"
"0","22","0","0","4","0.593","1","60","0","0","0","1220060"
"11","22","0","0","1","0","0","61","318","2.285","0","1220061"
"0","22","0","0","4","3.475","1","62","0","0","0","1220062"
"0","22","0","0","4","4","3","63","0","0","0","1220063"
"0","22","0","vo_nyx","2","0","0","64","0","0","vo_nyx_0407","1220064"
"12","22","0","0","1","0","0","65","258","2.326","0","1220065"
"0","22","0","0","4","2.872","1","66","0","0","0","1220066"
"12","22","258","0","1","0","0","67","395","1.488","0","1220067"
"0","22","0","0","4","1.488","1","68","0","0","0","1220068"
"13","22","0","0","1","0","0","69","220","1.728","0","1220069"
"0","22","0","0","4","2.711","1","70","0","0","0","1220070"
"0","22","0","vo_nyx","2","0","0","71","0","0","vo_nyx_0408","1220071"
"15","22","0","0","1","0","0","72","40","0.408","0","1220072"
"0","22","0","0","4","0.929","1","73","0","0","0","1220073"
"15","22","40","0","1","0","0","74","152","1.122","0","1220074"
"0","22","0","0","4","2.922","1","75","0","0","0","1220075"
"0","23","0","0","4","1","3","1","0","0","0","1230001"
"0","23","0","vo_nyx","2","0","0","2","0","0","vo_nyx_0501","1230002"
"1","23","0","0","1","0","0","3","390","3.048","0","1230003"
"0","23","0","0","4","3.048","1","4","0","0","0","1230004"
"2","23","0","0","1","0","0","5","85","0.731","0","1230005"
"0","23","0","0","4","1.507","1","6","0","0","0","1230006"
"0","23","0","vo_nyx","2","0","0","7","0","0","vo_nyx_0502","1230007"
"2","23","85","0","1","0","0","8","302","2.093","0","1230008"
"0","23","0","0","4","2.341","1","9","0","0","0","1230009"
"2","23","302","0","1","0","0","10","378","0.644","0","1230010"
"0","23","0","0","4","0.993","1","11","0","0","0","1230011"
"3","23","0","0","1","0","0","12","195","1.737","0","1230012"
"0","23","0","0","4","2.616","1","13","0","0","0","1230013"
"0","23","0","vo_nyx","2","0","0","14","0","0","vo_nyx_0503","1230014"
"3","23","195","0","1","0","0","15","395","1.866","0","1230015"
"0","23","0","0","4","1.866","1","16","0","0","0","1230016"
"4","23","0","0","1","0","0","17","123","1.039","0","1230017"
"0","23","0","0","4","1.496","1","18","0","0","0","1230018"
"4","23","123","0","1","0","0","19","305","1.355","0","1230019"
"0","23","0","0","4","2.334","1","20","0","0","0","1230020"
"0","23","0","vo_nyx","2","0","0","21","0","0","vo_nyx_0504","1230021"
"6","23","0","0","1","0","0","22","45","0.422","0","1230022"
"0","23","0","0","4","0.845","1","23","0","0","0","1230023"
"6","23","45","0","1","0","0","24","308","2.026","0","1230024"
"0","23","0","0","4","2.563","1","25","0","0","0","1230025"
"0","23","0","vo_nyx","2","0","0","26","0","0","vo_nyx_0505","1230026"
"8","23","0","0","1","0","0","27","80","0.865","0","1230027"
"0","23","0","0","4","1.207","1","28","0","0","0","1230028"
"8","23","80","0","1","0","0","29","360","1.873","0","1230029"
"0","23","0","0","4","2.166","1","30","0","0","0","1230030"
"9","23","0","0","1","0","0","31","345","2.558","0","1230031"
"0","23","0","0","4","2","3","32","0","0","0","1230032"
"0","23","0","0","4","3.202","1","33","0","0","0","1230033"
"10","23","0","0","1","0","0","34","215","2.381","0","1230034"
"0","23","0","0","4","2.938","1","35","0","0","0","1230035"
"0","23","0","vo_nyx","2","0","0","36","0","0","vo_nyx_0506","1230036"
"10","23","215","0","1","0","0","37","400","1.241","0","1230037"
"0","23","0","0","4","1.657","1","38","0","0","0","1230038"
"11","23","0","0","1","0","0","39","375","2.871","0","1230039"
"0","23","0","0","4","3","3","40","0","0","0","1230040"
"0","23","0","0","4","3.435","1","41","0","0","0","1230041"
"0","23","0","vo_nyx","2","0","0","42","0","0","vo_nyx_0507","1230042"
"12","23","0","0","1","0","0","43","64","0.717","0","1230043"
"0","23","0","0","4","1.026","1","44","0","0","0","1230044"
"12","23","64","0","1","0","0","45","395","2.843","0","1230045"
"0","23","0","0","4","3.603","1","46","0","0","0","1230046"
"0","23","0","vo_nyx","2","0","0","47","0","0","vo_nyx_0508","1230047"
"13","23","0","0","1","0","0","48","130","1.417","0","1230048"
"0","23","0","0","4","2.029","1","49","0","0","0","1230049"
"13","23","130","0","1","0","0","50","335","1.78","0","1230050"
"0","23","0","0","4","3.58","1","51","0","0","0","1230051"
"0","24","0","0","4","1","3","1","0","0","0","1240001"
"0","24","0","vo_nyx","2","0","0","2","0","0","vo_nyx_0601","1240002"
"1","24","0","0","1","0","0","3","92","0.945","0","1240003"
"0","24","0","0","4","1.808","1","4","0","0","0","1240004"
"0","24","0","vo_nyx","2","0","0","5","0","0","vo_nyx_0602","1240005"
"2","24","0","0","1","0","0","6","395","3.225","0","1240006"
"0","24","0","0","4","4.362","1","7","0","0","0","1240007"
"0","24","0","vo_nyx","2","0","0","8","0","0","vo_nyx_0603","1240008"
"3","24","0","0","1","0","0","9","392","2.828","0","1240009"
"0","24","0","0","4","4.36","1","10","0","0","0","1240010"
"0","24","0","vo_nyx","2","0","0","11","0","0","vo_nyx_0604","1240011"
"4","24","0","0","1","0","0","12","150","1.212","0","1240012"
"0","24","0","0","4","2.171","1","13","0","0","0","1240013"
"4","24","150","0","1","0","0","14","350","1.656","0","1240014"
"0","24","0","0","4","2.769","1","15","0","0","0","1240015"
"0","24","0","vo_nyx","2","0","0","16","0","0","vo_nyx_0605","1240016"
"5","24","0","0","1","0","0","17","24","0.168","0","1240017"
"0","24","0","0","4","1.256","1","18","0","0","0","1240018"
"5","24","24","0","1","0","0","19","59","0.478","0","1240019"
"0","24","0","0","4","0.535","1","20","0","0","0","1240020"
"5","24","59","0","1","0","0","21","150","0.735","0","1240021"
"0","24","0","0","4","2.444","1","22","0","0","0","1240022"
"0","24","0","vo_nyx","2","0","0","23","0","0","vo_nyx_0606","1240023"
"7","24","0","0","1","0","0","24","183","1.607","0","1240024"
"0","24","0","0","4","2.16","1","25","0","0","0","1240025"
"7","24","183","0","1","0","0","26","400","2.119","0","1240026"
"0","24","0","0","4","2.647","1","27","0","0","0","1240027"
"8","24","0","0","1","0","0","28","205","1.802","0","1240028"
"0","24","0","0","4","2","3","29","0","0","0","1240029"
"0","24","0","0","4","2.817","1","30","0","0","0","1240030"
"0","24","0","vo_nyx","2","0","0","31","0","0","vo_nyx_0607","1240031"
"8","24","205","0","1","0","0","32","395","1.981","0","1240032"
"0","24","0","0","4","2.842","1","33","0","0","0","1240033"
"9","24","0","0","1","0","0","34","180","1.894","0","1240034"
"0","24","0","0","4","3.737","1","35","0","0","0","1240035"
"0","24","0","vo_nyx","2","0","0","36","0","0","vo_nyx_0608","1240036"
"9","24","180","0","1","0","0","37","209","0.82","0","1240037"
"0","24","0","0","4","1.754","1","38","0","0","0","1240038"
"9","24","209","0","1","0","0","39","400","2.752","0","1240039"
"0","24","0","0","4","3.272","1","40","0","0","0","1240040"
"0","24","0","0","4","3","3","41","0","0","0","1240041"
"0","24","0","vo_nyx","2","0","0","42","0","0","vo_nyx_0609","1240042"
"11","24","0","0","1","0","0","43","100","1.283","0","1240043"
"0","24","0","0","4","2.322","1","44","0","0","0","1240044"
"0","24","0","0","4","4","3","45","0","0","0","1240045"
"0","24","0","vo_nyx","2","0","0","46","0","0","vo_nyx_0610","1240046"
"12","24","0","0","1","0","0","47","80","0.86","0","1240047"
"0","24","0","0","4","0.86","1","48","0","0","0","1240048"
"12","24","80","0","1","0","0","49","112","1.242","0","1240049"
"0","24","0","0","4","2.086","1","50","0","0","0","1240050"
"0","24","0","0","4","5","3","51","0","0","0","1240051"
"0","24","0","vo_nyx","2","0","0","52","0","0","vo_nyx_0611","1240052"
"12","24","112","0","1","0","0","53","242","0.735","0","1240053"
"0","24","0","0","4","1.789","1","54","0","0","0","1240054"
"0","24","0","vo_nyx","2","0","0","55","0","0","vo_nyx_0612","1240055"
"13","24","0","0","1","0","0","56","56","1","0","1240056"
"0","24","0","0","4","2.104","1","57","0","0","0","1240057"
"0","24","0","0","4","6","3","58","0","0","0","1240058"
