e190ec2431c6796872bd7c325563bf3dd53153c7df6df57be465f48f6c5cd8dc,9174c64f55dc6343677fbc64df0595c90ad097d9e8d217ab59878d0613b942a2,f9e057055be6a45e598a0202f74c2e3e024d5205435e2115912b91f444384988,4ef59892c4f649453b6e644378a02dbbee8fb03f5da3a2615cb750f68fb74acb,feff75c2f11f9d4dd3172069757b3ec50e433bfb468ecec9ed4c56a429bd8ddd,e41b2ac55c1187036aad6463830f55377c52ff01cd8d9fce1f424c6b1fec6d46,4487be6d3a3cace79392533ba95e0a081905b4d2efab009b892ecfd2e5a8a87c,bf02efe8ac26ec952060c95b7fe529e3e8755a1052a9b09f6311f42390ced940,8e7a8d239d2d79b9360325cba183c683bb8035a255f30cd2224439184b5c813c,2a714d7bb03308c7b48123ba13f16064322e3bddc869c9ebecc82ede0a11812a,9291fb378aa4951ff679c1fc098eb72f89744e988728ae797338624b05fc623d,7d29ffa9c58ceee1a32f84d65ac1b48a145c50eeb3d60ec49e78a37ec8600506,b29371f1c30b16f1fdce20e1e438b9405eeab0f18ea650604fae868ba4385aac,372ffbea30a5eea802cd975fccbe008378f45620c60656d8ee9e792640272963,44c40b0fb8b835ba3d5451d05eb695e97f3d6f39f312b28c377d4f0102c6433e,6d6cacd4954ce016877b556244c3666a3ca62b7fd191c565084e2e4f4d1218fb
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25013","10","400","50","1002013"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25014","10","400","50","1002014"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25015","10","400","50","1002015"
"12","2","8","91002","94002","2","200","90008","25021","0","500000","0","10","0","50","1002016"
"12","2","8","91002","94002","2","200","90008","25021","0","500000","0","10","0","50","1002017"
"12","2","8","91002","94002","2","200","90008","25021","0","500000","0","10","0","50","1002018"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25011","10","400","50","1003001"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25012","10","400","50","1003002"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25013","10","400","50","1003003"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25014","10","400","50","1003004"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25015","10","400","50","1003005"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25011","10","400","50","1003006"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25012","10","400","50","1003007"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25013","10","400","50","1003008"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25014","10","400","50","1003009"
"12","2","8","91002","94002","2","200","90008","25001","2","500000","25015","10","400","10","1003010"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25011","10","400","50","1003011"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25012","10","400","50","1003012"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25013","10","400","50","1003013"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25014","10","400","50","1003014"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25015","10","400","50","1003015"
"12","2","8","91002","94002","2","200","90008","25021","0","500000","0","10","0","50","1003016"
"12","2","8","91002","94002","2","200","90008","25021","0","500000","0","10","0","50","1003017"
"12","2","8","91002","94002","2","200","90008","25021","0","500000","0","10","0","50","1003018"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25011","10","400","50","1004001"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25012","10","400","50","1004002"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25013","10","400","50","1004003"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25014","10","400","50","1004004"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25015","10","400","50","1004005"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25011","10","400","50","1004006"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25012","10","400","50","1004007"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25013","10","400","50","1004008"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25014","10","400","50","1004009"
"12","2","8","91002","94002","2","200","90008","25001","2","500000","25015","10","400","10","1004010"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25011","10","400","50","1004011"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25012","10","400","50","1004012"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25013","10","400","50","1004013"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25014","10","400","50","1004014"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25015","10","400","50","1004015"
"12","2","8","91002","94002","2","200","90008","25021","0","500000","0","10","0","50","1004016"
"12","2","8","91002","94002","2","200","90008","25021","0","500000","0","10","0","50","1004017"
"12","2","8","91002","94002","2","200","90008","25021","0","500000","0","10","0","50","1004018"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25011","10","400","50","1005001"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25012","10","400","50","1005002"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25013","10","400","50","1005003"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25014","10","400","50","1005004"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25015","10","400","50","1005005"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25011","10","400","50","1005006"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25012","10","400","50","1005007"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25013","10","400","50","1005008"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25014","10","400","50","1005009"
"12","2","8","91002","94002","2","200","90008","25001","2","500000","25015","10","400","10","1005010"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25011","10","400","50","1005011"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25012","10","400","50","1005012"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25013","10","400","50","1005013"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25014","10","400","50","1005014"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25015","10","400","50","1005015"
"12","2","8","91002","94002","2","200","90008","25021","0","500000","0","10","0","50","1005016"
"12","2","8","91002","94002","2","200","90008","25021","0","500000","0","10","0","50","1005017"
"12","2","8","91002","94002","2","200","90008","25021","0","500000","0","10","0","50","1005018"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25011","10","400","50","1006001"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25012","10","400","50","1006002"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25013","10","400","50","1006003"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25014","10","400","50","1006004"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25015","10","400","50","1006005"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25011","10","400","50","1006006"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25012","10","400","50","1006007"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25013","10","400","50","1006008"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25014","10","400","50","1006009"
"12","2","8","91002","94002","2","200","90008","25001","2","500000","25015","10","400","10","1006010"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25011","10","400","50","1006011"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25012","10","400","50","1006012"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25013","10","400","50","1006013"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25014","10","400","50","1006014"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25015","10","400","50","1006015"
"12","2","8","91002","94002","2","200","90008","25021","0","500000","0","10","0","50","1006016"
"12","2","8","91002","94002","2","200","90008","25021","0","500000","0","10","0","50","1006017"
"12","2","8","91002","94002","2","200","90008","25021","0","500000","0","10","0","50","1006018"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25011","10","400","50","1007001"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25012","10","400","50","1007002"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25013","10","400","50","1007003"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25014","10","400","50","1007004"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25015","10","400","50","1007005"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25011","10","400","50","1007006"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25012","10","400","50","1007007"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25013","10","400","50","1007008"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25014","10","400","50","1007009"
"12","2","8","91002","94002","2","200","90008","25001","2","500000","25015","10","400","10","1007010"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25011","10","400","50","1007011"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25012","10","400","50","1007012"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25013","10","400","50","1007013"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25014","10","400","50","1007014"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25015","10","400","50","1007015"
"12","2","8","91002","94002","2","200","90008","25021","0","500000","0","10","0","50","1007016"
"12","2","8","91002","94002","2","200","90008","25021","0","500000","0","10","0","50","1007017"
"12","2","8","91002","94002","2","200","90008","25021","0","500000","0","10","0","50","1007018"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25011","10","400","50","1008001"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25012","10","400","50","1008002"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25013","10","400","50","1008003"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25014","10","400","50","1008004"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25015","10","400","50","1008005"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25011","10","400","50","1008006"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25012","10","400","50","1008007"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25013","10","400","50","1008008"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25014","10","400","50","1008009"
"12","2","8","91002","94002","2","200","90008","25001","2","500000","25015","10","400","10","1008010"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25011","10","400","50","1008011"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25012","10","400","50","1008012"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25013","10","400","50","1008013"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25014","10","400","50","1008014"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25015","10","400","50","1008015"
"12","2","8","91002","94002","2","200","90008","25021","0","500000","0","10","0","50","1008016"
"12","2","8","91002","94002","2","200","90008","25021","0","500000","0","10","0","50","1008017"
"12","2","8","91002","94002","2","200","90008","25021","0","500000","0","10","0","50","1008018"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25011","10","1000","125","1009001"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25012","10","1000","125","1009002"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25013","10","1000","125","1009003"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25014","10","1000","125","1009004"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25015","10","1000","125","1009005"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25011","10","1000","125","1009006"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25012","10","1000","125","1009007"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25013","10","1000","125","1009008"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25014","10","1000","125","1009009"
"12","2","8","91002","94002","2","200","90008","25001","2","500000","25015","10","1000","10","1009010"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25011","10","1000","125","1009011"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25012","10","1000","125","1009012"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25013","10","1000","125","1009013"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25014","10","1000","125","1009014"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25015","10","1000","125","1009015"
"12","2","8","91002","94002","2","200","90008","25021","0","500000","0","10","0","125","1009016"
"12","2","8","91002","94002","2","200","90008","25021","0","500000","0","10","0","125","1009017"
"12","2","8","91002","94002","2","200","90008","25021","0","500000","0","10","0","125","1009018"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25011","10","1000","125","1010001"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25012","10","1000","125","1010002"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25013","10","1000","125","1010003"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25014","10","1000","125","1010004"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25015","10","1000","125","1010005"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25011","10","1000","125","1010006"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25012","10","1000","125","1010007"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25013","10","1000","125","1010008"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25014","10","1000","125","1010009"
"12","2","8","91002","94002","2","200","90008","25001","2","500000","25015","10","1000","10","1010010"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25011","10","1000","125","1010011"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25012","10","1000","125","1010012"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25013","10","1000","125","1010013"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25014","10","1000","125","1010014"
"12","2","8","91002","94002","2","200","90008","25021","2","500000","25015","10","1000","125","1010015"
"12","2","8","91002","94002","2","200","90008","25021","0","500000","0","10","0","125","1010016"
"12","2","8","91002","94002","2","200","90008","25021","0","500000","0","10","0","125","1010017"
"12","2","8","91002","94002","2","200","90008","25021","0","500000","0","10","0","125","1010018"
