8c1837288c4cd8eed8b9c49c6530b5c59856828000e8cc004f5b6676b00d5e35,18ddd4da8c356a71a3e6c2cca0375ee139b88cf5d8dbf3e2eaa15b1c0bb2eda8,7e6a93e419b672b21e7aaf6b46884a04d64ae5de708fa48ee0fc8b79f4a30ceb,a368689ebdf15e9758556a66db2a106d98ec8f06bf40e87e46ba92cd00c50176,d053c2ab7d27b9bae94d6f58bac34428d1491eca968348cca307791d97dd00e7,e1c4f1ba6ae021012bc135b7b4067001448022fdca3e623783ea27272ebbd004
"234","17","680","250","1","38490"
"235","17","680","250","1","38740"
"236","17","680","250","1","38990"
"237","17","680","250","1","39240"
"238","17","680","250","1","39490"
"239","17","680","250","1","39740"
"240","17","680","250","1","39990"
"241","18","680","250","1","40240"
"242","18","680","250","1","40490"
"243","18","680","250","1","40740"
"244","18","680","250","1","40990"
"245","18","680","250","1","41240"
"246","18","680","250","1","41490"
"247","18","680","250","1","41740"
"248","18","680","250","1","41990"
"249","18","680","250","1","42240"
"250","18","680","250","1","42490"
"251","19","680","250","1","42740"
"252","19","680","250","1","42990"
"253","19","680","250","1","43240"
"254","19","680","250","1","43490"
"255","19","680","250","1","43740"
"256","19","680","250","1","43990"
"257","19","680","250","1","44240"
"258","19","680","250","1","44490"
"259","19","680","250","1","44740"
"260","19","680","250","1","44990"
"261","20","680","250","1","45240"
"262","20","680","250","1","45490"
"263","20","680","250","1","45740"
"264","20","680","250","1","45990"
"265","20","680","250","1","46240"
"266","20","680","250","1","46490"
"267","20","680","250","1","46740"
"268","20","680","250","1","46990"
"269","20","680","250","1","47240"
"270","20","680","250","1","47490"
"271","21","680","250","1","47740"
"272","21","680","250","1","47990"
"273","21","680","250","1","48240"
"274","21","680","250","1","48490"
"275","21","680","250","1","48740"
"276","21","680","250","1","48990"
"277","21","680","250","1","49240"
"278","21","680","250","1","49490"
"279","21","680","250","1","49740"
"280","21","680","250","1","49990"
"281","22","680","250","1","50240"
"282","22","680","250","1","50490"
"283","22","680","250","1","50740"
"284","22","680","250","1","50990"
"285","22","680","250","1","51240"
"286","22","680","250","1","51490"
"287","22","680","250","1","51740"
"288","22","680","250","1","51990"
"289","22","680","250","1","52240"
"290","22","680","250","1","52490"
"291","23","680","250","1","52740"
"292","23","680","250","1","52990"
"293","23","680","250","1","53240"
"294","23","680","250","1","53490"
"295","23","680","250","1","53740"
"296","23","680","250","1","53990"
"297","23","680","250","1","54240"
"298","23","680","250","1","54490"
"299","23","680","250","1","54740"
"300","23","680","250","1","54990"
"301","24","680","250","1","55240"
"302","24","680","250","1","55490"
"303","24","680","250","1","55740"
"304","24","680","250","1","55990"
"305","24","680","250","1","56240"
"306","24","680","250","1","56490"
"307","24","680","250","1","56740"
"308","24","680","250","1","56990"
"309","24","680","250","1","57240"
"310","24","680","250","1","57490"
"311","25","680","250","1","57740"
"312","25","680","250","1","57990"
"313","25","680","250","1","58240"
"314","25","680","250","1","58490"
"315","25","680","250","1","58740"
"316","25","680","250","1","58990"
"317","25","680","250","1","59240"
"318","25","680","250","1","59490"
"319","25","680","250","1","59740"
"320","25","680","250","1","59990"
"321","26","680","250","1","60240"
"322","26","680","250","1","60490"
"323","26","680","250","1","60740"
"324","26","680","250","1","60990"
"325","26","680","250","1","61240"
"326","26","680","250","1","61490"
"327","26","680","250","1","61740"
"328","26","680","250","1","61990"
"329","26","680","250","1","62240"
"330","26","680","250","1","62490"
"331","27","680","250","1","62740"
"332","27","680","250","1","62990"
"333","27","680","250","1","63240"
"334","27","680","250","1","63490"
"335","27","680","250","1","63740"
"336","27","680","250","1","63990"
"337","27","680","250","1","64240"
"338","27","680","250","1","64490"
"339","27","680","250","1","64740"
"340","27","680","250","1","64990"
"341","28","680","250","1","65240"
"342","28","680","250","1","65490"
"343","28","680","250","1","65740"
"344","28","680","250","1","65990"
"345","28","680","250","1","66240"
"346","28","680","250","1","66490"
"347","28","680","250","1","66740"
"348","28","680","250","1","66990"
"349","28","680","250","1","67240"
"350","28","680","250","1","67490"
"351","29","680","250","1","67740"
"352","29","680","250","1","67990"
"353","29","680","250","1","68240"
"354","29","680","250","1","68490"
"355","29","680","250","1","68740"
"356","29","680","250","1","68990"
"357","29","680","250","1","69240"
"358","29","680","250","1","69490"
"359","29","680","250","1","69740"
"360","29","680","250","1","69990"
"361","30","760","275","1","70265"
"362","30","760","275","1","70540"
"363","30","760","275","1","70815"
"364","30","760","275","1","71090"
"365","30","760","275","1","71365"
"366","30","760","275","1","71640"
"367","30","760","275","1","71915"
"368","30","760","275","1","72190"
"369","30","760","275","1","72465"
"370","30","760","275","1","72740"
"0","1","200000","50","2","50"
"1","1","500000","10","2","60"
"2","1","500000","15","2","75"
"3","1","500000","20","2","95"
"4","1","500000","25","2","120"
"5","1","500000","30","2","150"
