97e545aeb91f1bed3a87e716726ee9e841008ca644e5a9c7f734bd20a11ec6f9,6beaa3dc489d875dd8678596c558f452a999c9c7b430f17307574992166fb03d,f2232f3d3db407fac3ec9ac15eacf4fac81a681b805a2d1ebda7574d31e9ac7c,75629a683e885042b0961cd4f927a73b51f18b913563761154603c73e151fdc6,310693a2e0f3f6851f3088364d5a84d7d92730da6eed99402ff59d1b329a4073,672a6d3127ce9f7b0182138a3183741c78fde72342a7058dbde02518aa207ee2,3f47cf9b3afbb3faca75f00b7d6a5ddfa3cbd5fccac4937b304b2237f026cd98,d506efdf43ab1dcbae628d6c0a8f900576bca1af34531f998727ce0feb66c6f5,8fb37bfcd8934f3e6098f5b637b401578575366c8533851e945ebf6b224a014b,e97bdc786aed9ee987b0c97e5087669fd5f143ed78db3b2d90fd1d579ec69ce1,57fb6354c02b167e0215e8ecf561c5807cf568b2e64c03a042a1d6c33bf4e861
"30161","0","380000","2021/10/31 11:59:59","1","2021/10/22 12:00:00","155","0","0","0","380000"
"50162","380000","380000","2021/11/03 18:59:59","2","2021/10/31 12:00:00","156","0","0","380000","0"
"30163","0","380000","2021/11/11 11:59:59","1","2021/11/03 19:00:00","157","0","0","0","380000"
"30164","0","380000","2021/11/16 11:59:59","1","2021/11/11 12:00:00","158","0","0","0","380000"
"30166","0","380000","2021/11/24 11:59:59","1","2021/11/16 12:00:00","159","0","0","0","380000"
"30167","0","380000","2021/11/30 11:59:59","1","2021/11/24 12:00:00","160","0","0","0","380000"
"30168","0","380000","2021/12/08 11:59:59","1","2021/11/30 12:00:00","161","0","0","0","380000"
"30169","0","380000","2021/12/15 14:59:59","1","2021/12/08 12:00:00","162","0","0","0","380000"
"30170","0","380000","2021/12/22 11:59:59","1","2021/12/15 15:00:00","163","0","0","0","380000"
"30171","0","380000","2021/12/31 11:59:59","1","2021/12/22 12:00:00","164","0","0","0","380000"
"50172","380000","380000","2022/01/03 18:59:59","2","2021/12/31 12:00:00","165","0","0","380000","0"
"30173","0","380000","2022/01/11 11:59:59","1","2022/01/03 19:00:00","166","0","0","0","380000"
"30174","0","380000","2022/01/15 14:59:59","1","2022/01/11 12:00:00","167","0","0","0","380000"
"30175","0","380000","2022/01/24 11:59:59","1","2022/01/15 15:00:00","168","0","0","0","380000"
"30176","0","380000","2022/01/27 11:59:59","1","2022/01/24 12:00:00","169","0","0","0","380000"
"30177","0","380000","2022/01/31 11:59:59","1","2022/01/27 12:00:00","170","0","0","0","380000"
"30178","0","380000","2022/02/08 11:59:59","1","2022/01/31 12:00:00","171","0","0","0","380000"
"30179","0","380000","2022/02/15 14:59:59","1","2022/02/08 12:00:00","172","0","0","0","380000"
"40007","0","380000","2022/02/24 11:59:59","1","2022/02/15 15:00:00","173","0","0","0","380000"
"30180","0","380000","2022/02/24 11:59:59","1","2022/02/15 15:00:00","174","0","0","0","380000"
"30182","0","380000","2022/02/28 11:59:59","1","2022/02/24 12:00:00","175","0","0","0","380000"
"50183","380000","380000","2022/03/03 18:59:59","2","2022/02/28 12:00:00","176","0","0","380000","0"
"30184","0","380000","2022/03/11 11:59:59","1","2022/03/03 19:00:00","177","0","0","0","380000"
"30185","0","380000","2022/03/11 11:59:59","1","2022/03/08 12:00:00","178","0","0","0","380000"
"30186","0","380000","2022/03/15 14:59:59","1","2022/03/11 12:00:00","179","0","0","0","380000"
"30187","0","380000","2022/03/24 11:59:59","1","2022/03/15 15:00:00","180","0","0","0","380000"
"30188","0","380000","2022/03/28 11:59:59","1","2022/03/24 12:00:00","181","0","0","0","380000"
"30189","0","380000","2022/03/31 11:59:59","1","2022/03/28 12:00:00","182","0","0","0","380000"
"50190","380000","380000","2022/04/03 18:59:59","2","2022/03/31 12:00:00","183","0","0","380000","0"
"30191","0","380000","2022/04/11 11:59:59","1","2022/04/03 19:00:00","184","0","0","0","380000"
"30192","0","380000","2022/04/15 14:59:59","1","2022/04/11 12:00:00","185","0","0","0","380000"
"30193","0","380000","2022/04/22 11:59:59","1","2022/04/15 15:00:00","186","0","0","0","380000"
"30194","0","380000","2022/04/30 11:59:59","1","2022/04/22 12:00:00","187","0","0","0","380000"
"50195","380000","380000","2022/05/03 18:59:59","2","2022/04/30 12:00:00","188","0","0","380000","0"
"30196","0","380000","2022/05/11 11:59:59","1","2022/05/03 19:00:00","189","0","0","0","380000"
"30197","0","380000","2022/05/15 14:59:59","1","2022/05/11 12:00:00","190","0","0","0","380000"
"30198","0","380000","2022/05/24 11:59:59","1","2022/05/15 15:00:00","191","0","0","0","380000"
"30199","0","380000","2022/05/28 11:59:59","1","2022/05/24 12:00:00","192","0","0","0","380000"
"50200","380000","380000","2022/05/31 11:59:59","2","2022/05/28 12:00:00","193","0","0","380000","0"
"30201","0","380000","2022/06/09 11:59:59","1","2022/05/31 12:00:00","194","0","0","0","380000"
"30202","0","380000","2022/06/15 14:59:59","1","2022/06/09 12:00:00","195","0","0","0","380000"
"30203","0","380000","2022/06/24 11:59:59","1","2022/06/15 15:00:00","196","0","0","0","380000"
"30204","0","380000","2022/06/30 11:59:59","1","2022/06/24 12:00:00","197","0","0","0","380000"
"30205","0","380000","2022/07/08 11:59:59","1","2022/06/30 12:00:00","198","0","0","0","380000"
"30206","0","380000","2022/07/11 11:59:59","1","2022/07/08 12:00:00","199","0","0","0","380000"
"30207","0","380000","2022/07/15 14:59:59","1","2022/07/11 12:00:00","200","0","0","0","380000"
"30208","0","380000","2022/07/25 11:59:59","1","2022/07/15 15:00:00","201","0","0","0","380000"
"30209","0","380000","2022/07/28 11:59:59","1","2022/07/25 12:00:00","202","0","0","0","380000"
"30210","0","380000","2022/07/31 11:59:59","1","2022/07/28 12:00:00","203","0","0","0","380000"
"30211","0","380000","2022/08/09 11:59:59","1","2022/07/31 12:00:00","204","0","0","0","380000"
"30212","0","380000","2022/08/12 11:59:59","1","2022/08/09 12:00:00","205","0","0","0","380000"
"30213","0","380000","2022/08/15 14:59:59","1","2022/08/12 12:00:00","206","0","0","0","380000"
"40008","0","380000","2022/08/23 11:59:59","1","2022/08/15 15:00:00","207","0","0","0","380000"
"30215","0","380000","2022/08/26 11:59:59","1","2022/08/23 12:00:00","208","0","0","0","380000"
"30216","0","380000","2022/08/31 11:59:59","1","2022/08/26 12:00:00","209","0","0","0","380000"
"50217","380000","380000","2022/09/03 18:59:59","2","2022/08/31 12:00:00","210","0","0","380000","0"
"30218","0","380000","2022/09/12 11:59:59","1","2022/09/03 19:00:00","211","0","0","0","380000"
"30219","0","380000","2022/09/15 14:59:59","1","2022/09/12 12:00:00","212","0","0","0","380000"
"30220","0","380000","2022/09/22 11:59:59","1","2022/09/15 15:00:00","213","0","0","0","380000"
"30221","0","380000","2022/09/30 11:59:59","1","2022/09/22 12:00:00","214","0","0","0","380000"
"30222","0","380000","2022/10/11 11:59:59","1","2022/09/30 12:00:00","215","0","0","0","380000"
"30223","0","380000","2022/10/15 14:59:59","1","2022/10/11 12:00:00","216","0","0","0","380000"
"30224","0","380000","2022/10/25 11:59:59","1","2022/10/15 15:00:00","217","0","0","0","380000"
"30225","0","380000","2022/10/28 11:59:59","1","2022/10/25 12:00:00","218","0","0","0","380000"
"30226","0","380000","2022/10/31 11:59:59","1","2022/10/28 12:00:00","219","0","0","0","380000"
"30227","0","380000","2022/11/08 11:59:59","1","2022/10/31 12:00:00","220","0","0","0","380000"
"30228","0","380000","2022/11/11 11:59:59","1","2022/11/08 12:00:00","221","0","0","0","380000"
"30229","0","380000","2022/11/15 14:59:59","1","2022/11/11 12:00:00","222","0","0","0","380000"
"30230","0","380000","2022/11/24 11:59:59","1","2022/11/15 15:00:00","223","0","0","0","380000"
"50231","380000","380000","2022/11/27 11:59:59","2","2022/11/24 12:00:00","224","0","0","380000","0"
"30232","0","380000","2022/11/30 11:59:59","1","2022/11/27 12:00:00","225","0","0","0","380000"
"30233","0","380000","2022/12/09 11:59:59","1","2022/11/30 12:00:00","226","0","0","0","380000"
"30234","0","380000","2022/12/16 11:59:59","1","2022/12/09 12:00:00","227","0","0","0","380000"
"30235","0","380000","2022/12/23 11:59:59","1","2022/12/16 12:00:00","228","0","0","0","380000"
"30236","0","380000","2022/12/31 11:59:59","1","2022/12/23 12:00:00","229","0","0","0","380000"
"50237","380000","380000","2023/01/03 18:59:59","2","2022/12/31 12:00:00","230","0","0","380000","0"
"30238","0","380000","2023/01/10 11:59:59","1","2023/01/03 19:00:00","231","0","0","0","380000"
"30239","0","380000","2023/01/15 14:59:59","1","2023/01/10 12:00:00","232","0","0","0","380000"
"30240","0","380000","2023/01/24 11:59:59","1","2023/01/15 15:00:00","233","0","0","0","380000"
"30241","0","380000","2023/01/31 11:59:59","1","2023/01/24 12:00:00","234","0","0","0","380000"
"30242","0","380000","2023/02/09 11:59:59","1","2023/01/31 12:00:00","235","0","0","0","380000"
"30243","0","380000","2023/02/12 11:59:59","1","2023/02/09 12:00:00","236","0","0","0","380000"
"30244","0","380000","2023/02/15 14:59:59","1","2023/02/12 12:00:00","237","0","0","0","380000"
"40009","0","380000","2023/02/24 11:59:59","1","2023/02/15 15:00:00","238","0","0","0","380000"
"30245","0","380000","2023/02/22 14:59:59","1","2023/02/15 15:00:00","239","0","0","0","380000"
"30247","0","380000","2023/02/28 11:59:59","1","2023/02/24 12:00:00","240","0","0","0","380000"
"50248","380000","380000","2023/03/03 18:59:59","2","2023/02/28 12:00:00","241","0","0","380000","0"
"30249","0","380000","2023/03/10 11:59:59","1","2023/03/03 19:00:00","242","0","0","0","380000"
"30250","0","380000","2023/03/17 11:59:59","1","2023/03/10 12:00:00","243","0","0","0","380000"
"30251","0","380000","2023/03/27 11:59:59","1","2023/03/17 12:00:00","244","0","0","0","380000"
"30252","0","380000","2023/03/31 11:59:59","1","2023/03/27 12:00:00","245","0","0","0","380000"
"30253","0","380000","2023/04/07 11:59:59","1","2023/03/31 12:00:00","246","0","0","0","380000"
"30254","0","380000","2023/04/10 11:59:59","1","2023/04/07 12:00:00","247","0","0","0","380000"
"30255","0","380000","2023/04/17 11:59:59","1","2023/04/10 12:00:00","248","0","0","0","380000"
"30256","0","380000","2023/04/25 11:59:59","1","2023/04/17 12:00:00","249","0","0","0","380000"
"30257","0","380000","2023/04/30 11:59:59","1","2023/04/25 12:00:00","250","0","0","0","380000"
"30258","0","380000","2023/05/10 11:59:59","1","2023/04/30 12:00:00","251","0","0","0","380000"
"30259","0","380000","2023/05/15 14:59:59","1","2023/05/10 12:00:00","252","0","0","0","380000"
"30260","0","380000","2023/05/24 11:59:59","1","2023/05/15 15:00:00","253","0","0","0","380000"
"50261","380000","380000","2023/05/27 11:59:59","2","2023/05/24 12:00:00","254","0","0","380000","0"
"30262","0","380000","2023/05/31 11:59:59","1","2023/05/27 12:00:00","255","0","0","0","380000"
"30263","0","380000","2023/06/09 11:59:59","1","2023/05/31 12:00:00","256","0","0","0","380000"
"30264","0","380000","2023/06/15 14:59:59","1","2023/06/09 12:00:00","257","0","0","0","380000"
"30265","0","380000","2023/06/23 11:59:59","1","2023/06/15 15:00:00","258","0","0","0","380000"
"30266","0","380000","2023/06/30 11:59:59","1","2023/06/23 12:00:00","259","0","0","0","380000"
"50267","380000","380000","2023/07/03 18:59:59","2","2023/06/30 12:00:00","260","0","0","380000","0"
"30268","0","380000","2023/07/12 11:59:59","1","2023/07/03 19:00:00","261","0","0","0","380000"
"30269","0","380000","2023/07/15 14:59:59","1","2023/07/12 12:00:00","262","0","0","0","380000"
"30270","0","380000","2023/07/25 11:59:59","1","2023/07/15 15:00:00","263","0","0","0","380000"
"30271","0","380000","2023/07/31 11:59:59","1","2023/07/25 12:00:00","264","0","0","0","380000"
"30272","0","380000","2023/08/09 11:59:59","1","2023/07/31 12:00:00","265","0","0","0","380000"
"30273","0","380000","2023/08/12 11:59:59","1","2023/08/09 12:00:00","266","0","0","0","380000"
