1b081673ec5fe242497e11439ea3e6ab177a9757cecef2cccd5b13aab46c38c7,f486154b0c7cdf51a0e7da5e9361dee3a46633ff14352843b722071548d68a47,f6e4639815784e5e11ebac92e771289e23fe02f3dffc0694274843a3e047db1d,e68176bfcdd77bbc01f35cb4a0b03040936f51d3235d9d5296bec9d7d0775c4a,c840312f4989f2cafb24ccc107e55ce961c2ac6c61f04721412ca8a58ed39e9c,3ca4fa598c0626f3531dfed6ec143f90198802db66ce6f6d944b79835f124f60,6d29464c80991c4fb49c63942208c6ea12bcce3869523ad11e389ca7c2dd5fdd,94ed169512ad4c2149ea83a04f202ecc4eb8013da76a59a3a63fd5672471e1ba,0073fb642e332b45f00fe78db61f736c134ae886535385e5ebbb9f8eb04125d1,ae1c5dbc1ef32ac13bfc7de174adbb7623f2b739a3138eb840da6c51a46d7bd1
"1020009","0","8","9","1","0","0","2","なんとそこにBB団の団長さんが登場！","0"
"1020010","3.75","0","10","4","0","1","2","","0"
"1020011","0","0","11","2","vo_10011600","0","2","","vo_10011600_0203"
"1020012","0","8","12","1","0","0","2","　BB団の絆は","0"
"1020013","1.875","0","13","4","0","1","2","","0"
"1020014","0","8","14","1","0","0","2","どんな場所だろうと離れることはないんですね！\n","0"
"1020015","3.75","0","15","4","0","1","2","","0"
"1020016","0","0","16","2","vo_10011600","0","2","","vo_10011600_0204"
"1020017","0","8","17","1","0","0","2","そして、","0"
"1020018","1","0","18","4","0","1","2","","0"
"1020019","0","8","19","1","0","0","2","あの人と一緒にやってきた","0"
"1020020","2","0","20","4","0","1","2","","0"
"1020021","0","8","21","1","0","0","2","聖テレサ女学院","0"
"1020022","1.125","0","22","4","0","1","2","","0"
"1020023","0","8","23","1","0","0","2","（なかよし部）のみなさんとお知り合いに。","0"
"1020024","3.5","0","24","4","0","1","2","","0"
"1020025","0","0","25","2","vo_10011600","0","2","","vo_10011600_0205"
"1020026","0","8","26","1","0","0","2","　なんだかとても個性的な方々で、","0"
"1020027","3","0","27","4","0","1","2","","0"
"1020028","0","6","28","1","0","0","2","仲良くなれるか心配……","0"
"1020029","2.83333333333333","0","29","4","0","1","2","","0"
"1030001","0","0","1","2","vo_10011600","0","3","","vo_10011600_0301"
"1030002","0","8","2","1","0","0","3","　やっちゃった。","0"
"1030003","3","0","3","4","0","1","3","","0"
"1030004","0","0","4","2","vo_10011600","0","3","","vo_10011600_0302"
"1030005","0","8","5","1","0","0","3","　自己紹介というぼっちの前に立ちふさがる巨大な壁。","0"
"1030006","5.125","0","6","4","0","1","3","","0"
"1030007","0","0","7","2","vo_10011600","0","3","","vo_10011600_0303"
"1030008","0","8","8","1","0","0","3","　何度もイメージトレーニングしたのに、","0"
"1030009","2.625","0","9","4","0","1","3","","0"
"1030010","0","8","10","1","0","0","3","ものの見事に玉砕しちゃった。","0"
"1030011","2.75","0","11","4","0","1","3","","0"
"1030012","0","0","12","2","vo_10011600","0","3","","vo_10011600_0304"
"1030013","0","8","13","1","0","0","3","　クラスメイトのみんなの目がこっちを向いた瞬間、","0"
"1030014","3.5","0","14","4","0","1","3","","0"
"1030015","0","8","15","1","0","0","3","頭の中は真っ白、","0"
"1030016","2","0","16","4","0","1","3","","0"
"1030017","0","10","17","1","0","0","3","また訳の分からないことを口にしちゃった。\n","0"
"1030018","4.5","0","18","4","0","1","3","","0"
"1030019","0","0","19","2","vo_10011600","0","3","","vo_10011600_0305"
"1030020","0","8","20","1","0","0","3","みんなは楽しそうに笑ってくれたけど、","0"
"1030021","3","0","21","4","0","1","3","","0"
"1030022","0","8","22","1","0","0","3","これから先が不安……","0"
"1030023","2.25","0","23","4","0","1","3","","0"
"1040001","0","0","1","2","vo_10011600","0","4","","vo_10011600_0401"
"1040002","0","8","2","1","0","0","4","　ユニさんは","0"
"1040003","1.75","0","3","4","0","1","4","","0"
"1040004","0","8","4","1","0","0","4","とっても頭がいい人みたい。","0"
"1040005","2.625","0","5","4","0","1","4","","0"
"1040006","0","0","6","2","vo_10011600","0","4","","vo_10011600_0402"
"1040007","0","8","7","1","0","0","4","　なんだか難しい言葉をよく使ってるんだけど、","0"
"1040008","3.75","0","8","4","0","1","4","","0"
"1040009","0","8","9","1","0","0","4","理解できない単語があったりするし、","0"
"1040010","3.125","0","10","4","0","1","4","","0"
"1040011","0","8","11","1","0","0","4","これからは辞書を持ち歩こうかな？\n","0"
"1040012","4","0","12","4","0","1","4","","0"
"1040013","0","0","13","2","vo_10011600","0","4","","vo_10011600_0403"
"1040014","0","8","14","1","0","0","4","　象牙の塔っていう場所でいつも研究をしてて、","0"
"1040015","3.75","0","15","4","0","1","4","","0"
"1040016","0","8","16","1","0","0","4","普段はそこからほとんど出ないらし\nく、","0"
"1040017","3.25","0","17","4","0","1","4","","0"
"1040018","0","8","18","1","0","0","4","私と同じぼっちの匂いがします。","0"
"1040019","3.375","0","19","4","0","1","4","","0"
"1040020","0","0","20","2","vo_10011600","0","4","","vo_10011600_0404"
"1040021","0","8","21","1","0","0","4","　ぼっちはぼっちを呼ぶ、","0"
"1040022","2.5","0","22","4","0","1","4","","0"
"1040023","0","8","23","1","0","0","4","と","0"
"1040024","1.125","0","24","4","0","1","4","","0"
"1040025","0","8","25","1","0","0","4","誰が言ったのか知らないけど、","0"
"1040026","2.75","0","26","4","0","1","4","","0"
"1040027","0","8","27","1","0","0","4","もしかしたら……\n","0"
"1040028","2","0","28","4","0","1","4","","0"
"1040029","0","0","29","2","vo_10011600","0","4","","vo_10011600_0405"
"1040030","0","8","30","1","0","0","4","同じ宿命を持つ者同士、","0"
"1040031","2.375","0","31","4","0","1","4","","0"
"1040032","0","8","32","1","0","0","4","仲良くなれるかも？","0"
"1040033","2.125","0","33","4","0","1","4","","0"
"1050001","0","0","1","2","vo_10011600","0","5","","vo_10011600_0501"
"1050002","0","8","2","1","0","0","5","　クロエさんは私と同じ","0"
"1050003","1.875","0","3","4","0","1","5","","0"
"1050004","0","8","4","1","0","0","5","エルフ、","0"
"1050005","1.5","0","5","4","0","1","5","","0"
"1050006","0","8","6","1","0","0","5","なんだけど……","0"
"1050007","1.625","0","7","4","0","1","5","","0"
"1050008","0","8","8","1","0","0","5","雰囲気が少し、","0"
"1050009","1.375","0","9","4","0","1","5","","0"
"1050010","0","8","10","1","0","0","5","独特な人。\n","0"
"1050011","2.625","0","11","4","0","1","5","","0"
"1050012","0","0","12","2","vo_10011600","0","5","","vo_10011600_0502"
"1050013","0","8","13","1","0","0","5","もしかしたら同じエルフ同士で仲良くなれるかも、","0"
"1050014","3.625","0","14","4","0","1","5","","0"
"1050015","0","8","15","1","0","0","5","と思ったりもしたんだけど、","0"
"1050016","2.125","0","16","4","0","1","5","","0"
"1050017","0","8","17","1","0","0","5","そもそも話しかけられない！\n","0"
"1050018","3.125","0","18","4","0","1","5","","0"
"1050019","0","0","19","2","vo_10011600","0","5","","vo_10011600_0503"
"1050020","0","8","20","1","0","0","5","あの人が言うには","0"
"1050021","1.65","0","21","4","0","1","5","","0"
"1050022","0","8","22","1","0","0","5","世話焼きで優しい、","0"
"1050023","1.625","0","23","4","0","1","5","","0"
"1050024","0","8","24","1","0","0","5","らしいんだけど……\n","0"
"1050025","3.125","0","25","4","0","1","5","","0"
"1050026","0","0","26","2","vo_10011600","0","5","","vo_10011600_0504"
"1050027","0","8","27","1","0","0","5","そういえばあの、","0"
"1050028","2","0","28","4","0","1","5","","0"
"1050029","0","8","29","1","0","0","5","ぷー……","0"
"1050030","1.5","0","30","4","0","1","5","","0"
"1050031","0","8","31","1","0","0","5","っていうため息（？）、","0"
"1050032","2.375","0","32","4","0","1","5","","0"
"1050033","0","0","33","2","vo_10011600","0","5","","vo_10011600_0505"
"1050034","0","8","34","1","0","0","5","とても言えないけど……\n","0"
"1050035","2.375","0","35","4","0","1","5","","0"
"1050036","0","8","36","1","0","0","5","なんかかわいいな、","0"
"1050037","1.375","0","37","4","0","1","5","","0"
"1050038","0","8","38","1","0","0","5","と思っちゃった。","0"
"1050039","1","0","39","4","0","1","5","","0"
"1060001","0","0","1","2","vo_10011600","0","6","","vo_10011600_0601"
"1060002","0","8","2","1","0","0","6","　チエルさんはリア充。","0"
"1060003","2.375","0","3","4","0","1","6","","0"
"1060004","0","8","4","1","0","0","6","間違いない。\n","0"
"1060005","2.5","0","5","4","0","1","6","","0"
"1060006","0","0","6","2","vo_10011600","0","6","","vo_10011600_0602"
"1060007","0","8","7","1","0","0","6","かわいらしくて友達いっぱい、","0"
"1060008","2.5","0","8","4","0","1","6","","0"
"1060009","0","8","9","1","0","0","6","私のようなぼっちとは対極の人。","0"
"1060010","2.875","0","10","4","0","1","6","","0"
"1060011","0","0","11","2","vo_10011600","0","6","","vo_10011600_0603"
"1060012","0","8","12","1","0","0","6","見つめるだけで目が焼かれちゃいそう。\n","0"
"1060013","3.25","0","13","4","0","1","6","","0"
"1060014","0","0","14","2","vo_10011600","0","6","","vo_10011600_0604"
"1060015","0","8","15","1","0","0","6","面と向かい合ってお話しなんてしようものなら、","0"
"1060016","3.5","0","16","4","0","1","6","","0"
"1060017","0","8","17","1","0","0","6","私のぼっちハートはひび割れ、","0"
"1060018","2.5","0","18","4","0","1","6","","0"
"1060019","0","8","19","1","0","0","6","粉々に砕け散ること間違いなし。\n","0"
"1060020","3.875","0","20","4","0","1","6","","0"
"1060021","0","0","21","2","vo_10011600","0","6","","vo_10011600_0605"
"1060022","0","8","22","1","0","0","6","あのちぇるーん、","0"
"1060023","1.75","0","23","4","0","1","6","","0"
"1060024","0","8","24","1","0","0","6","っていう挨拶、","0"
"1060025","1.625","0","25","4","0","1","6","","0"
"1060026","0","8","26","1","0","0","6","私が口にするとその場で気絶して、","0"
"1060027","2.75","0","27","4","0","1","6","","0"
"1060028","0","8","28","1","0","0","6","天に召されちゃうんじゃないかな……","0"
"1060029","3.125","0","29","4","0","1","6","","0"
"1070001","0","0","1","2","vo_10011600","0","7","","vo_10011600_0701"
"1070002","0","8","2","1","0","0","7","　今日は何から何まで、","0"
"1070003","2.375","0","3","4","0","1","7","","0"
"1070004","0","7","4","1","0","0","7","ユニさんのお世話になっちゃった。\n","0"
"1070005","3.28571428571429","0","5","4","0","1","7","","0"
"1070006","0","0","6","2","vo_10011600","0","7","","vo_10011600_0702"
"1070007","0","8","7","1","0","0","7","クロエさんやチエルさんにからかわれているときとは全然違う、","0"
"1070008","4.625","0","8","4","0","1","7","","0"
"1070009","0","8","9","1","0","0","7","知的で、","0"
"1070010","1.5","0","10","4","0","1","7","","0"
"1070011","0","10","11","1","0","0","7","頼りになる姿をたくさん見た。","0"
"1070012","2.4","0","12","4","0","1","7","","0"
"1070013","0","0","13","2","vo_10011600","0","7","","vo_10011600_0703"
"1070014","0","8","14","1","0","0","7","てきぱきと指示する姿は","0"
"1070015","2.375","0","15","4","0","1","7","","0"
"1070016","0","8","16","1","0","0","7","ギルドマスターであるという貫禄たっぷり。","0"
"1070017","3.5","0","17","4","0","1","7","","0"
"1070018","0","0","18","2","vo_10011600","0","7","","vo_10011600_0704"
"1070019","0","8","19","1","0","0","7","ユニさんだったらきっと、","0"
"1070020","2.25","0","20","4","0","1","7","","0"
"1070021","0","8","21","1","0","0","7","ユニちゃんズの名前を世界中に広めることができると思う。\n\n","0"
"1070022","6.625","0","22","4","0","1","7","","0"
"1070023","0","0","23","2","vo_10011600","0","7","","vo_10011600_0705"
"1070024","0","8","24","1","0","0","7","あれ？","0"
"1070025","1.125","0","25","4","0","1","7","","0"
"1070026","0","8","26","1","0","0","7","　こんなギルド名だったっけ？","0"
"1070027","2.75","0","27","4","0","1","7","","0"
"1080001","0","0","1","2","vo_10011600","0","8","","vo_10011600_0801"
"1080002","0","8","2","1","0","0","8","　初めて会ったときは","0"
"1080003","1.75","0","3","4","0","1","8","","0"
"1080004","0","8","4","1","0","0","8","怖くて話しかけることさえも出来なかったクロエさん。","0"
"1080005","4.125","0","5","4","0","1","8","","0"
"1080006","0","0","6","2","vo_10011600","0","8","","vo_10011600_0802"
"1080007","0","8","7","1","0","0","8","だけど本当はとても優しくて、","0"
"1080008","2.75","0","8","4","0","1","8","","0"
"1080009","0","8","9","1","0","0","8","こんな私のことを気にかけてくれてることが伝わってきた。\n","0"
"1080010","5.875","0","10","4","0","1","8","","0"
"1080011","0","0","11","2","vo_10011600","0","8","","vo_10011600_0803"
"1080012","0","8","12","1","0","0","8","クロエさんのおかげで少しだけだけど、","0"
"1080013","3.25","0","13","4","0","1","8","","0"
"1080014","0","8","14","1","0","0","8","ク\nラスに受け入れてもらえた。\n","0"
"1080015","4.25","0","15","4","0","1","8","","0"
"1080016","0","0","16","2","vo_10011600","0","8","","vo_10011600_0804"
"1080017","0","8","17","1","0","0","8","クロエさんにはご家族がたくさんいるみたい。","0"
"1080018","4.125","0","18","4","0","1","8","","0"
"1080019","0","0","19","2","vo_10011600","0","8","","vo_10011600_0805"
"1080020","0","8","20","1","0","0","8","　確かに、","0"
"1080021","1.625","0","21","4","0","1","8","","0"
"1080022","0","8","22","1","0","0","8","今日のクロエさんは思わずお姉ちゃんと呼んじゃいそうだった！","0"
"1080023","4.625","0","23","4","0","1","8","","0"
"1090001","0","0","1","2","vo_10011600","0","9","","vo_10011600_0901"
"1090002","0","8","2","1","0","0","9","　ちぇるーん。","0"
"1090003","3.875","0","3","4","0","1","9","","0"
"1090004","0","0","4","2","vo_10011600","0","9","","vo_10011600_0902"
"1090005","0","8","5","1","0","0","9","この挨拶を言えるようになれば","0"
"1090006","2.75","0","6","4","0","1","9","","0"
"1090007","0","8","7","1","0","0","9","私もチエルさんみたいな","0"
"1090008","2.375","0","8","4","0","1","9","","0"
"1090009","0","8","9","1","0","0","9","明るくて友達もたくさんいる、","0"
"1090010","2.75","0","10","4","0","1","9","","0"
"1090011","0","8","11","1","0","0","9","私の理想の女性になれるのかな。\n","0"
"1090012","4.375","0","12","4","0","1","9","","0"
"1090013","0","0","13","2","vo_10011600","0","9","","vo_10011600_0903"
"1090014","0","8","14","1","0","0","9","でも","0"
"1090015","1.25","0","15","4","0","1","9","","0"
"1090016","0","8","16","1","0","0","9","この挨拶はまだ私には早いので、","0"
"1090017","2.875","0","17","4","0","1","9","","0"
"1090018","0","8","18","1","0","0","9","今日は書き取りだけしておこう。\n","0"
"1090019","4.125","0","19","4","0","1","9","","0"
"1090020","0","0","20","2","vo_10011600","0","9","","vo_10011600_0904"
"1090021","0","8","21","1","0","0","9","ちぇるーんちぇるーんちぇるーんちぇるーんちぇるーん","0"
"1090022","4.125","0","22","4","0","1","9","","0"
"1090023","0","0","23","2","vo_10011600","0","9","","vo_10011600_0905"
"1090024","0","8","24","1","0","0","9","ちぇるーんちぇるーんちぇるーんちぇるーんちぇるーん","0"
"1090025","4.125","0","25","4","0","1","9","","0"
"1090026","0","0","26","2","vo_10011600","0","9","","vo_10011600_0906"
"1090027","0","8","27","1","0","0","9","ちぇるーんちぇるーんちぇるーんちぇるーんちぇるーん\n","0"
"1090028","4.125","0","28","4","0","1","9","","0"
"1090029","0","0","29","2","vo_10011600","0","9","","vo_10011600_0907"
"1090030","0","8","30","1","0","0","9","ちぇるーんちぇるーんちぇるーん","0"
"1090031","2.875","0","31","4","0","1","9","","0"
"1100001","0","0","1","2","vo_10011600","0","10","","vo_10011600_1001"
"1100002","0","8","2","1","0","0","10","　忘れてた忘れてた忘れてた！\n","0"
"1100003","2.75","0","3","4","0","1","10","","0"
"1100004","0","8","4","1","0","0","10","どうしよう特別講座！","0"
"1100005","2.25","0","5","4","0","1","10","","0"
"1100006","0","0","6","2","vo_10011600","0","10","","vo_10011600_1002"
"1100007","0","8","7","1","0","0","10","エルフの森から持ってきたマンドラゴラも逃げちゃったし、","0"
"1100008","3.625","0","8","4","0","1","10","","0"
"1100009","0","8","9","1","0","0","10","何の準備もしてないよ！\n","0"
"1100010","2.375","0","10","4","0","1","10","","0"
"1100011","0","0","11","2","vo_10011600","0","10","","vo_10011600_1003"
"1100012","0","8","12","1","0","0","10","……エルフの森が","0"
"1100013","2","0","13","4","0","1","10","","0"
"1100014","0","8","14","1","0","0","10","私を呼んでる気が……","0"
"1100015","2.25","0","15","4","0","1","10","","0"
"1100016","0","0","16","2","vo_10011600","0","10","","vo_10011600_1004"
"1100017","0","8","17","1","0","0","10","いやダメダメ、","0"
"1100018","1.875","0","18","4","0","1","10","","0"
"1100019","0","8","19","1","0","0","10","ミサト先生の期待を裏切るわけには！\n","0"
"1100020","4.125","0","20","4","0","1","10","","0"
"1100021","0","0","21","2","vo_10011600","0","10","","vo_10011600_1005"
"1100022","0","8","22","1","0","0","10","でも本当にどうしよう、","0"
"1100023","3.125","0","23","4","0","1","10","","0"
"1100024","0","0","24","2","vo_10011600","0","10","","vo_10011600_1006"
"1100025","0","8","25","1","0","0","10","こうなったら","0"
"1100026","1.75","0","26","4","0","1","10","","0"
"1100027","0","8","27","1","0","0","10","ぼっちライフをどう生き抜くかをまとめて","0"
"1100028","3.375","0","28","4","0","1","10","","0"
"1100029","0","8","29","1","0","0","10","発表してみようかな……？","0"
"1100030","2.5","0","30","4","0","1","10","","0"
"1110001","0","0","1","2","vo_10011600","0","11","","vo_10011600_1101"
"1110002","0","8","2","1","0","0","11","　特別講座、","0"
"1110003","1.75","0","3","4","0","1","11","","0"
"1110004","0","8","4","1","0","0","11","終了！\n","0"
"1110005","2.625","0","5","4","0","1","11","","0"
"1110006","0","0","6","2","vo_10011600","0","11","","vo_10011600_1102"
"1110007","0","8","7","1","0","0","11","結果は……","0"
"1110008","1.625","0","8","4","0","1","11","","0"
"1110009","0","8","9","1","0","0","11","成功、","0"
"1110010","1.375","0","10","4","0","1","11","","0"
"1110011","0","8","11","1","0","0","11","だと思う。","0"
"1110012","3.125","0","12","4","0","1","11","","0"
"1110013","0","0","13","2","vo_10011600","0","11","","vo_10011600_1103"
"1110014","0","8","14","1","0","0","11","　それもこれもすべては、","0"
"1110015","2.5","0","15","4","0","1","11","","0"
"1110016","0","8","16","1","0","0","11","手伝ってくれたあの人、","0"
"1110017","1.875","0","17","4","0","1","11","","0"
"1110018","0","8","18","1","0","0","11","そして","0"
"1110019","0.875","0","19","4","0","1","11","","0"
"1110020","0","8","20","1","0","0","11","なかよし部のみなさんのおかげだ。\n","0"
"1110021","3","0","21","4","0","1","11","","0"
"1110022","0","0","22","2","vo_10011600","0","11","","vo_10011600_1104"
"1110023","0","8","23","1","0","0","11","講座が終わった後、","0"
"1110024","2.125","0","24","4","0","1","11","","0"
"1110025","0","8","25","1","0","0","11","たくさんの人に囲まれて怖かったけど、","0"
"1110026","3","0","26","4","0","1","11","","0"
"1110027","0","0","27","2","vo_10011600","0","11","","vo_10011600_1105"
"1110028","0","8","28","1","0","0","11","でも私、","0"
"1110029","1.5","0","29","4","0","1","11","","0"
"1110030","0","8","30","1","0","0","11","いつもみたいに逃げたりしなかった！\n","0"
"1110031","3.125","0","31","4","0","1","11","","0"
"1110032","0","0","32","2","vo_10011600","0","11","","vo_10011600_1106"
"1110033","0","8","33","1","0","0","11","私も少しだけ……","0"
"1110034","2","0","34","4","0","1","11","","0"
"1110035","0","8","35","1","0","0","11","ほんのちょっとだけだけど、","0"
"1110036","2.625","0","36","4","0","1","11","","0"
"1110037","0","8","37","1","0","0","11","成長……","0"
"1110038","1.5","0","38","4","0","1","11","","0"
"1110039","0","8","39","1","0","0","11","できたのかな。","0"
"1110040","1.875","0","40","4","0","1","11","","0"
"1120001","0","0","1","2","vo_10011600","0","12","","vo_10011600_1201"
"1120002","0","8","2","1","0","0","12","　聖テレサ女学院に何の違和感もなく溶け込めるなんて、","0"
"1120003","4.25","0","3","4","0","1","12","","0"
"1120004","0","8","4","1","0","0","12","あの人はやっぱりすごい！\n","0"
"1120005","3.5","0","5","4","0","1","12","","0"
"1120006","0","0","6","2","vo_10011600","0","12","","vo_10011600_1202"
"1120007","0","8","7","1","0","0","12","　廊下を歩いてるとき、","0"
"1120008","2.125","0","8","4","0","1","12","","0"
"1120009","0","8","9","1","0","0","12","他の生徒はあの人を見て驚いた顔をするんだけど、","0"
"1120010","3.375","0","10","4","0","1","12","","0"
"1120011","0","8","11","1","0","0","12","あの人はにこやかに挨拶するんです！\n","0"
"1120012","3.125","0","12","4","0","1","12","","0"
"1120013","0","0","13","2","vo_10011600","0","12","","vo_10011600_1203"
"1120014","0","8","14","1","0","0","12","そこできゃあ、","0"
"1120015","1.375","0","15","4","0","1","12","","0"
"1120016","0","8","16","1","0","0","12","と言われても","0"
"1120017","1.25","0","17","4","0","1","12","","0"
"1120018","0","8","18","1","0","0","12","涼しい顔で手を振り返す！","0"
"1120019","2.5","0","19","4","0","1","12","","0"
"1120020","0","0","20","2","vo_10011600","0","12","","vo_10011600_1204"
"1120021","0","8","21","1","0","0","12","　挨拶さえもできない私とは大違い！\n\n","0"
"1120022","4.625","0","22","4","0","1","12","","0"
"1120023","0","0","23","2","vo_10011600","0","12","","vo_10011600_1205"
"1120024","0","8","24","1","0","0","12","早く私も","0"
"1120025","1.25","0","25","4","0","1","12","","0"
"1120026","0","8","26","1","0","0","12","あんなふうになりたいなぁ……","0"
"1120027","2.5","0","27","4","0","1","12","","0"
"1130001","0","0","1","2","vo_10011600","0","13","","vo_10011600_1301"
"1130002","0","8","2","1","0","0","13","　私が持ってきたマンドラゴラが大変なことに……\n","0"
"1130003","4.875","0","3","4","0","1","13","","0"
"1130004","0","0","4","2","vo_10011600","0","13","","vo_10011600_1302"
"1130005","0","8","5","1","0","0","13","だけど、","0"
"1130006","1.25","0","6","4","0","1","13","","0"
"1130007","0","8","7","1","0","0","13","あの人となかよし部のみなさんが力を貸してくれたおかげで、","0"
"1130008","4","0","8","4","0","1","13","","0"
"1130009","0","8","9","1","0","0","13","大きな\n被害が出る前に食い止めることができた。","0"
"1130010","5","0","10","4","0","1","13","","0"
"1130011","0","0","11","2","vo_10011600","0","13","","vo_10011600_1303"
"1130012","0","8","12","1","0","0","13","　みなさんは","0"
"1130013","1.45","0","13","4","0","1","13","","0"
"1130014","0","8","14","1","0","0","13","下心があったなんて言ってたけど、","0"
"1130015","2.75","0","15","4","0","1","13","","0"
"1130016","0","8","16","1","0","0","13","そんなことは関係ないと思う。\n","0"
"1130017","3.25","0","17","4","0","1","13","","0"
"1130018","0","0","18","2","vo_10011600","0","13","","vo_10011600_1304"
"1130019","0","8","19","1","0","0","13","こうして一緒に戦うことができて、","0"
"1130020","2.75","0","20","4","0","1","13","","0"
"1130021","0","8","21","1","0","0","13","私は嬉しかった。\n","0"
"1130022","2.5","0","22","4","0","1","13","","0"
"1130023","0","0","23","2","vo_10011600","0","13","","vo_10011600_1305"
"1130024","0","8","24","1","0","0","13","なんだか……","0"
"1130025","1.75","0","25","4","0","1","13","","0"
"1130026","0","8","26","1","0","0","13","仲間、","0"
"1130027","1.375","0","27","4","0","1","13","","0"
"1130028","0","8","28","1","0","0","13","になれたみたいで。","0"
"1130029","2.125","0","29","4","0","1","13","","0"
"1140001","0","0","1","2","vo_10011600","0","14","","vo_10011600_1401"
"1140002","0","8","2","1","0","0","14","　今日は","0"
"1140003","1.5","0","3","4","0","1","14","","0"
"1140004","0","7","4","1","0","0","14","聖テレサ女学院に通う最終日","0"
"1140005","3.60714285714286","0","5","4","0","1","14","","0"
"1140006","0","8","6","1","0","0","14","……だった。\n","0"
"1140007","3.25","0","7","4","0","1","14","","0"
"1140008","0","0","8","2","vo_10011600","0","14","","vo_10011600_1402"
"1140009","0","8","9","1","0","0","14","最初にミサト先生からお願いされたときは","0"
"1140010","3.375","0","10","4","0","1","14","","0"
"1140011","0","8","11","1","0","0","14","絶対ムリだと思ってた。","0"
"1140012","3.125","0","12","4","0","1","14","","0"
"1140013","0","0","13","2","vo_10011600","0","14","","vo_10011600_1403"
"1140014","0","8","14","1","0","0","14","　だけど今は名残惜しくて、","0"
"1140015","2.625","0","15","4","0","1","14","","0"
"1140016","0","8","16","1","0","0","14","こうして日記を書いている。\n","0"
"1140017","3.375","0","17","4","0","1","14","","0"
"1140018","0","0","18","2","vo_10011600","0","14","","vo_10011600_1404"
"1140019","0","8","19","1","0","0","14","　目を閉じると、","0"
"1140020","2","0","20","4","0","1","14","","0"
"1140021","0","8","21","1","0","0","14","あの人や","0"
"1140022","1.5","0","22","4","0","1","14","","0"
"1140023","0","8","23","1","0","0","14","なかよし部のみなさん、","0"
