934aaafbdd9dd4b2156eea8911d6e2cd16a24275fb8365309eee2eb464e369ff,da671304bc73a1c65a5f7e686941ff942cbae3472a7b3f2b53c23e797559f7a3,a28068d8f4564ca0024d33cdd0b56149752d2b9716c2fc90e4322d9d628754d7,2b181fa38ccafae2a476d548b66214ce8a86bee526f5ce4f23d1f0499ae5b9ab,361af6fc1d6fd2427eacfb9b69718d3f90a85b289191e9f3ec95d75d9787ee7d,c649d5f316f8d6fc06cb4bf2f0f494ddde70714c2868336973ceba05ca88f35a,4d6d77ab816e2bdca1b7f586122b3d00d31680359a9024393e981e7edf5154e3,c3c82e23634e8073d37ee087455ece1859cb31be27637913c0a8cdb2a8ec8c74,5cad5ebba730655bd3a60f80d61d6e69ab80ea2525f2597611b4823c6fb682d8,01f0f5b5984030b7078fcf48a51266fd5778868dedc47d61f36f66221dc6e01d,4c2d204b6339d5c014fe141e4d589f66bb7ff6d31d114416fc14ff7285ba9cdc
"5152061","","122811","","cool_idle","","1","3","0.2","","61055"
"5152061","","122911","","idle_normal_joy1R","","1","3","0.2","","61056"
"5152061","","122711","","wish_idle","","1","3","0.2","","61057"
"5152061","0","110311","","gutsB_in","gutsB_talk","0","3","0.2","1","61058"
"5152061","","vo_rag","","vo_rag_6003","0","0","21","","","61059"
"5152061","15","110311","0","おっきいお友達も元気でとてもいいわ！\nさっそく体操はじめましょう！","1","10","11","0","1","61060"
"5152061","","0","","","0","0","91","","","61061"
"5152061","","bgm_MC175B","","bgm_MC175B","","","25","","","61062"
"5152061","","2","","1","","","32","","","61063"
"5152061","0","110311","","kids_gungun_in","kids_gungun_loop","0","3","0.2","1","61064"
"5152061","","vo_rag","","vo_rag_6004","0","0","21","","","61065"
"5152061","0","110311","1.7","まずは空に向かって\n腕をグングン伸ばしてー！","1","10","11","0","0","61066"
"5152061","","0.1","","0","","","93","","","61067"
"5152061","0","131911","","kids_gungun_in","kids_gungun_loop","0","3","0.2","1","61068"
"5152061","0","102311","","kids_gungun_in","kids_gungun_loop","0","3","0.2","1","61069"
"5152061","0","102111","","kids_gungun_in","kids_gungun_loop","0","3","0.2","1","61070"
"5152061","0","107711","","kids_gungun_in","kids_gungun_loop","0","3","0.2","1","61071"
"5152061","0","122811","","kids_gungun_in","kids_gungun_loop","0","3","0.2","1","61072"
"5152061","0","122911","","kids_gungun_in","kids_gungun_loop","0","3","0.2","1","61073"
"5152061","0","122711","","kids_gungun_in","kids_gungun_loop","0","3","0.2","1","61074"
"5152061","","5.2","","0","","","93","","","61075"
"5152061","","61066","","","0","0","91","","","61076"
"5152061","","vo_rag","","vo_rag_6005","0","0","21","","","61077"
"5152061","60","102311","2.3","グーン、グーン！\nあはは、思い切り体動かすの楽しいね！","1","10","11","13","0","61078"
"5152061","","7.8","","0","","","93","","","61079"
"5152061","","61078","","","0","0","91","","","61080"
"5152061","","110311","","kids_furifuri","","1","3","0.3","","61081"
"5152061","","vo_rag","","vo_rag_6006","0","0","21","","","61082"
"5152061","17","110311","1.7","今度は腰を左右にフリフリ！\nキュートに、そしてリズミカルにね！","1","10","11","21","0","61083"
"5152061","","0.1","","0","","","93","","","61084"
"5152061","","131911","","kids_furifuri","","1","3","0.3","","61085"
"5152061","","102311","","kids_furifuriB","","1","3","0.3","","61086"
"5152061","","102111","","kids_furifuri","","1","3","0.3","","61087"
"5152061","","107711","","kids_furifuriB","","1","3","0.3","","61088"
"5152061","","122811","","kids_furifuri","","1","3","0.3","","61089"
"5152061","","122911","","kids_furifuriB","","1","3","0.3","","61090"
"5152061","","122711","","kids_furifuri","","1","3","0.3","","61091"
"5152061","","7.3","","0","","","93","","","61092"
"5152061","","61083","","","0","0","91","","","61093"
"5152061","","vo_rag","","vo_rag_6007","0","0","21","","","61094"
"5152061","60","102111","0.5","フリフリ～、楽しくなってきましたぁ♪","1","10","11","0","0","61095"
"5152061","","5.2","","0","","","93","","","61096"
"5152061","","61095","","","0","0","91","","","61097"
"5152061","","131911","","joy_idle","","1","3","0.2","","61098"
"5152061","","102311","","joy_idle","","1","3","0.2","","61099"
"5152061","","102111","","joy_idle","","1","3","0.2","","61100"
"5152061","","107711","","joy_idle","","1","3","0.2","","61101"
"5152061","","122811","","joy_idle","","1","3","0.2","","61102"
"5152061","","122911","","joy_idle","","1","3","0.2","","61103"
"5152061","","122711","","joy_idle","","1","3","0.2","","61104"
"5152061","0","110311","","kids_jump_in_saren","kids_jump_sideHair_out","0","3","0.2","0","61105"
"5152061","","vo_rag","","vo_rag_6008","0","0","21","","","61106"
"5152061","0","110311","1","最後はみんなで大きく…ジャーンプ！","1","10","11","0","0","61107"
"5152061","","0.1","","0","","","93","","","61108"
"5152061","0","131911","","kids_jump_in","kids_jump_mid","0","3","0.2","1","61109"
"5152061","0","102311","","kids_jump_in","kids_jump_mid","0","3","0.2","1","61110"
"5152061","0","102111","","kids_jump_in","kids_jump_mid","0","3","0.2","1","61111"
"5152061","0","107711","","kids_jump_in","kids_jump_mid","0","3","0.2","1","61112"
"5152061","0","122811","","kids_jump_in","kids_jump_mid","0","3","0.2","1","61113"
"5152061","0","122911","","kids_jump_in","kids_jump_mid","0","3","0.2","1","61114"
"5152061","0","122711","","kids_jump_in","kids_jump_mid","0","3","0.2","1","61115"
"5152061","","4.1","","0","","","93","","","61116"
"5152061","","61107","","","0","0","91","","","61117"
"5152061","","2","","finish","","","37","","","61118"
"5152061","","se_10058300","","se_10058300_kids_finish","","0","23","","","61119"
"5152061","","131911","","kids_jump_out","","0","3","0","","61120"
"5152061","","102311","","kids_jump_out","","0","3","0","","61121"
"5152061","","102111","","kids_jump_out","","0","3","0","","61122"
"5152061","","107711","","kids_jump_sideHair_out","","0","3","0","","61123"
"5152061","","122811","","kids_jump_out","","0","3","0","","61124"
"5152061","","122911","","kids_jump_out","","0","3","0","","61125"
"5152061","","122711","","kids_jump_sideHair_out","","0","3","0","","61126"
"5152061","","vo_rag","","vo_rag_6009","0","0","21","","","61127"
"5152061","","2","","1009_in","","0","3","0","","61128"
"5152061","","0.4","","1","","","93","","","61129"
"5152061","","2","","1009_mid","","0","3","0","","61130"
"5152061","","","","","","","92","","","61131"
"5152061","","2","","1009_out","","0","3","0","","61132"
"5152061","","0.2","","0","","","93","","","61133"
"5152061","0.2","131911","","kids_jump_end","idle_normal","0","3","0","1","61134"
"5152061","0.2","102311","","kids_jump_end","joy_idle_normal","0","3","0","1","61135"
"5152061","0.2","102111","","kids_jump_end","wish_idle","0","3","0","1","61136"
"5152061","0.2","107711","","kids_jump_sideHair_end","idle_normal","0","3","0","1","61137"
"5152061","0.2","122811","","kids_jump_end","doya_idle","0","3","0","1","61138"
"5152061","0.2","122911","","kids_jump_end","idle_normal","0","3","0","1","61139"
"5152061","0.2","122711","","kids_jump_sideHair_end","idle_normal","0","3","0","1","61140"
"5152061","1","bgm_MC173B","","bgm_MC173B","0.5","0.5","27","0","0","61141"
"5152061","0.2","110311","","kids_jump_sideHair_end","talk_normal","0","3","0","1","61142"
"5152061","","vo_rag","","vo_rag_6010","0","0","21","","","61143"
"5152061","0","110311","0","はい、お疲れさま\nみんな、楽しかったかしら？","1","10","11","0","1","61144"
"5152061","","0","","","0","0","91","","","61145"
"5152061","","110311","","idle_normal","","1","3","0.2","","61146"
"5152061","0","131911","","gutsB_in","gutsB_talk","0","3","0.2","1","61147"
"5152061","0","102311","","surprise3_in_joy2","surprise3_loop_joy2","0","3","0.2","1","61148"
"5152061","","102111","","memory_talk","","1","3","0.2","","61149"
"5152061","","107711","","wish_talk_joy_shy","","1","3","0.2","","61150"
"5152061","0","122811","","eieio_in","eieio_loop","0","3","0.2","1","61151"
"5152061","","122911","","anger_talk_joy","","1","3","0.2","","61152"
"5152061","","122711","","sad_talk_dere2","","1","3","0.2","","61153"
"5152061","","vo_rag","","vo_rag_6011","0","0","21","","","61154"
"5152061","60","131911","0","ええ、とっても！\nすごーく新鮮な\nラジーオタイソーだったわ！","1","10","11","0","1","61155"
"5152061","","0","","","0","0","91","","","61156"
"5152061","","131911","","gutsB_idle","","1","3","0.2","","61157"
"5152061","","102111","","memory_talk","","1","3","0.2","","61158"
"5152061","","vo_rag","","vo_rag_6012","0","0","21","","","61159"
"5152061","56","102111","0","かわいくて元気が出て♪\nママ・サレンの体操、すごいですぅ♪","1","10","11","0","1","61160"
"5152061","","0","","","0","0","91","","","61161"
"5152061","","102111","","memory_talk","","1","3","0.2","","61162"
"5152061","","se_10058300","","se_10058300_emotion_laugh","","0","23","","","61163"
"5152061","","11","","1","","","32","","","61164"
"5152061","","110311","","sad_talk_normal","","1","3","0.2","","61165"
"5152061","","vo_rag","","vo_rag_6013","0","0","21","","","61166"
"5152061","0","110311","0","あはは、\nそんなに喜んでもらえるなんて、\n悪い気はしないわね","1","10","11","0","1","61167"
"5152061","","0","","","0","0","91","","","61168"
"5152061","","11","","0","","","32","","","61169"
"5152061","","0","","0","","","22","","","61170"
"5152061","","0.1","","0","","","93","","","61171"
"5152061","","110311","","wish_talk_joy_shy","","1","3","0.2","","61172"
"5152061","0","131911","","smile2_joy","sad_idle_joy","0","3","0.2","1","61173"
"5152061","","102311","","joy_idle","","1","3","0.2","","61174"
"5152061","","102111","","memory_idle","","1","3","0.2","","61175"
"5152061","","107711","","wish_idle_dere","","1","3","0.2","","61176"
"5152061","","122811","","cool_talk_dere2","","1","3","0.2","","61177"
"5152061","","122911","","anger_idle_normal2","","1","3","0.2","","61178"
"5152061","","122711","","sad_idle_dere","","1","3","0.2","","61179"
"5152061","","se_10058300","","se_10058300_emotion_kids","","0","23","","","61180"
"5152061","0","110311","0","9","0","2","12","0","0","61181"
"5152061","0","131911","0","7","0","2","12","0","0","61182"
"5152061","0","102311","0","10","0","2","12","0","0","61183"
"5152061","0","102111","0","6","0","2","12","0","0","61184"
"5152061","","2.5","","0","","","93","","","61185"
"5152061","","61187","","","","","101","","","61186"
"5152061","","bgm_MC173B","","bgm_MC173B","","","25","","","61187"
"5152061","","0","","0","","","22","","","61188"
"5152062","1","1","doya_idle","107111","382","110","1","1.55","-280","62001"
"5152062","0","1","idle_normal","107611","145","105","1","1.5","-210","62002"
"5152062","0","1","joy_idle_normal","131911","-22","107","1","1.57","-296","62003"
"5152062","0","1","wish_idle_joy","107511","-217","109","1","1.57","-311","62004"
"5152062","0","1","cool_idle","107811","-440","108","1","1.53","-255","62005"
"5152062","0","1","idle_normal","131411","34","103","1","1.45","-136","62006"
"5152062","0","1","riri_idle","131311","-163","104","1","1.45","-146","62007"
"5152062","0","1","sad_idle_surprise1","131511","-350","105","1","1.45","-166","62008"
"5152062","1","5","empty","5","-13","106","5","1.5","-235","62009"
"5152062","0","1","empty","11","145","110","5","1.5","-210","62010"
"5152062","0","1","empty","12","-22","110","5","1.57","-296","62011"
"5152062","0","1","empty","13","-217","110","5","1.57","-311","62012"
"5152062","0","1","empty","14","-440","110","5","1.53","-255","62013"
"5152062","0","1","empty","15","34","107","5","1.45","-136","62014"
"5152062","0","1","empty","16","-163","107","5","1.45","-146","62015"
"5152062","0","1","empty","17","-350","107","5","1.45","-166","62016"
"5152062","","107111","","210","","","13","","","62017"
"5152062","","131911","","207","","","13","","","62018"
"5152062","","107511","","209","","","13","","","62019"
"5152062","","107611","","205","","","13","","","62020"
"5152062","","107811","","208","","","13","","","62021"
"5152062","","131411","","203","","","13","","","62022"
"5152062","","131311","","204","","","13","","","62023"
"5152062","","131511","","205","","","13","","","62024"
"5152062","0","1","empty","1","-13","108","5","1.57","-235","62025"
"5152062","0","2","empty","2","382","210","5","1","11","62026"
"5152062","","1","","1","0","0","31","1","1","62027"
"5152062","","2","","2","0","0","31","0","1","62028"
"5152062","","12","","12","0","0","31","0","1","62029"
"5152062","","3","","3","0","0","31","1","1","62030"
"5152062","","0","","","","","91","","","62031"
"5152062","","3","","telop_2","","","37","","","62032"
"5152062","","0","","0","","0","102","","","62033"
"5152062","","1","","0","","","93","","","62034"
"5152062","","107111","","doya_talk","","1","3","0.2","","62035"
"5152062","","vo_rag","","vo_rag_2001","0","0","21","","","62036"
"5152062","35","107111","0","早朝にもかかわらず、よく集まった","1","10","11","0","1","62037"
"5152062","","0","","","0","0","91","","","62038"
"5152062","0","107111","","cool_in_joy","cool_talk_joy","0","3","0.2","1","62039"
"5152062","","vo_rag","","vo_rag_2002","0","0","21","","","62040"
"5152062","35","107111","0","オマエたちにとっておきの体操を\n伝授してやろう♪","1","10","11","0","1","62041"
"5152062","","0","","","0","0","91","","","62042"
"5152062","","107111","","cool_idle","","1","3","0.2","","62043"
"5152062","","131311","","gutsB_talk_anger","","1","3","0.2","","62044"
"5152062","","vo_rag","","vo_rag_2003","0","0","21","","","62045"
"5152062","0","131311","0","どんな苛烈な体操でも…\n頑張りぬく所存です…！","1","10","11","0","1","62046"
"5152062","","0","","","0","0","91","","","62047"
"5152062","","131311","","riri_idle","","1","3","0.2","","62048"
"5152062","","1","","","","","26","","","62049"
"5152062","","107111","","joy_talk_normal","","1","3","0.2","","62050"
"5152062","","131911","","idle_normal","","1","3","0.2","","62051"
"5152062","","107511","","idle_normal","","1","3","0.2","","62052"
"5152062","","107611","","idle_normal","","1","3","0.2","","62053"
"5152062","","107811","","idle_normal","","1","3","0.2","","62054"
"5152062","","131411","","idle_normal","","1","3","0.2","","62055"
"5152062","","131311","","idle_normal","","1","3","0.2","","62056"
"5152062","","131511","","idle_normal","","1","3","0.2","","62057"
"5152062","","vo_rag","","vo_rag_2004","0","0","21","","","62058"
"5152062","0","107111","2","ではいくぞ\nそれ、ワンツーワンツー\nもっと腕を高く！","1","10","11","0","0","62059"
"5152062","","1.1","","0","0","0","93","","","62060"
"5152062","","bgm_MC175A","","bgm_MC175A","","","25","","","62061"
"5152062","","2","","1","","","32","","","62062"
"5152062","0","107111","","clapping_in","clapping_loop","0","3","0.2","1","62063"
"5152062","","131911","","idol_before_dance","","0","3","0.2","","62064"
"5152062","","107511","","idol_before_dance","","0","3","0.2","","62065"
"5152062","","107611","","idol_before_dance","","0","3","0.2","","62066"
"5152062","","107811","","idol_before_dance","","0","3","0.2","","62067"
"5152062","","131411","","idol_before_dance","","0","3","0.2","","62068"
"5152062","","131311","","idol_before_dance","","0","3","0.2","","62069"
"5152062","","131511","","idol_before_dance","","0","3","0.2","","62070"
"5152062","","0","","","","","91","","","62071"
"5152062","","12","","1","","","32","","","62072"
"5152062","","131911","","idol_danceF","","1","3","0.2","","62073"
"5152062","","107511","","idol_danceF","","1","3","0.2","","62074"
"5152062","","107611","","idol_danceF","","1","3","0.2","","62075"
"5152062","","107811","","idol_danceF","","1","3","0.2","","62076"
"5152062","0","131411","","idol_danceB_in","idol_danceB_loop","0","3","0.2","1","62077"
"5152062","0","131311","","idol_danceB_in","idol_danceB_loop","0","3","0.2","1","62078"
"5152062","0","131511","","idol_danceB_in","idol_danceB_loop","0","3","0.2","1","62079"
"5152062","","12","","idol_danceF","","1","3","0.2","","62080"
"5152062","","13","","idol_danceF","","1","3","0.2","","62081"
"5152062","","11","","idol_danceF","","1","3","0.2","","62082"
"5152062","","14","","idol_danceF","","1","3","0.2","","62083"
"5152062","","15","","idol_danceB_loop","","1","3","0.2","","62084"
"5152062","","16","","idol_danceB_loop","","1","3","0.2","","62085"
"5152062","","17","","idol_danceB_loop","","1","3","0.2","","62086"
"5152062","","2.8","","0","0","0","93","","","62087"
"5152062","","0.1","","0","0","0","93","","","62088"
"5152062","0","107111","","pointing_in_anger","pointing_loop_anger","0","3","0.2","1","62089"
"5152062","","0.5","","0","0","0","93","","","62090"
"5152062","","vo_rag","","vo_rag_2005","0","0","21","","","62091"
"5152062","","2","","0204_in","","0","3","0","","62092"
"5152062","","2.5","","0","","","93","","","62093"
"5152062","","2","","0204_out","","0","3","0","","62094"
"5152062","","0.2","","0","","","93","","","62095"
"5152062","","107111","","angry_loop","","1","3","0.2","","62096"
"5152062","","vo_rag","","vo_rag_2006","0","0","21","","","62097"
"5152062","","2","","0205_in","","0","3","0","","62098"
"5152062","","2.2","","0","","","93","","","62099"
"5152062","","2","","0205_out","","0","3","0","","62100"
"5152062","","0.3","","0","","","93","","","62101"
"5152062","0","107111","","clapping_in_talk2","clapping_loop_talk2","0","3","0.2","1","62102"
"5152062","","2.1","","0","","","93","","","62103"
"5152062","","12","","out","","","37","","","62104"
"5152062","0","131911","","idol_poseF_in","idol_poseF_loop","0","3","0.1","1","62105"
"5152062","0","107511","","idol_poseF_in","idol_poseF_loop","0","3","0.1","1","62106"
"5152062","0","107611","","idol_poseF_in","idol_poseF_loop","0","3","0.1","1","62107"
"5152062","0","107811","","idol_poseF_in","idol_poseF_loop","0","3","0.1","1","62108"
"5152062","0","131411","","idol_poseB_in","idol_poseB_loop","0","3","0.1","1","62109"
"5152062","0","131311","","idol_poseB_in","idol_poseB_loop","0","3","0.1","1","62110"
"5152062","0","131511","","idol_poseB_in","idol_poseB_loop","0","3","0.1","1","62111"
"5152062","","12","","empty","","1","3","0.2","","62112"
"5152062","","13","","empty","","1","3","0.2","","62113"
"5152062","","11","","empty","","1","3","0.2","","62114"
"5152062","","14","","empty","","1","3","0.2","","62115"
"5152062","","15","","empty","","1","3","0.2","","62116"
"5152062","","16","","empty","","1","3","0.2","","62117"
"5152062","","17","","empty","","1","3","0.2","","62118"
"5152062","","107611","","93","0.7","-206","2","","11","62119"
"5152062","","131911","","-13","0.7","-235","2","","11","62120"
"5152062","","107511","","-152","0.7","-248","2","","11","62121"
"5152062","","107811","","-277","0.7","-243","2","","11","62122"
"5152062","","131411","","8","0.7","-151","2","","11","62123"
"5152062","","131311","","-102","0.7","-154","2","","11","62124"
"5152062","","131511","","-222","0.7","-167","2","","11","62125"
"5152062","","1.6","","0","","","93","","","62126"
"5152062","","2","","finish","","","37","","","62127"
"5152062","","se_10058300","","se_10058300_idle_finish","","0","23","","","62128"
"5152062","1","bgm_MC173B","","bgm_MC173B","0.5","0.5","27","0","0","62129"
"5152062","","0","","0","","","93","","","62130"
"5152062","","107111","","clapping_end","","0","3","0.1","","62131"
"5152062","","2","","0","","","93","","","62132"
"5152062","0","107111","","armcrossed_in","armcrossed_talk","0","3","0.2","1","62133"
"5152062","","vo_rag","","vo_rag_2007","0","0","21","","","62134"
"5152062","35","107111","0","これでフィニッシュ！　…見事だ☆\nアイドルの道は険しいが\nオマエたちならやれるだろう","1","10","11","0","1","62135"
"5152062","","0","","","0","0","91","","","62136"
"5152062","","107111","","armcrossed_idle","","1","3","0.2","","62137"
"5152062","0","5","","pack_in","pack_talk","0","3","0","1","62138"
"5152062","","se_10058300","","se_10058300_pack_appear","","0","23","","","62139"
"5152062","0","131911","","idol_poseF_end_emilia_in","idol_poseF_end_emilia_loop","0","3","0.2","1","62140"
"5152062","","1","","0","","","93","","","62141"
"5152062","","vo_rag","","vo_rag_2008","0","0","21","","","62142"
"5152062","24","5","0","ねえリア、\nこれってラジーオタイソーなの？","1","10","11","5","1","62143"
"5152062","","0","","","0","0","91","","","62144"
"5152062","","0","","0","","","22","","","62145"
"5152062","","131911","","idol_poseF_end_emilia_loop_nervous","","1","3","0.2","","62146"
"5152062","0","1","","idol_poseF_end_emilia_nervous_in","idol_poseF_end_emilia_loop","0","3","0","1","62147"
"5152062","","5","","pack_idle","","1","3","0.2","","62148"
"5152062","","107111","","chris_laugh","","1","3","0.2","","62149"
"5152062","","se_10058300","","se_10058300_emotion_idol","","0","23","","","62150"
"5152062","5","5","0","5","0","2","12","5","0","62151"
"5152062","0","107111","0","10","0","2","12","0","0","62152"
"5152062","","2.5","","0","","","93","","","62153"
"5152062","","62155","","","","","101","","","62154"
"5152062","","bgm_MC173B","","bgm_MC173B","","","25","","","62155"
"5152062","","0","","0","","","22","","","62156"
"5152063","1","1","ames_sit_idle","131711","124","109","1","1.8","-215","63001"
"5152063","0","1","echidna_sit_thinking_idle","132011","-119","108","1","1.8","-215","63002"
"5152063","0","1","empty","1","-119","109","5","1.8","-215","63003"
"5152063","","131711","","209","","","13","","","63004"
"5152063","","132011","","208","","","13","","","63005"
"5152063","","1","","1","0","0","31","1","1.16","63006"
"5152063","","10","","10","0","0","31","1","1","63007"
"5152063","","5","","5","0","0","31","0","1","63008"
"5152063","","3","","3","0","0","31","1","1","63009"
"5152063","","0","","0","","","91","","","63010"
"5152063","","3","","telop_3","","","37","","","63011"
"5152063","","0","","0","","0","102","","","63012"
"5152063","","1","","0","","","93","","","63013"
"5152063","","132011","","echidna_sit_thinking_talk","","1","3","0.2","","63014"
"5152063","","vo_rag","","vo_rag_5001","0","0","21","","","63015"
"5152063","50","132011","0","この世界には『アイドル』という\n種族にのみ伝わる、伝統の\nタイソーとやらがあるらしいね","1","10","11","-20","1","63016"
"5152063","","0","","","0","0","91","","","63017"
"5152063","","132011","","echidna_sit_talk","","1","3","0.2","","63018"
"5152063","","vo_rag","","vo_rag_5002","0","0","21","","","63019"
"5152063","50","132011","0","君は智に長けた存在だろう？\nボクにもその動きを\n教えてもらえないかな？","1","10","11","-20","1","63020"
"5152063","","0","","","0","0","91","","","63021"
"5152063","","132011","","echidna_sit_idle","","1","3","0.2","","63022"
"5152063","0","131711","","ames_yareyare_in","ames_yareyare_talk","0","3","0.2","1","63023"
"5152063","","vo_rag","","vo_rag_5003","0","0","21","","","63024"
"5152063","50","131711","0","随分と面倒なこと言ってくれちゃって","1","10","11","20","1","63025"
"5152063","","0","","","0","0","91","","","63026"
"5152063","","131711","","ames_sit_talk","","1","3","0.2","","63027"
"5152063","","vo_rag","","vo_rag_5004","0","0","21","","","63028"
"5152063","50","131711","0","色々誤解があるみたいだけど、\nまあいいわ","1","10","11","20","1","63029"
"5152063","","0","","","0","0","91","","","63030"
"5152063","","vo_rag","","vo_rag_5005","0","0","21","","","63031"
"5152063","50","131711","0","それじゃ、\nあたしと同じ動きをやってみて","1","10","11","20","1","63032"
"5152063","","0","","","0","0","91","","","63033"
"5152063","0","131711","","ames_sit_out","idle_normal","0","3","0.2","1","63034"
"5152063","","0.1","","0","","","93","","","63035"
"5152063","0","132011","","echidna_sit_out","idle_normal","0","3","0.2","1","63036"
"5152063","","10","","out","","","37","","","63037"
"5152063","","1","","0","","","93","","","63038"
"5152063","","0","","","0","0","91","","","63039"
"5152063","","bgm_MC175A","","bgm_MC175A","","","25","","","63040"
"5152063","","5","","1","","","32","","","63041"
"5152063","","131711","","isekai_dance","","1","3","0.2","","63042"
"5152063","","0.1","","0","","","93","","","63043"
"5152063","","132011","","isekai_dance","","1","3","0.2","","63044"
"5152063","","vo_rag","","vo_rag_5006","0","0","21","","","63045"
"5152063","0","131711","1.7","はい、ワンツーワンツー、\nステップステップ…","1","10","11","0","0","63046"
"5152063","","7","","0","","","93","","","63047"
"5152063","","0","","","0","0","91","","","63048"
"5152063","","vo_rag","","vo_rag_5007","0","0","21","","","63049"
"5152063","0","132011","0","ワン、ツー…ワン、ツ…\nはぁ、はぁ…\n今日のところは、ここまで、だね…","1","10","11","0","1","63050"
"5152063","","3.4","","0","","","93","","","63051"
"5152063","1","bgm_MC173B","","bgm_MC173B","0.5","0.5","27","0","0","63052"
"5152063","","5","","out","","","37","","","63053"
"5152063","0","1","","tired_in","tired_talk","0","3","0","1","63054"
"5152063","0","132011","","echidna_tired_in","echidna_tired_talk","0","3","0","1","63055"
"5152063","","se_10058300","","se_10058300_isekai_breath","","0","23","","","63056"
"5152063","","7.6","","0","","","93","","","63057"
"5152063","","63050","","","0","0","91","","","63058"
"5152063","","1","","tired_idle","","1","3","0.2","","63059"
"5152063","","132011","","echidna_tired_idle","","1","3","0.2","","63060"
"5152063","0","131711","","shock_in","shock_talk","0","3","0","1","63061"
"5152063","","vo_rag","","vo_rag_5008","0","0","21","","","63062"
