b98b9663d2587de07232d51972628e2f051db5f849bb010d0fee89cfc4ca2029,36f36f6631a5703032772dad7c207308320bb357e7654fd721f58f19dc5e371a,10ca102800986981122649809b29a57953d3cd3451cd7c4cc0e114a89d302546,31a28c693900654a7a1aa46c05c4ba16cbe0198b55f78b59fa75290a618c9e07,8aa271e8430eec5fb5b9d2134b7fc811edba0b35e21b2cff8633e1b8943cb1c7,f5a89479ad7028108acb52736f5873b14f8a220970f468136f5008fbc709806a,f5ffd4cef99d6ad7d9a841c46f0edc7c4703eb58d23de6a9da3618e86b5c4583,5926968a2082517aa600773b9e25a0c83f3a58693e409f8a5073e97d465d36f0
"11037","2015/12/17 15:00:00","102","bgm_M392","2030/12/17 14:59:59","37.ヴェーナ\n　　　　　湖畔道・北部","37.ヴェーナ湖畔道・北部","bgm_M392"
"11038","2015/12/17 15:00:00","102","bgm_M411","2030/12/17 14:59:59","38.ラトゥス\n　　　　　断崖・南部","38.ラトゥス断崖・南部","bgm_M411"
"11039","2015/12/17 15:00:00","102","bgm_M411","2030/12/17 14:59:59","39.ラトゥス\n　　　　　断崖・北部","39.ラトゥス断崖・北部","bgm_M411"
"11040","2015/12/17 15:00:00","102","bgm_M411","2030/12/17 14:59:59","40.スカプ\n　　　　　山系・西麓","40.スカプ山系・西麓","bgm_M411_E40"
"11041","2015/12/17 15:00:00","102","bgm_M411","2030/12/17 14:59:59","41.スカプ\n　　　　　山系・東麓","41.スカプ山系・東麓","bgm_M411_E40"
"11042","2015/12/17 15:00:00","102","bgm_M411","2030/12/17 14:59:59","42.ペクトス\n　　　　　氷峰・西壁","42.ペクトス氷峰・西壁","bgm_M411_E40"
"11043","2015/12/17 15:00:00","102","bgm_M411","2030/12/17 14:59:59","43.ペクトス\n　　　　　氷峰・東壁","43.ペクトス氷峰・東壁","bgm_M411_E40"
"11044","2015/12/17 15:00:00","102","bgm_M411","2030/12/17 14:59:59","44.スクァーマ\n　　　　　氷脈・西壁","44.スクァーマ氷脈・西壁","bgm_M411_E40"
"11045","2015/12/17 15:00:00","102","bgm_M411","2030/12/17 14:59:59","45.スクァーマ\n　　　　　氷脈・東壁","45.スクァーマ氷脈・東壁","bgm_M411_E40"
"11046","2015/12/17 15:00:00","102","bgm_M483","2030/12/17 14:59:59","46.ラテリ\n　　　　　連山・崖上","46.ラテリ連山・崖上","bgm_M483_E46"
"11047","2015/12/17 15:00:00","102","bgm_M483","2030/12/17 14:59:59","47.ラテリ\n　　　　　連山・崖下","47.ラテリ連山・崖下","bgm_M483_E46"
"11048","2015/12/17 15:00:00","102","bgm_M483","2030/12/17 14:59:59","48.エスタ\n　　　　　荒野・南部","48.エスタ荒野・南部","bgm_M483_E46"
"11049","2015/12/17 15:00:00","102","bgm_M483","2030/12/17 14:59:59","49.エスタ\n　　　　　荒野・北部","49.エスタ荒野・北部","bgm_M483_E46"
"11050","2015/12/17 15:00:00","102","bgm_M483","2030/12/17 14:59:59","50.ネロ\n　　　　　岩礁・西部","50.ネロ岩礁・西部","bgm_M483_E50"
"11051","2015/12/17 15:00:00","102","bgm_M483","2030/12/17 14:59:59","51.ネロ\n　　　　　岩礁・東部","51.ネロ岩礁・東部","bgm_M483_E50"
"11052","2015/12/17 15:00:00","102","bgm_M483","2030/12/17 14:59:59","52.ピニオン\n　　　　　浜堤・西岸","52.ピニオン浜堤・西岸","bgm_M483_E50"
"11053","2015/12/17 15:00:00","102","bgm_M483","2030/12/17 14:59:59","53.ピニオン\n　　　　　浜堤・東岸","53.ピニオン浜堤・東岸","bgm_M483_E50"
"11054","2015/12/17 15:00:00","102","bgm_M483","2030/12/17 14:59:59","54.トータティス砂岸\n　　　　　西部","54.トータティス砂岸・西部","bgm_M483_E50"
"11055","2015/12/17 15:00:00","102","bgm_M483","2030/12/17 14:59:59","55.トータティス砂岸\n　　　　　東部","55.トータティス砂岸・東部","bgm_M483_E50"
"11056","2015/12/17 15:00:00","102","bgm_M483","2030/12/17 14:59:59","56.オニュクス砂島\n　　　　　北部","56.オニュクス砂島・北部","bgm_M483_E50"
"11057","2015/12/17 15:00:00","102","bgm_M571","2030/12/17 14:59:59","57.オニュクス砂島\n　　　　　南部","57.オニュクス砂島・南部","bgm_M571"
"11058","2015/12/17 15:00:00","102","bgm_M599A","2030/12/17 14:59:59","58.クルース\n　　　　　密林・東部","58.クルース密林・東部","bgm_M599A"
"11059","2015/12/17 15:00:00","102","bgm_M599A","2030/12/17 14:59:59","59.クルース\n　　　　　密林・西部","59.クルース密林・西部","bgm_M599A"
"11060","2015/12/17 15:00:00","102","bgm_M599A","2030/12/17 14:59:59","60.カウダ\n　　　　　砂浜・北部","60.カウダ砂浜・北部","bgm_M599A"
"11061","2015/12/17 15:00:00","102","bgm_M599A","2030/12/17 14:59:59","61.カウダ\n　　　　　砂浜・南部","61.カウダ砂浜・南部","bgm_M599A"
"11062","2015/12/17 15:00:00","102","bgm_M599A","2030/12/17 14:59:59","62.プロピーナ岬","62.プロピーナ岬","bgm_M599A"
"11063","2015/12/17 15:00:00","103","bgm_MC001","2030/12/17 14:59:59","63.アパレーユ\n　　　　　街道・西側","63.アパレーユ街道・西側","bgm_MC001"
"11064","2015/12/17 15:00:00","103","bgm_MC001","2030/12/17 14:59:59","64.アパレーユ\n　　　　　街道・東側","64.アパレーユ街道・東側","bgm_MC001"
"11065","2015/12/17 15:00:00","103","bgm_MC001","2030/12/17 14:59:59","65.キャッスル・オブ・パルフェ\n　　　　　　城下町","65.キャッスル・オブ・パルフェ　城下町","bgm_MC001"
"11066","2015/12/17 15:00:00","103","bgm_MC001","2030/12/17 14:59:59","66.ラモリール平原","66.ラモリール平原","bgm_MC001"
"11067","2015/12/17 15:00:00","104","bgm_MC079","2030/12/17 14:59:59","67.渦炎密林","67.渦炎密林","bgm_MC079"
"11068","2015/12/17 15:00:00","104","bgm_MC079","2030/12/17 14:59:59","68.思索樹海","68.思索樹海","bgm_MC079"
"11069","2015/12/17 15:00:00","104","bgm_MC079","2030/12/17 14:59:59","69.鬼ノ膝元","69.鬼ノ膝元","bgm_MC079"
"11070","2015/12/17 15:00:00","104","bgm_MC079","2030/12/17 14:59:59","70.炎縄河","70.炎縄河","bgm_MC079"
"11071","2015/12/17 15:00:00","104","bgm_MC079","2030/12/17 14:59:59","71.崩豹峠","71.崩豹峠","bgm_MC079"
"11072","2015/12/17 15:00:00","104","bgm_MC079","2030/12/17 14:59:59","72.怒錐ヶ岳","72.怒錐ヶ岳","bgm_MC079"
"12001","2015/12/17 15:00:00","101","bgm_M61","2030/12/17 14:59:59","1.ジュノー平野","1.ジュノー平野","bgm_M61"
"12002","2015/12/17 15:00:00","101","bgm_M61","2030/12/17 14:59:59","2.パラス高原","2.パラス高原","bgm_M61_02"
"12003","2015/12/17 15:00:00","101","bgm_M61","2030/12/17 14:59:59","3.ヘーベ丘陵","3.ヘーベ丘陵","bgm_M61_03"
"12004","2015/12/17 15:00:00","101","bgm_M61","2030/12/17 14:59:59","4.ベスタ渓谷","4.ベスタ渓谷","bgm_M61_04"
"12005","2015/12/17 15:00:00","101","bgm_M62","2030/12/17 14:59:59","5.ケレス森林","5.ケレス森林","bgm_M62_01"
"12006","2015/12/17 15:00:00","101","bgm_M62","2030/12/17 14:59:59","6.フローラ湖畔","6.フローラ湖畔","bgm_M62_02"
"12007","2015/12/17 15:00:00","101","bgm_M62","2030/12/17 14:59:59","7.メティス大瀑布","7.メティス大瀑布","bgm_M62_03"
"12008","2015/12/17 15:00:00","101","bgm_M42","2030/12/17 14:59:59","8.イリス樹海","8.イリス樹海","bgm_M42_02"
"12009","2015/12/17 15:00:00","101","bgm_M58","2030/12/17 14:59:59","9.フリガ雪原","9.フリガ雪原","bgm_M58"
"12010","2015/12/17 15:00:00","101","bgm_M101","2030/12/17 14:59:59","10.ロレッタ海岸","10.ロレッタ海岸","bgm_M101"
"12011","2015/12/17 15:00:00","101","bgm_M93","2030/12/17 14:59:59","11.ゲヌア砂漠","11.ゲヌア砂漠","bgm_M93"
"12012","2015/12/17 15:00:00","101","bgm_M94","2030/12/17 14:59:59","12.ボノニア砂丘","12.ボノニア砂丘","bgm_M94"
"12013","2015/12/17 15:00:00","101","bgm_M118","2030/12/17 14:59:59","13.ドロテア湿地","13.ドロテア湿地","bgm_M118"
"12014","2015/12/17 15:00:00","101","bgm_M95","2030/12/17 14:59:59","14.ウジェニア熱地","14.ウジェニア熱地","bgm_M95"
"12015","2015/12/17 15:00:00","101","bgm_M96","2030/12/17 14:59:59","15.タリア火山","15.タリア火山","bgm_M96"
"12016","2015/12/17 15:00:00","101","bgm_M140","2030/12/17 14:59:59","16.テミス銀嶺","16.テミス銀嶺","bgm_M140"
"12017","2015/12/17 15:00:00","101","bgm_M141","2030/12/17 14:59:59","17.フィデス氷原","17.フィデス氷原","bgm_M141"
"12018","2015/12/17 15:00:00","102","bgm_M179","2030/12/17 14:59:59","18.ファエトン\n　　　　　原野・北部","18.ファエトン原野・北部","bgm_M179"
"12019","2015/12/17 15:00:00","102","bgm_M179","2030/12/17 14:59:59","19.ファエトン\n　　　　　原野・南部","19.ファエトン原野・南部","bgm_M179"
"12020","2015/12/17 15:00:00","102","bgm_M180","2030/12/17 14:59:59","20.カスタリア\n　　　　　樹林・西部","20.カスタリア樹林・西部","bgm_M180"
"12021","2015/12/17 15:00:00","102","bgm_M180","2030/12/17 14:59:59","21.カスタリア\n　　　　　樹林・東部","21.カスタリア樹林・東部","bgm_M180"
"12022","2015/12/17 15:00:00","102","bgm_M232","2030/12/17 14:59:59","22.マティルド\n　　　　　岩峯・南部","22.マティルド岩峯・南部","bgm_M232"
"12023","2015/12/17 15:00:00","102","bgm_M232","2030/12/17 14:59:59","23.マティルド\n　　　　　岩峯・北部","23.マティルド岩峯・北部","bgm_M232"
"12024","2015/12/17 15:00:00","102","bgm_M233","2030/12/17 14:59:59","24.レディウス\n　　　　　群峰・西麓","24.レディウス群峰・西麓","bgm_M233"
"12025","2015/12/17 15:00:00","102","bgm_M233","2030/12/17 14:59:59","25.レディウス\n　　　　　群峰・東麓","25.レディウス群峰・東麓","bgm_M233"
"12026","2015/12/17 15:00:00","102","bgm_M260","2030/12/17 14:59:59","26.ペテロ大森林・西部","26.ペテロ大森林・西部","bgm_M260"
"12027","2015/12/17 15:00:00","102","bgm_M260","2030/12/17 14:59:59","27.ペテロ大森林・東部","27.ペテロ大森林・東部","bgm_M260"
"12028","2015/12/17 15:00:00","102","bgm_M278","2030/12/17 14:59:59","28.ディズタル\n　　　　　河食岸・北部","28.ディズタル河食岸・北部","bgm_M278_E28"
"12029","2015/12/17 15:00:00","102","bgm_M278","2030/12/17 14:59:59","29.ディズタル\n　　　　　河食岸・南部","29.ディズタル河食岸・南部","bgm_M278_E29"
"12030","2015/12/17 15:00:00","102","bgm_M293","2030/12/17 14:59:59","30.フテラ断崖・北部","30.フテラ断崖・北部","bgm_M293"
"12031","2015/12/17 15:00:00","102","bgm_M293","2030/12/17 14:59:59","31.フテラ断崖・南部","31.フテラ断崖・南部","bgm_M293"
"12032","2015/12/17 15:00:00","102","bgm_M339","2030/12/17 14:59:59","32.ファスキア\n　　　　　　森林・南部","32.ファスキア森林・南部","bgm_M339"
"12033","2015/12/17 15:00:00","102","bgm_M339","2030/12/17 14:59:59","33.ファスキア\n　　　　　　森林・東部","33.ファスキア森林・東部","bgm_M339"
"12034","2015/12/17 15:00:00","102","bgm_M374","2030/12/17 14:59:59","34.デクスティア\n　　　　　岩崖・西壁","34.デクスティア岩崖・西壁","bgm_M374"
"12035","2015/12/17 15:00:00","102","bgm_M374","2030/12/17 14:59:59","35.デクスティア\n　　　　　岩崖・東壁","35.デクスティア岩崖・東壁","bgm_M374"
"12036","2015/12/17 15:00:00","102","bgm_M392","2030/12/17 14:59:59","36.ヴェーナ\n　　　　　湖畔道・南部","36.ヴェーナ湖畔道・南部","bgm_M392"
"12037","2015/12/17 15:00:00","102","bgm_M392","2030/12/17 14:59:59","37.ヴェーナ\n　　　　　湖畔道・北部","37.ヴェーナ湖畔道・北部","bgm_M392"
"12038","2015/12/17 15:00:00","102","bgm_M411","2030/12/17 14:59:59","38.ラトゥス\n　　　　　断崖・南部","38.ラトゥス断崖・南部","bgm_M411"
"12039","2015/12/17 15:00:00","102","bgm_M411","2030/12/17 14:59:59","39.ラトゥス\n　　　　　断崖・北部","39.ラトゥス断崖・北部","bgm_M411"
"12040","2015/12/17 15:00:00","102","bgm_M411","2030/12/17 14:59:59","40.スカプ\n　　　　　山系・西麓","40.スカプ山系・西麓","bgm_M411_E40"
"12041","2015/12/17 15:00:00","102","bgm_M411","2030/12/17 14:59:59","41.スカプ\n　　　　　山系・東麓","41.スカプ山系・東麓","bgm_M411_E40"
"12042","2015/12/17 15:00:00","102","bgm_M411","2030/12/17 14:59:59","42.ペクトス\n　　　　　氷峰・西壁","42.ペクトス氷峰・西壁","bgm_M411_E40"
"12043","2015/12/17 15:00:00","102","bgm_M411","2030/12/17 14:59:59","43.ペクトス\n　　　　　氷峰・東壁","43.ペクトス氷峰・東壁","bgm_M411_E40"
"12044","2015/12/17 15:00:00","102","bgm_M411","2030/12/17 14:59:59","44.スクァーマ\n　　　　　氷脈・西壁","44.スクァーマ氷脈・西壁","bgm_M411_E40"
"12045","2015/12/17 15:00:00","102","bgm_M411","2030/12/17 14:59:59","45.スクァーマ\n　　　　　氷脈・東壁","45.スクァーマ氷脈・東壁","bgm_M411_E40"
"12046","2015/12/17 15:00:00","102","bgm_M483","2030/12/17 14:59:59","46.ラテリ\n　　　　　連山・崖上","46.ラテリ連山・崖上","bgm_M483_E46"
"12047","2015/12/17 15:00:00","102","bgm_M483","2030/12/17 14:59:59","47.ラテリ\n　　　　　連山・崖下","47.ラテリ連山・崖下","bgm_M483_E46"
"12048","2015/12/17 15:00:00","102","bgm_M483","2030/12/17 14:59:59","48.エスタ\n　　　　　荒野・南部","48.エスタ荒野・南部","bgm_M483_E46"
"12049","2015/12/17 15:00:00","102","bgm_M483","2030/12/17 14:59:59","49.エスタ\n　　　　　荒野・北部","49.エスタ荒野・北部","bgm_M483_E46"
"12050","2015/12/17 15:00:00","102","bgm_M483","2030/12/17 14:59:59","50.ネロ\n　　　　　岩礁・西部","50.ネロ岩礁・西部","bgm_M483_E50"
"12051","2015/12/17 15:00:00","102","bgm_M483","2030/12/17 14:59:59","51.ネロ\n　　　　　岩礁・東部","51.ネロ岩礁・東部","bgm_M483_E50"
"12052","2015/12/17 15:00:00","102","bgm_M483","2030/12/17 14:59:59","52.ピニオン\n　　　　　浜堤・西岸","52.ピニオン浜堤・西岸","bgm_M483_E50"
"12053","2015/12/17 15:00:00","102","bgm_M483","2030/12/17 14:59:59","53.ピニオン\n　　　　　浜堤・東岸","53.ピニオン浜堤・東岸","bgm_M483_E50"
"12054","2015/12/17 15:00:00","102","bgm_M483","2030/12/17 14:59:59","54.トータティス砂岸\n　　　　　西部","54.トータティス砂岸・西部","bgm_M483_E50"
"12055","2015/12/17 15:00:00","102","bgm_M483","2030/12/17 14:59:59","55.トータティス砂岸\n　　　　　東部","55.トータティス砂岸・東部","bgm_M483_E50"
"12056","2015/12/17 15:00:00","102","bgm_M483","2030/12/17 14:59:59","56.オニュクス砂島\n　　　　　北部","56.オニュクス砂島・北部","bgm_M483_E50"
"12057","2015/12/17 15:00:00","102","bgm_M571","2030/12/17 14:59:59","57.オニュクス砂島\n　　　　　南部","57.オニュクス砂島・南部","bgm_M571"
"12058","2015/12/17 15:00:00","102","bgm_M599A","2030/12/17 14:59:59","58.クルース\n　　　　　密林・東部","58.クルース密林・東部","bgm_M599A"
"12063","2015/12/17 15:00:00","103","bgm_MC001","2030/12/17 14:59:59","63.アパレーユ\n　　　　　街道・西側","63.アパレーユ街道・西側","bgm_MC001"
"12064","2015/12/17 15:00:00","103","bgm_MC001","2030/12/17 14:59:59","64.アパレーユ\n　　　　　街道・東側","64.アパレーユ街道・東側","bgm_MC001"
"12065","2015/12/17 15:00:00","103","bgm_MC001","2030/12/17 14:59:59","65.キャッスル・オブ・パルフェ\n　　　　　　城下町","65.キャッスル・オブ・パルフェ　城下町","bgm_MC001"
"12066","2015/12/17 15:00:00","103","bgm_MC001","2030/12/17 14:59:59","66.ラモリール平原","66.ラモリール平原","bgm_MC001"
"12067","2015/12/17 15:00:00","104","bgm_MC079","2030/12/17 14:59:59","67.渦炎密林","67.渦炎密林","bgm_MC079"
"12068","2015/12/17 15:00:00","104","bgm_MC079","2030/12/17 14:59:59","68.思索樹海","68.思索樹海","bgm_MC079"
"12069","2015/12/17 15:00:00","104","bgm_MC079","2030/12/17 14:59:59","69.鬼ノ膝元","69.鬼ノ膝元","bgm_MC079"
"12070","2015/12/17 15:00:00","104","bgm_MC079","2030/12/17 14:59:59","70.炎縄河","70.炎縄河","bgm_MC079"
"12071","2015/12/17 15:00:00","104","bgm_MC079","2030/12/17 14:59:59","71.崩豹峠","71.崩豹峠","bgm_MC079"
"12072","2015/12/17 15:00:00","104","bgm_MC079","2030/12/17 14:59:59","72.怒錐ヶ岳","72.怒錐ヶ岳","bgm_MC079"
"13018","2015/12/17 15:00:00","102","bgm_M179","2030/12/17 14:59:00","18.ファエトン\n　　　　　原野・北部","18.ファエトン原野・北部","bgm_M179"
"13019","2015/12/17 15:00:00","102","bgm_M179","2030/12/17 14:59:59","19.ファエトン\n　　　　　原野・南部","19.ファエトン原野・南部","bgm_M179"
"13020","2015/12/17 15:00:00","102","bgm_M180","2030/12/17 14:59:59","20.カスタリア\n　　　　　樹林・西部","20.カスタリア樹林・西部","bgm_M180"
"13021","2015/12/17 15:00:00","102","bgm_M180","2030/12/17 14:59:59","21.カスタリア\n　　　　　樹林・東部","21.カスタリア樹林・東部","bgm_M180"
"13022","2015/12/17 15:00:00","102","bgm_M232","2030/12/17 14:59:59","22.マティルド\n　　　　　岩峯・南部","22.マティルド岩峯・南部","bgm_M232"
"13023","2015/12/17 15:00:00","102","bgm_M232","2030/12/17 14:59:59","23.マティルド\n　　　　　岩峯・北部","23.マティルド岩峯・北部","bgm_M232"
"13024","2015/12/17 15:00:00","102","bgm_M233","2030/12/17 14:59:59","24.レディウス\n　　　　　群峰・西麓","24.レディウス群峰・西麓","bgm_M233"
"13025","2015/12/17 15:00:00","102","bgm_M233","2030/12/17 14:59:59","25.レディウス\n　　　　　群峰・東麓","25.レディウス群峰・東麓","bgm_M233"
"13026","2015/12/17 15:00:00","102","bgm_M260","2030/12/17 14:59:59","26.ペテロ大森林・西部","26.ペテロ大森林・西部","bgm_M260"
"13027","2015/12/17 15:00:00","102","bgm_M260","2030/12/17 14:59:59","27.ペテロ大森林・東部","27.ペテロ大森林・東部","bgm_M260"
"13028","2015/12/17 15:00:00","102","bgm_M278","2030/12/17 14:59:59","28.ディズタル\n　　　　　河食岸・北部","28.ディズタル河食岸・北部","bgm_M278_E28"
"13029","2015/12/17 15:00:00","102","bgm_M278","2030/12/17 14:59:59","29.ディズタル\n　　　　　河食岸・南部","29.ディズタル河食岸・南部","bgm_M278_E29"
"13030","2015/12/17 15:00:00","102","bgm_M293","2030/12/17 14:59:59","30.フテラ断崖・北部","30.フテラ断崖・北部","bgm_M293"
"13031","2015/12/17 15:00:00","102","bgm_M293","2030/12/17 14:59:59","31.フテラ断崖・南部","31.フテラ断崖・南部","bgm_M293"
"13032","2015/12/17 15:00:00","102","bgm_M339","2030/12/17 14:59:59","32.ファスキア\n　　　　　　森林・南部","32.ファスキア森林・南部","bgm_M339"
"13033","2015/12/17 15:00:00","102","bgm_M339","2030/12/17 14:59:59","33.ファスキア\n　　　　　　森林・東部","33.ファスキア森林・東部","bgm_M339"
"13034","2015/12/17 15:00:00","102","bgm_M374","2030/12/17 14:59:59","34.デクスティア\n　　　　　岩崖・西壁","34.デクスティア岩崖・西壁","bgm_M374"
"13035","2015/12/17 15:00:00","102","bgm_M374","2030/12/17 14:59:59","35.デクスティア\n　　　　　岩崖・東壁","35.デクスティア岩崖・東壁","bgm_M374"
"13063","2015/12/17 15:00:00","103","bgm_MC001","2030/12/17 14:59:59","63.アパレーユ\n　　　　　街道・西側","63.アパレーユ街道・西側","bgm_MC001"
"13064","2015/12/17 15:00:00","103","bgm_MC001","2030/12/17 14:59:59","64.アパレーユ\n　　　　　街道・東側","64.アパレーユ街道・東側","bgm_MC001"
"13065","2015/12/17 15:00:00","103","bgm_MC001","2030/12/17 14:59:59","65.キャッスル・オブ・パルフェ\n　　　　　　城下町","65.キャッスル・オブ・パルフェ　城下町","bgm_MC001"
"13067","2015/12/17 15:00:00","104","bgm_MC079","2030/12/17 14:59:59","67.渦炎密林","67.渦炎密林","bgm_MC079"
"13068","2015/12/17 15:00:00","104","bgm_MC079","2030/12/17 14:59:59","68.思索樹海","68.思索樹海","bgm_MC079"
"18001","2015/12/17 15:00:00","0","","2030/12/17 14:59:59","聖跡調査クエスト","聖跡調査クエスト",""
"19001","2015/12/17 15:00:00","0","","2030/12/17 14:59:00","神殿調査クエスト","神殿調査クエスト",""
"21001","2015/12/17 15:00:00","0","","2030/12/17 14:59:59","マナクエスト","マナクエスト",""
"21002","2015/12/17 15:00:00","0","","2030/12/17 14:59:59","経験値クエスト","経験値クエスト",""
