ac2ba969a30258e1dd58d2bdbdbc48515fa349f64347c17122eaa581dd6bb9cb,17dec2271bd5d42dd359221becc79d6ce1504169865fd56ececf68eebcf74209,a19248dcb087683d3054a5d55019966ae32e46d0cd09d09f2821021a57cbb8fb,9be44b12c69d5d7e5e75f751ad3088027acbaa960503e9c07969759064eae044,6b941c400aff2513f699ee6e36c186a9d3aedfecac4fc5e29c8209af4471c22f,6a360243dc2a8bc5820d1938eb06555b3accc46313c1b4244e3e1ec59f9c16b1,f31ae74e4ac695375fc8f1dd8829ca2c6bb7472f19ea0c970928b88e7db0a9d5,6278b9c03e9478d44e0cc7dca51e991c97337f60b693b0b950bc206a1af858b2
"96","79","0","3","2020/06/03 18:59:59","2020/05/31 12:00:00","0","107001"
"97","79","0","3","2020/06/03 18:59:59","2020/05/31 12:00:00","0","106101"
"98","79","0","3","2020/06/03 18:59:59","2020/05/31 12:00:00","0","107101"
"99","80","0","3","2020/06/10 11:59:59","2020/06/03 19:00:00","1018","112901"
"100","81","0","3","2020/06/17 14:59:59","2020/06/10 12:00:00","0","110001"
"101","81","0","3","2020/06/17 14:59:59","2020/06/10 12:00:00","0","110301"
"102","82","0","3","2020/06/24 11:59:59","2020/06/17 15:00:00","1019","106601"
"103","83","0","3","2020/06/30 11:59:59","2020/06/24 12:00:00","0","111501"
"104","84","0","3","2020/07/03 18:59:59","2020/06/30 12:00:00","1020","180201"
"105","84","0","3","2020/07/03 18:59:59","2020/06/30 12:00:00","0","180501"
"106","84","0","3","2020/07/03 18:59:59","2020/06/30 12:00:00","0","180401"
"107","84","0","3","2020/07/03 18:59:59","2020/06/30 12:00:00","0","107001"
"108","84","0","3","2020/07/03 18:59:59","2020/06/30 12:00:00","0","106101"
"109","84","0","3","2020/07/03 18:59:59","2020/06/30 12:00:00","0","107101"
"110","85","0","3","2020/07/10 11:59:59","2020/07/03 19:00:00","1021","113101"
"111","86","0","3","2020/07/15 14:59:59","2020/07/10 12:00:00","0","110401"
"112","86","0","3","2020/07/15 14:59:59","2020/07/10 12:00:00","0","110601"
"113","87","0","3","2020/07/22 11:59:59","2020/07/15 15:00:00","1022","113301"
"114","88","0","3","2020/07/27 11:59:59","2020/07/22 12:00:00","0","112001"
"115","88","0","3","2020/07/27 11:59:59","2020/07/22 12:00:00","0","111901"
"116","89","0","3","2020/07/31 11:59:59","2020/07/27 12:00:00","0","107501"
"117","89","0","3","2020/07/31 11:59:59","2020/07/27 12:00:00","0","107801"
"118","90","0","3","2020/08/10 11:59:59","2020/07/31 12:00:00","1023","113401"
"119","91","0","3","2020/08/15 14:59:59","2020/08/10 12:00:00","0","110701"
"120","91","0","3","2020/08/15 14:59:59","2020/08/10 12:00:00","0","110801"
"121","92","0","3","2020/08/26 11:59:59","2020/08/15 15:00:00","1024","113601"
"122","93","0","3","2020/08/31 11:59:59","2020/08/26 12:00:00","0","107701"
"123","93","0","3","2020/08/31 11:59:59","2020/08/26 12:00:00","0","107901"
"124","94","0","3","2020/09/03 18:59:59","2020/08/31 12:00:00","1025","106801"
"125","94","0","3","2020/09/03 18:59:59","2020/08/31 12:00:00","0","180201"
"126","94","0","3","2020/09/03 18:59:59","2020/08/31 12:00:00","0","180501"
"127","94","0","3","2020/09/03 18:59:59","2020/08/31 12:00:00","0","180401"
"128","94","0","3","2020/09/03 18:59:59","2020/08/31 12:00:00","0","107001"
"129","94","0","3","2020/09/03 18:59:59","2020/08/31 12:00:00","0","106101"
"130","94","0","3","2020/09/03 18:59:59","2020/08/31 12:00:00","0","107101"
"131","95","0","3","2020/09/14 11:59:59","2020/09/03 19:00:00","1026","113701"
"132","96","0","3","2020/09/19 14:59:59","2020/09/14 12:00:00","0","111101"
"133","96","0","3","2020/09/19 14:59:59","2020/09/14 12:00:00","0","111301"
"134","97","0","3","2020/09/30 11:59:59","2020/09/19 15:00:00","1027","113801"
"135","98","0","3","2020/10/10 11:59:59","2020/09/30 12:00:00","1028","113901"
"136","99","0","3","2020/10/15 14:59:59","2020/10/10 12:00:00","0","111401"
"137","99","0","3","2020/10/15 14:59:59","2020/10/10 12:00:00","0","106501"
"138","100","0","3","2020/10/26 14:59:59","2020/10/15 15:00:00","1029","114001"
"139","101","0","3","2020/10/31 11:59:59","2020/10/26 15:00:00","0","108101"
"140","101","0","3","2020/10/31 11:59:59","2020/10/26 15:00:00","0","108301"
"141","102","0","3","2020/11/10 11:59:59","2020/10/31 12:00:00","1030","114201"
"142","103","0","3","2020/11/21 14:59:59","2020/11/10 12:00:00","0","109701"
"143","103","0","3","2020/11/21 14:59:59","2020/11/10 12:00:00","0","109901"
"144","104","0","3","2020/11/30 11:59:59","2020/11/16 15:00:00","1031","114301"
"145","105","0","3","2020/12/10 11:59:59","2020/11/30 12:00:00","1032","114401"
"146","106","0","3","2020/12/21 14:59:59","2020/12/10 12:00:00","0","111501"
"147","106","0","3","2020/12/21 14:59:59","2020/12/10 12:00:00","0","111701"
"148","106","0","3","2020/12/21 14:59:59","2020/12/10 12:00:00","0","108401"
"149","106","0","3","2020/12/21 14:59:59","2020/12/10 12:00:00","0","108601"
"150","107","0","3","2020/12/31 11:59:59","2020/12/21 15:00:00","1033","114501"
"151","108","0","3","2021/01/03 18:59:59","2020/12/31 12:00:00","1034","180101"
"152","108","0","3","2021/01/03 18:59:59","2020/12/31 12:00:00","0","106801"
"153","108","0","3","2021/01/03 18:59:59","2020/12/31 12:00:00","0","180201"
"154","108","0","3","2021/01/03 18:59:59","2020/12/31 12:00:00","0","180501"
"155","108","0","3","2021/01/03 18:59:59","2020/12/31 12:00:00","0","180401"
"156","108","0","3","2021/01/03 18:59:59","2020/12/31 12:00:00","0","107001"
"157","108","0","3","2021/01/03 18:59:59","2020/12/31 12:00:00","0","106101"
"158","108","0","3","2021/01/03 18:59:59","2020/12/31 12:00:00","0","107101"
"159","109","0","3","2021/01/12 11:59:59","2021/01/03 19:00:00","1035","111801"
"160","110","0","3","2021/01/17 11:59:59","2021/01/12 12:00:00","0","112001"
"161","110","0","3","2021/01/17 11:59:59","2021/01/12 12:00:00","0","111901"
"162","111","0","3","2021/01/22 14:59:59","2021/01/17 12:00:00","0","108801"
"163","111","0","3","2021/01/22 14:59:59","2021/01/17 12:00:00","0","108701"
"164","112","0","3","2021/01/31 11:59:59","2021/01/22 15:00:00","1036","115001"
"165","113","0","3","2021/02/10 11:59:59","2021/01/31 12:00:00","1037","115501"
"166","114","0","3","2021/02/15 22:59:59","2021/02/10 12:00:00","0","112201"
"167","114","0","3","2021/02/15 22:59:59","2021/02/10 12:00:00","0","109101"
"168","115","0","3","2021/02/23 14:59:59","2021/02/15 23:00:00","1038","106401"
"169","117","0","3","2021/02/28 11:59:59","2021/02/23 15:00:00","0","113101"
"170","118","0","3","2021/02/28 11:59:59","2021/02/23 15:00:00","1039","115701"
"171","119","0","3","2021/03/03 18:59:59","2021/02/28 12:00:00","1040","180601"
"172","119","0","3","2021/03/03 18:59:59","2021/02/28 12:00:00","0","180101"
"173","119","0","3","2021/03/03 18:59:59","2021/02/28 12:00:00","0","106801"
"174","119","0","3","2021/03/03 18:59:59","2021/02/28 12:00:00","0","180201"
"175","119","0","3","2021/03/03 18:59:59","2021/02/28 12:00:00","0","180501"
"176","119","0","3","2021/03/03 18:59:59","2021/02/28 12:00:00","0","180401"
"177","119","0","3","2021/03/03 18:59:59","2021/02/28 12:00:00","0","107001"
"178","119","0","3","2021/03/03 18:59:59","2021/02/28 12:00:00","0","106101"
"179","119","0","3","2021/03/03 18:59:59","2021/02/28 12:00:00","0","107101"
"180","120","0","3","2021/03/12 11:59:59","2021/03/03 19:00:00","1041","115901"
"181","121","0","3","2021/03/24 11:59:59","2021/03/08 12:00:00","0","112401"
"182","121","0","3","2021/03/24 11:59:59","2021/03/08 12:00:00","0","112501"
"183","122","0","3","2021/03/22 14:59:59","2021/03/12 12:00:00","0","113401"
"184","123","0","3","2021/03/31 11:59:59","2021/03/22 15:00:00","1042","116001"
"185","125","0","3","2021/04/08 11:59:59","2021/03/31 12:00:00","1043","116301"
"186","126","0","3","2021/04/15 14:59:59","2021/04/08 12:00:00","0","111001"
"187","126","0","3","2021/04/15 14:59:59","2021/04/08 12:00:00","0","110901"
"188","127","0","3","2021/04/22 11:59:59","2021/04/15 15:00:00","1044","116201"
"189","128","0","3","2021/04/28 11:59:59","2021/04/22 12:00:00","0","113901"
"190","129","0","3","2021/04/30 11:59:59","2021/04/28 12:00:00","1045","107101"
"191","129","0","3","2021/04/30 11:59:59","2021/04/28 12:00:00","0","180601"
"192","129","0","3","2021/04/30 11:59:59","2021/04/28 12:00:00","0","180101"
"193","129","0","3","2021/04/30 11:59:59","2021/04/28 12:00:00","0","106801"
"194","129","0","3","2021/04/30 11:59:59","2021/04/28 12:00:00","0","180201"
"195","129","0","3","2021/04/30 11:59:59","2021/04/28 12:00:00","0","180501"
"196","129","0","3","2021/04/30 11:59:59","2021/04/28 12:00:00","0","180401"
"197","129","0","3","2021/04/30 11:59:59","2021/04/28 12:00:00","0","107001"
"198","129","0","3","2021/04/30 11:59:59","2021/04/28 12:00:00","0","106101"
"199","130","0","3","2021/05/11 11:59:59","2021/04/30 12:00:00","1046","116501"
"200","131","0","3","2021/05/21 14:59:59","2021/05/11 12:00:00","0","112701"
"201","131","0","3","2021/05/21 14:59:59","2021/05/11 12:00:00","0","112801"
"202","133","0","3","2021/05/31 11:59:59","2021/05/21 15:00:00","1047","116601"
"203","134","0","3","2021/06/09 11:59:59","2021/05/31 12:00:00","1048","116701"
"204","135","0","3","2021/06/16 14:59:59","2021/06/09 12:00:00","0","112901"
"205","135","0","3","2021/06/16 14:59:59","2021/06/09 12:00:00","0","106601"
"206","136","0","3","2021/06/20 14:59:59","2021/06/16 15:00:00","0","110301"
"207","136","0","3","2021/06/20 14:59:59","2021/06/16 15:00:00","0","110001"
"208","137","0","3","2021/06/24 14:59:59","2021/06/16 15:00:00","1049","116901"
"209","138","0","3","2021/06/24 14:59:59","2021/06/20 15:00:00","0","107801"
"210","138","0","3","2021/06/24 14:59:59","2021/06/20 15:00:00","0","107501"
"211","139","0","3","2021/06/30 11:59:59","2021/06/24 15:00:00","0","114401"
"212","140","0","3","2021/07/03 18:59:59","2021/06/30 12:00:00","1050","180301"
"213","140","0","3","2021/07/03 18:59:59","2021/06/30 12:00:00","0","180601"
"214","140","0","3","2021/07/03 18:59:59","2021/06/30 12:00:00","0","180101"
"215","140","0","3","2021/07/03 18:59:59","2021/06/30 12:00:00","0","106801"
"216","140","0","3","2021/07/03 18:59:59","2021/06/30 12:00:00","0","180201"
"217","140","0","3","2021/07/03 18:59:59","2021/06/30 12:00:00","0","180501"
"218","140","0","3","2021/07/03 18:59:59","2021/06/30 12:00:00","0","180401"
"219","140","0","3","2021/07/03 18:59:59","2021/06/30 12:00:00","0","107001"
"220","140","0","3","2021/07/03 18:59:59","2021/06/30 12:00:00","0","106101"
"221","140","0","3","2021/07/03 18:59:59","2021/06/30 12:00:00","0","107101"
"222","141","0","3","2021/07/12 11:59:59","2021/07/03 19:00:00","1051","117001"
"223","142","0","3","2021/07/15 14:59:59","2021/07/08 12:00:00","0","113101"
"224","143","0","3","2021/07/19 14:59:59","2021/07/15 12:00:00","0","107701"
"225","143","0","3","2021/07/19 14:59:59","2021/07/15 12:00:00","0","107901"
"226","144","0","3","2021/07/24 14:59:59","2021/07/15 15:00:00","1052","117101"
"227","145","0","3","2021/07/24 14:59:59","2021/07/19 15:00:00","0","110401"
"228","146","0","3","2021/07/31 11:59:59","2021/07/24 15:00:00","0","111801"
"229","146","0","3","2021/07/31 11:59:59","2021/07/24 15:00:00","0","115001"
"230","147","0","3","2021/08/09 11:59:59","2021/07/31 12:00:00","1053","117201"
"231","148","0","3","2021/08/15 14:59:59","2021/08/09 12:00:00","0","113401"
"232","149","0","3","2021/08/23 11:59:59","2021/08/15 15:00:00","1054","117301"
"233","150","0","3","2021/08/31 11:59:59","2021/08/23 12:00:00","0","115501"
"234","151","0","3","2021/09/03 18:59:59","2021/08/31 12:00:00","1055","180701"
"235","151","0","3","2021/09/03 18:59:59","2021/08/31 12:00:00","0","180301"
"236","151","0","3","2021/09/03 18:59:59","2021/08/31 12:00:00","0","180601"
"237","151","0","3","2021/09/03 18:59:59","2021/08/31 12:00:00","0","180101"
"238","151","0","3","2021/09/03 18:59:59","2021/08/31 12:00:00","0","106801"
"239","151","0","3","2021/09/03 18:59:59","2021/08/31 12:00:00","0","180201"
"240","151","0","3","2021/09/03 18:59:59","2021/08/31 12:00:00","0","180501"
"241","151","0","3","2021/09/03 18:59:59","2021/08/31 12:00:00","0","180401"
"242","151","0","3","2021/09/03 18:59:59","2021/08/31 12:00:00","0","107001"
"243","151","0","3","2021/09/03 18:59:59","2021/08/31 12:00:00","0","106101"
"244","151","0","3","2021/09/03 18:59:59","2021/08/31 12:00:00","0","107101"
"245","152","0","3","2021/09/08 11:59:59","2021/09/03 19:00:00","1056","117501"
"246","153","0","3","2021/09/13 11:59:59","2021/09/08 12:00:00","0","113701"
"247","153","0","3","2021/09/13 11:59:59","2021/09/08 12:00:00","0","113801"
"248","154","0","3","2021/09/18 11:59:59","2021/09/13 12:00:00","1057","117601"
"249","155","0","3","2021/09/24 11:59:59","2021/09/18 12:00:00","1058","118001"
"250","156","0","3","2021/09/30 11:59:59","2021/09/24 12:00:00","0","108101"
"251","156","0","3","2021/09/30 11:59:59","2021/09/24 12:00:00","0","108301"
"252","157","0","3","2021/09/30 11:59:59","2021/09/24 12:00:00","0","110601"
"253","158","0","3","2021/10/08 11:59:59","2021/09/30 12:00:00","1059","117701"
"254","159","0","3","2021/10/15 14:59:59","2021/10/08 12:00:00","0","113901"
"255","160","0","3","2021/10/22 11:59:59","2021/10/15 15:00:00","1060","117901"
"256","161","0","3","2021/10/31 11:59:59","2021/10/22 12:00:00","0","111101"
"257","162","0","3","2021/11/03 18:59:59","2021/10/31 12:00:00","1061","106701"
"258","162","0","3","2021/11/03 18:59:59","2021/10/31 12:00:00","0","180701"
"259","162","0","3","2021/11/03 18:59:59","2021/10/31 12:00:00","0","180301"
"260","162","0","3","2021/11/03 18:59:59","2021/10/31 12:00:00","0","180601"
"261","162","0","3","2021/11/03 18:59:59","2021/10/31 12:00:00","0","180101"
"262","162","0","3","2021/11/03 18:59:59","2021/10/31 12:00:00","0","106801"
"263","162","0","3","2021/11/03 18:59:59","2021/10/31 12:00:00","0","180201"
"264","162","0","3","2021/11/03 18:59:59","2021/10/31 12:00:00","0","180501"
"265","162","0","3","2021/11/03 18:59:59","2021/10/31 12:00:00","0","180401"
"266","162","0","3","2021/11/03 18:59:59","2021/10/31 12:00:00","0","107001"
"267","162","0","3","2021/11/03 18:59:59","2021/10/31 12:00:00","0","106101"
"268","162","0","3","2021/11/03 18:59:59","2021/10/31 12:00:00","0","107101"
"269","163","0","3","2021/11/11 11:59:59","2021/11/03 19:00:00","1062","119001"
"270","164","0","3","2021/11/16 11:59:59","2021/11/11 12:00:00","0","114201"
"271","164","0","3","2021/11/16 11:59:59","2021/11/11 12:00:00","0","114301"
"272","166","0","3","2021/11/24 11:59:59","2021/11/16 12:00:00","1063","119101"
"273","167","0","3","2021/11/30 11:59:59","2021/11/24 12:00:00","0","108401"
"274","167","0","3","2021/11/30 11:59:59","2021/11/24 12:00:00","0","108601"
"275","168","0","3","2021/12/08 11:59:59","2021/11/30 12:00:00","1064","119901"
"276","169","0","3","2021/12/15 14:59:59","2021/12/08 12:00:00","0","114401"
"277","170","0","3","2021/12/22 11:59:59","2021/12/15 15:00:00","0","111501"
"278","171","0","3","2021/12/31 11:59:59","2021/12/22 12:00:00","1065","119301"
"279","172","0","3","2022/01/03 18:59:59","2021/12/31 12:00:00","1066","180801"
"280","172","0","3","2022/01/03 18:59:59","2021/12/31 12:00:00","0","106701"
"281","172","0","3","2022/01/03 18:59:59","2021/12/31 12:00:00","0","180701"
"282","172","0","3","2022/01/03 18:59:59","2021/12/31 12:00:00","0","180301"
"283","172","0","3","2022/01/03 18:59:59","2021/12/31 12:00:00","0","180601"
"284","172","0","3","2022/01/03 18:59:59","2021/12/31 12:00:00","0","180101"
"285","172","0","3","2022/01/03 18:59:59","2021/12/31 12:00:00","0","106801"
"286","172","0","3","2022/01/03 18:59:59","2021/12/31 12:00:00","0","180201"
"287","172","0","3","2022/01/03 18:59:59","2021/12/31 12:00:00","0","180501"
"288","172","0","3","2022/01/03 18:59:59","2021/12/31 12:00:00","0","180401"
"289","172","0","3","2022/01/03 18:59:59","2021/12/31 12:00:00","0","107001"
"290","172","0","3","2022/01/03 18:59:59","2021/12/31 12:00:00","0","106101"
"291","172","0","3","2022/01/03 18:59:59","2021/12/31 12:00:00","0","107101"
"292","173","0","3","2022/01/11 11:59:59","2022/01/03 19:00:00","1067","120701"
"293","174","0","3","2022/01/15 14:59:59","2022/01/11 12:00:00","0","111801"
"294","174","0","3","2022/01/15 14:59:59","2022/01/11 12:00:00","0","115001"
"295","175","0","3","2022/01/24 11:59:59","2022/01/15 15:00:00","1068","120901"
"296","176","0","3","2022/01/27 11:59:59","2022/01/24 12:00:00","0","108801"
"297","176","0","3","2022/01/27 11:59:59","2022/01/24 12:00:00","0","108701"
"298","177","0","3","2022/01/31 11:59:59","2022/01/27 12:00:00","0","112001"
"299","177","0","3","2022/01/31 11:59:59","2022/01/27 12:00:00","0","111901"
"300","178","0","3","2022/02/08 11:59:59","2022/01/31 12:00:00","1069","121001"
"301","179","0","3","2022/02/15 14:59:59","2022/02/08 12:00:00","1070","116401"
"302","180","0","3","2022/02/24 11:59:59","2022/02/15 15:00:00","0","115501"
"303","181","0","3","2022/02/24 11:59:59","2022/02/15 15:00:00","1071","121101"
"304","182","0","3","2022/02/28 11:59:59","2022/02/24 12:00:00","0","117001"
"305","183","0","3","2022/03/03 18:59:59","2022/02/28 12:00:00","1072","118101"
"306","183","0","3","2022/03/03 18:59:59","2022/02/28 12:00:00","0","180801"
"307","183","0","3","2022/03/03 18:59:59","2022/02/28 12:00:00","0","106701"
"308","183","0","3","2022/03/03 18:59:59","2022/02/28 12:00:00","0","180701"
"309","183","0","3","2022/03/03 18:59:59","2022/02/28 12:00:00","0","180301"
"310","183","0","3","2022/03/03 18:59:59","2022/02/28 12:00:00","0","180601"
"311","183","0","3","2022/03/03 18:59:59","2022/02/28 12:00:00","0","180101"
"312","183","0","3","2022/03/03 18:59:59","2022/02/28 12:00:00","0","106801"
"313","183","0","3","2022/03/03 18:59:59","2022/02/28 12:00:00","0","180201"
"314","183","0","3","2022/03/03 18:59:59","2022/02/28 12:00:00","0","180501"
"315","183","0","3","2022/03/03 18:59:59","2022/02/28 12:00:00","0","180401"
"316","183","0","3","2022/03/03 18:59:59","2022/02/28 12:00:00","0","107001"
"317","183","0","3","2022/03/03 18:59:59","2022/02/28 12:00:00","0","106101"
"318","183","0","3","2022/03/03 18:59:59","2022/02/28 12:00:00","0","107101"
"319","184","0","3","2022/03/11 11:59:59","2022/03/03 19:00:00","1073","121301"
"320","185","0","3","2022/03/11 11:59:59","2022/03/08 12:00:00","0","107801"
"321","185","0","3","2022/03/11 11:59:59","2022/03/08 12:00:00","0","107501"
"322","186","0","3","2022/03/15 14:59:59","2022/03/11 12:00:00","0","115901"
