e2559d313ab7c00ad43eb0e756298df38075b5f635b83c73fcef11f361591f46,e69785504afb5e4590957fe6a8d21b92f0e37c212d2ff3b2ef7f6eb89f5102cb,3ad1d1cca4a3a6b4c844a4c330a2ba230764c129d139954f67e0dcb87b786d2a,f5a1e7042194edd10ed9808f4e43338d216aa095cdbc4252b569f4de5692c637,4aabb603ca0c6c60d6149547f288ae06acefd8c298f84b5f42ce97037e0b1946,00b8358e0ab3de054811ed6670a3e75f6f14523ea5fd1323602f63a20c409364,9cb34b811ddc7756b15dfb97e6b2c446fb196568b3ee3bbd57527f12095ea861,3f3f39eb36cd51fcb4c895e9510bb657f7b1573138d229e0617a0cd1f45bec08,d05c93a34f74a86ff32d983209d77cb77a45445a9829acf93bde9dd9630bef3d,852dfa10198f0c52dbbf27dcfb52f175b6ad32a1b943d604308d63a69dfcf59f,ae69474bbfe716111f494d8fb068c440c18f13a8a694423d6a81820e49b74f17
"","3","nyx_101_chieru_loop","0","110931","0.2","11010025","1","101","nyx_101_chieru_01",""
"","11","","7","110931","","11010026","","101","ちぇるーん♪\nいや、まだ行ける…\nちぇっ☆るゥ～ん！",""
"","93","","","0.4","","11010027","","101","",""
"","32","","","3","","11010028","","101","0",""
"","32","","","3","","11010029","","101","1",""
"","93","","","0.6","","11010030","","101","",""
"","3","","1","103431","0.2","11010031","","101","nyx_talk_bitter",""
"","3","","1","104631","0.2","11010032","","101","nyx_cmn_04",""
"","93","","","2","","11010033","","101","",""
"","3","nyx_101_chieru_loop","0","2","0.2","11010034","1","101","nyx_101_chieru_02",""
"","3","nyx_101_chieru_loop","0","110931","0.2","11010035","1","101","nyx_101_chieru_02",""
"","93","","","0.4","","11010036","","101","",""
"","32","","","3","","11010037","","101","0",""
"","32","","","4","","11010038","","101","1",""
"","91","","","11010026","","11010039","","101","",""
"","3","","1","103431","0.2","11010040","","101","nyx_idle_bitter",""
"","3","","1","104831","0.2","11010041","","101","nyx_talk_sad",""
"","11","","10","104831","","11010042","","101","ね、ねぇ…\n廊下の方から\n何か聞こえない？",""
"","91","","","0","","11010043","","101","",""
"","4","","","110931","","11010044","","101","1",""
"","4","","","2","","11010045","","101","1",""
"","3","nyx_101_chieru_loop","0","2","0.2","11010046","1","101","nyx_101_chieru_02",""
"","3","nyx_101_chieru_loop","0","110931","0.2","11010047","1","101","nyx_101_chieru_02",""
"","3","","1","104831","0.2","11010048","","101","nyx_idle_sad",""
"","3","","1","104631","0.2","11010049","","101","nyx_talk_sad",""
"","11","","10","104631","","11010050","","101","なんかちぇるちぇる\n聞こえるにゃ…\nこわいにゃ…",""
"","91","","","0","","11010051","","101","",""
"","3","","1","104631","0.2","11010052","","101","nyx_idle_sad",""
"","3","","1","103431","0.2","11010053","","101","nyx_talk_sad",""
"","11","","10","103431","","11010054","","101","学校の七不思議的な\nやつかしら…\nか、帰りたい…",""
"","91","","","0","","11010055","","101","",""
"","3","","1","103431","0.2","11010056","","101","nyx_idle_sad",""
"","3","","1","103231","0.2","11010057","","101","nyx_talk_joy2",""
"","11","","10","103231","","11010058","","101","面白いですわね！\n何が出てくるか\nワクワクしますわ！",""
"","91","","","0","","11010059","","101","",""
"","93","","","0.4","","11010060","","101","",""
"","4","","","110931","","11010061","","101","0",""
"","4","","","2","","11010062","","101","0",""
"","3","nyx_101_chieru_loop","0","110931","0.2","11010063","1","101","nyx_101_chieru_01",""
"","3","nyx_101_chieru_loop","0","2","0.2","11010064","1","101","nyx_101_chieru_01",""
"","12","","1","104831","","11010065","","101","1",""
"0.2","3","nyx_idle_sad","0","104831","0.2","11010066","1","101","nyx_talk_sad",""
"","93","","","0.4","","11010067","","101","",""
"","32","","","3","","11010068","","101","0",""
"","32","","","3","","11010069","","101","1",""
"","93","","","1.6","","11010070","","101","",""
"","12","","1","104631","","11010071","","101","15",""
"0.2","3","nyx_idle_sad","0","104631","0.2","11010072","1","101","nyx_talk_sad",""
"","93","","","3","","11010073","","101","",""
"","4","","","110931","","11010074","","101","1",""
"","4","","","2","","11010075","","101","1",""
"","3","nyx_101_chieru_loop","0","110931","0.2","11010076","1","101","nyx_101_chieru_02",""
"","3","nyx_101_chieru_loop","0","2","0.2","11010077","1","101","nyx_101_chieru_02",""
"","12","","1","103231","","11010078","","101","10",""
"0.2","3","nyx_idle_joy1","0","103231","0.2","11010079","1","101","nyx_talk_joy1",""
"","93","","","2","","11010080","","101","",""
"","12","","1","103431","","11010081","","101","2",""
"0.2","3","nyx_idle_sad","0","103431","0.2","11010082","1","101","nyx_talk_sad",""
"","93","","","2.5","","11010083","","101","",""
"","101","","","11010060","","11010084","","101","",""
"1","1","-362","110","1","1.35","11020001","-209.3","102","110831","nyx_102_chloe_01"
"0","1","90","110","1","1.35","11020002","-182.5","102","104831","nyx_102_mifuyu_01"
"0","1","220","110","1","1.35","11020003","-182.5","102","104631","nyx_idle_normal"
"1","1","336","110","1","1.35","11020004","-182.5","102","103231","nyx_talk_normal"
"1","1","457","110","1","1.35","11020005","-182.5","102","103431","nyx_idle_normal"
"","31","0","0","1","1","11020006","1","102","1",""
"0","5","-362","120","2","1.35","11020007","-209.3","102","2","NoItem"
"","25","","","bgm_M347","","11020008","","102","bgm_M347",""
"","93","","","2","","11020009","","102","",""
"","3","","1","110831","0.2","11020010","","102","nyx_102_chloe_02",""
"","11","","10","110831","","11020011","","102","次、うちの番か…\nえ、チエルの後って\n何気に不利くない？",""
"","91","","","0","","11020012","","102","1",""
"","3","","1","110831","0.2","11020013","","102","nyx_idle_sad",""
"","11","","10","110831","","11020014","","102","あいつ絶対初見で\nちぇるちぇる言って\n現場冷やしてるし…",""
"","91","","","0","","11020015","","102","1",""
"0.2","3","nyx_102_chloe_02","0","110831","0.2","11020016","1","102","cmn_pose02_def_N",""
"","11","","10","110831","","11020017","","102","ま、いいけど何でも\n…てゆか中の人ら\nダイジョブか？",""
"","93","","","3","","11020018","","102","",""
"","3","","1","103231","0.2","11020019","","102","nyx_idle_normal",""
"","3","","1","104631","0.2","11020020","","102","nyx_talk_sad",""
"","4","","","110831","","11020021","","102","0",""
"","91","","","11020016","","11020022","","102","",""
"","93","","","1","","11020023","","102","",""
"","3","","1","110831","0.2","11020024","","102","nyx_102_chloe_01",""
"","11","","10","110831","","11020025","","102","ちぇる気にやられて\nおかしなことにとか\n…いや、まさかね",""
"","93","","","2.5","","11020026","","102","",""
"","3","nyx_102_chloe_03_loop","0","110831","0.2","11020027","1","102","nyx_102_chloe_03",""
"","3","nyx_102_chloe_03_loop","0","2","0.2","11020028","1","102","nyx_102_chloe_03",""
"","91","","","11020025","","11020029","","102","",""
"","93","","","1","","11020030","","102","",""
"","11","","10","104831","","11020031","","102","ちぇる…ちぇる…",""
"","93","","","1.5","","11020032","","102","",""
"","4","","0","104631","","11020033","","102","1",""
"0.2","3","nyx_idle_surprise2","0","104631","0.2","11020034","1","102","cmn_shock_def_N",""
"0.2","3","nyx_idle_surprise2","0","103431","0.2","11020035","1","102","cmn_shock_def_N",""
"0.2","3","nyx_idle_surprise1","0","103231","0.2","11020036","1","102","nyx_surprise",""
"","93","","","1.5","","11020037","","102","",""
"0.2","3","","1","104631","0.2","11020038","1","102","nyx_talk_surprise2",""
"","3","","1","103431","0.2","11020039","","102","nyx_102_yukari_01",""
"","11","","10","103431","","11020040","","102","ミフユさん！\nしっかりちぇる！\n傷は浅いちぇる！",""
"","91","","","0","","11020041","","102","1",""
"0.2","3","nyx_102_tamaki_01_loop","0","103431","0.2","11020042","1","102","cmn_shock_def_N",""
"","4","","0","103231","","11020043","","102","0",""
"","4","","0","104631","","11020044","","102","0",""
"","91","","","0","","11020045","","102","",""
"","11","","10","104631","","11020046","","102","ダメにゃ…\nミフユもユカリも\n手遅れちぇ…にゃ！",""
"","93","","","2.6","","11020047","","102","",""
"0.2","3","nyx_102_tamaki_01_loop","0","104631","0.2","11020048","1","102","nyx_102_tamaki_01",""
"","93","","","0.1","","11020049","","102","",""
"","4","","0","103231","","11020050","","102","1",""
"","93","","","1.5","","11020051","","102","",""
"","11","","10","103231","","11020052","","102","被害甚大ですわね…\n次の方が普通である\nことを祈りますわ…",""
"","91","","","0","","11020053","","102","",""
"","93","","","1","","11020054","","102","",""
"","3","nyx_102_chloe_03_loop","0","110831","0.2","11020055","1","102","nyx_102_chloe_04",""
"","3","nyx_102_chloe_03_loop","0","2","0.2","11020056","1","102","nyx_102_chloe_04",""
"","93","","","1.5","","11020057","","102","",""
"","12","","1","110831","","11020058","","102","12",""
"","93","","","1","","11020059","","102","",""
"","12","","1","103431","","11020060","","102","1",""
"0.2","3","nyx_cmn_03","0","103431","0.2","11020061","1","102","nyx_cmn_01",""
"0.2","3","","1","104631","0.2","11020062","1","102","nyx_idle_worry",""
"","93","","","2","","11020063","","102","",""
"","12","","1","104831","","11020064","","102","12",""
"","93","","","2","","11020065","","102","",""
"","12","","1","103231","","11020066","","102","10",""
"0.2","3","nyx_idle_normal","0","103231","0.2","11020067","1","102","nyx_talk_normal",""
"","93","","","2","","11020068","","102","",""
"","12","","1","104631","","11020069","","102","2",""
"0.2","3","nyx_idle_worry","0","104631","0.2","11020070","1","102","nyx_talk_sad",""
"","93","","","4","","11020071","","102","",""
"","101","","","11020055","","11020072","","102","1",""
"0","1","-421","110","1","1.35","11030001","-209.3","103","111031","nyx_103_yuni_01"
"0","1","121.8","110","1","1.35","11030002","-182.5","103","104831","nyx_idle_normal"
"0","5","121.8","120","2","1.35","11030003","-182.5","103","2","NoItem"
"0","1","227.7","110","1","1.35","11030004","-182.5","103","104631","nyx_idle_normal"
"0","5","227.7","120","2","1.35","11030005","-182.5","103","2","NoItem"
"1","1","340.3","110","1","1.35","11030006","-182.5","103","103231","nyx_idle_normal"
"1","1","449.6","110","1","1.35","11030007","-182.5","103","103431","nyx_cmn_03"
"1","5","449.6","120","2","1.35","11030008","-182.5","103","2","NoItem"
"","31","0","0","1","1","11030009","1","103","1",""
"","25","","","bgm_M347","","11030010","","103","bgm_M347",""
"","93","","","2","","11030011","","103","",""
"","3","","1","103431","0.2","11030012","","103","nyx_talk_sad",""
"","11","","10","103431","","11030013","","103","プレゼンって\nこんなに\n疲れるものなの…？",""
"","91","","","0","","11030014","","103","",""
"","3","","1","103431","0.2","11030015","","103","nyx_cmn_03",""
"","3","","1","104831","0.2","11030016","","103","nyx_cmn_05",""
"","11","","10","104831","","11030017","","103","きっと次は大丈夫よ\nまともな生徒のはず\n…そうよね？",""
"","91","","","0","","11030018","","103","",""
"","3","","1","104831","0.2","11030019","","103","nyx_cmn_04",""
"","3","","1","103231","0.2","11030020","","103","nyx_talk_normal",""
"","11","","10","103231","","11030021","","103","あら？\n次もなかよし部の方\nみたいですわよ？",""
"","91","","","0","","11030022","","103","",""
"","3","","1","103231","0.2","11030023","","103","nyx_idle_normal",""
"","3","","1","104631","0.2","11030024","","103","nyx_talk_sad",""
"","11","","10","104631","","11030025","","103","…気を抜いたら\nやられるにゃ\n覚悟を決めるにゃ",""
"","93","","","2.6","","11030026","","103","",""
"","3","","1","111031","0.2","11030027","","103","nyx_102_chloe_01",""
"","91","","","11030025","","11030028","","103","",""
"0.3","3","nyx_idle_sad","0","104631","0.2","11030029","1","103","nyx_cmn_02",""
"","3","","0","2","0.2","11030030","","103","nyx_cmn_02",""
"0.3","3","nyx_cmn_03","0","103431","0.2","11030031","1","103","nyx_cmn_02",""
"","3","","0","2","0.2","11030032","","103","nyx_cmn_02",""
"0.2","3","nyx_idle_normal","0","104831","0.2","11030033","1","103","nyx_cmn_02",""
"","3","","0","2","0.2","11030034","","103","nyx_cmn_02",""
"","93","","","1.5","","11030035","","103","",""
"","3","","1","111031","0.2","11030036","","103","nyx_303_yuni_01",""
"","11","","10","111031","","11030037","","103","ふむ、次はぼくだな\nまさに真打登場と\n言ったところか",""
"","93","","","2.8","","11030038","","103","",""
"","12","","1","104831","","11030039","","103","13",""
"","3","","1","104831","0.2","11030040","","103","nyx_talk_normal",""
"","91","","","11030037","","11030041","","103","",""
"","11","","10","111031","","11030042","","103","チエル君、クロエ君\n君らの無念はぼくが\n晴らして見せよう",""
"","91","","","0","","11030043","","103","",""
"","3","","1","111031","0.2","11030044","","103","nyx_103_yuni_02",""
"","11","","10","111031","","11030045","","103","いざ上級生としての\n責務を果たす時だ",""
"","93","","","1.5","","11030046","","103","",""
"","12","","1","103231","","11030047","","103","17",""
"","3","","1","104831","0.2","11030048","","103","nyx_idle_normal",""
"","3","","1","103231","0.2","11030049","","103","nyx_cmn_05",""
"","91","","","11030045","","11030050","","103","",""
"0.6","3","nyx_103_yuni_04","0","111031","0.3","11030051","0","103","nyx_103_yuni_03",""
"","11","","10","111031","","11030052","","103","ユニちゃんズの\n名に懸けて…！",""
"","91","","","0","","11030053","","103","",""
"","3","","1","103231","0.2","11030054","","103","nyx_idle_normal",""
"","93","","","0.6","","11030055","","103","",""
"","12","","1","111031","0.2","11030056","","103","12",""
"0.2","3","nyx_idle_normal","0","111031","0.2","11030057","1","103","cmn_pose02_def_N",""
"","93","","","1.5","","11030058","","103","",""
"","12","","1","104631","","11030059","","103","15",""
"0.2","3","nyx_idle_worry","0","104631","0.2","11030060","1","103","nyx_talk_sad",""
"","93","","","2","","11030061","","103","",""
"","12","","1","103231","","11030062","","103","10",""
"0.2","3","nyx_idle_normal","0","103231","0.2","11030063","1","103","nyx_talk_joy1",""
"0.2","3","nyx_idle_normal","0","111031","0.2","11030064","1","103","nyx_103_yuni_01",""
"","93","","","2.5","","11030065","","103","",""
"","12","","1","103431","","11030066","","103","1",""
"0.3","3","nyx_cmn_03","0","103431","0.2","11030067","1","103","nyx_cmn_01",""
"","93","","","2","","11030068","","103","",""
"","12","","1","104831","","11030069","","103","12",""
"","3","","1","104831","0.2","11030070","","103","nyx_talk_bitter",""
"","93","","","2","","11030071","","103","",""
"","3","","1","104831","0.2","11030072","","103","nyx_idle_bitter",""
"","93","","","1","","11030073","","103","",""
"","101","","","11030056","","11030074","","103","",""
"1","1","-235.4","110","1","1.2","12010001","-294.7","201","103231","nyx_201_akino_01"
"1","5","-235.4","120","2","1.2","12010002","-294.7","201","2","nyx_201_akino_01"
"0","1","-357","110","1","1.2","12010003","-281.6","201","104631","nyx_idle_normal"
"1","1","310.5","110","1","1.2","12010004","-281.6","201","103431","nyx_idle_normal"
"0","1","-453.3","110","1","1.2","12010005","-281.6","201","104831","nyx_idle_normal"
"","31","0","0","2","1","12010006","1","201","1",""
"","31","0","0","11","1","12010007","1","201","2",""
"","25","","","bgm_M347","","12010008","","201","bgm_M347",""
"","93","","","2","","12010009","","201","",""
"","11","","10","103231","","12010010","","201","タマキさん、この\n部品の組み立てを\nお願いしますわ！",""
"","91","","","0","","12010011","","201","",""
"0.3","3","nyx_idle_surprise1","0","104631","0.3","12010012","1","201","nyx_surprise",""
"","11","","10","104631","","12010013","","201","わ、わかったにゃ！\n…こんなの設計図に\nあったかにゃ…？",""
"","91","","","0","","12010014","","201","",""
"","4","","0","103231","","12010015","","201","0",""
"","4","","","2","","12010016","","201","0",""
"0.3","3","","1","104631","0.3","12010017","","201","nyx_idle_bitter2",""
"0.3","3","","1","103231","0.3","12010018","","201","nyx_201_akino_02",""
"0.3","3","","1","2","0.3","12010019","","201","nyx_201_akino_02",""
"","2","2.2","-294.7","103231","","12010020","","201","199",""
"","2","2.2","-294.7","2","","12010021","","201","199",""
"","93","","","2.2","","12010022","","201","",""
"0.3","3","","1","103231","0.3","12010023","","201","nyx_201_akino_01",""
"0.3","3","","1","2","0.3","12010024","","201","nyx_201_akino_01",""
"","11","","10","103231","","12010025","","201","ユカリさん！\nこの回路の発注を\n至急お願いします！",""
"","91","","","0","","12010026","","201","",""
"0.3","3","","1","103431","0.3","12010027","","201","nyx_cmn_01",""
"","11","","10","103431","","12010028","","201","えっ？　えっ？\nちょっとアキノさん\nこれ何に使うの！？",""
"","91","","","0","","12010029","","201","",""
"0.3","3","","1","103431","0.3","12010030","","201","nyx_idle_bitter2",""
"","4","","","103231","","12010031","","201","1",""
"","4","","","2","","12010032","","201","1",""
"0.3","3","","1","103231","0.3","12010033","","201","nyx_201_akino_02",""
"0.3","3","","1","2","0.3","12010034","","201","nyx_201_akino_02",""
"","2","2.2","-294.7","103231","","12010035","","201","-235.4",""
"","2","2.2","-294.7","2","","12010036","","201","-235.4",""
"","93","","","2.2","","12010037","","201","",""
"0.3","3","","1","103231","0.3","12010038","","201","nyx_201_akino_01",""
"0.3","3","","1","2","0.3","12010039","","201","nyx_201_akino_01",""
"","11","","10","103231","","12010040","","201","ミフユさんは動作\nチェックを念入りに\nお願いします！",""
"","91","","","0","","12010041","","201","",""
"0.3","3","nyx_idle_surprise1","0","104831","0.3","12010042","1","201","nyx_surprise",""
"","11","","10","104831","0","12010043","","201","は、はいっ！\n…アキノさんが\n燃えてるわ…",""
"","91","","","0","","12010044","","201","",""
"0.3","3","","1","104831","0.3","12010045","","201","nyx_talk_sad",""
"","11","","10","104831","0","12010046","","201","でもなぜかしら\n不安だわ…\n不安しかない…",""
"","91","","","0","","12010047","","201","",""
"0.3","3","","1","104831","0.3","12010048","","201","nyx_idle_bitter2",""
"","91","","","0","","12010049","","201","",""
"","93","","","0.4","","12010050","","201","",""
"","4","","0","103231","","12010051","","201","0",""
"","4","","","2","","12010052","","201","0",""
"0.2","3","","1","103231","0.2","12010053","","201","nyx_201_akino_02",""
"0.2","3","","1","2","0.2","12010054","","201","nyx_201_akino_02",""
"","2","2.2","-294.7","103231","","12010055","","201","199",""
"","2","2.2","-294.7","2","","12010056","","201","199",""
"0.2","3","","1","103431","0.2","12010057","","201","nyx_cmn_03",""
"","93","","","2.2","","12010058","","201","",""
"","12","","1","103231","","12010059","","201","10",""
"0.2","3","","1","103231","0.2","12010060","","201","nyx_201_akino_01",""
"0.2","3","","1","2","0.2","12010061","","201","nyx_201_akino_01",""
"","91","","","0","","12010062","","201","",""
"0.2","3","","1","103431","0.2","12010063","","201","nyx_idle_surprise1",""
"","91","","","0","","12010064","","201","",""
"0.2","3","","1","103431","0.2","12010065","","201","nyx_102_chloe_02",""
"","4","","","103231","","12010066","","201","1",""
"","4","","","2","","12010067","","201","1",""
"0.2","3","","1","103231","0.2","12010068","","201","nyx_201_akino_02",""
"0.2","3","","1","2","0.2","12010069","","201","nyx_201_akino_02",""
"","2","2.2","-294.7","103231","","12010070","","201","-235.4",""
"","2","2.2","-294.7","2","","12010071","","201","-235.4",""
"","93","","","2.2","","12010072","","201","",""
"","12","","1","103231","","12010073","","201","10",""
"0.2","3","","1","103231","0.2","12010074","","201","nyx_201_akino_01",""
"0.2","3","","1","2","","12010075","","201","nyx_201_akino_01",""
"","93","","","3","","12010076","","201","",""
"0.2","3","nyx_idle_normal","0","104631","0.2","12010077","1","201","cmn_nod_def_N",""
"","93","","","0.8","","12010078","","201","",""
"","12","","1","104831","","12010079","","201","3",""
"0.2","3","nyx_idle_sad","0","104831","0.2","12010080","1","201","nyx_talk_worry",""
"","93","","","1","","12010081","","201","",""
"","101","","","12010051","","12010082","","201","",""
"0","5","-136","100","1","1.2","12020001","-255","202","3","nyx_202_tamaki_03_loop"
"1","1","183.7","110","1","1.2","12020002","-286.1","202","103231","nyx_idle_joy1"
"1","5","312.6","120","2","1.2","12020003","-286.1","202","5","nyx_202_yukari_01"
"1","1","312.6","110","1","1.2","12020004","-286.1","202","103431","nyx_202_yukari_01"
"0","1","-269.8","120","1","1.2","12020005","-286.1","202","104831","nyx_idle_normal"
"","31","0","0","2","1","12020006","1","202","1",""
"","31","34","0","12","1","12020007","1","202","2",""
"","31","130","-74","16","0","12020008","1","202","7",""
"0","5","-208","110","3","1","12020009","-255","202","4","nyx_yagura_idle"
"0","5","-269.8","120","2","1.2","12020010","-286.1","202","6","NoItem"
"","25","","","bgm_M347","","12020011","","202","bgm_M347",""
"","93","","","2","","12020012","","202","",""
"","11","","10","3","","12020013","","202","開発もなんだか\n楽しくなってきた\nにゃ～！",""
"","91","","","0","","12020014","","202","",""
"","11","","10","3","","12020015","","202","ここまで来たら\n世界一のたい焼き\nメカにするにゃ！",""
"","91","","","0","","12020016","","202","",""
"","11","","10","3","","12020017","","202","あたしの全てを\n注ぎ込んでやる\nにゃあ～～！",""
"","93","","","0.4","","12020018","","202","",""
"","3","nyx_202_tamaki_loop","0","3","0.2","12020019","1","202","nyx_202_tamaki_03_puton",""
"","91","","","12020017","","12020020","","202","",""
"","3","nyx_202_tamaki_01","0","3","0.2","12020021","1","202","nyx_202_tamaki_up",""
"","3","nyx_yagura_up_idle","0","4","","12020022","1","202","nyx_yagura_up",""
"","93","","","2.4","","12020023","","202","",""
"","32","","","7","","12020024","","202","1",""
"","3","","1","103231","0.2","12020025","","202","nyx_202_akino_01_loop",""
"","11","","10","103231","","12020026","","202","おーほっほっほ！\n素晴らしい意気込み\nですわ、タマキさん",""
"","91","","","0","","12020027","","202","",""
"","3","","1","104831","0.2","12020028","","202","nyx_talk_anger2",""
"","11","","10","104831","","12020029","","202","設計図のどこにも\nたい焼きなんて\n書いてないわよ！？",""
"","91","","","0","","12020030","","202","",""
"","3","","1","103431","0.2","12020031","","202","nyx_idle_anger2",""
"","3","","1","103431","0.2","12020032","","202","nyx_202_yukari_01",""
"","11","","10","103431","","12020033","","202","ミフユさん…\nタマキさんなら\n大丈夫よ…ひっく",""
"","91","","","0","","12020034","","202","",""
"0.2","3","nyx_cmn_04","0","104831","0.2","12020035","","202","nyx_cmn_05",""
"","11","","10","104831","0","12020036","","202","ユカリさん？\n何を飲んでるの？\n…買収されたわね？",""
"","91","","","0","","12020037","","202","",""
"","3","","1","103431","0.2","12020038","","202","nyx_202_yukari_01",""
"","11","","10","103431","","12020039","","202","え～？\nにゃんのことぉ～？\n…うっふふ～♪",""
"","91","","","0","","12020040","","202","",""
"","93","","","2","","12020041","","202","",""
"","12","","1","103231","","12020042","","202","13",""
"0.2","3","nyx_202_akino_01_loop","0","103231","0.2","12020043","1","202","nyx_talk_joy2",""
"","93","","","2.5","","12020044","","202","",""
"","12","","1","104831","","12020045","","202","3",""
"","3","","1","104831","0.2","12020046","","202","nyx_talk_anger2",""
"","93","","","2","","12020047","","202","",""
"","3","","0","104831","0.2","12020048","","202","nyx_cmn_02",""
"","3","NoItem","0","6","0.2","12020049","1","202","nyx_cmn_02",""
"","93","","","1","","12020050","","202","",""
"0.2","3","nyx_cmn_04","0","104831","0.2","12020051","1","202","nyx_cmn_05",""
"","93","","","2","","12020052","","202","",""
"","12","","1","103431","","12020053","","202","5",""
"0.2","3","nyx_202_yukari_01","0","5","0.2","12020054","1","202","nyx_203_yukari_01",""
"0.2","3","nyx_202_yukari_01","0","103431","0.2","12020055","1","202","nyx_203_yukari_01",""
"","93","","","1.2","","12020056","","202","",""
"","12","","1","3","","12020057","","202","11",""
"","93","","","0.8","","12020058","","202","",""
"","101","","","12020041","","12020059","","202","",""
"0","1","-300","130","1","1.2","12030001","-286","203","104831","nyx_idle_normal"
"1","1","316","100","1","1.2","12030002","-286","203","104631","nyx_idle_normal"
"1","1","110","100","1","1.2","12030003","-286","203","103231","nyx_idle_normal"
"0","1","-200","100","1","1.2","12030004","-10","203","103431","nyx_203_yukari_01"
"","31","0","0","2","1","12030005","1","203","1",""
"","31","34","-80","13","1","12030006","1","203","2",""
"0","5","-200","110","2","1.2","12030007","-10","203","3","nyx_203_yukari_01"
"0","5","-250","120","3","1","12030008","-255","203","4","nyx_yagura_up_harf"
"","25","","","bgm_M347","","12030009","","203","bgm_M347",""
"","93","","","2","","12030010","","203","",""
"","11","","10","103431","","12030011","","203","あっれぇ～？\nここはどこぉ～？\n私はだれ～？",""
"","93","","","0.6","","12030012","","203","",""
"0.2","3","nyx_lookup_loop2","0","103231","0.2","12030013","1","203","nyx_lookup",""
"","91","","","12030011","","12030014","","203","",""
"","11","","10","103431","","12030015","","203","ん～？\nにゃ～にこの\nでっかいのぉ～",""
"","93","","","0.6","","12030016","","203","",""
"0.2","3","nyx_lookup_loop2","0","104631","0.2","12030017","1","203","nyx_lookup",""
"","91","","","12030015","","12030018","","203","",""
"","3","nyx_203_yukari_05","0","3","0.2","12030019","1","203","nyx_203_yukari_02",""
"","3","nyx_203_yukari_05","0","103431","0.2","12030020","1","203","nyx_203_yukari_02",""
"","11","","10","103431","","12030021","","203","あんたも麦しゅわ\n飲む～？\nお～いしいわよ～？",""
"","93","","","0.4","","12030022","","203","",""
"0.2","3","nyx_lookup_loop2","0","104831","0.2","12030023","1","203","nyx_lookup",""
"","91","","","12030021","","12030024","","203","",""
"","93","","","0.2","","12030025","","203","",""
"0.2","3","nyx_idle_sad","0","104831","0.2","12030026","1","203","nyx_cmn_02",""
"","11","","10","104831","0","12030027","","203","何してるのよ\nユカリさん…",""
"","93","","","0.1","","12030028","","203","",""
"0.2","3","nyx_cmn_04","0","103231","0.2","12030029","1","203","nyx_cmn_02",""
"","11","","10","103231","","12030030","","203","何してますの…\nユカリさん…",""
"","93","","","0.1","","12030031","","203","",""
"0.2","3","nyx_idle_sad","0","104631","0.2","12030032","1","203","nyx_cmn_02",""
"","11","","10","104631","","12030033","","203","何してるのにゃ\nユカリ…",""
"","91","","","0","","12030034","","203","",""
