f2cd3c4ab1cc8d04312244d302eff36889c8fac8305577c40cb58fdce4261344,f4e2cf8e0dec3ace79b35ebe68da9a359d60c9c18e0e25c51efaeac56953a42e,51d87f74c2721bbe8ede99b3cb5ba65e977eb1b59b3d46865949d1c333c4840c,07fe82521389c79e888e93c613db2885cc73ac8e1a83cc5fd25009432002c3d2,a6dcc42514b1a6de69beac5243ddb9970d6f35bbfec521ebf6b16a6c79a1b333,e8abe84008bace5b6abae3df2221662d8455056afcc89824eb1fd00e6d2b1285,32610ab0df055f6f80ae026df69d573b9a0d9c35a53fa425a10cf371b30b3764,bd2f34202a2e1aff8c0447ad66254e08cb87c3b71c1871e44498298587bd5022,c779abfded361676e0334c2ec03eaea75f0b2edfcbed0080911f0f90b12cdb52,47c92fdb98f959ad2488b5256863ec9051313968497511fa6fe28cb746e1bf1b,9c3b36005f4feb64c164bf5fd3d6e12a2d747f037e6e65bb4954ca5d0afa9425
"0","travel_topdrama_r_2000_idle_doya","20031","1","100411","-68","1","1200310001","101","-42","0.8"
"1","travel_topdrama_r_2000_idle_normal","20031","1","102011","-68","1","1200310002","102","42","0.8"
"0","mana","20031","0","0","-75","5","1200310003","110","0","1"
"","","20031","0","","","91","1200310004","","",""
"","","20031","10","0","","93","1200310005","","",""
"","","20031","1200310005","","","101","1200310006","","",""
"","","20031","0","none","","3","1200310007","0","","0"
"","","20031","0","","","91","1200310008","","",""
"","","20032","100411","103","","13","1200320001","","",""
"","","20032","102011","104","","13","1200320002","","",""
"","","20032","100411","travel_topdrama_r_2000_talk_doya_in","1","3","1200320003","0","travel_topdrama_r_2000_talk_doya_loop","0.2"
"","","20032","vo_travel_talk","vo_travel_talk_20003_00","","21","1200320004","0","0",""
"0","0","20032","100411","冒険はね、準備が大事なんだよ！\nだから迷わないようにコンパスを\n持ってきたんだ～♪","1","11","1200320005","10","1","0"
"","","20032","0","","","91","1200320006","","",""
"","","20032","100411","travel_topdrama_r_2000_idle_doya","","3","1200320007","1","","0.2"
"","","20032","102011","travel_topdrama_r_2000_talk_wish_in","1","3","1200320008","0","travel_topdrama_r_2000_talk_wish_loop","0.2"
"","","20032","vo_travel_talk","vo_travel_talk_20003_01","","21","1200320009","0","0",""
"0","0","20032","102011","ミソギちゃん、すご～い♪\n針がいっぱいぐるぐるしてるけど、\nどうやって使うの～？","1","11","1200320010","10","1","0"
"","","20032","0","","","91","1200320011","","",""
"","","20032","102011","travel_topdrama_r_2000_idle_wish","","3","1200320012","1","","0.2"
"","","20032","100411","travel_topdrama_r_2000_talk_sad_in_surprise2","1","3","1200320013","0","travel_topdrama_r_2000_talk_sad_loop_surprise2","0.2"
"","","20032","vo_travel_talk","vo_travel_talk_20003_02","","21","1200320014","0","0",""
"0","0","20032","100411","えっ？　ぐるぐる？\n……あ～！？　イタズラで使う磁石、\n同じポケットに入れたままだった～！","1","11","1200320015","10","1","0"
"","","20032","0","","","91","1200320016","","",""
"","","20032","100411","travel_topdrama_r_2000_idle_sad_surprise2","","3","1200320017","1","","0.2"
"","","20032","","","","112","1200320018","","",""
"","","20032","0","","","91","1200320019","","",""
"1","travel_topdrama_r_2000_idle_normal","20041","1","105311","-68","1","1200410001","101","42","0.8"
"0","travel_topdrama_r_2000_idle_wish","20041","1","104511","-68","1","1200410002","102","-42","0.8"
"0","mana","20041","0","0","-75","5","1200410003","110","0","1"
"","","20041","0","","","91","1200410004","","",""
"","","20041","10","0","","93","1200410005","","",""
"","","20041","1200410005","","","101","1200410006","","",""
"","","20041","0","none","","3","1200410007","0","","0"
"","","20041","0","","","91","1200410008","","",""
"","","20042","105311","103","","13","1200420001","","",""
"","","20042","104511","104","","13","1200420002","","",""
"","","20042","105311","travel_topdrama_r_2000_talk_surprise_in_sad","1","3","1200420003","0","travel_topdrama_r_2000_talk_surprise_loop_sad","0.2"
"","","20042","vo_travel_talk","vo_travel_talk_20004_00","","21","1200420004","0","0",""
"0","0","20042","105311","ど、どうしたんだクウカ！？\n顔が真っ赤だし、こんなに汗ばんで……\nどこか、体調でも悪いのか！？","1","11","1200420005","10","1","0"
"","","20042","0","","","91","1200420006","","",""
"","","20042","105311","travel_topdrama_r_2000_idle_surprise_sad","","3","1200420007","1","","0.2"
"","","20042","104511","travel_topdrama_r_2000_talk_wish_loop","1","3","1200420008","1","","0.2"
"","","20042","vo_travel_talk","vo_travel_talk_20004_01","","21","1200420009","0","0",""
"0","0","20042","104511","これから行く場所には見たこともない\n恐ろしい魔物がいて、きっとクウカは\n空前絶後の辱めを受けることに……♪","1","11","1200420010","10","1","0"
"","","20042","0","","","91","1200420011","","",""
"","","20042","104511","travel_topdrama_r_2000_idle_wish","","3","1200420012","1","","0.2"
"","","20042","105311","travel_topdrama_r_2000_talk_doya_in_sad","1","3","1200420013","0","travel_topdrama_r_2000_talk_doya_loop_sad","0.2"
"","","20042","vo_travel_talk","vo_travel_talk_20004_02","","21","1200420014","0","0",""
"0","0","20042","105311","って、いつもの妄想か。\n心配してすごく損した気分になったぞ、\n頼むから、任務に集中してくれ！","1","11","1200420015","10","1","0"
"","","20042","0","","","91","1200420016","","",""
"","","20042","105311","travel_topdrama_r_2000_idle_doya_sad","","3","1200420017","1","","0.2"
"","","20042","","","","112","1200420018","","",""
"","","20042","0","","","91","1200420019","","",""
"0","travel_topdrama_r_2000_idle_thinking","20051","1","100911","-68","1","1200510001","101","-42","0.8"
"1","travel_topdrama_r_2000_idle_arm_crossed","20051","1","105611","-68","1","1200510002","102","42","0.8"
"0","mana","20051","0","0","-75","5","1200510003","110","0","1"
"","","20051","0","","","91","1200510004","","",""
"","","20051","10","0","","93","1200510005","","",""
"","","20051","1200510005","","","101","1200510006","","",""
"","","20051","0","none","","3","1200510007","0","","0"
"","","20051","0","","","91","1200510008","","",""
"","","20052","100911","103","","13","1200520001","","",""
"","","20052","105611","104","","13","1200520002","","",""
"","","20052","100911","travel_topdrama_r_2000_talk_thinking","1","3","1200520003","1","","0.2"
"","","20052","vo_travel_talk","vo_travel_talk_20005_00","","21","1200520004","0","0",""
"0","0","20052","100911","我が内なる暗黒が囁いている……\n数多の運命の糸が複雑に絡み合い、\nこの旅はやがて壮大な冒険譚になると！","1","11","1200520005","10","1","0"
"","","20052","0","","","91","1200520006","","",""
"","","20052","100911","travel_topdrama_r_2000_idle_thinking","","3","1200520007","1","","0.2"
"","","20052","105611","travel_topdrama_r_2000_talk_arm_crossed_in","1","3","1200520008","0","travel_topdrama_r_2000_talk_arm_crossed_loop","0.2"
"","","20052","vo_travel_talk","vo_travel_talk_20005_01","","21","1200520009","0","0",""
"0","0","20052","105611","そうかい。\nじゃあまずは、焚火の枝を集める運命を\n受け入れてもらえるかい？","1","11","1200520010","10","1","0"
"","","20052","0","","","91","1200520011","","",""
"","","20052","105611","travel_topdrama_r_2000_idle_arm_crossed","","3","1200520012","1","","0.2"
"","","20052","100911","travel_topdrama_r_2000_talk_doya_in_blink","1","3","1200520013","0","travel_topdrama_r_2000_talk_doya_loop","0.2"
"","","20052","vo_travel_talk","vo_travel_talk_20005_02","","21","1200520014","0","0",""
"0","0","20052","100911","ふっ、既にその運命は受け入れている！\n……のだが、その、全然集まらなくて。\nよければ手伝ってほしいんだが。","1","11","1200520015","10","1","0"
"","","20052","0","","","91","1200520016","","",""
"","","20052","100911","travel_topdrama_r_2000_idle_doya","","3","1200520017","1","","0.2"
"","","20052","","","","112","1200520018","","",""
"","","20052","0","","","91","1200520019","","",""
"1","travel_topdrama_r_2000_idle_kyapi","20061","1","110911","-68","1","1200610001","101","42","0.8"
"0","travel_topdrama_r_2000_idle_doya_sad","20061","1","110811","-68","1","1200610002","102","-42","0.8"
"0","mana","20061","0","0","-75","5","1200610003","110","0","1"
"","","20061","0","","","91","1200610004","","",""
"","","20061","10","0","","93","1200610005","","",""
"","","20061","1200610005","","","101","1200610006","","",""
"","","20061","0","none","","3","1200610007","0","","0"
"","","20061","0","","","91","1200610008","","",""
"","","20062","110911","103","","13","1200620001","","",""
"","","20062","110811","104","","13","1200620002","","",""
"","","20062","110911","travel_topdrama_r_2000_talk_kyapi_in","1","3","1200620003","0","travel_topdrama_r_2000_talk_kyapi_loop","0.2"
"","","20062","vo_travel_talk","vo_travel_talk_20006_00","","21","1200620004","0","0",""
"0","0","20062","110911","ちぇる～ん☆\nちぇるちぇら、ちぇりんぱ、\nちぇちぇりぽぷ！","1","11","1200620005","10","1","0"
"","","20062","0","","","91","1200620006","","",""
"","","20062","110911","travel_topdrama_r_2000_idle_kyapi","","3","1200620007","1","","0.2"
"","","20062","110811","travel_topdrama_r_2000_talk_doya_in_sad","1","3","1200620008","0","travel_topdrama_r_2000_talk_doya_loop_sad","0.2"
"","","20062","vo_travel_talk","vo_travel_talk_20006_01","","21","1200620009","0","0",""
"0","0","20062","110811","あのさ。いんだけどさ。\nそのアタマ悪めの奇声でさっき魔物が\nクソ集まってきた件、もう忘れたわけ。","1","11","1200620010","10","1","0"
"","","20062","0","","","91","1200620011","","",""
"","","20062","110811","travel_topdrama_r_2000_idle_doya_sad","","3","1200620012","1","","0.2"
"","","20062","110911","travel_topdrama_r_2000_talk_normal2","1","3","1200620013","1","","0.2"
"","","20062","vo_travel_talk","vo_travel_talk_20006_02","","21","1200620014","0","0",""
"0","0","20062","110911","……その節は\nたいへん御迷惑をおかけいたしました。","1","11","1200620015","10","1","0"
"","","20062","0","","","91","1200620016","","",""
"","","20062","110911","travel_topdrama_r_2000_idle_normal","","3","1200620017","1","","0.2"
"","","20062","","","","112","1200620018","","",""
"","","20062","0","","","91","1200620019","","",""
"1","travel_topdrama_r_2000_idle_smile","20071","1","102911","-68","1","1200710001","101","42","0.8"
"0","travel_topdrama_r_2000_idle_sad","20071","1","105411","-68","1","1200710002","102","-42","0.8"
"0","mana","20071","0","0","-75","5","1200710003","110","0","1"
"","","20071","0","","","91","1200710004","","",""
"","","20071","10","0","","93","1200710005","","",""
"","","20071","1200710005","","","101","1200710006","","",""
"","","20071","0","none","","3","1200710007","0","","0"
"","","20071","0","","","91","1200710008","","",""
"","","20072","102911","103","","13","1200720001","","",""
"","","20072","105411","104","","13","1200720002","","",""
"","","20072","102911","travel_topdrama_r_2000_talk_smile_in","1","3","1200720003","0","travel_topdrama_r_2000_talk_smile_loop","0.2"
"","","20072","vo_travel_talk","vo_travel_talk_20007_00","","21","1200720004","0","0",""
"0","0","20072","102911","このあたりの地形って、ダンスの\n練習にちょうどいいんじゃないかな？\n一緒にステップを踏んでみてくれない？","1","11","1200720005","10","1","0"
"","","20072","0","","","91","1200720006","","",""
"","","20072","102911","travel_topdrama_r_2000_idle_smile","","3","1200720007","1","","0.2"
"0.2","","20072","105411","travel_topdrama_r_2007_dance","1","3","1200720008","0","travel_topdrama_r_2000_talk_sad_loop","0.2"
"","","20072","vo_travel_talk","vo_travel_talk_20007_01","","21","1200720009","0","0",""
"0","0","20072","105411","えっと、こんな感じですか？\n……わわっ、バランスが！？\nなかなか難しいですね……","1","11","1200720010","10","1","0"
"","","20072","0","","","91","1200720011","","",""
"","","20072","105411","travel_topdrama_r_2000_idle_sad","","3","1200720012","1","","0.2"
"","","20072","102911","travel_topdrama_r_2000_talk_smile_in","1","3","1200720013","0","travel_topdrama_r_2000_talk_smile_loop","0.2"
"","","20072","vo_travel_talk","vo_travel_talk_20007_02","","21","1200720014","0","0",""
"0","0","20072","102911","つまり、練習になるってことだよ！\nライブ前、ここに戻ってこれるように、\n場所をメモしておかなきゃね♪","1","11","1200720015","10","1","0"
"","","20072","0","","","91","1200720016","","",""
"","","20072","102911","travel_topdrama_r_2000_idle_smile","","3","1200720017","1","","0.2"
"","","20072","","","","112","1200720018","","",""
"","","20072","0","","","91","1200720019","","",""
"1","travel_topdrama_r_2000_idle_sad","20081","1","104711","-68","1","1200810001","101","42","0.8"
"0","travel_topdrama_r_2000_idle_doya","20081","1","107111","-68","1","1200810002","102","-42","0.8"
"0","mana","20081","0","0","-75","5","1200810003","110","0","1"
"","","20081","0","","","91","1200810004","","",""
"","","20081","10","0","","93","1200810005","","",""
"","","20081","1200810005","","","101","1200810006","","",""
"","","20081","0","none","","3","1200810007","0","","0"
"","","20081","0","","","91","1200810008","","",""
"","","20082","104711","103","","13","1200820001","","",""
"","","20082","107111","104","","13","1200820002","","",""
"","","20082","104711","travel_topdrama_r_2000_talk_sad_in","1","3","1200820003","0","travel_topdrama_r_2000_talk_sad_loop","0.2"
"","","20082","vo_travel_talk","vo_travel_talk_20008_00","","21","1200820004","0","0",""
"0","0","20082","104711","王宮を離れる機会は何度かあったけど、\nやっぱり落ち着かないな……\n何かあった時に対応が難しいし。","1","11","1200820005","10","1","0"
"","","20082","0","","","91","1200820006","","",""
"","","20082","104711","travel_topdrama_r_2000_idle_sad","","3","1200820007","1","","0.2"
"","","20082","107111","travel_topdrama_r_2000_talk_doya_in","1","3","1200820008","0","travel_topdrama_r_2000_talk_doya_loop","0.2"
"","","20082","vo_travel_talk","vo_travel_talk_20008_01","","21","1200820009","0","0",""
"0","0","20082","107111","今さら不安がっても仕方ないだろう？\nもっと気楽にこの旅を愉しむべきだ。\nまだまだ先は長いのだからな☆","1","11","1200820010","10","1","0"
"","","20082","0","","","91","1200820011","","",""
"","","20082","107111","travel_topdrama_r_2000_idle_doya","","3","1200820012","1","","0.2"
"","","20082","104711","travel_topdrama_r_2000_talk_guts_in","1","3","1200820013","0","travel_topdrama_r_2000_talk_guts_loop","0.2"
"","","20082","vo_travel_talk","vo_travel_talk_20008_02","","21","1200820014","0","0",""
"0","0","20082","104711","ありがとう、クリスちゃん。\n王宮には優秀な部下たちもいるし、\n目の前の仕事に集中するよ。","1","11","1200820015","10","1","0"
"","","20082","0","","","91","1200820016","","",""
"","","20082","104711","travel_topdrama_r_2000_idle_guts","","3","1200820017","1","","0.2"
"","","20082","","","","112","1200820018","","",""
"","","20082","0","","","91","1200820019","","",""
"1","travel_topdrama_r_2000_idle_guts2","20091","1","104011","-68","1","1200910001","101","42","0.8"
"0","travel_topdrama_r_2000_idle_smile","20091","1","101511","-68","1","1200910002","102","-42","0.8"
"0","mana","20091","0","0","-75","5","1200910003","110","0","1"
"","","20091","0","","","91","1200910004","","",""
"","","20091","10","0","","93","1200910005","","",""
"","","20091","1200910005","","","101","1200910006","","",""
"","","20091","0","none","","3","1200910007","0","","0"
"","","20091","0","","","91","1200910008","","",""
"","","20092","104011","103","","13","1200920001","","",""
"","","20092","101511","104","","13","1200920002","","",""
"","","20092","104011","travel_topdrama_r_2000_talk_guts2_in","1","3","1200920003","0","travel_topdrama_r_2000_talk_guts2_loop","0.2"
"","","20092","vo_travel_talk","vo_travel_talk_20009_00","","21","1200920004","0","0",""
"0","0","20092","104011","今回の冒険には、たくさんのギルドが\n参加してるんですよね……？\nもしかして、友達を作るチャンス……？","1","11","1200920005","10","1","0"
"","","20092","0","","","91","1200920006","","",""
"","","20092","104011","travel_topdrama_r_2000_idle_guts2","","3","1200920007","1","","0.2"
"","","20092","101511","travel_topdrama_r_2000_talk_wish_in_joy","1","3","1200920008","0","travel_topdrama_r_2000_talk_wish_loop_joy","0.2"
"","","20092","vo_travel_talk","vo_travel_talk_20009_01","","21","1200920009","0","0",""
"0","0","20092","101511","ふふっ、そうね～\nきっといろんな出会いがあるから、\nいっぱいお話してみるといいわよ～？","1","11","1200920010","10","1","0"
"","","20092","0","","","91","1200920011","","",""
"","","20092","101511","travel_topdrama_r_2000_idle_wish_joy","","3","1200920012","1","","0.2"
"","","20092","104011","travel_topdrama_r_2000_talk_surprise_in_sad","1","3","1200920013","0","travel_topdrama_r_2000_talk_surprise_loop_sad","0.2"
"","","20092","vo_travel_talk","vo_travel_talk_20009_02","","21","1200920014","0","0",""
"0","0","20092","104011","いっぱい……お話……！？\n一気に自信がなくなってきました……\nやっぱり、隅っこを歩きましょう……","1","11","1200920015","10","1","0"
"","","20092","0","","","91","1200920016","","",""
"","","20092","104011","travel_topdrama_r_2000_idle_surprise_sad","","3","1200920017","1","","0.2"
"","","20092","","","","112","1200920018","","",""
"","","20092","0","","","91","1200920019","","",""
"1","travel_topdrama_r_2000_idle_sad","20101","1","102611","-68","1","1201010001","101","42","0.8"
"0","travel_topdrama_r_2000_idle_doya_sad","20101","1","103311","-68","1","1201010002","102","-42","0.8"
"0","mana","20101","0","0","-75","5","1201010003","110","0","1"
"","","20101","0","","","91","1201010004","","",""
"","","20101","10","0","","93","1201010005","","",""
"","","20101","1201010005","","","101","1201010006","","",""
"","","20101","0","none","","3","1201010007","0","","0"
"","","20101","0","","","91","1201010008","","",""
"","","20102","102611","103","","13","1201020001","","",""
"","","20102","103311","104","","13","1201020002","","",""
"","","20102","102611","travel_topdrama_r_2000_talk_sad_in","1","3","1201020003","0","travel_topdrama_r_2000_talk_sad_loop","0.2"
"","","20102","vo_travel_talk","vo_travel_talk_20010_00","","21","1201020004","0","0",""
"0","0","20102","102611","ふぇ～……ふぇ～……！\nもうだいぶ歩かされてるよ～！\n帰りたい～、ごろごろしてたい～！","1","11","1201020005","10","1","0"
"","","20102","0","","","91","1201020006","","",""
"","","20102","102611","travel_topdrama_r_2000_idle_sad","","3","1201020007","1","","0.2"
"","","20102","103311","travel_topdrama_r_2000_talk_doya_in_sad","1","3","1201020008","0","travel_topdrama_r_2000_talk_doya_loop_sad","0.2"
"","","20102","vo_travel_talk","vo_travel_talk_20010_01","","21","1201020009","0","0",""
"0","0","20102","103311","なに言ってるべさ～！\nリンリンこそしっかり歩いて、\n体を鍛え直さねぇと！","1","11","1201020010","10","1","0"
"","","20102","0","","","91","1201020011","","",""
"","","20102","103311","travel_topdrama_r_2000_idle_doya_sad","","3","1201020012","1","","0.2"
"","","20102","102611","travel_topdrama_r_2000_talk_dead","1","3","1201020013","1","","0.2"
"","","20102","vo_travel_talk","vo_travel_talk_20010_02","","21","1201020014","0","0",""
"0","0","20102","102611","そういうの、間に合ってるから……！\nとにかく休憩！　休憩しよ～！\nドングリ食べないと、足が棒になる～！","1","11","1201020015","10","1","0"
"","","20102","0","","","91","1201020016","","",""
"","","20102","102611","travel_topdrama_r_2000_idle_dead","","3","1201020017","1","","0.2"
"","","20102","","","","112","1201020018","","",""
"","","20102","0","","","91","1201020019","","",""
"1","travel_topdrama_r_2000_idle_smile","20111","1","104911","-68","1","1201110001","101","42","0.8"
"0","travel_topdrama_r_2000_idle_normal","20111","1","101111","-68","1","1201110002","102","-42","0.8"
"0","mana","20111","0","0","-75","5","1201110003","110","0","1"
"","","20111","0","","","91","1201110004","","",""
"","","20111","10","0","","93","1201110005","","",""
"","","20111","1201110005","","","101","1201110006","","",""
"","","20111","0","none","","3","1201110007","0","","0"
"","","20111","0","","","91","1201110008","","",""
"","","20112","104911","103","","13","1201120001","","",""
"","","20112","101111","104","","13","1201120002","","",""
"","","20112","104911","travel_topdrama_r_2000_talk_smile_in","1","3","1201120003","0","travel_topdrama_r_2000_talk_smile_loop","0.2"
"","","20112","vo_travel_talk","vo_travel_talk_20011_00","","21","1201120004","0","0",""
"0","0","20112","104911","なにかいい物、落ちてないかな～？\n弟くんが喜びのあまり、お姉ちゃん\n大好き以外の感情を失う宝物とか。","1","11","1201120005","10","1","0"
"","","20112","0","","","91","1201120006","","",""
"","","20112","104911","travel_topdrama_r_2000_idle_smile","","3","1201120007","1","","0.2"
"","","20112","101111","travel_topdrama_r_2000_shock_in","1","3","1201120008","0","travel_topdrama_r_2000_talk_shock","0.2"
"","","20112","vo_travel_talk","vo_travel_talk_20011_01","","21","1201120009","0","0",""
"0","0","20112","101111","いやいやいや、お姉ちゃん？\nそれはもう呪いの装備の類です、\n見つけても持って帰らないでください。","1","11","1201120010","10","1","0"
"","","20112","0","","","91","1201120011","","",""
"","","20112","101111","travel_topdrama_r_2000_idle_normal","","3","1201120012","1","","0.2"
"","","20112","104911","travel_topdrama_r_2000_talk_wish_in_joy","1","3","1201120013","0","travel_topdrama_r_2000_talk_wish_loop_joy","0.2"
"","","20112","vo_travel_talk","vo_travel_talk_20011_02","","21","1201120014","0","0",""
"0","0","20112","104911","え～……まぁ、いいか。\nそんなものに頼らなくても、弟くんは\nお姉ちゃんのこと大好きだしね♪","1","11","1201120015","10","1","0"
"","","20112","0","","","91","1201120016","","",""
"","","20112","104911","travel_topdrama_r_2000_idle_wish_joy","","3","1201120017","1","","0.2"
"","","20112","","","","112","1201120018","","",""
"","","20112","0","","","91","1201120019","","",""
"1","travel_topdrama_r_2000_idle_sad","20121","1","101011","-68","1","1201210001","101","42","0.8"
"0","travel_topdrama_r_2000_idle_guts2_joy","20121","1","101711","-68","1","1201210002","102","-42","0.8"
"0","travel_topdrama_r_2012_empty","20121","3","3","-68","5","1201210003","103","-42","0.8"
"0","mana","20121","0","0","-75","5","1201210004","110","0","1"
"","","20121","0","","","91","1201210005","","",""
"","","20121","10","0","","93","1201210006","","",""
"","","20121","1201210006","","","101","1201210007","","",""
"","","20121","0","none","","3","1201210008","0","","0"
"","","20121","0","","","91","1201210009","","",""
"","","20122","101011","104","","13","1201220001","","",""
"","","20122","101711","105","","13","1201220002","","",""
"","","20122","101011","travel_topdrama_r_2000_talk_sad_in","1","3","1201220003","0","travel_topdrama_r_2000_talk_sad_loop","0.2"
"","","20122","vo_travel_talk","vo_travel_talk_20012_00","","21","1201220004","0","0",""
"0","0","20122","101011","冒険って大変やなぁ～\nうちはちょっと疲れてきたんやけど、\nカオリはんはまだまだ元気そうやね～？","1","11","1201220005","10","1","0"
"","","20122","0","","","91","1201220006","","",""
"","","20122","101011","travel_topdrama_r_2000_idle_sad","","3","1201220007","1","","0.2"
"","","20122","101711","travel_topdrama_r_2012_raise_in","1","3","1201220008","0","travel_topdrama_r_2012_raise_loop_talk","0.2"
"","","20122","3","travel_topdrama_r_2012_raise_in","1","3","1201220009","0","travel_topdrama_r_2012_raise_loop_talk","0.2"
"","","20122","vo_travel_talk","vo_travel_talk_20012_01","","21","1201220010","0","0",""
"0","0","20122","101711","サーターアンダギーのおかげさ～♪\n甘くてお腹もいっぱいなるから、\nマホにもお裾分けしてあげるね～？","1","11","1201220011","10","1","0"
"","","20122","0","","","91","1201220012","","",""
"","","20122","101711","travel_topdrama_r_2012_raise_loop_idle","","3","1201220013","1","","0.2"
"","","20122","3","travel_topdrama_r_2012_raise_loop_talk","","3","1201220014","1","","0.2"
"","","20122","101011","travel_topdrama_r_2000_talk_smile_in","1","3","1201220015","0","travel_topdrama_r_2000_talk_smile_loop","0.2"
"","","20122","vo_travel_talk","vo_travel_talk_20012_02","","21","1201220016","0","0",""
"0","0","20122","101011","おおきに～♪\nこれを食べて、うちもカオリはん\nみたいに元気に冒険せなな～♪","1","11","1201220017","10","1","0"
