2b11dfca02c3ad5f32432add12de60d063aaf97cfb6976b55868ca3f884f0ca9,b583ef875e5a421491f76c878fc5e3313fd96060ed8de9f19597db29e387e16e,6f333fa454a8c028afded0532fdd2215487c825116c3b307232a42d255bfd0d1,af3413a47157609c18e7167bcc6ace0333926f4ac13f0edb93aced26ed878ddf,049d7f97d1e035b64b84159d62acb30c2a5bdc016b7712e2e09547bcb92e4074,52a3cbcac6b1c25d65723e014d3320cc7cea0d540c66bf3c34636c9bd9a75cd3,1b66e6d3988c6332d3cb27ee311007011daeb9c5c4938bf2ba519c12a6d7b64d,b141bc0d915ea0a8439fd3516c969a066e3933a550bb34f0097422f1b76f5412,8193876389c08776866cb58f690539b09192e7ef99a7cbc5c3ed99dc6afd3963,273cd639d940a95b8c9e2f0c7637fea280b25bb0daaf5c07c8fdcdfde0dbbbc2,c05f4b0e9aad09dcaf794304619a35ced5f3d22606b1d902b5db3f3da66698b0,f189b84ee29edb88794366e52218d129eed82d1d673f43562c36d4abbf1593b1,1dde6acbb4dde53fe0ef5f9b2542581601b35c1b19afff4cf81b07e296ebbe39,3170455b9137914bef066c4f8f2d1131a1aac0e57f10452bb351b78364649ecb,39d693bc1075b12938f599f022cf7f753008949679301f91b15cbb5d86d75c5d,84505e5553335cd8104d8903e350271968a0f524988bf8e7036122a045d29658,945e4d1cd6146fb1be5f5b7e40734ef800a63834295b0d832db2534e34477e32,e45c43fffdd2383e74a2fb4eaa56dbcf808162c108058501841724c9733e253f,3c998d02273271c1cd0f91427614b170af9b4c4de2c8faa5551fa0d13dff8182,c608c6f869b9be8bb461e6708a62a925c4b5e580f94324ee7b8e0e1b0e342f4e,72c2b1fcdfdf25f6623762e64e7c3327958185b54b523f0ef24cce0be7738f8a,337c0c4e04dd844cf4ebc3ab7677294a90131fe394d044470b6a8fa4a6431714,0e776814657efa2207fc374f3b8ec6df67cf60f8bcb5305d5a16c17050a1312c,873deff7a846093b5c030e5bff4fefda717fe500e09c1dfb563448fb2cf674c3,eed6bf55e4a619af7e0900af6be6ee4d9882ff4b5e57b7b16967e576ea17236b,61ac6a097fd098309b89c9e6edb6be4869dc5edee1179690a6d92e39d46a8624
"81001014","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001015","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001016","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","2","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001017","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001018","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001019","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001020","0.9","0","100198","0","0","0","100198","0","0.8","0","0","0","0","0","50","3","0","0","0","0.9","0","-20","bgm_MC131","bgm_MC131","0"
"81001021","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001022","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001023","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","2","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001024","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001025","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001026","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","2","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001027","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001028","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001029","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001030","1","0","100198","0","0","0","100198","0","1","0","0","0","0","0","60","3","0","0","0","1","0","0","bgm_MC131","bgm_MC131","0"
"81001031","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001032","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001033","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","2","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001034","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001035","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001036","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","2","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001037","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001038","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001039","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001040","0.9","0","100198","0","0","0","100198","0","2","0","0","0","0","0","60","3","0","0","0","0.9","0","0","bgm_MC131","bgm_MC131","0"
"81001041","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001042","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001043","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","2","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001044","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001045","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001046","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","2","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001047","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001048","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001049","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001050","1","0","100198","0","0","0","100198","0","1","0","0","0","0","0","50","3","0","0","0","1","0","0","bgm_MC131","bgm_MC131","0"
"81001051","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001052","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001053","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","2","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001054","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001055","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001056","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","2","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001057","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001058","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001059","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001060","1.1","0","100198","0","0","0","100198","0","0.9","0","0","0","0","-25","50","3","0","0","0","1.1","0","-30","bgm_MC131","bgm_MC131","0"
"81001061","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001062","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001063","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","2","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001064","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001065","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001066","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","2","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001067","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001068","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001069","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001070","1.4","0","100198","0","0","0","100198","0","1.1","0","0","0","-10","0","70","3","0","0","0","1.4","0","0","bgm_MC131","bgm_MC131","0"
"81001071","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001072","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001073","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","2","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001074","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001075","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001076","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","2","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001077","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001078","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001079","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001080","1","0","100198","0","0","0","100198","0","1.2","0","0","0","0","0","50","3","0","0","0","1","0","0","bgm_MC131","bgm_MC131","0"
"81001081","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001082","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001083","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","2","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001084","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001085","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001086","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","2","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001087","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001088","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001089","1","0","100198","-190","188","377","100198","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC131","bgm_MC131","0.8"
"81001090","1.2","0","100198","0","0","0","100198","0","1.3","0","0","0","0","0","50","3","0","0","0","1.2","0","0","bgm_MC131","bgm_MC131","0"
"82001001","1","0","101822","-190","188","377","101822","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC132","bgm_MC132","0.8"
"82001002","1","0","101822","-190","188","377","101822","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC132","bgm_MC132","0.8"
"82001003","1","0","101822","-190","188","377","101822","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC132","bgm_MC132","0.8"
"82001004","1","0","101822","-190","188","377","101822","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC132","bgm_MC132","0.8"
"82001005","1","0","101822","-190","188","377","101822","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC132","bgm_MC132","0.8"
"82001006","1","0","101822","-190","188","377","101822","0.8","0.8","0","-1","0","0","-379","0","2","0","0.8","0","1","0.8","0","bgm_MC132","bgm_MC132","0.8"
"82001007","1","0","101822","-190","188","377","101822","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC132","bgm_MC132","0.8"
"82001008","1","0","101822","-190","188","377","101822","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC132","bgm_MC132","0.8"
"82001009","1","0","101822","-190","188","377","101822","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC132","bgm_MC132","0.8"
"82001010","1","0","101822","0","0","0","101822","0","0.9","0","0","0","0","0","65","3","0","0","0","1","0","0","bgm_MC132","bgm_MC132","0"
"82001011","1","0","101822","-190","188","377","101822","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC132","bgm_MC132","0.8"
"82001012","1","0","101822","-190","188","377","101822","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC132","bgm_MC132","0.8"
"82001013","1","0","101822","-190","188","377","101822","0.8","0.8","0","-1","0","0","-379","0","2","0","0.8","0","1","0.8","0","bgm_MC132","bgm_MC132","0.8"
"82001014","1","0","101822","-190","188","377","101822","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC132","bgm_MC132","0.8"
"82001015","1","0","101822","-190","188","377","101822","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC132","bgm_MC132","0.8"
"82001016","1","0","101822","-190","188","377","101822","0.8","0.8","0","-1","0","0","-379","0","2","0","0.8","0","1","0.8","0","bgm_MC132","bgm_MC132","0.8"
"82001017","1","0","101822","-190","188","377","101822","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC132","bgm_MC132","0.8"
"82001018","1","0","101822","-190","188","377","101822","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC132","bgm_MC132","0.8"
"82001019","1","0","101822","-190","188","377","101822","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC132","bgm_MC132","0.8"
"82001020","1","0","101822","0","0","0","101822","0","0.95","0","0","0","0","0","50","3","0","0","0","1","0","0","bgm_MC132","bgm_MC132","0"
"82001021","1","0","101822","-190","188","377","101822","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC132","bgm_MC132","0.8"
"82001022","1","0","101822","-190","188","377","101822","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC132","bgm_MC132","0.8"
"82001023","1","0","101822","-190","188","377","101822","0.8","0.8","0","-1","0","0","-379","0","2","0","0.8","0","1","0.8","0","bgm_MC132","bgm_MC132","0.8"
"82001024","1","0","101822","-190","188","377","101822","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC132","bgm_MC132","0.8"
"82001025","1","0","101822","-190","188","377","101822","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC132","bgm_MC132","0.8"
"82001026","1","0","101822","-190","188","377","101822","0.8","0.8","0","-1","0","0","-379","0","2","0","0.8","0","1","0.8","0","bgm_MC132","bgm_MC132","0.8"
"82001027","1","0","101822","-190","188","377","101822","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC132","bgm_MC132","0.8"
"82001028","1","0","101822","-190","188","377","101822","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC132","bgm_MC132","0.8"
"82001029","1","0","101822","-190","188","377","101822","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC132","bgm_MC132","0.8"
"82001030","1","0","101822","0","0","0","101822","0","1.3","0","0","0","0","0","60","3","0","0","0","1","0","0","bgm_MC132","bgm_MC132","0"
"82001031","1","0","101822","-190","188","377","101822","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC132","bgm_MC132","0.8"
"82001032","1","0","101822","-190","188","377","101822","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC132","bgm_MC132","0.8"
"82001033","1","0","101822","-190","188","377","101822","0.8","0.8","0","-1","0","0","-379","0","2","0","0.8","0","1","0.8","0","bgm_MC132","bgm_MC132","0.8"
"82001034","1","0","101822","-190","188","377","101822","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC132","bgm_MC132","0.8"
"82001035","1","0","101822","-190","188","377","101822","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC132","bgm_MC132","0.8"
"82001036","1","0","101822","-190","188","377","101822","0.8","0.8","0","-1","0","0","-379","0","2","0","0.8","0","1","0.8","0","bgm_MC132","bgm_MC132","0.8"
"82001037","1","0","101822","-190","188","377","101822","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC132","bgm_MC132","0.8"
"82001038","1","0","101822","-190","188","377","101822","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC132","bgm_MC132","0.8"
"82001039","1","0","101822","-190","188","377","101822","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC132","bgm_MC132","0.8"
"82001040","1","0","101822","0","0","0","101822","0","1","0","0","0","0","0","60","3","0","0","0","1","0","0","bgm_MC132","bgm_MC132","0"
"82001041","1","0","101822","-190","188","377","101822","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC132","bgm_MC132","0.8"
"82001042","1","0","101822","-190","188","377","101822","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC132","bgm_MC132","0.8"
"82001043","1","0","101822","-190","188","377","101822","0.8","0.8","0","-1","0","0","-379","0","2","0","0.8","0","1","0.8","0","bgm_MC132","bgm_MC132","0.8"
"82001044","1","0","101822","-190","188","377","101822","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC132","bgm_MC132","0.8"
"82001045","1","0","101822","-190","188","377","101822","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC132","bgm_MC132","0.8"
"82001046","1","0","101822","-190","188","377","101822","0.8","0.8","0","-1","0","0","-379","0","2","0","0.8","0","1","0.8","0","bgm_MC132","bgm_MC132","0.8"
"82001047","1","0","101822","-190","188","377","101822","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC132","bgm_MC132","0.8"
"82001048","1","0","101822","-190","188","377","101822","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC132","bgm_MC132","0.8"
"82001049","1","0","101822","-190","188","377","101822","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC132","bgm_MC132","0.8"
"82001050","1","0","101822","0","0","0","101822","0","1","0","0","0","0","0","50","3","0","0","0","1","0","0","bgm_MC132","bgm_MC132","0"
"82001051","1","0","101822","-190","188","377","101822","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC132","bgm_MC132","0.8"
"82001052","1","0","101822","-190","188","377","101822","0.8","0.8","0","-1","0","0","-379","0","1","0","0.8","0","1","0.8","0","bgm_MC132","bgm_MC132","0.8"
"82001053","1","0","101822","-190","188","377","101822","0.8","0.8","0","-1","0","0","-379","0","2","0","0.8","0","1","0.8","0","bgm_MC132","bgm_MC132","0.8"
