5a3bc1cc0bdf2e44d817983edcb148046958841f2e3a56058c3ff9071c6de0e0,ea26eb75af3069ddea6179dc6606aa931fe25c62d6428965cbd01c9f71cea869,d461400451561f0d50f938872802b02ceb4ad7c512ee60959e2c687d644f1f40,16f416a6cc02b9516cc8a491de38e79bd5614b3989abd7c7567763e2521b756a,63af8bc79cb7b532d9ec259dd40a71f6bad3d3ef84afa9b195d6d4b9fbcc53f7,cc4eb018868e99adc4aaee4e01e50902f59462ee03118e1f18d2fb45b8e383ba,363ccb079b9295134477e167938840ca51d83497b85d74aaf7f72d56cc38b183,f6d6ab190e4ac46791fcb69e435b70bcde134f6de0ce46fd5609c8e7ee43816d,dbf3282ba9dd8f9aea05b9fde16cc406a3f832015a2501b9fc188225813c3fc6,e7a64ecd31143d7900e84d434a00b5d220793bd2ba29bf7432cf7cc3ae0af7f5,3ca3bb99bf056dbe6fcc8d6b80a4ff2d8cb1b2f31232f936d57019c45310c29a
"travel_exdrama_r_104_fishingIdle","1","1","1042","0","travel_exdrama_r_104_fishingCatch","","0.2","3","0.2","1010420004"
"none","1","10","1042","0","fish","","0","3","0","1010420005"
"","","10402","1042","","1","","","32","","1010420006"
"","","1.25","1042","","0","","","93","","1010420007"
"","","10402","1042","","0","","","32","","1010420008"
"","","se_travel","1043","0","se_travel_finish_bridge_event","","","23","","1010430001"
"travel_exdrama_r_104_fishingIdle","1","1000001","1043","0","travel_exdrama_r_104_fishingBig","","0","3","0","1010430002"
"travel_exdrama_r_104_idle_B","1","1000002","1043","0","travel_exdrama_r_104_surprise_B","","0","3","0","1010430003"
"travel_exdrama_r_104_fishingIdle","1","1","1043","0","travel_exdrama_r_104_fishingBig","","0","3","0","1010430004"
"","","10403","1043","","1","","","32","","1010430005"
"","","10001","1043","","1","","","32","","1010430006"
"","","3","1043","","0","","","93","","1010430007"
"","","10403","1043","","0","","","32","","1010430008"
"","","10001","1043","","0","","","32","","1010430009"
"","","1000002","1044","","1","","","4","","1010440001"
"","0","1000001","1044","0","travel_exdrama_r_104_fishing_finish","","0","3","0","1010440002"
"","0","1000002","1044","0","travel_exdrama_r_finish_A_front","","0","3","0","1010440003"
"","0","1","1044","0","travel_exdrama_r_104_fishing_finish","","0","3","0.2","1010440004"
"5","1","10500","1051","-350","10500","","","31","1","1010510001"
"-200","1","10501","1051","-350","10501","","","31","0","1010510002"
"50","1","10001","1051","-525","10001","","","31","0","1010510003"
"-470","-200","1","1051","1","1000001","travel_exdrama_r_105_netSearch","0","1","1.46","1010510004"
"-200","-220","1","1051","2","1000002","travel_exdrama_r_105_binoculars","0","1","1.46","1010510005"
"-470","-200","1","1051","5","1","travel_exdrama_r_105_netSearch","0","5","1.46","1010510006"
"-200","-220","1","1051","3","2","travel_exdrama_r_105_binoculars","0","5","1.46","1010510007"
"-350","-230","3","1051","4","10","idle","0","5","1.46","1010510008"
"travel_exdrama_r_105_netSearch","1","1000001","1052","0","travel_exdrama_r_105_netFind_A","","0.1","3","0.2","1010520001"
"travel_exdrama_r_105_binoculars","1","1000002","1052","0","travel_exdrama_r_105_binocularsFind_A","","0.2","3","0.2","1010520002"
"travel_exdrama_r_105_netSearch","1","1","1052","0","travel_exdrama_r_105_netFind_A","","0.1","3","0.2","1010520003"
"travel_exdrama_r_105_binoculars","1","2","1052","0","travel_exdrama_r_105_binocularsFind_A","","0.2","3","0.2","1010520004"
"idle","1","10","1052","0","beetle","","0.2","3","0.2","1010520005"
"","","10501","1052","","1","","","32","","1010520006"
"","","1.2","1052","","0","","","93","","1010520007"
"","","10501","1052","","0","","","32","","1010520008"
"","","se_travel","1053","0","se_travel_finish_insects_event","","","23","","1010530001"
"travel_exdrama_r_105_netSearch","1","1000001","1053","0","travel_exdrama_r_105_netFind_B","","0","3","0.2","1010530002"
"travel_exdrama_r_105_binoculars","1","1000002","1053","0","travel_exdrama_r_105_binocularsFind_B","","0","3","0.2","1010530003"
"travel_exdrama_r_105_netSearch","1","1","1053","0","travel_exdrama_r_105_netFind_B","","0","3","0.2","1010530004"
"travel_exdrama_r_105_binoculars","1","2","1053","0","travel_exdrama_r_105_binocularsFind_B","","0","3","0.2","1010530005"
"idle","1","10","1053","0","butterfly","","0","3","0.2","1010530006"
"","","10501","1053","","1","","","32","","1010530007"
"","","10001","1053","","1","","","32","","1010530008"
"","","2.6","1053","","0","","","93","","1010530009"
"","","10501","1053","","0","","","32","","1010530010"
"","","10501","1053","","1","","","32","","1010530011"
"","","0.4","1053","","0","","","93","","1010530012"
"","","10501","1053","","0","","","32","","1010530013"
"","","10001","1053","","0","","","32","","1010530014"
"","","1000002","1054","","1","","","4","","1010540001"
"","","2","1054","","1","","","4","","1010540002"
"","0","1000001","1054","0","travel_exdrama_r_finish_B_hand","","0","3","0","1010540003"
"","0","1000002","1054","0","travel_exdrama_r_finish_B","","0","3","0","1010540004"
"","0","1","1054","0","travel_exdrama_r_105_net_finish","","0","3","0","1010540005"
"","0","2","1054","0","travel_exdrama_r_105_binoculars_finish","","0","3","0","1010540006"
"","0","10","1054","0","stop","","0","3","0","1010540007"
"5","1","10600","1061","-350","10600","","","31","1","1010610001"
"5","1","10601","1061","-350","10601","","","31","0","1010610002"
"5","1","10602","1061","-350","10602","","","31","0","1010610003"
"5","1","10603","1061","-350","10603","","","31","0","1010610004"
"5","1","10604","1061","-350","10604","","","31","1","1010610005"
"5","1","10605","1061","-350","10605","","","31","1","1010610006"
"50","1","10001","1061","-525","10001","","","31","0","1010610007"
"-497","-224","1","1061","18","1000001","travel_exdrama_r_106_idle_A","0","1","1.46","1010610008"
"-208","-116","1","1061","2","1000002","travel_exdrama_r_106_idle_B","0","1","1.46","1010610009"
"-497","-224","1","1061","30","1","travel_exdrama_r_106_idle_A","0","5","1.46","1010610010"
"-208","-116","1","1061","3","2","travel_exdrama_r_000_none","0","5","1.46","1010610011"
"","","se_travel","1062","0","se_travel_finish_beach_rare","","","23","","1010620001"
"travel_exdrama_r_106_idle_A","1","1000001","1062","0","travel_exdrama_r_106_rare_A","","0.2","3","0","1010620002"
"travel_exdrama_r_106_idle_B","1","1000002","1062","0","travel_exdrama_r_106_rare_B","","0.2","3","0","1010620003"
"travel_exdrama_r_106_idle_A","1","1","1062","0","travel_exdrama_r_106_rare_A","","0.2","3","0","1010620004"
"travel_exdrama_r_000_none","0","2","1062","0","travel_exdrama_r_106_rare_B","","0.2","3","0","1010620005"
"","","10603","1062","","1","","","32","","1010620006"
"","","1.2","1062","","0","","","93","","1010620007"
"","","10603","1062","","0","","","32","","1010620008"
"","","se_travel","1063","0","se_travel_finish_beach_event","","","23","","1010630001"
"travel_exdrama_r_106_idle_A","1","1000001","1063","0","travel_exdrama_r_106_memory_A","","0","3","0","1010630002"
"travel_exdrama_r_106_idle_B","1","1000002","1063","0","travel_exdrama_r_106_memory_B","","0","3","0","1010630003"
"travel_exdrama_r_106_idle_A","1","1","1063","0","travel_exdrama_r_106_memory_A","","0","3","0","1010630004"
"","","10601","1063","","1","","","32","","1010630005"
"","","10602","1063","","1","","","32","","1010630006"
"","","10001","1063","","1","","","32","","1010630007"
"","","3","1063","","0","","","93","","1010630008"
"","","10601","1063","","0","","","32","","1010630009"
"","","10602","1063","","0","","","32","","1010630010"
"","","10001","1063","","0","","","32","","1010630011"
"","","1000002","1064","","1","","","4","","1010640001"
"","","1000001","1064","","1","","","4","","1010640002"
"","","2","1064","","1","","","4","","1010640003"
"","","1000001","1064","0","travel_exdrama_r_106_finish_A","","0","3","0","1010640004"
"","","1000002","1064","0","travel_exdrama_r_106_finish_B","","0","3","0","1010640005"
"","","1","1064","0","travel_exdrama_r_106_rare_A","","0","3","0","1010640006"
"","","2","1064","0","travel_exdrama_r_000_none","","0","3","0","1010640007"
"5","1","10700","1071","-350","10700","","","31","1","1010710001"
"5","1","10701","1071","-350","10701","","","31","1","1010710002"
"5","1","10702","1071","-350","10702","","","31","0","1010710003"
"5","1","10703","1071","-350","10703","","","31","0","1010710004"
"50","1","10001","1071","-525","10001","","","31","0","1010710005"
"-470","-170","1","1071","32","1000001","travel_exdrama_r_107_dig_A","0","1","1.46","1010710006"
"-215","-170","1","1071","30","1000002","travel_exdrama_r_107_dig_B","1","1","1.46","1010710007"
"-470","-170","1","1071","33","1","travel_exdrama_r_107_dig_A","0","5","1.46","1010710008"
"-215","-170","1","1071","31","10","travel_exdrama_r_107_dig_B","1","5","1.46","1010710009"
"","","se_travel","1072","0","se_travel_finish_raredrop","","","23","","1010720001"
"travel_exdrama_r_107_dig_A","1","1000001","1072","0","travel_exdrama_r_107_joy","","0.2","3","0.2","1010720002"
"travel_exdrama_r_107_dig_B","1","1000002","1072","0","travel_exdrama_r_107_joy","","0.2","3","0.2","1010720003"
"travel_exdrama_r_107_dig_A","1","1","1072","0","travel_exdrama_r_107_joy","","0.2","3","0.2","1010720004"
"travel_exdrama_r_107_dig_B","1","10","1072","0","travel_exdrama_r_107_joy","","0.2","3","0.2","1010720005"
"","","10701","1072","","0","","","32","","1010720006"
"","","10702","1072","","1","","","32","","1010720007"
"","","1.4","1072","","0","","","93","","1010720008"
"","","10701","1072","","1","","","32","","1010720009"
"","","10702","1072","","0","","","32","","1010720010"
"","","se_travel","1073","0","se_travel_finish_memory_event","","","23","","1010730001"
"travel_exdrama_r_107_dig_A","1","1000001","1073","0","travel_exdrama_r_107_surprise_A","","0","3","0.2","1010730002"
"travel_exdrama_r_107_dig_B","1","1000002","1073","0","travel_exdrama_r_107_surprise_B","","0","3","0.2","1010730003"
"travel_exdrama_r_107_dig_A","1","1","1073","0","travel_exdrama_r_107_surprise_A","","0","3","0.2","1010730004"
"travel_exdrama_r_107_dig_B","1","10","1073","0","travel_exdrama_r_107_surprise_B","","0","3","0.2","1010730005"
"","","10703","1073","","1","","","32","","1010730006"
"","","10001","1073","","1","","","32","","1010730007"
"","","10701","1073","","0","","","32","","1010730008"
"","","3","1073","","0","","","93","","1010730009"
"","","10703","1073","","0","","","32","","1010730010"
"","","10001","1073","","0","","","32","","1010730011"
"","","10701","1073","","1","","","32","","1010730012"
"","","1000002","1074","","1","","","4","","1010740001"
"","","10","1074","","1","","","4","","1010740002"
"","0","1000001","1074","0","travel_exdrama_r_finish_B_hand","","0","3","0","1010740003"
"","0","1000002","1074","0","travel_exdrama_r_finish_B_hand","","0","3","0","1010740004"
"","0","1","1074","0","travel_exdrama_r_107_finish_A","","0","3","0","1010740005"
"","0","10","1074","0","travel_exdrama_r_107_finish_A","","0","3","0","1010740006"
"","","10701","1074","","0","","","32","","1010740007"
"5","1","10800","1081","-350","10800","","","31","1","1010810001"
"5","1","10401","1081","-350","10401","","","31","1","1010810002"
"5","1","10402","1081","-350","10402","","","31","0","1010810003"
"5","1","10403","1081","-350","10403","","","31","0","1010810004"
"50","1","10001","1081","-525","10001","","","31","0","1010810005"
"-450","-150","1","1081","12","1000001","travel_exdrama_r_104_fishingIdle","0","1","1.46","1010810006"
"-200","-125","1","1081","10","1000002","travel_exdrama_r_104_idle_B","0","1","1.46","1010810007"
"-450","-150","2","1081","11","1","travel_exdrama_r_104_fishingIdle","0","5","1.46","1010810008"
"-350","-150","4","1081","20","10","none","0","5","1","1010810009"
"","","se_travel","1082","0","se_travel_finish_bridge_rare","","","23","","1010820001"
"travel_exdrama_r_104_fishingIdle","1","1000001","1082","0","travel_exdrama_r_104_fishingCatch","","0.2","3","0.2","1010820002"
"travel_exdrama_r_104_idle_B","1","1000002","1082","0","travel_exdrama_r_104_glad_B","","0.2","3","0.2","1010820003"
"travel_exdrama_r_104_fishingIdle","1","1","1082","0","travel_exdrama_r_104_fishingCatch","","0.2","3","0.2","1010820004"
"none","1","10","1082","0","fish","","0","3","0","1010820005"
"","","10402","1082","","1","","","32","","1010820006"
"","","1.25","1082","","0","","","93","","1010820007"
"","","10402","1082","","0","","","32","","1010820008"
"","","se_travel","1083","0","se_travel_finish_bridge_event","","","23","","1010830001"
"travel_exdrama_r_104_fishingIdle","1","1000001","1083","0","travel_exdrama_r_104_fishingBig","","0","3","0","1010830002"
"travel_exdrama_r_104_idle_B","1","1000002","1083","0","travel_exdrama_r_104_surprise_B","","0","3","0","1010830003"
