48c3514230976dd077718789216d7b350c229ef43b89b71faa138f9fdad53e41,0934fa2cfcafae6972984c22fdf8e50f619bbb1052e179c2cde04a97b655d45c,2fb9ab43294971b6648334ce72d0c71726f5edbb552dd7ced642bd7043fc99fd,d7d95ddb8a632a038cb824a9bc997a4f54e7cc9eb48c1a08f77c09e7d041c034,6d76bc817d97a9d964c417e93f9736102f2e1e49a1b76e9755c08da5133099fe,a15856857ba4d3d394e7038e2f55898e7e94752b4355125a113fd74750b36b50,e7f1d8ed0149ba5b2b2b18950c0dfc27229b4b7279a48d438e0b83f67ea434d4,c7c684164b5c8e781353bdaac5f6fdd3e6d212bad3df326d8463c4d3d66b95c4,8a6cf5fe66eb3aa02ed0fefe4a05156287ddeb4c7758fd90b817ca3ba3e69d33,da98ee66bee6136119f29814a475311a3865c4e699b7044bf5231688774eed36,4f47374bba7d053451d8dc91242fc82a7dc2bef14d2df3076d2e82c99ead808b,3be5c1dead5f1580ec2d88288eb2d26e7bcbde8589391940adbe205f87f3892d
"9006509","8700000000000","3003","0","3","バトル開始から15秒間、味方が無敵状態になる","1","3","43200","無敵15秒","30031","30031"
"9006510","6000000000000","3003","0","3","バトル開始から90秒間、敵の魔法攻撃力がダウン","1","3","72000","魔法攻撃ダウン90秒","30032","30032"
"9006512","12600000000000","3004","0","3","バトル開始から15秒間、敵がスタン状態になる","1","3","32400","スタン15秒","30041","30041"
"9006513","9000000000000","3004","0","3","バトル開始から90秒間、敵の物理防御力がダウン","1","3","43200","物理防御ダウン90秒","30042","30042"
"9006516","38280000000000","3005","0","3","バトル開始から90秒間、味方の魔法攻撃力がアップ","2","3","43200","魔法攻撃アップ90秒","30051","30051"
"9006519","26250000000000","3006","0","3","バトル開始から90秒間、味方のＴＰが毎秒アップ","3","3","21600","毎秒ＴＰアップ90秒","30061","30061"
"9006520","15000000000000","3006","0","3","バトル開始から90秒間、敵の魔法防御力がダウン","3","3","43200","魔法防御ダウン90秒","30062","30062"
"9006522","31500000000000","3007","0","3","バトル開始から90秒間、味方の物理攻撃力がアップ","3","3","43200","物理攻撃アップ90秒","30071","30071"
"9006523","9000000000000","3007","0","3","バトル開始から15秒間、味方が無敵状態になる","3","3","64800","無敵15秒","30072","30072"
"0","14550000000000","3001","36000","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1","3","-1","物理攻撃ダウン90秒","300101","300101"
"0","13950000000000","3001","36000","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1","3","-1","物理攻撃ダウン90秒","300102","300102"
"0","13500000000000","3001","36000","1","バトル開始から90秒間、敵の物理防御力がダウン","1","3","-1","物理防御ダウン90秒","300103","300103"
"0","13050000000000","3001","36000","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1","3","-1","物理攻撃ダウン90秒","300104","300104"
"0","12600000000000","3001","36000","1","バトル開始から90秒間、敵の物理防御力がダウン","1","3","-1","物理防御ダウン90秒","300105","300105"
"0","11550000000000","3001","36000","1","バトル開始から90秒間、敵の魔法防御力がダウン","1","3","-1","魔法防御ダウン90秒","300106","300106"
"0","11100000000000","3001","36000","1","バトル開始から90秒間、敵の物理防御力がダウン","1","3","-1","物理防御ダウン90秒","300107","300107"
"0","10650000000000","3001","36000","1","バトル開始から90秒間、敵の魔法防御力がダウン","1","3","-1","魔法防御ダウン90秒","300108","300108"
"0","10050000000000","3001","36000","1","バトル開始から90秒間、味方のＨＰが毎秒回復","1","3","-1","毎秒ＨＰ回復90秒","300109","300109"
"0","9600000000000","3001","36000","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1","3","-1","物理攻撃ダウン90秒","300110","300110"
"0","9000000000000","3001","36000","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1","3","-1","物理攻撃ダウン90秒","300111","300111"
"0","8550000000000","3001","36000","1","バトル開始から90秒間、敵の物理防御力がダウン","1","3","-1","物理防御ダウン90秒","300112","300112"
"0","8100000000000","3001","36000","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1","3","-1","物理攻撃ダウン90秒","300113","300113"
"0","7050000000000","3001","36000","1","バトル開始から90秒間、敵の物理防御力がダウン","1","3","-1","物理防御ダウン90秒","300114","300114"
"0","6600000000000","3001","36000","1","バトル開始から90秒間、敵の魔法防御力がダウン","1","3","-1","魔法防御ダウン90秒","300115","300115"
"0","6150000000000","3001","36000","1","バトル開始から90秒間、敵の物理防御力がダウン","1","3","-1","物理防御ダウン90秒","300116","300116"
"0","5550000000000","3001","36000","1","バトル開始から90秒間、敵の魔法防御力がダウン","1","3","-1","魔法防御ダウン90秒","300117","300117"
"0","5100000000000","3001","36000","1","バトル開始から90秒間、味方のＨＰが毎秒回復","1","3","-1","毎秒ＨＰ回復90秒","300118","300118"
"0","4650000000000","3001","36000","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1","3","-1","物理攻撃ダウン90秒","300119","300119"
"0","4050000000000","3001","36000","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1","3","-1","物理攻撃ダウン90秒","300120","300120"
"0","3600000000000","3001","36000","1","バトル開始から90秒間、敵の物理防御力がダウン","1","3","-1","物理防御ダウン90秒","300121","300121"
"0","3150000000000","3001","36000","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1","3","-1","物理攻撃ダウン90秒","300122","300122"
"0","2700000000000","3001","36000","1","バトル開始から90秒間、敵の物理防御力がダウン","1","3","-1","物理防御ダウン90秒","300123","300123"
"0","2100000000000","3001","36000","1","バトル開始時、味方のＴＰが150アップ","1","3","-1","TP150アップ","300124","300124"
"0","1650000000000","3001","36000","1","バトル開始から15秒間、味方が無敵状態になる","1","3","-1","無敵15秒","300125","300125"
"0","1200000000000","3001","36000","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1","3","-1","物理攻撃ダウン90秒","300126","300126"
"0","600000000000","3001","36000","1","バトル開始から90秒間、敵の物理防御力がダウン","1","3","-1","物理防御ダウン90秒","300127","300127"
"0","150000000000","3001","36000","1","バトル開始から90秒間、敵の魔法防御力がダウン","1","3","-1","魔法防御ダウン90秒","300128","300128"
"0","17460000000000","3002","36000","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","1","3","-1","魔法攻撃ダウン90秒","300201","300201"
"0","16740000000000","3002","36000","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","1","3","-1","魔法攻撃ダウン90秒","300202","300202"
"0","16200000000000","3002","36000","1","バトル開始から90秒間、敵の物理防御力がダウン","1","3","-1","物理防御ダウン90秒","300203","300203"
"0","15660000000000","3002","36000","1","バトル開始から90秒間、敵の魔法防御力がダウン","1","3","-1","魔法防御ダウン90秒","300204","300204"
"0","15120000000000","3002","36000","1","バトル開始から90秒間、味方の物理攻撃力がアップ","1","3","-1","物理攻撃アップ90秒","300205","300205"
"0","14400000000000","3002","36000","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","1","3","-1","魔法攻撃アップ90秒","300206","300206"
"0","13320000000000","3002","36000","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","1","3","-1","魔法攻撃ダウン90秒","300207","300207"
"0","12780000000000","3002","36000","1","バトル開始から90秒間、味方の物理攻撃力がアップ","1","3","-1","物理攻撃アップ90秒","300208","300208"
"0","12060000000000","3002","36000","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","1","3","-1","魔法攻撃アップ90秒","300209","300209"
"0","11520000000000","3002","36000","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","1","3","-1","魔法攻撃ダウン90秒","300210","300210"
"0","10800000000000","3002","36000","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","1","3","-1","魔法攻撃ダウン90秒","300211","300211"
"0","10260000000000","3002","36000","1","バトル開始から90秒間、敵の物理防御力がダウン","1","3","-1","物理防御ダウン90秒","300212","300212"
"0","9720000000000","3002","36000","1","バトル開始から90秒間、敵の魔法防御力がダウン","1","3","-1","魔法防御ダウン90秒","300213","300213"
"0","9180000000000","3002","36000","1","バトル開始から90秒間、味方の物理攻撃力がアップ","1","3","-1","物理攻撃アップ90秒","300214","300214"
"0","8460000000000","3002","36000","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","1","3","-1","魔法攻撃アップ90秒","300215","300215"
"0","7380000000000","3002","36000","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","1","3","-1","魔法攻撃ダウン90秒","300216","300216"
"0","6660000000000","3002","36000","1","バトル開始から90秒間、味方の物理攻撃力がアップ","1","3","-1","物理攻撃アップ90秒","300217","300217"
"0","6120000000000","3002","36000","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","1","3","-1","魔法攻撃アップ90秒","300218","300218"
"0","5580000000000","3002","36000","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","1","3","-1","魔法攻撃ダウン90秒","300219","300219"
"0","4860000000000","3002","36000","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","1","3","-1","魔法攻撃ダウン90秒","300220","300220"
"0","4320000000000","3002","36000","1","バトル開始から90秒間、敵の物理防御力がダウン","1","3","-1","物理防御ダウン90秒","300221","300221"
"0","3780000000000","3002","36000","1","バトル開始から90秒間、敵の魔法防御力がダウン","1","3","-1","魔法防御ダウン90秒","300222","300222"
"0","3240000000000","3002","36000","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","1","3","-1","魔法攻撃ダウン90秒","300223","300223"
"0","2520000000000","3002","36000","1","バトル開始時、味方のＴＰが150アップ","1","3","-1","TP150アップ","300224","300224"
"0","1980000000000","3002","36000","1","バトル開始から15秒間、味方が無敵状態になる","1","3","-1","無敵15秒","300225","300225"
"0","1440000000000","3002","36000","1","バトル開始から90秒間、敵の物理防御力がダウン","1","3","-1","物理防御ダウン90秒","300226","300226"
"0","720000000000","3002","36000","1","バトル開始から90秒間、敵の魔法防御力がダウン","1","3","-1","魔法防御ダウン90秒","300227","300227"
"0","180000000000","3002","36000","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","1","3","-1","魔法攻撃ダウン90秒","300228","300228"
"0","14550000000000","3003","36000","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1","3","-1","物理攻撃ダウン90秒","300301","300301"
"0","13950000000000","3003","36000","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","1","3","-1","魔法攻撃ダウン90秒","300302","300302"
"0","13050000000000","3003","36000","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","1","3","-1","魔法攻撃ダウン90秒","300303","300303"
"0","12600000000000","3003","36000","1","バトル開始から90秒間、味方の物理攻撃力がアップ","1","3","-1","物理攻撃アップ90秒","300304","300304"
"0","12000000000000","3003","36000","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","1","3","-1","魔法攻撃アップ90秒","300305","300305"
"0","11550000000000","3003","36000","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1","3","-1","物理攻撃ダウン90秒","300306","300306"
"0","11100000000000","3003","36000","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","1","3","-1","魔法攻撃ダウン90秒","300307","300307"
"0","10650000000000","3003","36000","1","バトル開始から90秒間、味方のＨＰが毎秒回復","1","3","-1","毎秒ＨＰ回復90秒","300308","300308"
"0","10050000000000","3003","36000","1","バトル開始から90秒間、味方のＴＰが毎秒アップ","1","3","-1","毎秒ＴＰアップ90秒","300309","300309"
"0","9600000000000","3003","36000","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1","3","-1","物理攻撃ダウン90秒","300310","300310"
"0","9000000000000","3003","36000","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","1","3","-1","魔法攻撃ダウン90秒","300311","300311"
"0","8100000000000","3003","36000","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","1","3","-1","魔法攻撃ダウン90秒","300312","300312"
"0","7650000000000","3003","36000","1","バトル開始から90秒間、味方の物理攻撃力がアップ","1","3","-1","物理攻撃アップ90秒","300313","300313"
"0","7050000000000","3003","36000","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","1","3","-1","魔法攻撃アップ90秒","300314","300314"
"0","6600000000000","3003","36000","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1","3","-1","物理攻撃ダウン90秒","300315","300315"
"0","6150000000000","3003","36000","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","1","3","-1","魔法攻撃ダウン90秒","300316","300316"
"0","5550000000000","3003","36000","1","バトル開始から90秒間、味方のＨＰが毎秒回復","1","3","-1","毎秒ＨＰ回復90秒","300317","300317"
"0","5100000000000","3003","36000","1","バトル開始から90秒間、味方のＴＰが毎秒アップ","1","3","-1","毎秒ＴＰアップ90秒","300318","300318"
"0","4650000000000","3003","36000","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1","3","-1","物理攻撃ダウン90秒","300319","300319"
"0","4050000000000","3003","36000","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","1","3","-1","魔法攻撃ダウン90秒","300320","300320"
"0","3600000000000","3003","36000","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1","3","-1","物理攻撃ダウン90秒","300321","300321"
"0","3150000000000","3003","36000","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","1","3","-1","魔法攻撃ダウン90秒","300322","300322"
"0","2700000000000","3003","36000","1","バトル開始から90秒間、味方の物理攻撃力がアップ","1","3","-1","物理攻撃アップ90秒","300323","300323"
"0","2100000000000","3003","36000","1","バトル開始時、味方のＴＰが150アップ","1","3","-1","TP150アップ","300324","300324"
"0","1650000000000","3003","36000","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1","3","-1","物理攻撃ダウン90秒","300325","300325"
"0","1200000000000","3003","36000","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","1","3","-1","魔法攻撃ダウン90秒","300326","300326"
"0","600000000000","3003","36000","1","バトル開始から90秒間、味方のＨＰが毎秒回復","1","3","-1","毎秒ＨＰ回復90秒","300327","300327"
"0","150000000000","3003","36000","1","バトル開始から90秒間、味方のＴＰが毎秒アップ","1","3","-1","毎秒ＴＰアップ90秒","300328","300328"
"0","17460000000000","3004","36000","1","バトル開始から90秒間、敵の物理防御力がダウン","1","3","-1","物理防御ダウン90秒","300401","300401"
"0","16740000000000","3004","36000","1","バトル開始から90秒間、敵の物理防御力がダウン","1","3","-1","物理防御ダウン90秒","300402","300402"
"0","16200000000000","3004","36000","1","バトル開始から90秒間、味方の物理攻撃力がアップ","1","3","-1","物理攻撃アップ90秒","300403","300403"
"0","15660000000000","3004","36000","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","1","3","-1","魔法攻撃アップ90秒","300404","300404"
"0","15120000000000","3004","36000","1","バトル開始から90秒間、敵の物理防御力がダウン","1","3","-1","物理防御ダウン90秒","300405","300405"
"0","13860000000000","3004","36000","1","バトル開始から90秒間、味方の物理攻撃力がアップ","1","3","-1","物理攻撃アップ90秒","300406","300406"
"0","13320000000000","3004","36000","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","1","3","-1","魔法攻撃アップ90秒","300407","300407"
"0","12780000000000","3004","36000","1","バトル開始から90秒間、敵の物理防御力がダウン","1","3","-1","物理防御ダウン90秒","300408","300408"
"0","12060000000000","3004","36000","1","バトル開始から90秒間、敵の物理防御力がダウン","1","3","-1","物理防御ダウン90秒","300409","300409"
"0","11520000000000","3004","36000","1","バトル開始から90秒間、敵の物理防御力がダウン","1","3","-1","物理防御ダウン90秒","300410","300410"
"0","10800000000000","3004","36000","1","バトル開始から90秒間、敵の物理防御力がダウン","1","3","-1","物理防御ダウン90秒","300411","300411"
"0","10260000000000","3004","36000","1","バトル開始から90秒間、味方の物理攻撃力がアップ","1","3","-1","物理攻撃アップ90秒","300412","300412"
"0","9720000000000","3004","36000","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","1","3","-1","魔法攻撃アップ90秒","300413","300413"
"0","9180000000000","3004","36000","1","バトル開始から90秒間、敵の物理防御力がダウン","1","3","-1","物理防御ダウン90秒","300414","300414"
"0","7920000000000","3004","36000","1","バトル開始から90秒間、味方の物理攻撃力がアップ","1","3","-1","物理攻撃アップ90秒","300415","300415"
"0","7380000000000","3004","36000","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","1","3","-1","魔法攻撃アップ90秒","300416","300416"
"0","6660000000000","3004","36000","1","バトル開始から90秒間、敵の物理防御力がダウン","1","3","-1","物理防御ダウン90秒","300417","300417"
"0","6120000000000","3004","36000","1","バトル開始から90秒間、敵の物理防御力がダウン","1","3","-1","物理防御ダウン90秒","300418","300418"
"0","5580000000000","3004","36000","1","バトル開始から90秒間、味方の物理攻撃力がアップ","1","3","-1","物理攻撃アップ90秒","300419","300419"
"0","4860000000000","3004","36000","1","バトル開始から90秒間、味方の物理攻撃力がアップ","1","3","-1","物理攻撃アップ90秒","300420","300420"
"0","4320000000000","3004","36000","1","バトル開始から90秒間、味方の物理攻撃力がアップ","1","3","-1","物理攻撃アップ90秒","300421","300421"
"0","3780000000000","3004","36000","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","1","3","-1","魔法攻撃アップ90秒","300422","300422"
"0","3240000000000","3004","36000","1","バトル開始から90秒間、敵の物理防御力がダウン","1","3","-1","物理防御ダウン90秒","300423","300423"
"0","2520000000000","3004","36000","1","バトル開始時、味方のＴＰが150アップ","1","3","-1","TP150アップ","300424","300424"
"0","1980000000000","3004","36000","1","バトル開始から15秒間、味方が無敵状態になる","1","3","-1","無敵15秒","300425","300425"
"0","1440000000000","3004","36000","1","バトル開始から90秒間、味方の物理攻撃力がアップ","1","3","-1","物理攻撃アップ90秒","300426","300426"
"0","720000000000","3004","36000","1","バトル開始から90秒間、味方の物理攻撃力がアップ","1","3","-1","物理攻撃アップ90秒","300427","300427"
"0","180000000000","3004","36000","1","バトル開始から90秒間、敵の物理防御力がダウン","1","3","-1","物理防御ダウン90秒","300428","300428"
"0","64020000000000","3005","36000","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1","3","-1","物理攻撃ダウン90秒","300501","300501"
"0","61380000000000","3005","36000","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1","3","-1","物理攻撃ダウン90秒","300502","300502"
"0","59400000000000","3005","36000","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1","3","-1","物理攻撃ダウン90秒","300503","300503"
"0","57420000000000","3005","36000","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1","3","-1","物理攻撃ダウン90秒","300504","300504"
"0","55440000000000","3005","36000","1","バトル開始から90秒間、敵の物理防御力がダウン","1","3","-1","物理防御ダウン90秒","300505","300505"
"0","52800000000000","3005","36000","1","バトル開始から90秒間、敵の魔法防御力がダウン","1","3","-1","魔法防御ダウン90秒","300506","300506"
"0","50820000000000","3005","36000","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1","3","-1","物理攻撃ダウン90秒","300507","300507"
"0","48840000000000","3005","36000","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1","3","-1","物理攻撃ダウン90秒","300508","300508"
"0","46860000000000","3005","36000","1","バトル開始から90秒間、敵の物理防御力がダウン","1","3","-1","物理防御ダウン90秒","300509","300509"
"0","44220000000000","3005","36000","1","バトル開始から90秒間、敵の魔法防御力がダウン","1","3","-1","魔法防御ダウン90秒","300510","300510"
"0","42240000000000","3005","36000","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1","3","-1","物理攻撃ダウン90秒","300511","300511"
"0","39600000000000","3005","36000","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1","3","-1","物理攻撃ダウン90秒","300512","300512"
"0","37620000000000","3005","36000","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1","3","-1","物理攻撃ダウン90秒","300513","300513"
"0","35640000000000","3005","36000","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1","3","-1","物理攻撃ダウン90秒","300514","300514"
"0","33660000000000","3005","36000","1","バトル開始から90秒間、敵の物理防御力がダウン","1","3","-1","物理防御ダウン90秒","300515","300515"
"0","31020000000000","3005","36000","1","バトル開始から90秒間、敵の魔法防御力がダウン","1","3","-1","魔法防御ダウン90秒","300516","300516"
"0","29040000000000","3005","36000","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1","3","-1","物理攻撃ダウン90秒","300517","300517"
"0","27060000000000","3005","36000","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1","3","-1","物理攻撃ダウン90秒","300518","300518"
"0","24420000000000","3005","36000","1","バトル開始から90秒間、敵の物理防御力がダウン","1","3","-1","物理防御ダウン90秒","300519","300519"
"0","22440000000000","3005","36000","1","バトル開始から90秒間、敵の魔法防御力がダウン","1","3","-1","魔法防御ダウン90秒","300520","300520"
"0","20460000000000","3005","36000","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1","3","-1","物理攻撃ダウン90秒","300521","300521"
"0","17820000000000","3005","36000","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1","3","-1","物理攻撃ダウン90秒","300522","300522"
"0","15840000000000","3005","36000","1","バトル開始から90秒間、味方の物理攻撃力がアップ","1","3","-1","物理攻撃アップ90秒","300523","300523"
"0","13860000000000","3005","36000","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","1","3","-1","魔法攻撃アップ90秒","300524","300524"
"0","11880000000000","3005","36000","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1","3","-1","物理攻撃ダウン90秒","300525","300525"
"0","9240000000000","3005","36000","1","バトル開始時、味方のＴＰが150アップ","1","3","-1","TP150アップ","300526","300526"
"0","7260000000000","3005","36000","1","バトル開始から15秒間、味方が無敵状態になる","1","3","-1","無敵15秒","300527","300527"
"0","5280000000000","3005","36000","1","バトル開始から90秒間、味方の物理攻撃力がアップ","1","3","-1","物理攻撃アップ90秒","300528","300528"
"0","2640000000000","3005","36000","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","1","3","-1","魔法攻撃アップ90秒","300529","300529"
"0","660000000000","3005","36000","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1","3","-1","物理攻撃ダウン90秒","300530","300530"
"0","29100000000000","3006","54000","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","1","3","-1","魔法攻撃アップ90秒","300601","300601"
"0","27000000000000","3006","54000","1","バトル開始から90秒間、味方の物理攻撃力がアップ","1","3","-1","物理攻撃アップ90秒","300602","300602"
"0","25200000000000","3006","54000","1","バトル開始から90秒間、敵の物理防御力がダウン","1","3","-1","物理防御ダウン90秒","300603","300603"
"0","23100000000000","3006","54000","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","1","3","-1","魔法攻撃アップ90秒","300604","300604"
"0","21300000000000","3006","54000","1","バトル開始から90秒間、敵の魔法防御力がダウン","1","3","-1","魔法防御ダウン90秒","300605","300605"
"0","19200000000000","3006","54000","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","1","3","-1","魔法攻撃アップ90秒","300606","300606"
"0","17100000000000","3006","54000","1","バトル開始から90秒間、味方のＨＰが毎秒回復","1","3","-1","毎秒ＨＰ回復90秒","300607","300607"
"0","15300000000000","3006","54000","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","1","3","-1","魔法攻撃アップ90秒","300608","300608"
"0","13200000000000","3006","54000","1","バトル開始から90秒間、味方の物理攻撃力がアップ","1","3","-1","物理攻撃アップ90秒","300609","300609"
"0","11100000000000","3006","54000","1","バトル開始から90秒間、敵の物理防御力がダウン","1","3","-1","物理防御ダウン90秒","300610","300610"
"0","9300000000000","3006","54000","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","1","3","-1","魔法攻撃アップ90秒","300611","300611"
"0","8100000000000","3006","54000","1","バトル開始から90秒間、敵の魔法防御力がダウン","1","3","-1","魔法防御ダウン90秒","300612","300612"
"0","6300000000000","3006","54000","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","1","3","-1","魔法攻撃アップ90秒","300613","300613"
"0","4200000000000","3006","54000","1","バトル開始から90秒間、味方のＨＰが毎秒回復","1","3","-1","毎秒ＨＰ回復90秒","300614","300614"
"0","3300000000000","3006","54000","1","バトル開始から15秒間、味方が無敵状態になる","1","3","-1","無敵15秒","300615","300615"
"0","2400000000000","3006","54000","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","1","3","-1","魔法攻撃アップ90秒","300616","300616"
"0","1200000000000","3006","54000","1","バトル開始から90秒間、敵の物理防御力がダウン","1","3","-1","物理防御ダウン90秒","300617","300617"
"0","300000000000","3006","54000","1","バトル開始から90秒間、敵の魔法防御力がダウン","1","3","-1","魔法防御ダウン90秒","300618","300618"
"0","34920000000000","3007","54000","1","バトル開始から90秒間、味方のＨＰが毎秒回復","1","3","-1","毎秒ＨＰ回復90秒","300701","300701"
"0","32400000000000","3007","54000","1","バトル開始から90秒間、敵の物理攻撃力がダウン","1","3","-1","物理攻撃ダウン90秒","300702","300702"
"0","30240000000000","3007","54000","1","バトル開始から90秒間、敵の魔法攻撃力がダウン","1","3","-1","魔法攻撃ダウン90秒","300703","300703"
"0","27720000000000","3007","54000","1","バトル開始から90秒間、味方の物理攻撃力がアップ","1","3","-1","物理攻撃アップ90秒","300704","300704"
"0","25560000000000","3007","54000","1","バトル開始から90秒間、味方の魔法攻撃力がアップ","1","3","-1","魔法攻撃アップ90秒","300705","300705"
"0","23040000000000","3007","54000","1","バトル開始から90秒間、敵の物理防御力がダウン","1","3","-1","物理防御ダウン90秒","300706","300706"
"0","20520000000000","3007","54000","1","バトル開始から90秒間、味方のＴＰが毎秒アップ","1","3","-1","毎秒ＴＰアップ90秒","300707","300707"
"0","18360000000000","3007","54000","1","バトル開始から90秒間、味方のＨＰが毎秒回復","1","3","-1","毎秒ＨＰ回復90秒","300708","300708"
