e30981a16e12c4486cbba9f6b99fc25a17da58a34b685c7bac28cdad5cca2557,5b9fcd5d07177f1947ccb657214cb4b7bac4e232cb5dfd0df4655dbcd01f94cb,03bbfb298c6463b914b792190b65be202e763f408b09f77676c9aed1d3bec696,4dad85063cf3c16ed4427511ae1ac2dafc05c53496eaeabe42825adc836db60f,aad4e3274537bc97d6784c42d85b8a836ee03e5c63f1c7435e07c36d4b52871f,edf3f879ab96136f15f91eba2ca37542c713820450bdd21949d8268a3bb70119,4be1260ae644e794e470e2eaa8ceb88199a4a95e0214b8097a255e2c42dd8133,a9ca7bc25c487e22f3187cae8982b2838917767cd4b76c7fadd83159c5b2e7aa,73dc8387f0be0fa9f8cf36316a9840780fc04301e1b0cae3d059e3d3fe52496f,3c9df118a185a6bb73a3dc937db6cd7fc519586f27470acf32b48d66a0de16c8,0593152bcced0f0a844ec8e70249749d9ab32a466b24e81ff9cdcf8c13607063
"8","78","2","42","10","25012","282001078","25021","91002","2","228"
"8","79","2","43","10","25012","282001079","25021","91002","2","232"
"8","80","2","43","30","25012","282001080","25021","91002","2","236"
"8","81","2","44","10","25012","282001081","25021","91002","2","240"
"8","82","2","44","10","25012","282001082","25021","91002","2","244"
"8","83","2","45","10","25012","282001083","25021","91002","2","248"
"8","84","2","45","10","25012","282001084","25021","91002","2","252"
"8","85","2","46","10","25012","282001085","25021","91002","2","256"
"8","86","2","46","10","25012","282001086","25021","91002","2","260"
"8","87","2","47","10","25012","282001087","25021","91002","2","264"
"8","88","2","47","10","25012","282001088","25021","91002","2","268"
"8","89","2","48","10","25012","282001089","25021","91002","2","272"
"8","90","2","48","30","25012","282001090","25021","91002","2","276"
