1826136564efb804d60a77cb5c764d5aa29f05639180f49a30971b61ed2d3664,8329b6d26157d01a5c1bcae18c436add55f13c7e6a1b2f90d5e64e273d7b67a2,4da93cdb00b7f57522f1ed13d6c02444438558bf6f4cbe87fa699b1f739f402a,3a84a8b8b1f3a3b20471cba7453be9ac098d5282f8cea89b0785450a9332a1f3,3cf68306988abc0a161aec28d65f7bc49bedd18ed12bc9902846ee03bdbefc74,a6807b1ae11cc8298fe723ea7085d19e1685a7f9d3210ad6cd649dd84516d946,b9cb39800262bfef065e1e1a452d4a7251551f2116c2e6236461492bcaf9b635
"80010","2024/02/07 4:59:59","9008007","3","2024/02/06 5:00:00","0","123"
"80010","2024/02/08 4:59:59","9008008","3","2024/02/07 5:00:00","0","124"
"80010","2024/02/09 4:59:59","9008009","3","2024/02/08 5:00:00","0","125"
"80010","2024/02/10 4:59:59","9008010","3","2024/02/09 5:00:00","0","126"
"80010","2024/02/11 4:59:59","9008011","3","2024/02/10 5:00:00","0","127"
"80010","2024/02/12 4:59:59","9008012","3","2024/02/11 5:00:00","1","128"
"80010","2024/02/13 4:59:59","9008013","3","2024/02/12 5:00:00","1","129"
"80010","2024/02/14 4:59:59","9008014","3","2024/02/13 5:00:00","1","130"
"80010","2024/02/15 4:59:59","9008015","3","2024/02/14 5:00:00","1","131"
"80010","2024/02/16 4:59:59","9008016","3","2024/02/15 5:00:00","1","132"
"80011","2024/08/02 4:59:59","9009001","3","2024/08/01 5:00:00","0","133"
"80011","2024/08/03 4:59:59","9009002","3","2024/08/02 5:00:00","0","134"
"80011","2024/08/04 4:59:59","9009003","3","2024/08/03 5:00:00","0","135"
"80011","2024/08/05 4:59:59","9009004","3","2024/08/04 5:00:00","0","136"
"80011","2024/08/06 4:59:59","9009005","3","2024/08/05 5:00:00","0","137"
"80011","2024/08/07 4:59:59","9009006","3","2024/08/06 5:00:00","0","138"
"80011","2024/08/08 4:59:59","9009007","3","2024/08/07 5:00:00","0","139"
"80011","2024/08/09 4:59:59","9009008","3","2024/08/08 5:00:00","0","140"
"80011","2024/08/10 4:59:59","9009009","3","2024/08/09 5:00:00","0","141"
"80011","2024/08/11 4:59:59","9009010","3","2024/08/10 5:00:00","0","142"
"80011","2024/08/12 4:59:59","9009011","3","2024/08/11 5:00:00","0","143"
"80011","2024/08/13 4:59:59","9009012","3","2024/08/12 5:00:00","0","144"
"80011","2024/08/14 4:59:59","9009013","3","2024/08/13 5:00:00","0","145"
"80011","2024/08/15 4:59:59","9009014","3","2024/08/14 5:00:00","0","146"
"80011","2024/08/16 4:59:59","9009015","3","2024/08/15 5:00:00","1","147"
