f875796cc0a2d757f8030dbdfb12e8a1e33023e7ac1a5b512b1de29f0a29d341,05d79d85e46191820e659fabc306c8475bfb6520f77b3dad77b57d0092ed6f1f,55c31f646eca4c079a7a40abba53b2930c2a343f8833fc70ae3418d069c26673,1496b96956eb17823a32632c56fc3530047558e42ef39b95519e058bc6813868,2208769813cf7aaadeb5b1b454450bb561a92f9956843d60845ec50d1f4e4e14,61beaab078bea117f71f66859b547b422fd7d94be21fed5267e30b08cf312c78,ef5a5e2a11969d9c5d34e2a255ed32b1f0b3c30159a0675ae3b2cb48c808c4d8,ecd1b3b276042680f2f756b1e4cf9d9953216b4c2859142256d0c13e7407df3c,572b3ebbc063ece18888a7233cc20508300fc576efb7e06b6498e48ee57e616b,09bb9f0003c88991c7c646f9819590a6f9bc620a9f50ac7590798e989582db3f,82f99ece6b7ed6bf2c7552b0db7e185149aa13dd4831390302f848de3a39a95f,a0fcab3ad3f023507b199b6593705fe5749942acef4674591fd405a55d5375f4
"0","0","0","3","60000","1","","11","","今日の運勢は中吉！　チャンスを待つと良い結果に！　　　　　　ラッキーアイテムのプリンを食べて、運を呼び込みましょう！","2","0"
"0","0","0","3","60000","2","","12","","今日の運勢は中吉！　運気が着々と上昇中！　　　　　　　　　　精霊の加護を受けたかの如く、色々な事がうまくいきますよ♪","2","0"
"0","0","0","4","60000","1","","13","","今日の運勢は小吉！　早朝に幸運の兆しあり！　　　　　　　　　もしかしたら、優しいお姉ちゃんが起こしにきてくれますよ♪","2","0"
"0","0","0","4","60000","1","","14","","今日の運勢は小吉！　運気上昇中ですが、上がるまでが要注意！　ラッキーアニマルは熊！　本当の家族のように守ってくれるかも♪","2","0"
"0","0","0","4","60000","1","","15","","今日の運勢は小吉！　外に出てゆっくり過ごすと運気が上昇！　　ラッキースポットは牧場。面白い出会いがありそうです♪","2","0"
"0","0","0","4","60000","1","","16","","今日の運勢は小吉！　運気は高いけども、ハプニングには注意！　出かけた先で、「ふしんしゃ」扱いされてしまうかも……","2","0"
"0","0","0","4","60000","2","","17","","今日の運勢は小吉！　根を詰めずにリラックスすると運気向上！　ラッキーパーソンはアイドル。歌があなたを幸せにしてくれます♪","2","0"
"0","2","190804","0","60000","0","","18","カリン","おみくじの結果はどうでしたか？\n新たに始まる一日が、あなたに\nとって良い日になりますように\nまた明日も遊びに来て下さいね♪","3","0"
"0","3","190804","0","60000","0","","19","カリン","おみくじは楽しんで頂けましたか？\nあなたの新たなる年が\n素晴らしいものになるよう、\n心からお祈りいたします","3","7"
"0","1","101201","0","80001","0","","20","ハツネ","キミと出会ってもう\n1年もたつんだね！\nう～ん、いつも\n寝てばっかりだから、","0","1"
"0","2","101201","0","80001","0","","21","ハツネ","少しでも\n寝る時間を減らして\nキミと一緒にいる\n時間増やしたいなぁ♪","0","1"
"0","1","103801","0","80001","0","","22","シオリ","あなたと知り合ってから\nもう1年…\n時がたつのは\n早いですね","1","1"
"0","2","103801","0","80001","0","","23","シオリ","来年も、\n一緒にいられたら…\nうれしいな","1","1"
"0","1","103601","0","80001","0","","24","キョウカ","あなたと一緒にいるようになって、\nもう1年ですか…","0","2"
"0","2","103601","0","80001","0","","25","キョウカ","最初の頃よりも、頼もしく\nなりましたね。私はどうですか？\n成長していますか？","0","2"
"0","1","102001","0","80001","0","","26","ミミ","おにいちゃんとあってから、\n1年たったよ～！","1","2"
"0","2","102001","0","80001","0","","27","ミミ","ミミね、おにいちゃんと\nいっぱい遊べてたのしかったな～♪\nこれからもずっと\nいっしょにいてね～！","1","2"
"0","1","100401","0","80001","0","","28","ミソギ","にいちゃんがミソギのイタズラに\n引っかかり続けてもう1年かぁ","2","2"
"0","2","100401","0","80001","0","","29","ミソギ","…これからもいっぱいミソギと\n遊んでね、にいちゃん！","2","2"
"0","1","101001","0","80001","0","","30","マホ","もう王子はんと会うてから\n1年ぐらいたつそうどすえ\n早いもんやなあ","0","3"
"0","2","101001","0","80001","0","","31","マホ","このままやと、\nうちもあっという間に\n干からびてしまいそうどすえ\nなーんてな。うふふ","0","3"
"0","1","104401","0","80001","0","","32","イリヤ","お主と会って早1年じゃな\nこれからも存分に尽くすがよい","1","3"
"0","2","104401","0","80001","0","","33","イリヤ","わらわもたまには、お主の献身に\n報いてやらぬでもない♪","1","3"
"0","1","101701","0","80001","0","","34","カオリ","もう、キミと出会って結構な時間が\nたつさ～。でも、私たちの旅は\nまだまだ始まったばかりさ～！","2","3"
"0","2","101701","0","80001","0","","35","カオリ","これからも、どうぞよろしく\nお願いするさ～！","2","3"
"0","1","102801","0","80001","0","","36","サレン","あんたと出会ってからもうそんなに\nたつのね～","0","4"
"0","2","102801","0","80001","0","","37","サレン","あっという間だったって感じるほど\n楽しかったわ！\nこれからも一緒に頑張りましょ！","0","4"
"0","1","102501","0","80001","0","","38","スズメ","出会ってから1年間、ずっと\nご迷惑をかけっぱなしで、\nすみません…","1","4"
"0","2","102501","0","80001","0","","39","スズメ","これからはもっと頑張りますから\n見ていてくださいね\nできれば…\n今までよりも、私の近くで♪","1","4"
"0","1","104601","0","80001","0","","40","タマキ","振り返れば、今までいろんなことが\nあったにゃあ…","0","5"
"0","2","104601","0","80001","0","","41","タマキ","これからも、二人でたくさんの\n思い出をがっぽり作っていく\nにゃー！","0","5"
"0","1","104801","0","80001","0","","42","ミフユ","キミとの師弟関係も、\nもう1年なのね…\nでもキミに教えることは、","1","5"
"0","2","104801","0","80001","0","","43","ミフユ","まだまだいっぱいあるわ\nこれからも、\nしっかりついて来てね！","1","5"
"0","1","103201","0","80001","0","","44","アキノ","あなたさまと出会ってもう1年…","0","6"
"0","2","103201","0","80001","0","","45","アキノ","光陰矢のごとし、とはまさに\nこのことですわ。…思い出は決して\nお金では買えませんわね","0","6"
"0","1","103401","0","80001","0","","46","ユカリ","ダメな私を1年間も見捨てないで\nくれて、本当にありがとう","1","6"
"0","2","103401","0","80001","0","","47","ユカリ","情けないところいっぱいみせるかも\nしれないけど、これからも一緒に\nいてくれると、うれしいな","1","6"
"0","1","107101","0","80001","0","","48","クリスティーナ","オマエと出会ってもう1年か\nまさかこのワタシの結婚相手に\nなろうとはな…","0","7"
"0","2","107101","0","80001","0","","49","クリスティーナ","ともかくこれからも\n愉しませてくれよ☆","0","7"
"0","1","104701","0","80001","0","","50","ジュン","君と出会ってからもう1年か。\n以前と比べて私の表情もいくらか\n柔らかくなった気がするんだが、\nどうだろう？","1","7"
"0","2","104701","0","80001","0","","51","ジュン","見えないから分からないって？\nそれもそうだな…","1","7"
"0","1","103701","0","80001","0","","52","トモ","もう1年たったみたいだね\nあなたをからかってばかりだった\nけど、楽しかった♪","0","8"
"0","2","103701","0","80001","0","","53","トモ","これからもよろしくね！","0","8"
"0","1","100501","0","80001","0","","54","マツリ","出会って、もう1年たっちゃった\nんスね。なんだか意外ッス","1","8"
"0","2","100501","0","80001","0","","55","マツリ","毎日楽しくて、あっという間に過ぎ\nちゃったみたいなんスよね\nこれからも一緒に悪と戦うッス！","1","8"
"0","1","100701","0","80001","0","","56","ミヤコ","オマエと会って1年なの！\n全然成仏もできなかったし、","0","9"
"0","2","100701","0","80001","0","","57","ミヤコ","生き返りもしなかったけど、\nすごく楽しかったの～♪\nオマエとプリンがあれば、\nミヤコはハッピーなの～♪","0","9"
"0","1","103101","0","80001","0","","58","シノブ","あなたと出会って1年なんですね\nでも、私の占いでは、私とあなたは","1","9"
"0","2","103101","0","80001","0","","59","シノブ","来年も再来年も一緒にいるようです\nふふ、よろしくお願いしますね","1","9"
"0","1","100901","0","80001","0","","60","アンナ","貴様が閃光のシグルドとして覚醒し\nもう1年か…。これからも我らの\n長き戦いに終わりはないが、","0","10"
"0","2","100901","0","80001","0","","61","アンナ","それでも貴様となら…\n添い遂げる覚悟はできているぞ！","0","10"
"0","1","101301","0","80001","0","","62","ナナカ","君と出会ってもう1年だって！\n早いねー！","1","10"
"0","2","101301","0","80001","0","","63","ナナカ","これからも最強のバディタッグで\n大活躍だー！\n頼りにしてるよ、相棒！","1","10"
"0","1","105101","0","80001","0","","64","ミツキ","1年たつのって、あっという間ね\nまだまだ君の知らない部分が\nたくさんあるし…","0","11"
"0","2","105101","0","80001","0","","65","ミツキ","これからも、いろんなところを\n調べさせてね？","0","11"
"0","1","105601","0","80001","0","","66","ルカ","お前さんと出会ってもう1年か\n助太刀するつもりが","1","11"
"0","2","105601","0","80001","0","","67","ルカ","逆に助けられたりもしたね\nこれからもよろしく頼むよ！","1","11"
"0","1","102701","0","80001","0","","68","エリコ","早いものですわね、あなた様と\nお会いして、もう1年…","2","11"
"0","2","102701","0","80001","0","","69","エリコ","あなた様といると、時があっと\nいう間に過ぎてしまいます\n時間を止める研究をしなくては\nいけませんね…","2","11"
"0","1","102301","0","80001","0","","70","アヤネ","お兄ちゃんと会ってから、もう、\n1年なんだね。私、少しは\nお姉ちゃんっぽくなったかな？","0","12"
"0","2","102301","0","80001","0","","71","アヤネ","あ、ぷうきちもお兄ちゃんっぽく\nなったよね？","0","12"
"0","1","104201","0","80001","0","","72","チカ","あなたと出会って、\nもう1年がたったんですね…\nこれからもそばにいて、","1","12"
"0","2","104201","0","80001","0","","73","チカ","私のことを見守ってください\nできることなら、ずっと…","1","12"
"0","1","102101","0","80001","0","","74","クルミ","お兄ちゃんと出会って1年かぁ\n私、相変わらずダメダメで…","2","12"
"0","2","102101","0","80001","0","","75","クルミ","で、でもこれからもずっと…\n一緒にいたいなぁ…","2","12"
"0","1","104901","0","80001","0","","76","シズル","再会してちょうど1年だね\nお祝いにごちそう作ってきたよ～♪\n特製ケーキと、お寿司と、","0","13"
"0","2","104901","0","80001","0","","77","シズル","ハンバーグと、カレーと、\nシチューと、あ、隠しきれない隠し\n味は、お姉ちゃんの愛情だよ！","0","13"
"0","1","101101","0","80001","0","","78","リノ","お兄ちゃんと再会して、もう1年\nなんですね。\n会えなかった時を思うと、","1","13"
"0","2","101101","0","80001","0","","79","リノ","信じられないくらい幸せな1年\nでした！もう絶対、私から離れ\nないでくださいね♪","1","13"
"0","1","100201","0","80001","0","","80","ユイ","騎士クンと出会ってから今まで、\nいろんなことがあったよね\n楽しいこと、ドキドキしたこと…","0","14"
"0","2","100201","0","80001","0","","81","ユイ","そんな日々をこれからも、\nず、ずっと一緒に…\n過ごしていきたいな…！","0","14"
"0","1","100101","0","80001","0","","82","ヒヨリ","騎士くんと出会って、まだ1年しか\nたってないんだ！？","1","14"
"0","2","100101","0","80001","0","","83","ヒヨリ","なんかもうずっと一緒にいる気が\nするなぁ…えへへ。これからの\n1年もまたよろしくねっ！\n騎士くん！","1","14"
"0","1","100301","0","80001","0","","84","レイ","初めてキミに出会って1年…\n随分見違えたね私もキミも、\n更に強くなっていく…","2","14"
"0","2","100301","0","80001","0","","85","レイ","キミに背中を預けられる日が、\n早くきますように","2","14"
"0","1","105801","0","80001","0","","86","ペコリーヌ","1年もわたしのことを、忘れない\nでいてくれて、ありがとうござい\nます！","0","15"
"0","2","105801","0","80001","0","","87","ペコリーヌ","これからもずっと、覚えていて\nくださいね！","0","15"
"0","1","105901","0","80001","0","","88","コッコロ","こうして1年も、主さまのおそばに\n置いていただけて、とても光栄\nです。どうかこれからも、","1","15"
"0","2","105901","0","80001","0","","89","コッコロ","末永く主さまをお世話させて\nください。わたくしは、ずっと\n主さまのガイド役でいたいのです","1","15"
"0","1","106001","0","80001","0","","90","キャル","1年か、まっさかこんなに長い\n付き合いになるなんてね～\nでも…わりと楽しい1年だったかも","2","15"
"0","2","106001","0","80001","0","","91","キャル","だから、もうしばらくあんたに\n付き合ってやるわよ喜びなさい！","2","15"
"0","1","112101","0","60001","1","","92","スズメ","新しい年のはじめに、\nおみくじはいかがでしょうか？\nよい運勢であるほど、\n沢山プレゼントが貰えますよ♪","1","0"
"0","0","0","1","60001","1","","93","","今日の運勢は姫吉！　あらゆる運気が最大を示しています！　　　今なら「伝説の吸血鬼」をも従え、世界征服も夢じゃありません！","2","0"
"0","0","0","1","60001","1","","94","","今日の運勢は姫吉！　やること全てが最高潮！　やばいですね☆　ラッキーアイテムはおにぎり！　お腹一杯で幸せが続くでしょう！","2","0"
"0","0","0","1","60001","1","","95","","今日の運勢は姫吉！　最強の運勢でどんなドジも跳ね除けます！　大切な人と一緒に、最高の一日になること間違いなし！","2","0"
"0","0","0","1","60001","1","","96","","今日の運勢は姫吉！　どんな挑戦も上手くいく、最高の運勢です！理想の自分に変身できる絶好の機会！　新しい一歩を踏み出そう！","2","0"
"0","0","0","1","60001","2","","97","","今日の運勢は姫吉！　その高い運気はまさにショーグンの如く！　その溢れる威光は人々を惹きつけ、皆の人気者間違いなしです！","2","0"
"0","0","0","2","60001","1","","98","","今日の運勢は大吉！　運気がどんどん高まっています！　　　　　何をやっても、最大効率で素晴らしい結果になりますよ♪","2","0"
"0","0","0","2","60001","1","","99","","今日の運勢は大吉！　なにをやっても上手くいって大活躍！　　　そんな素敵なあなたを見て、後ろから誰かが……クスクス♪","2","0"
"0","0","0","2","60001","1","","100","","今日の運勢は大吉！　ラッキーワードは「ちぇる～ん♪」　　　　出会う人みんなに言ってあげると、ハッピーになれますよ！","2","0"
"0","0","0","2","60001","1","","101","","今日の運勢は大吉！　運勢はバッチリで無敵状態！　　　　　　　龍眼で全てを見通して、思い通りの一日を過ごしましょう！","2","0"
"0","0","0","2","60001","2","","102","","今日の運勢は大吉！　運気が高く、何かに挑戦すると良い結果に！隠れた才能が引き出されそう！　目指せヒデサ……ではなく秀才！","2","0"
"0","0","0","3","60001","1","","103","","今日の運勢は中吉！　商売運が上がってきています！　　　　　　ラッキーアイテムはたいやき！　和菓子パワーで売上アップです！","2","0"
"0","0","0","3","60001","1","","104","","今日の運勢は中吉！　旅行運がぐんぐんと上昇中♪　　　　　　　もしかしたら、あの「マホマホ王国」にだって行けるかも♪","2","0"
"0","0","0","3","60001","1","","105","","今日の運勢は中吉！　仕事運が急上昇中です！　　　　　　　　　きっと「煉獄に舞う一陣の疾風」の如き活躍ができますよ！","2","0"
"0","0","0","3","60001","1","","106","","今日の運勢は中吉！　チャンスを待つと良い結果に！　　　　　　ラッキーアイテムのプリンを食べて、運を呼び込みましょう！","2","0"
"0","0","0","3","60001","1","","107","","今日の運勢は中吉！　お出かけした先で良縁に恵まれそうです！　ダウナー系あざとい女子が、あま～い飴をくれるかも？","2","0"
"0","0","0","3","60001","1","","108","","今日の運勢は中吉！　大抵のことはゴリ押しでなんとかできます！ラッキープレイスはゲーセン。パンチングマシンでストレス発散！","2","0"
"0","0","0","3","60001","2","","109","","今日の運勢は中吉！　運気が着々と上昇中！　　　　　　　　　　精霊の加護を受けたかの如く、色々な事がうまくいきますよ♪","2","0"
"0","0","0","4","60001","1","","110","","今日の運勢は小吉！　早朝に幸運の兆しあり！　　　　　　　　　もしかしたら、優しいお姉ちゃんが起こしにきてくれますよ♪","2","0"
"0","0","0","4","60001","1","","111","","今日の運勢は小吉！　運気上昇中ですが、上がるまでが要注意！　ラッキーアニマルは熊！　本当の家族のように守ってくれるかも♪","2","0"
"0","0","0","4","60001","1","","112","","今日の運勢は小吉！　外に出てゆっくり過ごすと運気が上昇！　　ラッキースポットは牧場。面白い出会いがありそうです♪","2","0"
"0","0","0","4","60001","1","","113","","今日の運勢は小吉！　運気は高いけども、ハプニングには注意！　出かけた先で、「ふしんしゃ」扱いされてしまうかも……","2","0"
"0","0","0","4","60001","1","","114","","今日の運勢は小吉！　同腹一心の友だちが見つかるかも！　　　　キーワードは「ユニちゃんズ」、記憶に刻みましょう！","2","0"
"0","0","0","4","60001","1","","115","","今日の運勢は小吉！　思わぬ相手と仲良くなれるかも？　　　　　うっかり毒舌をもらしてしまわないように要注意です！","2","0"
"0","0","0","4","60001","2","","116","","今日の運勢は小吉！　根を詰めずにリラックスすると運気向上！　ラッキーパーソンはアイドル。歌があなたを幸せにしてくれます♪","2","0"
"0","2","112101","0","60001","0","","117","スズメ","おみくじの結果はいかがでしたか？\n新たに始まる一日が、\nあなたにとってよい日になりますように\n明日もお待ちしていますね♪","3","0"
"0","3","112101","0","60001","0","","118","スズメ","おみくじ、楽しんで頂けましたか？\nあなたの新しい年が\n素晴らしいものになるよう、\n心からお祈りしますね","3","7"
"0","1","105801","0","80003","0","","119","ペコリーヌ","ヒューヒュー♪\nドンドンパフパフー♪","0","1"
"0","1","105901","0","80003","0","","120","コッコロ","ひゅーひゅー\nどんどんぱふぱふー\nでございます","1","1"
"0","2","105901","0","80003","0","","121","コッコロ","さぁ、キャルさまもご一緒に\nどんどんぱふぱふいたしましょう","1","1"
"0","1","106001","0","80003","0","","122","キャル","え？　ちょっと\nいきなりなにっ？","2","1"
"0","2","106001","0","80003","0","","123","キャル","ドンドンパフパフってなんなの？\nあたしにも分かるように\nちゃんと説明しなさいっての！","2","1"
"0","2","105801","0","80003","0","","124","ペコリーヌ","実はですねキャルちゃん！\nもうすぐわたしたちにとっての\n大切な節目──","0","1"
"0","3","105801","0","80003","0","","125","ペコリーヌ","『プリンセスコネクト！\nRe:Dive』\n2.5周年なんですよ！\nやばいですね☆","0","1"
"0","3","105901","0","80003","0","","126","コッコロ","ですからその日に向けて\n今から気分を盛り上げているのです","1","1"
"0","3","106001","0","80003","0","","127","キャル","ああ、そういえば\nそんな時期だっけ\nって言っても、もう少し先じゃない\n気が早いんじゃないの？","2","1"
"0","4","105901","0","80003","0","","128","コッコロ","いいえ、キャルさま\nこういったお祝いは準備から\n楽しむものでございます\nそうですよね、ペコリーヌさま","1","1"
"0","4","105801","0","80003","0","","129","ペコリーヌ","その通りです♪　というわけで！\nカウントダウンの始まりですよ！\nみんなで一緒に2.5周年に向けて\n盛り上がっていきましょー☆","0","1"
"0","4","106001","0","80003","0","","130","キャル","ド、ドンドンパフパフ～\nって何言わせんのよ！\nまったくもう、浮かれちゃってさ","2","1"
"0","5","105901","0","80003","0","","131","コッコロ","ふふ。キャルさまもワクワクして\nおいでのようですね\nそれでは主さま。大切な記念日まで\nどうぞご期待くださいませ","1","1"
"0","5","106001","0","80003","0","","132","キャル","記念日を盛り上げるったって\n一体どうしたらいいのよ？\nあたし、そういうの\n苦手なんだけど…","0","2"
"0","1","190801","0","80003","0","","133","カリン","あら、キャルさん\nどうかなさいましたか？\n何かお困りのようですけど","1","2"
"0","6","106001","0","80003","0","","134","キャル","げっ…カリンじゃない\nなんでもないわよ！","0","2"
"0","2","190801","0","80003","0","","135","カリン","そうなのですか？\nキャルさんのことですからてっきり\n2.5周年をどう盛り上げたら\nいいか悩んでいるのかと…","1","2"
"0","7","106001","0","80003","0","","136","キャル","分かってんじゃないのよ！？\nいっ、いや、違うけどね！\nあたしは別にそんなことで\n悩んでないわよっ？","0","2"
"0","3","190801","0","80003","0","","137","カリン","ふふっ…\nこういう時は、真心を込めて\n気持ちをそのまま口にしたら\nいいのではないでしょうか？","1","2"
"0","8","106001","0","80003","0","","138","キャル","気持ちを、ねぇ\nそれが一番難しいんじゃない…\nそもそも、あたしは記念日とか\n別にどうだっていいし","0","2"
"0","9","106001","0","80003","0","","139","キャル","…まあ、ペコリーヌもコロ助も\nやけに楽しそうだったから…\nこういうお祭り騒ぎみたいなのも\nたまにはいいかな、とは思うけど","0","2"
"0","4","190801","0","80003","0","","140","カリン","なるほどなるほど～\nキャルさんは【美食殿】で祝う\n2.5周年を心から楽しみに\nしている、ということですね！","1","2"
"0","10","106001","0","80003","0","","141","キャル","はぁ！？\nどこ聞いたらそうなるのよ！\nあたしは別に楽しみになんか…！","0","2"
"0","5","190801","0","80003","0","","142","カリン","キャルさんの心からの想い\nみなさんにも伝わったでしょうか？\n私も2.5周年が楽しみです！\n以上、カリンがお伝えしました！","1","2"
"0","11","106001","0","80003","0","","143","キャル","心からの想いって何なのよ！？\n勝手に人の言葉を\n捻じ曲げんじゃないわよ！\nこのくそ眼鏡ーーーっ！","0","2"
"0","6","105901","0","80003","0","","144","コッコロ","ペコリーヌさま、もうすぐ\n記念日でございますね\nこういった節目というのは\n感慨深いものでございます","0","3"
"0","5","105801","0","80003","0","","145","ペコリーヌ","色んな思い出が蘇ってきますね！\n楽しい出来事が\nいっぱいありました♪","1","3"
"0","7","105901","0","80003","0","","146","コッコロ","はい、そうでございますね\n主さまも【美食殿】の活動の他にも\nいろんなご経験をされたと\n聞いておりますよ","0","3"
"0","8","105901","0","80003","0","","147","コッコロ","たしか…ランドソルで話題沸騰と\nなっていた、魔法少女なるものに\nお会いになられたとか","0","3"
"0","6","105801","0","80003","0","","148","ペコリーヌ","魔法少女って、あの美味しくって\n栄養たっぷりの大ヒット商品\n『魔法少女ソーセージ』の箱に\n描いてある女の子のことですか！？","1","3"
"0","7","105801","0","80003","0","","149","ペコリーヌ","あのソーセージ\n美味しいんですよね～♪\nわたしもたっくさん食べてますよ！","1","3"
"0","9","105901","0","80003","0","","150","コッコロ","あとは、牧場に素敵な温泉が\n出来たとか…","0","3"
"0","8","105801","0","80003","0","","151","ペコリーヌ","牧場ですか！？　温泉につかって\nチーズもオツですね～♪　考えた\nだけでよだれが出ちゃいそうです！\nやばいですね☆","1","3"
"0","10","105901","0","80003","0","","152","コッコロ","ペコリーヌさま\n言ってるそばからよだれが…\n今お拭きしますね。ふき、ふき","0","3"
"0","9","105801","0","80003","0","","153","ペコリーヌ","えへへ、ありがとうございます\nコッコロちゃん！","1","3"
"0","11","105901","0","80003","0","","154","コッコロ","それにしても、主さまは\n【美食殿】の一員として様々な\n美食と出会われていたのですね\nわたくし、感服いたしました","0","3"
"0","10","105801","0","80003","0","","155","ペコリーヌ","これからもたくさん冒険をして\nめいっぱい美食を\n味わい尽くしましょうね！","1","3"
"0","11","105801","0","80003","0","","156","ペコリーヌ","2.5周年カウントダウン♪\nキャルちゃんキャルちゃん！\nわくわくしますね☆","0","4"
"0","12","106001","0","80003","0","","157","キャル","あぁもう、うるさいわね～\nまだまだ先でしょ？\nちょっとは落ち着きなさいよ","1","4"
"0","12","105801","0","80003","0","","158","ペコリーヌ","キャルちゃんだって最近\nソワソワしてるじゃないですか～\nさっきもご機嫌そうに鼻歌とか\n歌ってましたよね？","0","4"
"0","13","106001","0","80003","0","","159","キャル","なっ…！　き、聞いてたの！？\nじゃない、歌ってないわよ！？\nあんたいい加減なこと言うと\nぶっ殺すわよ！？","1","4"
"0","13","105801","0","80003","0","","160","ペコリーヌ","えっへへ～♪\nわたしは最近のキャルちゃんが\nもっともっと大好きですよ♪\nすごく積極的になりましたよね！","0","4"
"0","14","106001","0","80003","0","","161","キャル","…積極的？\nなんの話よ？","1","4"
"0","14","105801","0","80003","0","","162","ペコリーヌ","またまた～♪\nアイドルを目指そうとしたこと\n忘れちゃったんですか？","0","4"
"0","15","105801","0","80003","0","","163","ペコリーヌ","ムーサの町で\nきゃるきゃる～ん☆　って！","0","4"
"0","15","106001","0","80003","0","","164","キャル","あっ…！？　ちちち違うわよっ！\nあれは操られてただけで\nあたしはアイドルなんか\n目指してないっての！！","1","4"
"0","16","105801","0","80003","0","","165","ペコリーヌ","本当に本当ですか？\nわたし、キャルちゃんとっても\n乗り気だなって\n思ってたんですけど～","0","4"
"0","16","106001","0","80003","0","","166","キャル","まぁ、悪くはなかったけど…って\nだ、だから目指してないって\n言ってるでしょ！！\nなんてこと思い出させんのよ！？","1","4"
"0","17","106001","0","80003","0","","167","キャル","ああ…ダメだわ…\nもう殺すしかない…\n2.5周年が来る前に\n記憶ごと消し去ってやるー！","1","4"
"0","18","106001","0","80003","0","","168","キャル","2.5周年まであと10日…\nふ～ん？\n案外早いもんね？","0","5"
"0","12","105901","0","80003","0","","169","コッコロ","そうでございますね…\nその日のためにやるべきことは\nまだまだございます\n気を引き締めねばなりません…！","1","5"
"0","19","106001","0","80003","0","","170","キャル","やる気十分ねコロ助…\nそんな気負ってるとしんどいわよ？\nお気楽にやりましょ？","0","5"
"0","13","105901","0","80003","0","","171","コッコロ","キャルさま…\nありがとうございます\nキャルさまは本当に\n優しいおかたです","1","5"
"0","20","106001","0","80003","0","","172","キャル","な、なにわけの分かんないこと\n言ってんのよ…\nあたしは優しくなんかないっての","0","5"
"0","14","105901","0","80003","0","","173","コッコロ","そんなことはございません\n…あの、実はわたくし\nキャルさまに\nひとつお願いがございまして","1","5"
"0","21","106001","0","80003","0","","174","キャル","お願い？　珍しいわね\nコロ助がそんなこと言うなんて\n…まあ、あたしに出来ることなら\n別にいいけど","0","5"
"0","15","105901","0","80003","0","","175","コッコロ","ありがとうございます\n実は記念日へ向けて\n『かくし芸』というものを\n用意してみようかと思いまして","1","5"
"0","22","106001","0","80003","0","","176","キャル","かくし芸？","0","5"
"0","16","105901","0","80003","0","","177","コッコロ","はい。きゃるきゃる～ん☆　を\n参考に、ころころ～ん☆　という\nご挨拶を考えてみたのですが\nポーズがうまくいかなくて…","1","5"
"0","23","106001","0","80003","0","","178","キャル","～～！！　ちょっと褒められて\nいい気になって損したわ！！\nふざけんなふざけんな\nふ～ざ～け～ん～な～っ！！","0","5"
